market_code,code,所属概念数量,所属概念,股票代码
33,300829,8,可降解塑料;农业种植;玉米;土地流转;乡村振兴;参股银行;回购增持再贷款概念;2025年报预增,300829.SZ
33,001278,7,农机;长安汽车概念;新能源汽车;比亚迪概念;机器视觉;汽车电子;无线充电,001278.SZ
33,002036,36,OLED;毫米波雷达;智能座舱;无人驾驶;MR(混合现实);无人机;AI眼镜;智能穿戴;军民融合;消费电子概念;芯片概念;低空经济;汽车电子;安防;机器视觉;无线充电;传感器;虚拟现实;苹果概念;比亚迪概念;华为概念;无线耳机;特斯拉概念;机器人概念;华为汽车;新能源汽车;英伟达概念;智能家居;创投;元宇宙;百度概念;人形机器人;一带一路;深股通;股权转让(并购重组);融资融券,002036.SZ
33,001267,8,共封装光学(CPO);铜缆高速连接;污水处理;土壤修复;新型城镇化;乡村振兴;深股通;股权转让(并购重组),001267.SZ
33,000723,15,煤炭概念;煤化工概念;天然气;氢能源;碳中和;燃料电池;污水处理;超级电容;储能;新能源汽车;机器人概念;无人驾驶;深股通;股权转让(并购重组);融资融券,000723.SZ
151,920090,10,虚拟现实;数据中心;融资融券;数字经济;职业教育;DeepSeek概念;元宇宙;互联网金融;MR(混合现实);京津冀一体化,920090.BJ
33,000729,6,啤酒概念;国企改革;乡村振兴;深股通;融资融券;2025年报预增,000729.SZ
17,603223,5,2025年报预增;天然气;航运概念;沪股通;融资融券,603223.SH
151,920703,4,京津冀一体化;融资融券;专精特新;核电,920703.BJ
17,688196,5,可降解塑料;人民币贬值受益;海峡两岸;沪股通;融资融券,688196.SH
17,603209,12,自由贸易港;航运概念;统一大市场;海峡两岸;一带一路;数字经济;人工智能;DeepSeek概念;数据要素;AI智能体;智谱AI;沪股通,603209.SH
17,600279,9,统一大市场;航运概念;国企改革;西部大开发;民爆概念;智能物流;一带一路;股权转让(并购重组);沪股通,600279.SH
33,300303,19,MicroLED概念;MiniLED;共封装光学(CPO);芯片概念;先进封装;消费电子概念;5G;智能穿戴;传感器;比亚迪概念;新能源汽车;专精特新;机器人概念;智慧灯杆;粤港澳大湾区;海峡两岸;独角兽概念;深股通;融资融券,300303.SZ
33,002929,45,算力租赁;云办公;华为昇腾;数据安全;东数西算(算力);阿里巴巴概念;百度概念;多模态AI;AI智能体;信创;虚拟数字人;元宇宙;数据要素;MR(混合现实);虚拟现实;数据中心;DeepSeek概念;华为概念;人工智能;数字乡村;空间计算;5G;数字孪生;智慧城市;工业互联网;华为数字能源;电力物联网;低空经济;智慧灯杆;无人机;军工;机器人概念;智能电网;跨境电商;虚拟电厂;充电桩;AI应用;储能;光伏概念;一带一路;乡村振兴;西部大开发;雄安新区;融资融券;深股通,002929.SZ
17,600979,22,地下管网;碳交易;绿色电力;污水处理;光伏建筑一体化;碳中和;充电桩;参股银行;风电;新疆振兴;储能;西部大开发;创投;国企改革;天然气;乡村振兴;智慧城市;光伏概念;新能源汽车;液冷服务器;沪股通;融资融券,600979.SH
17,600513,8,禽流感;流感;仿制药一致性评价;创新药;专精特新;国企改革;沪股通;股权转让(并购重组),600513.SH
33,300540,11,商业航天;智慧灯杆;氢能源;车联网(车路协同);燃料电池;充电桩;储能;专精特新;天然气;国企改革;西部大开发,300540.SZ
17,601288,5,证金持股;跨境支付(CIPS);同花顺中特估100;沪股通;融资融券,601288.SH
33,301565,14,固态电池;宁德时代概念;福建自贸区;海峡两岸;锂电池概念;消费电子概念;专精特新;可降解塑料;无人机;低空经济;食品安全;合成生物;深股通;融资融券,301565.SZ
151,920553,4,融资融券;高端装备;烟草;工业母机,920553.BJ
33,002401,32,区块链;数字经济;智慧城市;信创;数据要素;DeepSeek概念;人工智能;华为鲲鹏;AI智能体;云计算;ETC;阿里巴巴概念;安防;ChatGPT概念;国资云;Web3.0;华为概念;跨境电商;机器视觉;智能物流;数据中心;上海自贸区;碳中和;国企改革;碳交易;央企国企改革;统一大市场;自由贸易港;航运概念;融资融券;深股通;中字头股票,002401.SZ
33,300087,12,转基因;大豆;玉米;粮食概念;农业种植;俄乌冲突概念;央企国企改革;乡村振兴;国企改革;一带一路;融资融券;深股通,300087.SZ
33,000819,6,消毒剂;POE胶膜;国企改革;央企国企改革;深股通;融资融券,000819.SZ
33,002986,4,可降解塑料;回购增持再贷款概念;粤港澳大湾区;深股通,002986.SZ
33,300962,10,食品安全;核污染防治;净水概念;粤港澳大湾区;央企国企改革;国企改革;幽门螺杆菌概念;专精特新;中字头股票;融资融券,300962.SZ
33,002725,11,碳纤维;新能源汽车;5G;芯片概念;燃料电池;回购增持再贷款概念;中俄贸易概念;人民币贬值受益;共同富裕示范区;一带一路;股权转让(并购重组),002725.SZ
17,603960,18,华为汽车;无人驾驶;新型工业化;汽车热管理;机器视觉;汽车电子;机器人概念;新能源汽车;智能物流;华为概念;芯片概念;高端装备;共封装光学(CPO);燃料电池;AI应用;氢能源;沪股通;融资融券,603960.SH
151,920455,2,专精特新;融资融券,920455.BJ
33,300606,15,存储芯片;富士康概念;第三代半导体;工业母机;芯片概念;柔性屏(折叠屏);消费电子概念;比亚迪概念;新型工业化;专精特新;3D打印;高端装备;机器人概念;大飞机;PCB概念,300606.SZ
33,002528,25,ST板块;智慧灯杆;深圳国企改革;人民币贬值受益;智能家居;智慧城市;国企改革;安防;智能医疗;机器视觉;物联网;数字经济;华为概念;5G;人工智能;数字孪生;军民融合;区块链;人脸识别;东数西算(算力);数据要素;信创;智慧政务;国资云;华为鲲鹏,002528.SZ
151,920608,4,融资融券;专精特新;乡村振兴;农机,920608.BJ
33,002432,16,天津自贸区;流感;医疗器械概念;京津冀一体化;血氧仪;智能医疗;跨境电商;养老概念;回购增持再贷款概念;人民币贬值受益;创投;智能穿戴;小米概念;AI应用;深股通;融资融券,002432.SZ
33,300866,16,跨境电商;智能家居;无线充电;无线耳机;AI眼镜;人民币贬值受益;机器人概念;充电桩;安防;消费电子概念;3D打印;储能;芯片概念;人工智能;深股通;融资融券,300866.SZ
17,600121,11,煤炭概念;国企改革;机器人概念;工业互联网;安防;东数西算(算力);DeepSeek概念;数据要素;信创;沪股通;融资融券,600121.SH
33,300832,8,肝炎概念;猴痘概念;流感;医疗器械概念;智能医疗;DeepSeek概念;融资融券;深股通,300832.SZ
33,300319,22,汽车电子;5G;消费电子概念;AI眼镜;芯片概念;充电桩;无人机;新能源汽车;智能穿戴;比亚迪概念;小米概念;储能;人形机器人;粤港澳大湾区;华为概念;英伟达概念;东数西算(算力);深圳国企改革;国企改革;阿里巴巴概念;融资融券;深股通,300319.SZ
17,688655,13,医疗器械概念;共封装光学(CPO);PCB概念;5G;粤港澳大湾区;专精特新;汽车电子;新能源汽车;机器人概念;绿色电力;智能座舱;股权转让(并购重组);融资融券,688655.SH
17,603187,3,冷链物流;无人零售;沪股通,603187.SH
17,600644,13,虚拟电厂;绿色电力;污水处理;天然气;充电桩;地下管网;参股银行;储能;光伏概念;乡村振兴;西部大开发;沪股通;融资融券,600644.SH
17,601077,5,高股息精选;西部大开发;小米概念;融资融券;沪股通,601077.SH
33,301213,26,军工信息化;商业航天;卫星导航;航空发动机;军民融合;军工;Web3.0;无人机;低空经济;东数西算(算力);信创;虚拟现实;电子身份证;人工智能;高端装备;数字孪生;第三代半导体;区块链;物联网;机器视觉;专精特新;机器人概念;传感器;西部大开发;AI应用;融资融券,301213.SZ
17,603169,27,可控核聚变;航空发动机;商业航天;军工;核污染防治;核电;光热发电;高端装备;机器人概念;工业互联网;光伏概念;氢能源;超超临界发电;一体化压铸;中俄贸易概念;一带一路;数字经济;储能;碳中和;西部大开发;国企改革;锂电池概念;新疆振兴;天然气;煤化工概念;沪股通;融资融券,603169.SH
33,000833,15,锂电池概念;TOPCON电池;磷化工;光伏概念;化肥;2025三季报预增;土地流转;2025年报预增;西部大开发;粤港澳大湾区;乡村振兴;国企改革;农业种植;广东自贸区;深股通,000833.SZ
33,301286,13,成飞概念;军民融合;军工;芯片概念;华为概念;雅下水电概念;2025年报预增;宁德时代概念;西部大开发;医疗器械概念;商业航天;深股通;融资融券,301286.SZ
151,920770,3,绿色电力;融资融券;光伏概念,920770.BJ
33,002015,31,智能电网;光伏概念;华为数字能源;虚拟电厂;换电概念;抽水蓄能;高压快充;储能;充电桩;风电;碳中和;新能源汽车;数据中心;水利;宁德时代概念;锂电池概念;长三角一体化;华为概念;绿色电力;动力电池回收;碳交易;东数西算(算力);英伟达概念;生物质能发电;数字经济;算力租赁;百度概念;蚂蚁集团概念;区块链;融资融券;深股通,002015.SZ
33,002094,11,中韩自贸区;网红经济;跨境电商;C2M概念;腾讯概念;化债概念(AMC概念);参股银行;人民币贬值受益;一带一路;深股通;融资融券,002094.SZ
33,301606,10,无线耳机;苹果概念;无线充电;消费电子概念;华为概念;人民币贬值受益;储能;跨境电商;深股通;融资融券,301606.SZ
17,600737,9,农业种植;新疆振兴;乡村振兴;国企改革;西部大开发;央企国企改革;沪股通;融资融券;中字头股票,600737.SH
33,002549,11,光刻机;芯片概念;专精特新;眼科医疗;冷链物流;碳中和;啤酒概念;氢能源;俄乌冲突概念;融资融券;深股通,002549.SZ
17,600084,9,白酒概念;农业种植;乡村振兴;化债概念(AMC概念);新疆振兴;国企改革;西部大开发;中字头股票;沪股通,600084.SH
33,000852,18,可燃冰;页岩气;天然气;俄乌冲突概念;氢能源;央企国企改革;海工装备;雄安新区;一带一路;国企改革;燃料电池;高端装备;储能;工业互联网;专精特新;数字经济;深股通;融资融券,000852.SZ
17,600758,5,煤炭概念;国企改革;风电;沪股通;融资融券,600758.SH
17,601339,4,参股银行;人民币贬值受益;沪股通;融资融券,601339.SH
17,605259,5,新能源汽车;人民币贬值受益;储能;水利;鸿蒙概念,605259.SH
17,600429,5,乳业;三胎概念;国企改革;京津冀一体化;沪股通,600429.SH
33,002476,4,页岩气;污水处理;一带一路;融资融券,002476.SZ
17,688106,21,可控核聚变;核电;中芯国际概念;光伏概念;第三代半导体;存储芯片;商业航天;芯片概念;燃料电池;氢能源;专精特新;固态电池;长三角一体化;锂电池概念;碳中和;回购增持再贷款概念;冷链物流;天然气;俄乌冲突概念;沪股通;融资融券,688106.SH
17,603967,10,中韩自贸区;冷链物流;统一大市场;航运概念;中俄贸易概念;智能物流;自由贸易港;一带一路;核电;俄乌冲突概念,603967.SH
151,920403,7,转基因;玉米;乡村振兴;融资融券;粮食概念;人工智能;农业种植,920403.BJ
151,920748,13,车联网(车路协同);融资融券;股权转让(并购重组);福建自贸区;机器人概念;智慧城市;移动支付;海峡两岸;充电桩;国企改革;乡村振兴;低空经济;人工智能,920748.BJ
22,688076,12,减肥药;创新药;CRO概念;肝炎概念;流感;辅助生殖;合成生物;ST板块;AI应用;智能医疗;专精特新;人民币贬值受益,688076.SH
17,603057,4,一带一路;冷链物流;预制菜;沪股通,603057.SH
17,600732,7,BC电池;TOPCON电池;光伏概念;光伏建筑一体化;风电;沪股通;融资融券,600732.SH
17,601086,5,IP经济(谷子经济);参股券商;家用电器;西部大开发;沪股通,601086.SH
17,600546,6,煤炭概念;超超临界发电;航运概念;国企改革;沪股通;融资融券,600546.SH
33,300139,10,黄金概念;民爆概念;2025年报预增;绿色电力;一带一路;芯片概念;人民币贬值受益;智能电网;深股通;融资融券,300139.SZ
151,920957,4,一带一路;粤港澳大湾区;专精特新;融资融券,920957.BJ
17,600313,14,转基因;大豆;玉米;粮食概念;土地流转;农业种植;化肥;乡村振兴;央企国企改革;国企改革;一带一路;2025年报预增;沪股通;融资融券,600313.SH
33,300189,10,海南自贸区;转基因;玉米;粮食概念;土地流转;生态农业;农业种植;乡村振兴;合成生物;融资融券,300189.SZ
17,600844,4,煤化工概念;可降解塑料;西部大开发;股权转让(并购重组),600844.SH
17,603128,13,自由贸易港;统一大市场;航运概念;国企改革;央企国企改革;一带一路;跨境电商;上海自贸区;比亚迪概念;小米概念;阿里巴巴概念;沪股通;融资融券,603128.SH
33,002385,22,大豆;转基因;玉米;粮食概念;猪肉;农业种植;动物疫苗;俄乌冲突概念;农村电商;消毒剂;预制菜;乡村振兴;合成生物;乳业;宠物经济;京津冀一体化;数字乡村;三胎概念;融资融券;深股通;DeepSeek概念;数字经济,002385.SZ
17,601069,8,黄金概念;金属铜;小金属概念;2025年报预增;西部大开发;沪股通;国企改革;融资融券,601069.SH
33,300240,15,网约车;统一大市场;冷链物流;智能物流;航运概念;中俄贸易概念;创投;一带一路;车联网(车路协同);无人驾驶;新能源汽车;人工智能;特斯拉概念;小米概念;阿里巴巴概念,300240.SZ
151,920132,5,人民币贬值受益;一带一路;跨境电商;融资融券;露营经济,920132.BJ
151,920414,11,机器视觉;数字孪生;钙钛矿电池;机器人概念;人工智能;云计算;光伏概念;融资融券;无人机;储能;专精特新,920414.BJ
33,001228,10,换电概念;跨境电商;智能物流;共同富裕示范区;新能源汽车;工业互联网;统一大市场;一带一路;回购增持再贷款概念;航运概念,001228.SZ
151,920422,2,人民币贬值受益;融资融券,920422.BJ
33,301362,7,C2M概念;一带一路;生态农业;人民币贬值受益;专精特新;PCB概念;融资融券,301362.SZ
17,600623,17,丙烯酸;煤化工概念;PVDF概念;消毒剂;氟化工概念;锂电池概念;回购增持再贷款概念;芯片概念;国企改革;新疆振兴;上海国企改革;参股券商;创投;DeepSeek概念;沪股通;超级品牌;融资融券,600623.SH
33,002805,9,钠离子电池;固态电池;锂电池概念;宁德时代概念;磷化工;比亚迪概念;长安汽车概念;专精特新;融资融券,002805.SZ
33,300708,5,第三代半导体;MicroLED概念;MiniLED;芯片概念;深股通,300708.SZ
33,001339,31,英伟达概念;中国AI 50;AI PC;东数西算(算力);5G;算力租赁;安防;人脸识别;车联网(车路协同);信创;物联网;数据安全;网络安全;智能座舱;机器视觉;消费电子概念;ETC;鸿蒙概念;智慧城市;云办公;人工智能;人形机器人;新型工业化;机器人概念;专精特新;DeepSeek概念;工业互联网;粤港澳大湾区;在线教育;智能医疗;深股通,001339.SZ
