股票代码,code,所属概念数量,market_code,所属概念
301626.SZ,301626,8,33,宁德时代概念;液冷服务器;汽车热管理;消费电子概念;汽车电子;华为概念;深股通;融资融券
300558.SZ,300558,8,33,细胞免疫治疗;重组蛋白;创新药;眼科医疗;基因测序;深股通;智能医疗;融资融券
300491.SZ,300491,11,33,数据中心;换电概念;京津冀一体化;新能源汽车;雄安新区;高压快充;军工;汽车电子;储能;充电桩;智能电网
002885.SZ,002885,19,33,高压快充;充电桩;光伏概念;储能;富士康概念;无线充电;数据中心;第三代半导体;5G;新能源汽车;比亚迪概念;OLED;消费电子概念;华为汽车;华为概念;汽车电子;粤港澳大湾区;小米概念;融资融券
002552.SZ,002552,7,33,黄金概念;股权转让(并购重组);国企改革;互联网金融;PCB概念;5G;深股通
601991.SH,601991,9,17,绿色电力;核电;雅下水电概念;风电;国企改革;央企国企改革;沪股通;融资融券;储能
300115.SZ,300115,38,33,减速器;人形机器人;同花顺果指数;PEEK材料;华为汽车;特斯拉概念;铜缆高速连接;新型工业化;苹果概念;MR(混合现实);AI手机;传感器;无人机;机器人概念;小米概念;无线耳机;AI PC;新能源汽车;卫星导航;AI眼镜;智能穿戴;消费电子概念;5G;3D打印;宁德时代概念;燃料电池;华为概念;虚拟现实;芯片概念;东数西算(算力);粤港澳大湾区;充电桩;储能;海峡两岸;锂电池概念;氢能源;深股通;融资融券
301607.SZ,301607,11,33,高压快充;小米汽车;小米概念;充电桩;比亚迪概念;第三代半导体;新能源汽车;专精特新;2025年报预增;深股通;融资融券
603655.SH,603655,2,17,新能源汽车;2025年报预增
688068.SH,688068,14,17,创新药;重组蛋白;肝炎概念;猴痘概念;流感;阿尔茨海默概念;医疗器械概念;智能医疗;食品安全;回购增持再贷款概念;京津冀一体化;人工智能;沪股通;融资融券
301338.SZ,301338,24,33,共封装光学(CPO);PCB概念;富士康概念;先进封装;华为手机;苹果概念;工业母机;第三代半导体;MiniLED;消费电子概念;芯片概念;比亚迪概念;汽车芯片;锂电池概念;高端装备;小米概念;新型工业化;专精特新;机器视觉;华为概念;工业互联网;军工;深股通;融资融券
603127.SH,603127,10,17,CRO概念;细胞免疫治疗;创新药;生物疫苗;基因测序;智能医疗;专精特新;2025年报预增;融资融券;沪股通
002517.SZ,002517,18,33,手机游戏;网络游戏;电子竞技;AIGC概念;元宇宙;NFT概念;鸿蒙概念;腾讯概念;虚拟现实;人工智能;区块链;华为概念;IP经济(谷子经济);AI眼镜;数字经济;AI应用;深股通;融资融券
002634.SZ,002634,3,33,互联网金融;光伏概念;TOPCON电池
301368.SZ,301368,11,33,减速器;人形机器人;飞行汽车(eVTOL);机器人概念;农机;低空经济;新能源汽车;专精特新;智能座舱;深股通;融资融券
000887.SZ,000887,27,33,减速器;人形机器人;汽车热管理;特斯拉概念;华为汽车;长安汽车概念;液冷服务器;新能源汽车;比亚迪概念;汽车电子;机器人概念;毫米波雷达;传感器;飞行汽车(eVTOL);宁德时代概念;无人驾驶;燃料电池;数据中心;充电桩;储能;无人机;低空经济;高铁;军工;医疗器械概念;深股通;融资融券
603993.SH,603993,13,17,金属钴;金属铜;金属镍;小金属概念;黄金概念;盐湖提锂;磷化工;宁德时代概念;同花顺出海50;同花顺漂亮100;沪股通;融资融券;人民币贬值受益
603023.SH,603023,11,17,EDR概念;黑龙江自贸区;无人驾驶;车联网(车路协同);智能座舱;国企改革;传感器;汽车电子;新能源汽车;股权转让(并购重组);摘帽
300253.SZ,300253,25,33,DRG/DIP;AIGC概念;ChatGPT概念;家庭医生;虚拟数字人;AI智能体;华为鲲鹏;数据要素;AI应用;互联网保险;阿里巴巴概念;鸿蒙概念;腾讯概念;智能医疗;信创;区块链;蚂蚁集团概念;DeepSeek概念;人工智能;中国AI 50;智慧城市;养老概念;华为概念;融资融券;深股通
300012.SZ,300012,40,33,基因测序;猴痘概念;辅助生殖;食品安全;医疗器械概念;房屋检测;核污染防治;人工智能;网络安全;创新药;流感;宠物经济;数字经济;互联网金融;土壤修复;车联网(车路协同);星闪概念;水利;物联网;CRO概念;碳中和;核电;低空经济;华为概念;商业航天;无人机;雅下水电概念;海工装备;机器人概念;航运概念;高铁;小米概念;芯片概念;汽车芯片;数据中心;汽车电子;新能源汽车;深股通;PCB概念;融资融券
300357.SZ,300357,7,33,创新药;医疗器械概念;智能医疗;专精特新;人工智能;深股通;融资融券
002971.SZ,002971,8,33,芯片概念;燃料电池;氢能源;专精特新;氟化工概念;天然气;有机硅概念;深股通
603813.SH,603813,8,22,冷链物流;ST板块;统一大市场;数字经济;智能物流;粤港澳大湾区;氢能源;燃料电池
603016.SH,603016,2,17,特高压;国企改革
688328.SH,688328,23,17,先进封装;OLED;共封装光学(CPO);电子纸;第三代半导体;存储芯片;消费电子概念;柔性屏(折叠屏);MR(混合现实);MiniLED;芯片概念;AI眼镜;新能源汽车;智能穿戴;专精特新;小米概念;新型工业化;机器视觉;华为概念;机器人概念;锂电池概念;虚拟现实;融资融券
600714.SH,600714,2,17,小金属概念;西部大开发
301498.SZ,301498,5,33,宠物经济;特色小镇;数字孪生;深股通;融资融券
300609.SZ,300609,22,33,AI语料;智慧政务;数据安全;ChatGPT概念;算力租赁;腾讯概念;信创;华为鲲鹏;多模态AI;数据要素;人工智能;东数西算(算力);数字经济;华为概念;DeepSeek概念;虚拟现实;互联网金融;数据中心;苹果概念;AI应用;AI智能体;股权转让(并购重组)
603088.SH,603088,19,17,液冷服务器;宁德时代概念;高端装备;比亚迪概念;氢能源;空气能热泵;工业母机;特斯拉概念;汽车热管理;专精特新;新能源汽车;锂电池概念;新型工业化;动力电池回收;小米概念;芯片概念;国企改革;沪股通;融资融券
002185.SZ,002185,17,33,华为海思概念股;存储芯片;芯片概念;毫米波雷达;5G;先进封装;智能座舱;华为概念;国家大基金持股;共封装光学(CPO);传感器;汽车电子;机器人概念;无人驾驶;西部大开发;深股通;融资融券
603360.SH,603360,7,17,消毒剂;人民币贬值受益;机器人概念;芯片概念;光刻机;存储芯片;沪股通
600744.SH,600744,12,17,超超临界发电;绿色电力;煤炭概念;核电;风电;碳交易;央企国企改革;国企改革;碳中和;虚拟电厂;融资融券;沪股通
603013.SH,603013,13,17,汽车热管理;长安汽车概念;新能源汽车;传感器;比亚迪概念;燃料电池;氢能源;一带一路;储能;专精特新;汽车电子;国企改革;沪股通
920261.BJ,920261,3,151,融资融券;环氧丙烷;体育产业
600800.SH,600800,7,17,天津自贸区;丙烯酸;环氧丙烷;国企改革;氢能源;融资融券;芯片概念
605305.SH,605305,6,17,储能;风电;专精特新;京津冀一体化;沪股通;融资融券
601089.SH,601089,5,17,创新药;仿制药一致性评价;辅助生殖;医疗器械概念;沪股通
600089.SH,600089,33,17,柔性直流输电;抽水蓄能;特高压;黄金概念;虚拟电厂;智能电网;超超临界发电;硅能源;高压快充;核电;煤炭概念;风电;光伏概念;绿色电力;雅下水电概念;煤化工概念;储能;充电桩;海工装备;新疆振兴;沪股通;融资融券;一带一路;数据中心;西部大开发;水利;雄安新区;新能源汽车;工业互联网;创投;碳纤维;物联网;数字经济
688336.SH,688336,5,17,重组蛋白;创新药;阿尔茨海默概念;沪股通;融资融券
600884.SH,600884,25,17,钠离子电池;动力电池回收;石墨电极;固态电池;氟化工概念;锂电池概念;宁德时代概念;超级电容;金属镍;石墨烯;小金属概念;储能;比亚迪概念;光伏概念;OLED;新能源汽车;消费电子概念;MiniLED;苹果概念;共同富裕示范区;创投;参股银行;虚拟现实;沪股通;融资融券
002756.SZ,002756,7,33,锂电池概念;特钢概念;互联网金融;军工;核电;融资融券;深股通
301566.SZ,301566,6,33,军工;5G;专精特新;医疗器械概念;融资融券;深股通
300876.SZ,300876,3,33,碳纤维;专精特新;融资融券
688126.SH,688126,8,17,国家大基金持股;中芯国际概念;存储芯片;芯片概念;人民币贬值受益;股权转让(并购重组);沪股通;融资融券
601366.SH,601366,10,17,预制菜;冷链物流;统一大市场;跨境电商;乡村振兴;智能物流;腾讯概念;回购增持再贷款概念;抖音概念(字节概念);华为概念
688138.SH,688138,8,17,中芯国际概念;OLED;第三代半导体;芯片概念;专精特新;虚拟现实;沪股通;融资融券
300438.SZ,300438,23,33,钠离子电池;固态电池;锂电池概念;石墨烯;两轮车;新型烟草(电子烟);储能;燃料电池;无线耳机;虚拟电厂;新能源汽车;消费电子概念;充电桩;长安汽车概念;小米概念;粤港澳大湾区;无人机;机器人概念;军工;低空经济;独角兽概念;深股通;融资融券
603767.SH,603767,7,17,减速器;农机;长安汽车概念;乡村振兴;共同富裕示范区;新能源汽车;沪股通
002208.SZ,002208,9,33,租售同权;物业管理;新型城镇化;国企改革;长三角一体化;创投;养老概念;独角兽概念;深股通
301076.SZ,301076,4,33,PEEK材料;专精特新;深股通;融资融券
301227.SZ,301227,6,33,黑龙江自贸区;建筑节能;装配式建筑;碳中和;智能家居;融资融券
600489.SH,600489,8,17,黄金概念;金属铜;小金属概念;央企国企改革;沪股通;融资融券;国企改革;中字头股票
600115.SH,600115,10,17,同花顺中特估100;证金持股;跨境电商;国企改革;央企国企改革;大飞机;沪股通;融资融券;3D打印;中字头股票
002121.SZ,002121,12,33,智能电网;虚拟电厂;电力物联网;储能;充电桩;锂电池概念;新能源汽车;机器人概念;绿色电力;一带一路;深股通;融资融券
600667.SH,600667,11,17,存储芯片;先进封装;芯片概念;OLED;数据中心;光伏建筑一体化;绿色电力;回购增持再贷款概念;沪股通;融资融券;国企改革
301192.SZ,301192,3,33,新能源汽车;专精特新;融资融券
000048.SZ,000048,11,33,养鸡;猪肉;机器人概念;乡村振兴;物业管理;粤港澳大湾区;文化传媒概念;IP经济(谷子经济);人形机器人;融资融券;深股通
300979.SZ,300979,6,33,三胎概念;体育产业;同花顺出海50;人民币贬值受益;融资融券;深股通
300905.SZ,300905,7,33,光刻胶;染料;专精特新;足球概念;3D打印;深股通;融资融券
688789.SH,688789,4,17,人民币贬值受益;染料;融资融券;沪股通
603690.SH,603690,12,17,中芯国际概念;第三代半导体;先进封装;芯片概念;存储芯片;光纤概念;专精特新;合成生物;华为概念;传感器;融资融券;沪股通
688206.SH,688206,6,17,存储芯片;芯片概念;专精特新;股权转让(并购重组);沪股通;融资融券
688605.SH,688605,9,17,光刻机;中芯国际概念;芯片概念;商业航天;专精特新;光伏概念;医疗器械概念;沪股通;融资融券
002431.SZ,002431,20,33,职业教育;横琴新区;旅游概念;元宇宙;土地流转;特色小镇;体育产业;水利;乡村振兴;地下管网;土壤修复;虚拟现实;新型城镇化;PPP概念;雄安新区;粤港澳大湾区;碳交易;国企改革;新疆振兴;融资融券
300952.SZ,300952,12,33,人形机器人;机器人概念;石墨烯;比亚迪概念;商业航天;军工;人民币贬值受益;海工装备;安防;体育产业;深股通;融资融券
601336.SH,601336,5,17,互联网保险;证金持股;沪股通;融资融券;蚂蚁集团概念
002082.SZ,002082,11,33,阿尔茨海默概念;医药电商;流感;生物疫苗;肝炎概念;共同富裕示范区;医疗器械概念;仿制药一致性评价;创新药;一带一路;深股通
603590.SH,603590,8,17,创新药;猴痘概念;2025年报预增;专精特新;创投;知识产权保护;军民融合;沪股通
300703.SZ,300703,14,33,托育服务;宠物经济;IP经济(谷子经济);三胎概念;体育产业;文化传媒概念;跨境电商;共同富裕示范区;人工智能;国企改革;绿色电力;一带一路;人民币贬值受益;深股通
688350.SH,688350,5,17,污水处理;专精特新;氢能源;盐湖提锂;融资融券
300204.SZ,300204,7,33,细胞免疫治疗;创新药;重组蛋白;辅助生殖;眼科医疗;深股通;融资融券
688125.SH,688125,14,17,光刻胶;工业母机;苹果概念;消费电子概念;机器视觉;专精特新;汽车电子;宁德时代概念;新型工业化;比亚迪概念;一带一路;机器人概念;人形机器人;融资融券
603861.SH,603861,14,17,柔性直流输电;特高压;智能电网;华为数字能源;光伏概念;储能;宁德时代概念;数据中心;核电;一带一路;新能源汽车;东数西算(算力);华为概念;沪股通
601778.SH,601778,14,17,光伏建筑一体化;碳交易;虚拟电厂;绿色电力;碳中和;氢能源;光伏概念;风电;储能;腾讯概念;阿里巴巴概念;数据中心;沪股通;融资融券
601100.SH,601100,6,17,同花顺出海50;中国AI 50;高端装备;同花顺漂亮100;沪股通;融资融券
920751.BJ,920751,5,151,股权转让(并购重组);融资融券;燃料电池;氢能源;专精特新
603059.SH,603059,4,17,三胎概念;跨境电商;参股银行;人民币贬值受益
603730.SH,603730,8,17,上海自贸区;人民币贬值受益;长安汽车概念;新能源汽车;特斯拉概念;比亚迪概念;沪股通;融资融券
688775.SH,688775,14,17,科创次新股;语音技术;消费电子概念;芯片概念;注册制次新股;虚拟现实;人民币贬值受益;无人机;人工智能;机器人概念;粤港澳大湾区;跨境电商;新股与次新股;融资融券
000960.SZ,000960,8,33,金属铅;金属锌;金属铜;小金属概念;西部大开发;国企改革;深股通;融资融券
002203.SZ,002203,15,33,金属铜;小金属概念;金属镍;华为概念;钒电池;液冷服务器;回购增持再贷款概念;绿色电力;特斯拉概念;PET铜箔;参股银行;深股通;融资融券;锂电池概念;固态电池
600160.SH,600160,15,17,PVDF概念;氟化工概念;液冷服务器;锂电池概念;中芯国际概念;融资融券;消毒剂;煤化工概念;数据中心;风电;绿色电力;国企改革;碳交易;2025年报预增;沪股通
300162.SZ,300162,17,33,安防;商业航天;粤港澳大湾区;MicroLED概念;柔性屏(折叠屏);人工智能;足球概念;MiniLED;元宇宙;体育产业;DeepSeek概念;在线教育;专精特新;消费电子概念;人民币贬值受益;海峡两岸;先进封装
