股票代码,code,所属概念数量,market_code,所属概念
300428.SZ,300428,28,33,钠离子电池;固态电池;氟化工概念;锂电池概念;特斯拉概念;金属回收;汽车热管理;一体化压铸;比亚迪概念;新能源汽车;3D打印;航空发动机;人形机器人;军工;无人机;大飞机;消费电子概念;商业航天;长安汽车概念;军民融合;汽车拆解概念;芯片概念;专精特新;低空经济;机器人概念;稀土永磁;融资融券;深股通
688052.SH,688052,12,17,先进封装;芯片概念;汽车芯片;MCU芯片;消费电子概念;新能源汽车;人形机器人;传感器;机器人概念;物联网;沪股通;融资融券
000504.SZ,000504,9,33,ST板块;细胞免疫治疗;污水处理;CRO概念;国企改革;智慧灯杆;动力电池回收;锂电池概念;股权转让(并购重组)
601033.SH,601033,11,17,生物质能发电;医疗废物处理;PPP概念;固废处理;国企改革;绿色电力;垃圾分类;粤港澳大湾区;储能;沪股通;融资融券
603062.SH,603062,8,17,碳中和;风电;储能;光伏概念;海工装备;专精特新;沪股通;融资融券
000695.SZ,000695,4,33,固态电池;锂电池概念;储能;光伏概念
002962.SZ,002962,9,33,安防;人民币贬值受益;虚拟现实;华为概念;专精特新;MR(混合现实);小米概念;汽车电子;消费电子概念
002332.SZ,002332,8,33,毛发医疗;仿制药一致性评价;医药电商;创新药;辅助生殖;国企改革;深股通;融资融券
601016.SH,601016,8,17,绿色电力;新疆振兴;国企改革;风电;京津冀一体化;央企国企改革;沪股通;融资融券
001238.SZ,001238,8,33,宠物经济;露营经济;跨境电商;长三角一体化;共同富裕示范区;人民币贬值受益;碳中和;深股通
300557.SZ,300557,14,33,光纤概念;可控核聚变;核电;车联网(车路协同);军工;传感器;物联网;专精特新;人工智能;数据中心;小米概念;国企改革;央企国企改革;安防
003040.SZ,003040,24,33,数字货币;移动支付;跨境支付(CIPS);电子身份证;ETC;互联网金融;国产操作系统;智慧政务;区块链;信创;数字经济;数据安全;鸿蒙概念;量子科技;物联网;AI智能体;DeepSeek概念;人工智能;华为概念;5G;消费电子概念;AI应用;融资融券;深股通
300884.SZ,300884,22,33,脑机接口;PM2.5;福建自贸区;海峡两岸;智能医疗;安防;信创;鸿蒙概念;人脸识别;智慧城市;多模态AI;人工智能;养老概念;华为概念;智能家居;DeepSeek概念;小米概念;阿里巴巴概念;专精特新;机器人概念;智能物流;融资融券
001289.SZ,001289,14,33,绿色电力;抽水蓄能;碳交易;新疆振兴;国企改革;央企国企改革;乡村振兴;碳中和;风电;一带一路;同花顺漂亮100;DeepSeek概念;融资融券;深股通
000028.SZ,000028,10,33,医药电商;冷链物流;医美概念;国企改革;医疗器械概念;央企国企改革;智能物流;智能医疗;深股通;融资融券
603693.SH,603693,9,17,生物质能发电;绿色电力;国企改革;风电;充电桩;储能;钠离子电池;沪股通;融资融券
002035.SZ,002035,11,33,空气能热泵;净水概念;家用电器;创投;智能家居;粤港澳大湾区;数字经济;鸿蒙概念;无人机;深股通;融资融券
603124.SH,603124,8,17,PCB概念;PET铜箔;液冷服务器;工业母机;专精特新;注册制次新股;新股与次新股;融资融券
300542.SZ,300542,34,33,数字货币;跨境支付(CIPS);互联网金融;军工信息化;财税数字化;军民融合;信创;智慧城市;华为鲲鹏;华为欧拉;低空经济;鸿蒙概念;区块链;数据要素;华为昇腾;云计算;网络安全;商业航天;Web3.0;DeepSeek概念;军工;百度概念;元宇宙;虚拟数字人;人工智能;NFT概念;华为概念;一带一路;数据中心;华为海思概念股;同花顺新质50;AI应用;深股通;股权转让(并购重组)
300276.SZ,300276,18,33,新型工业化;长安汽车概念;机器人概念;特斯拉概念;高端装备;工业互联网;无人驾驶;比亚迪概念;车联网(车路协同);军工;智能物流;人工智能;专精特新;芯片概念;宁德时代概念;智能电网;融资融券;深股通
300796.SZ,300796,2,33,共同富裕示范区;人民币贬值受益
000785.SZ,000785,22,33,预制菜;免税店;AI语料;AIGC概念;跨境电商;数据要素;空间计算;AI智能体;抖音概念(字节概念);DeepSeek概念;乡村振兴;阿里巴巴概念;京津冀一体化;鸿蒙概念;人工智能;智能物流;回购增持再贷款概念;智能家居;华为概念;苹果概念;融资融券;深股通
600383.SH,600383,3,17,物业管理;沪股通;融资融券
603819.SH,603819,4,17,风电;安防;新能源汽车;股权转让(并购重组)
603718.SH,603718,7,17,牙科医疗;基因测序;医疗器械概念;动物疫苗;股权转让(并购重组);沪股通;融资融券
603876.SH,603876,8,17,钠离子电池;固态电池;锂电池概念;宁德时代概念;储能;比亚迪概念;沪股通;融资融券
920571.BJ,920571,6,151,福建自贸区;海峡两岸;航运概念;融资融券;低空经济;人民币贬值受益
300752.SZ,300752,13,33,MicroLED概念;MiniLED;虚拟现实;智能穿戴;MR(混合现实);华为概念;粤港澳大湾区;AI眼镜;小米概念;汽车电子;消费电子概念;比亚迪概念;小米汽车
301507.SZ,301507,8,33,医药电商;毛发医疗;医美概念;维生素;医疗器械概念;共同富裕示范区;深股通;融资融券
603138.SH,603138,10,17,横琴新区;数据要素;人工智能;华为鲲鹏;数据安全;雄安新区;信创;华为概念;数据中心;融资融券
603519.SH,603519,3,17,家用电器;创投;第三代半导体
301089.SZ,301089,5,33,流感;肝炎概念;猴痘概念;合成生物;融资融券
002331.SZ,002331,17,33,数字乡村;智慧政务;智慧城市;安防;数字经济;华为鲲鹏;数字孪生;区块链;ETC;水利;鸿蒙概念;DeepSeek概念;雄安新区;华为昇腾;华为概念;智能物流;航运概念
000419.SZ,000419,7,33,物业管理;旅游概念;参股银行;参股保险;国企改革;互联网金融;股权转让(并购重组)
688728.SH,688728,12,17,国家大基金持股;芯片概念;OLED;消费电子概念;智能穿戴;汽车电子;传感器;安防;智慧城市;人民币贬值受益;融资融券;沪股通
600886.SH,600886,8,17,同花顺中特估100;证金持股;绿色电力;国企改革;央企国企改革;抽水蓄能;沪股通;融资融券
600111.SH,600111,14,17,稀土永磁;小金属概念;2025三季报预增;金属回收;军工;专精特新;氢能源;西部大开发;同花顺漂亮100;国企改革;回购增持再贷款概念;沪股通;融资融券;2025年报预增
688395.SH,688395,6,17,储能;新能源汽车;新型工业化;专精特新;机器人概念;融资融券
301122.SZ,301122,4,33,辅助生殖;医疗器械概念;人民币贬值受益;融资融券
600999.SH,600999,5,17,证金持股;国企改革;央企国企改革;沪股通;融资融券
600864.SH,600864,11,17,期货概念;互联网金融;参股券商;碳中和;黑龙江自贸区;国企改革;创投;参股银行;碳交易;沪股通;融资融券
003043.SZ,003043,13,33,数字经济;专精特新;智能物流;医疗器械概念;智能电网;光刻机;芯片概念;高铁;高端装备;储能;固态电池;深股通;股权转让(并购重组)
000014.SZ,000014,5,33,深圳国企改革;物业管理;国企改革;粤港澳大湾区;股权转让(并购重组)
002626.SZ,002626,11,33,NMN概念;维生素;医药电商;合成生物;医美概念;跨境电商;人民币贬值受益;福建自贸区;海峡两岸;深股通;融资融券
601928.SH,601928,16,17,文化传媒概念;职业教育;手机游戏;国企改革;在线教育;蚂蚁集团概念;网络游戏;DeepSeek概念;AI智能体;算力租赁;虚拟现实;东数西算(算力);数据中心;融资融券;AI应用;沪股通
601606.SH,601606,8,17,兵装重组概念;军民融合;军工;央企国企改革;国企改革;新能源汽车;沪股通;融资融券
603683.SH,603683,12,17,石墨烯;创投;AI手机;新能源汽车;柔性屏(折叠屏);传感器;消费电子概念;机器人概念;锂电池概念;宁德时代概念;固态电池;沪股通
300031.SZ,300031,28,33,元宇宙;百度概念;虚拟数字人;手机游戏;虚拟现实;人工智能;网络游戏;DeepSeek概念;数字经济;华为概念;云游戏;MR(混合现实);数字孪生;机器视觉;车联网(车路协同);工业互联网;新型工业化;机器人概念;IP经济(谷子经济);无人机;传感器;创投;无人驾驶;人民币贬值受益;碳中和;AI应用;深股通;融资融券
000623.SZ,000623,16,33,维生素;参股券商;流感;医药电商;回购增持再贷款概念;三胎概念;幽门螺杆菌概念;创新药;肝炎概念;农业种植;乡村振兴;创投;工业互联网;网红经济;深股通;融资融券
300320.SZ,300320,11,33,光伏建筑一体化;光伏概念;高铁;比亚迪概念;高端装备;新能源汽车;华为汽车;特斯拉概念;大飞机;深股通;融资融券
603279.SH,603279,3,17,污水处理;融资融券;沪股通
603535.SH,603535,14,17,自由贸易港;统一大市场;航运概念;跨境电商;粤港澳大湾区;智能物流;无人驾驶;数字经济;拼多多概念;物联网;抖音概念(字节概念);低空经济;阿里巴巴概念;沪股通
300730.SZ,300730,30,33,电子身份证;数字乡村;智慧政务;数字孪生;网络安全;军工;数据要素;智慧城市;华为鲲鹏;财税数字化;DRG/DIP;信创;数据安全;数字经济;互联网金融;云办公;区块链;百度概念;人工智能;东数西算(算力);物联网;食品安全;数据中心;华为概念;工业互联网;家庭医生;机器视觉;智能医疗;芯片概念;AI应用
688011.SH,688011,6,17,军工信息化;军民融合;军工;黑龙江自贸区;专精特新;融资融券
600749.SH,600749,6,17,冰雪产业;露营经济;旅游概念;IP经济(谷子经济);文化传媒概念;西部大开发
300130.SZ,300130,27,33,数字货币;移动支付;跨境支付(CIPS);电子身份证;蚂蚁集团概念;智慧政务;区块链;人脸识别;AI智能体;鸿蒙概念;多模态AI;数字经济;腾讯概念;AIGC概念;虚拟数字人;DeepSeek概念;AI语料;人工智能;安防;物联网;跨境电商;汽车电子;参股保险;储能;AI应用;深股通;融资融券
601579.SH,601579,4,17,白酒概念;共同富裕示范区;沪股通;融资融券
301051.SZ,301051,6,33,智能穿戴;柔性屏(折叠屏);储能;消费电子概念;深股通;融资融券
920839.BJ,920839,12,151,风电;融资融券;海工装备;机器人概念;新能源汽车;无人驾驶;减速器;军民融合;军工;人形机器人;中俄贸易概念;专精特新
601801.SH,601801,15,17,IP经济(谷子经济);文化传媒概念;DeepSeek概念;独角兽概念;网络游戏;创投;智谱AI;国企改革;ETC;智能物流;证金持股;机器人概念;融资融券;AI应用;沪股通
688772.SH,688772,24,17,同花顺果指数;华为手机;钠离子电池;苹果概念;消费电子概念;固态电池;智能穿戴;小米概念;人形机器人;新能源汽车;飞行汽车(eVTOL);无人机;锂电池概念;储能;机器人概念;家用电器;低空经济;人民币贬值受益;华为概念;粤港澳大湾区;回购增持再贷款概念;DeepSeek概念;融资融券;沪股通
300338.SZ,300338,10,33,ST板块;职业教育;在线教育;虚拟数字人;元宇宙;百度概念;ChatGPT概念;虚拟电厂;储能;钠离子电池
688690.SH,688690,6,17,减肥药;专精特新;食品安全;2025年报预增;融资融券;沪股通
002437.SZ,002437,11,33,仿制药一致性评价;肝炎概念;创新药;医药电商;维生素;民营医院;基因测序;黑龙江自贸区;深股通;融资融券;2025年报预增
301025.SZ,301025,6,33,文化传媒概念;IP经济(谷子经济);知识产权保护;抖音概念(字节概念);华为概念;融资融券
600664.SH,600664,13,17,医药电商;流感;维生素;仿制药一致性评价;肝炎概念;创新药;三胎概念;养老概念;黑龙江自贸区;跨境电商;DeepSeek概念;沪股通;融资融券
002317.SZ,002317,20,33,猴痘概念;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;禽流感;流感;眼科医疗;创新药;辅助生殖;减肥药;医药电商;NMN概念;维生素;医疗器械概念;智能医疗;养老概念;粤港澳大湾区;数字经济;深股通;融资融券
603310.SH,603310,5,17,创投;专精特新;氟化工概念;沪股通;融资融券
688247.SH,688247,8,17,流感;创新药;仿制药一致性评价;CRO概念;上海国企改革;国企改革;沪股通;融资融券
600648.SH,600648,9,17,物业管理;跨境电商;国企改革;创投;上海自贸区;自由贸易港;回购增持再贷款概念;沪股通;融资融券
300975.SZ,300975,29,33,MCU芯片;存储芯片;毫米波雷达;汽车芯片;AI眼镜;芯片概念;无人机;汽车电子;物联网;东数西算(算力);低空经济;消费电子概念;飞行汽车(eVTOL);数据中心;百度概念;抖音概念(字节概念);机器人概念;智能物流;比亚迪概念;创投;液冷服务器;海峡两岸;跨境电商;新能源汽车;一带一路;宁德时代概念;统一大市场;深股通;融资融券
688456.SH,688456,18,17,航空发动机;商业航天;卫星导航;军民融合;军工;3D打印;华为昇腾;机器人概念;芯片概念;PCB概念;数据中心;先进封装;央企国企改革;BC电池;光伏概念;国企改革;金属镍;融资融券
300071.SZ,300071,22,33,Sora概念(文生视频);小红书概念;AI语料;Web3.0;ChatGPT概念;多模态AI;AIGC概念;虚拟数字人;抖音概念(字节概念);元宇宙;文化传媒概念;百度概念;数据要素;腾讯概念;数字经济;人工智能;DeepSeek概念;华为概念;京津冀一体化;比亚迪概念;AI应用;深股通
300368.SZ,300368,16,33,互联网金融;信创;云计算;无人零售;算力租赁;智慧城市;华为概念;京津冀一体化;机器人概念;数据中心;雄安新区;国企改革;风电;股权转让(并购重组);深股通;摘帽
000915.SZ,000915,10,33,医药电商;维生素;流感;三胎概念;污水处理;创新药;消毒剂;国企改革;深股通;融资融券
300254.SZ,300254,11,33,流感;肝炎概念;维生素;医药电商;创新药;仿制药一致性评价;基因测序;三胎概念;医疗器械概念;养老概念;智能医疗
920926.BJ,920926,7,151,鸿蒙概念;融资融券;跨境电商;物联网;智能家居;家用电器;人民币贬值受益
603678.SH,603678,11,17,商业航天;军工;5G;人工智能;小米概念;超级电容;专精特新;海峡两岸;新能源汽车;沪股通;融资融券
301215.SZ,301215,18,33,车联网(车路协同);无人驾驶;人脸识别;智慧城市;低空经济;飞行汽车(eVTOL);央企国企改革;长安汽车概念;小米汽车;国企改革;人工智能;虚拟现实;比亚迪概念;小米概念;充电桩;深股通;中字头股票;融资融券
002709.SZ,002709,15,33,氟化工概念;钠离子电池;有机硅概念;固态电池;动力电池回收;锂电池概念;宁德时代概念;同花顺漂亮100;比亚迪概念;PEEK材料;深股通;特斯拉概念;2025年报预增;回购增持再贷款概念;融资融券
000953.SZ,000953,6,33,海峡两岸;维生素;西部大开发;CRO概念;化肥;股权转让(并购重组)
002275.SZ,002275,6,33,流感;仿制药一致性评价;创新药;西部大开发;深股通;融资融券
600866.SH,600866,6,17,代糖概念;玉米;合成生物;国企改革;沪股通;融资融券
688046.SH,688046,5,17,DeepSeek概念;专精特新;回购增持再贷款概念;沪股通;融资融券
002576.SZ,002576,6,33,新能源汽车;风电;机器人概念;比亚迪概念;专精特新;特高压
603093.SH,603093,4,17,期货概念;数字经济;参股券商;沪股通
601018.SH,601018,7,17,航运概念;同花顺中特估100;证金持股;国企改革;自由贸易港;沪股通;融资融券
603170.SH,603170,2,17,预制菜;沪股通
601811.SH,601811,21,17,文化传媒概念;IP经济(谷子经济);NFT概念;知识产权保护;职业教育;虚拟数字人;体育产业;AIGC概念;国企改革;DeepSeek概念;人工智能;独角兽概念;数字经济;AI应用;数据确权;西部大开发;元宇宙;区块链;百度概念;华为概念;沪股通
603070.SH,603070,7,17,智能电网;共同富裕示范区;储能;数据中心;数字经济;沪股通;融资融券
002261.SZ,002261,30,33,华为昇腾;华为欧拉;国产操作系统;华为盘古;信创;华为鲲鹏;东数西算(算力);移动支付;云计算;智慧政务;算力租赁;鸿蒙概念;蚂蚁集团概念;车联网(车路协同);阿里巴巴概念;在线教育;物联网;华为概念;智慧城市;虚拟数字人;人工智能;DeepSeek概念;机器人概念;工业互联网;手机游戏;托育服务;智能医疗;三胎概念;深股通;融资融券
300085.SZ,300085,21,33,华为鲲鹏;信创;数字货币;百度概念;数据确权;数据要素;语音技术;互联网金融;区块链;人工智能;华为概念;5G;机器人概念;粤港澳大湾区;跨境电商;碳中和;参股券商;深股通;AI应用;股权转让(并购重组);融资融券
002432.SZ,002432,16,33,流感;天津自贸区;养老概念;跨境电商;医疗器械概念;京津冀一体化;血氧仪;智能医疗;创投;回购增持再贷款概念;AI应用;人民币贬值受益;智能穿戴;小米概念;深股通;融资融券
600539.SH,600539,11,17,跨境电商;宠物经济;污水处理;净水概念;海峡两岸;小红书概念;机器视觉;光伏概念;锂电池概念;股权转让(并购重组);AI应用
688707.SH,688707,12,17,钠离子电池;固态电池;动力电池回收;锂电池概念;宁德时代概念;碳中和;低空经济;西部大开发;国企改革;央企国企改革;融资融券;沪股通
000692.SZ,000692,2,33,风电;充电桩
002081.SZ,002081,12,33,光伏建筑一体化;装配式建筑;PPP概念;新型城镇化;一带一路;长三角一体化;智能家居;深股通;融资融券;芯片概念;第三代半导体;人工智能
600718.SH,600718,43,17,数据安全;百度概念;AI智能体;数据要素;AIGC概念;网络安全;智慧政务;云计算;区块链;DeepSeek概念;财税数字化;信创;华为昇腾;DRG/DIP;抖音概念(字节概念);人工智能;数字经济;东数西算(算力);智慧城市;独角兽概念;车联网(车路协同);华为概念;智能医疗;互联网金融;数字货币;工业互联网;中国AI 50;养老概念;食品安全;无人驾驶;5G;机器人概念;医疗器械概念;智能座舱;参股保险;长安汽车概念;汽车电子;比亚迪概念;虚拟电厂;新能源汽车;AI应用;融资融券;沪股通
600016.SH,600016,4,17,高股息精选;跨境支付(CIPS);沪股通;融资融券
300748.SZ,300748,14,33,稀土永磁;2025三季报预增;风电;低空经济;特斯拉概念;人形机器人;比亚迪概念;新能源汽车;机器人概念;回购增持再贷款概念;绿色电力;2025年报预增;融资融券;深股通
920060.BJ,920060,11,151,无人驾驶;毫米波雷达;共封装光学(CPO);充电桩;AI PC;机器人概念;融资融券;消费电子概念;汽车电子;家用电器;PCB概念
002605.SZ,002605,17,33,短剧游戏;小红书概念;手机游戏;抖音概念(字节概念);网络游戏;文化传媒概念;腾讯概念;网红经济;IP经济(谷子经济);独角兽概念;体育产业;创投;细胞免疫治疗;长三角一体化;AIGC概念;AI应用;深股通
600750.SH,600750,10,17,白酒概念;证金持股;医药电商;参股银行;国企改革;央企国企改革;回购增持再贷款概念;数字经济;沪股通;融资融券
002457.SZ,002457,9,33,地下管网;新型城镇化;水利;新疆振兴;参股银行;乡村振兴;风电;西部大开发;京津冀一体化
603383.SH,603383,13,17,华为鲲鹏;互联网金融;鸿蒙概念;信创;区块链;AI智能体;腾讯概念;DeepSeek概念;华为概念;福建自贸区;海峡两岸;融资融券;沪股通
300249.SZ,300249,24,33,液冷服务器;东数西算(算力);数据中心;5G;腾讯概念;阿里巴巴概念;华为概念;百度概念;云计算;物联网;人工智能;区块链;华为数字能源;数字孪生;数字乡村;智慧城市;专精特新;机器人概念;储能;碳中和;回购增持再贷款概念;西部大开发;深股通;融资融券
002282.SZ,002282,6,33,雄安新区;绿色电力;中俄贸易概念;国企改革;一带一路;高铁
000528.SZ,000528,19,33,雅下水电概念;新疆振兴;新型城镇化;中俄贸易概念;国企改革;水利;西部大开发;农机;一带一路;海工装备;回购增持再贷款概念;核电;风电;DeepSeek概念;无人驾驶;深股通;融资融券;高端装备;机器人概念
002730.SZ,002730,15,33,物联网;工业互联网;军工;机器人概念;华为概念;算力租赁;人工智能;东数西算(算力);3D打印;鸿蒙概念;卫星导航;数据中心;电力物联网;新能源汽车;深股通
002893.SZ,002893,3,33,碳中和;碳交易;国企改革
688289.SH,688289,18,17,流感;肝炎概念;基因测序;猴痘概念;宠物经济;创新药;医疗器械概念;智能医疗;创投;人工智能;数字经济;DeepSeek概念;一带一路;AI智能体;阿里巴巴概念;专精特新;沪股通;融资融券
920062.BJ,920062,8,151,融资融券;智能电网;数据中心;参股银行;军工;光伏概念;储能;专精特新
301458.SZ,301458,16,33,英伟达概念;消费电子概念;智能穿戴;富士康概念;小米概念;无人机;传感器;华为概念;机器人概念;新能源汽车;粤港澳大湾区;高压快充;海峡两岸;家用电器;深股通;融资融券
920819.BJ,920819,5,151,人民币贬值受益;染料;融资融券;转基因;草甘膦
000737.SZ,000737,7,33,金属铜;黄金概念;小金属概念;PCB概念;国企改革;融资融券;深股通
300076.SZ,300076,9,33,国企改革;智慧城市;安防;虚拟现实;MicroLED概念;MiniLED;专精特新;智能电网;OLED
688109.SH,688109,19,17,华为昇腾;AIGC概念;AI智能体;AI眼镜;数据要素;数字孪生;智能穿戴;DeepSeek概念;数字经济;人工智能;机器视觉;无人驾驶;机器人概念;水利;雅下水电概念;共同富裕示范区;物业管理;沪股通;融资融券
603768.SH,603768,7,17,一体化压铸;长安汽车概念;新能源汽车;华为汽车;比亚迪概念;锂电池概念;宁德时代概念
003037.SZ,003037,13,33,地下管网;装配式建筑;新型城镇化;水利;水泥概念;海工装备;新疆振兴;一带一路;风电;智能物流;光伏概念;粤港澳大湾区;回购增持再贷款概念
300267.SZ,300267,14,33,流感;维生素;幽门螺杆菌概念;医药电商;仿制药一致性评价;合成生物;智能医疗;消毒剂;人工智能;锂电池概念;医疗器械概念;AI应用;深股通;融资融券
688631.SH,688631,15,17,军工信息化;数据要素;车联网(车路协同);商业航天;智慧城市;DeepSeek概念;低空经济;军工;华为概念;同花顺新质50;PM2.5;央企国企改革;国企改革;沪股通;融资融券
600132.SH,600132,5,17,啤酒概念;西部大开发;粤港澳大湾区;融资融券;沪股通
603976.SH,603976,2,17,医疗器械概念;西部大开发
300002.SZ,300002,34,33,ChatGPT概念;AIGC概念;手机游戏;AI智能体;网络游戏;云计算;信创;数据安全;在线教育;智慧政务;区块链;算力租赁;人工智能;DeepSeek概念;网络安全;人脸识别;东数西算(算力);华为概念;数字经济;职业教育;数字孪生;智慧城市;物联网;数据中心;工业互联网;5G;电力物联网;机器人概念;创投;智能电网;乡村振兴;AI应用;深股通;融资融券
002897.SZ,002897,21,33,共封装光学(CPO);铜缆高速连接;F5G概念;富士康概念;5G;6G概念;新型烟草(电子烟);消费电子概念;华为海思概念股;比亚迪概念;新能源汽车;光伏概念;小米概念;华为汽车;智能穿戴;无人驾驶;华为概念;长安汽车概念;人民币贬值受益;深股通;融资融券
600628.SH,600628,9,17,物业管理;网红经济;IP经济(谷子经济);冰雪产业;医药电商;国企改革;医疗器械概念;证金持股;沪股通
000523.SZ,000523,10,33,广东自贸区;啤酒概念;物业管理;代糖概念;国企改革;创投;粤港澳大湾区;工业互联网;股权转让(并购重组);深股通
605066.SH,605066,16,17,充电桩;智能电网;风电;碳中和;储能;电力物联网;工业互联网;智能家居;机器人概念;数据中心;物联网;人工智能;东数西算(算力);虚拟数字人;AI智能体;AI应用
600905.SH,600905,17,17,同花顺中特估100;国企改革;绿色电力;央企国企改革;碳交易;碳中和;光热发电;抽水蓄能;风电;同花顺漂亮100;回购增持再贷款概念;钒电池;储能;华为概念;钠离子电池;融资融券;沪股通
300818.SZ,300818,7,33,黄金概念;金属铜;高端装备;一带一路;人民币贬值受益;专精特新;宁德时代概念
000026.SZ,000026,6,33,央企国企改革;国企改革;机器人概念;智能穿戴;减速器;深股通
688553.SH,688553,6,17,创新药;重组蛋白;CRO概念;仿制药一致性评价;西部大开发;融资融券
600594.SH,600594,7,17,医药电商;民营医院;流感;医美概念;创新药;西部大开发;融资融券
603357.SH,603357,17,17,新型城镇化;地下管网;雄安新区;国企改革;水利;一带一路;智慧城市;DeepSeek概念;人工智能;低空经济;数据要素;车联网(车路协同);空间计算;云计算;量子科技;沪股通;融资融券
000902.SZ,000902,11,33,磷化工;化肥;大豆;生态农业;氟化工概念;农村电商;乡村振兴;锂电池概念;数字乡村;深股通;融资融券
300355.SZ,300355,12,33,化债概念(AMC概念);新型城镇化;PPP概念;土壤修复;碳中和;碳交易;足球概念;生态农业;一带一路;西部大开发;深股通;融资融券
301516.SZ,301516,19,33,换电概念;充电桩;光伏概念;高压快充;储能;粤港澳大湾区;氢能源;燃料电池;低空经济;核电;新能源汽车;新型工业化;国企改革;两轮车;比亚迪概念;5G;深股通;中字头股票;融资融券
300842.SZ,300842,14,33,BC电池;HJT电池;存储芯片;TOPCON电池;钙钛矿电池;光伏概念;第三代半导体;专精特新;芯片概念;汽车电子;新能源汽车;商业航天;深股通;融资融券
601162.SH,601162,5,17,期货概念;物业管理;国企改革;沪股通;融资融券
000869.SZ,000869,5,33,超级品牌;国企改革;旅游概念;深股通;融资融券
002424.SZ,002424,12,33,仿制药一致性评价;流感;民营医院;ST板块;肝炎概念;创新药;乡村振兴;参股银行;西部大开发;医疗器械概念;智能医疗;腾讯概念
301505.SZ,301505,9,33,空间计算;水利;低空经济;智慧城市;新型城镇化;无人机;车联网(车路协同);污水处理;融资融券
920273.BJ,920273,6,151,海峡两岸;预制菜;融资融券;宠物经济;乡村振兴;专精特新
301277.SZ,301277,8,33,流感;仿制药一致性评价;幽门螺杆菌概念;创新药;合成生物;CRO概念;深股通;融资融券
600088.SH,600088,8,17,文化传媒概念;虚拟数字人;旅游概念;乡村振兴;国企改革;融资融券;沪股通;中字头股票
688448.SH,688448,2,17,污水处理;融资融券
300687.SZ,300687,27,33,多模态AI;华为盘古;ChatGPT概念;财税数字化;华为昇腾;华为欧拉;AIGC概念;AI智能体;华为鲲鹏;ERP概念;信创;鸿蒙概念;DeepSeek概念;人工智能;华为概念;智能医疗;工业互联网;新型工业化;C2M概念;机器人概念;创投;粤港澳大湾区;PCB概念;宁德时代概念;AI应用;融资融券;深股通
603363.SH,603363,6,17,猪肉;预制菜;冷链物流;海峡两岸;沪股通;摘帽
601515.SH,601515,15,17,创投;国企改革;烟草;PVDF概念;比亚迪概念;新型烟草(电子烟);锂电池概念;PET铜箔;宁德时代概念;固态电池;医疗器械概念;钠离子电池;沪股通;融资融券;股权转让(并购重组)
000537.SZ,000537,10,33,新疆振兴;绿色电力;国企改革;央企国企改革;京津冀一体化;光热发电;风电;储能;深股通;融资融券
000544.SZ,000544,10,33,PPP概念;固废处理;污水处理;国企改革;绿色电力;垃圾分类;水利;机器人概念;深股通;融资融券
002426.SZ,002426,17,33,智能穿戴;AI PC;AI眼镜;华为概念;锂电池概念;小米概念;消费电子概念;新型工业化;特斯拉概念;PET铜箔;苹果概念;新能源汽车;一带一路;人民币贬值受益;一体化压铸;深股通;融资融券
301260.SZ,301260,10,33,机器人概念;人形机器人;人工智能;人民币贬值受益;跨境电商;储能;两轮车;锂电池概念;深股通;融资融券
000989.SZ,000989,8,33,医药电商;创新药;细胞免疫治疗;毛发医疗;国企改革;深股通;摘帽;股权转让(并购重组)
300821.SZ,300821,5,33,有机硅概念;硅能源;燃料电池;融资融券;深股通
002322.SZ,002322,16,33,PM2.5;人工智能;数字孪生;土壤修复;电力物联网;数据要素;智能电网;虚拟现实;信创;东数西算(算力);特高压;储能;无人机;核电;AI应用;深股通
300758.SZ,300758,6,33,染料;光刻胶;钙钛矿电池;专精特新;钠离子电池;深股通
002137.SZ,002137,20,33,文化传媒概念;数字经济;智能家居;网红经济;粤港澳大湾区;物联网;区块链;抖音概念(字节概念);华为概念;人民币贬值受益;新能源汽车;5G;汽车电子;智能穿戴;消费电子概念;无线耳机;光伏概念;芯片概念;先进封装;深股通
300983.SZ,300983,2,33,新型城镇化;融资融券
000691.SZ,000691,2,33,ST板块;西部大开发
688166.SH,688166,10,17,重组蛋白;减肥药;细胞免疫治疗;创新药;仿制药一致性评价;流感;合成生物;创投;沪股通;融资融券
600369.SH,600369,6,17,期货概念;国企改革;西部大开发;融资融券;股权转让(并购重组);沪股通
600079.SH,600079,12,22,芬太尼;生物疫苗;创新药;肝炎概念;流感;辅助生殖;民营医院;医疗器械概念;ST板块;国企改革;央企国企改革;人工智能
300591.SZ,300591,9,33,露营经济;网红经济;跨境电商;军民融合;军工;三胎概念;粤港澳大湾区;人工智能;腾讯概念
688793.SH,688793,23,17,脑机接口;医疗器械概念;语音技术;养老概念;电子竞技;智能家居;人工智能;跨境电商;海峡两岸;腾讯概念;专精特新;智能穿戴;粤港澳大湾区;虚拟数字人;DeepSeek概念;家用电器;传感器;中俄贸易概念;新疆振兴;回购增持再贷款概念;一带一路;新能源汽车;融资融券
000520.SZ,000520,3,33,航运概念;统一大市场;一带一路
603722.SH,603722,4,17,丙烯酸;燃料电池;专精特新;人民币贬值受益
301395.SZ,301395,5,33,专精特新;回购增持再贷款概念;新能源汽车;比亚迪概念;融资融券
300294.SZ,300294,8,33,生物疫苗;肝炎概念;仿制药一致性评价;国企改革;央企国企改革;回购增持再贷款概念;深股通;融资融券
