code,股票代码,所属概念,所属概念数量,market_code
600622,600622.SH,物业管理;化债概念(AMC概念);统一大市场;国企改革;小金属概念;核电;融资融券,7.0,17
600736,600736.SH,大飞机;航空发动机;商业航天;建筑节能;卫星导航;军工;低空经济;军民融合;水利;新型城镇化;创投;风电;华为概念;工业母机;地下管网;医疗器械概念;污水处理;虚拟电厂;储能;芯片概念;净水概念;固废处理;特色小镇;华为数字能源;国企改革;乡村振兴;绿色电力;旅游概念;参股银行;冰雪产业;证金持股;沪股通;融资融券,33.0,17
002508,002508.SZ,DeepSeek概念;人工智能;家用电器;深股通;融资融券,5.0,33
600187,600187.SH,PPP概念;污水处理;黑龙江自贸区;独角兽概念;空气能热泵;储能;融资融券;沪股通;股权转让(并购重组),9.0,17
002458,002458.SZ,养鸡;猪肉;乳业;回购增持再贷款概念;深股通;融资融券,6.0,33
603518,603518.SH,露营经济;三胎概念;IP经济(谷子经济);网红经济,4.0,17
688312,688312.SH,PCB概念;苹果概念;芯片概念;5G;专精特新;消费电子概念;传感器;机器视觉;粤港澳大湾区;人工智能;融资融券,11.0,17
688128,688128.SH,储能;比亚迪概念;汽车热管理;特高压;新型工业化;锂电池概念;固态电池;可控核聚变;氢能源;抽水蓄能;回购增持再贷款概念;无人机;无人驾驶;一带一路;央企国企改革;房屋检测;国企改革;沪股通;中字头股票;融资融券,20.0,17
605008,605008.SH,可降解塑料;沪股通,2.0,17
600814,600814.SH,共同富裕示范区;体育产业;IP经济(谷子经济);国企改革;元宇宙;沪股通;MR(混合现实),7.0,17
601108,601108.SH,期货概念;蚂蚁集团概念;区块链;国企改革;共同富裕示范区;沪股通;融资融券,7.0,17
600339,600339.SH,天然气;煤化工概念;同花顺中特估100;新疆振兴;西部大开发;期货概念;国企改革;氢能源;碳中和;地下管网;中俄贸易概念;一带一路;海工装备;可控核聚变;储能;沪股通;中字头股票;融资融券,18.0,17
920522,920522.BJ,锂电池概念;钠离子电池;融资融券;碳纤维;比亚迪概念;宁德时代概念;固态电池;专精特新,8.0,151
002521,002521.SZ,污水处理;可降解塑料;融资融券;深股通,4.0,33
600581,600581.SH,特钢概念;国企改革;西部大开发;一带一路;央企国企改革;新疆振兴;煤炭概念;沪股通;融资融券,9.0,17
601686,601686.SH,高股息精选;天津自贸区;地下管网;雄安新区;雅下水电概念;水利;2025年报预增;沪股通,8.0,17
002529,002529.SZ,ST板块;股权转让(并购重组);HJT电池;新能源汽车;光伏概念;高端装备;宁德时代概念;3D打印,8.0,33
002999,002999.SZ,农业种植;供销社;粮食概念;化肥;乡村振兴;农机;智能物流;数字乡村;数字经济;低空经济;2025年报预增;无人机,12.0,33
920017,920017.BJ,阿尔茨海默概念;辅助生殖;融资融券;流感;创新药;减肥药;仿制药一致性评价;专精特新;CRO概念,9.0,151
300682,300682.SZ,电力物联网;AI应用;蚂蚁集团概念;智能电网;阿里巴巴概念;AI智能体;数据要素;虚拟电厂;区块链;华为鲲鹏;DeepSeek概念;人工智能;数字经济;光伏概念;华为概念;物联网;工业互联网;充电桩;碳中和;车联网(车路协同);绿色电力;新能源汽车;融资融券;深股通,24.0,33
000782,000782.SZ,军工,1.0,33
603456,603456.SH,创新药;CRO概念;仿制药一致性评价;合成生物;智能医疗;人民币贬值受益;人工智能;DeepSeek概念;沪股通;融资融券,10.0,17
601100,601100.SH,高端装备;同花顺出海50;中国AI 50;同花顺漂亮100;沪股通;融资融券,6.0,17
002960,002960.SZ,人形机器人;智能家居;传感器;储能;机器人概念;机器视觉;芯片概念;MCU芯片;数据中心;物联网;安防;氢能源;无人机;新型城镇化;人工智能;跨境电商;智慧城市;核电;阿里巴巴概念;快手概念;融资融券;深股通,22.0,33
300527,300527.SZ,中船系;ST板块;军民融合;军工;机器人概念;核污染防治;国企改革;新型工业化;央企国企改革;人工智能;海工装备;核电;2025年报预增,13.0,33
600400,600400.SH,养老概念;参股银行;互联网金融;独角兽概念;工业互联网;机器人概念;军工;沪股通;融资融券,9.0,17
920837,920837.BJ,燃料电池;氢能源;西部大开发;融资融券;国企改革;农机;专精特新,7.0,151
600488,600488.SH,仿制药一致性评价;创新药;辅助生殖;京津冀一体化;数字经济;沪股通,6.0,17
000055,000055.SZ,装配式建筑;房屋检测;乡村振兴;建筑节能;物业管理;光伏建筑一体化;一带一路;绿色电力;粤港澳大湾区;数字经济;高铁;DeepSeek概念;光伏概念;AI应用;融资融券,15.0,33
300341,300341.SZ,电力物联网;智能电网;智能医疗;数据要素;人工智能;福建自贸区;机器视觉;海峡两岸;医疗器械概念;AI应用;特高压;机器人概念;AI语料;3D打印;芯片概念;国企改革;证金持股;深股通,18.0,33
300146,300146.SZ,三胎概念;医药电商;维生素;跨境电商;智能医疗;回购增持再贷款概念;粤港澳大湾区;深股通;融资融券,9.0,33
300353,300353.SZ,军工信息化;卫星导航;大飞机;军民融合;商业航天;人工智能;AI智能体;军工;网络安全;信创;无人机;智慧城市;DeepSeek概念;国产操作系统;华为概念;物联网;新型工业化;工业互联网;5G;数据中心;机器视觉;车联网(车路协同);华为欧拉;机器人概念;核电;工业母机;高铁;人形机器人;智能电网;芯片概念;汽车芯片;汽车电子;智能物流;风电;虚拟电厂;储能;2025年报预增;雄安新区;绿色电力;深股通;页岩气;股权转让(并购重组);融资融券,43.0,33
600712,600712.SH,免税店;农村电商;乡村振兴;职业教育;国企改革;西部大开发;股权转让(并购重组),7.0,17
000639,000639.SZ,NMN概念;网红经济;体育产业;跨境电商;维生素;阿里巴巴概念;融资融券,7.0,33
600681,600681.SH,天然气;氢能源;京津冀一体化;机器人概念;人形机器人;沪股通;融资融券,7.0,17
600370,600370.SH,沪股通,1.0,17
600369,600369.SH,期货概念;国企改革;西部大开发;融资融券;股权转让(并购重组);沪股通,6.0,17
603995,603995.SH,特钢概念;小金属概念;专精特新;沪股通;融资融券,5.0,17
603042,603042.SH,光纤概念;F5G概念;铜缆高速连接;WiFi 6;5G;数据中心;物联网;华为概念;智慧城市;智能医疗;互联网金融;融资融券,12.0,17
600333,600333.SH,天然气;国企改革;融资融券,3.0,17
002178,002178.SZ,家庭医生;智慧城市;智慧政务;数据要素;安防;人工智能;物联网;鸿蒙概念;AI智能体;养老概念;DeepSeek概念;华为概念;数据中心;智能医疗;碳中和;医疗器械概念;AI应用,17.0,33
002898,002898.SZ,ST板块;医美概念;仿制药一致性评价;医疗器械概念;创新药;幽门螺杆菌概念;横琴新区;肝炎概念;新疆振兴;东数西算(算力);股权转让(并购重组),11.0,33
002293,002293.SZ,网红经济;三胎概念;智能家居;深股通;融资融券,5.0,33
600743,600743.SH,物业管理;证金持股;国企改革;京津冀一体化;智能家居;沪股通;融资融券;股权转让(并购重组),8.0,17
600824,600824.SH,物业管理;养老概念;三胎概念;旅游概念;国企改革;互联网金融;黄金概念,7.0,17
600526,600526.SH,污水处理;PPP概念;碳交易;碳中和;共同富裕示范区;国企改革;PM2.5;机器人概念,8.0,17
600252,600252.SH,仿制药一致性评价;医药电商;幽门螺杆菌概念;肝炎概念;创新药;生物疫苗;参股券商;证金持股;国企改革;医疗器械概念;西部大开发;创投;沪股通;融资融券,14.0,17
001300,001300.SZ,足球概念;跨境电商;人民币贬值受益;体育产业;回购增持再贷款概念,5.0,33
000002,000002.SZ,租售同权;物业管理;超级品牌;同花顺漂亮100;养老概念;装配式建筑;证金持股;冰雪产业;体育产业;冷链物流;智能物流;粤港澳大湾区;空间计算;深股通;融资融券;机器人概念,16.0,33
688818,688818.SH,科创次新股;卫星导航;商业航天;军工;无人机;注册制次新股;机器人概念;光伏概念;钠离子电池;固态电池;锂电池概念;储能;燃料电池;央企国企改革;国企改革;新股与次新股;融资融券,17.0,17
000570,000570.SZ,乡村振兴;参股银行;农机;国企改革;海峡两岸;锂电池概念;华为概念;2025年报预增;固态电池;无人机,10.0,33
002941,002941.SZ,PPP概念;水利;国企改革;新型城镇化;智慧灯杆;一带一路;风电;西部大开发;ETC;新疆振兴;人工智能;2025年报预增;商业航天;卫星导航;土地流转;AI智能体;融资融券;深股通,18.0,33
300441,300441.SZ,空气能热泵;家用电器;燃料电池;光伏概念;高端装备;锂电池概念;深股通,7.0,33
688602,688602.SH,有机硅概念;锂电池概念;固态电池;氟化工概念;超级电容;OLED;光刻胶;CRO概念;减肥药;融资融券,10.0,17
600737,600737.SH,农业种植;新疆振兴;乡村振兴;西部大开发;国企改革;央企国企改革;沪股通;融资融券;中字头股票,9.0,17
003028,003028.SZ,家用电器;智能家居;人形机器人;空气能热泵;机器人概念;汽车热管理;机器视觉;新能源汽车;汽车电子;智能电网;储能;光伏概念;共封装光学(CPO),13.0,33
000069,000069.SZ,物业管理;特色小镇;参股券商;冰雪产业;旅游概念;新型城镇化;国企改革;IP经济(谷子经济);体育产业;NFT概念;央企国企改革;DeepSeek概念;粤港澳大湾区;深股通;融资融券,15.0,33
000548,000548.SZ,物业管理;乡村振兴;国企改革,3.0,33
002390,002390.SZ,民营医院;医药电商;土地流转;养老概念;流感;农业种植;医美概念;肝炎概念;冷链物流;基因测序;乡村振兴;牙科医疗;医疗器械概念;创投;西部大开发;深股通;融资融券,17.0,33
000008,000008.SZ,国企改革;央企国企改革;智慧城市;PPP概念;智能物流;一带一路;职业教育;高铁;锂电池概念;机器人概念;华为概念;腾讯概念;深股通;融资融券,14.0,33
600892,600892.SH,ST板块;文化传媒概念;网络游戏;粤港澳大湾区;短剧游戏;手机游戏;创投;国企改革,8.0,22
601555,601555.SH,期货概念;国企改革;沪股通;融资融券;创投;2025三季报预增,6.0,17
688184,688184.SH,ST板块;钠离子电池;专精特新;锂电池概念;固态电池;宁德时代概念,6.0,22
300311,300311.SZ,人脸识别;ST板块;区块链;数字经济;人工智能;电子身份证;网络安全;工业互联网;智慧政务;粤港澳大湾区;华为鲲鹏;DeepSeek概念;数据安全;车联网(车路协同);创投;数据中心;网络游戏,17.0,33
603989,603989.SH,充电桩;新能源汽车;高压快充;储能;5G;比亚迪概念;液冷服务器;机器人概念;军工;数据中心;固态电池;低空经济;华为概念;新疆振兴;沪股通;融资融券,16.0,17
002617,002617.SZ,第三代半导体;特斯拉概念;人形机器人;新能源汽车;芯片概念;机器人概念;电力物联网;5G;智能家居;绿色电力;跨境电商;深股通;融资融券,13.0,33
600827,600827.SH,免税店;参股券商;IP经济(谷子经济);上海国企改革;国企改革;创投;阿里巴巴概念;华为概念;沪股通;融资融券;AI眼镜,11.0,17
600361,600361.SH,金属回收;金属铜;超导概念;回购增持再贷款概念;一带一路;宁德时代概念;消费电子概念;特高压;苹果概念;比亚迪概念;新能源汽车;无线耳机;华为概念;小米概念;小米汽车;沪股通,16.0,17
603685,603685.SH,风电;PCB概念;绿色电力;长三角一体化;家用电器;虚拟电厂;2025年报预增;东数西算(算力),8.0,17
002033,002033.SZ,冰雪产业;旅游概念;IP经济(谷子经济);西部大开发;深股通;融资融券,6.0,33
603000,603000.SH,AI语料;知识产权保护;AI应用;智谱AI;AIGC概念;数据确权;云办公;文化传媒概念;AI智能体;数据安全;百度概念;数据要素;国资云;鸿蒙概念;区块链;网络安全;蚂蚁集团概念;算力租赁;DeepSeek概念;人工智能;东数西算(算力);独角兽概念;华为概念;体育产业;京津冀一体化;数据中心;创投;国企改革;证金持股;沪股通;融资融券,31.0,17
002893,002893.SZ,碳交易;碳中和;建筑节能;国企改革;京津冀一体化,5.0,33
600360,600360.SH,新能源汽车;充电桩;第三代半导体;ST板块;汽车电子;芯片概念;小米概念;先进封装;军工;汽车芯片;华为概念;国企改革;股权转让(并购重组),13.0,22
688238,688238.SH,细胞免疫治疗;基因测序;CRO概念;智能医疗;重组蛋白;人工智能;上海自贸区;专精特新;融资融券,9.0,17
920656,920656.BJ,融资融券;宠物经济,2.0,151
600396,600396.SH,碳交易;碳中和;绿色电力;超超临界发电;国企改革;风电;氢能源;央企国企改革;海工装备,9.0,17
601099,601099.SH,互联网金融;西部大开发;沪股通;融资融券,4.0,17
003040,003040.SZ,数字货币;移动支付;跨境支付(CIPS);电子身份证;ETC;互联网金融;国产操作系统;区块链;数字经济;智慧政务;信创;鸿蒙概念;数据安全;物联网;量子科技;AI智能体;DeepSeek概念;人工智能;华为概念;5G;消费电子概念;AI应用;融资融券;深股通,24.0,33
688710,688710.SH,CRO概念;细胞免疫治疗;创新药;智能医疗;央企国企改革;国企改革;沪股通;融资融券,8.0,17
920108,920108.BJ,机器人概念;一带一路;小米概念;家用电器;融资融券,5.0,151
002376,002376.SZ,无人零售;智能物流;物联网;机器人概念;新型工业化;数字货币;机器视觉;传感器;人工智能;换电概念;冷链物流;智慧政务;信创;虚拟数字人;锂电池概念;芯片概念;PCB概念;深股通;融资融券,19.0,33
601828,601828.SH,国企改革;DeepSeek概念;腾讯概念;抖音概念(字节概念);阿里巴巴概念;沪股通;融资融券,7.0,17
600320,600320.SH,海工装备;核电;高端装备;风电;央企国企改革;一带一路;国企改革;机器人概念;海峡两岸;自由贸易港;融资融券;沪股通,12.0,17
603126,603126.SH,光热发电;光伏建筑一体化;生物质能发电;绿色电力;固废处理;雄安新区;建筑节能;碳交易;储能;碳中和;一带一路;京津冀一体化;国企改革;工业互联网;央企国企改革;2025年报预增;中字头股票;融资融券,18.0,17
003012,003012.SZ,回购增持再贷款概念;智能家居;石墨烯;粤港澳大湾区;虚拟数字人;深股通,6.0,33
002860,002860.SZ,TOPCON电池;HJT电池;光伏建筑一体化;光伏概念;储能;垃圾分类;新能源汽车;比亚迪概念;家用电器;共同富裕示范区;无人机;军民融合;传感器;ETC;5G;融资融券,16.0,33
600062,600062.SH,青蒿素;仿制药一致性评价;合成生物;创新药;NMN概念;减肥药;国企改革;智能医疗;DeepSeek概念;央企国企改革;沪股通;融资融券,12.0,17
601995,601995.SH,期货概念;同花顺中特估100;国企改革;2025年报预增;中字头股票;融资融券;沪股通,7.0,17
603043,603043.SH,超级品牌;预制菜;网红经济;农村电商;乡村振兴;国企改革;创投;粤港澳大湾区;融资融券;沪股通,10.0,17
002063,002063.SZ,华为鲲鹏;华为昇腾;数据要素;区块链;阿里巴巴概念;信创;云计算;DeepSeek概念;ERP概念;AI智能体;腾讯概念;财税数字化;百度概念;国资云;鸿蒙概念;数字经济;人工智能;互联网金融;多模态AI;智谱AI;数字货币;华为概念;AIGC概念;虚拟数字人;虚拟电厂;碳交易;元宇宙;安防;智能电网;横琴新区;创投;机器人概念;粤港澳大湾区;充电桩;军工;碳中和;军工信息化;储能;军民融合;光伏概念;国企改革;央企国企改革;AI应用;深股通;融资融券,45.0,33
603187,603187.SH,冷链物流;无人零售;沪股通,3.0,17
601005,601005.SH,特钢概念;央企国企改革;国企改革;西部大开发;风电;海工装备;核电;军工;新能源汽车;沪股通;融资融券,11.0,17
002352,002352.SZ,超级品牌;统一大市场;冷链物流;跨境电商;同花顺漂亮100;智能物流;区块链;数据要素;人工智能;深股通;机器人概念;低空经济;无人驾驶;无人机;融资融券,15.0,33
002562,002562.SZ,PEEK材料;丙烯酸;2025年报预增;2025三季报预增;长三角一体化;NMN概念;人民币贬值受益;合成生物;中俄贸易概念;仿制药一致性评价;维生素;小金属概念;深股通,13.0,33
000011,000011.SZ,物业管理;深圳国企改革;新型城镇化;化债概念(AMC概念);国企改革;一带一路;粤港澳大湾区;深股通,8.0,33
301301,301301.SZ,维生素;合成生物;肝炎概念;农业种植;智能医疗;粮食概念;新疆振兴;土地流转;玉米;乡村振兴;西部大开发;人工智能;深股通;融资融券,14.0,33
600675,600675.SH,物业管理;土地流转;预制菜;上海国企改革;乡村振兴;国企改革;沪股通;融资融券,8.0,17
603999,603999.SH,文化传媒概念;知识产权保护;IP经济(谷子经济);NFT概念;在线教育;腾讯概念;数据要素;参股保险;农村电商;参股券商;国企改革;西部大开发,12.0,17
002181,002181.SZ,短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;IP经济(谷子经济);网红经济;智慧政务;职业教育;足球概念;数字经济;互联网金融;旅游概念;人工智能;独角兽概念;体育产业;创投;广东自贸区;AI应用;粤港澳大湾区;参股券商;国企改革;融资融券;深股通,23.0,33
000753,000753.SZ,海峡两岸;垃圾分类;新型城镇化;低空经济;智慧城市;乡村振兴;创投;PPP概念;光伏概念;装配式建筑;水利;充电桩;新能源汽车;污水处理;数字经济;地下管网;跨境电商;海工装备;绿色电力;国企改革;智慧政务;风电;DeepSeek概念;深股通,24.0,33
002116,002116.SZ,装配式建筑;新型城镇化;乡村振兴;土壤修复;雄安新区;污水处理;固废处理;建筑节能;啤酒概念;垃圾分类;参股券商;国企改革;特色小镇;光伏建筑一体化;一带一路;央企国企改革;智能物流;机器人概念;DeepSeek概念;人工智能;动力电池回收;数据要素;固态电池;深股通;中字头股票,25.0,33
605208,605208.SH,一体化压铸;减速器;新能源汽车;人形机器人;长安汽车概念;汽车热管理;比亚迪概念;金属回收;机器人概念;一带一路;2025年报预增;融资融券,12.0,17
600235,600235.SH,共同富裕示范区;烟草;长三角一体化;国企改革;创投;回购增持再贷款概念,6.0,17
600853,600853.SH,黑龙江自贸区;冰雪产业;水利;创投;体育产业;新型城镇化;地下管网;旅游概念;PPP概念;农村电商;智慧城市;乡村振兴;国企改革;一带一路;雅下水电概念;生态农业;商业航天,17.0,17
000959,000959.SZ,特钢概念;国企改革;雄安新区;创投;京津冀一体化;2025年报预增;特斯拉概念;新能源汽车;机器人概念;DeepSeek概念;人形机器人;深股通;融资融券,13.0,33
600906,600906.SH,期货概念;国企改革;雄安新区;京津冀一体化;百度概念;融资融券;沪股通,7.0,17
000897,000897.SZ,天津自贸区;雄安新区;国企改革;京津冀一体化,4.0,33
000718,000718.SZ,民营医院;医美概念;文化传媒概念;牙科医疗;深股通;融资融券,6.0,33
002122,002122.SZ,ST板块;新型工业化;长安汽车概念;创投;人形机器人;工业母机;风电;人工智能;高端装备;网络安全;DeepSeek概念;东数西算(算力);蚂蚁集团概念;数据要素;文化传媒概念;数据中心;抖音概念(字节概念);智谱AI;拼多多概念;小红书概念,20.0,33
002690,002690.SZ,机器人概念;机器视觉;农机;工业互联网;医疗器械概念;牙科医疗;人工智能;智能医疗;食品安全;鸿蒙概念;深股通;融资融券,12.0,33
300464,300464.SZ,跨境电商;露营经济;家用电器;人民币贬值受益;消费电子概念;无线耳机,6.0,33
600751,600751.SH,天津自贸区;京津冀一体化;航运概念;人民币贬值受益;融资融券;沪股通,6.0,17
301359,301359.SZ,共同富裕示范区;家用电器;中俄贸易概念;新能源汽车;专精特新;比亚迪概念;汽车电子;融资融券,8.0,33
000656,000656.SZ,物业管理;三胎概念;托育服务;ST板块;西部大开发;股权转让(并购重组),6.0,33
600480,600480.SH,人形机器人;汽车热管理;华为汽车;长安汽车概念;飞行汽车(eVTOL);小米汽车;特斯拉概念;传感器;新能源汽车;比亚迪概念;小米概念;低空经济;无人驾驶;水利;储能;宁德时代概念;核电;京津冀一体化;回购增持再贷款概念;雄安新区;地下管网;液冷服务器;锂电池概念;国企改革;央企国企改革;沪股通;融资融券,27.0,17
600136,600136.SH,物业管理;ST板块;文化传媒概念;国企改革,4.0,22
600881,600881.SH,物业管理;参股银行;参股券商;医药电商;水泥概念;体育产业;国企改革;生物疫苗;禽流感;创新药;医疗器械概念;煤炭概念;沪股通;融资融券;股权转让(并购重组),15.0,17
600735,600735.SH,ST板块;石墨烯;机器人概念;中俄贸易概念;人民币贬值受益;三胎概念;养老概念;跨境电商;中韩自贸区;旅游概念,10.0,22
688571,688571.SH,国企改革;专精特新;光刻胶;稀土永磁;PCB概念;融资融券,6.0,17
920438,920438.BJ,商业航天;无人驾驶;6G概念;融资融券;芯片概念;消费电子概念;海工装备;比亚迪概念;核电;核污染防治;先进封装;军工;专精特新,13.0,151
002044,002044.SZ,家庭医生;AI应用;AIGC概念;AI智能体;数据要素;阿里巴巴概念;智能医疗;区块链;DeepSeek概念;中国AI 50;人工智能;养老概念;牙科医疗;阿尔茨海默概念;基因测序;华为概念;智能穿戴;2025三季报预增;深股通;融资融券,20.0,33
300234,300234.SZ,碳中和;碳交易;燃料电池;氢能源;专精特新,5.0,33
688366,688366.SH,眼科医疗;医美概念;沪股通;融资融券,4.0,17
300545,300545.SZ,MicroLED概念;MiniLED;柔性屏(折叠屏);OLED;先进封装;华为手机;AI眼镜;MR(混合现实);消费电子概念;钙钛矿电池;智能穿戴;苹果概念;富士康概念;芯片概念;汽车电子;智能座舱;5G;光伏概念;固态电池;锂电池概念;虚拟现实;华为概念;专精特新;机器人概念;新型工业化;华为汽车;钠离子电池;深股通,28.0,33
002584,002584.SZ,光刻胶;消毒剂;创投;碳中和;粤港澳大湾区;食品安全;核电;核污染防治;重组蛋白;专精特新;辅助生殖;光伏概念;锂电池概念;磷化工;PCB概念;深股通,16.0,33
000727,000727.SZ,MicroLED概念;电子纸;MiniLED;虚拟现实;智能穿戴;电子竞技;消费电子概念;云游戏;智能家居;汽车电子;小米概念;智慧城市;华为概念;海峡两岸;无线耳机;在线教育;数字经济;阿里巴巴概念;信创;腾讯概念;数字孪生;AIGC概念;云办公;家用电器;富士康概念;智能医疗;PCB概念;人民币贬值受益;充电桩;跨境电商;一带一路;中俄贸易概念;国企改革;央企国企改革;深股通,35.0,33
600778,600778.SH,免税店;跨境电商;新疆振兴;西部大开发;一带一路;2025年报预增,6.0,17
600503,600503.SH,参股银行;创新药;机器人概念;石墨烯;融资融券,5.0,17
002227,002227.SZ,钒电池;虚拟电厂;换电概念;智能电网;高压快充;人工智能;储能;充电桩;粤港澳大湾区;风电;阿里巴巴概念;数据中心;比亚迪概念;核电;柔性直流输电;特高压,16.0,33
600515,600515.SH,海南自贸区;免税店;自由贸易港;物业管理;土地流转;跨境电商;国企改革;融资融券;低空经济;沪股通,10.0,17
000686,000686.SZ,期货概念;证金持股;深股通;融资融券;2025年报预增,5.0,33
600859,600859.SH,免税店;冰雪产业;物业管理;IP经济(谷子经济);跨境电商;京津冀一体化;国企改革;抖音概念(字节概念);沪股通;融资融券,10.0,17
300181,300181.SZ,创新药;医药电商;细胞免疫治疗;共同富裕示范区;独角兽概念;融资融券;深股通,7.0,33
000650,000650.SZ,医药电商;流感;脑机接口;肝炎概念;生物疫苗;眼科医疗;养老概念;医疗器械概念;三胎概念;仿制药一致性评价;创新药;消毒剂;区块链;智能穿戴;AI眼镜;深股通;融资融券,17.0,33
000929,000929.SZ,ST板块;污水处理;西部大开发;啤酒概念;股权转让(并购重组),5.0,33
002917,002917.SZ,空气能热泵;一带一路;雅下水电概念;粤港澳大湾区;机器人概念;新型工业化;工业互联网;机器视觉;新疆振兴;人工智能;军工;芯片概念;民爆概念;军民融合;虚拟现实,15.0,33
601921,601921.SH,文化传媒概念;NFT概念;网络游戏;短剧游戏;在线教育;国资云;阿里巴巴概念;数据要素;人工智能;AI应用;共同富裕示范区;国企改革;沪股通,13.0,17
605336,605336.SH,家用电器;智能家居;DeepSeek概念,3.0,17
601162,601162.SH,期货概念;物业管理;国企改革;沪股通;融资融券,5.0,17
603056,603056.SH,统一大市场;智能物流;长三角一体化;机器人概念;回购增持再贷款概念;跨境电商;华为概念;冷链物流;军民融合;沪股通;融资融券,11.0,17
603606,603606.SH,柔性直流输电;风电;海工装备;高端装备;工业互联网;参股券商;沪股通;融资融券,8.0,17
300503,300503.SZ,减速器;商业航天;人形机器人;工业母机;新型工业化;高端装备;机器人概念;传感器;比亚迪概念;富士康概念;新能源汽车;芯片概念;专精特新;燃料电池;人工智能;光伏概念;海峡两岸;粤港澳大湾区;PCB概念;氢能源;2025年报预增;深股通,22.0,33
603284,603284.SH,注册制次新股;专精特新;乡村振兴;参股银行;新股与次新股;融资融券,6.0,17
301391,301391.SZ,芯片概念;东数西算(算力);MicroLED概念;机器视觉;虚拟现实;AI应用;人工智能;元宇宙;深股通;融资融券,10.0,33
301076,301076.SZ,PEEK材料;专精特新;深股通;融资融券,4.0,33
301057,301057.SZ,一带一路;跨境电商;宠物经济;专精特新;融资融券,5.0,33
001279,001279.SZ,专精特新;固态电池;深股通;融资融券,4.0,33
002906,002906.SZ,智能座舱;小米汽车;华为汽车;无人驾驶;长安汽车概念;一体化压铸;飞行汽车(eVTOL);比亚迪概念;车联网(车路协同);机器人概念;特斯拉概念;星闪概念;新能源汽车;小米概念;宁德时代概念;汽车电子;无线充电;汽车热管理;创投;低空经济;毫米波雷达;粤港澳大湾区;华为概念;横琴新区;一带一路;DeepSeek概念;百度概念;卫星导航;共封装光学(CPO);深股通;融资融券,31.0,33
920971,920971.BJ,存储芯片;先进封装;商业航天;锂电池概念;融资融券;芯片概念;光伏概念;专精特新,8.0,151
002937,002937.SZ,液冷服务器;PEEK材料;5G;宁德时代概念;毫米波雷达;汽车电子;消费电子概念;新能源汽车;特斯拉概念;工业互联网;无人驾驶;虚拟现实;一带一路;人民币贬值受益;智能家居;深股通;融资融券,17.0,33
301584,301584.SZ,流感;医疗器械概念;智能医疗;注册制次新股;国企改革;机器人概念;深股通;新股与次新股;融资融券,9.0,33
003011,003011.SZ,共同富裕示范区;长三角一体化;人民币贬值受益;回购增持再贷款概念;2025年报预增,5.0,33
603589,603589.SH,白酒概念;沪股通;融资融券,3.0,17
002545,002545.SZ,化肥;2025年报预增;2025三季报预增;一带一路;风电;特高压;深股通;智能电网;融资融券,9.0,33
300662,300662.SZ,财税数字化;AI智能体;数据要素;DeepSeek概念;人工智能;职业教育;华为概念;京津冀一体化;AI应用;雄安新区;深股通,11.0,33
300457,300457.SZ,固态电池;宁德时代概念;OLED;锂电池概念;比亚迪概念;新型烟草(电子烟);机器视觉;储能;粤港澳大湾区;人民币贬值受益;上海国企改革;氢能源;国企改革;深股通;融资融券,15.0,33
688678,688678.SH,人形机器人;特斯拉概念;消费电子概念;比亚迪概念;富士康概念;苹果概念;机器人概念;新能源汽车;TOPCON电池;光伏概念;海峡两岸;医疗器械概念;沪股通;融资融券,14.0,17
301632,301632.SZ,粤港澳大湾区;光伏概念;建筑节能;垃圾分类;机器人概念;物联网;光伏建筑一体化;智慧城市;水利;智能物流;车联网(车路协同);低空经济;国企改革;5G;DeepSeek概念;碳中和;人工智能;注册制次新股;房屋检测;碳交易;AI智能体;AIGC概念;文化传媒概念;深股通;新股与次新股;融资融券,26.0,33
603607,603607.SH,烟草;小米概念;知识产权保护;专精特新;消费电子概念;IP经济(谷子经济),6.0,17
002901,002901.SZ,医疗器械概念;牙科医疗;2025年报预增;福建自贸区;海峡两岸;机器人概念;深股通;融资融券,8.0,33
688112,688112.SH,芯片概念;苹果概念;专精特新;英伟达概念;华为概念;粤港澳大湾区;人民币贬值受益;沪股通;融资融券,9.0,17
301590,301590.SZ,高压快充;小米概念;新能源汽车;注册制次新股;储能;换电概念;充电桩;粤港澳大湾区;深股通;新股与次新股;融资融券,11.0,33
300354,300354.SZ,人形机器人;卫星导航;商业航天;传感器;军民融合;新型工业化;军工;机器人概念;大飞机;航空发动机;物联网;专精特新;华为概念;工业互联网;人工智能;数字孪生;数据要素;DeepSeek概念;核电;水利;固态电池;超级电容;风电;氢能源;雅下水电概念;天然气;深股通,27.0,33
002984,002984.SZ,新能源汽车;机器人概念;人民币贬值受益;飞行汽车(eVTOL);工业互联网;无人机;一带一路;低空经济;大飞机;融资融券;深股通,11.0,33
688299,688299.SH,专精特新;比亚迪概念;华为概念;固态电池;锂电池概念;MiniLED;储能;DeepSeek概念;POE胶膜;沪股通;融资融券,11.0,17
688599,688599.SH,钙钛矿电池;BC电池;TOPCON电池;HJT电池;商业航天;光伏概念;光伏建筑一体化;储能;锂电池概念;虚拟电厂;华为概念;氢能源;DeepSeek概念;机器人概念;东数西算(算力);一带一路;同花顺漂亮100;绿色电力;智能家居;沪股通;融资融券,21.0,17
601336,601336.SH,互联网保险;证金持股;沪股通;融资融券;蚂蚁集团概念,5.0,17
