股票代码,code,market_code,所属概念数量,所属概念
002836.SZ,002836,33,1,烟草
301616.SZ,301616,33,6,机器人概念;高端装备;专精特新;参股银行;可降解塑料;融资融券
002775.SZ,002775,33,15,旅游概念;新型城镇化;雄安新区;创投;土壤修复;PPP概念;乡村振兴;国企改革;一带一路;粤港澳大湾区;雅下水电概念;绿色电力;充电桩;储能;虚拟电厂
603409.SH,603409,17,5,专精特新;华为汽车;比亚迪概念;新能源汽车;融资融券
300505.SZ,300505,33,9,磷化工;化肥;西部大开发;固废处理;宠物经济;一带一路;人民币贬值受益;深股通;融资融券
000663.SZ,000663,33,9,乡村振兴;土地流转;国企改革;碳中和;天然气;海峡两岸;央企国企改革;碳交易;绿色电力
603036.SH,603036,17,2,天然气;俄乌冲突概念
001393.SZ,001393,33,13,专精特新;光伏概念;注册制次新股;储能;比亚迪概念;数据中心(AIDC);新能源汽车;风电;东数西算(算力);绿色电力;深股通;新股与次新股;融资融券
301383.SZ,301383,33,20,智能音箱;无线耳机;语音技术;MR(混合现实);智能穿戴;物联网;虚拟现实;AI眼镜;抖音概念(字节概念);消费电子概念;专精特新;百度概念;人民币贬值受益;跨境电商;电子竞技;智能医疗;医疗器械概念;一带一路;深股通;融资融券
688396.SH,688396,17,25,国家大基金持股;第三代半导体;汽车芯片;MCU芯片;存储芯片;先进封装;共封装光学(CPO);芯片概念;消费电子概念;汽车电子;数据中心(AIDC);小米概念;传感器;智能电网;充电桩;比亚迪概念;储能;宁德时代概念;新能源汽车;机器人概念;工业互联网;央企国企改革;国企改革;沪股通;融资融券
605286.SH,605286,17,9,虚拟电厂;东数西算(算力);人工智能;风电;储能;绿色电力;氢能源;新型城镇化;沪股通
300971.SZ,300971,33,14,专精特新;中俄贸易概念;新型工业化;高端装备;新能源汽车;军工;机器视觉;军民融合;人工智能;军工信息化;海工装备;商业航天;工业母机;融资融券
300224.SZ,300224,33,12,稀土永磁;低空经济;新能源汽车;机器人概念;人形机器人;小金属概念;消费电子概念;家用电器;高压快充;绿色电力;深股通;融资融券
300582.SZ,300582,33,8,智慧灯杆;传感器;专精特新;换电概念;新能源汽车;人民币贬值受益;充电桩;储能
002762.SZ,002762,33,10,三胎概念;家用电器;消毒剂;毛发医疗;网红经济;医美概念;托育服务;IP经济(谷子经济);摘帽;股权转让(并购重组)
001308.SZ,001308,33,23,跨境电商;同花顺出海50;智能医疗;人民币贬值受益;在线教育;智能家居;AI应用;虚拟现实;抖音概念(字节概念);MiniLED;一带一路;人工智能;汽车电子;小米概念;智能穿戴;鸿蒙概念;消费电子概念;空间计算;AI眼镜;专精特新;OLED;电子竞技;深股通
300597.SZ,300597,33,15,智慧政务;网络安全;车联网(车路协同);AI应用;军工信息化;DeepSeek概念;新型城镇化;创投;无人机;养老概念;军工;东数西算(算力);一带一路;数据中心(AIDC);5G
002725.SZ,002725,33,10,5G;芯片概念;新能源汽车;碳纤维;人民币贬值受益;燃料电池;中俄贸易概念;一带一路;共同富裕示范区;股权转让(并购重组)
300019.SZ,300019,33,26,有机硅概念;硅能源;锂电池概念;MicroLED概念;光伏概念;比亚迪概念;小米概念;新能源汽车;长安汽车概念;无人机;固态电池;军工;宁德时代概念;芯片概念;高铁;商业航天;核电;5G;可控核聚变;装配式建筑;西部大开发;水利;雄安新区;特高压;深股通;融资融券
605336.SH,605336,22,4,智能家居;DeepSeek概念;家用电器;ST板块
600611.SH,600611,17,15,网约车;百度概念;云计算;算力租赁;互联网金融;无人驾驶;低空经济;东数西算(算力);旅游概念;数据中心(AIDC);创投;参股券商;物业管理;沪股通;融资融券
000856.SZ,000856,33,7,建筑节能;水泥概念;京津冀一体化;机器人概念;高端装备;国企改革;智能电网
002899.SZ,002899,33,9,足球概念;体育产业;冰雪产业;跨境电商;鸿蒙概念;养老概念;人民币贬值受益;华为概念;AI眼镜
300152.SZ,300152,33,12,土壤修复;PPP概念;雄安新区;ST板块;净水概念;创投;碳中和;污水处理;PM2.5;燃料电池;氢能源;生物质能发电
301515.SZ,301515,33,6,智能医疗;专精特新;医疗器械概念;西部大开发;脑机接口;融资融券
002949.SZ,002949,33,9,装配式建筑;文化传媒概念;新型城镇化;数字经济;人工智能;一带一路;百度概念;粤港澳大湾区;低空经济
300102.SZ,300102,33,18,卫星导航;商业航天;军工;福建自贸区;海峡两岸;光伏概念;汽车电子;消费电子概念;芯片概念;智能家居;人脸识别;家用电器;第三代半导体;共封装光学(CPO);MicroLED概念;MiniLED;深股通;融资融券
000656.SZ,000656,33,8,托育服务;三胎概念;物业管理;西部大开发;新型城镇化;电子竞技;摘帽;股权转让(并购重组)
301077.SZ,301077,33,11,AI智能体;AI应用;跨境电商;人工智能;东数西算(算力);量子科技;储能;专精特新;英伟达概念;深股通;融资融券
920679.BJ,920679,151,2,融资融券;人民币贬值受益
002486.SZ,002486,33,4,露营经济;体育产业;医疗器械概念;人民币贬值受益
002396.SZ,002396,33,32,WiFi 6;F5G概念;共封装光学(CPO);5G;数据中心(AIDC);网络安全;物联网;华为概念;信创;车联网(车路协同);机器人概念;智能家居;阿里巴巴概念;抖音概念(字节概念);腾讯概念;海峡两岸;脑机接口;数字货币;移动支付;鸿蒙概念;人工智能;福建自贸区;DeepSeek概念;AIGC概念;AI应用;在线教育;互联网金融;文化传媒概念;国企改革;深股通;融资融券;证金持股
002126.SZ,002126,33,23,液冷服务器;小米汽车;汽车热管理;华为汽车;人形机器人;特斯拉概念;数据中心(AIDC);小米概念;长安汽车概念;比亚迪概念;新能源汽车;东数西算(算力);机器人概念;宁德时代概念;低空经济;充电桩;工业互联网;储能;燃料电池;创投;氢能源;深股通;融资融券
603789.SH,603789,22,11,生态农业;乡村振兴;共同富裕示范区;新疆振兴;数据要素;ST板块;农机;无人机;机器人概念;无人驾驶;股权转让(并购重组)
300340.SZ,300340,33,16,钠离子电池;锂电池概念;固态电池;宁德时代概念;燃料电池;氢能源;小金属概念;高端装备;比亚迪概念;稀土永磁;碳中和;粤港澳大湾区;新能源汽车;钙钛矿电池;国企改革;MicroLED概念
920932.BJ,920932,151,27,AI应用;知识产权保护;数字经济;新型工业化;碳中和;机器人概念;融资融券;机器视觉;智慧政务;钠离子电池;智慧城市;无人驾驶;物联网;ERP概念;换电概念;工业互联网;储能;华为盘古;人形机器人;人工智能;华为鲲鹏;充电桩;专精特新;华为概念;DeepSeek概念;信创;5G
600732.SH,600732,17,7,TOPCON电池;BC电池;光伏建筑一体化;光伏概念;风电;沪股通;融资融券
688607.SH,688607,17,6,传感器;智能医疗;人工智能;AI应用;宠物经济;融资融券
002129.SZ,002129,33,13,BC电池;硅能源;HJT电池;TOPCON电池;中芯国际概念;光伏概念;芯片概念;绿色电力;商业航天;同花顺漂亮100;一带一路;深股通;融资融券
003027.SZ,003027,33,3,钠离子电池;碳中和;储能
001202.SZ,001202,33,5,一带一路;统一大市场;粤港澳大湾区;新疆振兴;航运概念
920946.BJ,920946,151,4,锂电池概念;专精特新;融资融券;国企改革
001368.SZ,001368,33,17,露营经济;冰雪产业;三胎概念;体育产业;足球概念;中俄贸易概念;宠物经济;一带一路;医疗器械概念;福建自贸区;人工智能;人民币贬值受益;海峡两岸;高股息精选;多模态AI;3D打印;新型烟草(电子烟)
601698.SH,601698,17,12,商业航天;军工;低空经济;6G概念;同花顺新质50;央企国企改革;一带一路;国企改革;中字头股票;同花顺中特估100;沪股通;融资融券
603344.SH,603344,17,9,汽车热管理;家用电器;机器人概念;小米概念;新能源汽车;比亚迪概念;锂电池概念;沪股通;融资融券
688377.SH,688377,17,8,页岩气;天然气;海工装备;高端装备;人民币贬值受益;专精特新;沪股通;融资融券
301512.SZ,301512,33,15,新型工业化;机器视觉;空间计算;苹果概念;虚拟现实;智能穿戴;富士康概念;机器人概念;高端装备;消费电子概念;人工智能;PCB概念;数字经济;锂电池概念;融资融券
300568.SZ,300568,33,13,钠离子电池;固态电池;锂电池概念;宁德时代概念;氢能源;储能;比亚迪概念;新能源汽车;机器人概念;DeepSeek概念;芯片概念;融资融券;深股通
600493.SH,600493,17,3,创投;海峡两岸;人民币贬值受益
920124.BJ,920124,151,6,减速器;人形机器人;粤港澳大湾区;新能源汽车;新股与次新股;融资融券
600497.SH,600497,17,13,金属锌;金属铅;黄金概念;小金属概念;金属回收;光纤概念;军工;央企国企改革;西部大开发;国企改革;沪股通;融资融券;2026中报预增
920547.BJ,920547,151,3,专精特新;合成生物;融资融券
002012.SZ,002012,33,7,储能;烟草;数据要素;碳中和;数字经济;共同富裕示范区;互联网金融
603938.SH,603938,17,11,光纤概念;存储芯片;芯片概念;有机硅概念;硅能源;光伏概念;海峡两岸;京津冀一体化;2026中报预增;沪股通;融资融券
688155.SH,688155,17,16,专精特新;锂电池概念;宁德时代概念;高端装备;固态电池;新型工业化;机器人概念;新能源汽车;人工智能;燃料电池;一带一路;DeepSeek概念;数据要素;储能;沪股通;融资融券
002918.SZ,002918,33,3,智能家居;创投;深股通
600615.SH,600615,17,10,农机;智能家居;西部大开发;长安汽车概念;机器人概念;比亚迪概念;新能源汽车;华为汽车;光伏概念;股权转让(并购重组)
301552.SZ,301552,33,13,军民融合;军工;血氧仪;低空经济;专精特新;比亚迪概念;新能源汽车;小米汽车;特斯拉概念;医疗器械概念;华为概念;小米概念;融资融券
300953.SZ,300953,33,15,人形机器人;小米汽车;比亚迪概念;小米概念;新能源汽车;机器人概念;宁德时代概念;飞行汽车(eVTOL);低空经济;锂电池概念;储能;2026一季报预增;一带一路;深股通;融资融券
920806.BJ,920806,151,13,车联网(车路协同);低空经济;融资融券;机器人概念;国企改革;京津冀一体化;毫米波雷达;ETC;智慧城市;数据要素;新型城镇化;百度概念;机器视觉
688620.SH,688620,17,16,芯片概念;智能穿戴;消费电子概念;AI眼镜;专精特新;小米概念;无线耳机;物联网;人脸识别;智能家居;东数西算(算力);人民币贬值受益;人工智能;阿里巴巴概念;DeepSeek概念;融资融券
300421.SZ,300421,33,11,减速器;人形机器人;工业母机;机器人概念;高端装备;新能源汽车;卫星导航;高铁;海工装备;风电;深股通
600802.SH,600802,17,8,水泥概念;福建自贸区;国企改革;参股银行;海峡两岸;参股券商;核电;融资融券
603439.SH,603439,17,9,流感;医药电商;三胎概念;阿尔茨海默概念;创新药;西部大开发;专精特新;股权转让(并购重组);沪股通
920556.BJ,920556,151,17,数据中心(AIDC);电力物联网;数字孪生;商业航天;智能电网;腾讯概念;融资融券;物联网;百度概念;阿里巴巴概念;传感器;华为数字能源;储能;云计算;5G;华为概念;充电桩
300210.SZ,300210,33,8,东数西算(算力);3D打印;雄安新区;机器人概念;PPP概念;新能源汽车;股权转让(并购重组);深股通
000006.SZ,000006,33,8,深圳国企改革;新型城镇化;粤港澳大湾区;物业管理;国企改革;证金持股;深股通;融资融券
001278.SZ,001278,33,8,农机;机器视觉;长安汽车概念;比亚迪概念;新能源汽车;汽车电子;芯片概念;无线充电
001237.SZ,001237,33,10,注册制次新股;家用电器;跨境电商;人民币贬值受益;医疗器械概念;一带一路;高端装备;深股通;新股与次新股;融资融券
920802.BJ,920802,151,3,医疗器械概念;PM2.5;融资融券
000032.SZ,000032,33,45,中芯国际概念;可控核聚变;算力租赁;数据安全;国产操作系统;东数西算(算力);商业航天;云计算;数据确权;国资云;智谱AI;信创;华为鲲鹏;智慧政务;数据中心(AIDC);芯片概念;安防;低空经济;数字乡村;AI智能体;数据要素;智慧城市;阿里巴巴概念;专精特新;DeepSeek概念;AI语料;人工智能;抖音概念(字节概念);粤港澳大湾区;AI应用;柔性屏(折叠屏);智能医疗;数字孪生;碳中和;工业互联网;元宇宙;数字经济;高铁;绿色电力;央企国企改革;国企改革;乡村振兴;体育产业;融资融券;深股通
920132.BJ,920132,151,5,人民币贬值受益;一带一路;跨境电商;融资融券;露营经济
300713.SZ,300713,33,16,智慧灯杆;换电概念;智能电网;充电桩;粤港澳大湾区;数据中心(AIDC);军工;储能;高压快充;比亚迪概念;光伏概念;新能源汽车;柔性直流输电;锂电池概念;特斯拉概念;PCB概念
000573.SZ,000573,33,9,广东自贸区;物业管理;创投;粤港澳大湾区;锂电池概念;动力电池回收;互联网金融;金属回收;金属铅
301397.SZ,301397,33,19,液冷服务器;数据中心(AIDC);比亚迪概念;华为汽车;汽车热管理;长安汽车概念;飞行汽车(eVTOL);新能源汽车;宁德时代概念;低空经济;燃料电池;储能;充电桩;换电概念;氢能源;两轮车;西部大开发;深股通;融资融券
300412.SZ,300412,33,15,共同富裕示范区;医疗器械概念;智能医疗;人工智能;数字孪生;智能物流;合成生物;光伏建筑一体化;机器人概念;专精特新;新型工业化;CRO概念;创新药;啤酒概念;光刻胶
920300.BJ,920300,151,11,芯片概念;商业航天;宠物经济;可控核聚变;量子科技;智能医疗;医疗器械概念;超导概念;专精特新;光伏概念;融资融券
920039.BJ,920039,151,9,军工;碳交易;碳中和;区块链;人工智能;数据要素;国企改革;新型城镇化;融资融券
001234.SZ,001234,33,5,三胎概念;体育产业;长三角一体化;国企改革;股权转让(并购重组)
920422.BJ,920422,151,2,人民币贬值受益;融资融券
000014.SZ,000014,33,6,物业管理;深圳国企改革;国企改革;粤港澳大湾区;智能家居;股权转让(并购重组)
600130.SH,600130,17,5,人脸识别;卫星导航;汽车电子;消费电子概念;摘帽
920414.BJ,920414,151,12,BC电池;机器视觉;数字孪生;钙钛矿电池;机器人概念;人工智能;云计算;光伏概念;融资融券;无人机;储能;专精特新
002031.SZ,002031,33,12,减速器;工业母机;人形机器人;机器视觉;机器人概念;高端装备;智能物流;航空发动机;人民币贬值受益;冷链物流;深股通;融资融券
605056.SH,605056,17,13,高端装备;军工;无人机;机器人概念;低空经济;核电;特高压;人工智能;职业教育;储能;风电;抽水蓄能;沪股通
301578.SZ,301578,33,11,智能家居;家用电器;物联网;星闪概念;新型工业化;人脸识别;鸿蒙概念;华为概念;小米概念;消费电子概念;融资融券
603028.SH,603028,17,13,专精特新;机器人概念;创投;海工装备;人形机器人;AI应用;光伏建筑一体化;光伏概念;国企改革;特钢概念;TOPCON电池;风电;细胞免疫治疗
603341.SH,603341,17,25,星闪概念;智能音箱;车联网(车路协同);AI PC;物联网;机器人概念;虚拟现实;小米概念;智能座舱;小米汽车;无线耳机;智能穿戴;数字经济;华为概念;AI眼镜;一带一路;空间计算;创投;消费电子概念;汽车电子;5G;无线充电;PCB概念;沪股通;融资融券
920703.BJ,920703,151,4,京津冀一体化;融资融券;专精特新;核电
603901.SH,603901,17,7,减速器;人形机器人;新型工业化;机器视觉;机器人概念;2026中报预增;沪股通
300523.SZ,300523,33,30,财税数字化;时空大数据;云计算;ChatGPT概念;网络安全;国资云;AI智能体;智慧城市;核污染防治;物联网;腾讯概念;人工智能;地下管网;DeepSeek概念;安防;水利;华为概念;低空经济;京津冀一体化;传感器;机器人概念;无人机;高端装备;一带一路;天然气;国企改革;央企国企改革;芯片概念;股权转让(并购重组);深股通
605068.SH,605068,17,6,新能源汽车;比亚迪概念;华为汽车;长安汽车概念;机器人概念;人形机器人
300031.SZ,300031,33,28,数字孪生;新型工业化;元宇宙;云游戏;虚拟数字人;手机游戏;虚拟现实;网络游戏;机器视觉;AI应用;MR(混合现实);人工智能;机器人概念;数字经济;工业互联网;DeepSeek概念;IP经济(谷子经济);车联网(车路协同);传感器;百度概念;创投;华为概念;人民币贬值受益;无人驾驶;碳中和;无人机;深股通;融资融券
001255.SZ,001255,33,14,水利;共同富裕示范区;高铁;家用电器;军工;核电;长三角一体化;专精特新;新能源汽车;比亚迪概念;风电;有机硅概念;光伏概念;超导概念
600883.SH,600883,17,3,西部大开发;人民币贬值受益;股权转让(并购重组)
301192.SZ,301192,33,3,专精特新;新能源汽车;融资融券
688129.SH,688129,17,1,融资融券
301666.SZ,301666,33,14,英伟达概念;存储芯片;注册制次新股;快手概念;数据中心(AIDC);小红书概念;专精特新;抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;DeepSeek概念;新股与次新股;融资融券
920553.BJ,920553,151,4,融资融券;高端装备;烟草;工业母机
002472.SZ,002472,33,11,减速器;机器人概念;高端装备;新能源汽车;比亚迪概念;智能家居;高铁;创投;绿色电力;融资融券;深股通
605598.SH,605598,17,8,卫星导航;商业航天;无人机;钙钛矿电池;人民币贬值受益;一带一路;土壤修复;沪股通
603718.SH,603718,22,6,动物疫苗;ST板块;基因测序;医疗器械概念;牙科医疗;股权转让(并购重组)
300500.SZ,300500,33,24,新型城镇化;装配式建筑;建筑节能;房屋检测;雄安新区;乡村振兴;虚拟数字人;智慧城市;AIGC概念;碳中和;人工智能;数字孪生;DeepSeek概念;光伏建筑一体化;车联网(车路协同);华为昇腾;虚拟现实;华为概念;风电;储能;绿色电力;东数西算(算力);光伏概念;数据中心(AIDC)
300905.SZ,300905,33,7,染料;足球概念;专精特新;光刻胶;3D打印;深股通;融资融券
605277.SH,605277,17,16,东数西算(算力);数据中心(AIDC);充电桩;华为概念;储能;F5G概念;5G;铜缆高速连接;液冷服务器;光伏概念;机器人概念;新能源汽车;汽车电子;消费电子概念;融资融券;沪股通
605158.SH,605158,17,1,一带一路
600630.SH,600630,17,10,网红经济;三胎概念;跨境电商;物业管理;一带一路;上海自贸区;参股银行;国企改革;上海国企改革;融资融券
688420.SH,688420,17,12,人工智能;AI应用;AI智能体;新型工业化;DeepSeek概念;机器视觉;高端装备;专精特新;金属回收;锂电池概念;动力电池回收;融资融券
301487.SZ,301487,33,12,钠离子电池;固态电池;动力电池回收;宁德时代概念;锂电池概念;比亚迪概念;人形机器人;新能源汽车;机器人概念;消费电子概念;深股通;融资融券
301280.SZ,301280,33,13,人形机器人;比亚迪概念;小米概念;汽车电子;消费电子概念;机器人概念;新能源汽车;家用电器;光伏概念;智能家居;储能;深股通;融资融券
002778.SZ,002778,33,6,净水概念;污水处理;土壤修复;天然气;储能;股权转让(并购重组)
600716.SH,600716,17,4,养老概念;国企改革;参股券商;融资融券
601689.SH,601689,17,22,人形机器人;汽车热管理;同花顺新质50;华为汽车;新型工业化;特斯拉概念;一体化压铸;小米汽车;智能座舱;机器人概念;无人驾驶;比亚迪概念;新能源汽车;汽车电子;小米概念;英伟达概念;液冷服务器;中国AI 50;数据中心(AIDC);同花顺出海50;沪股通;融资融券
301413.SZ,301413,33,14,人形机器人;机器人概念;传感器;无人驾驶;新能源汽车;比亚迪概念;专精特新;华为概念;粤港澳大湾区;储能;创投;汽车芯片;深股通;融资融券
300890.SZ,300890,33,12,石墨电极;钠离子电池;石墨烯;固态电池;锂电池概念;宁德时代概念;储能;硅能源;比亚迪概念;新能源汽车;特斯拉概念;融资融券
688085.SH,688085,17,6,智能医疗;医疗器械概念;机器人概念;专精特新;沪股通;融资融券
600522.SH,600522,17,45,光纤概念;共封装光学(CPO);铜缆高速连接;6G概念;PCB概念;PET铜箔;超级电容;5G;液冷服务器;芯片概念;特高压;超导概念;柔性直流输电;可控核聚变;汽车电子;商业航天;数据中心(AIDC);量子科技;东数西算(算力);钙钛矿电池;光伏概念;新能源汽车;华为概念;智能电网;海工装备;机器人概念;低空经济;固态电池;核电;储能;风电;工业互联网;锂电池概念;阿里巴巴概念;数据要素;数字经济;氢能源;DeepSeek概念;碳中和;一带一路;沪股通;融资融券;绿色电力;证金持股;2026中报预增
603867.SH,603867,17,9,锂电池概念;磷化工;烟草;污水处理;消毒剂;盐湖提锂;动力电池回收;沪股通;融资融券
300205.SZ,300205,33,17,ST板块;财税数字化;跨境支付(CIPS);互联网金融;华为鲲鹏;区块链;ETC;移动支付;数据安全;数字货币;人工智能;网络安全;物联网;华为概念;量子科技;专精特新;5G
300965.SZ,300965,33,5,卫星导航;无人机;军工;军民融合;融资融券
301329.SZ,301329,33,10,海峡两岸;储能;光伏概念;卫星导航;消费电子概念;5G;商业航天;新能源汽车;光纤概念;融资融券
300195.SZ,300195,33,25,烟草;ERP概念;信创;网络安全;中俄贸易概念;人工智能;数字经济;工业互联网;物联网;区块链;智能物流;高端装备;机器人概念;新型工业化;专精特新;机器视觉;一带一路;锂电池概念;京津冀一体化;C2M概念;医疗器械概念;光伏概念;数据中心(AIDC);工业母机;绿色电力
688439.SH,688439,17,18,MCU芯片;芯片概念;第三代半导体;先进封装;商业航天;卫星导航;存储芯片;无人机;专精特新;军工;低空经济;飞行汽车(eVTOL);人形机器人;西部大开发;央企国企改革;国企改革;沪股通;融资融券
688222.SH,688222,17,13,CRO概念;减肥药;重组蛋白;创新药;智能医疗;人民币贬值受益;AI应用;腾讯概念;人工智能;AI智能体;西部大开发;沪股通;融资融券
603790.SH,603790,17,4,染料;PEEK材料;换电概念;股权转让(并购重组)
920007.BJ,920007,151,5,新股与次新股;融资融券;一带一路;光伏概念;人民币贬值受益
920371.BJ,920371,151,2,预制菜;融资融券
603755.SH,603755,17,2,预制菜;人工智能
002328.SZ,002328,33,11,数据中心(AIDC);液冷服务器;储能;长三角一体化;创投;新能源汽车;特斯拉概念;一带一路;2026中报预增;深股通;融资融券
920786.BJ,920786,151,8,玉米;乡村振兴;融资融券;农机;乳业;西部大开发;农业种植;三胎概念
000546.SZ,000546,33,9,盐湖提锂;小金属概念;金属镍;金属铜;金属回收;锂电池概念;固废处理;垃圾分类;深股通
300785.SZ,300785,33,26,快手概念;AI视频;AI语料;智谱AI;ChatGPT概念;AIGC概念;拼多多概念;NFT概念;多模态AI;抖音概念(字节概念);AI应用;数据要素;电子竞技;AI智能体;百度概念;阿里巴巴概念;腾讯概念;鸿蒙概念;DeepSeek概念;人工智能;京津冀一体化;华为概念;同花顺新质50;小米概念;苹果概念;深股通
300932.SZ,300932,33,12,智能电网;充电桩;储能;数据中心(AIDC);东数西算(算力);数字孪生;比亚迪概念;光伏概念;低空经济;新能源汽车;无人机;融资融券
688582.SH,688582,17,10,商业航天;芯片概念;传感器;无人驾驶;专精特新;低空经济;机器人概念;股权转让(并购重组);沪股通;融资融券
600137.SH,600137,17,1,西部大开发
603507.SH,603507,17,13,氢能源;光热发电;风电;海工装备;一带一路;光伏概念;人民币贬值受益;专精特新;机器人概念;商业航天;2026中报预增;沪股通;融资融券
000821.SZ,000821,33,17,钙钛矿电池;TOPCON电池;HJT电池;高端装备;机器人概念;智能物流;ST板块;新能源汽车;特斯拉概念;独角兽概念;光伏概念;人工智能;储能;无人机;锂电池概念;机器视觉;BC电池
002812.SZ,002812,33,16,钠离子电池;固态电池;锂电池概念;宁德时代概念;同花顺漂亮100;烟草;西部大开发;储能;比亚迪概念;充电桩;人工智能;专精特新;新能源汽车;深股通;消费电子概念;融资融券
002820.SZ,002820,33,5,预制菜;京津冀一体化;天津自贸区;国企改革;超级品牌
301156.SZ,301156,33,7,中俄贸易概念;宠物经济;合成生物;一带一路;维生素;俄乌冲突概念;融资融券
301581.SZ,301581,33,6,芯片概念;光伏概念;专精特新;新能源汽车;供销社;融资融券
603916.SH,603916,17,12,可控核聚变;军工;核电;建筑节能;房屋检测;水利;雅下水电概念;风电;水泥概念;AI应用;抽水蓄能;融资融券
300922.SZ,300922,33,5,京津冀一体化;高端装备;军工;专精特新;融资融券
603067.SH,603067,17,10,军工;储能;钒电池;锂电池概念;固态电池;钛白粉概念;小金属概念;维生素;沪股通;融资融券
300562.SZ,300562,33,16,三胎概念;养老概念;无人零售;体育产业;医疗器械概念;智能医疗;血氧仪;AI应用;人工智能;区块链;人民币贬值受益;华为概念;传感器;智能穿戴;无线耳机;芯片概念
300658.SZ,300658,33,5,福建自贸区;海峡两岸;三胎概念;人民币贬值受益;深股通
300190.SZ,300190,33,14,垃圾分类;污水处理;专精特新;天然气;数字孪生;土壤修复;PPP概念;碳中和;固废处理;机器人概念;煤化工概念;液冷服务器;碳交易;生物质能发电
300752.SZ,300752,33,15,虚拟现实;MR(混合现实);智能穿戴;AI PC;小米概念;MicroLED概念;AI眼镜;华为概念;量子科技;小米汽车;消费电子概念;汽车电子;比亚迪概念;MiniLED;粤港澳大湾区
002855.SZ,002855,33,8,智能家居;虚拟现实;智能穿戴;无线耳机;华为概念;消费电子概念;储能;风电
688516.SH,688516,17,15,BC电池;钙钛矿电池;TOPCON电池;第三代半导体;光伏概念;芯片概念;机器视觉;高端装备;储能;共封装光学(CPO);锂电池概念;固态电池;先进封装;沪股通;融资融券
301516.SZ,301516,33,19,换电概念;充电桩;低空经济;核电;新型工业化;粤港澳大湾区;储能;高压快充;燃料电池;光伏概念;比亚迪概念;氢能源;新能源汽车;5G;两轮车;国企改革;深股通;中字头股票;融资融券
301287.SZ,301287,33,15,足球概念;体育产业;冰雪产业;跨境电商;养老概念;参股银行;一带一路;人民币贬值受益;人工智能;AIGC概念;DeepSeek概念;AI智能体;物联网;消费电子概念;融资融券
002198.SZ,002198,33,6,ST板块;仿制药一致性评价;创新药;医药电商;流感;医疗器械概念
301227.SZ,301227,33,6,黑龙江自贸区;建筑节能;装配式建筑;碳中和;智能家居;融资融券
600530.SH,600530,17,4,幽门螺杆菌概念;宠物经济;养老概念;沪股通
002175.SZ,002175,33,11,股权转让(并购重组);物业管理;ST板块;智能物流;工业互联网;物联网;西部大开发;新能源汽车;高端装备;芯片概念;超级电容
300691.SZ,300691,33,24,MicroLED概念;虚拟现实;消费电子概念;智能穿戴;机器视觉;汽车电子;毫米波雷达;智能座舱;比亚迪概念;AI眼镜;新能源汽车;机器人概念;无人驾驶;安防;华为概念;物联网;元宇宙;无人机;车联网(车路协同);智慧城市;人工智能;智能物流;深股通;融资融券
600589.SH,600589,17,7,算力租赁;东数西算(算力);云计算;数据中心(AIDC);融资融券;股权转让(并购重组);沪股通
001360.SZ,001360,33,10,黄金概念;金属回收;专精特新;高端装备;雅下水电概念;锂电池概念;一带一路;固废处理;机器视觉;融资融券
603977.SH,603977,17,20,商业航天;民爆概念;军工信息化;军工;3D打印;军民融合;无人机;芯片概念;高铁;虚拟现实;雅下水电概念;小金属概念;国企改革;数字经济;工业互联网;元宇宙;智慧政务;DeepSeek概念;AI应用;沪股通
002108.SZ,002108,33,16,钠离子电池;固态电池;锂电池概念;宁德时代概念;国企改革;地下管网;参股银行;雄安新区;核电;储能;比亚迪概念;物联网;新能源汽车;深股通;融资融券;股权转让(并购重组)
603070.SH,603070,17,7,智能电网;数字经济;共同富裕示范区;数据中心(AIDC);储能;沪股通;融资融券
688395.SH,688395,17,6,新型工业化;专精特新;机器人概念;新能源汽车;储能;融资融券
603066.SH,603066,17,21,跨境电商;统一大市场;烟草;智能物流;冷链物流;人工智能;数字孪生;一带一路;国企改革;工业互联网;物联网;新型工业化;机器人概念;专精特新;机器视觉;华为概念;比亚迪概念;特斯拉概念;宁德时代概念;华为数字能源;2026中报预增
688630.SH,688630,17,14,PCB概念;光刻机;先进封装;OLED;光刻胶;芯片概念;BC电池;2026一季报预增;光伏概念;TOPCON电池;专精特新;高端装备;融资融券;沪股通
000670.SZ,000670,33,10,存储芯片;芯片概念;小米概念;虚拟现实;无人机;机器人概念;海峡两岸;智能家居;人民币贬值受益;深股通
600053.SH,600053,22,6,ST板块;PPP概念;跨境电商;创投;人形机器人;机器人概念
301449.SZ,301449,33,19,注册制次新股;汽车热管理;机器人概念;高端装备;新能源汽车;智能医疗;网络安全;物联网;水利;宁德时代概念;粤港澳大湾区;锂电池概念;储能;高压快充;核电;充电桩;深股通;新股与次新股;融资融券
301365.SZ,301365,33,7,AIGC概念;人工智能;粤港澳大湾区;创投;新型城镇化;深股通;融资融券
300091.SZ,300091,33,13,ST板块;乡村振兴;污水处理;碳中和;超超临界发电;光热发电;核电;氢能源;燃料电池;军工;储能;高端装备;无人机
301223.SZ,301223,33,8,烟草;职业教育;数字经济;粤港澳大湾区;数字水印;小米概念;新型烟草(电子烟);融资融券
