股票代码,code,market_code,所属概念数量,所属概念
603018.SH,603018,17,33,乡村振兴;PPP概念;新型城镇化;虚拟数字人;水利;数字经济;DeepSeek概念;AIGC概念;人工智能;数字乡村;数字孪生;雅下水电概念;ChatGPT概念;智慧城市;碳中和;空间计算;腾讯概念;光伏建筑一体化;高铁;车联网(车路协同);物联网;低空经济;智慧灯杆;机器人概念;虚拟现实;华为概念;机器视觉;无人驾驶;数据中心(AIDC);毫米波雷达;生态农业;沪股通;融资融券
603585.SH,603585,17,0,
002982.SZ,002982,33,5,养鸡;猪肉;预制菜;冷链物流;乡村振兴
600987.SH,600987,17,7,高股息精选;污水处理;共同富裕示范区;染料;黄金概念;沪股通;融资融券
688709.SH,688709,17,18,存储芯片;MCU芯片;汽车芯片;芯片概念;商业航天;量子科技;东数西算(算力);军工;无人驾驶;脑机接口;机器人概念;人工智能;人形机器人;西部大开发;央企国企改革;国企改革;沪股通;融资融券
002583.SZ,002583,33,29,无人机;华为汽车;低空经济;安防;商业航天;卫星导航;新能源汽车;智慧城市;智慧政务;中俄贸易概念;机器人概念;区块链;DeepSeek概念;人工智能;工业互联网;信创;6G概念;粤港澳大湾区;物联网;互联网金融;星闪概念;量子科技;一带一路;5G;汽车电子;芯片概念;俄乌冲突概念;深股通;融资融券
001325.SZ,001325,33,6,冰雪产业;参股银行;农机;注册制次新股;新股与次新股;融资融券
002339.SZ,002339,33,32,电力物联网;智能电网;虚拟电厂;网络安全;特高压;充电桩;智慧城市;换电概念;核电;物联网;车联网(车路协同);高压快充;数字孪生;人工智能;数字经济;风电;华为概念;水利;储能;工业互联网;碳中和;光伏概念;绿色电力;机器人概念;新型城镇化;新能源汽车;地下管网;养老概念;动力电池回收;天然气;深股通;融资融券
600020.SH,600020,17,11,信托概念;参股保险;参股银行;化债概念(AMC概念);文化传媒概念;国企改革;AI应用;创投;沪股通;融资融券;充电桩
002131.SZ,002131,33,37,快手概念;小红书概念;多模态AI;ChatGPT概念;百度概念;抖音概念(字节概念);AIGC概念;虚拟数字人;数据要素;AI智能体;腾讯概念;AI应用;区块链;独角兽概念;文化传媒概念;数字经济;水利;DeepSeek概念;人工智能;数据中心(AIDC);核电;海工装备;华为概念;创投;一带一路;跨境电商;机器视觉;污水处理;液冷服务器;专精特新;新能源汽车;小米概念;医疗器械概念;芯片概念;深股通;第三代半导体;融资融券
300479.SZ,300479,33,40,移动支付;AIGC概念;智慧政务;数字货币;数据要素;AI应用;电子身份证;财税数字化;华为鲲鹏;国产操作系统;AI智能体;ChatGPT概念;信创;数字经济;云计算;语音技术;网络安全;百度概念;智慧城市;独角兽概念;人工智能;DeepSeek概念;人脸识别;车联网(车路协同);华为昇腾;安防;低空经济;工业互联网;智能医疗;智慧灯杆;华为概念;无人机;机器人概念;机器视觉;高铁;东数西算(算力);专精特新;国企改革;5G;融资融券
300851.SZ,300851,33,3,高铁;比亚迪概念;无人驾驶
300578.SZ,300578,33,22,Web3.0;虚拟数字人;AI视频;云办公;空间计算;多模态AI;在线教育;元宇宙;信创;鸿蒙概念;AI应用;国产操作系统;数字经济;DeepSeek概念;人工智能;东数西算(算力);虚拟现实;华为概念;智能医疗;数据中心(AIDC);5G;机器人概念
001328.SZ,001328,33,8,超级品牌;网红经济;三胎概念;国企改革;西部大开发;医疗器械概念;深股通;融资融券
603205.SH,603205,17,7,三胎概念;医药电商;跨境电商;医疗器械概念;消毒剂;人民币贬值受益;融资融券
301558.SZ,301558,33,13,跨境电商;知识产权保护;AIGC概念;DeepSeek概念;人工智能;创投;AI智能体;智能物流;多模态AI;人民币贬值受益;粤港澳大湾区;深股通;融资融券
600326.SH,600326,17,13,雅下水电概念;西部大开发;水利;一带一路;参股银行;国企改革;水泥概念;金属铜;小金属概念;绿色电力;同花顺中特估100;沪股通;融资融券
600736.SH,600736,17,34,特色小镇;航空发动机;净水概念;新型城镇化;污水处理;工业母机;地下管网;乡村振兴;军民融合;水利;固废处理;参股银行;冰雪产业;旅游概念;建筑节能;国企改革;风电;大飞机;军工;证金持股;绿色电力;创投;商业航天;卫星导航;低空经济;虚拟电厂;医疗器械概念;华为概念;储能;华为数字能源;芯片概念;2026中报预增;沪股通;融资融券
002798.SZ,002798,33,7,智能家居;西部大开发;人工智能;DeepSeek概念;华为概念;绿色电力;股权转让(并购重组)
300452.SZ,300452,33,3,合成生物;医美概念;专精特新
600495.SH,600495,17,9,高铁;国企改革;污水处理;一带一路;央企国企改革;军工;高端装备;沪股通;融资融券
002103.SZ,002103,33,8,IP经济(谷子经济);跨境电商;数字经济;创投;一带一路;腾讯概念;虚拟现实;深股通
002291.SZ,002291,33,20,短剧游戏;小红书概念;文化传媒概念;NFT概念;网红经济;快手概念;虚拟数字人;Web3.0;广东自贸区;跨境电商;AI应用;数字经济;数据要素;乡村振兴;抖音概念(字节概念);人工智能;粤港澳大湾区;虚拟现实;深股通;融资融券
603998.SH,603998,17,12,医药电商;流感;肝炎概念;仿制药一致性评价;维生素;创新药;民营医院;合成生物;眼科医疗;三胎概念;工业大麻;养老概念
920976.BJ,920976,151,9,智能家居;物联网;人脸识别;融资融券;跨境电商;安防;智能医疗;数据安全;网络安全
603210.SH,603210,17,10,小米汽车;新能源汽车;特斯拉概念;锂电池概念;储能;小米概念;宁德时代概念;工业互联网;沪股通;融资融券
301189.SZ,301189,33,22,智能音箱;腾讯概念;虚拟数字人;人脸识别;算力租赁;英伟达概念;鸿蒙概念;星闪概念;消费电子概念;人工智能;无线耳机;跨境电商;宠物经济;物联网;智能家居;车联网(车路协同);汽车电子;机器人概念;专精特新;人民币贬值受益;深股通;融资融券
002508.SZ,002508,33,6,高股息精选;家用电器;DeepSeek概念;人工智能;深股通;融资融券
603161.SH,603161,17,8,华为汽车;长安汽车概念;人民币贬值受益;一带一路;新能源汽车;燃料电池;比亚迪概念;氢能源
920027.BJ,920027,151,6,数字经济;水利;专精特新;融资融券;高铁;西部大开发
000060.SZ,000060,33,14,金属锌;金属铅;金属钴;金属铜;金属镍;黄金概念;小金属概念;金属回收;DeepSeek概念;国企改革;深股通;融资融券;期货概念;2026中报预增
300247.SZ,300247,33,9,体育产业;养老概念;跨境电商;宠物经济;医疗器械概念;人民币贬值受益;机器人概念;智能医疗;智能家居
600410.SH,600410,17,33,云计算;网络安全;东数西算(算力);华为鲲鹏;信创;智慧政务;百度概念;抖音概念(字节概念);阿里巴巴概念;数据中心(AIDC);腾讯概念;AI智能体;时空大数据;数据要素;AIGC概念;元宇宙;区块链;AI应用;华为概念;智慧城市;安防;在线教育;DeepSeek概念;人工智能;军工;工业互联网;芯片概念;无线耳机;京津冀一体化;创投;一带一路;沪股通;融资融券
603169.SH,603169,17,27,一体化压铸;中俄贸易概念;数字经济;光热发电;一带一路;核污染防治;核电;工业互联网;高端装备;西部大开发;军工;机器人概念;碳中和;可控核聚变;新疆振兴;国企改革;储能;航空发动机;氢能源;商业航天;光伏概念;锂电池概念;天然气;煤化工概念;超超临界发电;沪股通;融资融券
002024.SZ,002024,33,17,超级品牌;农村电商;乡村振兴;ST板块;无人零售;跨境电商;独角兽概念;智能医疗;智能物流;互联网金融;区块链;DeepSeek概念;人工智能;家用电器;AI智能体;阿里巴巴概念;智能家居
000888.SZ,000888,33,12,冰雪产业;旅游概念;啤酒概念;IP经济(谷子经济);NFT概念;体育产业;国企改革;西部大开发;智慧政务;低空经济;融资融券;深股通
002828.SZ,002828,33,10,俄乌冲突概念;页岩气;天然气;煤化工概念;新疆振兴;参股银行;西部大开发;碳中和;一带一路;股权转让(并购重组)
920171.BJ,920171,151,20,数据中心(AIDC);AI应用;雄安新区;百度概念;光纤概念;信创;互联网保险;华为概念;数字乡村;DeepSeek概念;京津冀一体化;融资融券;智慧政务;乡村振兴;互联网金融;数据要素;移动支付;养老概念;智慧城市;网络安全
002148.SZ,002148,33,14,车联网(车路协同);物联网;创投;抖音概念(字节概念);低空经济;京津冀一体化;网络游戏;手机游戏;无人机;机器人概念;5G;芯片概念;融资融券;深股通
002300.SZ,002300,33,10,特高压;风电;充电桩;海工装备;核电;军工;光伏概念;海峡两岸;深股通;融资融券
600828.SH,600828,17,4,信托概念;物业管理;西部大开发;沪股通
300485.SZ,300485,33,9,流感;创新药;肝炎概念;重组蛋白;生物疫苗;辅助生殖;医疗器械概念;创投;深股通
002151.SZ,002151,33,32,卫星导航;军工信息化;商业航天;无人机;军工;星闪概念;军民融合;物联网;车联网(车路协同);低空经济;同花顺新质50;国产航母;智能穿戴;华为概念;智能座舱;高端装备;机器人概念;5G;无人驾驶;汽车电子;消费电子概念;英伟达概念;长安汽车概念;芯片概念;农机;汽车芯片;京津冀一体化;两轮车;国家大基金持股;深股通;融资融券;2026中报预增
002556.SZ,002556,33,26,化肥;粮食概念;供销社;玉米;土地流转;农业种植;农村电商;磷化工;煤化工概念;毛发医疗;乡村振兴;维生素;染料;医美概念;民爆概念;统一大市场;建筑节能;装配式建筑;创投;数字乡村;互联网金融;生物质能发电;光伏概念;融资融券;生态农业;深股通
000796.SZ,000796,33,13,旅游概念;免税店;冰雪产业;体育产业;养老概念;露营经济;海南自贸区;跨境支付(CIPS);互联网金融;乡村振兴;国企改革;海峡两岸;深股通
300359.SZ,300359,33,8,职业教育;在线教育;数字经济;DeepSeek概念;人工智能;三胎概念;创投;横琴新区
688285.SH,688285,17,7,高铁;一带一路;西部大开发;国企改革;央企国企改革;新能源汽车;融资融券
688015.SH,688015,17,11,职业教育;人工智能;AI应用;元宇宙;车联网(车路协同);DeepSeek概念;区块链;低空经济;京津冀一体化;无人机;融资融券
600058.SH,600058,17,9,小金属概念;乡村振兴;央企国企改革;统一大市场;国企改革;一带一路;融资融券;股权转让(并购重组);沪股通
603511.SH,603511,17,6,三胎概念;跨境电商;IP经济(谷子经济);参股银行;体育产业;沪股通
002121.SZ,002121,33,12,电力物联网;虚拟电厂;智能电网;充电桩;储能;锂电池概念;绿色电力;新能源汽车;机器人概念;一带一路;深股通;融资融券
688737.SH,688737,17,12,碳纤维;专精特新;新能源汽车;长安汽车概念;储能;燃料电池;固态电池;氢能源;钠离子电池;西部大开发;绿色电力;融资融券
600748.SH,600748,17,8,物业管理;土地流转;养老概念;上海国企改革;国企改革;长三角一体化;沪股通;融资融券
600824.SH,600824,17,7,旅游概念;物业管理;三胎概念;养老概念;国企改革;互联网金融;黄金概念
300085.SZ,300085,33,21,华为鲲鹏;数字货币;语音技术;互联网金融;数据确权;信创;百度概念;数据要素;区块链;AI应用;人工智能;华为概念;碳中和;跨境电商;粤港澳大湾区;参股券商;机器人概念;5G;深股通;股权转让(并购重组);融资融券
601956.SH,601956,17,15,中俄贸易概念;职业教育;跨境电商;冷链物流;家用电器;长安汽车概念;工业互联网;拼多多概念;机器人概念;高端装备;物联网;新能源汽车;比亚迪概念;人形机器人;绿色电力
920924.BJ,920924,151,22,数据中心(AIDC);AI应用;高铁;融资融券;养老概念;信创;网络安全;抖音概念(字节概念);安防;车联网(车路协同);华为概念;算力租赁;物业管理;数字经济;阿里巴巴概念;区块链;智慧灯杆;人工智能;智慧城市;5G;专精特新;东数西算(算力)
002097.SZ,002097,33,26,农机;雅下水电概念;国企改革;一带一路;高铁;数字经济;人工智能;军民融合;低空经济;工业互联网;人民币贬值受益;飞行汽车(eVTOL);高端装备;海峡两岸;军工;机器人概念;航空发动机;核污染防治;无人机;页岩气;传感器;锂电池概念;5G;消费电子概念;深股通;融资融券
603170.SH,603170,17,2,预制菜;沪股通
603970.SH,603970,17,7,农业种植;供销社;草甘膦;乡村振兴;京津冀一体化;农机;无人机
300011.SZ,300011,33,13,高铁;人工智能;语音技术;低空经济;一带一路;高端装备;空气能热泵;机器人概念;汽车热管理;国企改革;储能;动力电池回收;高压快充
000096.SZ,000096,33,9,国企改革;国资云;虚拟电厂;粤港澳大湾区;东数西算(算力);数据中心(AIDC);深股通;2026中报预增;风电
300937.SZ,300937,33,9,医药电商;民营医院;智能医疗;西部大开发;数字经济;DeepSeek概念;人工智能;数据要素;融资融券
002266.SZ,002266,33,26,金属镍;金属钴;小金属概念;金属锌;金属铜;金属铅;黄金概念;金属回收;汽车拆解概念;动力电池回收;可控核聚变;核电;高端装备;一带一路;固废处理;创投;碳中和;雅下水电概念;共同富裕示范区;水利;文化传媒概念;绿色电力;抽水蓄能;深股通;融资融券;2026中报预增
300940.SZ,300940,33,8,电子纸;新能源汽车;MicroLED概念;智能穿戴;消费电子概念;OLED;深股通;融资融券
600730.SH,600730,22,14,化债概念(AMC概念);物业管理;创投;参股券商;国企改革;芯片概念;职业教育;人工智能;在线教育;AI应用;DeepSeek概念;信创;ST板块;股权转让(并购重组)
002644.SZ,002644,33,9,流感;医药电商;肝炎概念;三胎概念;农业种植;医疗器械概念;西部大开发;消毒剂;国企改革
301571.SZ,301571,33,7,商业航天;军工;卫星导航;芯片概念;专精特新;深股通;融资融券
301168.SZ,301168,33,8,锂电池概念;固态电池;专精特新;光伏概念;比亚迪概念;绿色电力;深股通;融资融券
920570.BJ,920570,151,15,量子科技;高端装备;风电;融资融券;芯片概念;军工;机器人概念;光伏概念;专精特新;硅能源;第三代半导体;海工装备;新型工业化;核电;工业母机
688151.SH,688151,17,12,兵装重组概念;军民融合;国产航母;医疗器械概念;国企改革;央企国企改革;核污染防治;军工;专精特新;机器人概念;沪股通;融资融券
002124.SZ,002124,33,6,猪肉;预制菜;绿色电力;元宇宙;机器人概念;深股通
002698.SZ,002698,33,16,人形机器人;新型工业化;智能物流;机器人概念;工业互联网;高端装备;中俄贸易概念;智能医疗;专精特新;创投;医疗器械概念;污水处理;3D打印;黑龙江自贸区;深股通;融资融券
000978.SZ,000978,33,8,旅游概念;文化传媒概念;虚拟数字人;腾讯概念;DeepSeek概念;国企改革;低空经济;西部大开发
