market_code,所属概念数量,股票代码,code,所属概念
17,4,605318.SH,605318,长三角一体化;智能家居;装配式建筑;沪股通
17,10,603267.SH,603267,共封装光学(CPO);汽车电子;芯片概念;卫星导航;商业航天;专精特新;军工;京津冀一体化;融资融券;沪股通
17,20,600171.SH,600171,汽车芯片;MCU芯片;存储芯片;第三代半导体;芯片概念;共封装光学(CPO);无线充电;汽车电子;无线耳机;物联网;充电桩;低空经济;智能电网;锂电池概念;智能家居;长三角一体化;央企国企改革;国企改革;沪股通;融资融券
17,7,688486.SH,688486,汽车芯片;芯片概念;英伟达概念;无人机;数据中心(AIDC);沪股通;融资融券
17,8,603373.SH,603373,安防;无人机;低空经济;职业教育;国企改革;阿里巴巴概念;沪股通;融资融券
17,22,688469.SH,688469,第三代半导体;汽车芯片;MCU芯片;中芯国际概念;芯片概念;MicroLED概念;AI眼镜;消费电子概念;5G;传感器;数据中心(AIDC);光伏概念;特高压;智能电网;充电桩;比亚迪概念;储能;无人驾驶;新能源汽车;机器人概念;沪股通;融资融券
33,25,300044.SZ,300044,ST板块;养老概念;安防;乡村振兴;新型工业化;无人驾驶;人脸识别;PPP概念;机器人概念;网络游戏;车联网(车路协同);军民融合;人工智能;智慧城市;机器视觉;手机游戏;数据要素;低空经济;时空大数据;军工;无人机;粤港澳大湾区;抖音概念(字节概念);5G;数据中心(AIDC)
17,14,603150.SH,603150,PCB概念;毫米波雷达;稀土永磁;汽车电子;传感器;无人驾驶;比亚迪概念;新能源汽车;军工;家用电器;可降解塑料;创投;一带一路;冷链物流
33,22,300757.SZ,300757,共封装光学(CPO);光纤概念;华为海思概念股;富士康概念;苹果概念;芯片概念;BC电池;英伟达概念;量子科技;TOPCON电池;HJT电池;数据中心(AIDC);商业航天;光伏概念;新能源汽车;华为概念;新型工业化;高端装备;工业互联网;股权转让(并购重组);融资融券;深股通
17,5,603310.SH,603310,氟化工概念;创投;专精特新;沪股通;融资融券
17,19,605111.SH,605111,汽车芯片;第三代半导体;先进封装;芯片概念;汽车电子;数据中心(AIDC);光伏概念;东数西算(算力);充电桩;宁德时代概念;无人机;比亚迪概念;无人驾驶;专精特新;新能源汽车;低空经济;机器人概念;融资融券;沪股通
17,8,603324.SH,603324,中芯国际概念;光刻胶;先进封装;芯片概念;专精特新;宁德时代概念;华为海思概念股;华为概念
33,13,301387.SZ,301387,MiniLED;苹果概念;共封装光学(CPO);消费电子概念;智能穿戴;机器人概念;碳纤维;粤港澳大湾区;数字经济;可降解塑料;一带一路;深股通;融资融券
33,51,300166.SZ,300166,算力租赁;MLOps概念;华为昇腾;数字水印;东数西算(算力);云计算;华为欧拉;数据安全;华为鲲鹏;信创;多模态AI;智慧政务;电子身份证;Web3.0;数据中心(AIDC);AI手机;时空大数据;AI语料;ChatGPT概念;互联网保险;鸿蒙概念;数据要素;AIGC概念;AI智能体;区块链;5G;虚拟数字人;数字乡村;元宇宙;华为概念;智慧城市;AI应用;物联网;数字孪生;虚拟现实;虚拟电厂;数字经济;DeepSeek概念;机器视觉;互联网金融;人工智能;工业互联网;新型工业化;职业教育;人形机器人;海工装备;京津冀一体化;碳中和;乡村振兴;深股通;融资融券
17,8,600392.SH,600392,稀土永磁;小金属概念;苹果概念;西部大开发;国企改革;参股保险;沪股通;融资融券
17,12,688312.SH,688312,PCB概念;苹果概念;芯片概念;5G;消费电子概念;传感器;机器视觉;专精特新;粤港澳大湾区;人工智能;沪股通;融资融券
17,11,603082.SH,603082,新型工业化;机器人概念;数字孪生;智能物流;军工;京津冀一体化;冷链物流;国企改革;央企国企改革;沪股通;融资融券
17,11,603435.SH,603435,注册制次新股;柔性直流输电;储能;海峡两岸;特高压;专精特新;新能源汽车;锂电池概念;PET铜箔;新股与次新股;融资融券
33,19,002655.SZ,002655,无线充电;苹果概念;汽车电子;消费电子概念;毫米波雷达;智能音箱;智能穿戴;无线耳机;新型烟草(电子烟);传感器;小米概念;芯片概念;新能源汽车;无人机;华为概念;智能家居;元宇宙;一带一路;深股通
33,15,000973.SZ,000973,固态电池;锂电池概念;2026一季报预增;宁德时代概念;特高压;比亚迪概念;国企改革;粤港澳大湾区;证金持股;航运概念;OLED;融资融券;AI眼镜;深股通;股权转让(并购重组)
33,12,301095.SZ,301095,光刻机;共封装光学(CPO);存储芯片;第三代半导体;芯片概念;专精特新;信创;人工智能;AI智能体;DeepSeek概念;深股通;融资融券
17,15,688155.SH,688155,专精特新;锂电池概念;宁德时代概念;高端装备;固态电池;新型工业化;机器人概念;新能源汽车;人工智能;燃料电池;一带一路;DeepSeek概念;储能;沪股通;融资融券
33,10,301683.SZ,301683,注册制次新股;商业航天;专精特新;粤港澳大湾区;MiniLED;MicroLED概念;超级电容;深股通;新股与次新股;融资融券
33,24,000753.SZ,000753,装配式建筑;地下管网;乡村振兴;水利;新型城镇化;PPP概念;海工装备;污水处理;国企改革;垃圾分类;跨境电商;数字经济;创投;海峡两岸;智慧城市;DeepSeek概念;智慧政务;低空经济;风电;绿色电力;充电桩;新能源汽车;光伏概念;深股通
17,12,688005.SH,688005,钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;金属钴;储能;小金属概念;新能源汽车;低空经济;沪股通;融资融券
33,16,301231.SZ,301231,AI视频;短剧游戏;ChatGPT概念;在线教育;AIGC概念;文化传媒概念;AI应用;阿里巴巴概念;AI智能体;IP经济(谷子经济);DeepSeek概念;人工智能;跨境电商;三胎概念;西部大开发;融资融券
33,14,300665.SZ,300665,有机硅概念;新型城镇化;专精特新;光伏概念;光伏建筑一体化;农业种植;高铁;水利;地下管网;核电;一带一路;新能源汽车;风电;股权转让(并购重组)
151,4,920970.BJ,920970,食品安全;融资融券;专精特新;猪肉
17,17,688596.SH,688596,中芯国际概念;第三代半导体;存储芯片;芯片概念;光纤概念;氟化工概念;光伏概念;专精特新;锂电池概念;储能;高端装备;氢能源;磷化工;医疗器械概念;合成生物;沪股通;融资融券
17,12,688063.SH,688063,钠离子电池;固态电池;锂电池概念;储能;两轮车;绿色电力;数据中心(AIDC);低空经济;专精特新;人民币贬值受益;沪股通;融资融券
33,8,002068.SZ,002068,PVDF概念;碳中和;国企改革;锂电池概念;固态电池;深股通;超级电容;融资融券
33,23,300416.SZ,300416,商业航天;军工;低空经济;核电;高端装备;特斯拉概念;海工装备;传感器;华为海思概念股;专精特新;PCB概念;汽车电子;消费电子概念;宁德时代概念;比亚迪概念;芯片概念;先进封装;华为概念;网络安全;储能;中芯国际概念;深股通;融资融券
17,11,688362.SH,688362,先进封装;MCU芯片;芯片概念;消费电子概念;汽车电子;5G;传感器;专精特新;数字货币;沪股通;融资融券
17,8,603813.SH,603813,氢能源;燃料电池;粤港澳大湾区;智能物流;统一大市场;数字经济;冷链物流;摘帽
33,14,301591.SZ,301591,PCB概念;PEEK材料;新能源汽车;比亚迪概念;海工装备;军工;风电;医疗器械概念;核电;专精特新;商业航天;氢能源;卫星导航;融资融券
17,6,603163.SH,603163,中芯国际概念;芯片概念;富士康概念;海峡两岸;一带一路;沪股通
33,17,300806.SZ,300806,PCB概念;光刻胶;富士康概念;苹果概念;柔性屏(折叠屏);消费电子概念;汽车电子;无线耳机;专精特新;特斯拉概念;新能源汽车;华为概念;石墨烯;虚拟现实;储能;氢能源;深股通
33,6,301019.SZ,301019,染料;专精特新;POE胶膜;3D打印;消费电子概念;融资融券
17,10,605376.SH,605376,3D打印;专精特新;光伏概念;锂电池概念;硅能源;金属镍;人民币贬值受益;小金属概念;融资融券;沪股通
17,1,603020.SH,603020,烟草
33,15,300497.SZ,300497,有机硅概念;CRO概念;人造肉;锂电池概念;猴痘概念;化肥;合成生物;氟化工概念;肝炎概念;创新药;比亚迪概念;光刻胶;2026一季报预增;融资融券;深股通
33,9,300242.SZ,300242,抖音概念(字节概念);百度概念;互联网保险;华为概念;文化传媒概念;小米概念;粤港澳大湾区;网络游戏;参股保险
17,4,603657.SH,603657,家用电器;小米概念;专精特新;机器人概念
33,24,300020.SZ,300020,ST板块;家庭医生;共同富裕示范区;数字经济;数字孪生;数据要素;数字乡村;智慧城市;华为鲲鹏;智慧政务;区块链;人工智能;创投;元宇宙;车联网(车路协同);百度概念;ETC;智能医疗;机器人概念;阿里巴巴概念;无人驾驶;华为概念;东数西算(算力);数据中心(AIDC)
33,39,002183.SZ,002183,卫星导航;5G;商业航天;数据中心(AIDC);消费电子概念;东数西算(算力);充电桩;无人机;华为概念;新能源汽车;低空经济;储能;粤港澳大湾区;信创;芯片概念;国产操作系统;云计算;智能物流;华为鲲鹏;鸿蒙概念;人工智能;DeepSeek概念;一带一路;深圳国企改革;创投;金属回收;锂电池概念;存储芯片;统一大市场;智能医疗;跨境支付(CIPS);冷链物流;国企改革;物业管理;乳业;医药电商;白酒概念;深股通;融资融券
33,14,300951.SZ,300951,苹果概念;富士康概念;汽车电子;消费电子概念;智能穿戴;智能座舱;虚拟现实;专精特新;新能源汽车;新型烟草(电子烟);低空经济;锂电池概念;深股通;融资融券
33,14,002824.SZ,002824,华为手机;柔性屏(折叠屏);消费电子概念;比亚迪概念;宁德时代概念;小米概念;汽车热管理;新能源汽车;华为概念;储能;三胎概念;智能家居;深股通;融资融券
17,16,688147.SH,688147,存储芯片;中芯国际概念;先进封装;汽车芯片;第三代半导体;OLED;芯片概念;BC电池;HJT电池;TOPCON电池;钙钛矿电池;专精特新;光伏概念;高端装备;沪股通;融资融券
33,17,002735.SZ,002735,可控核聚变;军工信息化;富士康概念;无线充电;军工;核电;光伏概念;低空经济;比亚迪概念;新能源汽车;飞行汽车(eVTOL);可降解塑料;医疗器械概念;信创;储能;两轮车;深股通
17,16,600770.SH,600770,数据安全;汽车芯片;芯片概念;语音技术;创投;手机游戏;人工智能;网络游戏;绿色电力;碳纤维;跨境电商;融资融券;汽车电子;第三代半导体;股权转让(并购重组);沪股通
33,8,002515.SZ,002515,共封装光学(CPO);芯片概念;数据中心(AIDC);人造肉;共同富裕示范区;深股通;网红经济;预制菜
33,24,002189.SZ,002189,3D打印;军工;芯片概念;消费电子概念;军民融合;汽车电子;智能座舱;AI眼镜;MR(混合现实);无人驾驶;兵装重组概念;机器视觉;虚拟现实;安防;华为概念;车联网(车路协同);家用电器;长安汽车概念;数字经济;央企国企改革;国企改革;深股通;中字头股票;融资融券
33,13,300863.SZ,300863,铜缆高速连接;数据中心(AIDC);商业航天;储能;小米汽车;新能源汽车;人形机器人;特斯拉概念;机器人概念;华为汽车;长安汽车概念;深股通;融资融券
33,10,002222.SZ,002222,光纤概念;共封装光学(CPO);无人驾驶;华为概念;海峡两岸;虚拟现实;福建自贸区;国企改革;深股通;融资融券
33,10,301055.SZ,301055,物联网;家用电器;AI智能体;DeepSeek概念;NFT概念;露营经济;IP经济(谷子经济);跨境电商;超级品牌;融资融券
17,11,688665.SH,688665,汽车电子;传感器;小米概念;专精特新;固态电池;新能源汽车;PM2.5;锂电池概念;储能;沪股通;融资融券
17,14,688135.SH,688135,汽车芯片;存储芯片;先进封装;芯片概念;5G;传感器;东数西算(算力);卫星导航;专精特新;比亚迪概念;无人驾驶;阿里巴巴概念;沪股通;融资融券
33,9,001257.SZ,001257,金属铅;金属锌;金属铜;小金属概念;注册制次新股;国企改革;深股通;新股与次新股;融资融券
17,17,688508.SH,688508,国家大基金持股;中芯国际概念;汽车芯片;第三代半导体;芯片概念;数据中心(AIDC);高压快充;专精特新;智能电网;充电桩;无人机;人工智能;机器人概念;DeepSeek概念;人形机器人;沪股通;融资融券
33,37,300632.SZ,300632,先进封装;第三代半导体;共封装光学(CPO);PET铜箔;芯片概念;OLED;MiniLED;富士康概念;PCB概念;柔性屏(折叠屏);传感器;消费电子概念;AI眼镜;5G;智能穿戴;汽车电子;人形机器人;无线耳机;比亚迪概念;机器人概念;无人驾驶;脑机接口;充电桩;无人机;家用电器;储能;锂电池概念;固态电池;鸿蒙概念;海峡两岸;福建自贸区;人民币贬值受益;一带一路;养老概念;医美概念;消毒剂;深股通
33,10,300097.SZ,300097,柔性屏(折叠屏);MicroLED概念;新型工业化;MiniLED;华为概念;智能物流;OLED;新能源汽车;摘帽;股权转让(并购重组)
33,10,000703.SZ,000703,可降解塑料;参股银行;西部大开发;一带一路;互联网金融;融资融券;深股通;阿里巴巴概念;煤化工概念;2026中报预增
17,8,688781.SH,688781,科创次新股;OLED;AI眼镜;芯片概念;注册制次新股;智能穿戴;新股与次新股;融资融券
17,11,688148.SH,688148,动力电池回收;金属回收;固态电池;锂电池概念;宁德时代概念;比亚迪概念;特斯拉概念;机器人概念;人形机器人;芯片概念;融资融券
17,20,688195.SH,688195,光纤概念;共封装光学(CPO);光刻机;AI眼镜;芯片概念;量子科技;商业航天;卫星导航;数据中心(AIDC);专精特新;机器视觉;无人驾驶;华为概念;福建自贸区;海峡两岸;医疗器械概念;独角兽概念;沪股通;股权转让(并购重组);融资融券
17,10,603185.SH,603185,硅能源;TOPCON电池;光伏概念;第三代半导体;储能;专精特新;高端装备;工业母机;融资融券;沪股通
33,16,002585.SZ,002585,PET铜箔;OLED;柔性屏(折叠屏);消费电子概念;小米概念;光伏概念;华为概念;锂电池概念;新能源汽车;可降解塑料;区块链;建筑节能;绿色电力;参股银行;融资融券;深股通
33,31,002400.SZ,002400,快手概念;小红书概念;短剧游戏;AIGC概念;抖音概念(字节概念);百度概念;文化传媒概念;AI应用;云计算;腾讯概念;数据要素;阿里巴巴概念;区块链;元宇宙;职业教育;DeepSeek概念;IP经济(谷子经济);人工智能;国资云;体育产业;跨境电商;横琴新区;创投;数据中心(AIDC);长安汽车概念;粤港澳大湾区;国企改革;深股通;融资融券;AI智能体;虚拟数字人
33,14,301392.SZ,301392,第三代半导体;PET铜箔;富士康概念;芯片概念;苹果概念;钙钛矿电池;TOPCON电池;专精特新;光伏概念;比亚迪概念;锂电池概念;玻璃基板;融资融券;深股通
33,6,301630.SZ,301630,PCB概念;专精特新;注册制次新股;深股通;新股与次新股;融资融券
17,14,688275.SH,688275,钠离子电池;磷化工;固态电池;锂电池概念;宁德时代概念;储能;碳中和;充电桩;污水处理;比亚迪概念;新能源汽车;专精特新;沪股通;融资融券
33,10,002871.SZ,002871,液冷服务器;数据中心(AIDC);军工;人工智能;军民融合;水利;人民币贬值受益;地下管网;一带一路;俄乌冲突概念
33,17,002426.SZ,002426,新型工业化;AI PC;小米概念;一体化压铸;华为概念;新能源汽车;特斯拉概念;人民币贬值受益;智能穿戴;一带一路;消费电子概念;苹果概念;AI眼镜;锂电池概念;PET铜箔;深股通;融资融券
33,13,301251.SZ,301251,共封装光学(CPO);PCB概念;富士康概念;MiniLED;5G;汽车电子;专精特新;新型工业化;机器人概念;工业互联网;一带一路;深股通;融资融券
151,10,920175.BJ,920175,比亚迪概念;中俄贸易概念;融资融券;3D打印;石墨电极;光伏概念;专精特新;风电;燃料电池;芯片概念
17,29,688262.SH,688262,汽车芯片;MCU芯片;存储芯片;国家大基金持股;先进封装;芯片概念;无线充电;汽车电子;智能座舱;商业航天;东数西算(算力);星闪概念;量子科技;物联网;智能电网;无人驾驶;安防;网络安全;比亚迪概念;车联网(车路协同);信创;数据安全;电子身份证;数字货币;鸿蒙概念;长安汽车概念;AI PC;沪股通;融资融券
33,9,002240.SZ,002240,盐湖提锂;小金属概念;固态电池;锂电池概念;宁德时代概念;比亚迪概念;西部大开发;深股通;融资融券
33,15,300435.SZ,300435,煤化工概念;俄乌冲突概念;新疆振兴;天然气;共同富裕示范区;氢能源;一带一路;碳中和;可控核聚变;海峡两岸;高端装备;商业航天;储能;芯片概念;深股通
17,10,603610.SH,603610,传感器;智能家居;人民币贬值受益;脑机接口;三胎概念;养老概念;人工智能;鸿蒙概念;AI智能体;沪股通
33,11,300189.SZ,300189,转基因;粮食概念;玉米;土地流转;生态农业;海南自贸区;农业种植;乡村振兴;合成生物;深股通;融资融券
33,7,301322.SZ,301322,中芯国际概念;先进封装;芯片概念;新能源汽车;人民币贬值受益;动力电池回收;融资融券
33,31,002429.SZ,002429,光纤概念;共封装光学(CPO);F5G概念;第三代半导体;WiFi 6;PCB概念;MicroLED概念;富士康概念;先进封装;MiniLED;汽车芯片;5G;芯片概念;消费电子概念;小米概念;数据中心(AIDC);智能音箱;粤港澳大湾区;深圳国企改革;智能家居;人民币贬值受益;抖音概念(字节概念);阿里巴巴概念;拼多多概念;鸿蒙概念;AIGC概念;深股通;融资融券;AI应用;国企改革;短剧游戏
151,12,920662.BJ,920662,数据中心(AIDC);风电;军民融合;海工装备;氢能源;燃料电池;新能源汽车;充电桩;液冷服务器;融资融券;储能;专精特新
33,8,002756.SZ,002756,锂电池概念;特钢概念;核电;互联网金融;军工;液冷服务器;融资融券;深股通
17,28,603068.SH,603068,MCU芯片;汽车芯片;传感器;小米概念;智能穿戴;芯片概念;星闪概念;智能音箱;消费电子概念;无线耳机;AI眼镜;卫星导航;WiFi 6;无人机;物联网;华为概念;毫米波雷达;无人驾驶;低空经济;智能家居;ETC;上海自贸区;智慧城市;人工智能;阿里巴巴概念;抖音概念(字节概念);鸿蒙概念;沪股通
17,13,688230.SH,688230,第三代半导体;芯片概念;AI手机;消费电子概念;AI眼镜;智能穿戴;5G;小米概念;专精特新;人形机器人;股权转让(并购重组);沪股通;融资融券
17,10,600186.SH,600186,算力租赁;东数西算(算力);AI智能体;DeepSeek概念;智能医疗;土壤修复;粮食概念;超级品牌;融资融券;沪股通
33,12,300241.SZ,300241,电子纸;MiniLED;MicroLED概念;智能座舱;汽车电子;传感器;消费电子概念;虚拟现实;小米概念;比亚迪概念;粤港澳大湾区;智能家居
17,13,603800.SH,603800,PET铜箔;PCB概念;先进封装;光刻机;芯片概念;机器视觉;锂电池概念;固态电池;海工装备;页岩气;天然气;沪股通;融资融券
17,7,600618.SH,600618,环氧丙烷;氟化工概念;消毒剂;国企改革;上海国企改革;沪股通;融资融券
33,5,000545.SZ,000545,钛白粉概念;磷化工;锂电池概念;股权转让(并购重组);融资融券
33,15,300606.SZ,300606,存储芯片;PCB概念;芯片概念;第三代半导体;柔性屏(折叠屏);富士康概念;消费电子概念;3D打印;专精特新;比亚迪概念;工业母机;大飞机;新型工业化;机器人概念;高端装备
33,23,000733.SZ,000733,超级电容;共封装光学(CPO);第三代半导体;芯片概念;数据中心(AIDC);卫星导航;商业航天;华为概念;比亚迪概念;新能源汽车;储能;军工;低空经济;大飞机;军民融合;锂电池概念;飞行汽车(eVTOL);深股通;央企国企改革;国企改革;西部大开发;参股券商;融资融券
33,18,300304.SZ,300304,汽车电子;汽车芯片;芯片概念;传感器;无人驾驶;比亚迪概念;新能源汽车;专精特新;机器人概念;充电桩;海峡两岸;储能;横琴新区;风电;创投;深股通;绿色电力;低空经济
33,38,300184.SZ,300184,华为海思概念股;存储芯片;PCB概念;汽车芯片;第三代半导体;MCU芯片;OLED;6G概念;5G;液冷服务器;芯片概念;消费电子概念;汽车电子;无线耳机;智能穿戴;数据中心(AIDC);传感器;小米概念;星闪概念;华为概念;光伏概念;物联网;比亚迪概念;智能电网;ETC;电力物联网;车联网(车路协同);腾讯概念;储能;特斯拉概念;机器人概念;智能家居;人工智能;独角兽概念;跨境电商;商业航天;融资融券;深股通
17,12,603681.SH,603681,储能;固态电池;可降解塑料;长三角一体化;专精特新;一带一路;医疗器械概念;人民币贬值受益;跨境电商;人工智能;AI智能体;融资融券
17,18,688653.SH,688653,芯片概念;WiFi 6;AI眼镜;消费电子概念;5G;专精特新;智能音箱;星闪概念;智能座舱;无人机;物联网;上海自贸区;智能家居;低空经济;车联网(车路协同);沪股通;股权转让(并购重组);融资融券
33,17,002643.SZ,002643,光刻胶;OLED;芯片概念;钙钛矿电池;PEEK材料;光伏概念;锂电池概念;固态电池;光纤概念;燃料电池;人民币贬值受益;供销社;国企改革;肝炎概念;仿制药一致性评价;深股通;融资融券
33,14,300440.SZ,300440,专精特新;军工;虚拟现实;机器人概念;高铁;无人驾驶;智能物流;人工智能;职业教育;储能;数字孪生;AI智能体;西部大开发;深股通
33,18,300327.SZ,300327,汽车芯片;MCU芯片;芯片概念;OLED;消费电子概念;汽车电子;智能穿戴;储能;柔性屏(折叠屏);物联网;锂电池概念;无人机;智能家居;家用电器;机器人概念;深股通;股权转让(并购重组);融资融券
17,8,688710.SH,688710,CRO概念;细胞免疫治疗;创新药;智能医疗;国企改革;央企国企改革;沪股通;融资融券
33,16,002361.SZ,002361,航空发动机;卫星导航;军民融合;高铁;商业航天;高端装备;低空经济;军工;3D打印;无人机;污水处理;石墨烯;国企改革;深股通;股权转让(并购重组);融资融券
17,5,688056.SH,688056,光刻胶;食品安全;芯片概念;核污染防治;融资融券
17,8,688809.SH,688809,存储芯片;科创次新股;芯片概念;2026一季报预增;注册制次新股;华为概念;新股与次新股;融资融券
17,9,688209.SH,688209,汽车芯片;芯片概念;消费电子概念;无线耳机;小米概念;专精特新;脑机接口;沪股通;融资融券
33,4,301036.SZ,301036,光刻胶;参股银行;绿色电力;融资融券
17,19,688153.SH,688153,汽车芯片;芯片概念;WiFi 6;消费电子概念;汽车电子;卫星导航;5G;小米概念;专精特新;比亚迪概念;星闪概念;无人机;新能源汽车;机器人概念;低空经济;人民币贬值受益;京津冀一体化;沪股通;融资融券
17,10,600658.SH,600658,京津冀一体化;数字经济;数据要素;人工智能;云计算;创投;国企改革;量子科技;芯片概念;沪股通
33,16,301106.SZ,301106,星闪概念;电力物联网;智能电网;智能家居;新型烟草(电子烟);家用电器;5G;消费电子概念;智能座舱;汽车电子;新能源汽车;比亚迪概念;两轮车;PCB概念;股权转让(并购重组);融资融券
22,8,600568.SH,600568,ST板块;PPP概念;民营医院;粤港澳大湾区;医疗器械概念;眼科医疗;细胞免疫治疗;医药电商
33,21,300331.SZ,300331,光刻机;中芯国际概念;OLED;芯片概念;柔性屏(折叠屏);3D打印;电子纸;智能穿戴;专精特新;光伏概念;小米概念;烟草;华为概念;AI PC;虚拟现实;元宇宙;人工智能;IP经济(谷子经济);体育产业;深股通;融资融券
33,9,001210.SZ,001210,建筑节能;新疆振兴;液冷服务器;数据确权;数据中心(AIDC);京津冀一体化;量子科技;储能;工业互联网
33,15,000833.SZ,000833,氟化工概念;磷化工;化肥;土地流转;农业种植;乡村振兴;西部大开发;锂电池概念;国企改革;TOPCON电池;2026一季报预增;粤港澳大湾区;光伏概念;融资融券;深股通
17,23,688381.SH,688381,汽车芯片;共封装光学(CPO);AI手机;芯片概念;AI眼镜;5G;汽车电子;消费电子概念;传感器;智能座舱;数据中心(AIDC);小米概念;虚拟现实;比亚迪概念;专精特新;安防;海峡两岸;人形机器人;小米汽车;机器人概念;人民币贬值受益;沪股通;融资融券
17,28,603936.SH,603936,先进封装;存储芯片;PCB概念;共封装光学(CPO);第三代半导体;MiniLED;苹果概念;6G概念;消费电子概念;汽车电子;5G;AI PC;液冷服务器;EDR概念;智能穿戴;商业航天;卫星导航;数据中心(AIDC);比亚迪概念;无人驾驶;新能源汽车;华为概念;军工;充电桩;机器人概念;物联网;沪股通;融资融券
33,6,002458.SZ,002458,养鸡;猪肉;乳业;深股通;2026中报预增;融资融券
33,39,000969.SZ,000969,航空发动机;稀土永磁;大飞机;小金属概念;无线充电;可控核聚变;商业航天;3D打印;碳纤维;飞行汽车(eVTOL);军工;核电;MicroLED概念;核污染防治;华为手机;低空经济;苹果概念;第三代半导体;海工装备;OLED;芯片概念;中芯国际概念;比亚迪概念;新能源汽车;小米概念;燃料电池;5G;固态电池;机器人概念;氢能源;华为概念;央企国企改革;一带一路;创投;国企改革;京津冀一体化;深股通;融资融券;PCB概念
17,4,603519.SH,603519,创投;家用电器;高股息精选;第三代半导体
17,21,688031.SH,688031,MLOps概念;AI PC;数字水印;华为昇腾;华为鲲鹏;多模态AI;数据安全;AIGC概念;信创;英伟达概念;数据要素;AI应用;AI智能体;独角兽概念;东数西算(算力);华为概念;DeepSeek概念;人工智能;工业互联网;沪股通;融资融券
33,13,300054.SZ,300054,中芯国际概念;存储芯片;光刻胶;先进封装;OLED;第三代半导体;芯片概念;柔性屏(折叠屏);2026一季报预增;锂电池概念;深股通;玻璃基板;融资融券
33,19,300620.SZ,300620,共封装光学(CPO);光纤概念;芯片概念;5G;3D打印;量子科技;数据中心(AIDC);商业航天;2026一季报预增;卫星导航;无人驾驶;海工装备;横琴新区;粤港澳大湾区;一带一路;国企改革;股权转让(并购重组);深股通;融资融券
33,31,300624.SZ,300624,AI视频;ChatGPT概念;多模态AI;AIGC概念;Web3.0;虚拟数字人;云办公;百度概念;数据安全;短剧游戏;AI应用;AI智能体;信创;阿里巴巴概念;鸿蒙概念;元宇宙;DeepSeek概念;人工智能;物联网;虚拟现实;华为概念;网红经济;创投;机器人概念;智能家居;同花顺新质50;一带一路;人民币贬值受益;西部大开发;融资融券;深股通
33,20,002185.SZ,002185,国家大基金持股;先进封装;存储芯片;汽车芯片;第三代半导体;共封装光学(CPO);华为海思概念股;芯片概念;汽车电子;5G;毫米波雷达;智能座舱;传感器;比亚迪概念;华为概念;无人驾驶;机器人概念;深股通;融资融券;西部大开发
33,12,301197.SZ,301197,专精特新;建筑节能;新型城镇化;华为概念;智慧城市;信创;人工智能;华为鲲鹏;蚂蚁集团概念;数据要素;雄安新区;融资融券
151,11,920367.BJ,920367,仿制药一致性评价;人工智能;机器人概念;AI应用;医药电商;流感;融资融券;维生素;创新药;华为鲲鹏;智能医疗
33,7,000510.SZ,000510,金属铜;小金属概念;石墨烯;芯片概念;化债概念(AMC概念);西部大开发;深股通
33,7,000751.SZ,000751,金属锌;金属铅;金属铜;黄金概念;小金属概念;金属回收;深股通
33,14,300623.SZ,300623,汽车芯片;第三代半导体;中芯国际概念;芯片概念;5G;汽车电子;高压快充;柔性直流输电;充电桩;专精特新;新能源汽车;深股通;股权转让(并购重组);融资融券
33,26,300785.SZ,300785,快手概念;AI视频;AI语料;智谱AI;ChatGPT概念;AIGC概念;拼多多概念;NFT概念;多模态AI;抖音概念(字节概念);AI应用;数据要素;电子竞技;AI智能体;百度概念;阿里巴巴概念;腾讯概念;鸿蒙概念;DeepSeek概念;人工智能;京津冀一体化;华为概念;同花顺新质50;小米概念;苹果概念;深股通
33,23,002845.SZ,002845,OLED;柔性屏(折叠屏);芯片概念;先进封装;MiniLED;汽车电子;智能穿戴;MicroLED概念;消费电子概念;小米概念;富士康概念;虚拟现实;华为概念;无人驾驶;机器视觉;智能家居;机器人概念;无人机;低空经济;粤港澳大湾区;固态电池;广东自贸区;深股通
33,9,300533.SZ,300533,手机游戏;网络游戏;IP经济(谷子经济);创投;阿里巴巴概念;人民币贬值受益;粤港澳大湾区;新能源汽车;深股通
33,6,301161.SZ,301161,芯片概念;农机;机器人概念;海工装备;股权转让(并购重组);融资融券
17,28,688187.SH,688187,国家大基金持股;第三代半导体;柔性直流输电;特高压;汽车芯片;芯片概念;智能电网;数据中心(AIDC);光伏概念;充电桩;储能;小米概念;传感器;风电;新能源汽车;海工装备;无人驾驶;高铁;氢能源;机器人概念;长安汽车概念;可燃冰;数据要素;一带一路;央企国企改革;国企改革;沪股通;融资融券
33,25,002156.SZ,002156,国家大基金持股;存储芯片;先进封装;共封装光学(CPO);汽车芯片;华为海思概念股;第三代半导体;芯片概念;AI PC;汽车电子;消费电子概念;智能穿戴;智能座舱;毫米波雷达;传感器;同花顺新质50;比亚迪概念;特斯拉概念;物联网;海峡两岸;深股通;人民币贬值受益;创投;玻璃基板;融资融券
151,5,920489.BJ,920489,融资融券;国企改革;可降解塑料;光刻胶;专精特新
33,3,301059.SZ,301059,有机硅概念;专精特新;融资融券
33,3,300883.SZ,300883,烟草;工业互联网;融资融券
17,11,688720.SH,688720,国家大基金持股;存储芯片;中芯国际概念;先进封装;光刻胶;OLED;PCB概念;芯片概念;专精特新;沪股通;融资融券
