股票代码,所属概念数量,所属概念,code,market_code
300569.SZ,8,横琴新区;海工装备;风电;国企改革;绿色电力;光伏概念;融资融券;深股通,300569,33
603829.SH,3,智能电网;储能;光伏概念,603829,17
002821.SZ,9,CRO概念;减肥药;创新药;合成生物;智能医疗;深股通;人民币贬值受益;京津冀一体化;融资融券,002821,33
600876.SH,8,光热发电;光伏概念;碳中和;国企改革;央企国企改革;沪股通;玻璃基板;融资融券,600876,17
688648.SH,16,阿里巴巴概念;抖音概念(字节概念);无人驾驶;人工智能;华为概念;无人机;拼多多概念;机器人概念;机器视觉;专精特新;智能物流;国企改革;统一大市场;沪股通;中字头股票;融资融券,688648,17
301459.SZ,16,汽车热管理;长安汽车概念;人形机器人;安防;机器人概念;低空经济;农机;无人机;专精特新;新能源汽车;比亚迪概念;中俄贸易概念;人民币贬值受益;共同富裕示范区;俄乌冲突概念;融资融券,301459,33
000899.SZ,8,抽水蓄能;超超临界发电;绿色电力;储能;核电;国企改革;融资融券;深股通,000899,33
300735.SZ,40,MCU芯片;华为手机;毫米波雷达;汽车电子;智能穿戴;5G;AI PC;AI手机;消费电子概念;传感器;卫星导航;智能座舱;商业航天;EDR概念;小米概念;无人驾驶;物联网;液冷服务器;华为概念;车联网(车路协同);人形机器人;安防;低空经济;东数西算(算力);充电桩;机器人概念;新能源汽车;小米汽车;移动支付;光伏概念;工业互联网;智能家居;华为汽车;粤港澳大湾区;储能;一带一路;宠物经济;深股通;股权转让(并购重组);融资融券,300735,33
300035.SZ,15,石墨电极;钠离子电池;硅能源;固态电池;锂电池概念;宁德时代概念;储能;创投;专精特新;新能源汽车;比亚迪概念;高压快充;PCB概念;融资融券;深股通,300035,33
605299.SH,12,足球概念;冰雪产业;体育产业;跨境电商;养老概念;海峡两岸;AIGC概念;人工智能;DeepSeek概念;鸿蒙概念;华为概念;沪股通,605299,17
600415.SH,28,IP经济(谷子经济);网红经济;超级品牌;统一大市场;跨境电商;参股券商;虚拟数字人;AI应用;跨境支付(CIPS);阿里巴巴概念;DeepSeek概念;数字货币;数据要素;互联网金融;绿色电力;中俄贸易概念;人工智能;共同富裕示范区;国企改革;数字经济;移动支付;同花顺中特估100;一带一路;同花顺出海50;数据中心(AIDC);沪股通;融资融券;航运概念,600415,17
301449.SZ,19,注册制次新股;汽车热管理;机器人概念;高端装备;新能源汽车;智能医疗;网络安全;物联网;水利;宁德时代概念;粤港澳大湾区;锂电池概念;储能;高压快充;核电;充电桩;深股通;新股与次新股;融资融券,301449,33
300577.SZ,6,IP经济(谷子经济);体育产业;跨境电商;人民币贬值受益;小米概念;深股通,300577,33
002379.SZ,4,股权转让(并购重组);金属回收;深股通;融资融券,002379,33
300327.SZ,18,汽车芯片;MCU芯片;芯片概念;OLED;消费电子概念;汽车电子;智能穿戴;储能;柔性屏(折叠屏);物联网;锂电池概念;无人机;智能家居;家用电器;机器人概念;深股通;股权转让(并购重组);融资融券,300327,33
000020.SZ,2,物业管理;粤港澳大湾区,000020,33
002630.SZ,13,核电;储能;光热发电;一带一路;ST板块;碳中和;西部大开发;超超临界发电;新型城镇化;生物质能发电;绿色电力;固废处理;PPP概念,002630,33
688765.SH,9,重组蛋白;创新药;注册制次新股;人民币贬值受益;农业种植;转基因;科创次新股;新股与次新股;融资融券,688765,17
600810.SH,6,国企改革;光伏建筑一体化;军工;股权转让(并购重组);沪股通;融资融券,600810,17
688696.SH,13,跨境电商;手机游戏;西部大开发;智能家居;专精特新;机器视觉;百度概念;新能源汽车;智能座舱;AI眼镜;消费电子概念;融资融券;沪股通,688696,17
300723.SZ,16,重组蛋白;减肥药;创新药;仿制药一致性评价;肝炎概念;猴痘概念;流感;生物疫苗;医药电商;三胎概念;智能医疗;DeepSeek概念;粤港澳大湾区;英伟达概念;融资融券;深股通,300723,33
002026.SZ,20,工业母机;新能源汽车;新型工业化;高端装备;机器人概念;军工;大飞机;小米概念;智能物流;家用电器;换电概念;充电桩;锂电池概念;储能;固态电池;创投;一带一路;深股通;股权转让(并购重组);融资融券,002026,33
301077.SZ,11,AI智能体;AI应用;跨境电商;人工智能;东数西算(算力);量子科技;储能;专精特新;英伟达概念;深股通;融资融券,301077,33
002442.SZ,4,工业互联网;煤化工概念;阿里巴巴概念;京津冀一体化,002442,33
002248.SZ,3,新型工业化;工业母机;高端装备,002248,33
300838.SZ,4,中俄贸易概念;高端装备;专精特新;芯片概念,300838,33
688571.SH,6,光刻胶;专精特新;PCB概念;稀土永磁;国企改革;融资融券,688571,17
688552.SH,9,军工信息化;军民融合;军工;低空经济;专精特新;央企国企改革;国企改革;沪股通;融资融券,688552,17
600212.SH,14,换电概念;储能;充电桩;人工智能;新疆振兴;高压快充;一带一路;宁德时代概念;无人机;新能源汽车;机器人概念;专精特新;沪股通;融资融券,600212,17
002952.SZ,13,电子纸;柔性屏(折叠屏);汽车电子;智能穿戴;消费电子概念;虚拟现实;新能源汽车;智能家居;家用电器;人民币贬值受益;数字货币;数字经济;充电桩,002952,33
600577.SH,19,人形机器人;特斯拉概念;军工;比亚迪概念;高压快充;机器人概念;新能源汽车;超导概念;数据中心(AIDC);工业互联网;可控核聚变;智能电网;铜缆高速连接;移动支付;ERP概念;跨境支付(CIPS);沪股通;股权转让(并购重组);融资融券,600577,17
603095.SH,7,参股银行;高端装备;创投;专精特新;工业互联网;机器视觉;华为概念,603095,17
002916.SZ,17,PCB概念;先进封装;存储芯片;富士康概念;国家大基金持股;苹果概念;汽车电子;5G;芯片概念;数据中心(AIDC);新能源汽车;华为概念;深股通;粤港澳大湾区;央企国企改革;国企改革;融资融券,002916,33
688566.SH,5,创新药;肝炎概念;眼科医疗;沪股通;融资融券,688566,17
301135.SZ,28,人脸识别;家用电器;智能家居;语音技术;人工智能;机器人概念;物联网;工业互联网;AI智能体;养老概念;DeepSeek概念;医疗器械概念;海峡两岸;空气能热泵;智能医疗;腾讯概念;三胎概念;传感器;宠物经济;锂电池概念;充电桩;毫米波雷达;储能;消费电子概念;汽车电子;芯片概念;PCB概念;融资融券,301135,33
603284.SH,6,参股银行;乡村振兴;注册制次新股;专精特新;新股与次新股;融资融券,603284,17
002491.SZ,13,光纤概念;5G;数据中心(AIDC);数字水印;专精特新;储能;网络安全;数据安全;长三角一体化;独角兽概念;固态电池;深股通;融资融券,002491,33
920200.BJ,4,军工;风电;新股与次新股;融资融券,920200,151
000537.SZ,10,绿色电力;风电;光热发电;储能;新疆振兴;央企国企改革;国企改革;京津冀一体化;深股通;融资融券,000537,33
300274.SZ,13,宁德时代概念;虚拟电厂;储能;氢能源;充电桩;风电;光伏概念;同花顺漂亮100;新能源汽车;深股通;融资融券;数据中心(AIDC);数字经济,300274,33
300814.SZ,16,共封装光学(CPO);铜缆高速连接;先进封装;PCB概念;MiniLED;5G;汽车电子;毫米波雷达;华为数字能源;数据中心(AIDC);新能源汽车;华为概念;华为汽车;一带一路;深股通;融资融券,300814,33
600241.SH,2,锂电池概念;国企改革,600241,17
688008.SH,10,存储芯片;中芯国际概念;芯片概念;消费电子概念;数据中心(AIDC);数据安全;人民币贬值受益;人工智能;沪股通;融资融券,688008,17
920556.BJ,17,数据中心(AIDC);电力物联网;数字孪生;商业航天;阿里巴巴概念;融资融券;腾讯概念;百度概念;物联网;智能电网;华为概念;华为数字能源;充电桩;储能;传感器;云计算;5G,920556,151
600660.SH,9,证金持股;同花顺漂亮100;同花顺出海50;福建自贸区;小米汽车;沪股通;融资融券;特斯拉概念;光伏概念,600660,17
301086.SZ,18,富士康概念;液冷服务器;苹果概念;消费电子概念;2026一季报预增;专精特新;锂电池概念;华为数字能源;储能;华为概念;工业母机;新能源汽车;虚拟现实;机器人概念;汽车热管理;新型工业化;深股通;融资融券,301086,33
002569.SZ,2,ST板块;股权转让(并购重组),002569,33
001325.SZ,6,冰雪产业;参股银行;农机;注册制次新股;新股与次新股;融资融券,001325,33
920871.BJ,10,数据中心(AIDC);消费电子概念;无人机;3D打印;锂电池概念;风电;融资融券;海工装备;固态电池;军工,920871,151
300893.SZ,10,华为汽车;网络安全;一带一路;智能座舱;专精特新;新能源汽车;比亚迪概念;汽车电子;深股通;融资融券,300893,33
301017.SZ,13,医药电商;宠物经济;医美概念;冷链物流;家庭医生;养老概念;智能医疗;跨境电商;海峡两岸;时空大数据;阿里巴巴概念;深股通;融资融券,301017,33
688036.SH,16,语音技术;人工智能;国产操作系统;DeepSeek概念;AI智能体;人民币贬值受益;储能;智能穿戴;AI眼镜;AI手机;MLOps概念;消费电子概念;同花顺漂亮100;AI PC;沪股通;融资融券,688036,17
300190.SZ,14,垃圾分类;污水处理;专精特新;天然气;数字孪生;土壤修复;PPP概念;碳中和;固废处理;机器人概念;煤化工概念;液冷服务器;碳交易;生物质能发电,300190,33
301560.SZ,13,空气能热泵;专精特新;液冷服务器;人民币贬值受益;储能;数据中心(AIDC);比亚迪概念;新能源汽车;汽车热管理;机器人概念;工业互联网;特斯拉概念;融资融券,301560,33
603209.SH,13,航运概念;自由贸易港;统一大市场;一带一路;数字经济;DeepSeek概念;数据要素;人工智能;AI智能体;海峡两岸;智谱AI;2026中报预增;沪股通,603209,17
002879.SZ,11,柔性直流输电;智能电网;核电;高铁;商业航天;风电;数据中心(AIDC);抽水蓄能;储能;机器人概念;液冷服务器,002879,33
603685.SH,8,家用电器;PCB概念;东数西算(算力);长三角一体化;风电;虚拟电厂;绿色电力;沪股通,603685,17
920957.BJ,4,一带一路;融资融券;粤港澳大湾区;专精特新,920957,151
300697.SZ,8,金属铜;石墨烯;数据中心(AIDC);新能源汽车;高铁;氢能源;国企改革;深股通,300697,33
300141.SZ,10,智能电网;充电桩;换电概念;储能;高压快充;光伏概念;商业航天;氢能源;燃料电池;机器人概念,300141,33
002829.SZ,23,军工信息化;卫星导航;百度概念;低空经济;传感器;小米汽车;数字孪生;商业航天;无人机;安防;人形机器人;军民融合;人工智能;小米概念;军工;无人驾驶;机器人概念;专精特新;新能源汽车;智能物流;海工装备;光纤概念;深股通,002829,33
300948.SZ,12,人工智能;建筑节能;水利;土壤修复;一带一路;新型城镇化;污水处理;碳中和;PPP概念;碳交易;股权转让(并购重组);融资融券,300948,33
300757.SZ,22,共封装光学(CPO);光纤概念;华为海思概念股;富士康概念;苹果概念;芯片概念;BC电池;英伟达概念;量子科技;TOPCON电池;HJT电池;数据中心(AIDC);商业航天;光伏概念;新能源汽车;华为概念;新型工业化;高端装备;工业互联网;股权转让(并购重组);融资融券;深股通,300757,33
601606.SH,8,兵装重组概念;国企改革;央企国企改革;军民融合;军工;新能源汽车;沪股通;融资融券,601606,17
301360.SZ,20,富士康概念;华为手机;苹果概念;芯片概念;消费电子概念;AI眼镜;宁德时代概念;东数西算(算力);专精特新;无线充电;MR(混合现实);固态电池;智能穿戴;华为概念;机器视觉;锂电池概念;腾讯概念;钙钛矿电池;人工智能;融资融券,301360,33
002832.SZ,4,体育产业;网红经济;融资融券;深股通,002832,33
600875.SH,23,抽水蓄能;ChatGPT概念;光热发电;核电;超超临界发电;风电;DeepSeek概念;可控核聚变;人工智能;储能;工业互联网;高端装备;光伏概念;雅下水电概念;燃料电池;新能源汽车;氢能源;央企国企改革;乡村振兴;国企改革;西部大开发;沪股通;融资融券,600875,17
920101.BJ,7,光伏概念;专精特新;高铁;水利;中俄贸易概念;新股与次新股;融资融券,920101,151
301022.SZ,12,小米汽车;PEEK材料;华为汽车;人形机器人;机器人概念;无人驾驶;小米概念;比亚迪概念;新能源汽车;人民币贬值受益;储能;融资融券,301022,33
600262.SH,8,人民币贬值受益;车联网(车路协同);华为概念;无人驾驶;西部大开发;氢能源;国企改革;央企国企改革,600262,17
600276.SH,14,创新药;减肥药;仿制药一致性评价;细胞免疫治疗;医药电商;眼科医疗;辅助生殖;证金持股;同花顺漂亮100;智能医疗;创投;沪股通;融资融券;绿色电力,600276,17
600433.SH,9,烟草;可降解塑料;国企改革;燃料电池;军工;氢能源;央企国企改革;融资融券;沪股通,600433,17
600578.SH,13,超超临界发电;沪股通;融资融券;绿色电力;煤炭概念;风电;储能;蚂蚁集团概念;氢能源;高股息精选;证金持股;京津冀一体化;国企改革,600578,17
920378.BJ,7,减速器;人形机器人;特斯拉概念;融资融券;机器人概念;专精特新;新能源汽车,920378,151
300828.SZ,16,汽车热管理;比亚迪概念;新能源汽车;光伏概念;液冷服务器;机器人概念;数据中心(AIDC);5G;医疗器械概念;一带一路;储能;充电桩;京津冀一体化;风电;国企改革;股权转让(并购重组),300828,33
920685.BJ,4,基因测序;融资融券;合成生物;专精特新,920685,151
002996.SZ,9,金属回收;西部大开发;碳中和;专精特新;一体化压铸;比亚迪概念;新能源汽车;长安汽车概念;深股通,002996,33
002492.SZ,4,创投;横琴新区;统一大市场;粤港澳大湾区,002492,33
300889.SZ,15,智慧灯杆;智慧城市;传感器;充电桩;液冷服务器;机器人概念;露营经济;储能;比亚迪概念;新能源汽车;跨境电商;锂电池概念;深股通;股权转让(并购重组);融资融券,300889,33
601865.SH,5,光伏概念;一带一路;长三角一体化;融资融券;沪股通,601865,17
300913.SZ,12,铜缆高速连接;光纤概念;共封装光学(CPO);5G;数据中心(AIDC);机器视觉;光伏概念;新型工业化;人民币贬值受益;机器人概念;深股通;融资融券,300913,33
603259.SH,7,创新药;CRO概念;同花顺出海50;同花顺漂亮100;人民币贬值受益;融资融券;沪股通,603259,17
301036.SZ,4,光刻胶;参股银行;绿色电力;融资融券,301036,33
002112.SZ,11,智能电网;风电;数据中心(AIDC);核电;储能;光伏概念;国企改革;专精特新;共同富裕示范区;深股通;融资融券,002112,33
605089.SH,2,预制菜;冷链物流,605089,17
300904.SZ,7,海工装备;减速器;风电;新能源汽车;西部大开发;绿色电力;融资融券,300904,33
688084.SH,6,无人机;军工;高端装备;机器人概念;沪股通;融资融券,688084,17
301110.SZ,13,小红书概念;抖音概念(字节概念);阿里巴巴概念;数据要素;AI应用;AI智能体;跨境电商;人工智能;三胎概念;宠物经济;2026一季报预增;深股通;融资融券,301110,33
300552.SZ,18,人形机器人;机器视觉;智能座舱;数字孪生;车联网(车路协同);机器人概念;数据要素;毫米波雷达;无人驾驶;星闪概念;传感器;智慧城市;ETC;华为概念;低空经济;汽车电子;京津冀一体化;深股通,300552,33
300725.SZ,9,CRO概念;创新药;合成生物;智能医疗;人民币贬值受益;人工智能;AI应用;深股通;融资融券,300725,33
000951.SZ,11,高股息精选;减速器;深股通;绿色电力;冷链物流;无人驾驶;燃料电池;国企改革;新能源汽车;氢能源;融资融券,000951,33
600399.SH,8,特钢概念;大飞机;核电;航空发动机;军工;商业航天;沪股通;融资融券,600399,17
600166.SH,21,动力电池回收;燃料电池;氢能源;固态电池;锂电池概念;国企改革;华为汽车;无人驾驶;车联网(车路协同);智慧城市;军工;新能源汽车;工业互联网;宁德时代概念;冷链物流;百度概念;DeepSeek概念;华为概念;智能座舱;沪股通;融资融券,600166,17
600510.SH,14,体育产业;新型城镇化;装配式建筑;一带一路;养老概念;参股银行;创投;PPP概念;国企改革;证金持股;超级电容;OLED;沪股通;融资融券,600510,17
600468.SH,15,柔性直流输电;智能电网;风电;核电;海工装备;储能;军民融合;可控核聚变;京津冀一体化;超导概念;氢能源;军工;一带一路;国企改革;沪股通,600468,17
000417.SZ,19,互联网金融;AI应用;虚拟数字人;人工智能;跨境电商;养老概念;创投;乡村振兴;农村电商;充电桩;冷链物流;统一大市场;啤酒概念;参股银行;国企改革;黄金概念;证金持股;深股通;融资融券,000417,33
600312.SH,17,柔性直流输电;智能电网;特高压;核电;风电;充电桩;DeepSeek概念;数字孪生;储能;央企国企改革;工业互联网;一带一路;国企改革;高端装备;机器人概念;沪股通;融资融券,600312,17
603768.SH,7,一体化压铸;锂电池概念;长安汽车概念;新能源汽车;宁德时代概念;华为汽车;比亚迪概念,603768,17
688638.SH,7,宁德时代概念;锂电池概念;机器人概念;固态电池;光伏概念;芯片概念;融资融券,688638,17
300423.SZ,21,智能电网;智慧政务;智慧城市;安防;智慧灯杆;虚拟电厂;光热发电;水利;数据中心(AIDC);储能;专精特新;风电;商业航天;光伏概念;智能家居;燃料电池;可控核聚变;氢能源;锂电池概念;冷链物流;股权转让(并购重组),300423,33
300825.SZ,37,数字孪生;智谱AI;多模态AI;新型工业化;数据要素;AI智能体;车联网(车路协同);数字经济;人工智能;低空经济;汽车芯片;芯片概念;虚拟现实;DeepSeek概念;机器人概念;无人驾驶;减速器;人形机器人;华为概念;智能物流;京津冀一体化;换电概念;农机;英伟达概念;智能座舱;东数西算(算力);汽车电子;比亚迪概念;长安汽车概念;飞行汽车(eVTOL);新能源汽车;算力租赁;乡村振兴;华为汽车;燃料电池;融资融券;深股通,300825,33
920656.BJ,2,融资融券;宠物经济,920656,151
300787.SZ,15,智能家居;机器人概念;人民币贬值受益;安防;一带一路;储能;智能穿戴;数据中心(AIDC);宠物经济;无线耳机;无线充电;消费电子概念;苹果概念;锂电池概念;第三代半导体,300787,33
603382.SH,4,数字经济;工业互联网;绿色电力;融资融券,603382,17
688235.SH,5,创新药;同花顺出海50;人民币贬值受益;沪股通;融资融券,688235,17
688314.SH,8,牙科医疗;医美概念;医疗器械概念;西部大开发;PEEK材料;3D打印;专精特新;融资融券,688314,17
600888.SH,9,石墨烯;煤炭概念;新疆振兴;西部大开发;军工;一带一路;一体化压铸;沪股通;融资融券,600888,17
300871.SZ,5,创新药;合成生物;宠物经济;医药电商;融资融券,300871,33
002929.SZ,45,算力租赁;华为昇腾;东数西算(算力);云办公;数据安全;多模态AI;数据中心(AIDC);信创;阿里巴巴概念;智慧灯杆;电力物联网;5G;百度概念;MR(混合现实);AI智能体;空间计算;元宇宙;数字乡村;数字孪生;数据要素;智能电网;虚拟数字人;虚拟现实;华为概念;智慧城市;华为数字能源;AI应用;虚拟电厂;无人机;DeepSeek概念;军工;人工智能;充电桩;工业互联网;低空经济;机器人概念;光伏概念;储能;雄安新区;一带一路;跨境电商;乡村振兴;西部大开发;融资融券;深股通,002929,33
920735.BJ,5,流感;融资融券;创新药;减肥药;仿制药一致性评价,920735,151
603916.SH,12,可控核聚变;军工;核电;建筑节能;房屋检测;水利;雅下水电概念;风电;水泥概念;AI应用;抽水蓄能;融资融券,603916,17
300456.SZ,30,共封装光学(CPO);第三代半导体;光刻机;华为海思概念股;先进封装;国家大基金持股;太赫兹;芯片概念;6G概念;消费电子概念;5G;汽车电子;数据中心(AIDC);传感器;东数西算(算力);卫星导航;无人驾驶;华为概念;新型工业化;人民币贬值受益;无人机;物联网;时空大数据;创投;独角兽概念;百度概念;京津冀一体化;玻璃基板;融资融券;深股通,300456,33
300749.SZ,5,人工智能;智能家居;海工装备;家用电器;商业航天,300749,33
001312.SZ,6,注册制次新股;一带一路;人民币贬值受益;深股通;新股与次新股;融资融券,001312,33
000065.SZ,17,超超临界发电;煤炭概念;水利;绿色电力;虚拟电厂;新型城镇化;同花顺中特估100;央企国企改革;风电;一带一路;国企改革;智能物流;人民币贬值受益;无人机;新能源汽车;深股通;融资融券,000065,33
603266.SH,12,汽车热管理;无人驾驶;机器人概念;低空经济;新能源汽车;传感器;无人机;智能家居;毫米波雷达;汽车电子;消费电子概念;芯片概念,603266,17
002567.SZ,7,猪肉;养鸡;预制菜;合成生物;人造肉;融资融券;深股通,002567,33
301156.SZ,7,中俄贸易概念;宠物经济;合成生物;一带一路;维生素;俄乌冲突概念;融资融券,301156,33
688503.SH,16,光刻胶;OLED;BC电池;芯片概念;HJT电池;TOPCON电池;液冷服务器;汽车电子;5G;光伏概念;专精特新;卫星导航;商业航天;存储芯片;沪股通;融资融券,688503,17
300492.SZ,7,AI应用;职业教育;人工智能;在线教育;西部大开发;融资融券;深股通,300492,33
301290.SZ,4,血氧仪;医疗器械概念;重组蛋白;融资融券,301290,33
002928.SZ,3,西部大开发;融资融券;深股通,002928,33
603917.SH,6,长三角一体化;新能源汽车;比亚迪概念;小米汽车;一体化压铸;宁德时代概念,603917,17
002752.SZ,7,IP经济(谷子经济);福建自贸区;海峡两岸;抖音概念(字节概念);储能;新能源汽车;深股通,002752,33
688548.SH,12,存储芯片;芯片概念;氢能源;商业航天;专精特新;粤港澳大湾区;华为概念;国企改革;数字孪生;2026中报预增;沪股通;融资融券,688548,17
688238.SH,9,细胞免疫治疗;智能医疗;CRO概念;基因测序;重组蛋白;人工智能;上海自贸区;专精特新;融资融券,688238,17
600644.SH,13,绿色电力;虚拟电厂;天然气;地下管网;充电桩;污水处理;储能;乡村振兴;参股银行;西部大开发;光伏概念;沪股通;融资融券,600644,17
301097.SZ,3,医疗器械概念;三胎概念;融资融券,301097,33
301278.SZ,9,充电桩;光伏概念;专精特新;储能;钙钛矿电池;机器人概念;光伏建筑一体化;一带一路;融资融券,301278,33
300040.SZ,22,生物质能发电;抽水蓄能;绿色电力;虚拟电厂;光伏建筑一体化;风电;智能电网;碳中和;充电桩;黑龙江自贸区;储能;垃圾分类;雄安新区;高压快充;光伏概念;数据中心(AIDC);东数西算(算力);华为概念;高铁;乡村振兴;专精特新;数字孪生,300040,33
300959.SZ,12,小红书概念;快手概念;抖音概念(字节概念);短剧游戏;拼多多概念;腾讯概念;阿里巴巴概念;华为概念;文化传媒概念;深股通;股权转让(并购重组);融资融券,300959,33
603530.SH,9,抽水蓄能;柔性直流输电;智能电网;特高压;绿色电力;风电;核电;沪股通;融资融券,603530,17
300641.SZ,3,锂电池概念;深股通;融资融券,300641,33
603218.SH,7,核污染防治;风电;海工装备;核电;军工;融资融券;沪股通,603218,17
600381.SH,3,白酒概念;ST板块;西部大开发,600381,22
920184.BJ,16,低空经济;人工智能;AI智能体;鸿蒙概念;融资融券;空间计算;时空大数据;数据要素;数据确权;数字经济;数字乡村;互联网金融;卫星导航;互联网保险;乡村振兴;DeepSeek概念,920184,151
300464.SZ,6,无线耳机;消费电子概念;家用电器;人民币贬值受益;露营经济;跨境电商,300464,33
001210.SZ,9,建筑节能;新疆振兴;液冷服务器;数据确权;数据中心(AIDC);京津冀一体化;量子科技;储能;工业互联网,001210,33
002662.SZ,9,氢能源;燃料电池;储能;新能源汽车;锂电池概念;比亚迪概念;特斯拉概念;深股通;融资融券,002662,33
601020.SH,10,金属铅;金属锌;黄金概念;金属铜;小金属概念;一带一路;人民币贬值受益;西部大开发;沪股通;融资融券,601020,17
002014.SZ,4,高股息精选;供销社;绿色电力;深股通,002014,33
300927.SZ,5,丙烯酸;草甘膦;国企改革;股权转让(并购重组);融资融券,300927,33
000426.SZ,11,金属铅;金属锌;黄金概念;金属铜;金属镍;金属钴;小金属概念;西部大开发;深股通;融资融券;俄乌冲突概念,000426,33
300860.SZ,9,IP经济(谷子经济);文化传媒概念;虚拟数字人;元宇宙;旅游概念;虚拟现实;低空经济;深股通;融资融券,300860,33
002890.SZ,3,农机;乡村振兴;专精特新,002890,33
002532.SZ,9,俄乌冲突概念;钠离子电池;新疆振兴;2026一季报预增;锂电池概念;西部大开发;2026中报预增;融资融券;深股通,002532,33
002625.SZ,21,军民融合;商业航天;军工;无人机;低空经济;碳纤维;东数西算(算力);智能穿戴;华为概念;车联网(车路协同);无人驾驶;人工智能;AI应用;粤港澳大湾区;机器人概念;人形机器人;PEEK材料;雄安新区;深股通;股权转让(并购重组);融资融券,002625,33
301456.SZ,4,海工装备;风电;工业母机;融资融券,301456,33
603125.SH,3,风电;沪股通;融资融券,603125,17
300011.SZ,13,高铁;人工智能;语音技术;低空经济;一带一路;高端装备;空气能热泵;机器人概念;汽车热管理;国企改革;储能;动力电池回收;高压快充,300011,33
002969.SZ,4,海峡两岸;啤酒概念;深股通;股权转让(并购重组),002969,33
600513.SH,8,仿制药一致性评价;创新药;流感;禽流感;国企改革;专精特新;沪股通;股权转让(并购重组),600513,17
603177.SH,8,固废处理;碳中和;一带一路;燃料电池;氢能源;充电桩;钠离子电池;超超临界发电,603177,17
920028.BJ,6,比亚迪概念;宁德时代概念;华为概念;5G;新股与次新股;融资融券,920028,151
688410.SH,6,医疗器械概念;智能医疗;专精特新;西部大开发;沪股通;融资融券,688410,17
601519.SH,7,互联网金融;AI应用;鸿蒙概念;数据中心(AIDC);股权转让(并购重组);沪股通;融资融券,601519,17
300866.SZ,16,无线充电;储能;3D打印;无线耳机;芯片概念;充电桩;AI眼镜;人民币贬值受益;智能家居;消费电子概念;跨境电商;机器人概念;人工智能;安防;深股通;融资融券,300866,33
601778.SH,16,算力租赁;东数西算(算力);数据中心(AIDC);虚拟电厂;绿色电力;光伏建筑一体化;储能;风电;光伏概念;阿里巴巴概念;碳交易;腾讯概念;碳中和;氢能源;沪股通;融资融券,601778,17
920033.BJ,8,锂电池概念;金属镍;金属铜;金属回收;西部大开发;融资融券;动力电池回收;小金属概念,920033,151
688380.SH,15,存储芯片;汽车芯片;MCU芯片;芯片概念;消费电子概念;汽车电子;传感器;小米概念;专精特新;机器人概念;人形机器人;华为汽车;长安汽车概念;沪股通;融资融券,688380,17
301331.SZ,5,流感;医药电商;创新药;西部大开发;融资融券,301331,33
002465.SZ,32,军工信息化;卫星导航;6G概念;大飞机;商业航天;太赫兹;航空发动机;国产航母;智能穿戴;军民融合;无人机;军工;低空经济;虚拟现实;物联网;时空大数据;5G;车联网(车路协同);国产操作系统;同花顺新质50;成飞概念;无人驾驶;机器人概念;智慧城市;人工智能;脑机接口;DeepSeek概念;芯片概念;粤港澳大湾区;国企改革;深股通;融资融券,002465,33
000410.SZ,11,职业教育;工业互联网;工业母机;新型工业化;高端装备;国企改革;央企国企改革;商业航天;股权转让(并购重组);融资融券;深股通,000410,33
603322.SH,24,算力租赁;东数西算(算力);智慧灯杆;多模态AI;快手概念;数据中心(AIDC);数据要素;智慧城市;AI视频;物联网;AIGC概念;移动支付;华为概念;AI应用;5G;DeepSeek概念;人工智能;低空经济;充电桩;粤港澳大湾区;芯片概念;智能物流;一带一路;沪股通,603322,17
920496.BJ,15,数据中心(AIDC);虚拟电厂;融资融券;电力物联网;机器人概念;智能电网;数字孪生;华为鲲鹏;华为概念;光伏概念;充电桩;储能;人工智能;专精特新;一带一路,920496,151
300648.SZ,24,消费电子概念;比亚迪概念;专精特新;小米汽车;高压快充;新能源汽车;华为概念;锂电池概念;华为汽车;人形机器人;海峡两岸;燃料电池;宁德时代概念;福建自贸区;储能;人工智能;充电桩;固态电池;鸿蒙概念;海工装备;虚拟电厂;两轮车;深股通;融资融券,300648,33
920089.BJ,7,融资融券;碳纤维;比亚迪概念;小米汽车;小米概念;家用电器;3D打印,920089,151
300217.SZ,24,人形机器人;华为汽车;智能座舱;汽车热管理;比亚迪概念;传感器;机器人概念;新能源汽车;小米概念;光伏概念;家用电器;专精特新;军工;5G;储能;锂电池概念;固态电池;大飞机;海工装备;光热发电;芯片概念;核电;深股通;融资融券,300217,33
002827.SZ,6,民爆概念;雅下水电概念;西部大开发;国企改革;芯片概念;深股通,002827,33
300254.SZ,11,基因测序;智能医疗;医疗器械概念;三胎概念;流感;肝炎概念;养老概念;维生素;仿制药一致性评价;创新药;医药电商,300254,33
688455.SH,8,机器人概念;智能物流;人形机器人;专精特新;跨境电商;储能;锂电池概念;融资融券,688455,17
600686.SH,15,国企改革;福建自贸区;智能物流;氢能源;海峡两岸;燃料电池;长安汽车概念;车联网(车路协同);安防;百度概念;无人驾驶;新能源汽车;华为概念;融资融券;沪股通,600686,17
301163.SZ,9,人民币贬值受益;医疗器械概念;机器人概念;高端装备;海工装备;工业母机;储能;风电;融资融券,301163,33
300506.SZ,6,车联网(车路协同);粤港澳大湾区;比亚迪概念;智慧城市;智慧灯杆;摘帽,300506,33
