所属概念,所属概念数量,market_code,code,股票代码
高股息精选;家用电器;空气能热泵;深股通;融资融券;智能家居;汽车热管理;人形机器人;新能源汽车;DeepSeek概念;粤港澳大湾区,11.0,33,000921,000921.SZ
固态电池;芯片概念;锂电池概念;动力电池回收;特斯拉概念;沪股通;融资融券,7.0,17,688006,688006.SH
生物质能发电;绿色电力;碳交易;固废处理;碳中和;可降解塑料;三胎概念;粤港澳大湾区;合成生物;垃圾分类;创新药;PPP概念;人工智能;深股通;融资融券,15.0,33,301305,301305.SZ
盐湖提锂;锂电池概念;石墨烯;西部大开发;国企改革;融资融券;沪股通,7.0,17,600773,600773.SH
装配式建筑;新型城镇化;房屋检测;净水概念;地下管网;污水处理;雄安新区;水利;新疆振兴;一带一路;碳中和;人工智能;DeepSeek概念;智慧城市;碳交易;光伏建筑一体化;数据要素;数字孪生;雅下水电概念;时空大数据;车联网(车路协同);军工;低空经济;华为概念;数据中心(AIDC),25.0,33,300732,300732.SZ
幽门螺杆菌概念;流感;深股通;股权转让(并购重组),4.0,33,300111,300111.SZ
中芯国际概念;液冷服务器;超导概念;数据中心(AIDC);可控核聚变;3D打印;储能;核电;新能源汽车;军工;海峡两岸;固态电池;机器人概念;海工装备;燃料电池;人工智能;氢能源;空气能热泵;碳中和;水利;创投;雅下水电概念;智能物流;中俄贸易概念;国企改革;体育产业;融资融券;冷链物流;宠物经济;天然气;冰雪产业;深股通,32.0,33,000811,000811.SZ
物业管理;粤港澳大湾区,2.0,33,000020,000020.SZ
雄安新区;光伏建筑一体化;垃圾分类;智能家居;海峡两岸;粤港澳大湾区;充电桩;光伏概念;融资融券;深股通,10.0,33,002791,002791.SZ
智慧灯杆;换电概念;智能电网;充电桩;粤港澳大湾区;数据中心(AIDC);军工;储能;高压快充;比亚迪概念;光伏概念;新能源汽车;柔性直流输电;锂电池概念;特斯拉概念;PCB概念,16.0,33,300713,300713.SZ
第三代半导体;汽车芯片;MCU芯片;芯片概念;无线充电;汽车电子;小米概念;英伟达概念;专精特新;数据中心(AIDC);机器人概念;股权转让(并购重组);沪股通;融资融券,14.0,17,688368,688368.SH
AI PC;富士康概念;液冷服务器;消费电子概念;共封装光学(CPO);5G;苹果概念;汽车电子;无线充电;同花顺果指数;智能座舱;小米概念;数据中心(AIDC);MR(混合现实);华为概念;比亚迪概念;虚拟现实;光伏概念;无人机;新能源汽车;充电桩;储能;汽车热管理;石墨烯;一带一路;京津冀一体化;融资融券;深股通,28.0,33,300684,300684.SZ
猪肉;养鸡;预制菜;冷链物流;碳中和;绿色电力;深股通;融资融券,8.0,33,002840,002840.SZ
培育钻石;芯片概念;智能家居;人民币贬值受益;一带一路;跨境电商;沪股通,7.0,17,603661,603661.SH
光伏概念;雄安新区;医疗器械概念;锂电池概念;京津冀一体化;柔性屏(折叠屏);央企国企改革;国企改革;参股保险;固态电池;融资融券;沪股通,12.0,17,600135,600135.SH
存储芯片;国家大基金持股;先进封装;芯片概念;PCB概念;柔性屏(折叠屏);苹果概念;消费电子概念;有机硅概念;液冷服务器;HJT电池;智能穿戴;无线耳机;MR(混合现实);TOPCON电池;小米概念;光伏概念;数据中心(AIDC);专精特新;华为概念;石墨烯;固态电池;锂电池概念;宁德时代概念;新能源汽车;高端装备;储能;机器人概念;人形机器人;高铁;玻璃基板;沪股通;融资融券,33.0,17,688035,688035.SH
网红经济;跨境电商;跨境支付(CIPS);海峡两岸,4.0,33,002098,002098.SZ
体育产业;新型城镇化;装配式建筑;一带一路;养老概念;参股银行;创投;PPP概念;国企改革;证金持股;超级电容;OLED;沪股通;融资融券,14.0,17,600510,600510.SH
虚拟现实;元宇宙;新型烟草(电子烟);海峡两岸;人民币贬值受益;智能穿戴;消费电子概念;OLED,8.0,33,300032,300032.SZ
硅能源;有机硅概念;新疆振兴;光伏概念;芯片概念;西部大开发;沪股通;融资融券,8.0,17,688303,688303.SH
西部大开发;工业互联网;长安汽车概念;华为汽车;比亚迪概念;新能源汽车;小米汽车;小米概念,8.0,33,000757,000757.SZ
中俄贸易概念;跨境电商;广东自贸区;数字经济;数据要素;创投;智慧城市;智能物流;统一大市场;碳中和;时空大数据;一带一路;物联网;航运概念;粤港澳大湾区;军工;卫星导航,17.0,33,300350,300350.SZ
算力租赁;东数西算(算力);云计算;数据中心(AIDC);融资融券;股权转让(并购重组);沪股通,7.0,17,600589,600589.SH
乡村振兴;西部大开发,2.0,33,001231,001231.SZ
人脸识别;华为欧拉;机器视觉;语音技术;智慧政务;安防;信创;华为鲲鹏;数据安全;数字孪生;华为概念;智慧城市;多模态AI;数据要素;车联网(车路协同);AI智能体;数字经济;人工智能;AI应用;ERP概念;DeepSeek概念;股权转让(并购重组);融资融券,23.0,17,688038,688038.SH
体育产业;养老概念;跨境电商;宠物经济;医疗器械概念;人民币贬值受益;机器人概念;智能医疗;智能家居,9.0,33,300247,300247.SZ
石墨电极;煤化工概念;TOPCON电池;钒电池;绿色电力;国企改革;储能;锂电池概念;石墨烯;宁德时代概念;碳纤维;股权转让(并购重组);融资融券;深股通,14.0,33,300080,300080.SZ
航空发动机;大飞机;商业航天;可控核聚变;无人机;核污染防治;军工;核电;海工装备;3D打印;高端装备;风电;工业互联网;一带一路;参股银行;沪股通;融资融券,17.0,17,603308,603308.SH
芯片概念;专精特新;先进封装;沪股通;融资融券,5.0,17,688721,688721.SH
物业管理;国企改革;央企国企改革;智慧城市;充电桩;深股通;融资融券,7.0,33,001914,001914.SZ
卫星导航;商业航天;军工;海工装备;核电;高铁;特高压;可控核聚变;水利;高端装备;充电桩;专精特新;工业互联网;机器人概念;风电;比亚迪概念;新能源汽车;光伏概念;人形机器人;新疆振兴;国企改革;深股通,22.0,33,001208,001208.SZ
网络安全;信创;智慧政务;时空大数据;腾讯概念;华为鲲鹏;数据要素;物联网;智慧城市;财税数字化;AI应用;军工信息化;数字孪生;独角兽概念;人工智能;区块链;车联网(车路协同);东数西算(算力);DeepSeek概念;数字经济;算力租赁;数据中心(AIDC);华为概念;云游戏;军工;卫星导航;无人机;京津冀一体化;军民融合;大飞机;商业航天;智能医疗;光伏建筑一体化;光伏概念;芯片概念;深股通;融资融券,37.0,33,300324,300324.SZ
共封装光学(CPO);铜缆高速连接;F5G概念;华为海思概念股;富士康概念;6G概念;5G;液冷服务器;消费电子概念;智能穿戴;数据中心(AIDC);新型烟草(电子烟);小米概念;华为概念;光伏概念;无人驾驶;比亚迪概念;新能源汽车;海峡两岸;华为汽车;长安汽车概念;人民币贬值受益;智能家居;深股通;融资融券,25.0,33,002897,002897.SZ
算力租赁;小红书概念;Web3.0;抖音概念(字节概念);多模态AI;AIGC概念;东数西算(算力);文化传媒概念;腾讯概念;AI智能体;ChatGPT概念;数据要素;体育产业;AI应用;人工智能;低空经济;无人机;西部大开发;参股券商;融资融券;沪股通,21.0,17,605168,605168.SH
房屋检测;新型城镇化;水利;福建自贸区;海峡两岸;智慧城市;新疆振兴;人工智能;国企改革,9.0,17,603909,603909.SH
医疗器械概念;西部大开发,2.0,17,603976,603976.SH
人形机器人;机器人概念;换电概念;智能电网;储能;光伏概念;东数西算(算力);光热发电;新型城镇化;虚拟电厂;光伏建筑一体化;绿色电力;融资融券,13.0,33,301046,301046.SZ
柔性屏(折叠屏);MR(混合现实);新型工业化;苹果概念;消费电子概念;MiniLED;虚拟现实;5G;智能穿戴;富士康概念;汽车电子;MicroLED概念;OLED;专精特新;芯片概念;华为手机;AI眼镜;智能座舱;先进封装;华为概念;机器人概念;华为汽车;光伏概念;钙钛矿电池;锂电池概念;固态电池;钠离子电池;高端装备;玻璃基板;深股通,30.0,33,300545,300545.SZ
乳业;网红经济;三胎概念;自由贸易港;融资融券,5.0,33,300898,300898.SZ
铜缆高速连接;汽车芯片;芯片概念;智能座舱;数据中心(AIDC);小米概念;比亚迪概念;华为概念;人形机器人;无人驾驶;机器人概念;信创;车联网(车路协同);工业互联网;沪股通;融资融券,16.0,17,688515,688515.SH
智能音箱;腾讯概念;虚拟数字人;人脸识别;算力租赁;英伟达概念;鸿蒙概念;星闪概念;消费电子概念;人工智能;无线耳机;跨境电商;宠物经济;物联网;智能家居;车联网(车路协同);汽车电子;机器人概念;专精特新;人民币贬值受益;深股通;融资融券,22.0,33,301189,301189.SZ
无人零售;数据要素;区块链;智慧城市;人工智能;百度概念;阿里巴巴概念;养老概念;安防;食品安全;物联网;共同富裕示范区;机器人概念;人民币贬值受益;辅助生殖;电子纸;芯片概念;股权转让(并购重组);融资融券,19.0,33,300078,300078.SZ
家庭医生;阿里巴巴概念;数据要素;AIGC概念;人工智能;区块链;AI智能体;华为概念;AI应用;DeepSeek概念;牙科医疗;基因测序;智能医疗;中国AI 50;智能穿戴;养老概念;阿尔茨海默概念;深股通;融资融券,19.0,33,002044,002044.SZ
智能医疗;京津冀一体化;医疗器械概念;一带一路;DeepSeek概念;AI智能体;阿里巴巴概念;云计算;绿色电力;机器人概念;数据中心(AIDC);超导概念;沪股通;融资融券,14.0,17,600055,600055.SH
存储芯片;芯片概念;AI手机;消费电子概念;5G;MiniLED;汽车电子;智能穿戴;传感器;小米概念;军工;智慧灯杆;比亚迪概念;华为概念;新能源汽车;粤港澳大湾区;ETC;安防;智能家居;机器人概念;风电;智慧城市;抖音概念(字节概念);阿里巴巴概念;独角兽概念;快手概念;人工智能;小红书概念;一带一路;数字经济;国企改革;文化传媒概念;深股通;融资融券,34.0,33,002654,002654.SZ
两轮车;共同富裕示范区;独角兽概念;飞行汽车(eVTOL);航空发动机;低空经济;碳纤维;同花顺新质50;一体化压铸;华为汽车;无人机;碳中和;海工装备;特斯拉概念;新能源汽车;风电;比亚迪概念;锂电池概念;融资融券;深股通;5G,21.0,33,002085,002085.SZ
跨境电商;C2M概念;鸿蒙概念;人民币贬值受益;智能家居;沪股通,6.0,17,603313,603313.SH
华为鲲鹏;AI应用;数据要素;职业教育;数据安全;鸿蒙概念;智慧城市;ChatGPT概念;信创;DeepSeek概念;人工智能;低空经济;在线教育;华为昇腾;车联网(车路协同);物联网;机器人概念;参股银行;卫星导航;无人驾驶;机器视觉;专精特新;人形机器人;智能电网;新能源汽车;比亚迪概念;东数西算(算力);充电桩;储能;高压快充;光伏概念;芯片概念;沪股通,33.0,17,603528,603528.SH
中俄贸易概念;网约车;统一大市场;智能物流;创投;冷链物流;人工智能;一带一路;航运概念;阿里巴巴概念;车联网(车路协同);新能源汽车;特斯拉概念;无人驾驶;小米概念,15.0,33,300240,300240.SZ
太赫兹;量子科技;机器视觉;专精特新;无人机;6G概念;机器人概念;华为概念;人工智能;元宇宙;芯片概念;腾讯概念;数据要素;AIGC概念;京津冀一体化;智能医疗;宁德时代概念;AI视频;虚拟数字人;华为手机;眼科医疗;期货概念;融资融券;沪股通,24.0,17,600288,600288.SH
细胞免疫治疗;创新药;生物疫苗;智能医疗;养老概念;DRG/DIP;医疗器械概念;脑机接口;AI应用;鸿蒙概念;DeepSeek概念;人工智能;固废处理;数据安全;网络安全;信创;华为概念;沪股通,18.0,17,603716,603716.SH
MicroLED概念;第三代半导体;MiniLED;共封装光学(CPO);AI眼镜;消费电子概念;汽车电子;智能穿戴;芯片概念;虚拟现实;华为概念;东数西算(算力);国企改革;深股通;金属回收;融资融券,16.0,33,300323,300323.SZ
PCB概念;MiniLED;MicroLED概念;碳纤维;比亚迪概念;海峡两岸;新能源汽车;机器人概念;无人机;低空经济;风电;融资融券,12.0,33,301555,301555.SZ
国家大基金持股;第三代半导体;柔性直流输电;特高压;汽车芯片;芯片概念;智能电网;数据中心(AIDC);光伏概念;充电桩;储能;小米概念;传感器;风电;新能源汽车;海工装备;无人驾驶;高铁;氢能源;机器人概念;长安汽车概念;可燃冰;数据要素;一带一路;央企国企改革;国企改革;高端装备;沪股通;融资融券,29.0,17,688187,688187.SH
减肥药;食品安全;专精特新;2026一季报预增;2026中报预增;融资融券;沪股通,7.0,17,688690,688690.SH
专精特新;商业航天;可控核聚变;西部大开发;核电;海工装备;融资融券;国企改革;卫星导航,9.0,151,920576,920576.BJ
环氧丙烷;丙烯酸;装配式建筑;雄安新区;水利;京津冀一体化;粤港澳大湾区;专精特新;雅下水电概念,9.0,33,002809,002809.SZ
算力租赁;东数西算(算力);数据中心(AIDC);虚拟电厂;绿色电力;光伏建筑一体化;储能;风电;光伏概念;阿里巴巴概念;碳交易;腾讯概念;碳中和;氢能源;沪股通;融资融券,16.0,17,601778,601778.SH
人工智能;专精特新;AI应用;碳中和;机器人概念;氢能源;PET铜箔;碳纤维;融资融券,9.0,17,688659,688659.SH
国企改革;西部大开发;创投;网络游戏;手机游戏;区块链;ST板块;腾讯概念;新能源汽车;充电桩;华为概念;光伏概念;智能电网;储能;高压快充,15.0,33,002168,002168.SZ
芯片概念;商业航天;传感器;专精特新;碳纤维;军工;军民融合;机器视觉;低空经济;工业母机;同花顺新质50;机器人概念;医疗器械概念;国企改革;证金持股;2026中报预增;深股通;融资融券,18.0,33,002338,002338.SZ
人民币贬值受益;机器人概念;专精特新;新能源汽车;比亚迪概念,5.0,17,603089,603089.SH
污水处理;PPP概念;海峡两岸;白酒概念;融资融券,5.0,33,002374,002374.SZ
卫星导航;商业航天;可控核聚变;军民融合;军工;核电;同花顺新质50;专精特新;西部大开发;沪股通;融资融券,11.0,17,688776,688776.SH
PPP概念;固废处理;国企改革;土壤修复;污水处理;绿色电力;海峡两岸;机器人概念;风电;储能;氢能源;华为概念;专精特新;钠离子电池;融资融券;沪股通,16.0,17,600388,600388.SH
存储芯片;无人机;芯片概念;第三代半导体;华为概念;东数西算(算力);消费电子概念;先进封装;锂电池概念;数据中心(AIDC);粤港澳大湾区;新能源汽车;深股通;融资融券,14.0,33,301348,301348.SZ
成飞概念;大飞机;军工;卫星导航;商业航天;高端装备;核污染防治;核电;机器人概念;无人驾驶;新型工业化;可控核聚变;充电桩;垃圾分类;新能源汽车;长三角一体化;氢能源;央企国企改革;国企改革;特高压;光热发电;天然气;煤化工概念;沪股通;融资融券,25.0,17,600501,600501.SH
C2M概念;物联网;智能家居;粤港澳大湾区;网红经济;股权转让(并购重组),6.0,33,002853,002853.SZ
芯片概念;专精特新;消费电子概念;物联网;人工智能;深股通;融资融券,7.0,33,301678,301678.SZ
柔性屏(折叠屏);消费电子概念;无线耳机;智能穿戴;液冷服务器;AI眼镜;智能音箱;比亚迪概念;共封装光学(CPO);特斯拉概念;机器人概念;减速器;深股通;融资融券,14.0,33,300709,300709.SZ
租售同权;物业管理;西部大开发;粤港澳大湾区;摘帽;股权转让(并购重组),6.0,33,000608,000608.SZ
专精特新;融资融券,2.0,33,301585,301585.SZ
减速器;人形机器人;比亚迪概念;宁德时代概念;新能源汽车;传感器;锂电池概念;小米概念;储能;金属镍;小金属概念;2026中报预增;深股通;融资融券,14.0,33,301210,301210.SZ
国企改革;央企国企改革;京津冀一体化;沪股通;融资融券;2026中报预增,6.0,17,600230,600230.SH
共封装光学(CPO);第三代半导体;MicroLED概念;MiniLED;汽车芯片;先进封装;AI眼镜;芯片概念;5G;消费电子概念;苹果概念;光伏概念;数据中心(AIDC);小米概念;卫星导航;商业航天;充电桩;比亚迪概念;无人驾驶;新能源汽车;华为汽车;安防;低空经济;海峡两岸;数字经济;福建自贸区;金属回收;沪股通;融资融券;同花顺漂亮100,30.0,17,600703,600703.SH
光热发电;核电;储能;可控核聚变;专精特新;高压快充;页岩气;融资融券,8.0,33,301082,301082.SZ
IP经济(谷子经济);文化传媒概念;在线教育;短剧游戏;AIGC概念;数据要素;多模态AI;人工智能;国企改革;独角兽概念;虚拟现实;融资融券;沪股通,13.0,17,600229,600229.SH
期货概念;国企改革;创投;深股通,4.0,33,001236,001236.SZ
PEEK材料;减速器;人形机器人;机器人概念;一带一路;3D打印;光伏概念;深股通;融资融券,9.0,33,301216,301216.SZ
数据中心(AIDC);虚拟电厂;充电桩;光伏概念;数字孪生;人工智能;智能电网;一带一路;电力物联网;专精特新;储能;华为概念;融资融券;机器人概念;华为鲲鹏,15.0,151,920496,920496.BJ
光伏建筑一体化;绿色电力;建筑节能;新疆振兴;储能;人工智能;福建自贸区;光伏概念;海峡两岸;机器人概念;融资融券,11.0,17,603628,603628.SH
电力物联网;华为鲲鹏;多模态AI;云计算;鸿蒙概念;百度概念;AI智能体;AI应用;数据要素;人脸识别;安防;物联网;ETC;智慧城市;车联网(车路协同);区块链;人工智能;数字经济;机器视觉;芯片概念;AI眼镜;创投;智能医疗;深股通,24.0,33,300448,300448.SZ
钛白粉概念;磷化工;锂电池概念;股权转让(并购重组);融资融券,5.0,33,000545,000545.SZ
液冷服务器;数据中心(AIDC);东数西算(算力);汽车电子;特高压;柔性直流输电;可控核聚变;专精特新;光伏概念;比亚迪概念;军工;抖音概念(字节概念);充电桩;腾讯概念;阿里巴巴概念;新能源汽车;储能;宁德时代概念;核电;粤港澳大湾区;锂电池概念;风电;一带一路;中俄贸易概念;天然气;深股通;融资融券,27.0,33,300499,300499.SZ
地下管网;中俄贸易概念;融资融券;海工装备;一带一路;页岩气;专精特新;人民币贬值受益,8.0,151,920694,920694.BJ
军工;军工信息化;DeepSeek概念;专精特新;数字经济;AIGC概念;人工智能;融资融券;商业航天;数据要素;卫星导航;国企改革,12.0,151,920116,920116.BJ
物业管理;家用电器;军民融合;超超临界发电,4.0,17,600854,600854.SH
数据中心(AIDC);钙钛矿电池;储能;专精特新;西部大开发;超级电容;风电;动力电池回收;融资融券,9.0,151,920152,920152.BJ
垃圾分类;污水处理;算力租赁;海峡两岸;PPP概念;燃料电池;福建自贸区;固废处理;钙钛矿电池;金属回收;东数西算(算力);PVDF概念;锂电池概念;金属铜;黄金概念;股权转让(并购重组),16.0,33,300056,300056.SZ
军民融合;军工;汽车热管理;比亚迪概念;新能源汽车;光伏概念;上海自贸区;央企国企改革;人民币贬值受益;TOPCON电池;绿色电力;国企改革;融资融券;沪股通,14.0,17,600151,600151.SH
算力租赁;云计算;华为昇腾;国产操作系统;数据安全;华为鲲鹏;网络安全;信创;东数西算(算力);鸿蒙概念;智慧城市;数据中心(AIDC);AI应用;数字孪生;DeepSeek概念;液冷服务器;人工智能;物联网;华为概念;智能医疗;智能电网;军民融合;军工;工业互联网;专精特新;5G;机器人概念;新型工业化;创投;光伏概念;融资融券;沪股通,32.0,17,603496,603496.SH
太赫兹;卫星导航;军民融合;商业航天;航空发动机;第三代半导体;军工;大飞机;无人机;芯片概念;汽车芯片;5G;低空经济;飞行汽车(eVTOL);毫米波雷达;共封装光学(CPO);充电桩;无人驾驶;职业教育;西部大开发;深股通;融资融券;高端装备,23.0,33,002023,002023.SZ
物业管理;深圳国企改革;国企改革;粤港澳大湾区;智能家居;股权转让(并购重组),6.0,33,000014,000014.SZ
专精特新;新能源汽车;家用电器;福建自贸区;冷链物流;融资融券,6.0,17,688398,688398.SH
大飞机;商业航天;核污染防治;特斯拉概念;PM2.5;核电;新能源汽车;家用电器;宁德时代概念;芯片概念;建筑节能;西部大开发;中芯国际概念;沪股通;融资融券,15.0,17,603601,603601.SH
减速器;股权转让(并购重组);农机;一带一路;军民融合;新能源汽车;军工;人民币贬值受益;比亚迪概念;国企改革;深股通;融资融券,12.0,33,000678,000678.SZ
汽车芯片;MCU芯片;存储芯片;国家大基金持股;先进封装;芯片概念;无线充电;汽车电子;智能座舱;商业航天;东数西算(算力);星闪概念;量子科技;物联网;智能电网;无人驾驶;安防;网络安全;比亚迪概念;车联网(车路协同);信创;数据安全;电子身份证;数字货币;鸿蒙概念;长安汽车概念;AI PC;沪股通;融资融券,29.0,17,688262,688262.SH
云计算;数据安全;网络安全;快手概念;抖音概念(字节概念);多模态AI;腾讯概念;华为概念;数据确权;ETC;AI智能体;物联网;数据要素;车联网(车路协同);鸿蒙概念;移动支付;智慧城市;AIGC概念;数字货币;无人驾驶;AI应用;新能源汽车;DeepSeek概念;人工智能;数字经济;互联网金融;网约车;乡村振兴;西部大开发;新疆振兴;宠物经济;机器人概念;融资融券,33.0,33,301428,301428.SZ
钠离子电池;固态电池;锂电池概念;储能;两轮车;数据中心(AIDC);机器人概念;融资融券,8.0,17,688345,688345.SH
数字乡村;乡村振兴;股权转让(并购重组);物联网;融资融券;水利;专精特新;农机;国企改革,9.0,151,920964,920964.BJ
养老概念;跨境电商;家用电器;福建自贸区;数字经济;智能家居;DeepSeek概念;海峡两岸,8.0,33,002790,002790.SZ
芯片概念;商业航天;宠物经济;可控核聚变;量子科技;智能医疗;医疗器械概念;超导概念;专精特新;光伏概念;融资融券,11.0,151,920300,920300.BJ
免税店;预制菜;统一大市场;冷链物流;智能物流;融资融券;深股通,7.0,33,002251,002251.SZ
PCB概念;2026一季报预增;工业母机;专精特新;2026中报预增;沪股通;融资融券,7.0,17,688257,688257.SH
跨境电商;物业管理;统一大市场;ST板块;自由贸易港;租售同权;上海国企改革;国企改革;长三角一体化;卫星导航;金属铜,11.0,22,600119,600119.SH
OLED;柔性屏(折叠屏);芯片概念;先进封装;MiniLED;汽车电子;智能穿戴;MicroLED概念;消费电子概念;小米概念;富士康概念;虚拟现实;华为概念;无人驾驶;机器视觉;智能家居;机器人概念;无人机;低空经济;粤港澳大湾区;固态电池;广东自贸区;深股通,23.0,33,002845,002845.SZ
旅游概念;免税店;冰雪产业;体育产业;养老概念;露营经济;海南自贸区;跨境支付(CIPS);互联网金融;乡村振兴;国企改革;海峡两岸;深股通,13.0,33,000796,000796.SZ
共封装光学(CPO);5G;消费电子概念;芯片概念;3D打印;商业航天;比亚迪概念;卫星导航;宁德时代概念;新能源汽车;固态电池;牙科医疗;锂电池概念;氢能源;深股通;MLCC概念;融资融券,17.0,33,300285,300285.SZ
算力租赁;云计算;东数西算(算力);数据中心(AIDC);英伟达概念;卫星导航;DeepSeek概念;5G;军工;人工智能;军民融合;创投;燃料电池;氢能源;芯片概念;国企改革;铜缆高速连接;共封装光学(CPO);环氧丙烷;存储芯片;深股通;2026中报预增;融资融券,23.0,33,000818,000818.SZ
数据安全;汽车芯片;芯片概念;语音技术;创投;手机游戏;人工智能;网络游戏;绿色电力;碳纤维;跨境电商;融资融券;2026中报预增;消费电子概念;汽车电子;第三代半导体;股权转让(并购重组);沪股通,18.0,17,600770,600770.SH
存储芯片;汽车芯片;MCU芯片;芯片概念;消费电子概念;AI眼镜;汽车电子;传感器;智能座舱;比亚迪概念;光伏概念;新能源汽车;人形机器人;无人驾驶;机器人概念;语音技术;储能;车联网(车路协同);长安汽车概念;脑机接口;百度概念;人工智能;MLCC概念;2026中报预增;深股通;股权转让(并购重组);融资融券,27.0,33,301099,301099.SZ
西部大开发;国企改革;化肥;煤化工概念;超超临界发电;煤炭概念;股权转让(并购重组);沪股通,8.0,17,600725,600725.SH
云计算;网络安全;东数西算(算力);华为鲲鹏;信创;智慧政务;百度概念;抖音概念(字节概念);阿里巴巴概念;数据中心(AIDC);腾讯概念;AI智能体;时空大数据;数据要素;AIGC概念;元宇宙;区块链;AI应用;华为概念;智慧城市;安防;在线教育;DeepSeek概念;人工智能;军工;工业互联网;芯片概念;无线耳机;京津冀一体化;创投;一带一路;沪股通;融资融券,33.0,17,600410,600410.SH
小红书概念;算力租赁;AI语料;智慧政务;抖音概念(字节概念);虚拟数字人;AIGC概念;烟草;阿里巴巴概念;AI智能体;东数西算(算力);数据要素;AI应用;华为概念;数字乡村;数据中心(AIDC);智慧城市;人形机器人;数字经济;人工智能;DeepSeek概念;机器人概念;乡村振兴;融资融券,24.0,17,688500,688500.SH
数据要素;IP经济(谷子经济);融资融券;三胎概念;网红经济;跨境电商,6.0,151,920262,920262.BJ
粮食概念;生态农业;统一大市场;乡村振兴;跨境电商;2026一季报预增;2026中报预增,7.0,33,000626,000626.SZ
高压氧舱;仿制药一致性评价;民营医院;创新药;养老概念;医美概念;医疗器械概念;国企改革;创投,9.0,33,000919,000919.SZ
医疗器械概念;专精特新,2.0,33,002817,002817.SZ
PET铜箔;PCB概念;OLED;光刻胶;芯片概念;BC电池;柔性屏(折叠屏);苹果概念;消费电子概念;光伏概念;商业航天;特高压;新能源汽车;军工;燃料电池;氢能源;西部大开发;MLCC概念;2026中报预增;沪股通;融资融券,21.0,17,601208,601208.SH
石墨烯;人形机器人;机器人概念;创投;新能源汽车;柔性屏(折叠屏);传感器;锂电池概念;宁德时代概念;固态电池;消费电子概念;AI手机;抖音概念(字节概念);AI PC;沪股通,15.0,17,603683,603683.SH
光伏概念;东数西算(算力);比亚迪概念;华为昇腾;储能;无人驾驶;锂电池概念;高端装备;绿色电力;智慧政务;人工智能;DeepSeek概念;智能医疗;深股通;融资融券,15.0,33,301070,301070.SZ
空间计算;在线教育;虚拟数字人;数字孪生;智慧政务;元宇宙;AIGC概念;云计算;文化传媒概念;职业教育;数据要素;智慧城市;时空大数据;抖音概念(字节概念);数字经济;阿里巴巴概念;人工智能;虚拟现实;MR(混合现实);机器视觉;雄安新区;华为概念;东数西算(算力);粤港澳大湾区;商业航天;大飞机;苹果概念,27.0,33,300556,300556.SZ
海南自贸区;网约车;自由贸易港;乡村振兴;碳中和;中俄贸易概念;百度概念;参股银行;氢能源;车联网(车路协同);绿色电力;燃料电池;人民币贬值受益;充电桩;无人驾驶;新能源汽车;融资融券;深股通;换电概念,19.0,33,000572,000572.SZ
MicroLED概念;共封装光学(CPO);先进封装;芯片概念;光纤概念;消费电子概念;3D打印;钙钛矿电池;工业母机;光伏概念;新型工业化;新能源汽车;华为概念;机器人概念;宁德时代概念;储能;固态电池;燃料电池;锂电池概念;氢能源;玻璃基板;沪股通;融资融券,23.0,17,688518,688518.SH
ST板块;PPP概念;跨境电商;人民币贬值受益;储能,5.0,33,300301,300301.SZ
特高压;智能电网;专精特新;机器视觉;华为昇腾;无人机;华为概念;风电;水利;数字孪生;多模态AI;人工智能;AI智能体;DeepSeek概念;鸿蒙概念;沪股通;融资融券,17.0,17,688191,688191.SH
福建自贸区;钛白粉概念;2026一季报预增;海峡两岸;专精特新;2026中报预增;沪股通;融资融券,8.0,17,603826,603826.SH
新型城镇化;物业管理;污水处理;国企改革;长三角一体化;固废处理;绿色电力;一带一路;创投;储能;充电桩;光伏概念;沪股通,13.0,17,601512,601512.SH
装配式建筑;地下管网;新型城镇化;房屋检测;国企改革;水利;西部大开发;雅下水电概念;一带一路;工业互联网;机器人概念;沪股通,12.0,17,600939,600939.SH
磷化工;消毒剂;净水概念;新型城镇化;污水处理;土壤修复;碳中和;PPP概念;工业互联网;融资融券,10.0,33,300437,300437.SZ
国企改革;智能物流;长安汽车概念;新能源汽车;无人驾驶;融资融券;宁德时代概念;沪股通,8.0,17,600609,600609.SH
农机;机器视觉;长安汽车概念;比亚迪概念;新能源汽车;汽车电子;芯片概念;无线充电,8.0,33,001278,001278.SZ
新型工业化;人形机器人;长安汽车概念;机器人概念;机器视觉;数字孪生;工业互联网;高端装备;智能物流;特斯拉概念;比亚迪概念;新能源汽车;人民币贬值受益;光伏概念;深股通;融资融券,16.0,33,300278,300278.SZ
长三角一体化;新能源汽车;比亚迪概念;小米汽车;一体化压铸;宁德时代概念,6.0,17,603917,603917.SH
充电桩;光伏概念;专精特新;储能;钙钛矿电池;机器人概念;光伏建筑一体化;一带一路;融资融券,9.0,33,301278,301278.SZ
Web3.0;虚拟数字人;化债概念(AMC概念);数字货币;数据确权;财税数字化;在线教育;ChatGPT概念;AIGC概念;互联网金融;智慧政务;区块链;华为鲲鹏;鸿蒙概念;移动支付;AI应用;智谱AI;短剧游戏;信创;元宇宙;多模态AI;AI智能体;数字经济;DeepSeek概念;百度概念;智慧城市;人工智能;期货概念;腾讯概念;京津冀一体化;阿里巴巴概念;语音技术;算力租赁;工业互联网;华为概念;东数西算(算力);数据中心(AIDC);智能座舱;深股通;融资融券,40.0,33,002657,002657.SZ
