code,market_code,股票代码,所属概念数量,所属概念
688308,17,688308.SH,10,光伏概念;PCB概念;工业母机;2025年报预增;专精特新;人形机器人;机器人概念;航空发动机;商业航天;融资融券
300839,33,300839.SZ,4,专精特新;氢能源;液冷服务器;东数西算(算力)
300814,33,300814.SZ,16,共封装光学(CPO);铜缆高速连接;PCB概念;华为数字能源;5G;先进封装;MiniLED;数据中心;汽车电子;毫米波雷达;华为概念;新能源汽车;华为汽车;一带一路;深股通;融资融券
300436,33,300436.SZ,10,创新药;基因测序;仿制药一致性评价;肝炎概念;医药电商;辅助生殖;福建自贸区;海峡两岸;融资融券;深股通
002323,33,002323.SZ,10,光伏建筑一体化;HJT电池;光伏概念;绿色电力;储能;国企改革;一带一路;智慧城市;数字乡村;融资融券
600715,17,600715.SH,11,文化传媒概念;手机游戏;网络游戏;NFT概念;国企改革;虚拟现实;沪股通;短剧游戏;AI应用;摘帽;股权转让(并购重组)
000839,33,000839.SZ,15,文化传媒概念;互联网金融;物业管理;智慧政务;国企改革;创投;数据要素;虚拟数字人;DeepSeek概念;AI智能体;人工智能;AI语料;AI应用;深股通;网络安全
000892,33,000892.SZ,10,短剧游戏;AIGC概念;虚拟数字人;文化传媒概念;AI智能体;IP经济(谷子经济);人工智能;西部大开发;AI应用;深股通
603999,17,603999.SH,12,文化传媒概念;IP经济(谷子经济);知识产权保护;NFT概念;在线教育;数据要素;腾讯概念;参股保险;农村电商;参股券商;国企改革;西部大开发
000056,33,000056.SZ,7,租售同权;物业管理;智能物流;物联网;固态电池;芯片概念;融资融券
002455,33,002455.SZ,13,磷化工;石墨电极;钠离子电池;金属回收;动力电池回收;固态电池;锂电池概念;宁德时代概念;储能;光刻胶;新能源汽车;深股通;融资融券
603466,17,603466.SH,25,Sora概念(文生视频);虚拟数字人;AIGC概念;ChatGPT概念;NFT概念;文化传媒概念;手机游戏;元宇宙;数据要素;百度概念;空间计算;数字经济;IP经济(谷子经济);DeepSeek概念;网红经济;数字孪生;虚拟现实;华为概念;旅游概念;MR(混合现实);乡村振兴;机器人概念;人形机器人;融资融券;沪股通
603968,17,603968.SH,3,代糖概念;维生素;染料
000070,33,000070.SZ,39,F5G概念;光纤概念;共封装光学(CPO);深圳国企改革;6G概念;5G;国资云;算力租赁;军工信息化;成飞概念;卫星导航;东数西算(算力);智慧灯杆;信创;阿里巴巴概念;抖音概念(字节概念);百度概念;无人机;华为概念;数据中心;智慧城市;腾讯概念;军工;人工智能;大飞机;低空经济;粤港澳大湾区;传感器;创投;物业管理;一带一路;高铁;光伏概念;国企改革;特高压;智能电网;绿色电力;深股通;摘帽
000559,33,000559.SZ,19,人形机器人;无人机;小米汽车;小米概念;军工;低空经济;机器人概念;汽车电子;比亚迪概念;新能源汽车;MCU芯片;工业互联网;储能;锂电池概念;固态电池;绿色电力;深股通;融资融券;股权转让(并购重组)
600977,17,600977.SH,11,短剧游戏;文化传媒概念;IP经济(谷子经济);中字头股票;腾讯概念;AIGC概念;人工智能;国企改革;同花顺中特估100;沪股通;融资融券
002905,33,002905.SZ,3,文化传媒概念;职业教育;虚拟现实
603888,17,603888.SH,28,Sora概念(文生视频);AI语料;AIGC概念;AI应用;知识产权保护;多模态AI;虚拟数字人;Web3.0;AI智能体;文化传媒概念;数据确权;云计算;在线教育;阿里巴巴概念;数据要素;数据安全;元宇宙;区块链;DeepSeek概念;人工智能;数字经济;京津冀一体化;创投;乡村振兴;国企改革;沪股通;网络安全;融资融券
002969,33,002969.SZ,4,啤酒概念;海峡两岸;回购增持再贷款概念;股权转让(并购重组)
603598,17,603598.SH,22,快手概念;小红书概念;短剧游戏;AI应用;AIGC概念;多模态AI;抖音概念(字节概念);拼多多概念;虚拟数字人;文化传媒概念;AI智能体;阿里巴巴概念;腾讯概念;百度概念;元宇宙;数据要素;鸿蒙概念;人工智能;DeepSeek概念;网红经济;华为概念;京津冀一体化
603320,17,603320.SH,2,空气能热泵;家用电器
000818,33,000818.SZ,22,算力租赁;东数西算(算力);云计算;英伟达概念;数据中心;5G;人工智能;DeepSeek概念;芯片概念;卫星导航;创投;军工;军民融合;铜缆高速连接;共封装光学(CPO);存储芯片;燃料电池;国企改革;氢能源;环氧丙烷;深股通;融资融券
002292,33,002292.SZ,20,虚拟数字人;多模态AI;ChatGPT概念;NFT概念;手机游戏;网络游戏;元宇宙;文化传媒概念;腾讯概念;独角兽概念;IP经济(谷子经济);人工智能;虚拟现实;跨境电商;智能穿戴;三胎概念;乡村振兴;回购增持再贷款概念;深股通;融资融券
605060,17,605060.SH,7,风电;高端装备;农机;液冷服务器;数据中心;专精特新;沪股通
603000,17,603000.SH,31,AI语料;AI应用;知识产权保护;AIGC概念;智谱AI;云办公;数据确权;AI智能体;文化传媒概念;数据要素;百度概念;数据安全;区块链;鸿蒙概念;蚂蚁集团概念;国资云;算力租赁;DeepSeek概念;人工智能;东数西算(算力);独角兽概念;华为概念;体育产业;京津冀一体化;数据中心;创投;国企改革;证金持股;沪股通;融资融券;网络安全
600088,17,600088.SH,8,文化传媒概念;虚拟数字人;旅游概念;乡村振兴;国企改革;融资融券;沪股通;中字头股票
603533,17,603533.SH,17,短剧游戏;AI语料;AIGC概念;ChatGPT概念;文化传媒概念;AI智能体;抖音概念(字节概念);知识产权保护;数据要素;鸿蒙概念;IP经济(谷子经济);人工智能;独角兽概念;华为概念;电子纸;AI应用;沪股通
601869,17,601869.SH,22,光纤概念;铜缆高速连接;共封装光学(CPO);特高压;第三代半导体;智能电网;风电;新能源汽车;芯片概念;5G;人形机器人;海工装备;专精特新;一带一路;量子科技;太赫兹;机器人概念;工业互联网;沪股通;创投;抖音概念(字节概念);融资融券
603301,17,603301.SH,6,医药电商;人民币贬值受益;医疗器械概念;跨境电商;沪股通;融资融券
600207,17,600207.SH,11,光热发电;建筑节能;光伏概念;储能;国企改革;天然气;医疗器械概念;富士康概念;芯片概念;沪股通;融资融券
002159,33,002159.SZ,9,冰雪产业;露营经济;旅游概念;特色小镇;体育产业;IP经济(谷子经济);参股券商;国企改革;文化传媒概念
002723,33,002723.SZ,12,露营经济;空气能热泵;家用电器;新型烟草(电子烟);PPP概念;储能;跨境电商;液冷服务器;军工;医疗器械概念;宠物经济;短剧游戏
002082,33,002082.SZ,11,阿尔茨海默概念;医疗器械概念;共同富裕示范区;肝炎概念;流感;创新药;仿制药一致性评价;医药电商;生物疫苗;一带一路;深股通
000859,33,000859.SZ,10,光刻胶;柔性屏(折叠屏);芯片概念;新能源汽车;装配式建筑;一带一路;国企改革;雄安新区;深股通;融资融券
002655,33,002655.SZ,18,智能音箱;无线耳机;新型烟草(电子烟);消费电子概念;汽车电子;智能穿戴;小米概念;智能家居;苹果概念;传感器;毫米波雷达;新能源汽车;无人机;芯片概念;无线充电;华为概念;一带一路;元宇宙
603058,17,603058.SH,7,第三代半导体;芯片概念;烟草;创投;工业大麻;西部大开发;股权转让(并购重组)
605287,17,605287.SH,6,新型城镇化;装配式建筑;虚拟现实;光伏建筑一体化;回购增持再贷款概念;乡村振兴
000681,33,000681.SZ,27,Sora概念(文生视频);快手概念;AI语料;智谱AI;多模态AI;AIGC概念;AI应用;知识产权保护;NFT概念;AI智能体;抖音概念(字节概念);文化传媒概念;数据确权;百度概念;阿里巴巴概念;腾讯概念;数据要素;区块链;鸿蒙概念;数字水印;人工智能;DeepSeek概念;虚拟现实;华为概念;小米概念;深股通;融资融券
002739,33,002739.SZ,15,IP经济(谷子经济);文化传媒概念;手机游戏;网络游戏;短剧游戏;腾讯概念;京津冀一体化;抖音概念(字节概念);阿里巴巴概念;数据确权;小红书概念;鸿蒙概念;华为概念;深股通;融资融券
603115,17,603115.SH,3,储能;汽车电子;专精特新
603960,17,603960.SH,18,汽车电子;智能物流;华为汽车;机器视觉;新型工业化;无人驾驶;新能源汽车;汽车热管理;机器人概念;芯片概念;高端装备;共封装光学(CPO);华为概念;燃料电池;氢能源;AI应用;沪股通;融资融券
601595,17,601595.SH,9,抖音概念(字节概念);手机游戏;文化传媒概念;网络游戏;IP经济(谷子经济);乡村振兴;上海国企改革;国企改革;沪股通
600589,17,600589.SH,7,算力租赁;云计算;东数西算(算力);数据中心;融资融券;股权转让(并购重组);沪股通
603103,17,603103.SH,8,短剧游戏;文化传媒概念;IP经济(谷子经济);共同富裕示范区;虚拟现实;AI应用;沪股通;融资融券
603980,17,603980.SH,7,染料;有机硅概念;阿尔茨海默概念;家用电器;仿制药一致性评价;医疗器械概念;创新药
000815,33,000815.SZ,10,东数西算(算力);国资云;云计算;数据中心;西部大开发;央企国企改革;国企改革;绿色电力;深股通;融资融券
600482,17,600482.SH,26,中船系;国产航母;海工装备;核污染防治;数据中心;央企国企改革;核电;军民融合;京津冀一体化;风电;雄安新区;军工;DeepSeek概念;国企改革;氢能源;储能;燃料电池;石墨烯;锂电池概念;长安汽车概念;新能源汽车;固态电池;钠离子电池;沪股通;融资融券;中字头股票
002302,33,002302.SZ,16,水泥概念;装配式建筑;新疆振兴;同花顺中特估100;国企改革;雄安新区;央企国企改革;西部大开发;一带一路;风电;核电;数字经济;数据要素;3D打印;深股通;融资融券
002597,33,002597.SZ,9,代糖概念;煤化工概念;锂电池概念;固态电池;生物质能发电;合成生物;光伏概念;深股通;融资融券
603729,17,603729.SH,8,文化传媒概念;网红经济;数据要素;抖音概念(字节概念);旅游概念;小红书概念;华为概念;上海自贸区
002181,33,002181.SZ,23,短剧游戏;文化传媒概念;AIGC概念;虚拟数字人;网红经济;智慧政务;IP经济(谷子经济);足球概念;职业教育;数字经济;互联网金融;独角兽概念;体育产业;人工智能;旅游概念;广东自贸区;创投;参股券商;粤港澳大湾区;国企改革;AI应用;融资融券;深股通
002806,33,002806.SZ,11,汽车热管理;燃料电池;新能源汽车;储能;高压快充;新疆振兴;固态电池;无人驾驶;车联网(车路协同);百度概念;股权转让(并购重组)
001330,33,001330.SZ,12,AI应用;短剧游戏;Sora概念(文生视频);文化传媒概念;IP经济(谷子经济);AIGC概念;抖音概念(字节概念);腾讯概念;阿里巴巴概念;新疆振兴;西部大开发;深股通
002429,33,002429.SZ,30,WiFi 6;MiniLED;MicroLED概念;AI应用;汽车芯片;5G;第三代半导体;共封装光学(CPO);光纤概念;F5G概念;芯片概念;拼多多概念;富士康概念;数据中心;小米概念;消费电子概念;阿里巴巴概念;PCB概念;智能音箱;AIGC概念;鸿蒙概念;短剧游戏;粤港澳大湾区;智能家居;人民币贬值受益;深圳国企改革;国企改革;深股通;融资融券;抖音概念(字节概念)
000156,33,000156.SZ,33,短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;抖音概念(字节概念);多模态AI;IP经济(谷子经济);AI智能体;腾讯概念;阿里巴巴概念;智慧政务;DeepSeek概念;人工智能;数字经济;数字乡村;信创;智慧城市;养老概念;旅游概念;虚拟现实;东数西算(算力);车联网(车路协同);物联网;乡村振兴;AI应用;智能音箱;智能家居;国企改革;5G;机器人概念;深股通;融资融券;网络安全
601599,17,601599.SH,8,文化传媒概念;短剧游戏;DeepSeek概念;国企改革;一带一路;多模态AI;AI应用;人工智能
301052,33,301052.SZ,12,AIGC概念;文化传媒概念;数据要素;元宇宙;IP经济(谷子经济);网红经济;数字经济;人工智能;三胎概念;AI应用;深股通;融资融券
688622,17,688622.SH,9,量子科技;PM2.5;专精特新;粤港澳大湾区;医疗器械概念;食品安全;碳中和;沪股通;融资融券
300384,33,300384.SZ,14,互联网金融;数字经济;AI智能体;人工智能;华为概念;创投;工业互联网;机器人概念;垃圾分类;高端装备;可降解塑料;煤化工概念;AI应用;深股通
300010,33,300010.SZ,21,Sora概念(文生视频);智谱AI;AIGC概念;财税数字化;AI智能体;智慧政务;在线教育;信创;百度概念;腾讯概念;DeepSeek概念;人工智能;语音技术;京津冀一体化;托育服务;旅游概念;机器人概念;PPP概念;AI应用;融资融券;深股通
002595,33,002595.SZ,5,海工装备;深股通;融资融券;工业母机;风电
300291,33,300291.SZ,17,短剧游戏;快手概念;网络游戏;虚拟数字人;股权转让(并购重组);文化传媒概念;抖音概念(字节概念);网红经济;百度概念;腾讯概念;阿里巴巴概念;IP经济(谷子经济);人工智能;旅游概念;华为概念;AI应用;深股通
688200,17,688200.SH,8,第三代半导体;芯片概念;专精特新;高端装备;华为概念;京津冀一体化;沪股通;融资融券
300736,33,300736.SZ,3,华为概念;区块链;苹果概念
301262,33,301262.SZ,24,短剧游戏;文化传媒概念;AIGC概念;在线教育;抖音概念(字节概念);智慧政务;DeepSeek概念;数字经济;人工智能;旅游概念;数字乡村;人脸识别;虚拟现实;养老概念;语音技术;数字孪生;东数西算(算力);宠物经济;国企改革;腾讯概念;IP经济(谷子经济);AI应用;深股通;融资融券
603121,17,603121.SH,16,汽车芯片;传感器;军工;芯片概念;长三角一体化;机器人概念;人形机器人;小米汽车;新能源汽车;比亚迪概念;氢能源;创投;燃料电池;DeepSeek概念;数据中心;沪股通
688521,17,688521.SH,18,国家大基金持股;汽车芯片;先进封装;MCU芯片;芯片概念;东数西算(算力);AI眼镜;智能音箱;阿里巴巴概念;腾讯概念;虚拟现实;无人驾驶;物联网;人工智能;上海自贸区;数字货币;沪股通;融资融券
301551,33,301551.SZ,14,短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;抖音概念(字节概念);在线教育;百度概念;人工智能;华为概念;智能音箱;国企改革;智能医疗;深股通;融资融券
301203,33,301203.SZ,6,污水处理;固废处理;碳中和;锂电池概念;固态电池;融资融券
600875,17,600875.SH,23,可控核聚变;抽水蓄能;核电;光热发电;超超临界发电;风电;光伏概念;储能;燃料电池;氢能源;高端装备;雅下水电概念;新能源汽车;西部大开发;央企国企改革;工业互联网;国企改革;乡村振兴;沪股通;融资融券;人工智能;DeepSeek概念;ChatGPT概念
300079,33,300079.SZ,37,数据确权;区块链;元宇宙;云计算;AI智能体;数据安全;知识产权保护;网络安全;AIGC概念;NFT概念;移动支付;跨境支付(CIPS);DeepSeek概念;数字货币;数字水印;人工智能;文化传媒概念;AI语料;ETC;互联网金融;车联网(车路协同);Sora概念(文生视频);安防;华为概念;IP经济(谷子经济);星闪概念;WiFi 6;无人机;商业航天;5G;华为海思概念股;芯片概念;光纤概念;AI应用;融资融券;短剧游戏;深股通
002634,33,002634.SZ,3,TOPCON电池;光伏概念;互联网金融
600373,17,600373.SH,14,在线教育;文化传媒概念;手机游戏;AIGC概念;网络游戏;短剧游戏;Sora概念(文生视频);数字经济;IP经济(谷子经济);虚拟现实;国企改革;AI应用;沪股通;融资融券
300205,33,300205.SZ,17,ST板块;数字货币;ETC;移动支付;跨境支付(CIPS);5G;物联网;财税数字化;数据安全;网络安全;量子科技;专精特新;互联网金融;华为鲲鹏;华为概念;人工智能;区块链
600345,17,600345.SH,16,卫星导航;商业航天;光纤概念;车联网(车路协同);安防;信创;智慧城市;华为概念;数据要素;人工智能;DeepSeek概念;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券
688147,17,688147.SH,17,中芯国际概念;存储芯片;BC电池;先进封装;第三代半导体;OLED;TOPCON电池;HJT电池;汽车芯片;钙钛矿电池;芯片概念;光伏概念;专精特新;高端装备;回购增持再贷款概念;沪股通;融资融券
920368,151,920368.BJ,8,一带一路;融资融券;光伏概念;BC电池;第三代半导体;TOPCON电池;硅能源;HJT电池
688530,17,688530.SH,7,HJT电池;钙钛矿电池;PET铜箔;光伏概念;专精特新;芯片概念;融资融券
002215,33,002215.SZ,12,草甘膦;生态农业;农村电商;土壤修复;农业种植;乡村振兴;粤港澳大湾区;数字乡村;互联网金融;数字经济;深股通;融资融券
001217,33,001217.SZ,4,染料;煤化工概念;航运概念;化肥
300188,33,300188.SZ,49,电子身份证;网络安全;数据确权;华为鲲鹏;信创;数字货币;财税数字化;数据安全;区块链;数据要素;ChatGPT概念;国产操作系统;知识产权保护;数字乡村;AI智能体;鸿蒙概念;元宇宙;智慧城市;人脸识别;职业教育;国资云;数字经济;AIGC概念;腾讯概念;车联网(车路协同);安防;人工智能;阿里巴巴概念;DeepSeek概念;东数西算(算力);Sora概念(文生视频);华为概念;EDR概念;低空经济;军工;福建自贸区;无人机;海峡两岸;数据中心;机器人概念;食品安全;智能穿戴;AI眼镜;消费电子概念;国企改革;央企国企改革;AI应用;深股通;融资融券
300948,33,300948.SZ,12,人工智能;水利;土壤修复;新型城镇化;碳中和;建筑节能;碳交易;污水处理;一带一路;PPP概念;股权转让(并购重组);融资融券
002947,33,002947.SZ,16,苹果概念;柔性屏(折叠屏);无线耳机;AI PC;消费电子概念;比亚迪概念;新能源汽车;智能穿戴;5G;储能;数据中心;人民币贬值受益;虚拟现实;东数西算(算力);深股通;融资融券
920533,151,920533.BJ,8,宁德时代概念;特斯拉概念;人民币贬值受益;融资融券;机器人概念;人形机器人;无人驾驶;新能源汽车
688683,17,688683.SH,7,芯片概念;汽车电子;新能源汽车;粤港澳大湾区;回购增持再贷款概念;固态电池;融资融券
600487,17,600487.SH,31,光纤概念;共封装光学(CPO);特高压;F5G概念;液冷服务器;柔性直流输电;智能电网;风电;芯片概念;新能源汽车;数据中心;小米汽车;5G;长三角一体化;人形机器人;海工装备;一带一路;量子科技;机器人概念;6G概念;无人驾驶;太赫兹;华为概念;水利;军工;创投;网络安全;智慧城市;DeepSeek概念;沪股通;融资融券
300148,33,300148.SZ,13,文化传媒概念;手机游戏;虚拟数字人;网络游戏;IP经济(谷子经济);云游戏;职业教育;区块链;人工智能;虚拟现实;创投;AI应用;2025年报预增
601929,17,601929.SH,38,短剧游戏;Sora概念(文生视频);AI应用;文化传媒概念;AIGC概念;在线教育;AI智能体;数据要素;IP经济(谷子经济);智慧政务;数字乡村;智能医疗;云计算;时空大数据;数据安全;算力租赁;人工智能;DeepSeek概念;旅游概念;数字孪生;网络安全;智慧城市;食品安全;东数西算(算力);虚拟现实;安防;车联网(车路协同);物联网;乡村振兴;数据中心;卫星导航;参股银行;低空经济;国企改革;5G;芯片概念;融资融券;沪股通
002517,33,002517.SZ,18,网络游戏;手机游戏;电子竞技;AIGC概念;元宇宙;NFT概念;鸿蒙概念;腾讯概念;虚拟现实;区块链;人工智能;IP经济(谷子经济);华为概念;数字经济;AI眼镜;AI应用;深股通;融资融券
300770,33,300770.SZ,23,知识产权保护;虚拟数字人;短剧游戏;文化传媒概念;NFT概念;在线教育;快手概念;抖音概念(字节概念);腾讯概念;元宇宙;电子竞技;网络安全;云游戏;IP经济(谷子经济);人工智能;虚拟现实;华为概念;华为海思概念股;小米概念;国企改革;高股息精选;深股通;融资融券
300589,33,300589.SZ,11,军民融合;军工;海工装备;无人驾驶;一带一路;粤港澳大湾区;专精特新;燃料电池;绿色电力;深股通;融资融券
300426,33,300426.SZ,11,短剧游戏;文化传媒概念;NFT概念;AIGC概念;抖音概念(字节概念);IP经济(谷子经济);阿里巴巴概念;DeepSeek概念;人工智能;国企改革;AI应用
300043,33,300043.SZ,21,手机游戏;电子竞技;云游戏;网络游戏;文化传媒概念;NFT概念;抖音概念(字节概念);腾讯概念;元宇宙;IP经济(谷子经济);AI应用;鸿蒙概念;人工智能;跨境电商;横琴新区;华为概念;三胎概念;数字货币;粤港澳大湾区;人民币贬值受益;深股通
603308,17,603308.SH,17,可控核聚变;航空发动机;核电;海工装备;高端装备;风电;大飞机;3D打印;军工;商业航天;核污染防治;无人机;工业互联网;一带一路;参股银行;沪股通;融资融券
301004,33,301004.SZ,7,三胎概念;C2M概念;人民币贬值受益;跨境电商;回购增持再贷款概念;深股通;融资融券
000802,33,000802.SZ,3,文化传媒概念;IP经济(谷子经济);旅游概念
002294,33,002294.SZ,8,减肥药;创新药;仿制药一致性评价;深股通;融资融券;证金持股;参股保险;医疗器械概念
688004,17,688004.SH,14,在线教育;AIGC概念;文化传媒概念;多模态AI;华为鲲鹏;信创;数据要素;数据安全;人工智能;数字孪生;华为概念;回购增持再贷款概念;网络安全;融资融券
301218,33,301218.SZ,31,数据安全;智慧政务;数据要素;时空大数据;空间计算;阿里巴巴概念;网络安全;DeepSeek概念;卫星导航;人工智能;人脸识别;智慧城市;智能医疗;华为概念;低空经济;物联网;无人机;安防;数据中心;机器视觉;共同富裕示范区;水利;专精特新;传感器;一带一路;机器人概念;智能电网;人形机器人;AI应用;股权转让(并购重组);融资融券
688343,17,688343.SH,29,芯片概念;AI眼镜;消费电子概念;人形机器人;智能座舱;智能穿戴;东数西算(算力);机器视觉;华为昇腾;华为概念;机器人概念;信创;多模态AI;车联网(车路协同);算力租赁;安防;低空经济;ChatGPT概念;人脸识别;阿里巴巴概念;华为鲲鹏;鸿蒙概念;AI智能体;人工智能;智慧政务;DeepSeek概念;智慧城市;沪股通;融资融券
300383,33,300383.SZ,18,算力租赁;抖音概念(字节概念);云计算;MLOps概念;AIGC概念;东数西算(算力);百度概念;华为鲲鹏;区块链;DeepSeek概念;数字经济;数据中心;华为概念;液冷服务器;京津冀一体化;工业互联网;深股通;融资融券
600633,17,600633.SH,41,Sora概念(文生视频);AIGC概念;多模态AI;NFT概念;文化传媒概念;AI智能体;数据确权;手机游戏;云计算;网络游戏;AI应用;阿里巴巴概念;腾讯概念;华为昇腾;电子竞技;数据要素;百度概念;智慧政务;区块链;智能医疗;元宇宙;算力租赁;鸿蒙概念;DeepSeek概念;数字经济;人工智能;独角兽概念;东数西算(算力);智慧城市;养老概念;华为概念;体育产业;旅游概念;数据中心;创投;共同富裕示范区;国企改革;证金持股;绿色电力;沪股通;融资融券
688667,17,688667.SH,7,新能源汽车;长安汽车概念;专精特新;汽车电子;车联网(车路协同);2025年报预增;融资融券
920130,151,920130.BJ,12,AI应用;融资融券;PCB概念;专精特新;安防;充电桩;智慧城市;网约车;多模态AI;人工智能;AI智能体;阿里巴巴概念
000829,33,000829.SZ,26,独角兽概念;虚拟现实;人工智能;鸿蒙概念;百度概念;AI智能体;Web3.0;创投;抖音概念(字节概念);深圳国企改革;数据确权;腾讯概念;国企改革;华为概念;粤港澳大湾区;智能穿戴;一带一路;新型烟草(电子烟);华为汽车;拼多多概念;AI手机;消费电子概念;华为手机;苹果概念;深股通;融资融券
301270,33,301270.SZ,18,AIGC概念;知识产权保护;数据要素;云计算;数字水印;抖音概念(字节概念);鸿蒙概念;阿里巴巴概念;腾讯概念;DeepSeek概念;人工智能;IP经济(谷子经济);华为概念;AI应用;小米概念;华为汽车;Sora概念(文生视频);融资融券
002859,33,002859.SZ,11,PET铜箔;专精特新;消费电子概念;超导概念;宁德时代概念;固态电池;锂电池概念;可控核聚变;一带一路;深股通;融资融券
688010,17,688010.SH,16,商业航天;卫星导航;军民融合;军工;安防;华为概念;机器视觉;区块链;无人驾驶;福建自贸区;专精特新;机器人概念;海峡两岸;光刻机;沪股通;融资融券
300369,33,300369.SZ,29,数字水印;数据确权;智慧政务;区块链;网络安全;腾讯概念;数据安全;华为鲲鹏;国产操作系统;AI智能体;云计算;信创;华为欧拉;数据要素;AI语料;阿里巴巴概念;人工智能;东数西算(算力);DeepSeek概念;MLOps概念;车联网(车路协同);华为概念;独角兽概念;京津冀一体化;数据中心;工业互联网;AI应用;深股通;融资融券
688593,17,688593.SH,7,芯片概念;电子纸;AI眼镜;OLED;智能穿戴;沪股通;融资融券
600326,17,600326.SH,12,雅下水电概念;水利;水泥概念;一带一路;国企改革;参股银行;西部大开发;同花顺中特估100;小金属概念;金属铜;沪股通;融资融券
688229,17,688229.SH,20,华为鲲鹏;信创;数据安全;云计算;数据要素;鸿蒙概念;抖音概念(字节概念);百度概念;腾讯概念;阿里巴巴概念;互联网金融;数字经济;东数西算(算力);DeepSeek概念;人工智能;华为概念;工业互联网;数据中心;AI应用;融资融券
