code,market_code,股票代码,所属概念数量,所属概念
300746,33,300746.SZ,15,新型城镇化;装配式建筑;建筑节能;水利;垃圾分类;污水处理;氢能源;智慧城市;机器人概念;无人驾驶;数字经济;天然气;数据要素;DeepSeek概念;股权转让(并购重组)
300458,33,300458.SZ,33,汽车芯片;MCU芯片;存储芯片;AI眼镜;中芯国际概念;芯片概念;智能穿戴;智能座舱;汽车电子;小米概念;机器视觉;无人驾驶;EDR概念;虚拟现实;机器人概念;东数西算(算力);华为概念;2025年报预增;物联网;2025三季报预增;车联网(车路协同);长安汽车概念;智能家居;阿里巴巴概念;百度概念;腾讯概念;人工智能;家用电器;DeepSeek概念;创投;横琴新区;深股通;融资融券
688588,17,688588.SH,13,AI智能体;数据要素;百度概念;云计算;信创;区块链;人工智能;互联网金融;Web3.0;人民币贬值受益;AI应用;沪股通;融资融券
000014,33,000014.SZ,5,深圳国企改革;物业管理;国企改革;粤港澳大湾区;股权转让(并购重组)
301511,33,301511.SZ,20,共封装光学(CPO);PET铜箔;PCB概念;存储芯片;柔性屏(折叠屏);消费电子概念;宁德时代概念;固态电池;5G;锂电池概念;比亚迪概念;华为数字能源;新能源汽车;储能;专精特新;华为概念;无人机;军工;深股通;融资融券
300926,33,300926.SZ,10,一体化压铸;华为汽车;长安汽车概念;新能源汽车;比亚迪概念;机器人概念;专精特新;2025三季报预增;深股通;融资融券
603990,17,603990.SH,20,AI应用;DRG/DIP;华为鲲鹏;智能医疗;人工智能;人形机器人;华为概念;DeepSeek概念;WiFi 6;物联网;机器人概念;养老概念;无人机;低空经济;辅助生殖;民营医院;三胎概念;国企改革;股权转让(并购重组);融资融券
002907,33,002907.SZ,13,流感;医药电商;创新药;肝炎概念;仿制药一致性评价;维生素;幽门螺杆菌概念;减肥药;猴痘概念;西部大开发;人工智能;工业互联网;深股通
688118,17,688118.SH,22,AIGC概念;AI智能体;华为鲲鹏;华为欧拉;数据要素;云计算;智慧政务;数据安全;信创;DeepSeek概念;人工智能;数字经济;互联网金融;智慧城市;数字孪生;华为概念;AI应用;军工;工业互联网;数据中心;专精特新;融资融券
002026,33,002026.SZ,20,工业母机;新型工业化;家用电器;新能源汽车;小米概念;机器人概念;换电概念;高端装备;充电桩;储能;智能物流;一带一路;锂电池概念;大飞机;军工;固态电池;创投;深股通;股权转让(并购重组);融资融券
300595,33,300595.SZ,7,医疗器械概念;眼科医疗;医药电商;跨境电商;AI眼镜;融资融券;深股通
600055,17,600055.SH,14,智能医疗;医疗器械概念;DeepSeek概念;阿里巴巴概念;京津冀一体化;云计算;机器人概念;数据中心;一带一路;绿色电力;超导概念;AI智能体;沪股通;融资融券
688143,17,688143.SH,10,光纤概念;共封装光学(CPO);军工;汽车热管理;海工装备;芯片概念;专精特新;DeepSeek概念;沪股通;融资融券
300560,33,300560.SZ,31,福建自贸区;海峡两岸;电子身份证;智慧政务;网络安全;数字乡村;智慧城市;安防;算力租赁;数字经济;军工;元宇宙;抖音概念(字节概念);AI智能体;东数西算(算力);云计算;人工智能;车联网(车路协同);物联网;华为概念;垃圾分类;水利;5G;乡村振兴;机器视觉;智能穿戴;AI眼镜;机器人概念;一带一路;英伟达概念;AI应用
300675,33,300675.SZ,20,装配式建筑;房屋检测;新型城镇化;深圳国企改革;建筑节能;雄安新区;乡村振兴;水利;光伏建筑一体化;碳中和;国企改革;职业教育;一带一路;智慧城市;粤港澳大湾区;虚拟电厂;数据要素;区块链;智能电网;数据中心
600967,17,600967.SH,25,军民融合;军工;数字孪生;无人机;人工智能;高端装备;核电;物联网;减速器;高铁;机器人概念;中俄贸易概念;工业互联网;农机;央企国企改革;无人驾驶;人形机器人;风电;氢能源;储能;西部大开发;新能源汽车;国企改革;沪股通;融资融券
688278,17,688278.SH,6,创新药;绿色电力;肝炎概念;福建自贸区;沪股通;融资融券
603237,17,603237.SH,5,预制菜;共同富裕示范区;IP经济(谷子经济);长三角一体化;虚拟数字人
603201,17,603201.SH,5,跨境电商;新能源汽车;专精特新;人民币贬值受益;比亚迪概念
600641,17,600641.SH,11,第三代半导体;存储芯片;OLED;TOPCON电池;芯片概念;光伏概念;小金属概念;创投;沪股通;股权转让(并购重组);融资融券
300918,33,300918.SZ,10,人形机器人;商业航天;军民融合;机器人概念;智能穿戴;C2M概念;跨境电商;中俄贸易概念;深股通;融资融券
300939,33,300939.SZ,18,5G;MiniLED;汽车电子;无人驾驶;安防;物联网;电子纸;智慧城市;机器人概念;充电桩;比亚迪概念;家用电器;智能家居;人工智能;长安汽车概念;新能源汽车;储能;融资融券
300872,33,300872.SZ,29,数字货币;跨境支付(CIPS);华为昇腾;信创;智慧政务;华为欧拉;互联网金融;华为鲲鹏;数据安全;云计算;区块链;华为概念;数据要素;数字经济;数字乡村;人工智能;AI智能体;DeepSeek概念;阿里巴巴概念;腾讯概念;数据中心;ChatGPT概念;多模态AI;创投;回购增持再贷款概念;西部大开发;AI应用;深股通;融资融券
002732,33,002732.SZ,8,乳业;乡村振兴;统一大市场;三胎概念;冷链物流;玉米;国企改革;粤港澳大湾区
688517,17,688517.SH,10,柔性直流输电;特高压;智能电网;高压快充;充电桩;储能;高端装备;新能源汽车;回购增持再贷款概念;融资融券
001202,33,001202.SZ,5,粤港澳大湾区;航运概念;统一大市场;一带一路;新疆振兴
603556,17,603556.SH,11,智能电网;电力物联网;充电桩;光伏概念;储能;一带一路;人民币贬值受益;物联网;DeepSeek概念;沪股通;融资融券
603127,17,603127.SH,10,CRO概念;细胞免疫治疗;2025年报预增;创新药;基因测序;生物疫苗;智能医疗;专精特新;融资融券;沪股通
603709,17,603709.SH,4,工业互联网;人民币贬值受益;跨境电商;养老概念
301330,33,301330.SZ,30,脑机接口;多模态AI;AIGC概念;鸿蒙概念;信创;空间计算;AI智能体;数据安全;电子身份证;人脸识别;车联网(车路协同);智能医疗;人工智能;DeepSeek概念;无人零售;安防;机器视觉;数字经济;华为概念;物联网;机器人概念;养老概念;芯片概念;辅助生殖;粤港澳大湾区;人民币贬值受益;跨境电商;充电桩;深股通;融资融券
301051,33,301051.SZ,6,智能穿戴;柔性屏(折叠屏);消费电子概念;储能;深股通;融资融券
001255,33,001255.SZ,14,光伏概念;超导概念;共同富裕示范区;专精特新;高铁;军工;家用电器;水利;比亚迪概念;有机硅概念;长三角一体化;风电;新能源汽车;核电
301223,33,301223.SZ,8,烟草;粤港澳大湾区;新型烟草(电子烟);小米概念;职业教育;数字经济;数字水印;融资融券
603976,17,603976.SH,2,医疗器械概念;西部大开发
300489,33,300489.SZ,13,核电;军工;核污染防治;第三代半导体;新能源汽车;氢能源;低空经济;无人机;无人驾驶;中俄贸易概念;黑龙江自贸区;先进封装;深股通
001390,33,001390.SZ,6,参股银行;注册制次新股;专精特新;深股通;新股与次新股;融资融券
600592,17,600592.SH,12,人形机器人;军民融合;大飞机;商业航天;军工;海工装备;新能源汽车;海峡两岸;国企改革;参股券商;融资融券;沪股通
688356,17,688356.SH,8,2025年报预增;医疗器械概念;医美概念;创新药;3D打印;人民币贬值受益;沪股通;融资融券
301018,33,301018.SZ,23,液冷服务器;高压快充;数据中心;5G;锂电池概念;储能;可控核聚变;2025年报预增;新能源汽车;华为概念;空气能热泵;抽水蓄能;核电;腾讯概念;阿里巴巴概念;军工;抖音概念(字节概念);成飞概念;百度概念;碳中和;DeepSeek概念;深股通;融资融券
688072,17,688072.SH,6,国家大基金持股;存储芯片;先进封装;芯片概念;沪股通;融资融券
003002,33,003002.SZ,8,民爆概念;雅下水电概念;芯片概念;一带一路;机器人概念;军工;军民融合;深股通
002956,33,002956.SZ,2,跨境电商;西部大开发
002813,33,002813.SZ,11,车联网(车路协同);无人驾驶;百度概念;星闪概念;智能座舱;数据安全;人工智能;DeepSeek概念;卫星导航;汽车电子;机器人概念
688305,17,688305.SH,18,工业母机;新型工业化;机器人概念;高端装备;低空经济;无人机;新能源汽车;专精特新;芯片概念;军工;航空发动机;大飞机;商业航天;华为概念;核电;DeepSeek概念;沪股通;融资融券
301289,33,301289.SZ,15,超导概念;特高压;核电;风电;光纤概念;成飞概念;海工装备;储能;军民融合;上海国企改革;钒电池;国企改革;6G概念;职业教育;融资融券
301170,33,301170.SZ,9,新能源汽车;燃料电池;储能;专精特新;氢能源;一带一路;减速器;参股银行;融资融券
301279,33,301279.SZ,5,共同富裕示范区;减速器;人形机器人;绿色电力;融资融券
301130,33,301130.SZ,11,流感;仿制药一致性评价;维生素;阿尔茨海默概念;肝炎概念;创新药;猴痘概念;三胎概念;细胞免疫治疗;养老概念;融资融券
002048,33,002048.SZ,17,PEEK材料;人形机器人;华为汽车;特斯拉概念;小米汽车;汽车电子;新能源汽车;比亚迪概念;长安汽车概念;小米概念;智能座舱;机器人概念;宁德时代概念;回购增持再贷款概念;一带一路;深股通;融资融券
688596,17,688596.SH,13,存储芯片;中芯国际概念;第三代半导体;芯片概念;专精特新;高端装备;光伏概念;储能;氢能源;医疗器械概念;合成生物;沪股通;融资融券
688211,17,688211.SH,9,专精特新;智能物流;机器人概念;机器视觉;统一大市场;人工智能;芯片概念;稀土永磁;融资融券
688112,17,688112.SH,9,芯片概念;苹果概念;专精特新;英伟达概念;人民币贬值受益;粤港澳大湾区;华为概念;沪股通;融资融券
001328,33,001328.SZ,8,超级品牌;三胎概念;网红经济;医疗器械概念;国企改革;西部大开发;深股通;融资融券
603202,17,603202.SH,10,两轮车;参股银行;人民币贬值受益;新型工业化;比亚迪概念;注册制次新股;汽车电子;智能座舱;新股与次新股;融资融券
300726,33,300726.SZ,12,超级电容;芯片概念;华为海思概念股;5G;传感器;军工;商业航天;大飞机;海工装备;华为概念;深股通;融资融券
301328,33,301328.SZ,17,人形机器人;比亚迪概念;新能源汽车;汽车电子;机器人概念;毫米波雷达;智能座舱;无人驾驶;低空经济;铜缆高速连接;数据中心;储能;光伏概念;粤港澳大湾区;海峡两岸;深股通;融资融券
689009,17,689009.SH,12,车联网(车路协同);跨境电商;国产操作系统;机器人概念;人工智能;DeepSeek概念;小米概念;两轮车;英伟达概念;储能;2025年报预增;融资融券
688120,17,688120.SH,6,存储芯片;芯片概念;专精特新;国企改革;沪股通;融资融券
603912,17,603912.SH,10,液冷服务器;数据中心;5G;华为概念;算力租赁;专精特新;腾讯概念;阿里巴巴概念;抖音概念(字节概念);百度概念
002495,33,002495.SZ,2,预制菜;创投
603682,17,603682.SH,5,租售同权;物业管理;新型城镇化;IP经济(谷子经济);小红书概念
300270,33,300270.SZ,21,光纤概念;百度概念;华为昇腾;东数西算(算力);卫星导航;机器视觉;华为概念;无人驾驶;智慧灯杆;华为鲲鹏;机器人概念;安防;车联网(车路协同);人工智能;人脸识别;物联网;工业互联网;智慧城市;共同富裕示范区;冷链物流;股权转让(并购重组)
002701,33,002701.SZ,16,啤酒概念;预制菜;冰雪产业;工业大麻;足球概念;体育产业;一带一路;京津冀一体化;虚拟数字人;储能;新能源汽车;人工智能;锂电池概念;深股通;融资融券;股权转让(并购重组)
300323,33,300323.SZ,13,MicroLED概念;MiniLED;AI眼镜;智能穿戴;华为概念;消费电子概念;汽车电子;第三代半导体;虚拟现实;芯片概念;国企改革;深股通;融资融券
002573,33,002573.SZ,19,天然气;固废处理;PPP概念;雄安新区;碳中和;污水处理;土壤修复;国企改革;煤化工概念;水利;金属回收;京津冀一体化;创投;PM2.5;数字孪生;金属铜;机器人概念;深股通;融资融券
300789,33,300789.SZ,22,车联网(车路协同);职业教育;机器视觉;智慧城市;无人机;新型工业化;机器人概念;物联网;高铁;高端装备;专精特新;人工智能;虚拟现实;DeepSeek概念;一带一路;AI智能体;雅下水电概念;西部大开发;多模态AI;智能电网;钒电池;小金属概念
600033,17,600033.SH,8,福建自贸区;海峡两岸;参股银行;参股保险;国企改革;回购增持再贷款概念;融资融券;沪股通
002328,33,002328.SZ,9,储能;新能源汽车;特斯拉概念;长三角一体化;一带一路;液冷服务器;创投;数据中心;融资融券
603323,17,603323.SH,3,长三角一体化;融资融券;沪股通
002614,33,002614.SZ,17,福建自贸区;海峡两岸;养老概念;血氧仪;IP经济(谷子经济);跨境电商;网红经济;医疗器械概念;家用电器;智能家居;人工智能;鸿蒙概念;DeepSeek概念;人民币贬值受益;华为概念;机器人概念;人形机器人
600380,17,600380.SH,15,流感;医药电商;创新药;辅助生殖;减肥药;猴痘概念;合成生物;宠物经济;智能医疗;粤港澳大湾区;DeepSeek概念;人工智能;腾讯概念;沪股通;融资融券
600082,17,600082.SH,4,天津自贸区;国企改革;京津冀一体化;创投
600327,17,600327.SH,6,民营医院;预制菜;信托概念;参股银行;三胎概念;IP经济(谷子经济)
000712,33,000712.SZ,6,期货概念;算力租赁;粤港澳大湾区;深股通;融资融券;股权转让(并购重组)
600998,17,600998.SH,22,医药电商;医美概念;基因测序;流感;创新药;仿制药一致性评价;医疗器械概念;智能医疗;冷链物流;创投;DeepSeek概念;绿色电力;人工智能;AI应用;智能物流;脑机接口;AI智能体;腾讯概念;阿里巴巴概念;机器人概念;沪股通;融资融券
600662,17,600662.SH,13,AI应用;云办公;AI智能体;财税数字化;职业教育;智慧政务;DeepSeek概念;上海国企改革;人工智能;统一大市场;国企改革;融资融券;沪股通
603195,17,603195.SH,14,超级品牌;同花顺漂亮100;露营经济;抖音概念(字节概念);腾讯概念;家用电器;回购增持再贷款概念;充电桩;智能家居;储能;华为概念;无线充电;沪股通;融资融券
002010,33,002010.SZ,19,智能物流;一带一路;2025年报预增;共同富裕示范区;工业互联网;DeepSeek概念;统一大市场;军工;华为概念;车联网(车路协同);新能源汽车;宁德时代概念;无人驾驶;充电桩;区块链;人形机器人;蚂蚁集团概念;深股通;融资融券
605033,17,605033.SH,2,乡村振兴;西部大开发
600674,17,600674.SH,7,证金持股;绿色电力;国企改革;西部大开发;沪股通;融资融券;回购增持再贷款概念
300425,33,300425.SZ,13,PPP概念;污水处理;固废处理;新型城镇化;土壤修复;净水概念;国企改革;西部大开发;央企国企改革;高端装备;专精特新;智慧城市;中字头股票
002287,33,002287.SZ,7,医药电商;流感;创新药;三胎概念;西部大开发;深股通;融资融券
002335,33,002335.SZ,28,液冷服务器;数据中心;5G;东数西算(算力);算力租赁;华为概念;量子科技;阿里巴巴概念;腾讯概念;锂电池概念;储能;智能电网;核电;光伏概念;智慧政务;海工装备;AI智能体;小红书概念;无人驾驶;人工智能;海峡两岸;DeepSeek概念;数字经济;高铁;福建自贸区;氢能源;深股通;融资融券
603602,17,603602.SH,24,AIGC概念;数据要素;短剧游戏;百度概念;阿里巴巴概念;抖音概念(字节概念);腾讯概念;数字经济;智慧城市;小红书概念;车联网(车路协同);算力租赁;东数西算(算力);跨境电商;华为概念;智慧灯杆;低空经济;无人机;5G;飞行汽车(eVTOL);AI应用;苹果概念;充电桩;融资融券
601788,17,601788.SH,6,期货概念;证金持股;国企改革;央企国企改革;沪股通;融资融券
002668,33,002668.SZ,8,跨境电商;家用电器;智能家居;一带一路;人民币贬值受益;深股通;人工智能;融资融券
002566,33,002566.SZ,5,流感;毛发医疗;肝炎概念;农业种植;乡村振兴
688697,17,688697.SH,11,工业母机;人形机器人;新能源汽车;新型工业化;高端装备;机器人概念;低空经济;大飞机;长三角一体化;融资融券;沪股通
300406,33,300406.SZ,7,幽门螺杆菌概念;智能医疗;医疗器械概念;人工智能;专精特新;深股通;融资融券
688612,17,688612.SH,12,飞行汽车(eVTOL);无线充电;长安汽车概念;低空经济;新能源汽车;充电桩;华为概念;高压快充;粤港澳大湾区;回购增持再贷款概念;沪股通;融资融券
600281,17,600281.SH,4,金属回收;可降解塑料;国企改革;充电桩
603282,17,603282.SH,2,污水处理;锂电池概念
002055,33,002055.SZ,22,高压快充;粤港澳大湾区;MiniLED;数据中心;比亚迪概念;5G;新能源汽车;汽车电子;消费电子概念;宁德时代概念;小米概念;EDR概念;特斯拉概念;铜缆高速连接;ST板块;华为概念;无线充电;无人驾驶;车联网(车路协同);OLED;数据要素;存储芯片
002043,33,002043.SZ,4,共同富裕示范区;智能家居;深股通;融资融券
920837,151,920837.BJ,7,氢能源;燃料电池;融资融券;国企改革;西部大开发;专精特新;农机
300110,33,300110.SZ,8,医药电商;肝炎概念;仿制药一致性评价;医美概念;猴痘概念;医疗器械概念;国企改革;融资融券
920378,151,920378.BJ,5,机器人概念;新能源汽车;特斯拉概念;专精特新;融资融券
000639,33,000639.SZ,7,NMN概念;网红经济;跨境电商;体育产业;维生素;阿里巴巴概念;融资融券
600051,17,600051.SH,7,物业管理;共同富裕示范区;绿色电力;航运概念;跨境电商;旅游概念;煤炭概念
688191,17,688191.SH,17,特高压;智能电网;风电;专精特新;无人机;数字孪生;水利;华为概念;华为昇腾;机器视觉;人工智能;DeepSeek概念;鸿蒙概念;AI智能体;多模态AI;沪股通;融资融券
002608,33,002608.SZ,10,超超临界发电;碳交易;国企改革;参股保险;信托概念;虚拟电厂;储能;工业互联网;深股通;融资融券
000026,33,000026.SZ,6,央企国企改革;国企改革;机器人概念;减速器;智能穿戴;深股通
600517,17,600517.SH,14,特高压;智能电网;钒电池;储能;碳交易;碳中和;央企国企改革;国企改革;期货概念;参股券商;信托概念;物联网;沪股通;融资融券
002412,33,002412.SZ,9,医药电商;流感;仿制药一致性评价;幽门螺杆菌概念;肝炎概念;创新药;农业种植;参股银行;融资融券
600812,17,600812.SH,17,流感;维生素;仿制药一致性评价;生物疫苗;肝炎概念;合成生物;创新药;眼科医疗;证金持股;重组蛋白;雄安新区;国企改革;化肥;数字经济;DeepSeek概念;沪股通;融资融券
300009,33,300009.SZ,14,生物疫苗;辅助生殖;细胞免疫治疗;肝炎概念;流感;基因测序;创新药;仿制药一致性评价;智能医疗;医疗器械概念;民营医院;人工智能;深股通;融资融券
300145,33,300145.SZ,26,液冷服务器;空气能热泵;储能;中俄贸易概念;比亚迪概念;核电;风电;垃圾分类;数据中心;专精特新;军工;水利;污水处理;固废处理;土壤修复;创投;PPP概念;国企改革;新型城镇化;净水概念;智慧城市;金属回收;中芯国际概念;腾讯概念;深股通;融资融券
688281,17,688281.SH,6,航空发动机;军工;碳纤维;西部大开发;沪股通;融资融券
688526,17,688526.SH,9,禽流感;动物疫苗;生物疫苗;合成生物;宠物经济;生态农业;转基因;沪股通;融资融券
300460,33,300460.SZ,22,元宇宙;华为海思概念股;抖音概念(字节概念);星闪概念;安防;华为概念;DeepSeek概念;AI眼镜;小米概念;汽车电子;卫星导航;苹果概念;无人机;数据中心;机器人概念;ST板块;比亚迪概念;商业航天;芯片概念;共封装光学(CPO);专精特新;海工装备
002076,33,002076.SZ,17,绿色电力;ST板块;光伏概念;锂电池概念;跨境电商;创投;粤港澳大湾区;宁德时代概念;新能源汽车;智能家居;数据中心;芯片概念;数据要素;云计算;网络安全;量子科技;数据安全
600035,17,600035.SH,14,国企改革;氢能源;ETC;智能医疗;物联网;人工智能;在线教育;车联网(车路协同);华为概念;国产操作系统;WiFi 6;无线耳机;沪股通;融资融券
002073,33,002073.SZ,17,绿色电力;锂电池概念;一带一路;宁德时代概念;固态电池;工业互联网;智能物流;参股银行;物联网;传感器;生物质能发电;机器视觉;数字经济;知识产权保护;证金持股;深股通;融资融券
300692,33,300692.SZ,8,燃料电池;污水处理;绿色电力;固废处理;新型城镇化;PPP概念;合成生物;股权转让(并购重组)
002828,33,002828.SZ,10,俄乌冲突概念;页岩气;天然气;新疆振兴;煤化工概念;碳中和;西部大开发;参股银行;一带一路;股权转让(并购重组)
002350,33,002350.SZ,21,特高压;智能电网;虚拟电厂;高压快充;风电;光伏概念;充电桩;超级电容;光伏建筑一体化;绿色电力;储能;氢能源;燃料电池;高端装备;中俄贸易概念;雄安新区;数据中心;京津冀一体化;俄乌冲突概念;阿里巴巴概念;融资融券
600227,17,600227.SH,9,化肥;煤化工概念;煤炭概念;民营医院;西部大开发;仿制药一致性评价;阿尔茨海默概念;创投;医疗器械概念
002418,33,002418.SZ,16,超级电容;石墨烯;液冷服务器;动力电池回收;锂电池概念;储能;氢能源;充电桩;数据中心;空气能热泵;新能源汽车;汽车热管理;东数西算(算力);家用电器;算力租赁;无人驾驶
600746,17,600746.SH,4,煤化工概念;固废处理;国企改革;沪股通
300311,33,300311.SZ,17,数字经济;ST板块;区块链;人工智能;创投;网络游戏;粤港澳大湾区;人脸识别;DeepSeek概念;工业互联网;智慧政务;电子身份证;数据中心;网络安全;华为鲲鹏;数据安全;车联网(车路协同)
002986,33,002986.SZ,4,可降解塑料;回购增持再贷款概念;粤港澳大湾区;深股通
300655,33,300655.SZ,12,光刻胶;中芯国际概念;国家大基金持股;存储芯片;OLED;芯片概念;宁德时代概念;比亚迪概念;锂电池概念;无人驾驶;融资融券;深股通
600231,17,600231.SH,8,特钢概念;天然气;国企改革;央企国企改革;回购增持再贷款概念;沪股通;股权转让(并购重组);融资融券
300891,33,300891.SZ,2,钛白粉概念;融资融券
300878,33,300878.SZ,6,民营医院;创新药;肝炎概念;医药电商;流感;融资融券
002057,33,002057.SZ,28,稀土永磁;小金属概念;石墨烯;锂电池概念;氢能源;固态电池;燃料电池;雅下水电概念;核电;一带一路;海工装备;央企国企改革;中俄贸易概念;新能源汽车;比亚迪概念;新疆振兴;国企改革;专精特新;军工;机器人概念;人形机器人;消费电子概念;无人机;房屋检测;化债概念(AMC概念);中字头股票;融资融券;深股通
600186,17,600186.SH,12,AI智能体;DeepSeek概念;算力租赁;东数西算(算力);智能医疗;土壤修复;粮食概念;回购增持再贷款概念;2025三季报预增;超级品牌;融资融券;沪股通
002219,33,002219.SZ,11,AI应用;民营医院;智能医疗;养老概念;AI智能体;DeepSeek概念;三胎概念;人工智能;西部大开发;深股通;融资融券
603860,17,603860.SH,9,乡村振兴;专精特新;国企改革;人工智能;数字经济;数字乡村;国资云;AI智能体;中字头股票
002414,33,002414.SZ,20,芯片概念;毫米波雷达;汽车电子;传感器;机器视觉;无人驾驶;无人机;商业航天;车联网(车路协同);低空经济;军工;安防;机器人概念;华为概念;军民融合;高端装备;华为昇腾;智能家居;深股通;融资融券
001317,33,001317.SZ,11,拼多多概念;统一大市场;智能物流;跨境电商;无人驾驶;低空经济;长安汽车概念;新疆振兴;一带一路;西部大开发;传感器
600969,17,600969.SH,9,一带一路;充电桩;污水处理;地下管网;风电;国企改革;燃料电池;绿色电力;PPP概念
600793,17,600793.SH,3,食品安全;西部大开发;国企改革
300466,33,300466.SZ,23,无人机;数据中心;机器人概念;工业互联网;网络安全;换电概念;一带一路;华为概念;新型工业化;光伏概念;燃料电池;新能源汽车;智能物流;比亚迪概念;机器视觉;数据安全;人工智能;云计算;国企改革;鸿蒙概念;C2M概念;AI应用;深股通
002631,33,002631.SZ,8,石墨烯;C2M概念;长三角一体化;核污染防治;柔性屏(折叠屏);工业互联网;智能家居;融资融券
000691,33,000691.SZ,2,ST板块;西部大开发
600282,17,600282.SH,19,特钢概念;煤化工概念;商业航天;可燃冰;C2M概念;海工装备;数据要素;国企改革;数字经济;核电;工业互联网;人工智能;创投;一带一路;机器人概念;人形机器人;污水处理;融资融券;沪股通
920058,151,920058.BJ,5,中俄贸易概念;体育产业;人民币贬值受益;融资融券;两轮车
000728,33,000728.SZ,5,证金持股;国企改革;互联网金融;深股通;融资融券
002094,33,002094.SZ,11,中韩自贸区;腾讯概念;网红经济;跨境电商;C2M概念;化债概念(AMC概念);参股银行;人民币贬值受益;一带一路;深股通;融资融券
002397,33,002397.SZ,5,C2M概念;智能家居;三胎概念;网红经济;IP经济(谷子经济)
000068,33,000068.SZ,6,PPP概念;国企改革;创投;粤港澳大湾区;锂电池概念;智慧城市
002778,33,002778.SZ,7,污水处理;天然气;储能;净水概念;土壤修复;国企改革;股权转让(并购重组)
300070,33,300070.SZ,17,PPP概念;地下管网;参股银行;雄安新区;新型城镇化;污水处理;国企改革;乡村振兴;净水概念;一带一路;央企国企改革;创投;家用电器;人工智能;盐湖提锂;深股通;融资融券
603609,17,603609.SH,6,猪肉;养鸡;生态农业;宠物经济;沪股通;融资融券
000803,33,000803.SZ,6,西部大开发;国企改革;固废处理;工业互联网;数字经济;物联网
601128,17,601128.SH,2,沪股通;融资融券
600188,17,600188.SH,9,煤炭概念;煤化工概念;国企改革;参股银行;同花顺漂亮100;小金属概念;风电;沪股通;融资融券
603808,17,603808.SH,6,C2M概念;网红经济;NFT概念;人工智能;虚拟数字人;粤港澳大湾区
000531,33,000531.SZ,15,绿色电力;虚拟电厂;国企改革;氢能源;化债概念(AMC概念);回购增持再贷款概念;锂电池概念;储能;燃料电池;2025三季报预增;粤港澳大湾区;无人驾驶;2025年报预增;融资融券;深股通
603797,17,603797.SH,4,新型城镇化;污水处理;PPP概念;粤港澳大湾区
301263,33,301263.SZ,9,眼科医疗;创新药;医药电商;毛发医疗;减肥药;合成生物;医疗器械概念;深股通;融资融券
002761,33,002761.SZ,17,装配式建筑;PPP概念;新型城镇化;国企改革;建筑节能;乡村振兴;固废处理;污水处理;水利;土壤修复;雅下水电概念;一带一路;共同富裕示范区;智慧城市;DeepSeek概念;深股通;融资融券
920455,151,920455.BJ,2,专精特新;融资融券
000927,33,000927.SZ,14,水泥概念;央企国企改革;国企改革;统一大市场;中俄贸易概念;一带一路;冷链物流;高铁;智能物流;充电桩;人工智能;中字头股票;融资融券;深股通
003003,33,003003.SZ,4,可降解塑料;跨境电商;冷链物流;工业互联网
002168,33,002168.SZ,15,ST板块;储能;新能源汽车;光伏概念;充电桩;高压快充;国企改革;创投;智能电网;西部大开发;网络游戏;华为概念;手机游戏;区块链;腾讯概念
600375,17,600375.SH,8,垃圾分类;燃料电池;氢能源;换电概念;新能源汽车;互联网金融;沪股通;摘帽
002355,33,002355.SZ,23,网约车;EDR概念;时空大数据;车联网(车路协同);参股银行;低空经济;人脸识别;无人机;无人驾驶;数据要素;长安汽车概念;鸿蒙概念;人工智能;智能座舱;粤港澳大湾区;百度概念;汽车电子;新能源汽车;比亚迪概念;算力租赁;东数西算(算力);5G;融资融券
600638,17,600638.SH,6,租售同权;物业管理;国企改革;信托概念;互联网金融;期货概念
600720,17,600720.SH,27,同花顺中特估100;地下管网;国企改革;污水处理;新型城镇化;新疆振兴;乡村振兴;央企国企改革;水利;西部大开发;碳中和;一带一路;智慧城市;机器人概念;低空经济;数字经济;DeepSeek概念;人工智能;车联网(车路协同);3D打印;数据要素;智慧政务;数据中心;沪股通;融资融券;股权转让(并购重组);中字头股票
603022,17,603022.SH,2,光伏建筑一体化;绿色电力
603882,17,603882.SH,19,AIGC概念;AI智能体;数据要素;智能医疗;腾讯概念;DeepSeek概念;人工智能;基因测序;食品安全;细胞免疫治疗;华为概念;医疗器械概念;幽门螺杆菌概念;肝炎概念;冷链物流;机器人概念;AI应用;融资融券;沪股通
600569,17,600569.SH,6,特钢概念;国企改革;回购增持再贷款概念;股权转让(并购重组);沪股通;融资融券
600853,17,600853.SH,17,黑龙江自贸区;水利;PPP概念;新型城镇化;地下管网;旅游概念;冰雪产业;体育产业;创投;乡村振兴;农村电商;雅下水电概念;智慧城市;国企改革;一带一路;生态农业;商业航天
002200,33,002200.SZ,6,特色小镇;ST板块;PPP概念;污水处理;国企改革;西部大开发
600586,17,600586.SH,8,钙钛矿电池;光伏建筑一体化;光伏概念;建筑节能;一带一路;特斯拉概念;融资融券;沪股通
600636,22,600636.SH,19,ST板块;国企改革;职业教育;机器视觉;央企国企改革;语音技术;人工智能;DeepSeek概念;数据要素;在线教育;星闪概念;鸿蒙概念;东数西算(算力);华为鲲鹏;芯片概念;证金持股;多模态AI;英伟达概念;AI应用
600960,17,600960.SH,17,减速器;华为汽车;长安汽车概念;中俄贸易概念;汽车热管理;工业母机;智能座舱;氢能源;新能源汽车;无人机;机器人概念;新型工业化;比亚迪概念;汽车电子;国企改革;DeepSeek概念;股权转让(并购重组)
