股票代码,所属概念数量,code,market_code,所属概念
688135.SH,17,688135,17,汽车芯片;存储芯片;先进封装;芯片概念;5G;传感器;东数西算(算力);卫星导航;专精特新;比亚迪概念;无人驾驶;阿里巴巴概念;消费电子概念;MCU芯片;汽车电子;沪股通;融资融券
301577.SZ,14,301577,33,WiFi 6;富士康概念;5G;数据中心(AIDC);小米概念;专精特新;无人驾驶;比亚迪概念;海峡两岸;新能源汽车;高压快充;充电桩;数字货币;融资融券
688665.SH,11,688665,17,汽车电子;传感器;小米概念;专精特新;固态电池;新能源汽车;PM2.5;锂电池概念;储能;沪股通;融资融券
688719.SH,11,688719,17,可控核聚变;数据中心(AIDC);比亚迪概念;华为概念;新能源汽车;智能电网;储能;燃料电池;西部大开发;沪股通;融资融券
301491.SZ,9,301491,33,人工智能;人民币贬值受益;智能家居;物联网;智能音箱;智能穿戴;消费电子概念;深股通;融资融券
300538.SZ,24,300538,33,光刻胶;消费电子概念;芯片概念;智能穿戴;小米概念;存储芯片;PCB概念;5G;第三代半导体;PET铜箔;PEEK材料;华为概念;宁德时代概念;新能源汽车;机器人概念;粤港澳大湾区;光伏概念;无人机;海峡两岸;低空经济;军工;储能;数字经济;创投
601728.SH,22,601728,17,高股息精选;同花顺中特估100;国资云;国企改革;智慧政务;央企国企改革;数据要素;AI应用;DeepSeek概念;云计算;区块链;物联网;量子科技;中国AI 50;卫星导航;商业航天;数据中心(AIDC);6G概念;5G;中字头股票;融资融券;沪股通
688659.SH,9,688659,17,人工智能;专精特新;AI应用;碳中和;机器人概念;氢能源;PET铜箔;碳纤维;融资融券
300787.SZ,15,300787,33,智能家居;机器人概念;人民币贬值受益;安防;一带一路;储能;智能穿戴;数据中心(AIDC);宠物经济;无线耳机;无线充电;消费电子概念;苹果概念;锂电池概念;第三代半导体
688720.SH,11,688720,17,国家大基金持股;存储芯片;中芯国际概念;先进封装;光刻胶;OLED;PCB概念;芯片概念;专精特新;沪股通;融资融券
688591.SH,20,688591,17,MCU芯片;汽车芯片;芯片概念;星闪概念;国家大基金持股;WiFi 6;小米概念;智能穿戴;上海自贸区;专精特新;无线耳机;消费电子概念;5G;物联网;苹果概念;智能家居;鸿蒙概念;英伟达概念;沪股通;融资融券
603991.SH,9,603991,17,存储芯片;核电;芯片概念;华为概念;5G;先进封装;机器视觉;股权转让(并购重组);沪股通
601101.SH,7,601101,17,煤炭概念;煤化工概念;高股息精选;国企改革;融资融券;2026中报预增;沪股通
300748.SZ,11,300748,33,稀土永磁;比亚迪概念;特斯拉概念;新能源汽车;人形机器人;低空经济;机器人概念;风电;绿色电力;融资融券;深股通
603303.SH,7,603303,17,汽车电子;智慧灯杆;人民币贬值受益;新能源汽车;智慧城市;股权转让(并购重组);沪股通
300435.SZ,15,300435,33,煤化工概念;俄乌冲突概念;新疆振兴;天然气;共同富裕示范区;氢能源;一带一路;碳中和;可控核聚变;海峡两岸;高端装备;商业航天;储能;芯片概念;深股通
603217.SH,5,603217,17,可降解塑料;合成生物;专精特新;固态电池;沪股通
300540.SZ,13,300540,33,天然气;氢能源;商业航天;燃料电池;智慧灯杆;专精特新;西部大开发;一带一路;国企改革;储能;充电桩;车联网(车路协同);深股通
002550.SZ,6,002550,33,仿制药一致性评价;创新药;肝炎概念;合成生物;深股通;重组蛋白
300571.SZ,33,300571,33,算力租赁;东数西算(算力);F5G概念;华为昇腾;快手概念;数据中心(AIDC);数字水印;WiFi 6;智谱AI;6G概念;共封装光学(CPO);多模态AI;5G;腾讯概念;阿里巴巴概念;芯片概念;智能音箱;数据要素;虚拟现实;鸿蒙概念;元宇宙;虚拟数字人;无人机;DeepSeek概念;数字经济;储能;低空经济;机器人概念;短剧游戏;人形机器人;智能家居;文化传媒概念;IP经济(谷子经济)
301316.SZ,33,301316,33,华为海思概念股;5G;云计算;芯片概念;信创;智能音箱;物联网;多模态AI;智能穿戴;抖音概念(字节概念);华为概念;小米概念;阿里巴巴概念;车联网(车路协同);虚拟现实;百度概念;机器视觉;ChatGPT概念;AI智能体;小红书概念;数据要素;财税数字化;AIGC概念;人工智能;数字经济;AI应用;DeepSeek概念;小米汽车;互联网金融;智能医疗;股权转让(并购重组);深股通;融资融券
688150.SH,8,688150,17,PCB概念;OLED;柔性屏(折叠屏);钙钛矿电池;专精特新;西部大开发;沪股通;融资融券
603236.SH,48,603236,17,英伟达概念;无人零售;卫星导航;商业航天;智能座舱;毫米波雷达;人形机器人;农机;机器视觉;无人驾驶;车联网(车路协同);移动支付;长安汽车概念;6G概念;星闪概念;机器人概念;AI智能体;智慧城市;AI应用;两轮车;数字乡村;电力物联网;东数西算(算力);智能电网;工业互联网;物联网;人工智能;充电桩;DeepSeek概念;区块链;汽车电子;小米概念;数字货币;智能穿戴;智能家居;智能医疗;5G;AI眼镜;WiFi 6;人民币贬值受益;芯片概念;跨境电商;华为海思概念股;储能;MCU芯片;水利;融资融券;沪股通
300008.SZ,16,300008,33,军民融合;海工装备;垃圾分类;航运概念;军工;一带一路;人工智能;高端装备;风电;太赫兹;天然气;数字孪生;专精特新;机器人概念;深股通;融资融券
603284.SH,6,603284,17,参股银行;乡村振兴;注册制次新股;专精特新;新股与次新股;融资融券
002815.SZ,32,002815,33,PCB概念;共封装光学(CPO);先进封装;华为手机;AI PC;汽车电子;5G;毫米波雷达;消费电子概念;芯片概念;6G概念;柔性屏(折叠屏);传感器;数据中心(AIDC);商业航天;东数西算(算力);华为概念;比亚迪概念;无人驾驶;无人机;特斯拉概念;人形机器人;军工;机器人概念;粤港澳大湾区;抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;一带一路;深股通;融资融券
300463.SZ,11,300463,33,猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;智能医疗;西部大开发;机器人概念;人形机器人;深股通;融资融券
600081.SH,17,600081,17,减速器;一体化压铸;华为汽车;长安汽车概念;汽车热管理;机器人概念;无人驾驶;EDR概念;比亚迪概念;新能源汽车;氢能源;智能座舱;传感器;汽车电子;2026中报预增;沪股通;融资融券
300766.SZ,35,300766,33,智谱AI;多模态AI;云计算;快手概念;ChatGPT概念;AI语料;数据安全;小红书概念;智慧政务;百度概念;AI智能体;抖音概念(字节概念);数据要素;AI应用;阿里巴巴概念;区块链;鸿蒙概念;虚拟数字人;腾讯概念;数字经济;DeepSeek概念;拼多多概念;智慧城市;车联网(车路协同);人工智能;智能医疗;空间计算;华为概念;机器人概念;共同富裕示范区;比亚迪概念;小米概念;信创;融资融券;深股通
300397.SZ,29,300397,33,军工信息化;卫星导航;安防;军民融合;智慧灯杆;军工;无人机;时空大数据;传感器;低空经济;车联网(车路协同);智慧城市;华为概念;芯片概念;机器人概念;人工智能;东数西算(算力);无人驾驶;太赫兹;5G;量子科技;毫米波雷达;数据中心(AIDC);算力租赁;海工装备;西部大开发;先进封装;深股通;融资融券
600604.SH,8,600604,17,租售同权;蚂蚁集团概念;数字经济;创投;国企改革;DeepSeek概念;融资融券;沪股通
688210.SH,12,688210,17,苹果概念;消费电子概念;AI眼镜;智能穿戴;柔性屏(折叠屏);3D打印;无人机;专精特新;人形机器人;人民币贬值受益;沪股通;融资融券
920807.BJ,8,920807,151,培育钻石;芯片概念;一带一路;乡村振兴;稀土永磁;第三代半导体;粤港澳大湾区;融资融券
688090.SH,13,688090,17,芯片概念;传感器;机器视觉;比亚迪概念;专精特新;新型工业化;新能源汽车;机器人概念;数字孪生;人工智能;AI应用;沪股通;融资融券
920078.BJ,5,920078,151,商业航天;核污染防治;专精特新;新股与次新股;融资融券
300769.SZ,10,300769,33,磷化工;固态电池;锂电池概念;宁德时代概念;储能;比亚迪概念;专精特新;新能源汽车;融资融券;深股通
600237.SH,12,600237,17,PET铜箔;高压快充;柔性直流输电;华为数字能源;可控核聚变;光伏概念;宁德时代概念;新能源汽车;风电;国企改革;融资融券;沪股通
003026.SZ,5,003026,33,芯片概念;硅能源;汽车电子;传感器;2026中报预增
301280.SZ,13,301280,33,人形机器人;比亚迪概念;小米概念;汽车电子;消费电子概念;机器人概念;新能源汽车;家用电器;光伏概念;智能家居;储能;深股通;融资融券
688037.SH,10,688037,17,中芯国际概念;存储芯片;先进封装;光刻胶;芯片概念;华为海思概念股;专精特新;国企改革;沪股通;融资融券
301526.SZ,18,301526,33,PCB概念;华为手机;5G;消费电子概念;汽车电子;特高压;光伏概念;华为概念;风电;工业互联网;绿色电力;数字经济;一带一路;西部大开发;国企改革;2026中报预增;深股通;融资融券
603650.SH,10,603650,17,光刻胶;中芯国际概念;存储芯片;OLED;芯片概念;石墨烯;上海自贸区;可降解塑料;融资融券;沪股通
300643.SZ,10,300643,33,车联网(车路协同);长安汽车概念;华为汽车;专精特新;传感器;人民币贬值受益;特斯拉概念;汽车电子;芯片概念;深股通
603678.SH,18,603678,17,超级电容;第三代半导体;5G;芯片概念;小米概念;商业航天;数据中心(AIDC);核电;新能源汽车;专精特新;军工;海峡两岸;创投;人工智能;MLCC概念;无人机;沪股通;融资融券
605318.SH,4,605318,17,长三角一体化;智能家居;装配式建筑;沪股通
688221.SH,5,688221,17,创新药;医疗器械概念;医药电商;沪股通;融资融券
688319.SH,8,688319,17,专精特新;幽门螺杆菌概念;西部大开发;流感;创新药;生物疫苗;沪股通;融资融券
603789.SH,11,603789,22,生态农业;乡村振兴;共同富裕示范区;新疆振兴;数据要素;ST板块;农机;无人机;机器人概念;无人驾驶;股权转让(并购重组)
300238.SZ,9,300238,33,细胞免疫治疗;医美概念;创新药;眼科医疗;医疗器械概念;生物疫苗;创投;专精特新;同花顺新质50
002408.SZ,8,002408,33,环氧丙烷;可降解塑料;氢能源;国企改革;碳纤维;深股通;融资融券;2026中报预增
002466.SZ,15,002466,33,盐湖提锂;小金属概念;固态电池;动力电池回收;化肥;锂电池概念;2026一季报预增;西部大开发;同花顺漂亮100;特斯拉概念;新能源汽车;深股通;融资融券;证金持股;2026中报预增
301387.SZ,13,301387,33,MiniLED;苹果概念;共封装光学(CPO);消费电子概念;智能穿戴;机器人概念;碳纤维;粤港澳大湾区;数字经济;可降解塑料;一带一路;深股通;融资融券
301502.SZ,7,301502,33,小米概念;机器人概念;家用电器;智能家居;医疗器械概念;养老概念;融资融券
688505.SH,4,688505,17,创新药;医疗器械概念;沪股通;融资融券
301362.SZ,9,301362,33,PCB概念;专精特新;人民币贬值受益;C2M概念;一带一路;生态农业;高股息精选;深股通;融资融券
688077.SH,13,688077,17,稀土永磁;专精特新;比亚迪概念;小金属概念;消费电子概念;新能源汽车;机器人概念;金属钴;华为概念;人形机器人;风电;固废处理;融资融券
300939.SZ,18,300939,33,MiniLED;电子纸;汽车电子;5G;充电桩;无人驾驶;物联网;机器人概念;安防;比亚迪概念;新能源汽车;储能;智能家居;长安汽车概念;智慧城市;家用电器;人工智能;融资融券
300057.SZ,20,300057,33,PET铜箔;钠离子电池;固态电池;锂电池概念;宁德时代概念;建筑节能;柔性屏(折叠屏);AI智能体;超级电容;比亚迪概念;华为概念;DeepSeek概念;小米概念;虚拟数字人;储能;新能源汽车;光伏概念;OLED;深股通;融资融券
688711.SH,17,688711,17,第三代半导体;汽车芯片;芯片概念;光伏概念;可控核聚变;数据中心(AIDC);华为概念;比亚迪概念;专精特新;充电桩;储能;新能源汽车;人形机器人;机器人概念;华为汽车;沪股通;融资融券
688619.SH,25,688619,17,信创;人脸识别;网络安全;多模态AI;机器视觉;安防;物联网;虚拟现实;智慧城市;智慧灯杆;AI应用;量子科技;机器人概念;专精特新;人工智能;军工;海峡两岸;智能医疗;海工装备;土壤修复;福建自贸区;智慧政务;工业互联网;AI智能体;融资融券
688392.SH,18,688392,17,先进封装;芯片概念;PET铜箔;液冷服务器;专精特新;比亚迪概念;宁德时代概念;军工;固态电池;新能源汽车;碳纤维;储能;人形机器人;人工智能;锂电池概念;医疗器械概念;沪股通;融资融券
301563.SZ,23,301563,33,存储芯片;PCB概念;汽车芯片;MCU芯片;芯片概念;汽车电子;传感器;商业航天;2026一季报预增;注册制次新股;专精特新;物联网;机器人概念;工业互联网;AI智能体;数据要素;人工智能;智能物流;DeepSeek概念;2026中报预增;深股通;新股与次新股;融资融券
920405.BJ,5,920405,151,数据中心(AIDC);工业互联网;融资融券;固态电池;储能
301360.SZ,21,301360,33,富士康概念;华为手机;苹果概念;芯片概念;消费电子概念;AI眼镜;宁德时代概念;东数西算(算力);专精特新;无线充电;MR(混合现实);固态电池;智能穿戴;华为概念;机器视觉;锂电池概念;腾讯概念;钙钛矿电池;人工智能;MLCC概念;融资融券
300681.SZ,12,300681,33,无人驾驶;MCU芯片;新能源汽车;同花顺新质50;飞行汽车(eVTOL);减速器;低空经济;长安汽车概念;粤港澳大湾区;智能物流;深股通;融资融券
300461.SZ,10,300461,33,无线充电;新型工业化;新型烟草(电子烟);长三角一体化;苹果概念;无线耳机;比亚迪概念;汽车电子;消费电子概念;深股通
002222.SZ,10,002222,33,光纤概念;共封装光学(CPO);无人驾驶;华为概念;海峡两岸;虚拟现实;福建自贸区;国企改革;深股通;融资融券
002935.SZ,17,002935,33,军民融合;军工信息化;卫星导航;军工;商业航天;量子科技;芯片概念;华为概念;医疗器械概念;西部大开发;智能穿戴;央企国企改革;存储芯片;国企改革;消费电子概念;融资融券;深股通
002297.SZ,12,002297,33,航空发动机;成飞概念;大飞机;商业航天;碳纤维;军民融合;军工;无人机;2026一季报预增;国企改革;深股通;融资融券
605287.SH,11,605287,17,AI视频;虚拟现实;AIGC概念;AI应用;装配式建筑;新型城镇化;短剧游戏;文化传媒概念;光伏建筑一体化;乡村振兴;沪股通
