code,所属概念,所属概念数量,股票代码,market_code
000983,煤炭概念;煤化工概念;小金属概念;深股通;融资融券;国企改革;人形机器人,7,000983.SZ,33
688059,工业母机;专精特新;2025年报预增;机器人概念;2026一季报预增;沪股通;融资融券,7,688059.SH,17
603815,新型城镇化;PPP概念;地下管网;乡村振兴;水利;一带一路;沪股通,7,603815.SH,17
301087,医药电商;流感;重组蛋白;血氧仪;猴痘概念;幽门螺杆菌概念;合成生物;高股息精选;养老概念;医疗器械概念;跨境电商;智能医疗;脑机接口;专精特新;DeepSeek概念;阿里巴巴概念;腾讯概念;融资融券;深股通,19,301087.SZ,33
605090,天然气;页岩气;俄乌冲突概念;航运概念;煤化工概念;新疆振兴;氢能源;绿色电力;回购增持再贷款概念;创投;商业航天;智能物流;粤港澳大湾区;DeepSeek概念;数字经济;低空经济;芯片概念;融资融券;沪股通,19,605090.SH,17
688789,染料;人民币贬值受益;融资融券;沪股通,4,688789.SH,17
688720,国家大基金持股;先进封装;PCB概念;存储芯片;中芯国际概念;芯片概念;OLED;光刻胶;专精特新;2025年报预增;回购增持再贷款概念;融资融券,12,688720.SH,17
002358,柔性直流输电;特高压;智能电网;核电;风电;高压快充;充电桩;光伏概念;数据中心;智慧灯杆;商业航天;垃圾分类;新能源汽车;机器人概念;一带一路;智能物流;国企改革;储能,18,002358.SZ,33
300927,草甘膦;丙烯酸;国企改革;股权转让(并购重组);融资融券,5,300927.SZ,33
688228,Sora概念(文生视频);华为昇腾;财税数字化;AI语料;云计算;ChatGPT概念;数据安全;信创;多模态AI;AIGC概念;语音技术;智慧政务;华为鲲鹏;东数西算(算力);虚拟数字人;AI智能体;元宇宙;AI应用;数据要素;虚拟现实;卫星导航;华为概念;知识产权保护;人工智能;DeepSeek概念;文化传媒概念;专精特新;虚拟电厂;沪股通;股权转让(并购重组);融资融券,31,688228.SH,17
600726,超超临界发电;煤炭概念;绿色电力;风电;黑龙江自贸区;国企改革;央企国企改革;沪股通,8,600726.SH,17
603196,虚拟数字人;锂电池概念;三胎概念;股权转让(并购重组),4,603196.SH,17
002112,智能电网;风电;核电;光伏概念;储能;数据中心;专精特新;共同富裕示范区;国企改革;融资融券,10,002112.SZ,33
002515,共封装光学(CPO);芯片概念;人造肉;共同富裕示范区;网红经济;预制菜;深股通,7,002515.SZ,33
301049,汽车拆解概念;医疗废物处理;固废处理;锂电池概念;储能;金属回收;动力电池回收;融资融券,8,301049.SZ,33
300331,光刻机;OLED;中芯国际概念;芯片概念;AI PC;柔性屏(折叠屏);3D打印;电子纸;智能穿戴;小米概念;虚拟现实;华为概念;专精特新;元宇宙;光伏概念;人工智能;IP经济(谷子经济);烟草;体育产业;深股通;融资融券,21,300331.SZ,33
000037,储能;核电;粤港澳大湾区;固废处理;2025年报预增,5,000037.SZ,33
603717,猪肉;生态农业;乡村振兴;雄安新区;特色小镇;PPP概念;西部大开发;锂电池概念;氟化工概念;绿色电力;钠离子电池,11,603717.SH,17
601857,俄乌冲突概念;页岩气;天然气;中字头股票;同花顺中特估100;高股息精选;证金持股;沪股通;融资融券;央企国企改革;碳交易;国企改革;氢能源;参股保险;一带一路,15,601857.SH,17
688293,CRO概念;重组蛋白;2025年报预增;沪股通;股权转让(并购重组);融资融券,6,688293.SH,17
002955,托育服务;体育产业;创投;人民币贬值受益;人工智能;鸿蒙概念;在线教育;AI应用;华为概念;DeepSeek概念;云办公;腾讯概念;多模态AI;股权转让(并购重组);深股通,15,002955.SZ,33
002380,电力物联网;智能电网;虚拟电厂;核电;信创;光热发电;工业互联网;华为概念;AI智能体;机器视觉;新型工业化;智慧城市;数据要素;传感器;储能;专精特新;人工智能;机器人概念;AI应用;数字经济;超超临界发电;垃圾分类;一带一路;碳中和;深股通,25,002380.SZ,33
688598,光伏概念;锂电池概念;第三代半导体;固态电池;碳纤维;比亚迪概念;小米概念;人形机器人;专精特新;新能源汽车;钠离子电池;飞行汽车(eVTOL);氢能源;低空经济;小米汽车;沪股通;融资融券,17,688598.SH,17
603687,钙钛矿电池;烟草;数字水印;光伏概念;AIGC概念;共同富裕示范区;数字孪生;DeepSeek概念;工业互联网;物联网;人工智能;ChatGPT概念;芯片概念;锂电池概念,14,603687.SH,17
688338,医疗器械概念;专精特新;融资融券,3,688338.SH,17
002083,氟化工概念;硅能源;锂电池概念;托育服务;三胎概念;新能源汽车;回购增持再贷款概念;中俄贸易概念;人民币贬值受益;创投;一带一路;军工;高铁;国企改革;军民融合;海工装备;深股通,17,002083.SZ,33
002335,算力租赁;液冷服务器;东数西算(算力);数据中心;阿里巴巴概念;5G;腾讯概念;量子科技;智慧政务;智能电网;AI智能体;华为概念;小红书概念;无人驾驶;DeepSeek概念;人工智能;核电;数字经济;储能;光伏概念;高铁;海工装备;海峡两岸;锂电池概念;福建自贸区;氢能源;深股通;融资融券,28,002335.SZ,33
001359,PCB概念;特斯拉概念;新能源汽车;宁德时代概念;固态电池;汽车热管理;高铁;储能;深股通;融资融券,10,001359.SZ,33
688325,芯片概念;专精特新;锂电池概念;回购增持再贷款概念;沪股通;融资融券,6,688325.SH,17
688268,俄乌冲突概念;氟化工概念;光刻机;中芯国际概念;光刻胶;氢能源;存储芯片;第三代半导体;芯片概念;粤港澳大湾区;核电;专精特新;沪股通;融资融券,14,688268.SH,17
688187,高铁;特高压;柔性直流输电;海工装备;风电;长安汽车概念;充电桩;央企国企改革;储能;新能源汽车;无人驾驶;机器人概念;光伏概念;一带一路;传感器;小米概念;数据中心;氢能源;芯片概念;第三代半导体;汽车芯片;数据要素;国家大基金持股;国企改革;可燃冰;沪股通;融资融券,27,688187.SH,17
688520,重组蛋白;创新药;生物疫苗;百度概念;沪股通;融资融券,6,688520.SH,17
002706,智能电网;光伏概念;数据中心;充电桩;换电概念;核电;储能;新能源汽车;华为概念;物联网;风电;智能家居;融资融券;深股通,14,002706.SZ,33
920037,2025年报预增;无人机;特高压;智能电网;军工;专精特新;新股与次新股;融资融券;中俄贸易概念,9,920037.BJ,151
600406,柔性直流输电;抽水蓄能;虚拟电厂;电力物联网;特高压;智能电网;核电;充电桩;央企国企改革;雅下水电概念;数据中心;储能;换电概念;量子科技;光伏概念;水利;氢能源;一带一路;PPP概念;车联网(车路协同);国企改革;沪股通;融资融券;同花顺漂亮100;证金持股;芯片概念,26,600406.SH,17
688377,海工装备;高端装备;专精特新;页岩气;人民币贬值受益;天然气;沪股通;融资融券,8,688377.SH,17
001286,煤炭概念;超超临界发电;高股息精选;国企改革;西部大开发;回购增持再贷款概念;充电桩;换电概念;深股通;融资融券,10,001286.SZ,33
002375,装配式建筑;新型城镇化;建筑节能;光伏建筑一体化;高铁;智能家居;智慧城市;人工智能;工业互联网;3D打印;百度概念;华为概念;腾讯概念;虚拟现实;安防;深股通;融资融券,17,002375.SZ,33
688777,AIGC概念;航空发动机;信创;新型工业化;AI应用;网络安全;传感器;大飞机;华为鲲鹏;AI智能体;数据安全;数据要素;华为概念;鸿蒙概念;人工智能;智慧城市;国产操作系统;人形机器人;数字孪生;DeepSeek概念;机器人概念;工业互联网;核电;智能物流;创投;海工装备;宁德时代概念;共同富裕示范区;一带一路;碳中和;碳交易;沪股通;融资融券,33,688777.SH,17
600888,石墨烯;新疆振兴;西部大开发;一带一路;军工;一体化压铸;沪股通;融资融券,8,600888.SH,17
002741,PET铜箔;PCB概念;固态电池;锂电池概念;宁德时代概念;钠离子电池;先进封装;氟化工概念;动力电池回收;富士康概念;芯片概念;比亚迪概念;5G;消毒剂;融资融券;深股通,16,002741.SZ,33
688199,光刻胶;PCB概念;光刻机;3D打印;芯片概念;固态电池;专精特新;锂电池概念;钠离子电池;储能;京津冀一体化;融资融券,12,688199.SH,17
002882,固态电池;锂电池概念;比亚迪概念;粤港澳大湾区;无人机;核电;深股通,7,002882.SZ,33
603126,光热发电;光伏建筑一体化;生物质能发电;绿色电力;储能;固废处理;碳交易;碳中和;雄安新区;建筑节能;工业互联网;一带一路;京津冀一体化;2025年报预增;央企国企改革;国企改革;中字头股票;融资融券,18,603126.SH,17
600226,比亚迪概念;PCB概念;PET铜箔;锂电池概念;创投;腾讯概念;动物疫苗;合成生物;融资融券;沪股通,10,600226.SH,17
300883,烟草;工业互联网;融资融券,3,300883.SZ,33
002149,航空发动机;卫星导航;商业航天;可控核聚变;军工;超导概念;5G;核电;柔性屏(折叠屏);海工装备;专精特新;小金属概念;医疗器械概念;燃料电池;西部大开发;氢能源;国企改革;俄乌冲突概念;深股通;融资融券,20,002149.SZ,33
601138,同花顺果指数;共封装光学(CPO);富士康概念;英伟达概念;苹果概念;液冷服务器;5G;芯片概念;同花顺新质50;虚拟现实;数据中心;东数西算(算力);新能源汽车;海峡两岸;2025年报预增;物联网;机器人概念;算力租赁;阿里巴巴概念;云计算;同花顺出海50;工业互联网;人工智能;智慧城市;医疗器械概念;创投;同花顺漂亮100;沪股通;融资融券,29,601138.SH,17
300061,抖音概念(字节概念);互联网保险;腾讯概念;阿里巴巴概念;智慧政务;云计算;网络安全;AI应用;数据要素;东数西算(算力);蚂蚁集团概念;数字经济;华为概念;融资融券;深股通;股权转让(并购重组),16,300061.SZ,33
300139,黄金概念;民爆概念;一带一路;芯片概念;2025年报预增;绿色电力;智能电网;人民币贬值受益;深股通;融资融券,10,300139.SZ,33
601108,期货概念;蚂蚁集团概念;区块链;国企改革;共同富裕示范区;沪股通;融资融券,7,601108.SH,17
002453,光刻胶;深股通;融资融券,3,002453.SZ,33
300537,光刻胶;OLED;PCB概念;芯片概念;华为手机;消费电子概念;5G;富士康概念;智能穿戴;石墨烯;新能源汽车;比亚迪概念;华为概念;海工装备;光伏概念;BC电池;深股通,17,300537.SZ,33
600309,环氧丙烷;煤化工概念;丙烯酸;POE胶膜;可降解塑料;国企改革;锂电池概念;绿色电力;同花顺出海50;证金持股;同花顺漂亮100;碳纤维;沪股通;融资融券;低空经济;AIGC概念,16,600309.SH,17
000528,雅下水电概念;农机;回购增持再贷款概念;新型城镇化;海工装备;一带一路;水利;核电;高端装备;中俄贸易概念;无人驾驶;国企改革;风电;机器人概念;DeepSeek概念;西部大开发;新疆振兴;深股通;融资融券,19,000528.SZ,33
300602,共封装光学(CPO);富士康概念;液冷服务器;AI PC;苹果概念;华为手机;5G;华为海思概念股;AI眼镜;数据中心;MR(混合现实);小米概念;无人机;比亚迪概念;宁德时代概念;汽车热管理;人形机器人;新能源汽车;特斯拉概念;华为概念;无人驾驶;虚拟现实;光伏概念;2025年报预增;机器人概念;充电桩;华为汽车;储能;工业互联网;石墨烯;锂电池概念;长安汽车概念;一体化压铸;粤港澳大湾区;家用电器;智能物流;一带一路;物业管理;融资融券;深股通,40,300602.SZ,33
002870,人形机器人;特斯拉概念;智能座舱;华为汽车;机器人概念;长安汽车概念;芯片概念;汽车电子;低空经济;比亚迪概念;信创;飞行汽车(eVTOL);人工智能;新能源汽车;充电桩;数字经济;高压快充;人民币贬值受益;跨境电商;三胎概念;回购增持再贷款概念,21,002870.SZ,33
603288,超级品牌;同花顺漂亮100;沪股通;融资融券,4,603288.SH,17
002532,俄乌冲突概念;2026一季报预增;钠离子电池;新疆振兴;锂电池概念;西部大开发;回购增持再贷款概念;融资融券;深股通,9,002532.SZ,33
000722,绿色电力;碳交易;供销社;国企改革;水利;2026一季报预增;股权转让(并购重组);深股通;融资融券,9,000722.SZ,33
000690,超超临界发电;绿色电力;风电;参股券商;创投;高股息精选;深股通;融资融券,8,000690.SZ,33
603477,猪肉;养鸡;西部大开发;回购增持再贷款概念;AI应用;比亚迪概念;沪股通;融资融券,8,603477.SH,17
603612,石墨电极;宁德时代概念;固态电池;锂电池概念;飞行汽车(eVTOL);2025年报预增;燃料电池;储能;新能源汽车;氢能源;一带一路;无人机;无人驾驶;DeepSeek概念;沪股通;融资融券,16,603612.SH,17
600810,国企改革;回购增持再贷款概念;光伏建筑一体化;军工;股权转让(并购重组);沪股通;融资融券,7,600810.SH,17
002993,AI PC;数据中心;汽车电子;消费电子概念;小米概念;华为概念;充电桩;苹果概念;第三代半导体;AI眼镜;专精特新;新能源汽车;无线充电;储能;机器人概念;光伏概念;一带一路;露营经济;广东自贸区;跨境电商;网红经济;深股通,22,002993.SZ,33
002989,芯片概念;粤港澳大湾区;人工智能;新型城镇化;国企改革;深股通,6,002989.SZ,33
600986,快手概念;小红书概念;短剧游戏;多模态AI;虚拟数字人;抖音概念(字节概念);Web3.0;算力租赁;AIGC概念;NFT概念;百度概念;AI应用;腾讯概念;AI智能体;文化传媒概念;阿里巴巴概念;电子竞技;手机游戏;蚂蚁集团概念;元宇宙;东数西算(算力);网红经济;独角兽概念;数字经济;DeepSeek概念;人工智能;华为概念;长安汽车概念;小米概念;国企改革;沪股通;融资融券,32,600986.SH,17
603155,芯片概念;光刻胶;有机硅概念;锂电池概念;国企改革;沪股通;股权转让(并购重组),7,603155.SH,17
002185,存储芯片;汽车芯片;国家大基金持股;先进封装;第三代半导体;芯片概念;华为海思概念股;共封装光学(CPO);5G;汽车电子;智能座舱;毫米波雷达;传感器;华为概念;无人驾驶;比亚迪概念;机器人概念;西部大开发;深股通;融资融券,20,002185.SZ,33
300093,HJT电池;ST板块;钙钛矿电池;建筑节能;光伏概念;算力租赁;西部大开发;光伏建筑一体化,8,300093.SZ,33
300565,太赫兹;智慧灯杆;5G;储能;锂电池概念;数据中心;物联网;粤港澳大湾区;数字孪生,9,300565.SZ,33
000783,期货概念;2025年报预增;深股通;融资融券,4,000783.SZ,33
