code,所属概念,所属概念数量,股票代码,market_code
000088,统一大市场;航运概念;冷链物流;国企改革;深圳国企改革;中俄贸易概念;雄安新区;深股通;融资融券;粤港澳大湾区;华为概念,11,000088.SZ,33
300387,化肥;生态农业;磷化工;土地流转;农业种植;土壤修复;合成生物;乡村振兴;农机;中俄贸易概念;数字乡村;机器人概念;人工智能;无人机,14,300387.SZ,33
603055,一带一路;长三角一体化;沪股通;融资融券,4,603055.SH,17
601058,同花顺出海50;回购增持再贷款概念;人民币贬值受益;长安汽车概念;小米汽车;DeepSeek概念;比亚迪概念;沪股通;小米概念;融资融券,10,601058.SH,17
601288,高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;跨境支付(CIPS),6,601288.SH,17
605338,预制菜;沪股通,2,605338.SH,17
300235,职业教育;在线教育;短剧游戏;AI应用;虚拟数字人;人工智能;ChatGPT概念;AI智能体;区块链;DeepSeek概念;阿里巴巴概念;华为概念;华为鲲鹏,13,300235.SZ,33
600167,生物质能发电;绿色电力;参股保险;氢能源;创投;沪股通;文化传媒概念;人工智能;华为概念;AI智能体;融资融券,11,600167.SH,17
000422,磷化工;化肥;煤化工概念;煤炭概念;氟化工概念;可降解塑料;国企改革;乡村振兴;回购增持再贷款概念;光刻胶;宁德时代概念;华为概念;股权转让(并购重组);融资融券;深股通,15,000422.SZ,33
300237,股权转让(并购重组);特色小镇;旅游概念;ST板块;PPP概念;新型城镇化;乡村振兴;农业种植;垃圾分类;固废处理;国企改革;长安汽车概念;充电桩;新能源汽车;比亚迪概念;军工;汽车热管理;储能;氢能源,19,300237.SZ,33
601113,,0,601113.SH,17
000862,绿色电力;智能电网;风电;碳中和;央企国企改革;国企改革;西部大开发;深股通,8,000862.SZ,33
600237,柔性直流输电;高压快充;PET铜箔;可控核聚变;光伏概念;新能源汽车;华为数字能源;宁德时代概念;风电;回购增持再贷款概念;国企改革;融资融券,12,600237.SH,17
301580,3D打印;牙科医疗;专精特新;阿里巴巴概念;人民币贬值受益;智能医疗;医疗器械概念;深股通;融资融券,9,301580.SZ,33
002282,中俄贸易概念;雄安新区;一带一路;高铁;国企改革;绿色电力,6,002282.SZ,33
002145,钛白粉概念;磷化工;钒电池;动力电池回收;锂电池概念;宁德时代概念;回购增持再贷款概念;西部大开发;深股通;融资融券,10,002145.SZ,33
600925,煤炭概念;超超临界发电;绿色电力;国企改革;风电;储能;沪股通,7,600925.SH,17
603983,合成生物;重组蛋白;DeepSeek概念;沪股通,4,603983.SH,17
002961,期货概念;2026一季报预增;互联网金融;参股券商;福建自贸区;海峡两岸;深股通,7,002961.SZ,33
688566,创新药;肝炎概念;眼科医疗;沪股通;融资融券,5,688566.SH,17
600521,仿制药一致性评价;创新药;流感;细胞免疫治疗;阿尔茨海默概念;合成生物;沪股通;融资融券,8,600521.SH,17
300638,阿里巴巴概念;移动支付;毫米波雷达;东数西算(算力);AI智能体;卫星导航;商业航天;车联网(车路协同);WiFi 6;机器视觉;5G;区块链;物联网;智能座舱;低空经济;人工智能;AI眼镜;DeepSeek概念;汽车电子;人形机器人;工业互联网;消费电子概念;机器人概念;智能电网;海峡两岸;专精特新;粤港澳大湾区;新能源汽车;比亚迪概念;虚拟电厂;人民币贬值受益;宠物经济;股权转让(并购重组);深股通;融资融券,35,300638.SZ,33
002405,数据安全;国产操作系统;数据要素;百度概念;区块链;时空大数据;鸿蒙概念;阿里巴巴概念;抖音概念(字节概念);车联网(车路协同);星闪概念;智慧城市;人工智能;DeepSeek概念;华为概念;卫星导航;智能座舱;商业航天;MCU芯片;汽车芯片;低空经济;无人驾驶;智能穿戴;芯片概念;小米概念;无人机;军工;京津冀一体化;汽车电子;人形机器人;机器人概念;长安汽车概念;华为汽车;小米汽车;比亚迪概念;充电桩;特斯拉概念;共享单车;两轮车;参股保险;融资融券;深股通,42,002405.SZ,33
002586,ST板块;国企改革;PPP概念;水利;雄安新区;高端装备;海工装备;文化传媒概念,8,002586.SZ,33
002330,预制菜;猪肉;宠物经济;冷链物流;网红经济;乡村振兴;回购增持再贷款概念;绿色电力,8,002330.SZ,33
603885,上海自贸区;沪股通;融资融券,3,603885.SH,17
688557,新型工业化;人形机器人;机器视觉;物联网;机器人概念;无人驾驶;华为概念;比亚迪概念;人工智能;军工;智能物流;跨境电商;宁德时代概念;统一大市场;融资融券,15,688557.SH,17
300856,人民币贬值受益;融资融券;深股通,3,300856.SZ,33
601886,高股息精选;民营医院;眼科医疗;医美概念;建筑节能;装配式建筑;光伏建筑一体化;一带一路;融资融券;绿色电力;光伏概念;数字经济;沪股通,13,601886.SH,17
300999,养鸡;超级品牌;预制菜;同花顺漂亮100;深股通;融资融券,6,300999.SZ,33
603066,跨境电商;烟草;冷链物流;智能物流;统一大市场;新型工业化;物联网;人工智能;数字孪生;专精特新;机器视觉;机器人概念;国企改革;比亚迪概念;一带一路;工业互联网;特斯拉概念;华为概念;宁德时代概念;华为数字能源,20,603066.SH,17
002171,商业航天;军工;金属铜;可控核聚变;大飞机;碳纤维;培育钻石;军民融合;卫星导航;3D打印;2025年报预增;新能源汽车;第三代半导体;专精特新;燃料电池;锂电池概念;动力电池回收;人形机器人;机器人概念;PCB概念;风电;固态电池;钒电池;充电桩;回购增持再贷款概念;MiniLED;深股通;融资融券,28,002171.SZ,33
300238,细胞免疫治疗;创新药;医美概念;眼科医疗;生物疫苗;医疗器械概念;创投;专精特新;同花顺新质50,9,300238.SZ,33
600596,草甘膦;有机硅概念;硅能源;锂电池概念;大豆;玉米;2026一季报预增;农业种植;乡村振兴;光伏概念;转基因;共同富裕示范区;人形机器人;华为概念;液冷服务器;沪股通;融资融券,17,600596.SH,17
603310,氟化工概念;创投;专精特新;沪股通;融资融券,5,603310.SH,17
605388,幽门螺杆菌概念;乳业;跨境电商;三胎概念;白酒概念,5,605388.SH,17
300820,第三代半导体;芯片概念;可控核聚变;专精特新;TOPCON电池;核电;新能源汽车;充电桩;光伏概念;储能;西部大开发;氢能源;深股通;融资融券,14,300820.SZ,33
002663,新型城镇化;污水处理;横琴新区;互联网金融;PPP概念;网红经济;文化传媒概念;粤港澳大湾区;抖音概念(字节概念);石墨烯;区块链;养老概念,12,002663.SZ,33
002953,充电桩;高压快充;风电;物联网;储能;数据中心;华为概念;机器人概念;新能源汽车;东数西算(算力);粤港澳大湾区;5G;家用电器;深股通,14,002953.SZ,33
300923,高铁;一带一路;无人驾驶;电子纸;储能;融资融券,6,300923.SZ,33
920970,融资融券;食品安全;猪肉;专精特新,4,920970.BJ,151
688052,汽车芯片;MCU芯片;先进封装;芯片概念;传感器;消费电子概念;汽车电子;物联网;人形机器人;机器人概念;新能源汽车;沪股通;融资融券,13,688052.SH,17
300088,算力租赁;东数西算(算力);电子纸;MicroLED概念;AI手机;柔性屏(折叠屏);车联网(车路协同);华为概念;元宇宙;虚拟现实;智能座舱;汽车电子;消费电子概念;苹果概念;比亚迪概念;小米概念;智能穿戴;OLED;华为汽车;特斯拉概念;新能源汽车;储能;石墨烯;锂电池概念;固态电池;一带一路;国企改革;深股通;融资融券,29,300088.SZ,33
600859,免税店;物业管理;冰雪产业;跨境电商;IP经济(谷子经济);国企改革;京津冀一体化;抖音概念(字节概念);沪股通;融资融券,10,600859.SH,17
600377,高股息精选;沪股通;融资融券;国企改革,4,600377.SH,17
300770,短剧游戏;知识产权保护;文化传媒概念;NFT概念;虚拟数字人;在线教育;IP经济(谷子经济);电子竞技;快手概念;抖音概念(字节概念);元宇宙;腾讯概念;云游戏;网络安全;人工智能;虚拟现实;华为概念;华为海思概念股;小米概念;国企改革;高股息精选;深股通;融资融券,23,300770.SZ,33
301189,宠物经济;智能音箱;消费电子概念;专精特新;汽车电子;星闪概念;英伟达概念;人脸识别;智能家居;机器人概念;物联网;人民币贬值受益;无线耳机;算力租赁;腾讯概念;车联网(车路协同);人工智能;跨境电商;鸿蒙概念;虚拟数字人;融资融券,21,301189.SZ,33
688507,AI智能体;AI应用;商业航天;数字孪生;人工智能;在线教育;军工;低空经济;传感器;人形机器人;机器人概念;海工装备;股权转让(并购重组);沪股通;融资融券,15,688507.SH,17
002057,小金属概念;稀土永磁;雅下水电概念;石墨烯;锂电池概念;央企国企改革;一带一路;燃料电池;氢能源;核电;固态电池;海工装备;国企改革;军工;中俄贸易概念;新能源汽车;比亚迪概念;化债概念(AMC概念);房屋检测;专精特新;无人机;机器人概念;新疆振兴;人形机器人;消费电子概念;中字头股票;融资融券;深股通,28,002057.SZ,33
002237,金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;磷化工;化肥;国企改革;深股通;融资融券,11,002237.SZ,33
688299,华为概念;比亚迪概念;MiniLED;专精特新;DeepSeek概念;固态电池;锂电池概念;储能;POE胶膜;沪股通;融资融券,11,688299.SH,17
600103,共封装光学(CPO);5G;海峡两岸;数据中心;创投;一带一路;碳中和;乡村振兴;国企改革;沪股通,10,600103.SH,17
600195,动物疫苗;禽流感;维生素;流感;赛马概念;宠物经济;乡村振兴;国企改革;参股保险;央企国企改革;2025年报预增;沪股通;中字头股票;融资融券,14,600195.SH,17
300011,高铁;空气能热泵;高端装备;汽车热管理;机器人概念;低空经济;语音技术;人工智能;一带一路;高压快充;储能;动力电池回收;国企改革,13,300011.SZ,33
000970,稀土永磁;小金属概念;苹果概念;2025年报预增;新能源汽车;机器人概念;人民币贬值受益;国企改革;深股通;融资融券;中字头股票,11,000970.SZ,33
600597,超级品牌;乳业;冷链物流;上海国企改革;三胎概念;国企改革;沪股通;融资融券;数字经济,9,600597.SH,17
300523,时空大数据;智慧城市;安防;物联网;网络安全;财税数字化;人工智能;核污染防治;ChatGPT概念;AI智能体;云计算;腾讯概念;华为概念;水利;DeepSeek概念;传感器;地下管网;国资云;机器人概念;低空经济;无人机;京津冀一体化;芯片概念;高端装备;一带一路;国企改革;股权转让(并购重组);央企国企改革;天然气;深股通,30,300523.SZ,33
600512,PPP概念;参股银行;一带一路;创投;数字孪生;融资融券,6,600512.SH,17
920275,融资融券;宠物经济;合成生物,3,920275.BJ,151
603161,长安汽车概念;一带一路;人民币贬值受益;燃料电池;华为汽车;回购增持再贷款概念;新能源汽车;比亚迪概念;氢能源,9,603161.SH,17
000739,仿制药一致性评价;减肥药;创新药;合成生物;CRO概念;流感;医美概念;宠物经济;养老概念;共同富裕示范区;AI智能体;工业互联网;AIGC概念;深股通;融资融券,15,000739.SZ,33
300986,人工智能;量子科技;机器人概念;2025年报预增;雅下水电概念;新型城镇化;一带一路;雄安新区;装配式建筑;光伏概念;深股通;融资融券,12,300986.SZ,33
000488,ST板块;区块链;期货概念;参股银行;碳交易;污水处理;碳中和;国企改革,8,000488.SZ,33
688570,机器人概念;人工智能;新型工业化;一带一路;高端装备;DeepSeek概念;国企改革;传感器;鸿蒙概念;华为概念;央企国企改革;绿色电力;数据中心;煤炭概念;沪股通;融资融券,16,688570.SH,17
002742,流感;幽门螺杆菌概念;职业教育;减肥药;西部大开发;水泥概念;一带一路;摘帽,8,002742.SZ,33
601019,文化传媒概念;职业教育;DeepSeek概念;人工智能;国企改革;沪股通;融资融券,7,601019.SH,17
920489,融资融券;国企改革;可降解塑料;光刻胶;专精特新,5,920489.BJ,151
603739,动物疫苗;合成生物;宠物经济;幽门螺杆菌概念;CRO概念;流感;食品安全;禽流感;代糖概念;土壤修复;人工智能;化肥,12,603739.SH,17
600461,高股息精选;天然气;PPP概念;固废处理;污水处理;垃圾分类;国企改革;创投;融资融券;沪股通,10,600461.SH,17
920023,ST板块;西部大开发;土地流转;创投;农业种植;乡村振兴,6,920023.BJ,151
688050,眼科医疗;医疗器械概念;人工智能;专精特新;沪股通;融资融券,6,688050.SH,17
605398,MLOps概念;华为鲲鹏;信创;AIGC概念;阿里巴巴概念;腾讯概念;数据要素;百度概念;蚂蚁集团概念;短剧游戏;数字经济;互联网金融;人工智能;华为概念;数据中心;机器人概念;长三角一体化;沪股通,18,605398.SH,17
605303,存储芯片;芯片概念;新型城镇化;共同富裕示范区;雄安新区;乡村振兴;旅游概念;PPP概念,8,605303.SH,17
600272,医药电商;民营医院;参股银行;国企改革,4,600272.SH,17
000019,粮食概念;预制菜;深圳国企改革;国企改革;冷链物流;一带一路;数字乡村;深股通,8,000019.SZ,33
000030,参股保险;飞行汽车(eVTOL);国企改革;汽车热管理;低空经济;长安汽车概念;动力电池回收;证金持股;华为汽车;换电概念;新能源汽车;小米汽车;比亚迪概念;无人驾驶;车联网(车路协同);宁德时代概念;储能;锂电池概念;小米概念;智能座舱;汽车电子;深股通;融资融券,23,000030.SZ,33
002727,医药电商;养老概念;三胎概念;跨境电商;医疗器械概念;职业教育;西部大开发;2025年报预增;深股通;融资融券,10,002727.SZ,33
300324,芯片概念;信创;时空大数据;网络安全;云游戏;东数西算(算力);卫星导航;华为概念;智慧政务;物联网;数据要素;独角兽概念;车联网(车路协同);无人机;数字孪生;财税数字化;腾讯概念;华为鲲鹏;数据中心;智慧城市;军工;人工智能;商业航天;DeepSeek概念;AI应用;军工信息化;算力租赁;区块链;数字经济;大飞机;光伏概念;京津冀一体化;军民融合;智能医疗;光伏建筑一体化;深股通;融资融券,37,300324.SZ,33
301267,眼科医疗;民营医院;智能医疗;DeepSeek概念;人工智能;海峡两岸;福建自贸区;智能穿戴;AI眼镜;5G;深股通;融资融券,12,301267.SZ,33
002670,期货概念;参股券商;区块链;国企改革;深股通;股权转让(并购重组);融资融券,7,002670.SZ,33
603880,医疗器械概念,1,603880.SH,17
300150,水利;AIGC概念;京津冀一体化;高铁;安防;专精特新,6,300150.SZ,33
605108,预制菜;网红经济;沪股通,3,605108.SH,17
300315,手机游戏;文化传媒概念;网络游戏;AIGC概念;AI应用;抖音概念(字节概念);百度概念;IP经济(谷子经济);职业教育;虚拟现实;人工智能;英伟达概念;深股通;融资融券,14,300315.SZ,33
300700,消费电子概念;芯片概念;第三代半导体;光刻胶;专精特新;机器人概念;光伏概念;燃料电池;氢能源;融资融券,10,300700.SZ,33
920946,锂电池概念;融资融券;国企改革;专精特新,4,920946.BJ,151
301086,液冷服务器;富士康概念;苹果概念;消费电子概念;工业母机;华为概念;专精特新;华为数字能源;新型工业化;虚拟现实;2026一季报预增;新能源汽车;储能;机器人概念;锂电池概念;汽车热管理;回购增持再贷款概念;深股通;融资融券,19,301086.SZ,33
301020,华为汽车;长安汽车概念;专精特新;新能源汽车;比亚迪概念;燃料电池;国企改革;氢能源;融资融券,9,301020.SZ,33
300724,BC电池;TOPCON电池;HJT电池;钙钛矿电池;硅能源;光伏概念;锂电池概念;高端装备;第三代半导体;粤港澳大湾区;PET铜箔;芯片概念;先进封装;PCB概念;融资融券;深股通,16,300724.SZ,33
002346,2025年报预增;创投;锂电池概念;中芯国际概念;DeepSeek概念;回购增持再贷款概念;参股银行;深股通;融资融券,9,002346.SZ,33
000032,智谱AI;数据确权;云计算;华为鲲鹏;算力租赁;数据安全;AI语料;国资云;智慧政务;信创;AI智能体;阿里巴巴概念;国产操作系统;数据要素;东数西算(算力);AI应用;抖音概念(字节概念);元宇宙;数字乡村;DeepSeek概念;智慧城市;数字孪生;数字经济;人工智能;数据中心;安防;智能医疗;工业互联网;低空经济;商业航天;粤港澳大湾区;芯片概念;专精特新;柔性屏(折叠屏);中芯国际概念;可控核聚变;高铁;碳中和;体育产业;生物质能发电;绿色电力;乡村振兴;国企改革;央企国企改革;融资融券;深股通,46,000032.SZ,33
000856,建筑节能;京津冀一体化;机器人概念;水泥概念;高端装备;智能电网;国企改革,7,000856.SZ,33
301165,共封装光学(CPO);WiFi 6;液冷服务器;6G概念;中国AI 50;5G;数据中心;东数西算(算力);网络安全;信创;小米概念;云办公;抖音概念(字节概念);阿里巴巴概念;新型工业化;百度概念;腾讯概念;工业互联网;AI智能体;快手概念;国资云;AIGC概念;人工智能;AI应用;数字经济;智能医疗;蚂蚁集团概念;一带一路;国企改革;深股通;融资融券,31,301165.SZ,33
002985,成飞概念;军民融合;大飞机;卫星导航;无人机;低空经济;军工;商业航天;高铁;京津冀一体化;高端装备;2025年报预增;芯片概念;融资融券;深股通,15,002985.SZ,33
601828,国企改革;沪股通;DeepSeek概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);融资融券,7,601828.SH,17
920523,安防;锂电池概念;人民币贬值受益;融资融券;专精特新,5,920523.BJ,151
003005,在线教育;职业教育;AIGC概念;数据要素;AI应用;AI智能体;数字孪生;多模态AI;人工智能;智慧城市;Sora概念(文生视频);数据安全;百度概念;信创;安防;DeepSeek概念;车联网(车路协同);物联网;虚拟现实;京津冀一体化;传感器;东数西算(算力);专精特新;芯片概念;深股通,25,003005.SZ,33
000507,航运概念;天然气;统一大市场;绿色电力;光伏建筑一体化;广东自贸区;国企改革;一带一路;风电;横琴新区;粤港澳大湾区;深股通,12,000507.SZ,33
600529,医疗器械概念;国企改革;股权转让(并购重组);沪股通;融资融券,5,600529.SH,17
000980,新能源汽车;中俄贸易概念;百度概念;一带一路;深股通;融资融券,6,000980.SZ,33
300160,光伏建筑一体化;充电桩;家用电器;国企改革;物联网;特斯拉概念,6,300160.SZ,33
601966,智能物流;一带一路;回购增持再贷款概念;长安汽车概念;农机;体育产业;机器人概念;新能源汽车;人工智能;比亚迪概念;DeepSeek概念;沪股通;融资融券,13,601966.SH,17
920455,融资融券;专精特新,2,920455.BJ,151
601112,注册制次新股;风电;碳纤维;光伏概念;比亚迪概念;新能源汽车;新股与次新股;融资融券,8,601112.SH,17
600310,超超临界发电;抽水蓄能;绿色电力;风电;参股券商;国企改革;储能;西部大开发;沪股通;融资融券;创投;DeepSeek概念;人工智能,13,600310.SH,17
600395,煤炭概念;超超临界发电;绿色电力;风电;国企改革;参股券商;西部大开发;回购增持再贷款概念;沪股通;融资融券;2025年报预增,11,600395.SH,17
688334,柔性直流输电;特高压;智能电网;核电;充电桩;超导概念;无人机;一带一路;央企国企改革;西部大开发;国企改革;固态电池;沪股通;融资融券,14,688334.SH,17
603197,华为汽车;飞行汽车(eVTOL);车联网(车路协同);小米汽车;无人驾驶;人工智能;小米概念;机器人概念;传感器;特斯拉概念;低空经济;比亚迪概念;新能源汽车;汽车电子;毫米波雷达;回购增持再贷款概念;融资融券;沪股通,18,603197.SH,17
920974,金属回收;融资融券;燃料电池;氢能源,4,920974.BJ,151
600526,PPP概念;污水处理;碳交易;碳中和;国企改革;共同富裕示范区;PM2.5;机器人概念,8,600526.SH,17
001300,足球概念;体育产业;跨境电商;人民币贬值受益;回购增持再贷款概念,5,001300.SZ,33
301360,富士康概念;苹果概念;专精特新;机器视觉;MR(混合现实);消费电子概念;芯片概念;智能穿戴;华为手机;华为概念;宁德时代概念;AI眼镜;无线充电;人工智能;固态电池;锂电池概念;腾讯概念;钙钛矿电池;东数西算(算力);融资融券,20,301360.SZ,33
002016,物业管理;广东自贸区;国企改革;一带一路;粤港澳大湾区;海工装备;2025年报预增;深股通;融资融券,9,002016.SZ,33
603808,网红经济;C2M概念;NFT概念;粤港澳大湾区;人工智能;虚拟数字人,6,603808.SH,17
600581,特钢概念;ST板块;一带一路;国企改革;西部大开发;央企国企改革;新疆振兴;风电;煤炭概念,9,600581.SH,22
600854,物业管理;家用电器;军民融合;超超临界发电,4,600854.SH,17
002919,虚拟现实;网络游戏;手机游戏;元宇宙;抖音概念(字节概念),5,002919.SZ,33
300378,多模态AI;ChatGPT概念;华为鲲鹏;AIGC概念;数据安全;ERP概念;AI智能体;抖音概念(字节概念);AI应用;百度概念;阿里巴巴概念;数据要素;DeepSeek概念;人工智能;数字经济;华为概念;工业互联网;新型工业化;芯片概念;富士康概念;海峡两岸;创投;C2M概念;深股通;融资融券,25,300378.SZ,33
920634,风电;海工装备;金属锌;储能;融资融券;专精特新,6,920634.BJ,151
300350,广东自贸区;跨境电商;中俄贸易概念;统一大市场;碳中和;数字经济;创投;智能物流;航运概念;智慧城市;数据要素;一带一路;粤港澳大湾区;时空大数据;物联网;军工;卫星导航,17,300350.SZ,33
600104,超级品牌;证金持股;上海国企改革;同花顺漂亮100;网约车;足球概念;参股银行;国企改革;沪股通;融资融券;独角兽概念;一带一路;华为汽车;燃料电池;DeepSeek概念;车联网(车路协同);动力电池回收;换电概念;新能源汽车;无人驾驶;华为概念;宁德时代概念;固态电池;2025年报预增,24,600104.SH,17
301206,代糖概念;合成生物;人民币贬值受益;专精特新;新型工业化;绿色电力;深股通;融资融券,8,301206.SZ,33
603456,创新药;仿制药一致性评价;CRO概念;合成生物;智能医疗;DeepSeek概念;人工智能;人民币贬值受益;沪股通;融资融券,10,603456.SH,17
600196,仿制药一致性评价;创新药;阿尔茨海默概念;生物疫苗;流感;减肥药;民营医院;细胞免疫治疗;辅助生殖;青蒿素;医美概念;猴痘概念;医疗器械概念;证金持股;家庭医生;智能医疗;DeepSeek概念;AI智能体;机器人概念;沪股通;融资融券,21,600196.SH,17
603228,PCB概念;共封装光学(CPO);华为手机;OLED;毫米波雷达;AI PC;汽车电子;柔性屏(折叠屏);5G;6G概念;消费电子概念;英伟达概念;特斯拉概念;比亚迪概念;新能源汽车;卫星导航;无人驾驶;商业航天;华为概念;华为数字能源;沪股通;融资融券,22,603228.SH,17
002647,芯片概念;东数西算(算力);区块链;移动支付;云计算;跨境支付(CIPS);数字货币;互联网金融;摘帽,9,002647.SZ,33
301116,预制菜;养鸡;乡村振兴;宠物经济;体育产业;深股通;融资融券,7,301116.SZ,33
688395,新型工业化;专精特新;机器人概念;新能源汽车;储能;融资融券,6,688395.SH,17
002155,金属锌;黄金概念;金属铅;小金属概念;2025年报预增;2026一季报预增;乡村振兴;国企改革;深股通;股权转让(并购重组);融资融券,11,002155.SZ,33
603383,AI应用;AI智能体;鸿蒙概念;华为鲲鹏;信创;区块链;腾讯概念;互联网金融;DeepSeek概念;华为概念;海峡两岸;福建自贸区;融资融券;沪股通,14,603383.SH,17
920504,融资融券;食品安全;医疗器械概念,3,920504.BJ,151
300357,创新药;医疗器械概念;智能医疗;人工智能;专精特新;深股通;融资融券,7,300357.SZ,33
301022,PEEK材料;小米汽车;无人驾驶;小米概念;华为汽车;人形机器人;比亚迪概念;机器人概念;2025年报预增;新能源汽车;人民币贬值受益;储能;融资融券,13,301022.SZ,33
603368,医药电商;流感;高股息精选;肝炎概念;创新药;冷链物流;三胎概念;西部大开发;智能医疗;人工智能;沪股通;华为概念;融资融券,13,603368.SH,17
688016,医疗器械概念;专精特新;沪股通;融资融券,4,688016.SH,17
002266,金属镍;金属钴;小金属概念;金属铜;金属锌;黄金概念;金属回收;金属铅;汽车拆解概念;可控核聚变;动力电池回收;核电;高端装备;雅下水电概念;一带一路;碳中和;固废处理;水利;创投;抽水蓄能;绿色电力;共同富裕示范区;文化传媒概念;深股通;融资融券,25,002266.SZ,33
920719,锂电池概念;钠离子电池;融资融券;第三代半导体;石墨电极;石墨烯;燃料电池;氢能源;宁德时代概念;固态电池;光伏概念;专精特新,12,920719.BJ,151
603776,蚂蚁集团概念;共享单车;物联网;机器人概念;无人驾驶;两轮车;燃料电池;芯片概念;养老概念;氢能源;存储芯片;旅游概念;沪股通;股权转让(并购重组);融资融券,15,603776.SH,17
000935,创投;职业教育;CRO概念;西部大开发;减肥药;辅助生殖;水泥概念;深股通;融资融券,9,000935.SZ,33
000650,医药电商;仿制药一致性评价;生物疫苗;流感;肝炎概念;创新药;眼科医疗;三胎概念;医疗器械概念;消毒剂;养老概念;脑机接口;区块链;智能穿戴;深股通;融资融券;AI眼镜,17,000650.SZ,33
600004,免税店;同花顺中特估100;国企改革;沪股通;融资融券;粤港澳大湾区,6,600004.SH,17
603319,人形机器人;汽车电子;减速器;特斯拉概念;PEEK材料;比亚迪概念;无人驾驶;汽车热管理;飞行汽车(eVTOL);机器人概念;长安汽车概念;新能源汽车;液冷服务器;低空经济;腾讯概念;蚂蚁集团概念;智能物流;一带一路;期货概念;沪股通;融资融券,21,603319.SH,17
600192,智能电网;风电;充电桩;核电;燃料电池;西部大开发;光伏概念;军工;国企改革;商业航天;融资融券,11,600192.SH,17
301193,3D打印;可降解塑料;跨境电商;人民币贬值受益;一带一路;融资融券,6,301193.SZ,33
002470,化肥;磷化工;生态农业;农村电商;水泥概念;土壤修复;乡村振兴;国企改革;锂电池概念;深股通,10,002470.SZ,33
300003,脑机接口;牙科医疗;猴痘概念;减肥药;智能医疗;医疗器械概念;医美概念;肝炎概念;养老概念;血氧仪;创新药;流感;仿制药一致性评价;人工智能;AIGC概念;民营医院;医药电商;2025年报预增;京津冀一体化;智能穿戴;参股保险;深股通;融资融券,23,300003.SZ,33
002352,超级品牌;统一大市场;冷链物流;同花顺漂亮100;跨境电商;智能物流;深股通;人工智能;区块链;数据要素;机器人概念;低空经济;无人驾驶;无人机;乡村振兴;融资融券,16,002352.SZ,33
605033,乡村振兴;西部大开发,2,605033.SH,17
002005,ST板块;MiniLED;横琴新区;华为汽车;家用电器;新能源汽车;人民币贬值受益,7,002005.SZ,33
002970,EDR概念;星闪概念;汽车电子;机器视觉;专精特新;智能座舱;数据中心;垃圾分类;无人驾驶;人脸识别;物联网;车联网(车路协同);比亚迪概念;新能源汽车;人工智能;毫米波雷达;多模态AI;鸿蒙概念;智能物流;卫星导航;云计算;一带一路;深股通,23,002970.SZ,33
300039,禽流感;医药电商;流感;肝炎概念;仿制药一致性评价;创新药;三胎概念;医疗器械概念;创投;深股通;融资融券,11,300039.SZ,33
600023,超超临界发电;绿色电力;高股息精选;国企改革;虚拟电厂;沪股通;融资融券;核电;可控核聚变,9,600023.SH,17
001367,仿制药一致性评价;合成生物;人民币贬值受益;专精特新;融资融券,5,001367.SZ,33
002379,金属回收;股权转让(并购重组);深股通;融资融券,4,002379.SZ,33
300656,汽车芯片;芯片概念;第三代半导体;电子身份证;机器视觉;传感器;华为概念;人工智能;比亚迪概念;无人机;粤港澳大湾区;海峡两岸;光伏概念;储能;特高压,15,300656.SZ,33
300025,元宇宙;虚拟现实;华为概念;IP经济(谷子经济);5G;融资融券,6,300025.SZ,33
600825,文化传媒概念;AI语料;无人零售;上海国企改革;独角兽概念;创投;国企改革;融资融券;沪股通,9,600825.SH,17
605577,文化传媒概念;IP经济(谷子经济);在线教育;黑龙江自贸区;国企改革;一带一路;沪股通,7,605577.SH,17
600017,航运概念;中韩自贸区;证金持股;绿色电力;冷链物流;国企改革;免税店;乡村振兴;一带一路;虚拟电厂;融资融券;DeepSeek概念;华为概念;沪股通,14,600017.SH,17
601958,小金属概念;军工;西部大开发;OLED;国企改革;沪股通;融资融券,7,601958.SH,17
600211,创新药;流感;生物疫苗;基因测序;医疗器械概念;三胎概念;高股息精选;西部大开发;融资融券;沪股通,10,600211.SH,17
688589,MCU芯片;中芯国际概念;芯片概念;传感器;5G;专精特新;物联网;卫星导航;智能家居;人工智能;粤港澳大湾区;智慧城市;智慧灯杆;阿里巴巴概念;光伏概念;电力物联网;高铁;智能电网;融资融券,19,688589.SH,17
301585,专精特新;融资融券,2,301585.SZ,33
000151,中俄贸易概念;污水处理;固废处理;人民币贬值受益;一带一路;京津冀一体化;国企改革;碳中和;储能;光伏概念;央企国企改革;融资融券;股权转让(并购重组);中字头股票,14,000151.SZ,33
300889,智慧灯杆;充电桩;传感器;智慧城市;新能源汽车;机器人概念;露营经济;储能;液冷服务器;比亚迪概念;跨境电商;锂电池概念;股权转让(并购重组);融资融券,14,300889.SZ,33
600197,白酒概念;旅游概念;新疆振兴;文化传媒概念;国企改革;西部大开发;沪股通;融资融券,8,600197.SH,17
000998,转基因;玉米;粮食概念;农业种植;生态农业;俄乌冲突概念;乡村振兴;国企改革;基因测序;深股通;融资融券;鸿蒙概念,12,000998.SZ,33
301665,草甘膦;氟化工概念;人民币贬值受益;一带一路;2025年报预增;深股通;融资融券,7,301665.SZ,33
