market_code,股票代码,所属概念,code,所属概念数量
17,600829.SH,民营医院;流感;医药电商;眼科医疗;冷链物流;黑龙江自贸区;宠物经济;医疗器械概念;沪股通,600829,9
17,603511.SH,跨境电商;三胎概念;体育产业;IP经济(谷子经济);参股银行;沪股通,603511,6
33,300096.SZ,AI应用;DRG/DIP;数字水印;家庭医生;蚂蚁集团概念;Web3.0;移动支付;数据确权;托育服务;AIGC概念;数据要素;数据安全;智慧政务;ChatGPT概念;在线教育;腾讯概念;数字经济;人脸识别;福建自贸区;智能医疗;DeepSeek概念;信创;区块链;华为鲲鹏;智慧城市;养老概念;人工智能;参股保险;海峡两岸;华为概念;ST板块;国企改革;机器视觉,300096,33
33,002940.SZ,幽门螺杆菌概念;仿制药一致性评价;宠物经济;创新药;维生素;共同富裕示范区;合成生物;MR(混合现实);回购增持再贷款概念;深股通,002940,10
33,301507.SZ,医药电商;毛发医疗;医美概念;维生素;医疗器械概念;共同富裕示范区;深股通;融资融券,301507,8
33,002295.SZ,金属铜;虚拟电厂;数字经济;储能;股权转让(并购重组);国企改革,002295,6
33,003037.SZ,装配式建筑;地下管网;新型城镇化;水利;水泥概念;新疆振兴;一带一路;海工装备;风电;智能物流;回购增持再贷款概念;粤港澳大湾区;光伏概念;2025年报预增,003037,14
33,300531.SZ,数字货币;移动支付;跨境支付(CIPS);电子身份证;人脸识别;信创;区块链;物联网;数字经济;智慧政务;鸿蒙概念;华为概念;数据安全;人工智能;DeepSeek概念;机器视觉;数据要素;工业互联网;数据确权;机器人概念;军工;智能物流;粤港澳大湾区;食品安全;智能音箱;智能医疗;专精特新;华为海思概念股;消费电子概念;中俄贸易概念;智能电网;芯片概念;拼多多概念;深股通,300531,34
17,601827.SH,生物质能发电;医疗废物处理;固废处理;污水处理;PPP概念;垃圾分类;绿色电力;国企改革;西部大开发;储能;沪股通,601827,11
33,000882.SZ,物业管理;京津冀一体化;互联网金融;文化传媒概念;深股通,000882,5
17,603298.SH,同花顺出海50;人形机器人;新能源汽车;5G;机器人概念;宁德时代概念;智能物流;沪股通;融资融券,603298,9
17,601688.SH,期货概念;沪股通;融资融券;证金持股;互联网金融;参股银行;国企改革,601688,7
33,001696.SZ,飞行汽车(eVTOL);低空经济;军工;军民融合;航空发动机;无人机;两轮车;机器人概念;商业航天;工业互联网;比亚迪概念;专精特新;燃料电池;数字经济;农机;新能源汽车;储能;氢能源;锂电池概念;钠离子电池;2025三季报预增;西部大开发;乡村振兴;深股通;融资融券,001696,25
17,603036.SH,天然气;俄乌冲突概念,603036,2
17,605011.SH,国企改革;碳中和;煤炭概念;融资融券;沪股通,605011,5
33,301331.SZ,流感;医药电商;创新药;2025年报预增;西部大开发;回购增持再贷款概念;融资融券,301331,7
33,300057.SZ,锂电池概念;固态电池;钠离子电池;宁德时代概念;PET铜箔;超级电容;光伏概念;储能;建筑节能;比亚迪概念;柔性屏(折叠屏);OLED;小米概念;华为概念;DeepSeek概念;AI智能体;虚拟数字人;深股通;融资融券,300057,19
33,002622.SZ,民营医院;参股银行;智能医疗;牙科医疗;智能电网,002622,5
17,600048.SH,租售同权;物业管理;证金持股;同花顺漂亮100;国企改革;央企国企改革;智能家居;沪股通;融资融券,600048,9
17,603818.SH,京津冀一体化;海峡两岸;智能家居;人民币贬值受益,603818,4
33,000516.SZ,高压氧舱;脑机接口;智能医疗;细胞免疫治疗;辅助生殖;民营医院;医美概念;养老概念;阿里巴巴概念;毛发医疗;DeepSeek概念;三胎概念;人工智能;旅游概念;华为概念;西部大开发;机器人概念;深股通;融资融券,000516,19
33,000792.SZ,盐湖提锂;小金属概念;化肥;锂电池概念;2025年报预增;同花顺漂亮100;比亚迪概念;西部大开发;新能源汽车;特色小镇;融资融券;深股通;央企国企改革;旅游概念;股权转让(并购重组),000792,15
33,000950.SZ,医药电商;创新药;啤酒概念;辅助生殖;医美概念;冷链物流;减肥药;养老概念;三胎概念;统一大市场;西部大开发;医疗器械概念;智能医疗;国企改革;股权转让(并购重组);央企国企改革;回购增持再贷款概念;创投;智能物流;机器人概念;融资融券;深股通,000950,22
33,300144.SZ,旅游概念;IP经济(谷子经济);网红经济;文化传媒概念;手机游戏;电子竞技;抖音概念(字节概念);元宇宙;共同富裕示范区;虚拟现实;深股通;融资融券,300144,12
33,002052.SZ,换电概念;东数西算(算力);储能;物联网;智能家居;锂电池概念;人民币贬值受益;2025年报预增;深股通;摘帽,002052,10
33,002535.SZ,高端装备;军工;燃料电池;储能;安防;蚂蚁集团概念;煤炭概念,002535,7
17,600170.SH,黄金概念;水泥概念;房屋检测;雄安新区;地下管网;上海国企改革;绿色电力;土壤修复;PPP概念;国企改革;一带一路;参股券商;光伏建筑一体化;装配式建筑;碳中和;物业管理;乡村振兴;水利;新型城镇化;DeepSeek概念;数字孪生;证金持股;人工智能;核电;数据中心;机器人概念;低空经济;融资融券;沪股通,600170,29
17,600529.SH,医疗器械概念;国企改革;股权转让(并购重组);沪股通;融资融券,600529,5
17,600056.SH,流感;医药电商;肝炎概念;仿制药一致性评价;猴痘概念;创新药;证金持股;国企改革;医疗器械概念;央企国企改革;中字头股票;脑机接口;沪股通;融资融券,600056,14
33,300615.SZ,5G;工业母机;新能源汽车;充电桩,300615,4
17,600197.SH,白酒概念;旅游概念;文化传媒概念;新疆振兴;国企改革;西部大开发;沪股通;融资融券,600197,8
17,600879.SH,军工信息化;卫星导航;商业航天;太赫兹;军民融合;军工;低空经济;无人机;量子科技;物联网;高端装备;京津冀一体化;传感器;央企国企改革;芯片概念;国企改革;医疗器械概念;特高压;沪股通;融资融券,600879,20
33,300019.SZ,有机硅概念;硅能源;固态电池;锂电池概念;宁德时代概念;光伏概念;可控核聚变;芯片概念;比亚迪概念;核电;特高压;高铁;军工;新能源汽车;无人机;商业航天;西部大开发;小米概念;5G;长安汽车概念;水利;雄安新区;装配式建筑;深股通;融资融券,300019,25
33,301077.SZ,AI应用;人工智能;东数西算(算力);专精特新;AI智能体;量子科技;跨境电商;储能;英伟达概念;融资融券,301077,10
17,600675.SH,物业管理;土地流转;上海国企改革;预制菜;国企改革;乡村振兴;沪股通;融资融券,600675,8
33,000700.SZ,人形机器人;华为汽车;小米汽车;特斯拉概念;小米概念;比亚迪概念;新能源汽车;机器人概念;智能医疗;参股银行;融资融券;民营医院;深股通,000700,13
17,603016.SH,国企改革;特高压,603016,2
17,603176.SH,新型城镇化;PPP概念;雄安新区;水利;乡村振兴;京津冀一体化,603176,6
17,601901.SH,期货概念;证金持股;互联网金融;沪股通;融资融券;2025年报预增,601901,6
17,600653.SH,物业管理;国企改革;绿色电力;人工智能;新能源汽车;融资融券,600653,6
17,688087.SH,可降解塑料;固废处理;回购增持再贷款概念;人民币贬值受益;碳中和;沪股通;融资融券,688087,7
33,001356.SZ,跨境电商;可降解塑料;人民币贬值受益;深股通;融资融券,001356,5
33,002642.SZ,智慧政务;国资云;云计算;数据安全;区块链;AI智能体;华为鲲鹏;华为昇腾;ChatGPT概念;信创;百度概念;数据要素;阿里巴巴概念;网络安全;腾讯概念;数字乡村;多模态AI;数字经济;DeepSeek概念;智慧城市;互联网金融;人工智能;独角兽概念;数字孪生;东数西算(算力);虚拟现实;车联网(车路协同);华为概念;物联网;京津冀一体化;智能医疗;数据中心;工业互联网;5G;星闪概念;新型工业化;电力物联网;乡村振兴;华为数字能源;碳中和;国企改革;基因测序;AI应用;深股通,002642,44
33,301097.SZ,三胎概念;医疗器械概念;融资融券,301097,3
17,600686.SH,燃料电池;长安汽车概念;氢能源;新能源汽车;智能物流;海峡两岸;安防;国企改革;车联网(车路协同);福建自贸区;无人驾驶;华为概念;百度概念;2025年报预增;融资融券;沪股通,600686,16
33,000501.SZ,免税店;预制菜;物业管理;冰雪产业;网红经济;露营经济;参股银行;跨境电商;白酒概念;国企改革;IP经济(谷子经济);创投;一带一路;低空经济;数字经济;文化传媒概念;人工智能;电子竞技;黄金概念;深股通;融资融券,000501,21
17,600155.SH,期货概念;参股券商;雄安新区;京津冀一体化;数字经济;白酒概念;DeepSeek概念;AI智能体;云计算;沪股通;融资融券;2025年报预增,600155,12
151,920556.BJ,数字孪生;商业航天;阿里巴巴概念;融资融券;腾讯概念;百度概念;物联网;智能电网;数据中心;华为概念;华为数字能源;充电桩;储能;传感器;云计算;5G,920556,16
33,002722.SZ,创投;语音技术;国企改革;氢能源;燃料电池;人工智能;高端装备;独角兽概念;特钢概念;ChatGPT概念;AIGC概念,002722,11
33,300633.SZ,医疗器械概念;智能医疗;宠物经济;中俄贸易概念;融资融券;深股通,300633,6
33,002174.SZ,手机游戏;电子竞技;网络游戏;云游戏;AIGC概念;腾讯概念;DeepSeek概念;IP经济(谷子经济);人工智能;抖音概念(字节概念);虚拟现实;华为概念;人民币贬值受益;AI应用;深股通;融资融券,002174,16
17,600416.SH,军民融合;商业航天;军工;无人机;低空经济;核电;高端装备;高铁;风电;水利;工业互联网;无人驾驶;储能;抽水蓄能;国企改革;沪股通;融资融券,600416,17
33,300183.SZ,物联网;智慧城市;智能家居;人工智能;工业互联网;专精特新;小米概念;数据中心;信创;国产操作系统;电力物联网;阿里巴巴概念;芯片概念;充电桩;苹果概念;储能;智能电网;MCU芯片;知识产权保护;国企改革;虚拟电厂;风电;深股通;融资融券,300183,24
33,301589.SZ,芯片概念;MicroLED概念;虚拟现实;MiniLED;人工智能;智慧城市;创投;西部大开发;体育产业;足球概念;融资融券;深股通,301589,12
33,002005.SZ,ST板块;横琴新区;家用电器;华为汽车;新能源汽车;人民币贬值受益;MiniLED,002005,7
17,603004.SH,染料;专精特新;人民币贬值受益;商业航天;沪股通;融资融券,603004,6
17,688377.SH,页岩气;天然气;高端装备;人民币贬值受益;专精特新;海工装备;沪股通;融资融券,688377,8
33,300041.SZ,有机硅概念;固态电池;锂电池概念;光伏概念;宁德时代概念;PVDF概念;BC电池;比亚迪概念;钙钛矿电池;高铁;特斯拉概念;新能源汽车;风电;先进封装;消费电子概念;芯片概念;小米汽车;小米概念;光伏建筑一体化;华为海思概念股;军工;2025年报预增;华为汽车;低空经济;建筑节能;华为概念;创投;大飞机;雄安新区;人工智能;深股通;融资融券,300041,32
17,688590.SH,AI语料;智谱AI;ChatGPT概念;AIGC概念;Web3.0;华为昇腾;华为鲲鹏;AI智能体;互联网保险;云计算;数据确权;信创;百度概念;区块链;数字货币;跨境支付(CIPS);DeepSeek概念;人工智能;互联网金融;算力租赁;华为概念;AI应用;5G;智能座舱;新能源汽车;沪股通;融资融券,688590,27
33,300919.SZ,金属钴;金属镍;小金属概念;盐湖提锂;磷化工;钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;特斯拉概念;储能;回购增持再贷款概念;西部大开发;新能源汽车;低空经济;机器人概念;深股通;融资融券,300919,19
17,600903.SH,天然气;页岩气;国企改革;西部大开发;氢能源;沪股通;融资融券,600903,7
17,601138.SH,同花顺果指数;共封装光学(CPO);富士康概念;英伟达概念;液冷服务器;苹果概念;芯片概念;5G;2025年报预增;数据中心;新能源汽车;海峡两岸;同花顺新质50;东数西算(算力);虚拟现实;机器人概念;物联网;算力租赁;工业互联网;医疗器械概念;同花顺出海50;创投;阿里巴巴概念;智慧城市;云计算;人工智能;同花顺漂亮100;沪股通;融资融券,601138,29
17,603823.SH,钠离子电池;PEEK材料;光刻胶;沪股通,603823,4
17,688136.SH,重组蛋白;肝炎概念;创新药;减肥药;动物疫苗;合成生物;智能医疗;2025年报预增;回购增持再贷款概念;沪股通;融资融券,688136,11
33,000049.SZ,钠离子电池;固态电池;锂电池概念;华为手机;消费电子概念;无线耳机;AI眼镜;储能;比亚迪概念;新能源汽车;智能穿戴;苹果概念;小米概念;同花顺果指数;机器人概念;5G;无人机;粤港澳大湾区;人民币贬值受益;物联网;华为概念;深股通;融资融券,000049,23
17,603227.SH,新疆振兴;天然气;国企改革;化肥;民爆概念;西部大开发;人工智能;无人驾驶;华为概念;沪股通;融资融券,603227,11
33,002430.SZ,可控核聚变;商业航天;高端装备;超导概念;氢能源;芯片概念;储能;一带一路;高压氧舱;回购增持再贷款概念;存储芯片;国企改革;天然气;煤化工概念;深股通;融资融券,002430,16
33,300867.SZ,生物质能发电;海峡两岸;医疗废物处理;垃圾分类;PPP概念;医美概念;污水处理;固废处理;绿色电力;燃料电池;氢能源;DeepSeek概念;短剧游戏;AI应用;深股通;融资融券,300867,16
33,300975.SZ,抖音概念(字节概念);MCU芯片;百度概念;存储芯片;汽车芯片;毫米波雷达;东数西算(算力);跨境电商;低空经济;物联网;芯片概念;AI眼镜;消费电子概念;无人机;海峡两岸;数据中心;智能物流;飞行汽车(eVTOL);创投;统一大市场;汽车电子;机器人概念;比亚迪概念;一带一路;液冷服务器;2025年报预增;新能源汽车;宁德时代概念;深股通;融资融券,300975,30
17,603501.SH,MCU芯片;汽车芯片;中芯国际概念;无线耳机;传感器;芯片概念;AI眼镜;汽车电子;小米概念;无人驾驶;消费电子概念;机器视觉;英伟达概念;OLED;华为手机;华为概念;人民币贬值受益;医疗器械概念;同花顺漂亮100;融资融券;沪股通,603501,21
33,002771.SZ,在线教育;虚拟数字人;AIGC概念;信创;算力租赁;数字经济;阿里巴巴概念;人脸识别;人工智能;DeepSeek概念;时空大数据;语音技术;虚拟现实;东数西算(算力);华为概念;物联网;军民融合;京津冀一体化;智能医疗;数据中心;军工;工业互联网;电力物联网;充电桩;液冷服务器;风电;高压快充;AI应用,002771,28
17,600654.SH,鸿蒙概念;信创;智慧城市;人工智能;网络安全;安防;智能医疗;华为概念;东数西算(算力);养老概念;数据中心;传感器;物业管理;比亚迪概念;沪股通,600654,15
33,300939.SZ,5G;MiniLED;汽车电子;无人驾驶;安防;物联网;电子纸;智慧城市;充电桩;机器人概念;比亚迪概念;家用电器;智能家居;人工智能;新能源汽车;长安汽车概念;储能;融资融券,300939,18
151,920693.BJ,融资融券;芯片概念;液冷服务器;机器人概念;医疗器械概念;人民币贬值受益;专精特新,920693,7
33,300205.SZ,ST板块;数字货币;ETC;跨境支付(CIPS);移动支付;财税数字化;5G;物联网;网络安全;数据安全;区块链;互联网金融;量子科技;人工智能;华为鲲鹏;专精特新;华为概念,300205,17
17,601999.SH,文化传媒概念;IP经济(谷子经济);知识产权保护;在线教育;数据确权;数字经济;参股保险;参股券商;国企改革;融资融券,601999,10
33,002010.SZ,智能物流;一带一路;2025年报预增;共同富裕示范区;工业互联网;DeepSeek概念;军工;华为概念;充电桩;新能源汽车;宁德时代概念;车联网(车路协同);统一大市场;无人驾驶;区块链;人形机器人;蚂蚁集团概念;深股通;融资融券,002010,19
33,300787.SZ,储能;一带一路;机器人概念;苹果概念;智能家居;人民币贬值受益;消费电子概念;安防;智能穿戴;无线充电;无线耳机;锂电池概念;第三代半导体;宠物经济,300787,14
17,601065.SH,国企改革;海峡两岸;锂电池概念;储能;工业互联网;盐湖提锂;沪股通;融资融券,601065,8
33,301015.SZ,创新药;医药电商;阿尔茨海默概念;医疗器械概念;跨境电商;机器人概念;深股通;融资融券,301015,8
17,601033.SH,生物质能发电;医疗废物处理;PPP概念;固废处理;绿色电力;国企改革;垃圾分类;粤港澳大湾区;储能;沪股通;融资融券,601033,11
151,920252.BJ,锂电池概念;融资融券;储能;两轮车;专精特新,920252,5
17,600162.SH,民营医院;养老概念;京津冀一体化;粤港澳大湾区;沪股通;融资融券,600162,6
33,002132.SZ,硅能源;有机硅概念;黄金概念;光伏概念;特高压;深股通;融资融券,002132,7
33,301668.SZ,智能电网;注册制次新股;风电;专精特新;深股通;新股与次新股;融资融券,301668,7
33,300496.SZ,MLOps概念;华为欧拉;多模态AI;ChatGPT概念;AI智能体;中国AI 50;鸿蒙概念;百度概念;AIGC概念;语音技术;国产操作系统;元宇宙;阿里巴巴概念;车联网(车路协同);AI手机;智能音箱;虚拟数字人;抖音概念(字节概念);腾讯概念;虚拟现实;区块链;MR(混合现实);人工智能;DeepSeek概念;华为海思概念股;智能座舱;华为概念;英伟达概念;AI PC;机器视觉;独角兽概念;智能穿戴;物联网;数字经济;无人驾驶;AI眼镜;低空经济;无人机;5G;小米概念;智能医疗;传感器;消费电子概念;机器人概念;新型工业化;小米汽车;比亚迪概念;智能家居;长安汽车概念;华为汽车;智能物流;智能电网;回购增持再贷款概念;AI应用;深股通;融资融券,300496,56
33,301288.SZ,ST板块;新型城镇化;污水处理;粤港澳大湾区;专精特新;金属回收;金属镍,301288,7
17,600816.SH,信托概念;参股银行;融资融券;沪股通,600816,4
17,600771.SH,白酒概念;医药电商;阿尔茨海默概念;创新药;国企改革;融资融券;沪股通,600771,7
17,601555.SH,期货概念;国企改革;沪股通;融资融券;创投;2025三季报预增,601555,6
33,301153.SZ,财税数字化;电子身份证;AI智能体;智慧政务;移动支付;信创;数据要素;鸿蒙概念;蚂蚁集团概念;数字货币;区块链;腾讯概念;阿里巴巴概念;DeepSeek概念;人工智能;数字经济;智慧城市;互联网金融;华为概念;AI应用;国企改革;深股通;融资融券,301153,23
151,920108.BJ,机器人概念;一带一路;小米概念;家用电器;融资融券,920108,5
33,002250.SZ,氟化工概念;锂电池概念;CRO概念;回购增持再贷款概念;创新药;人民币贬值受益;2025年报预增;证金持股;深股通;融资融券,002250,10
17,605168.SH,低空经济;Web3.0;无人机;多模态AI;ChatGPT概念;人工智能;AIGC概念;腾讯概念;数据要素;AI智能体;东数西算(算力);抖音概念(字节概念);小红书概念;文化传媒概念;体育产业;算力租赁;西部大开发;参股券商;AI应用;融资融券;沪股通,605168,21
33,002029.SZ,互联网保险;跨境电商;海峡两岸;数字经济;参股保险;证金持股;深股通;融资融券,002029,8
151,920407.BJ,地下管网;鸿蒙概念;物联网;融资融券;污水处理;无人零售;智慧城市;传感器;人脸识别;专精特新,920407,10
17,688531.SH,PCB概念;液冷服务器;芯片概念;比亚迪概念;宁德时代概念;特斯拉概念;专精特新;固态电池;储能;一体化压铸;锂电池概念;高端装备;回购增持再贷款概念;人工智能;食品安全;商业航天;沪股通;融资融券,688531,18
33,002259.SZ,天然气;西部大开发;2025年报预增;摘帽,002259,4
17,688788.SH,军工信息化;军工;无人机;芯片概念;华为昇腾;无人驾驶;人工智能;粤港澳大湾区;沪股通;融资融券,688788,10
33,300955.SZ,海峡两岸;三胎概念;融资融券,300955,3
17,600794.SH,统一大市场;国企改革;航运概念;智能物流;创投;长三角一体化;数字经济;数字货币;数据要素;沪股通,600794,10
33,300795.SZ,AIGC概念;AI智能体;数据要素;跨境电商;体育产业;DeepSeek概念;人工智能;创投;AI眼镜;AI应用;一带一路,300795,11
17,600882.SH,乳业;三胎概念;数据要素;AI智能体;沪股通;融资融券,600882,6
33,002396.SZ,F5G概念;共封装光学(CPO);WiFi 6;5G;数据中心;网络安全;抖音概念(字节概念);腾讯概念;阿里巴巴概念;信创;华为概念;数字货币;移动支付;在线教育;AIGC概念;物联网;人工智能;车联网(车路协同);鸿蒙概念;DeepSeek概念;机器人概念;福建自贸区;海峡两岸;互联网金融;智能家居;文化传媒概念;脑机接口;AI应用;国企改革;深股通;融资融券;证金持股,002396,32
33,002440.SZ,染料;氟化工概念;2025年报预增;深股通;融资融券,002440,5
17,601860.SH,沪股通;融资融券,601860,2
17,600584.SH,国家大基金持股;存储芯片;先进封装;汽车芯片;中芯国际概念;第三代半导体;同花顺果指数;芯片概念;共封装光学(CPO);苹果概念;汽车电子;智能穿戴;毫米波雷达;机器人概念;无人驾驶;人民币贬值受益;物联网;人工智能;央企国企改革;国企改革;沪股通;融资融券;股权转让(并购重组),600584,23
33,301581.SZ,专精特新;芯片概念;供销社;新能源汽车;光伏概念;融资融券,301581,6
33,002085.SZ,飞行汽车(eVTOL);低空经济;同花顺新质50;无人机;两轮车;商业航天;独角兽概念;华为汽车;航空发动机;比亚迪概念;特斯拉概念;海工装备;碳纤维;新能源汽车;一体化压铸;碳中和;共同富裕示范区;风电;锂电池概念;融资融券;深股通,002085,21
33,300525.SZ,智慧政务;财税数字化;数字货币;AI智能体;移动支付;云计算;信创;数据要素;网络安全;互联网金融;腾讯概念;数字乡村;数字经济;DeepSeek概念;智慧城市;人工智能;智能医疗;华为概念;中国AI 50;福建自贸区;海峡两岸;乡村振兴;机器人概念;AI应用;融资融券;深股通,300525,26
33,000410.SZ,央企国企改革;高端装备;工业母机;国企改革;工业互联网;新型工业化;商业航天;职业教育;股权转让(并购重组);融资融券;深股通,000410,11
33,003020.SZ,创新药;仿制药一致性评价;眼科医疗;肝炎概念;医药电商;医美概念;脑机接口;深股通,003020,8
17,603931.SH,光刻胶;OLED;芯片概念;沪股通,603931,4
33,300068.SZ,钠离子电池;固态电池;虚拟电厂;华为数字能源;锂电池概念;动力电池回收;储能;核电;燃料电池;两轮车;比亚迪概念;数据中心;5G;低空经济;风电;氢能源;新能源汽车;华为概念;绿色电力;阿里巴巴概念;金属回收;抖音概念(字节概念);小金属概念;深股通;融资融券,300068,25
33,301535.SZ,智能座舱;汽车电子;无人驾驶;专精特新;小米概念;小米汽车;长安汽车概念;新能源汽车;注册制次新股;深股通;新股与次新股;融资融券,301535,12
17,600719.SH,国企改革,600719,1
17,605162.SH,碳交易;碳中和;虚拟电厂;储能,605162,4
17,601021.SH,免税店;证金持股;跨境电商;沪股通;融资融券,601021,5
17,600062.SH,青蒿素;仿制药一致性评价;创新药;合成生物;NMN概念;减肥药;国企改革;智能医疗;央企国企改革;DeepSeek概念;沪股通;融资融券,600062,12
17,601956.SH,长安汽车概念;中俄贸易概念;新能源汽车;家用电器;高端装备;绿色电力;比亚迪概念;机器人概念;回购增持再贷款概念;人形机器人;工业互联网;冷链物流;物联网;跨境电商;职业教育;拼多多概念,601956,16
17,688795.SH,科创次新股;注册制次新股;芯片概念;人工智能;新股与次新股;融资融券,688795,6
33,300561.SZ,语音技术;网络安全;物联网;人脸识别;人工智能;信创;粤港澳大湾区;ST板块;区块链;百度概念;互联网金融;AI应用;物业管理;股权转让(并购重组),300561,14
33,001201.SZ,猪肉;绿色电力;粤港澳大湾区,001201,3
17,688068.SH,重组蛋白;创新药;肝炎概念;猴痘概念;智能医疗;阿尔茨海默概念;医疗器械概念;流感;人工智能;食品安全;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,688068,14
17,601528.SH,互联网金融;沪股通,601528,2
33,002537.SZ,移动支付;数字货币;互联网金融;蚂蚁集团概念;数字经济;区块链;跨境电商;元宇宙;华为汽车;华为概念;家用电器;NFT概念;冷链物流;5G;特斯拉概念;新能源汽车;比亚迪概念;2025年报预增;深股通;融资融券,002537,20
33,002700.SZ,新疆振兴;天然气;西部大开发;摘帽,002700,4
17,603515.SH,超级品牌;智能家居;沪股通;智慧灯杆;智慧城市;鸿蒙概念;华为概念;融资融券,603515,8
151,920914.BJ,商业航天;锂电池概念;金属镍;融资融券;氢能源;比亚迪概念;小金属概念;宁德时代概念;回购增持再贷款概念;卫星导航;军工;专精特新,920914,12
33,000957.SZ,中俄贸易概念;国企改革;氢能源;燃料电池;回购增持再贷款概念;人民币贬值受益;新能源汽车;无人驾驶;车联网(车路协同);汽车电子;人工智能;深股通;融资融券,000957,13
17,603266.SH,汽车热管理;传感器;低空经济;无人机;新能源汽车;机器人概念;智能家居;毫米波雷达;无人驾驶;汽车电子;消费电子概念;芯片概念,603266,12
33,300279.SZ,托育服务;新能源汽车;家用电器;特斯拉概念;传感器;机器人概念;宁德时代概念;创投;智能家居;物联网;小米概念;汽车电子;三胎概念;5G;智慧城市;独角兽概念;在线教育;腾讯概念,300279,18
17,688235.SH,创新药;同花顺出海50;人民币贬值受益;沪股通;融资融券,688235,5
17,600741.SH,上海国企改革;证金持股;小米汽车;汽车热管理;燃料电池;参股券商;新能源汽车;氢能源;国企改革;智能座舱;比亚迪概念;特斯拉概念;汽车电子;无人驾驶;小米概念;机器视觉;储能;固态电池;毫米波雷达;大飞机;沪股通;融资融券,600741,22
17,600901.SH,国企改革;融资融券;沪股通,600901,3
17,605111.SH,汽车芯片;第三代半导体;先进封装;芯片概念;汽车电子;数据中心;东数西算(算力);无人机;专精特新;比亚迪概念;无人驾驶;新能源汽车;低空经济;充电桩;机器人概念;光伏概念;宁德时代概念;融资融券;沪股通,605111,19
17,600858.SH,国企改革;养老概念;充电桩;家用电器;抖音概念(字节概念),600858,5
151,920810.BJ,高端装备;融资融券;机器人概念;智能物流;专精特新,920810,5
33,300705.SZ,创新药;仿制药一致性评价;肝炎概念;医药电商;流感;幽门螺杆菌概念;维生素;CRO概念;回购增持再贷款概念;深股通,300705,10
33,300679.SZ,无人驾驶;小米概念;消费电子概念;人形机器人;新型烟草(电子烟);5G;比亚迪概念;柔性屏(折叠屏);物联网;华为概念;新能源汽车;PCB概念;无人机;数据中心;深股通;融资融券,300679,16
17,605339.SH,乳业;海峡两岸;沪股通,605339,3
33,002513.SZ,TOPCON电池;草甘膦;生态农业;染料;光伏概念;绿色电力;人民币贬值受益,002513,7
33,301091.SZ,智慧政务;数据确权;国资云;时空大数据;信创;数据要素;车联网(车路协同);智慧城市;百度概念;DeepSeek概念;腾讯概念;数字孪生;多模态AI;低空经济;智慧灯杆;华为概念;同花顺新质50;无人机;无人驾驶;房屋检测;智能物流;深圳国企改革;粤港澳大湾区;水利;高铁;新型城镇化;雄安新区;建筑节能;地下管网;PPP概念;国企改革;充电桩;虚拟电厂;深股通;融资融券,301091,35
33,300896.SZ,毛发医疗;医美概念;同花顺漂亮100;合成生物;重组蛋白;减肥药;医疗器械概念;专精特新;深股通;融资融券,300896,10
17,603877.SH,共同富裕示范区;回购增持再贷款概念;沪股通;融资融券,603877,4
17,600557.SH,流感;医药电商;创新药;禽流感;毛发医疗;减肥药;养老概念;智能医疗;证金持股;沪股通;融资融券,600557,11
22,600360.SH,充电桩;新能源汽车;第三代半导体;ST板块;汽车电子;芯片概念;小米概念;先进封装;军工;汽车芯片;华为概念;国企改革;股权转让(并购重组),600360,13
151,920351.BJ,融资融券;跨境电商;航运概念;统一大市场;一带一路;中韩自贸区,920351,6
33,000403.SZ,肝炎概念;国企改革;DeepSeek概念;股权转让(并购重组);深股通;融资融券,000403,6
17,603893.SH,汽车芯片;国家大基金持股;MCU芯片;中国AI 50;智能音箱;AI眼镜;芯片概念;智能穿戴;小米概念;智能座舱;消费电子概念;2025年报预增;人形机器人;机器视觉;虚拟现实;华为概念;物联网;机器人概念;百度概念;腾讯概念;比亚迪概念;智能家居;人工智能;2025三季报预增;电力物联网;海峡两岸;福建自贸区;融资融券;沪股通,603893,29
33,300463.SZ,猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;智能医疗;西部大开发;深股通;机器人概念;人形机器人;融资融券,300463,11
33,301238.SZ,钠离子电池;固态电池;有机硅概念;锂电池概念;宁德时代概念;超级电容;高压快充;储能;新能源汽车;2025年报预增;汽车热管理;无人机;国企改革;股权转让(并购重组);深股通;融资融券,301238,16
17,603681.SH,储能;固态电池;专精特新;人民币贬值受益;医疗器械概念;可降解塑料;长三角一体化;一带一路;人工智能;跨境电商;AI智能体;融资融券,603681,12
33,301237.SZ,碳纤维;光伏概念;消费电子概念;融资融券,301237,4
17,688202.SH,CRO概念;减肥药;创新药;智能医疗;合成生物;人工智能;AI应用;回购增持再贷款概念;沪股通;融资融券,688202,10
33,300770.SZ,短剧游戏;知识产权保护;文化传媒概念;NFT概念;虚拟数字人;快手概念;在线教育;抖音概念(字节概念);腾讯概念;IP经济(谷子经济);元宇宙;电子竞技;云游戏;网络安全;人工智能;虚拟现实;华为概念;华为海思概念股;小米概念;国企改革;高股息精选;深股通;融资融券,300770,23
