market_code,股票代码,所属概念数量,code,所属概念
17,603982.SH,13,603982,家用电器;一体化压铸;长安汽车概念;减速器;华为汽车;小米汽车;新能源汽车;比亚迪概念;特斯拉概念;华为概念;小米概念;宁德时代概念;融资融券
33,002698.SZ,16,002698,人形机器人;新型工业化;机器人概念;专精特新;高端装备;工业互联网;3D打印;智能物流;智能医疗;创投;医疗器械概念;中俄贸易概念;污水处理;黑龙江自贸区;深股通;融资融券
17,688015.SH,12,688015,低空经济;车联网(车路协同);无人机;职业教育;人工智能;元宇宙;AI应用;DeepSeek概念;区块链;2025年报预增;京津冀一体化;融资融券
33,000856.SZ,7,000856,建筑节能;机器人概念;京津冀一体化;水泥概念;智能电网;高端装备;国企改革
33,300494.SZ,27,300494,Sora概念(文生视频);电子竞技;云游戏;短剧游戏;AIGC概念;虚拟数字人;手机游戏;快手概念;AI应用;抖音概念(字节概念);元宇宙;多模态AI;文化传媒概念;AI智能体;网络游戏;腾讯概念;云计算;IP经济(谷子经济);DeepSeek概念;虚拟现实;人工智能;东数西算(算力);独角兽概念;华为概念;创投;智能座舱;深股通
33,002055.SZ,22,002055,数据中心;车联网(车路协同);华为概念;5G;特斯拉概念;无线充电;粤港澳大湾区;数据要素;EDR概念;新能源汽车;汽车电子;比亚迪概念;无人驾驶;高压快充;宁德时代概念;消费电子概念;小米概念;铜缆高速连接;OLED;MiniLED;存储芯片;ST板块
17,600495.SH,10,600495,高铁;污水处理;一带一路;国企改革;央企国企改革;高端装备;军工;回购增持再贷款概念;沪股通;融资融券
17,688799.SH,8,688799,创新药;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;合成生物;专精特新;沪股通;融资融券
33,000815.SZ,11,000815,算力租赁;东数西算(算力);云计算;国资云;数据中心;绿色电力;央企国企改革;国企改革;西部大开发;深股通;融资融券
33,002530.SZ,26,002530,互联网金融;区块链;鸿蒙概念;AI应用;养老概念;数字经济;跨境电商;数据要素;人工智能;智慧政务;财税数字化;智慧城市;虚拟数字人;信创;AI智能体;AIGC概念;华为鲲鹏;百度概念;ChatGPT概念;ERP概念;机器人概念;华为概念;云计算;比亚迪概念;深股通;融资融券
33,300511.SZ,7,300511,人造肉;农业种植;NMN概念;乡村振兴;一带一路;细胞免疫治疗;股权转让(并购重组)
17,688083.SH,10,688083,信创;AI应用;鸿蒙概念;新型工业化;人工智能;职业教育;数字孪生;智能电网;沪股通;融资融券
17,605188.SH,4,605188,预制菜;冷链物流;智能物流;沪股通
33,002177.SZ,9,002177,互联网金融;国产操作系统;人脸识别;数字经济;物业管理;创投;粤港澳大湾区;深股通;融资融券
33,300218.SZ,13,300218,足球概念;中俄贸易概念;一带一路;石墨烯;新能源汽车;比亚迪概念;华为手机;消费电子概念;苹果概念;小米概念;绿色电力;芯片概念;华为概念
17,603686.SH,24,603686,智慧城市;人工智能;智慧政务;车联网(车路协同);海峡两岸;机器人概念;物业管理;华为概念;工业互联网;无人驾驶;新能源汽车;垃圾分类;中俄贸易概念;充电桩;PPP概念;固废处理;锂电池概念;动力电池回收;金属回收;生物质能发电;金属镍;氢能源;沪股通;融资融券
17,688648.SH,16,688648,无人驾驶;阿里巴巴概念;华为概念;人工智能;机器视觉;抖音概念(字节概念);专精特新;无人机;机器人概念;拼多多概念;智能物流;国企改革;统一大市场;沪股通;中字头股票;融资融券
33,301296.SZ,3,301296,食品安全;股权转让(并购重组);融资融券
151,920651.BJ,8,920651,智慧城市;地下管网;传感器;核电;融资融券;物联网;专精特新;人工智能
33,002862.SZ,20,002862,智能音箱;IP经济(谷子经济);NFT概念;网络游戏;跨境电商;AIGC概念;人民币贬值受益;手机游戏;人工智能;三胎概念;ChatGPT概念;百度概念;宠物经济;DeepSeek概念;光伏概念;充电桩;光伏建筑一体化;HJT电池;TOPCON电池;绿色电力
151,920171.BJ,20,920171,AI应用;雄安新区;百度概念;光纤概念;信创;互联网保险;华为概念;数字乡村;DeepSeek概念;京津冀一体化;融资融券;智慧政务;乡村振兴;互联网金融;数据要素;移动支付;养老概念;数据中心;智慧城市;网络安全
33,300928.SZ,16,300928,车联网(车路协同);长安汽车概念;智能座舱;无人驾驶;华为汽车;比亚迪概念;低空经济;汽车电子;卫星导航;新能源汽车;飞行汽车(eVTOL);锂电池概念;MiniLED;固态电池;OLED;融资融券
17,600351.SH,11,600351,流感;维生素;仿制药一致性评价;医药电商;创新药;幽门螺杆菌概念;重组蛋白;三胎概念;农业种植;沪股通;融资融券
17,688316.SH,19,688316,算力租赁;智谱AI;云计算;华为欧拉;华为鲲鹏;东数西算(算力);信创;智慧政务;网络安全;英伟达概念;数据中心;DeepSeek概念;数字经济;华为概念;物联网;互联网金融;低空经济;无人驾驶;融资融券
33,301515.SZ,7,301515,医疗器械概念;智能医疗;脑机接口;西部大开发;专精特新;回购增持再贷款概念;融资融券
17,605555.SH,8,605555,人形机器人;家用电器;无人驾驶;机器人概念;新能源汽车;共同富裕示范区;人民币贬值受益;沪股通
151,920726.BJ,3,920726,乡村振兴;超级品牌;融资融券
17,601238.SH,28,601238,同花顺漂亮100;网约车;国企改革;两轮车;动力电池回收;氢能源;飞行汽车(eVTOL);燃料电池;华为汽车;低空经济;机器人概念;车联网(车路协同);石墨烯;沪股通;融资融券;锂电池概念;新能源汽车;人形机器人;充电桩;无人驾驶;固态电池;宁德时代概念;储能;商业航天;智能座舱;华为概念;汽车芯片;英伟达概念
33,000663.SZ,9,000663,乡村振兴;土地流转;国企改革;海峡两岸;碳中和;碳交易;央企国企改革;绿色电力;天然气
17,601011.SH,12,601011,煤炭概念;煤化工概念;石墨电极;氢能源;碳中和;黑龙江自贸区;石墨烯;锂电池概念;消费电子概念;AI眼镜;沪股通;融资融券
33,002817.SZ,2,002817,医疗器械概念;专精特新
33,301261.SZ,10,301261,减速器;创投;工业母机;机器人概念;专精特新;京津冀一体化;人形机器人;高端装备;深股通;融资融券
33,002264.SZ,21,002264,网红经济;拼多多概念;小红书概念;体育产业;快手概念;虚拟数字人;跨境电商;AIGC概念;AI应用;抖音概念(字节概念);福建自贸区;数字经济;数据要素;人工智能;AI智能体;阿里巴巴概念;海峡两岸;DeepSeek概念;赛马概念;统一大市场;深股通
33,000988.SZ,62,000988,F5G概念;共封装光学(CPO);铜缆高速连接;6G概念;PCB概念;先进封装;MiniLED;5G;苹果概念;第三代半导体;MicroLED概念;高压快充;柔性屏(折叠屏);工业母机;东数西算(算力);芯片概念;汽车电子;充电桩;储能;钙钛矿电池;量子科技;卫星导航;商业航天;智能座舱;华为概念;传感器;新型工业化;宁德时代概念;比亚迪概念;航空发动机;3D打印;锂电池概念;特斯拉概念;新能源汽车;专精特新;高端装备;物联网;工业互联网;汽车热管理;氢能源;百度概念;大飞机;数字孪生;机器人概念;独角兽概念;阿里巴巴概念;华为汽车;腾讯概念;智慧城市;长安汽车概念;数据要素;AI智能体;智能家居;农机;回购增持再贷款概念;创投;家用电器;国企改革;乡村振兴;深股通;融资融券;基因测序
33,000529.SZ,8,000529,预制菜;养鸡;猪肉;冷链物流;广东自贸区;国企改革;创投;粤港澳大湾区
17,600728.SH,35,600728,ChatGPT概念;AI智能体;多模态AI;华为鲲鹏;虚拟数字人;云计算;AIGC概念;阿里巴巴概念;AI语料;信创;AI应用;华为昇腾;数据要素;鸿蒙概念;元宇宙;国产操作系统;移动支付;人脸识别;DeepSeek概念;车联网(车路协同);智慧城市;人工智能;安防;华为概念;数字孪生;工业互联网;空间计算;数据中心;机器视觉;低空经济;MR(混合现实);粤港澳大湾区;毫米波雷达;融资融券;沪股通
33,301448.SZ,5,301448,跨境电商;人民币贬值受益;专精特新;锂电池概念;融资融券
33,300629.SZ,14,300629,军工信息化;卫星导航;商业航天;军民融合;大飞机;军工;无人机;芯片概念;低空经济;碳纤维;新能源汽车;国产操作系统;深股通;融资融券
33,000158.SZ,39,000158,华为鲲鹏;华为盘古;智慧政务;ERP概念;华为昇腾;数据安全;信创;鸿蒙概念;云计算;区块链;网络安全;AI应用;国资云;智谱AI;百度概念;数据确权;互联网金融;数字经济;智慧城市;DeepSeek概念;阿里巴巴概念;算力租赁;腾讯概念;车联网(车路协同);抖音概念(字节概念);人工智能;东数西算(算力);京津冀一体化;工业互联网;华为概念;数据中心;参股银行;充电桩;国企改革;冷链物流;物业管理;绿色电力;深股通;融资融券
33,300985.SZ,8,300985,氢能源;燃料电池;石墨烯;天然气;回购增持再贷款概念;新能源汽车;锂电池概念;融资融券
17,600560.SH,4,600560,新型工业化;工业互联网;国企改革;央企国企改革
33,002173.SZ,15,002173,高压氧舱;脑机接口;华为昇腾;智能医疗;人工智能;DeepSeek概念;养老概念;医疗器械概念;共同富裕示范区;医美概念;三胎概念;民营医院;眼科医疗;深股通;融资融券
17,603529.SH,8,603529,共享单车;两轮车;钠离子电池;鸿蒙概念;换电概念;新能源汽车;融资融券;沪股通
17,600284.SH,12,600284,建筑节能;新型城镇化;水利;车联网(车路协同);算力租赁;创投;自由贸易港;国企改革;上海自贸区;证金持股;沪股通;融资融券
17,603598.SH,22,603598,快手概念;短剧游戏;小红书概念;多模态AI;抖音概念(字节概念);AIGC概念;虚拟数字人;文化传媒概念;拼多多概念;腾讯概念;元宇宙;百度概念;阿里巴巴概念;AI应用;AI智能体;数据要素;鸿蒙概念;人工智能;华为概念;DeepSeek概念;网红经济;京津冀一体化
33,000997.SZ,34,000997,电子身份证;移动支付;ETC;跨境支付(CIPS);蚂蚁集团概念;鸿蒙概念;数字货币;人脸识别;数据要素;华为鲲鹏;区块链;AI智能体;AI应用;数字乡村;多模态AI;数字经济;云计算;互联网金融;阿里巴巴概念;智慧城市;人工智能;安防;DeepSeek概念;物联网;华为概念;机器视觉;食品安全;福建自贸区;海峡两岸;芯片概念;乡村振兴;证金持股;深股通;融资融券
17,603060.SH,15,603060,土壤修复;房屋检测;碳交易;雄安新区;水利;国企改革;碳中和;核污染防治;光伏建筑一体化;央企国企改革;雅下水电概念;核电;光伏概念;商业航天;沪股通
17,603284.SH,6,603284,注册制次新股;参股银行;乡村振兴;专精特新;新股与次新股;融资融券
17,688593.SH,8,688593,电子纸;OLED;MicroLED概念;AI眼镜;芯片概念;智能穿戴;沪股通;融资融券
33,000561.SZ,13,000561,军工信息化;军民融合;大飞机;军工;商业航天;无人机;低空经济;西部大开发;光伏概念;国企改革;硅能源;股权转让(并购重组);深股通
33,301299.SZ,8,301299,数据要素;AIGC概念;AI智能体;AI应用;鸿蒙概念;DeepSeek概念;期货概念;融资融券
33,002224.SZ,6,002224,工业大麻;体育产业;农机;回购增持再贷款概念;储能;机器人概念
33,000504.SZ,9,000504,ST板块;细胞免疫治疗;CRO概念;污水处理;国企改革;动力电池回收;智慧灯杆;锂电池概念;股权转让(并购重组)
17,603127.SH,10,603127,CRO概念;细胞免疫治疗;创新药;生物疫苗;基因测序;智能医疗;2025年报预增;专精特新;融资融券;沪股通
33,002642.SZ,44,002642,华为鲲鹏;数字乡村;智慧政务;网络安全;数据安全;国资云;信创;华为昇腾;数据要素;云计算;AI智能体;智慧城市;多模态AI;区块链;AI应用;车联网(车路协同);数字经济;ChatGPT概念;数字孪生;腾讯概念;阿里巴巴概念;人工智能;物联网;DeepSeek概念;智能医疗;百度概念;虚拟现实;互联网金融;星闪概念;华为概念;东数西算(算力);独角兽概念;新型工业化;工业互联网;京津冀一体化;数据中心;5G;基因测序;乡村振兴;电力物联网;碳中和;华为数字能源;国企改革;深股通
17,688148.SH,9,688148,固态电池;动力电池回收;锂电池概念;宁德时代概念;比亚迪概念;芯片概念;特斯拉概念;人形机器人;融资融券
33,001396.SZ,9,001396,污水处理;新型城镇化;注册制次新股;地下管网;专精特新;智慧城市;人工智能;新股与次新股;融资融券
33,300402.SZ,15,300402,航空发动机;军工;专精特新;高端装备;海工装备;光伏概念;污水处理;中俄贸易概念;回购增持再贷款概念;光热发电;特钢概念;小金属概念;金属铜;国企改革;硅能源
151,920184.BJ,16,920184,2025年报预增;人工智能;AI智能体;鸿蒙概念;融资融券;卫星导航;时空大数据;数字乡村;数据要素;空间计算;互联网保险;互联网金融;数据确权;数字经济;乡村振兴;DeepSeek概念
33,300197.SZ,21,300197,土壤修复;PPP概念;新型城镇化;雄安新区;污水处理;旅游概念;垃圾分类;乡村振兴;水利;地下管网;碳中和;智慧城市;国企改革;粤港澳大湾区;一带一路;回购增持再贷款概念;充电桩;农业种植;央企国企改革;深股通;融资融券
33,300710.SZ,14,300710,物联网;芯片概念;拼多多概念;5G;创投;电子竞技;阿里巴巴概念;WiFi 6;水利;无人驾驶;手机游戏;毫米波雷达;光纤概念;股权转让(并购重组)
33,300669.SZ,2,300669,专精特新;深股通
17,600129.SH,27,600129,医药电商;仿制药一致性评价;禽流感;流感;肝炎概念;维生素;创新药;眼科医疗;医美概念;超级品牌;减肥药;农业种植;养老概念;土地流转;医疗器械概念;乡村振兴;西部大开发;国企改革;央企国企改革;人工智能;AI智能体;2025年报预增;阿里巴巴概念;百度概念;股权转让(并购重组);沪股通;融资融券
33,300053.SZ,24,300053,卫星导航;商业航天;存储芯片;汽车芯片;MCU芯片;时空大数据;芯片概念;先进封装;东数西算(算力);低空经济;数据中心;数据要素;飞行汽车(eVTOL);人脸识别;专精特新;安防;人工智能;智慧城市;粤港澳大湾区;横琴新区;国企改革;地下管网;深股通;融资融券
33,002408.SZ,7,002408,环氧丙烷;可降解塑料;氢能源;国企改革;深股通;融资融券;碳纤维
151,920665.BJ,8,920665,核污染防治;海峡两岸;光伏概念;融资融券;专精特新;高铁;商业航天;PCB概念
33,003016.SZ,10,003016,网红经济;跨境电商;流感;IP经济(谷子经济);智能物流;福建自贸区;海峡两岸;数字经济;数据要素;腾讯概念
17,605288.SH,9,605288,智能家居;智能医疗;新能源汽车;人民币贬值受益;创投;医疗器械概念;光伏概念;一带一路;沪股通
151,920706.BJ,9,920706,俄乌冲突概念;芯片概念;工业母机;海峡两岸;融资融券;中俄贸易概念;互联网金融;一带一路;专精特新
17,603599.SH,4,603599,草甘膦;染料;沪股通;融资融券
33,301022.SZ,13,301022,PEEK材料;小米汽车;无人驾驶;小米概念;华为汽车;人形机器人;机器人概念;比亚迪概念;新能源汽车;2025年报预增;人民币贬值受益;储能;融资融券
33,002697.SZ,10,002697,养老概念;参股银行;无人零售;乡村振兴;国企改革;西部大开发;机器人概念;腾讯概念;深股通;融资融券
33,301132.SZ,14,301132,PCB概念;5G;汽车电子;消费电子概念;汽车芯片;无人驾驶;新能源汽车;机器人概念;车联网(车路协同);充电桩;智能电网;宁德时代概念;深股通;融资融券
17,603678.SH,15,603678,商业航天;5G;芯片概念;军工;超级电容;小米概念;专精特新;核电;新能源汽车;2025年报预增;海峡两岸;人工智能;创投;沪股通;融资融券
17,600976.SH,6,600976,医药电商;创新药;流感;三胎概念;融资融券;沪股通
22,688053.SH,7,688053,卫星导航;商业航天;军工;芯片概念;存储芯片;西部大开发;ST板块
33,000738.SZ,12,000738,国产航母;航空发动机;大飞机;军民融合;商业航天;军工;无人机;高端装备;央企国企改革;国企改革;深股通;融资融券
17,688122.SH,12,688122,航空发动机;商业航天;可控核聚变;超导概念;军工;大飞机;量子科技;储能;西部大开发;国企改革;沪股通;融资融券
17,688567.SH,18,688567,钠离子电池;动力电池回收;固态电池;锂电池概念;两轮车;储能;人形机器人;高压快充;数据中心;飞行汽车(eVTOL);新能源汽车;机器人概念;低空经济;人民币贬值受益;无人机;国企改革;沪股通;融资融券
17,600463.SH,7,600463,物业管理;垃圾分类;雄安新区;创投;京津冀一体化;国企改革;军民融合
17,601106.SH,19,601106,军民融合;商业航天;国产航母;军工;高端装备;工业母机;中字头股票;核电;特斯拉概念;金属镍;一带一路;央企国企改革;小金属概念;风电;国企改革;黑龙江自贸区;同花顺中特估100;沪股通;融资融券
33,003002.SZ,8,003002,机器人概念;芯片概念;军工;一带一路;军民融合;雅下水电概念;民爆概念;深股通
33,301318.SZ,13,301318,在线教育;AI应用;腾讯概念;云办公;信创;人脸识别;人工智能;物联网;跨境电商;粤港澳大湾区;消费电子概念;一带一路;融资融券
17,688393.SH,5,688393,人工智能;腾讯概念;肝炎概念;华为概念;融资融券
33,300281.SZ,13,300281,可降解塑料;养老概念;粤港澳大湾区;中俄贸易概念;工业互联网;碳中和;PVDF概念;国企改革;高端装备;卫星导航;商业航天;风电;绿色电力
33,002142.SZ,4,002142,证金持股;深股通;融资融券;共同富裕示范区
17,603040.SH,7,603040,长安汽车概念;专精特新;比亚迪概念;汽车热管理;新能源汽车;污水处理;沪股通
17,603232.SH,32,603232,电子身份证;华为鲲鹏;数据安全;数字货币;信创;云办公;智慧政务;云计算;Web3.0;网络安全;鸿蒙概念;量子科技;区块链;AI智能体;阿里巴巴概念;移动支付;车联网(车路协同);百度概念;智慧城市;DeepSeek概念;人工智能;军工信息化;华为概念;低空经济;MCU芯片;汽车芯片;专精特新;无人机;军工;芯片概念;一带一路;新疆振兴
33,002321.SZ,8,002321,养鸡;土地流转;农村电商;预制菜;乡村振兴;食品安全;区块链;深股通
33,301366.SZ,28,301366,PCB概念;汽车电子;苹果概念;芯片概念;5G;英伟达概念;华为海思概念股;智能座舱;比亚迪概念;人形机器人;无人驾驶;专精特新;华为概念;数据中心;商业航天;无人机;东数西算(算力);机器人概念;低空经济;车联网(车路协同);飞行汽车(eVTOL);腾讯概念;阿里巴巴概念;百度概念;人工智能;脑机接口;深股通;融资融券
17,688225.SH,26,688225,数字水印;智谱AI;数据安全;网络安全;信创;智慧政务;阿里巴巴概念;AI智能体;鸿蒙概念;抖音概念(字节概念);数据要素;AI应用;东数西算(算力);车联网(车路协同);DeepSeek概念;跨境支付(CIPS);人工智能;智慧城市;卫星导航;工业互联网;5G;商业航天;6G概念;沪股通;股权转让(并购重组);融资融券
17,688387.SH,20,688387,卫星导航;6G概念;商业航天;东数西算(算力);5G;芯片概念;网络安全;机器视觉;低空经济;车联网(车路协同);专精特新;物联网;AI应用;人工智能;DeepSeek概念;工业互联网;央企国企改革;国企改革;沪股通;融资融券
17,600712.SH,7,600712,免税店;职业教育;乡村振兴;西部大开发;国企改革;农村电商;股权转让(并购重组)
33,002967.SZ,34,002967,商业航天;芯片概念;华为海思概念股;卫星导航;量子科技;无人驾驶;小米概念;华为概念;飞行汽车(eVTOL);低空经济;无人机;比亚迪概念;机器人概念;特斯拉概念;大飞机;新能源汽车;中芯国际概念;人工智能;网络安全;共封装光学(CPO);数据要素;数据安全;DeepSeek概念;海工装备;粤港澳大湾区;职业教育;食品安全;数据确权;燃料电池;回购增持再贷款概念;土壤修复;碳中和;国企改革;深股通
33,300008.SZ,17,300008,军民融合;海工装备;太赫兹;军工;高端装备;垃圾分类;风电;一带一路;2025年报预增;专精特新;人工智能;数字孪生;机器人概念;航运概念;天然气;深股通;融资融券
17,601069.SH,9,601069,黄金概念;金属铜;小金属概念;2026一季报预增;西部大开发;2025年报预增;国企改革;沪股通;融资融券
17,603612.SH,16,603612,石墨电极;宁德时代概念;固态电池;锂电池概念;2025年报预增;飞行汽车(eVTOL);燃料电池;储能;新能源汽车;氢能源;一带一路;无人机;无人驾驶;DeepSeek概念;沪股通;融资融券
33,301029.SZ,21,301029,工业母机;PCB概念;新型工业化;共封装光学(CPO);人形机器人;传感器;3D打印;机器视觉;芯片概念;PEEK材料;减速器;华为概念;机器人概念;高端装备;光伏概念;智能电网;粤港澳大湾区;锂电池概念;跨境电商;深股通;融资融券
33,300149.SZ,11,300149,细胞免疫治疗;CRO概念;重组蛋白;创新药;智能医疗;AI应用;人民币贬值受益;DeepSeek概念;深股通;股权转让(并购重组);融资融券
33,000030.SZ,23,000030,参股保险;国企改革;飞行汽车(eVTOL);汽车热管理;低空经济;证金持股;动力电池回收;长安汽车概念;华为汽车;换电概念;新能源汽车;小米汽车;无人驾驶;比亚迪概念;车联网(车路协同);宁德时代概念;锂电池概念;储能;小米概念;智能座舱;汽车电子;深股通;融资融券
33,002269.SZ,6,002269,三胎概念;上海自贸区;IP经济(谷子经济);参股银行;深股通;融资融券
33,002073.SZ,17,002073,参股银行;一带一路;智能物流;生物质能发电;绿色电力;工业互联网;数字经济;物联网;证金持股;锂电池概念;知识产权保护;传感器;宁德时代概念;固态电池;机器视觉;深股通;融资融券
33,300613.SZ,20,300613,汽车芯片;智能音箱;AI眼镜;智能穿戴;芯片概念;消费电子概念;汽车电子;机器视觉;人脸识别;安防;人形机器人;比亚迪概念;智能家居;专精特新;鸿蒙概念;机器人概念;东数西算(算力);人工智能;深股通;融资融券
33,002773.SZ,8,002773,创新药;阿尔茨海默概念;眼科医疗;合成生物;医疗器械概念;西部大开发;深股通;融资融券
17,600833.SH,4,600833,医药电商;宠物经济;上海国企改革;国企改革
17,603986.SH,16,603986,存储芯片;汽车芯片;MCU芯片;芯片概念;汽车电子;无线耳机;小米概念;传感器;物联网;人形机器人;锂电池概念;光伏概念;人民币贬值受益;回购增持再贷款概念;融资融券;沪股通
17,600792.SH,4,600792,煤炭概念;煤化工概念;国企改革;西部大开发
17,600354.SH,10,600354,转基因;玉米;粮食概念;农业种植;生态农业;供销社;乡村振兴;西部大开发;国企改革;融资融券
33,002923.SZ,10,002923,青蒿素;仿制药一致性评价;创新药;肝炎概念;流感;合成生物;猴痘概念;医药电商;幽门螺杆菌概念;医疗器械概念
33,300193.SZ,3,300193,人民币贬值受益;机器人概念;高股息精选
33,002824.SZ,15,002824,华为手机;柔性屏(折叠屏);消费电子概念;汽车热管理;小米概念;比亚迪概念;新能源汽车;2025年报预增;华为概念;宁德时代概念;智能家居;储能;三胎概念;深股通;融资融券
33,300248.SZ,39,300248,AI应用;智慧政务;虚拟数字人;鸿蒙概念;华为鲲鹏;数字货币;AI语料;AI智能体;数据要素;蚂蚁集团概念;华为盘古;元宇宙;区块链;阿里巴巴概念;在线教育;移动支付;云计算;网络安全;数字乡村;人脸识别;数字经济;职业教育;DeepSeek概念;智慧城市;人工智能;空间计算;虚拟现实;物联网;算力租赁;华为概念;食品安全;机器人概念;人形机器人;创投;养老概念;智能电网;水利;乡村振兴;深股通
151,920263.BJ,21,920263,金属回收;小金属概念;数字孪生;工业互联网;京津冀一体化;天然气;农业种植;稀土永磁;机器人概念;水泥概念;专精特新;碳交易;碳中和;人工智能;AIGC概念;人形机器人;页岩气;新疆振兴;融资融券;土壤修复;污水处理
17,603109.SH,14,603109,专精特新;无人机;新能源汽车;机器人概念;数据中心;储能;人民币贬值受益;农机;水利;中俄贸易概念;一带一路;西部大开发;乡村振兴;沪股通
33,000902.SZ,11,000902,化肥;磷化工;大豆;生态农业;农村电商;氟化工概念;乡村振兴;锂电池概念;数字乡村;深股通;融资融券
33,300173.SZ,21,300173,ST板块;粤港澳大湾区;国企改革;数字经济;数据要素;锂电池概念;新型工业化;网络安全;新能源汽车;宁德时代概念;机器视觉;石墨烯;高端装备;华为概念;储能;固态电池;钠离子电池;无线耳机;消费电子概念;数据中心;算力租赁
33,300752.SZ,14,300752,MicroLED概念;MiniLED;MR(混合现实);AI眼镜;智能穿戴;汽车电子;消费电子概念;量子科技;小米概念;虚拟现实;小米汽车;华为概念;比亚迪概念;粤港澳大湾区
33,300271.SZ,27,300271,智慧政务;华为鲲鹏;信创;财税数字化;数据安全;DRG/DIP;ChatGPT概念;AI应用;数据要素;AI智能体;数据确权;在线教育;智谱AI;蚂蚁集团概念;区块链;百度概念;阿里巴巴概念;抖音概念(字节概念);腾讯概念;语音技术;互联网金融;职业教育;DeepSeek概念;人工智能;华为概念;深股通;融资融券
17,600073.SH,6,600073,猪肉;预制菜;上海国企改革;国企改革;沪股通;融资融券
33,000055.SZ,15,000055,装配式建筑;房屋检测;乡村振兴;物业管理;建筑节能;光伏建筑一体化;一带一路;绿色电力;粤港澳大湾区;数字经济;DeepSeek概念;高铁;AI应用;光伏概念;融资融券
33,300830.SZ,34,300830,智谱AI;华为鲲鹏;多模态AI;智慧政务;信创;ChatGPT概念;AI智能体;AI应用;鸿蒙概念;数据要素;百度概念;区块链;人脸识别;互联网金融;DeepSeek概念;数字经济;车联网(车路协同);电力物联网;人工智能;职业教育;军工信息化;华为概念;工业互联网;新型工业化;军工;智能电网;虚拟电厂;换电概念;充电桩;核电;特高压;碳交易;风电;超超临界发电
17,600894.SH,13,600894,高股息精选;证金持股;国企改革;智慧城市;人工智能;物联网;新型工业化;机器人概念;粤港澳大湾区;新能源汽车;融资融券;汽车电子;沪股通
17,605376.SH,11,605376,金属镍;3D打印;小金属概念;硅能源;专精特新;锂电池概念;光伏概念;2025年报预增;人民币贬值受益;融资融券;沪股通
17,688692.SH,7,688692,AI语料;信创;数据要素;华为概念;智能电网;沪股通;融资融券
33,002178.SZ,17,002178,家庭医生;智慧城市;智慧政务;数据要素;安防;鸿蒙概念;AI智能体;AI应用;物联网;智能医疗;人工智能;DeepSeek概念;养老概念;华为概念;数据中心;医疗器械概念;碳中和
33,300387.SZ,14,300387,化肥;磷化工;生态农业;土地流转;农业种植;土壤修复;合成生物;乡村振兴;农机;中俄贸易概念;数字乡村;人工智能;机器人概念;无人机
33,301333.SZ,7,301333,CRO概念;创新药;智能医疗;AIGC概念;人工智能;深股通;融资融券
33,301025.SZ,6,301025,知识产权保护;文化传媒概念;IP经济(谷子经济);抖音概念(字节概念);华为概念;融资融券
17,600809.SH,5,600809,白酒概念;同花顺漂亮100;沪股通;融资融券;国企改革
17,688060.SH,12,688060,网络安全;信创;物联网;车联网(车路协同);新型工业化;工业互联网;专精特新;芯片概念;智能电网;充电桩;虚拟电厂;融资融券
17,601798.SH,15,601798,海工装备;一带一路;西部大开发;氢能源;碳中和;国企改革;央企国企改革;专精特新;机器人概念;储能;光热发电;天然气;页岩气;俄乌冲突概念;股权转让(并购重组)
33,300603.SZ,35,300603,算力租赁;云计算;东数西算(算力);网络安全;信创;智慧政务;数据确权;阿里巴巴概念;腾讯概念;百度概念;抖音概念(字节概念);数据中心;区块链;AI应用;时空大数据;智慧城市;数字乡村;车联网(车路协同);DeepSeek概念;ETC;华为概念;安防;数字经济;物联网;5G;液冷服务器;互联网金融;独角兽概念;文化传媒概念;水利;一带一路;网红经济;西部大开发;新疆振兴;深股通
33,300221.SZ,15,300221,3D打印;机器人概念;无人机;消费电子概念;PCB概念;新能源汽车;碳纤维;5G;2025年报预增;新型烟草(电子烟);OLED;创投;网约车;可降解塑料;NMN概念
22,600543.SH,7,600543,可降解塑料;乡村振兴;农业种植;旅游概念;西部大开发;国企改革;ST板块
17,603848.SH,4,603848,智能家居;家用电器;阿里巴巴概念;沪股通
33,301339.SZ,27,301339,移动支付;数据要素;数字经济;智慧政务;智慧城市;AI应用;人工智能;DeepSeek概念;信创;车联网(车路协同);ETC;数字孪生;腾讯概念;国资云;阿里巴巴概念;长安汽车概念;旅游概念;华为概念;无人驾驶;专精特新;比亚迪概念;特斯拉概念;充电桩;国企改革;5G;深股通;融资融券
17,601360.SH,37,601360,智谱AI;Sora概念(文生视频);AI语料;多模态AI;ChatGPT概念;云办公;AIGC概念;数据安全;虚拟数字人;云计算;网络安全;信创;AI应用;AI智能体;国产操作系统;鸿蒙概念;区块链;文化传媒概念;物联网;人工智能;车联网(车路协同);DeepSeek概念;数字经济;智慧城市;安防;EDR概念;网络游戏;智能穿戴;机器人概念;消费电子概念;比亚迪概念;新能源汽车;跨境电商;参股银行;沪股通;同花顺漂亮100;融资融券
17,600096.SH,13,600096,磷化工;化肥;氟化工概念;煤化工概念;煤炭概念;锂电池概念;碳中和;乡村振兴;西部大开发;国企改革;高股息精选;融资融券;沪股通
33,301283.SZ,6,301283,人民币贬值受益;2025年报预增;专精特新;三胎概念;粤港澳大湾区;融资融券
33,002337.SZ,11,002337,工业互联网;机器人概念;专精特新;智能物流;高端装备;数字孪生;京津冀一体化;医疗器械概念;大飞机;互联网金融;天津自贸区
