股票代码,market_code,code,所属概念,所属概念数量
300460.SZ,33,300460,安防;元宇宙;抖音概念(字节概念);华为海思概念股;星闪概念;AI眼镜;华为概念;汽车电子;小米概念;无人机;DeepSeek概念;卫星导航;机器人概念;苹果概念;数据中心;ST板块;比亚迪概念;芯片概念;商业航天;专精特新;共封装光学(CPO);海工装备,22
601600.SH,17,601600,中字头股票;小金属概念;俄乌冲突概念;稀土永磁;同花顺中特估100;央企国企改革;锂电池概念;证金持股;国企改革;沪股通;融资融券;风电;乡村振兴,13
300707.SZ,33,300707,新型工业化;特斯拉概念;新能源汽车;储能;锂电池概念;2025年报预增,6
600718.SH,17,600718,DRG/DIP;财税数字化;AIGC概念;AI智能体;数据要素;智慧政务;区块链;云计算;百度概念;华为昇腾;数据安全;信创;DeepSeek概念;抖音概念(字节概念);互联网金融;网络安全;数字货币;数字经济;智能医疗;人工智能;智慧城市;独角兽概念;车联网(车路协同);东数西算(算力);华为概念;养老概念;中国AI 50;食品安全;AI应用;工业互联网;无人驾驶;智能座舱;机器人概念;医疗器械概念;5G;参股保险;长安汽车概念;比亚迪概念;汽车电子;虚拟电厂;新能源汽车;融资融券;沪股通,43
600668.SH,17,600668,仿制药一致性评价;医药电商;眼科医疗;创新药;国企改革;水泥概念;猴痘概念;核电;2025年报预增;融资融券,10
002613.SZ,33,002613,建筑节能;装配式建筑;光伏概念;一带一路;钙钛矿电池;高铁;高端装备;苹果概念,8
688173.SH,17,688173,汽车芯片;AI手机;芯片概念;AI眼镜;消费电子概念;小米概念;智能座舱;智能穿戴;汽车电子;传感器;无线充电;华为概念;专精特新;机器人概念;东数西算(算力);智能家居;粤港澳大湾区;人民币贬值受益;锂电池概念;股权转让(并购重组);沪股通;融资融券,22
002607.SZ,33,002607,AI应用;AIGC概念;在线教育;虚拟数字人;职业教育;阿里巴巴概念;百度概念;DeepSeek概念;人工智能;旅游概念;乡村振兴;超级品牌;融资融券;深股通,14
301193.SZ,33,301193,3D打印;可降解塑料;一带一路;人民币贬值受益;跨境电商;融资融券,6
001228.SZ,33,001228,跨境电商;共同富裕示范区;智能物流;换电概念;统一大市场;工业互联网;新能源汽车;一带一路;回购增持再贷款概念;航运概念,10
603767.SH,17,603767,减速器;长安汽车概念;农机;新能源汽车;共同富裕示范区;乡村振兴;沪股通,7
920971.BJ,151,920971,存储芯片;先进封装;商业航天;锂电池概念;融资融券;芯片概念;光伏概念;专精特新,8
301048.SZ,33,301048,一带一路;高铁;国企改革;高端装备;央企国企改革;深股通;融资融券,7
600789.SH,17,600789,流感;肝炎概念;仿制药一致性评价;创新药;毛发医疗;阿尔茨海默概念;合成生物;宠物经济;消毒剂;国企改革;DeepSeek概念;工业互联网;融资融券;沪股通,14
603192.SH,17,603192,汽车热管理;新能源汽车;专精特新,3
000685.SZ,33,000685,绿色电力;固废处理;垃圾分类;航运概念;医疗废物处理;天然气;污水处理;虚拟电厂;充电桩;国企改革;参股券商;储能;证金持股;创投;低空经济;粤港澳大湾区;2025年报预增;数字经济;智慧城市;深股通;融资融券;人工智能,22
301567.SZ,33,301567,机器人概念;小米概念;专精特新;汽车电子;智能穿戴;安防;消费电子概念;无人机;虚拟现实;AI眼镜;融资融券,11
000069.SZ,33,000069,特色小镇;物业管理;参股券商;冰雪产业;旅游概念;国企改革;新型城镇化;体育产业;IP经济(谷子经济);央企国企改革;NFT概念;深股通;融资融券;粤港澳大湾区;DeepSeek概念,15
300598.SZ,33,300598,华为欧拉;信创;国产操作系统;鸿蒙概念;百度概念;AI智能体;智慧城市;DeepSeek概念;人工智能;星闪概念;物联网;虚拟现实;华为概念;独角兽概念;AI手机;机器视觉;无人驾驶;工业互联网;英伟达概念;智能穿戴;智能座舱;华为海思概念股;机器人概念;智能家居;小米概念;长安汽车概念;水利;比亚迪概念;汽车电子;华为汽车;AI应用;深股通;融资融券,33
688660.SH,17,688660,上海国企改革;海工装备;风电;国企改革;融资融券;沪股通,6
301565.SZ,33,301565,固态电池;宁德时代概念;锂电池概念;福建自贸区;海峡两岸;消费电子概念;专精特新;可降解塑料;食品安全;无人机;低空经济;合成生物;深股通;融资融券,14
600192.SH,17,600192,智能电网;核电;风电;充电桩;燃料电池;商业航天;光伏概念;军工;西部大开发;国企改革;融资融券,11
688252.SH,17,688252,芯片概念;智能音箱;消费电子概念;智能穿戴;电子纸;人民币贬值受益;海峡两岸;抖音概念(字节概念);高压快充;沪股通;融资融券,11
600072.SH,17,600072,中船系;国产航母;PPP概念;风电;海工装备;氢能源;绿色电力;高端装备;国企改革;央企国企改革;储能;同花顺中特估100;工业互联网;沪股通;中字头股票;融资融券,16
002906.SZ,33,002906,小米汽车;华为汽车;智能座舱;无人驾驶;长安汽车概念;一体化压铸;飞行汽车(eVTOL);特斯拉概念;星闪概念;比亚迪概念;汽车热管理;新能源汽车;小米概念;机器人概念;汽车电子;毫米波雷达;无线充电;车联网(车路协同);宁德时代概念;低空经济;创投;粤港澳大湾区;一带一路;横琴新区;华为概念;卫星导航;DeepSeek概念;百度概念;共封装光学(CPO);深股通;融资融券,31
600308.SH,17,600308,环氧丙烷;生物质能发电;一带一路;绿色电力;智能物流;光伏概念;工业互联网;数字孪生;新型工业化;数字经济;DeepSeek概念;数据要素;元宇宙;AI语料;AI应用;沪股通;融资融券,17
920249.BJ,151,920249,抖音概念(字节概念);汽车芯片;无人驾驶;电力物联网;智能物流;鸿蒙概念;阿里巴巴概念;车联网(车路协同);融资融券;芯片概念;百度概念;物联网;消费电子概念;汽车电子;汽车热管理;机器人概念;智能穿戴;智能座舱;智能家居;智慧灯杆;星闪概念;数字经济;工业互联网;安防;存储芯片;华为海思概念股;华为概念;医疗器械概念;光伏概念;先进封装;充电桩;传感器;人脸识别;人形机器人;人工智能;两轮车;一带一路;WiFi 6;DeepSeek概念;AI智能体;5G,41
603536.SH,17,603536,预制菜;网红经济;乡村振兴;一带一路,4
688209.SH,17,688209,汽车芯片;无线耳机;芯片概念;小米概念;消费电子概念;脑机接口;专精特新;沪股通;融资融券,9
601089.SH,17,601089,创新药;辅助生殖;仿制药一致性评价;医疗器械概念;沪股通,5
002900.SZ,33,002900,流感;仿制药一致性评价;创新药;维生素;医疗器械概念;宠物经济;医美概念;黑龙江自贸区;消毒剂,9
300795.SZ,33,300795,跨境电商;体育产业;AIGC概念;数据要素;AI智能体;人工智能;DeepSeek概念;创投;AI应用;AI眼镜;一带一路,11
002997.SZ,33,002997,华为汽车;一体化压铸;小米汽车;新能源汽车;比亚迪概念;新型工业化;机器人概念;专精特新;人工智能;深股通;融资融券,11
002363.SZ,33,002363,商业航天;军工;特斯拉概念;长安汽车概念;华为汽车;比亚迪概念;新能源汽车;华为概念;数字经济;百度概念,10
301015.SZ,33,301015,医药电商;创新药;阿尔茨海默概念;医疗器械概念;跨境电商;机器人概念;深股通;融资融券,8
603766.SH,17,603766,农机;两轮车;新能源汽车;2025三季报预增;人民币贬值受益;高压快充;储能;充电桩;乡村振兴;航空发动机;西部大开发;军工;沪股通;融资融券;DeepSeek概念;股权转让(并购重组),16
600195.SH,17,600195,动物疫苗;禽流感;维生素;流感;宠物经济;乡村振兴;参股保险;国企改革;央企国企改革;2025年报预增;赛马概念;沪股通;中字头股票;融资融券,14
002596.SZ,33,002596,海南自贸区;自由贸易港;特色小镇;旅游概念;装配式建筑;垃圾分类;水泥概念;新型城镇化;PPP概念;固废处理;雄安新区;水利;一带一路;融资融券,14
600356.SH,17,600356,烟草;黑龙江自贸区;国企改革;2025年报预增,4
600262.SH,17,600262,2025三季报预增;无人驾驶;央企国企改革;人民币贬值受益;氢能源;华为概念;西部大开发;国企改革;车联网(车路协同),9
002955.SZ,33,002955,华为概念;体育产业;创投;人工智能;人民币贬值受益;鸿蒙概念;在线教育;DeepSeek概念;腾讯概念;托育服务;云办公;多模态AI;AI应用;股权转让(并购重组);深股通,15
002291.SZ,33,002291,小红书概念;快手概念;短剧游戏;Web3.0;虚拟数字人;网红经济;NFT概念;文化传媒概念;抖音概念(字节概念);数据要素;数字经济;人工智能;广东自贸区;跨境电商;虚拟现实;AI应用;粤港澳大湾区;乡村振兴;深股通;融资融券,20
300666.SZ,33,300666,中芯国际概念;光刻机;存储芯片;OLED;第三代半导体;芯片概念;光伏概念;海峡两岸;碳纤维;共同富裕示范区;深股通;中韩自贸区;融资融券,13
600530.SH,17,600530,幽门螺杆菌概念;养老概念;宠物经济;沪股通,4
605298.SH,17,605298,高铁;专精特新;沪股通,3
002962.SZ,33,002962,汽车电子;消费电子概念;小米概念;安防;虚拟现实;专精特新;MR(混合现实);人民币贬值受益;华为概念,9
600630.SH,17,600630,三胎概念;跨境电商;物业管理;网红经济;参股银行;上海国企改革;国企改革;一带一路;上海自贸区;融资融券,10
300121.SZ,33,300121,有机硅概念;硅能源;先进封装;第三代半导体;芯片概念;回购增持再贷款概念;数字经济;深股通,8
000530.SZ,33,000530,核电;军工;海工装备;无人零售;汽车热管理;数据中心;独角兽概念;比亚迪概念;数字经济;液冷服务器;储能;空气能热泵;冰雪产业;体育产业;氢能源;碳中和;中俄贸易概念;冷链物流;统一大市场;融资融券,20
002928.SZ,33,002928,西部大开发;2025年报预增;融资融券;深股通,4
301156.SZ,33,301156,维生素;合成生物;宠物经济;中俄贸易概念;一带一路;俄乌冲突概念;融资融券,7
301255.SZ,33,301255,减速器;机器人概念;比亚迪概念;专精特新;宁德时代概念;海工装备;融资融券,7
301370.SZ,33,301370,医疗器械概念;智能物流;DRG/DIP;数据要素;国企改革;财税数字化;深股通;融资融券,8
301602.SZ,33,301602,智能医疗;医疗器械概念;宠物经济;人工智能;水利;人民币贬值受益;机器人概念;专精特新;核电;深股通;融资融券,11
002870.SZ,33,002870,长安汽车概念;华为汽车;人形机器人;特斯拉概念;新能源汽车;机器人概念;飞行汽车(eVTOL);汽车电子;比亚迪概念;充电桩;智能座舱;高压快充;低空经济;跨境电商;芯片概念;数字经济;人民币贬值受益;人工智能;三胎概念;信创;回购增持再贷款概念,21
603828.SH,22,603828,ST板块;PPP概念;新型城镇化;装配式建筑;建筑节能;光伏建筑一体化,6
688683.SH,17,688683,芯片概念;新能源汽车;汽车电子;粤港澳大湾区;回购增持再贷款概念;固态电池;融资融券,7
002141.SZ,33,002141,动物疫苗;PCB概念;横琴新区;粤港澳大湾区;独角兽概念;创投;广东自贸区;锂电池概念;盐湖提锂;摘帽,10
002489.SZ,33,002489,参股银行;露营经济;旅游概念;跨境电商;体育产业;共同富裕示范区;C2M概念;长三角一体化;创投;一带一路;人民币贬值受益;独角兽概念;机器人概念;深股通;融资融券,15
002230.SZ,33,002230,AI语料;多模态AI;ChatGPT概念;AIGC概念;虚拟数字人;AI智能体;云计算;数据要素;互联网保险;智慧政务;华为昇腾;阿里巴巴概念;在线教育;元宇宙;中国AI 50;语音技术;智能医疗;DeepSeek概念;人工智能;家庭医生;人脸识别;AI应用;独角兽概念;东数西算(算力);智慧城市;智能音箱;数字孪生;脑机接口;车联网(车路协同);华为概念;量子科技;AI手机;工业互联网;机器视觉;智能穿戴;无线耳机;智能座舱;智能家居;机器人概念;消费电子概念;人形机器人;眼科医疗;雄安新区;同花顺漂亮100;深股通;融资融券,46
300902.SZ,33,300902,海峡两岸;物联网;安防;无人机;飞行汽车(eVTOL);福建自贸区;机器人概念;低空经济;军工;长安汽车概念;军民融合;比亚迪概念;专精特新;新能源汽车;储能;数据要素;一带一路;宁德时代概念;特高压;融资融券,20
688028.SH,17,688028,培育钻石;工业母机;核电;OLED;芯片概念;新能源汽车;人形机器人;沪股通;融资融券,9
600460.SH,17,600460,国家大基金持股;汽车芯片;MCU芯片;先进封装;第三代半导体;芯片概念;OLED;消费电子概念;汽车电子;小米概念;传感器;智能穿戴;MiniLED;比亚迪概念;新能源汽车;华为概念;2025年报预增;光伏概念;家用电器;长三角一体化;共同富裕示范区;风电;沪股通;融资融券,24
300365.SZ,33,300365,电力物联网;智慧城市;虚拟电厂;换电概念;智能电网;物联网;时空大数据;职业教育;空间计算;智慧政务;水利;数据要素;数字经济;信创;人工智能;工业互联网;华为概念;数据中心;华为数字能源;东数西算(算力);DeepSeek概念;低空经济;鸿蒙概念;在线教育;MLOps概念;碳交易;AI智能体;无人机;京津冀一体化;养老概念;机器视觉;光伏建筑一体化;柔性直流输电;储能;碳中和;特高压;AIGC概念;风电;燃料电池;一带一路;氢能源;AI应用,42
603348.SH,17,603348,一体化压铸;两轮车;机器人概念;华为汽车;特斯拉概念;新能源汽车;比亚迪概念;飞行汽车(eVTOL);融资融券;沪股通,10
603069.SH,17,603069,海南自贸区;自由贸易港;网约车;旅游概念;跨境电商;无人驾驶;国企改革;新能源汽车;回购增持再贷款概念;充电桩;股权转让(并购重组);沪股通;融资融券,13
000607.SZ,33,000607,短剧游戏;快手概念;文化传媒概念;NFT概念;虚拟数字人;知识产权保护;在线教育;数据确权;蚂蚁集团概念;百度概念;职业教育;阿里巴巴概念;数字经济;托育服务;AI应用;三胎概念;创投;低空经济;共同富裕示范区;国企改革;长三角一体化;融资融券,22
600939.SH,17,600939,装配式建筑;房屋检测;新型城镇化;地下管网;国企改革;水利;西部大开发;雅下水电概念;工业互联网;沪股通,10
003032.SZ,33,003032,ST板块;机器人概念;人形机器人;华为概念;职业教育;在线教育;鸿蒙概念;阿里巴巴概念;ChatGPT概念;短剧游戏;智谱AI,11
300408.SZ,33,300408,光纤概念;共封装光学(CPO);5G;消费电子概念;燃料电池;小米概念;数据中心;华为概念;深股通;证金持股;融资融券,11
002633.SZ,33,002633,高端装备;风电;核电;国企改革;军民融合;海工装备;股权转让(并购重组),7
300516.SZ,33,300516,军工信息化;卫星导航;商业航天;军民融合;中船系;军工;量子科技;低空经济;无人机;无人驾驶;数字经济;海工装备;传感器;光纤概念;芯片概念;专精特新;央企国企改革;国企改革;深股通,19
002920.SZ,33,002920,智能座舱;无人驾驶;同花顺新质50;小米汽车;华为汽车;长安汽车概念;传感器;毫米波雷达;车联网(车路协同);比亚迪概念;汽车电子;英伟达概念;机器人概念;华为概念;百度概念;粤港澳大湾区;回购增持再贷款概念;海峡两岸;数字经济;中国AI 50;深股通;融资融券,22
600596.SH,17,600596,草甘膦;有机硅概念;硅能源;锂电池概念;大豆;光伏概念;农业种植;乡村振兴;玉米;共同富裕示范区;人形机器人;转基因;液冷服务器;华为概念;沪股通;融资融券,16
688623.SH,17,688623,传感器;比亚迪概念;机器视觉;专精特新;锂电池概念;融资融券,6
002991.SZ,33,002991,深股通,1
603327.SH,17,603327,AI手机;AI眼镜;MR(混合现实);5G;小米概念;消费电子概念;柔性屏(折叠屏);比亚迪概念;华为概念;苹果概念;特斯拉概念;新能源汽车;储能;宁德时代概念;锂电池概念;西部大开发;国企改革;金属回收;沪股通,19
301633.SZ,33,301633,新型工业化;机器人概念;高端装备;专精特新;信创;深股通;融资融券,7
002317.SZ,33,002317,禽流感;猴痘概念;肝炎概念;流感;幽门螺杆菌概念;创新药;减肥药;仿制药一致性评价;辅助生殖;眼科医疗;医药电商;维生素;医疗器械概念;智能医疗;NMN概念;养老概念;数字经济;粤港澳大湾区;深股通;融资融券,20
688141.SH,17,688141,汽车芯片;芯片概念;消费电子概念;汽车电子;小米概念;智能座舱;专精特新;新能源汽车;无人驾驶;华为概念;储能;沪股通;融资融券,13
601002.SH,17,601002,长三角一体化;海峡两岸;高铁;新能源汽车;核电;2025年报预增;融资融券,7
300338.SZ,33,300338,ST板块;职业教育;虚拟电厂;钠离子电池;储能;在线教育;百度概念;元宇宙;虚拟数字人;ChatGPT概念,10
301016.SZ,33,301016,无人驾驶;高铁;高端装备;一带一路;融资融券,5
603115.SH,17,603115,汽车电子;储能;专精特新,3
603948.SH,17,603948,中俄贸易概念;共同富裕示范区;光伏概念;芯片概念,4
600191.SH,17,600191,代糖概念;2025年报预增;粮食概念;西部大开发;参股银行;参股券商;股权转让(并购重组),7
000932.SZ,33,000932,特钢概念;同花顺中特估100;绿色电力;国企改革;回购增持再贷款概念;核电;海工装备;高铁;军工;新能源汽车;深股通;融资融券;华为概念,13
000566.SZ,33,000566,海南自贸区;肝炎概念;仿制药一致性评价;猴痘概念;流感;民营医院;创新药;参股银行;创投;医疗器械概念;国企改革;央企国企改革;脑机接口;深股通;融资融券,15
002196.SZ,33,002196,人形机器人;特斯拉概念;新能源汽车;汽车电子;机器人概念;无人机;家用电器;航空发动机;低空经济;共同富裕示范区;一带一路;国企改革,12
000917.SZ,33,000917,网络游戏;文化传媒概念;IP经济(谷子经济);华为概念;物联网;创投;智能家居;露营经济;旅游概念;国企改革;深股通;融资融券,12
000516.SZ,33,000516,高压氧舱;脑机接口;智能医疗;细胞免疫治疗;民营医院;辅助生殖;养老概念;医美概念;阿里巴巴概念;毛发医疗;DeepSeek概念;人工智能;三胎概念;旅游概念;华为概念;西部大开发;机器人概念;深股通;融资融券,19
002915.SZ,33,002915,PEEK材料;钠离子电池;固态电池;氟化工概念;专精特新;光伏概念;深股通;融资融券,8
301281.SZ,33,301281,维生素;仿制药一致性评价;数字经济;股权转让(并购重组);融资融券,5
002956.SZ,33,002956,跨境电商;西部大开发,2
603278.SH,17,603278,商业航天;人形机器人;高端装备;海峡两岸;一带一路;风电;绿色电力;生物质能发电,8
688378.SH,17,688378,钙钛矿电池;OLED;柔性屏(折叠屏);AI眼镜;光刻胶;沪股通;融资融券,7
300086.SZ,33,300086,海南自贸区;幽门螺杆菌概念;消毒剂;流感;肝炎概念;仿制药一致性评价;医药电商;三胎概念;创新药,9
601678.SH,17,601678,环氧丙烷;煤化工概念;消毒剂;氟化工概念;回购增持再贷款概念;氢能源;参股保险;锂电池概念;参股银行;燃料电池;沪股通;融资融券,12
688332.SH,17,688332,智能音箱;星闪概念;2025年报预增;无线耳机;小米概念;芯片概念;智能穿戴;AI眼镜;物联网;专精特新;语音技术;消费电子概念;人工智能;百度概念;抖音概念(字节概念);独角兽概念;沪股通;融资融券,18
603087.SH,17,603087,减肥药;创新药;2025年报预增;医疗器械概念;智能医疗;虚拟数字人;沪股通;融资融券,8
605128.SH,17,605128,华为汽车;人形机器人;新能源汽车;机器人概念;高铁;华为概念;沪股通,7
000573.SZ,33,000573,金属回收;广东自贸区;物业管理;动力电池回收;锂电池概念;粤港澳大湾区;创投;金属铅;互联网金融,9
600301.SH,17,600301,金属锌;金属铅;金属铜;小金属概念;西部大开发;国企改革;DeepSeek概念;沪股通,8
688568.SH,17,688568,卫星导航;商业航天;时空大数据;多模态AI;AIGC概念;空间计算;AI智能体;数据要素;云计算;同花顺新质50;军工;数字孪生;人工智能;DeepSeek概念;低空经济;无人机;数字经济;AI应用;智慧城市;东数西算(算力);华为概念;海工装备;水利;数据中心;碳交易;碳中和;国企改革;中字头股票;沪股通;融资融券,30
003004.SZ,33,003004,ST板块;智能医疗;人工智能;京津冀一体化;安防;雄安新区;高铁;语音技术;人脸识别;数据要素;军工信息化;智慧城市;军工;车联网(车路协同);多模态AI;无人机;网络安全;数字经济;信创;低空经济,20
688329.SH,17,688329,医疗器械概念;智能医疗;人工智能;DeepSeek概念;专精特新;低空经济;融资融券,7
001331.SZ,33,001331,天然气;股权转让(并购重组),2
605388.SH,17,605388,乳业;白酒概念;三胎概念;跨境电商;幽门螺杆菌概念,5
000612.SZ,33,000612,稀土永磁;股权转让(并购重组);煤炭概念;2025年报预增;深股通;融资融券,6
001319.SZ,33,001319,汽车热管理;人形机器人;华为汽车;特斯拉概念;新能源汽车;比亚迪概念;机器人概念;一体化压铸;飞行汽车(eVTOL);粤港澳大湾区;低空经济;储能;中俄贸易概念;一带一路,14
300867.SZ,33,300867,海峡两岸;垃圾分类;PPP概念;污水处理;医疗废物处理;生物质能发电;医美概念;固废处理;燃料电池;绿色电力;DeepSeek概念;氢能源;短剧游戏;AI应用;深股通;融资融券,16
920367.BJ,151,920367,仿制药一致性评价;人工智能;机器人概念;AI应用;医药电商;融资融券;维生素;流感;华为鲲鹏;智能医疗;创新药,11
000059.SZ,33,000059,煤化工概念;石墨电极;化肥;央企国企改革;国企改革;深股通;融资融券,7
600965.SH,17,600965,乳业;粮食概念;农业种植;生态农业;玉米;预制菜;乡村振兴;冷链物流;京津冀一体化;土壤修复;融资融券,11
600702.SH,17,600702,白酒概念;旅游概念;C2M概念;西部大开发;融资融券;回购增持再贷款概念;沪股通,7
000970.SZ,33,000970,稀土永磁;小金属概念;特斯拉概念;苹果概念;新能源汽车;机器人概念;2025年报预增;人民币贬值受益;国企改革;深股通;融资融券;中字头股票,12
603650.SH,17,603650,光刻胶;中芯国际概念;存储芯片;OLED;芯片概念;上海自贸区;石墨烯;可降解塑料;融资融券;沪股通,10
300801.SZ,33,300801,脑机接口;PCB概念;氟化工概念;芯片概念;PEEK材料;固态电池;钠离子电池;锂电池概念;丙烯酸;工业互联网;人民币贬值受益;磷化工;储能;消毒剂;净水概念;合成生物;化肥;深股通,18
688591.SH,17,688591,MCU芯片;汽车芯片;国家大基金持股;星闪概念;无线耳机;英伟达概念;WiFi 6;智能穿戴;芯片概念;小米概念;消费电子概念;5G;鸿蒙概念;物联网;苹果概念;专精特新;智能家居;上海自贸区;2025三季报预增;沪股通;融资融券,21
000713.SZ,33,000713,转基因;玉米;粮食概念;农业种植;农村电商;化肥;俄乌冲突概念;乡村振兴;磷化工;国企改革;央企国企改革;股权转让(并购重组);融资融券,13
002403.SZ,33,002403,减速器;跨境电商;家用电器;C2M概念;智能物流;共同富裕示范区;人形机器人;新型工业化;机器人概念;特斯拉概念;参股保险;独角兽概念;机器视觉;工业互联网;互联网保险;土地流转;深股通,17
300396.SZ,33,300396,猴痘概念;肝炎概念;辅助生殖;医疗器械概念;智能医疗;人工智能;中俄贸易概念;国企改革;多模态AI;证金持股;央企国企改革,11
601016.SH,17,601016,绿色电力;风电;国企改革;新疆振兴;储能;央企国企改革;京津冀一体化;沪股通;融资融券,9
301009.SZ,33,301009,三胎概念;宠物经济;跨境电商;养老概念;医疗器械概念;专精特新;融资融券,7
605588.SH,17,605588,OLED;富士康概念;芯片概念;消费电子概念;柔性屏(折叠屏);华为手机;苹果概念;小米概念;华为概念,9
600989.SH,17,600989,煤化工概念;煤炭概念;POE胶膜;氢能源;碳中和;西部大开发;2025年报预增;DeepSeek概念;跨境电商;融资融券;沪股通,11
000735.SZ,33,000735,海南自贸区;自由贸易港;养鸡;猪肉;生态农业;统一大市场;动物疫苗;乡村振兴;冷链物流;宠物经济;职业教育;深股通;融资融券,13
301571.SZ,33,301571,卫星导航;商业航天;军工;芯片概念;专精特新;深股通;融资融券,7
300458.SZ,33,300458,MCU芯片;汽车芯片;存储芯片;中芯国际概念;AI眼镜;芯片概念;智能座舱;小米概念;智能穿戴;汽车电子;机器视觉;无人驾驶;EDR概念;机器人概念;物联网;华为概念;虚拟现实;长安汽车概念;智能家居;2025年报预增;车联网(车路协同);东数西算(算力);2025三季报预增;家用电器;人工智能;阿里巴巴概念;腾讯概念;百度概念;创投;DeepSeek概念;横琴新区;深股通;融资融券,33
603129.SH,17,603129,同花顺出海50;两轮车;人民币贬值受益;体育产业;共同富裕示范区;工业互联网;车联网(车路协同);融资融券;沪股通,9
300421.SZ,33,300421,减速器;人形机器人;工业母机;机器人概念;新能源汽车;卫星导航;高端装备;高铁;海工装备;风电;深股通,11
603701.SH,17,603701,储能;农机;长安汽车概念;新能源汽车;汽车电子;智能座舱;乡村振兴;国企改革,8
002702.SZ,33,002702,预制菜;人造肉;福建自贸区;网红经济;海峡两岸,5
600692.SH,17,600692,农业种植;生态农业;乡村振兴;土地流转;光伏建筑一体化;国企改革;粮食概念;创投;绿色电力;风电;文化传媒概念;2025年报预增;融资融券,13
688286.SH,17,688286,中芯国际概念;无线耳机;汽车电子;人形机器人;小米概念;AI眼镜;芯片概念;消费电子概念;传感器;智能穿戴;新型烟草(电子烟);专精特新;机器人概念;物联网;融资融券,15
300741.SZ,33,300741,烟草;人造肉;乡村振兴;宠物经济;西部大开发;一带一路;人工智能;新型烟草(电子烟);融资融券;深股通,10
300907.SZ,33,300907,新型工业化;家用电器;机器人概念;新能源汽车;人民币贬值受益;融资融券,6
688137.SH,17,688137,CRO概念;细胞免疫治疗;重组蛋白;流感;合成生物;专精特新;融资融券,7
002790.SZ,33,002790,跨境电商;养老概念;福建自贸区;海峡两岸;家用电器;智能家居;数字经济;DeepSeek概念,8
003025.SZ,33,003025,新型工业化;新能源汽车;工业母机;专精特新;机器人概念;一体化压铸;工业互联网;高端装备;军工;数字经济,10
000419.SZ,33,000419,物业管理;旅游概念;参股银行;参股保险;国企改革;互联网金融;股权转让(并购重组),7
603289.SH,17,603289,垃圾分类;地下管网;新型工业化;长三角一体化;一体化压铸;新能源汽车;高端装备;比亚迪概念,8
600927.SH,17,600927,期货概念;互联网金融;国企改革;沪股通,4
600724.SH,17,600724,水泥概念;物业管理;共同富裕示范区;国企改革;沪股通,5
300009.SZ,33,300009,生物疫苗;肝炎概念;流感;创新药;辅助生殖;仿制药一致性评价;细胞免疫治疗;基因测序;民营医院;医疗器械概念;智能医疗;人工智能;深股通;融资融券,14
300553.SZ,33,300553,人工智能;人形机器人;新型工业化;商业航天;机器人概念;专精特新;军工;航空发动机;新能源汽车;高端装备;海工装备,11
002975.SZ,33,002975,存储芯片;液冷服务器;富士康概念;PCB概念;英伟达概念;苹果概念;汽车电子;AI眼镜;消费电子概念;芯片概念;新型烟草(电子烟);无线耳机;5G;小米概念;智能座舱;毫米波雷达;工业母机;MR(混合现实);人形机器人;比亚迪概念;2025年报预增;特斯拉概念;新能源汽车;新型工业化;机器视觉;无人驾驶;机器人概念;减速器;华为概念;高端装备;虚拟现实;粤港澳大湾区;阿里巴巴概念;腾讯概念;人工智能;一带一路;横琴新区;深股通,38
001356.SZ,33,001356,跨境电商;可降解塑料;人民币贬值受益;深股通;融资融券,5
600738.SH,17,600738,跨境电商;国企改革;西部大开发;回购增持再贷款概念;快手概念;2025年报预增,6
301038.SZ,33,301038,新型城镇化;PPP概念;地下管网;物业管理;水利;乡村振兴;污水处理;深圳国企改革;数字孪生;物联网;粤港澳大湾区;DeepSeek概念;华为概念;智慧政务;光伏概念;国企改革;雅下水电概念;抽水蓄能;深股通;融资融券,20
601069.SH,17,601069,黄金概念;金属铜;小金属概念;沪股通;西部大开发;2025年报预增;国企改革;融资融券,8
603566.SH,17,603566,动物疫苗;禽流感;宠物经济;医药电商;2025年报预增;中俄贸易概念;创投;沪股通;融资融券,9
601116.SH,17,601116,阿里巴巴概念;预制菜;共同富裕示范区;冷链物流;沪股通;融资融券,6
603058.SH,17,603058,第三代半导体;芯片概念;烟草;创投;工业大麻;西部大开发;股权转让(并购重组),7
002855.SZ,33,002855,智能家居;无线耳机;虚拟现实;智能穿戴;华为概念;消费电子概念;储能;风电;深股通,9
603221.SH,17,603221,人民币贬值受益,1
601117.SH,17,601117,环氧丙烷;中字头股票;煤化工概念;磷化工;同花顺中特估100;央企国企改革;氢能源;新疆振兴;证金持股;国企改革;回购增持再贷款概念;污水处理;可控核聚变;沪股通;融资融券;芯片概念,16
688443.SH,17,688443,创新药;西部大开发;沪股通;融资融券,4
688610.SH,17,688610,芯片概念;MiniLED;AI眼镜;光伏概念;PCB概念;机器人概念;机器视觉;2025年报预增;锂电池概念;基因测序;融资融券,11
603032.SH,17,603032,固态电池;锂电池概念;比亚迪概念;减速器;机器人概念;2025三季报预增;西部大开发;新疆振兴;融资融券,9
002324.SZ,33,002324,脑机接口;商业航天;卫星导航;军工;碳纤维;低空经济;6G概念;PEEK材料;毫米波雷达;光刻胶;消费电子概念;专精特新;机器人概念;固态电池;新能源汽车;锂电池概念;2025三季报预增;储能;长三角一体化;钠离子电池;2025年报预增;深股通;融资融券,23
