股票代码,market_code,code,所属概念,所属概念数量
920132.BJ,151,920132,跨境电商;露营经济;人民币贬值受益;融资融券;一带一路,5
603112.SH,17,603112,3D打印;工业互联网;机器人概念;新能源汽车;DeepSeek概念;光伏概念;绿色电力;沪股通,8
688334.SH,17,688334,柔性直流输电;特高压;智能电网;超导概念;充电桩;核电;无人机;固态电池;一带一路;央企国企改革;西部大开发;国企改革;沪股通;融资融券,14
600528.SH,17,600528,证金持股;国企改革;央企国企改革;地下管网;污水处理;回购增持再贷款概念;抽水蓄能;海工装备;高铁;高端装备;工业互联网;机器人概念;沪股通;融资融券;DeepSeek概念;人工智能;中字头股票,17
920396.BJ,151,920396,专精特新;融资融券;核电;可控核聚变,4
000501.SZ,33,000501,免税店;预制菜;物业管理;冰雪产业;网红经济;跨境电商;露营经济;IP经济(谷子经济);白酒概念;参股银行;国企改革;创投;电子竞技;一带一路;低空经济;文化传媒概念;数字经济;人工智能;黄金概念;深股通;融资融券,21
600785.SH,17,600785,统一大市场;智能物流;西部大开发;IP经济(谷子经济);粮食概念;抖音概念(字节概念),6
600587.SH,17,600587,脑机接口;民营医院;医疗器械概念;智能医疗;合成生物;人工智能;DeepSeek概念;消毒剂;医疗废物处理;AI应用;智能物流;华为概念;回购增持再贷款概念;机器人概念;国企改革;人形机器人;光刻胶;沪股通;融资融券,19
601200.SH,17,601200,生物质能发电;绿色电力;医疗废物处理;固废处理;PPP概念;土壤修复;国企改革;污水处理;垃圾分类;上海国企改革;上海自贸区;沪股通;融资融券,13
603216.SH,17,603216,智能家居;工业互联网;参股银行;芯片概念,4
600055.SH,17,600055,智能医疗;医疗器械概念;DeepSeek概念;AI智能体;阿里巴巴概念;京津冀一体化;云计算;机器人概念;数据中心;绿色电力;一带一路;超导概念;沪股通;融资融券,14
600503.SH,17,600503,参股银行;创新药;机器人概念;石墨烯;融资融券,5
000603.SZ,33,000603,金属铅;金属锌;黄金概念;金属铜;金属镍;小金属概念;深股通;文化传媒概念;融资融券,9
600298.SH,17,600298,人造肉;NMN概念;合成生物;维生素;国企改革;沪股通;融资融券,7
301313.SZ,33,301313,智谱AI;ChatGPT概念;AIGC概念;虚拟数字人;华为鲲鹏;智慧政务;空间计算;数据要素;百度概念;元宇宙;军工信息化;人工智能;智慧城市;数字孪生;车联网(车路协同);数字经济;虚拟现实;智能医疗;物联网;低空经济;数据中心;IP经济(谷子经济);机器人概念;水利;AI应用;旅游概念;地下管网;污水处理;融资融券,29
688428.SH,17,688428,创新药;沪股通;融资融券,3
688211.SH,17,688211,智能物流;机器人概念;专精特新;机器视觉;人工智能;芯片概念;统一大市场;稀土永磁;融资融券,9
300234.SZ,33,300234,碳中和;碳交易;燃料电池;氢能源;专精特新,5
920418.BJ,151,920418,商业航天;融资融券;机器人概念;新能源汽车;国企改革;减速器;军民融合;军工;专精特新,9
001400.SZ,33,001400,商业航天;液冷服务器;3D打印;专精特新;汽车热管理;风电;新能源汽车;注册制次新股;新股与次新股;融资融券,10
603890.SH,17,603890,富士康概念;AI PC;AI眼镜;汽车电子;消费电子概念;5G;人形机器人;小米汽车;比亚迪概念;特斯拉概念;新能源汽车;F5G概念;华为汽车;机器人概念;华为概念;人民币贬值受益;沪股通;融资融券,18
600517.SH,17,600517,特高压;智能电网;钒电池;碳交易;储能;碳中和;央企国企改革;国企改革;物联网;参股券商;信托概念;期货概念;沪股通;融资融券,14
002027.SZ,33,002027,文化传媒概念;体育产业;同花顺漂亮100;DeepSeek概念;阿里巴巴概念;深股通;融资融券;同花顺出海50,8
300859.SZ,33,300859,冰雪产业;旅游概念;西部大开发;新疆振兴;国企改革;低空经济;飞行汽车(eVTOL);深股通;股权转让(并购重组),9
603107.SH,17,603107,中俄贸易概念;上海自贸区;新能源汽车;国企改革;一带一路;汽车热管理;百度概念;沪股通;融资融券,9
688809.SH,17,688809,科创次新股;存储芯片;芯片概念;华为概念;注册制次新股;2025年报预增;长三角一体化;新股与次新股;融资融券,9
603689.SH,17,603689,天然气;氢能源;国企改革;换电概念,4
301325.SZ,33,301325,钙钛矿电池;光伏概念;固态电池;OLED;宁德时代概念;锂电池概念;比亚迪概念;芯片概念;燃料电池;先进封装;储能;专精特新;消费电子概念;传感器;氢能源;机器人概念;粤港澳大湾区;物联网;深股通;融资融券,20
600162.SH,17,600162,民营医院;养老概念;京津冀一体化;粤港澳大湾区;沪股通;融资融券,6
300039.SZ,33,300039,流感;禽流感;肝炎概念;医药电商;仿制药一致性评价;创新药;三胎概念;医疗器械概念;创投;深股通;融资融券,11
301080.SZ,33,301080,猴痘概念;重组蛋白;细胞免疫治疗;人民币贬值受益;人工智能;专精特新;深股通;融资融券,8
002252.SZ,33,002252,创新药;合成生物;重组蛋白;深股通;融资融券;回购增持再贷款概念,6
300681.SZ,33,300681,长安汽车概念;减速器;飞行汽车(eVTOL);粤港澳大湾区;无人驾驶;MCU芯片;同花顺新质50;新能源汽车;低空经济;智能物流;2025年报预增;深股通;融资融券,13
600335.SH,17,600335,国企改革;一体化压铸;回购增持再贷款概念;一带一路;央企国企改革;动力电池回收;智能物流;燃料电池;长安汽车概念;小米汽车;车联网(车路协同);机器人概念;新能源汽车;特斯拉概念;比亚迪概念;独角兽概念;宁德时代概念;华为概念;小米概念;工业母机;阿里巴巴概念;沪股通;融资融券,23
603194.SH,17,603194,机器人概念;新能源汽车;人民币贬值受益;智能物流;共同富裕示范区;储能;军工;锂电池概念;汽车拆解概念;沪股通;融资融券,11
600895.SH,17,600895,光刻机;芯片概念;新能源汽车;上海自贸区;创投;新型城镇化;蚂蚁集团概念;数字乡村;租售同权;物业管理;参股券商;国企改革;乡村振兴;证金持股;沪股通;融资融券,16
000928.SZ,33,000928,同花顺中特估100;超超临界发电;央企国企改革;医疗废物处理;国企改革;碳中和;一带一路;中俄贸易概念;数字经济;3D打印;深股通;融资融券;中字头股票,13
603193.SH,17,603193,三胎概念;跨境电商;C2M概念;沪股通;融资融券,5
688186.SH,17,688186,可控核聚变;航空发动机;核电;大飞机;军工;海工装备;特钢概念;风电;高端装备;雅下水电概念;高铁;芯片概念;2025三季报预增;储能;专精特新;2025年报预增;人形机器人;回购增持再贷款概念;沪股通;融资融券,20
002707.SZ,33,002707,冰雪产业;旅游概念;AI应用;IP经济(谷子经济);体育产业;跨境支付(CIPS);足球概念;露营经济;区块链;互联网金融;AI智能体;阿里巴巴概念;乡村振兴;宠物经济;人工智能;京津冀一体化;一带一路;深股通;融资融券,19
920204.BJ,151,920204,锂电池概念;融资融券;核污染防治;光伏概念;专精特新;PET铜箔,6
002030.SZ,33,002030,禽流感;猴痘概念;流感;幽门螺杆菌概念;肝炎概念;基因测序;辅助生殖;医疗器械概念;智能医疗;食品安全;人工智能;创投;互联网金融;国企改革;融资融券;深股通,16
002204.SZ,33,002204,核电;海工装备;军工;商业航天;高端装备;风电;雄安新区;机器人概念;超超临界发电;国企改革;无人驾驶;数字孪生;深股通;融资融券,14
688560.SH,17,688560,BC电池;HJT电池;TOPCON电池;POE胶膜;光伏概念;固态电池;锂电池概念;比亚迪概念;专精特新;回购增持再贷款概念;人民币贬值受益;融资融券,12
603520.SH,17,603520,流感;仿制药一致性评价;专精特新;锂电池概念;氟化工概念,5
600416.SH,17,600416,军民融合;商业航天;军工;无人机;高端装备;核电;低空经济;高铁;水利;无人驾驶;工业互联网;风电;储能;抽水蓄能;国企改革;沪股通;融资融券,17
600906.SH,17,600906,期货概念;国企改革;雄安新区;京津冀一体化;百度概念;融资融券;沪股通,7
603959.SH,17,603959,锂电池概念;固态电池;机器人概念;新能源汽车;宁德时代概念;燃料电池;氢能源;煤化工概念;摘帽,9
603882.SH,17,603882,AIGC概念;AI智能体;数据要素;腾讯概念;智能医疗;DeepSeek概念;人工智能;基因测序;食品安全;华为概念;细胞免疫治疗;医疗器械概念;AI应用;幽门螺杆菌概念;机器人概念;肝炎概念;冷链物流;融资融券;沪股通,19
002601.SZ,33,002601,钛白粉概念;金属钴;小金属概念;钒电池;石墨电极;回购增持再贷款概念;锂电池概念;氢能源;天然气;固态电池;宁德时代概念;高股息精选;养老概念;深股通;融资融券,15
603081.SH,17,603081,体育产业;人形机器人;机器人概念;旅游概念;虚拟现实;雄安新区;IP经济(谷子经济);一带一路;人工智能;数字经济;DeepSeek概念;元宇宙;阿里巴巴概念;文化传媒概念;沪股通,15
002166.SZ,33,002166,禽流感;合成生物;代糖概念;工业大麻;农业种植;啤酒概念;参股银行;人民币贬值受益;回购增持再贷款概念;乡村振兴;西部大开发;专精特新;股权转让(并购重组);深股通;融资融券,15
000709.SZ,33,000709,特钢概念;钒电池;国企改革;回购增持再贷款概念;雄安新区;钠离子电池;核电;可控核聚变;京津冀一体化;储能;深股通;融资融券;比亚迪概念,13
601801.SH,17,601801,文化传媒概念;IP经济(谷子经济);网络游戏;DeepSeek概念;独角兽概念;智谱AI;证金持股;创投;国企改革;ETC;智能物流;机器人概念;AI应用;融资融券;沪股通,15
002641.SZ,33,002641,地下管网;新型城镇化;共同富裕示范区;水利;光伏建筑一体化;京津冀一体化;储能;机器人概念;光伏概念;天然气;融资融券;深股通,12
000031.SZ,33,000031,物业管理;证金持股;国企改革;新型城镇化;央企国企改革;深股通;融资融券;粤港澳大湾区,8
603313.SH,17,603313,C2M概念;人民币贬值受益;跨境电商;回购增持再贷款概念;智能家居;独角兽概念;鸿蒙概念;沪股通,8
603912.SH,17,603912,液冷服务器;数据中心;5G;东数西算(算力);算力租赁;华为概念;腾讯概念;专精特新;阿里巴巴概念;抖音概念(字节概念);百度概念;DeepSeek概念,12
000919.SZ,33,000919,民营医院;养老概念;仿制药一致性评价;医美概念;创新药;国企改革;创投;医疗器械概念;高压氧舱,9
603517.SH,22,603517,ST板块;预制菜;冷链物流,3
002479.SZ,33,002479,生物质能发电;固废处理;绿色电力;污水处理;金属回收;垃圾分类;国企改革;PPP概念;黄金概念;金属铜,10
603279.SH,17,603279,污水处理;融资融券;沪股通,3
688087.SH,17,688087,可降解塑料;碳中和;固废处理;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,7
600834.SH,17,600834,上海国企改革;物业管理;光伏建筑一体化;国企改革;碳交易;绿色电力;充电桩;无人驾驶;股权转让(并购重组),9
000498.SZ,33,000498,同花顺中特估100;装配式建筑;国企改革;PPP概念;绿色电力;一带一路;水利;高铁;深股通;智慧城市;腾讯概念;融资融券,12
603377.SH,22,603377,ST板块;虚拟现实;职业教育;人工智能,4
920682.BJ,151,920682,光纤概念;海工装备;军工;风电;金属铜;融资融券;特高压;核电;光伏概念;充电桩;专精特新,11
601375.SH,17,601375,期货概念;国企改革;沪股通;2025年报预增;融资融券,5
002050.SZ,33,002050,人形机器人;汽车热管理;特斯拉概念;华为汽车;同花顺新质50;长安汽车概念;比亚迪概念;新能源汽车;机器人概念;小米概念;液冷服务器;家用电器;数据中心;宁德时代概念;燃料电池;空气能热泵;储能;同花顺出海50;DeepSeek概念;回购增持再贷款概念;一带一路;深股通;融资融券,23
300807.SZ,33,300807,卫星导航;EDR概念;人脸识别;车联网(车路协同);ERP概念;物联网;人工智能;无人驾驶;华为概念;智能穿戴;东数西算(算力);智能座舱;数据要素;AI智能体;移动支付;百度概念;网约车;比亚迪概念;新能源汽车;数据中心;智能物流;充电桩;高压快充;冷链物流;雄安新区;乡村振兴,26
601900.SH,17,601900,文化传媒概念;在线教育;IP经济(谷子经济);人工智能;AI应用;参股银行;国企改革;沪股通;融资融券,9
601319.SH,17,601319,中字头股票;同花顺中特估100;蚂蚁集团概念;国企改革;融资融券;沪股通,6
600031.SH,17,600031,同花顺出海50;雅下水电概念;农机;高端装备;人民币贬值受益;无人驾驶;一带一路;工业互联网;机器人概念;同花顺漂亮100;证金持股;新疆振兴;沪股通;融资融券,14
920022.BJ,151,920022,氢能源;比亚迪概念;传感器;专精特新;新股与次新股;融资融券,6
920419.BJ,151,920419,一带一路;宠物经济;融资融券;人民币贬值受益;IP经济(谷子经济),5
688728.SH,17,688728,国家大基金持股;OLED;芯片概念;消费电子概念;汽车电子;智能穿戴;传感器;人民币贬值受益;安防;智慧城市;融资融券;沪股通,12
920694.BJ,151,920694,中俄贸易概念;页岩气;融资融券;海工装备;人民币贬值受益;专精特新;一带一路,7
001396.SZ,33,001396,污水处理;新型城镇化;地下管网;专精特新;注册制次新股;智慧城市;人工智能;新股与次新股;融资融券,9
603928.SH,17,603928,光刻胶;先进封装;芯片概念;2025年报预增;新能源汽车;高铁;3D打印;锂电池概念;风电;大飞机;丙烯酸;在线教育,12
688722.SH,17,688722,大飞机;商业航天;人形机器人;军工;机器人概念;专精特新;海工装备;医疗器械概念;央企国企改革;国企改革;融资融券,11
603993.SH,17,603993,黄金概念;金属铜;金属钴;小金属概念;金属镍;盐湖提锂;磷化工;同花顺出海50;同花顺漂亮100;宁德时代概念;沪股通;融资融券;人民币贬值受益,13
600753.SH,22,600753,煤化工概念;ST板块;充电桩;换电概念,4
920806.BJ,151,920806,融资融券;车联网(车路协同);百度概念;毫米波雷达;机器视觉;机器人概念;智慧城市;新型城镇化;数据要素;国企改革;低空经济;京津冀一体化;ETC,13
