所属概念数量,market_code,code,股票代码,所属概念
19,33,301087,301087.SZ,医药电商;重组蛋白;血氧仪;流感;猴痘概念;幽门螺杆菌概念;高股息精选;合成生物;养老概念;医疗器械概念;跨境电商;智能医疗;脑机接口;DeepSeek概念;专精特新;阿里巴巴概念;腾讯概念;融资融券;深股通
7,33,300551,300551.SZ,专精特新;互联网金融;芯片概念;数字货币;存储芯片;虚拟数字人;绿色电力
3,33,000548,000548.SZ,物业管理;乡村振兴;国企改革
6,33,300160,300160.SZ,光伏建筑一体化;充电桩;国企改革;家用电器;物联网;特斯拉概念
15,17,603328,603328.SH,共封装光学(CPO);PCB概念;苹果概念;毫米波雷达;5G;汽车电子;华为概念;比亚迪概念;机器人概念;光伏概念;人民币贬值受益;国企改革;沪股通;证金持股;融资融券
4,151,920685,920685.BJ,基因测序;融资融券;合成生物;专精特新
7,33,000612,000612.SZ,稀土永磁;股权转让(并购重组);2026一季报预增;2025年报预增;煤炭概念;深股通;融资融券
19,17,688369,688369.SH,云办公;AIGC概念;财税数字化;信创;AI智能体;智慧政务;ERP概念;阿里巴巴概念;鸿蒙概念;云计算;数据要素;百度概念;区块链;人工智能;DeepSeek概念;智慧城市;华为概念;专精特新;融资融券
13,17,600871,600871.SH,可燃冰;俄乌冲突概念;页岩气;天然气;央企国企改革;国企改革;氢能源;碳中和;一带一路;雄安新区;海工装备;融资融券;沪股通
17,33,002426,002426.SZ,AI PC;消费电子概念;AI眼镜;苹果概念;PET铜箔;智能穿戴;小米概念;新型工业化;新能源汽车;华为概念;特斯拉概念;人民币贬值受益;一体化压铸;锂电池概念;一带一路;深股通;融资融券
3,17,603696,603696.SH,海峡两岸;互联网金融;融资融券
2,33,001331,001331.SZ,天然气;股权转让(并购重组)
7,17,600740,600740.SH,煤炭概念;煤化工概念;国企改革;融资融券;碳纤维;工业互联网;沪股通
4,17,601963,601963.SH,高股息精选;乡村振兴;西部大开发;沪股通
10,17,603067,603067.SH,军工;小金属概念;钛白粉概念;储能;钒电池;锂电池概念;固态电池;维生素;沪股通;融资融券
12,33,301052,301052.SZ,文化传媒概念;AIGC概念;元宇宙;AI应用;IP经济(谷子经济);数据要素;人工智能;数字经济;网红经济;三胎概念;深股通;融资融券
24,33,002355,002355.SZ,EDR概念;网约车;人脸识别;时空大数据;鸿蒙概念;算力租赁;车联网(车路协同);数据要素;长安汽车概念;东数西算(算力);百度概念;人工智能;智能座舱;粤港澳大湾区;汽车电子;无人驾驶;无人机;低空经济;比亚迪概念;5G;参股银行;新能源汽车;飞行汽车(eVTOL);融资融券
4,17,600560,600560.SH,新型工业化;工业互联网;国企改革;央企国企改革
18,17,605398,605398.SH,MLOps概念;华为鲲鹏;信创;阿里巴巴概念;AIGC概念;腾讯概念;数据要素;百度概念;蚂蚁集团概念;短剧游戏;互联网金融;数字经济;人工智能;数据中心;华为概念;机器人概念;长三角一体化;沪股通
8,33,300950,300950.SZ,人民币贬值受益;固废处理;专精特新;碳中和;氢能源;煤化工概念;股权转让(并购重组);融资融券
33,17,600959,600959.SH,短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;元宇宙;腾讯概念;国资云;数据要素;云办公;网络安全;数据安全;数字乡村;算力租赁;人工智能;DeepSeek概念;东数西算(算力);智慧城市;华为概念;足球概念;数字孪生;机器视觉;5G;数据中心;低空经济;食品安全;养老概念;工业互联网;乡村振兴;储能;光伏概念;国企改革;沪股通;融资融券
7,151,920508,920508.BJ,融资融券;特高压;物联网;机器人概念;智能电网;无人机;固态电池
8,17,600706,600706.SH,旅游概念;体育产业;IP经济(谷子经济);露营经济;职业教育;数字经济;国企改革;西部大开发
12,33,001391,001391.SZ,统一大市场;冷链物流;跨境电商;国企改革;智能物流;一带一路;人民币贬值受益;央企国企改革;华为概念;苹果概念;深股通;融资融券
12,17,601061,601061.SH,金属锌;金属铜;小金属概念;金属镍;黄金概念;超导概念;一带一路;国企改革;同花顺中特估100;沪股通;中字头股票;融资融券
6,33,301203,301203.SZ,污水处理;碳中和;锂电池概念;固废处理;固态电池;融资融券
18,33,300233,300233.SZ,创新药;新型烟草(电子烟);辅助生殖;眼科医疗;仿制药一致性评价;合成生物;工业大麻;肝炎概念;专精特新;医疗器械概念;维生素;医药电商;流感;智能医疗;2026一季报预增;转基因;融资融券;深股通
12,17,601866,601866.SH,航运概念;同花顺中特估100;参股银行;国企改革;上海自贸区;回购增持再贷款概念;央企国企改革;沪股通;融资融券;储能;数字经济;中字头股票
14,33,002607,002607.SZ,在线教育;职业教育;旅游概念;虚拟数字人;AI应用;AIGC概念;人工智能;DeepSeek概念;阿里巴巴概念;百度概念;乡村振兴;超级品牌;融资融券;深股通
12,17,603999,603999.SH,文化传媒概念;知识产权保护;NFT概念;IP经济(谷子经济);在线教育;腾讯概念;数据要素;参股保险;参股券商;国企改革;农村电商;西部大开发
40,33,300296,300296.SZ,MicroLED概念;MiniLED;柔性屏(折叠屏);OLED;智慧灯杆;商业航天;第三代半导体;海工装备;消费电子概念;AI眼镜;智能穿戴;虚拟现实;无人机;芯片概念;无人驾驶;华为概念;人形机器人;机器视觉;小米概念;元宇宙;空间计算;智慧城市;AIGC概念;抖音概念(字节概念);数据要素;人工智能;腾讯概念;京津冀一体化;AI应用;DeepSeek概念;虚拟数字人;一带一路;雄安新区;文化传媒概念;体育产业;IP经济(谷子经济);乡村振兴;旅游概念;深股通;融资融券
44,17,600869,600869.SH,光纤概念;PET铜箔;铜缆高速连接;超导概念;液冷服务器;芯片概念;柔性直流输电;特高压;可控核聚变;数据中心;商业航天;智能电网;东数西算(算力);特斯拉概念;华为概念;光伏概念;核电;新能源汽车;高端装备;海工装备;军工;人形机器人;充电桩;宁德时代概念;无人机;固态电池;储能;机器人概念;风电;锂电池概念;军民融合;低空经济;雅下水电概念;独角兽概念;阿里巴巴概念;钠离子电池;人工智能;智慧城市;DeepSeek概念;回购增持再贷款概念;西部大开发;参股银行;沪股通;融资融券
8,151,920593,920593.BJ,先进封装;融资融券;医疗器械概念;机器人概念;减速器;人形机器人;专精特新;3D打印
9,17,688408,688408.SH,光伏建筑一体化;光热发电;光伏概念;储能;一带一路;人民币贬值受益;机器人概念;沪股通;融资融券
4,33,300111,300111.SZ,幽门螺杆菌概念;流感;深股通;股权转让(并购重组)
17,151,920190,920190.BJ,智能穿戴;跨境电商;融资融券;电子竞技;消费电子概念;星闪概念;无线耳机;多模态AI;信创;人工智能;WiFi 6;IP经济(谷子经济);DeepSeek概念;AI眼镜;AI智能体;AIGC概念;AI PC
15,17,600176,600176.SH,PCB概念;2026一季报预增;风电;光伏概念;PEEK材料;长三角一体化;央企国企改革;回购增持再贷款概念;一带一路;沪股通;融资融券;国企改革;DeepSeek概念;同花顺中特估100;中字头股票
6,33,300837,300837.SZ,金属铅;雅下水电概念;专精特新;固废处理;动力电池回收;共同富裕示范区
22,17,601811,601811.SH,文化传媒概念;NFT概念;高股息精选;IP经济(谷子经济);体育产业;知识产权保护;职业教育;虚拟数字人;元宇宙;AIGC概念;AI应用;数据确权;区块链;国企改革;数字经济;DeepSeek概念;人工智能;百度概念;西部大开发;独角兽概念;华为概念;沪股通
13,33,300585,300585.SZ,汽车电子;传感器;比亚迪概念;减速器;小米概念;专精特新;新能源汽车;军工;机器人概念;小米汽车;长安汽车概念;钙钛矿电池;锂电池概念
8,17,601133,601133.SH,柔性屏(折叠屏);OLED;存储芯片;芯片概念;中芯国际概念;装配式建筑;沪股通;融资融券
30,33,002965,002965.SZ,汽车热管理;华为汽车;人形机器人;小米汽车;新型工业化;机器视觉;智能座舱;无人驾驶;飞行汽车(eVTOL);特斯拉概念;机器人概念;新能源汽车;5G;比亚迪概念;一体化压铸;小米概念;低空经济;华为概念;数据中心;液冷服务器;粤港澳大湾区;信创;创投;光伏概念;充电桩;储能;华为数字能源;宁德时代概念;融资融券;深股通
11,33,300936,300936.SZ,PCB概念;毫米波雷达;芯片概念;卫星导航;5G;专精特新;消费电子概念;无人驾驶;华为概念;储能;融资融券
11,17,603556,603556.SH,电力物联网;智能电网;充电桩;储能;物联网;光伏概念;DeepSeek概念;一带一路;人民币贬值受益;沪股通;融资融券
4,151,920519,920519.BJ,西部大开发;融资融券;专精特新;军工
4,33,002928,002928.SZ,2025年报预增;西部大开发;融资融券;深股通
13,17,600428,600428.SH,中字头股票;航运概念;高股息精选;自由贸易港;沪股通;国企改革;回购增持再贷款概念;央企国企改革;人民币贬值受益;粤港澳大湾区;比亚迪概念;DeepSeek概念;融资融券
4,22,600107,600107.SH,ST板块;储能;医药电商;天然气
21,33,003013,003013.SZ,装配式建筑;PPP概念;地下管网;新型城镇化;雄安新区;乡村振兴;国企改革;水利;一带一路;粤港澳大湾区;智慧城市;数字经济;人工智能;时空大数据;腾讯概念;数字孪生;物联网;低空经济;无人机;数据中心;深股通
2,17,603172,603172.SH,染料;融资融券
15,33,000723,000723.SZ,煤炭概念;煤化工概念;天然气;氢能源;碳中和;污水处理;深股通;燃料电池;储能;超级电容;机器人概念;新能源汽车;无人驾驶;股权转让(并购重组);融资融券
6,33,300821,300821.SZ,有机硅概念;硅能源;2026一季报预增;燃料电池;融资融券;深股通
28,17,603888,603888.SH,Sora概念(文生视频);知识产权保护;AI语料;文化传媒概念;虚拟数字人;AIGC概念;多模态AI;数据确权;在线教育;AI应用;Web3.0;阿里巴巴概念;元宇宙;AI智能体;数据安全;云计算;网络安全;数据要素;区块链;DeepSeek概念;人工智能;数字经济;创投;京津冀一体化;乡村振兴;国企改革;沪股通;融资融券
6,33,002578,002578.SZ,国企改革;海峡两岸;宁德时代概念;新能源汽车;光伏概念;5G
34,33,002123,002123.SZ,ChatGPT概念;智慧政务;AI应用;数据要素;AIGC概念;数字货币;区块链;百度概念;鸿蒙概念;信创;云计算;阿里巴巴概念;元宇宙;腾讯概念;云办公;DeepSeek概念;算力租赁;人工智能;语音技术;东数西算(算力);物联网;智能医疗;华为概念;数据中心;养老概念;跨境电商;机器人概念;无人机;三胎概念;5G;比亚迪概念;一带一路;深股通;融资融券
17,33,300988,300988.SZ,新型工业化;智能电网;汽车电子;数据中心;小米概念;充电桩;比亚迪概念;光伏概念;汽车热管理;专精特新;新能源汽车;小米汽车;储能;风电;锂电池概念;一带一路;融资融券
3,17,603041,603041.SH,建筑节能;有机硅概念;专精特新
11,33,000902,000902.SZ,化肥;磷化工;大豆;生态农业;农村电商;氟化工概念;乡村振兴;锂电池概念;数字乡村;深股通;融资融券
14,33,300358,300358.SZ,机器人概念;人工智能;智能物流;海峡两岸;高端装备;AI智能体;细胞免疫治疗;智能医疗;DeepSeek概念;净水概念;合成生物;污水处理;融资融券;深股通
15,33,300435,300435.SZ,天然气;俄乌冲突概念;煤化工概念;新疆振兴;氢能源;碳中和;一带一路;共同富裕示范区;海峡两岸;储能;可控核聚变;高端装备;芯片概念;商业航天;深股通
23,17,603077,603077.SH,磷化工;草甘膦;化肥;金属铅;金属锌;金属铜;稀土永磁;硅能源;黄金概念;锂电池概念;回购增持再贷款概念;西部大开发;光伏概念;绿色电力;建筑节能;一带一路;TOPCON电池;天然气;参股银行;航运概念;沪股通;丙烯酸;融资融券
9,17,688802,688802.SH,科创次新股;先进封装;芯片概念;东数西算(算力);注册制次新股;信创;人工智能;新股与次新股;融资融券
5,17,600872,600872.SH,国企改革;稀土永磁;沪股通;融资融券;粤港澳大湾区
27,33,300494,300494.SZ,Sora概念(文生视频);电子竞技;云游戏;短剧游戏;AIGC概念;虚拟数字人;手机游戏;快手概念;AI应用;抖音概念(字节概念);元宇宙;多模态AI;文化传媒概念;AI智能体;网络游戏;腾讯概念;云计算;IP经济(谷子经济);DeepSeek概念;虚拟现实;人工智能;东数西算(算力);独角兽概念;华为概念;创投;智能座舱;深股通
13,33,300716,300716.SZ,军民融合;ST板块;华为汽车;长安汽车概念;碳中和;新能源汽车;智能音箱;光伏概念;储能;TOPCON电池;HJT电池;钙钛矿电池;可降解塑料
14,33,002863,002863.SZ,中俄贸易概念;长三角一体化;回购增持再贷款概念;一体化压铸;一带一路;长安汽车概念;数字经济;机器人概念;华为汽车;新能源汽车;比亚迪概念;两轮车;光伏概念;融资融券
29,17,600703,600703.SH,MicroLED概念;MiniLED;共封装光学(CPO);第三代半导体;先进封装;汽车芯片;5G;AI眼镜;芯片概念;数据中心;消费电子概念;苹果概念;小米概念;卫星导航;商业航天;无人驾驶;光伏概念;低空经济;比亚迪概念;充电桩;数字经济;新能源汽车;华为汽车;海峡两岸;金属回收;福建自贸区;沪股通;融资融券;同花顺漂亮100
12,33,300087,300087.SZ,转基因;玉米;大豆;粮食概念;俄乌冲突概念;农业种植;乡村振兴;国企改革;央企国企改革;一带一路;融资融券;深股通
6,151,920204,920204.BJ,锂电池概念;融资融券;核污染防治;光伏概念;专精特新;PET铜箔
13,151,920199,920199.BJ,鸿蒙概念;高压氧舱;西部大开发;脑机接口;融资融券;机器人概念;智能医疗;家用电器;医疗器械概念;体育产业;人民币贬值受益;人工智能;IP经济(谷子经济)
10,17,603127,603127.SH,CRO概念;细胞免疫治疗;创新药;生物疫苗;基因测序;智能医疗;2025年报预增;专精特新;融资融券;沪股通
6,33,301367,301367.SZ,医疗器械概念;京津冀一体化;人民币贬值受益;机器人概念;深股通;融资融券
32,17,688322,688322.SH,人形机器人;同花顺新质50;MLOps概念;智能座舱;英伟达概念;新型工业化;机器视觉;传感器;无人驾驶;虚拟现实;芯片概念;消费电子概念;东数西算(算力);机器人概念;阿里巴巴概念;华为概念;元宇宙;3D打印;人脸识别;移动支付;专精特新;新能源汽车;数字孪生;虚拟数字人;空间计算;人工智能;蚂蚁集团概念;在线教育;粤港澳大湾区;智能物流;沪股通;融资融券
