所属概念数量,股票代码,所属概念,market_code,code
20,300159.SZ,成飞概念;航空发动机;专精特新;商业航天;可控核聚变;大飞机;卫星导航;军工;军民融合;无人机;海工装备;股权转让(并购重组);核电;农机;新疆振兴;低空经济;西部大开发;国企改革;乡村振兴;摘帽,33,300159
14,603881.SH,算力租赁;云计算;东数西算(算力);中国AI 50;国资云;数据中心(AIDC);腾讯概念;百度概念;阿里巴巴概念;液冷服务器;蚂蚁集团概念;国企改革;沪股通;融资融券,17,603881
21,301489.SZ,AI手机;富士康概念;AI眼镜;液冷服务器;AI PC;消费电子概念;无线充电;小米概念;华为概念;专精特新;比亚迪概念;小米汽车;新能源汽车;汽车热管理;智能家居;机器人概念;储能;石墨烯;一带一路;深股通;融资融券,33,301489
11,301368.SZ,减速器;人形机器人;农机;机器人概念;飞行汽车(eVTOL);低空经济;新能源汽车;智能座舱;专精特新;深股通;融资融券,33,301368
17,300806.SZ,PCB概念;光刻胶;富士康概念;苹果概念;柔性屏(折叠屏);消费电子概念;汽车电子;无线耳机;专精特新;特斯拉概念;新能源汽车;华为概念;石墨烯;虚拟现实;储能;氢能源;深股通,33,300806
11,002823.SZ,汽车热管理;特斯拉概念;新能源汽车;比亚迪概念;无人驾驶;人民币贬值受益;机器人概念;燃料电池;锂电池概念;风电;深股通,33,002823
13,300477.SZ,区块链;电力物联网;ST板块;金属镍;锂电池概念;光伏概念;比亚迪概念;充电桩;智能电网;新能源汽车;储能;金属铜;小金属概念,33,300477
16,301231.SZ,AI视频;短剧游戏;ChatGPT概念;在线教育;AIGC概念;文化传媒概念;AI应用;阿里巴巴概念;AI智能体;IP经济(谷子经济);DeepSeek概念;人工智能;跨境电商;三胎概念;西部大开发;融资融券,33,301231
9,688112.SH,芯片概念;苹果概念;英伟达概念;专精特新;华为概念;粤港澳大湾区;人民币贬值受益;沪股通;融资融券,17,688112
5,603216.SH,参股银行;工业互联网;智能家居;芯片概念;沪股通,17,603216
18,300935.SZ,空间计算;信创;数字孪生;AI智能体;AI应用;数据要素;人工智能;DeepSeek概念;职业教育;建筑节能;装配式建筑;房屋检测;新型城镇化;数据中心(AIDC);一带一路;光伏概念;风电;融资融券,33,300935
11,002221.SZ,俄乌冲突概念;页岩气;天然气;跨境电商;氢能源;碳纤维;石墨烯;燃料电池;核电;深股通;融资融券,33,002221
18,301510.SZ,新型工业化;传感器;机器视觉;工业母机;专精特新;高端装备;机器人概念;物联网;芯片概念;工业互联网;智能物流;粤港澳大湾区;先进封装;职业教育;创投;污水处理;深股通;融资融券,33,301510
16,300719.SZ,军民融合;军工信息化;成飞概念;大飞机;碳纤维;飞行汽车(eVTOL);军工;低空经济;信创;京津冀一体化;无人机;高端装备;商业航天;专精特新;虚拟现实;航空发动机,33,300719
25,600831.SH,国资云;智慧政务;知识产权保护;数字乡村;智慧城市;数据确权;腾讯概念;文化传媒概念;百度概念;DeepSeek概念;短剧游戏;人工智能;互联网金融;PPP概念;东数西算(算力);华为概念;智能家居;算力租赁;数据中心(AIDC);5G;乡村振兴;国企改革;农村电商;西部大开发;摘帽,17,600831
14,688298.SH,禽流感;猴痘概念;肝炎概念;生物疫苗;基因测序;芬太尼;宠物经济;动物疫苗;智能医疗;医疗器械概念;食品安全;人民币贬值受益;沪股通;融资融券,17,688298
9,600367.SH,固态电池;锂电池概念;钠离子电池;小金属概念;国企改革;西部大开发;玻璃基板;沪股通;融资融券,17,600367
5,600971.SH,煤炭概念;高股息精选;国企改革;沪股通;融资融券,17,600971
20,002324.SZ,军工;碳纤维;PEEK材料;商业航天;低空经济;卫星导航;脑机接口;6G概念;专精特新;机器人概念;新能源汽车;储能;长三角一体化;毫米波雷达;钠离子电池;锂电池概念;固态电池;消费电子概念;深股通;融资融券,33,002324
11,001282.SZ,小米汽车;华为汽车;减速器;机器人概念;人形机器人;新能源汽车;特斯拉概念;专精特新;小米概念;比亚迪概念;融资融券,33,001282
29,300045.SZ,军工信息化;卫星导航;军民融合;大飞机;商业航天;成飞概念;时空大数据;军工;无人机;网络安全;低空经济;车联网(车路协同);数字孪生;6G概念;智慧城市;虚拟现实;飞行汽车(eVTOL);无人驾驶;人工智能;工业互联网;毫米波雷达;独角兽概念;农机;京津冀一体化;消费电子概念;芯片概念;创投;深股通;融资融券,33,300045
12,600284.SH,新型城镇化;水利;建筑节能;算力租赁;自由贸易港;车联网(车路协同);创投;国企改革;上海自贸区;证金持股;沪股通;融资融券,17,600284
33,600410.SH,云计算;网络安全;东数西算(算力);华为鲲鹏;信创;智慧政务;百度概念;抖音概念(字节概念);阿里巴巴概念;数据中心(AIDC);腾讯概念;AI智能体;时空大数据;数据要素;AIGC概念;元宇宙;区块链;AI应用;华为概念;智慧城市;安防;在线教育;DeepSeek概念;人工智能;军工;工业互联网;芯片概念;无线耳机;京津冀一体化;创投;一带一路;沪股通;融资融券,17,600410
13,300947.SZ,租售同权;IP经济(谷子经济);物业管理;旅游概念;新型城镇化;建筑节能;AI应用;人工智能;元宇宙;DeepSeek概念;ChatGPT概念;空间计算;融资融券,33,300947
13,300059.SZ,期货概念;互联网保险;互联网金融;区块链;AI应用;证金持股;AIGC概念;数据要素;DeepSeek概念;同花顺漂亮100;人工智能;深股通;融资融券,33,300059
13,002850.SZ,减速器;PEEK材料;人形机器人;特斯拉概念;机器人概念;新能源汽车;比亚迪概念;宁德时代概念;固态电池;锂电池概念;储能;深股通;融资融券,33,002850
27,600480.SH,汽车热管理;华为汽车;人形机器人;长安汽车概念;小米汽车;飞行汽车(eVTOL);特斯拉概念;无人驾驶;新能源汽车;传感器;比亚迪概念;低空经济;商业航天;小米概念;核电;水利;储能;宁德时代概念;液冷服务器;锂电池概念;京津冀一体化;雄安新区;地下管网;国企改革;央企国企改革;沪股通;融资融券,17,600480
5,600161.SH,肝炎概念;国企改革;央企国企改革;沪股通;融资融券,17,600161
22,300003.SZ,猴痘概念;肝炎概念;创新药;减肥药;医美概念;仿制药一致性评价;流感;养老概念;医药电商;智能医疗;民营医院;脑机接口;医疗器械概念;AIGC概念;牙科医疗;参股保险;京津冀一体化;人工智能;血氧仪;智能穿戴;深股通;融资融券,33,300003
7,601368.SH,新型城镇化;地下管网;国企改革;污水处理;西部大开发;数据要素;智慧城市,17,601368
13,688004.SH,网络安全;数据安全;信创;华为鲲鹏;华为概念;数字孪生;数据要素;人工智能;多模态AI;AIGC概念;在线教育;文化传媒概念;融资融券,17,688004
11,000426.SZ,金属铅;金属锌;黄金概念;金属铜;金属镍;金属钴;小金属概念;西部大开发;深股通;融资融券;俄乌冲突概念,33,000426
2,603036.SH,天然气;俄乌冲突概念,17,603036
7,600707.SH,OLED;人民币贬值受益;融资融券;国企改革;西部大开发;玻璃基板;沪股通,17,600707
10,001336.SZ,新型城镇化;污水处理;垃圾分类;共同富裕示范区;创投;固废处理;碳中和;专精特新;氢能源;储能,33,001336
9,300549.SZ,家用电器;医疗器械概念;长安汽车概念;机器人概念;海峡两岸;减速器;比亚迪概念;新能源汽车;特斯拉概念,33,300549
10,300076.SZ,ST板块;智慧城市;安防;虚拟现实;国企改革;智能电网;专精特新;MicroLED概念;MiniLED;OLED,33,300076
13,601026.SH,丙烯酸;碳纤维;风电;注册制次新股;海工装备;储能;新能源汽车;锂电池概念;专精特新;光伏概念;芯片概念;新股与次新股;融资融券,17,601026
7,300904.SZ,海工装备;减速器;风电;新能源汽车;西部大开发;绿色电力;融资融券,33,300904
9,300777.SZ,碳纤维;军民融合;商业航天;军工;无人机;人形机器人;专精特新;融资融券;深股通,33,300777
11,688114.SH,基因测序;脑机接口;智能医疗;AI智能体;合成生物;机器人概念;医疗器械概念;AI应用;重组蛋白;沪股通;融资融券,17,688114
7,002513.SZ,染料;草甘膦;生态农业;人民币贬值受益;光伏概念;TOPCON电池;绿色电力,33,002513
9,002412.SZ,流感;仿制药一致性评价;肝炎概念;医药电商;幽门螺杆菌概念;创新药;农业种植;参股银行;融资融券,33,002412
15,688288.SH,EDR概念;车联网(车路协同);智慧城市;数据要素;星闪概念;人工智能;物联网;两轮车;腾讯概念;汽车热管理;无人驾驶;专精特新;智能座舱;汽车电子;融资融券,17,688288
13,688052.SH,汽车芯片;先进封装;MCU芯片;芯片概念;消费电子概念;汽车电子;传感器;物联网;人形机器人;新能源汽车;机器人概念;沪股通;融资融券,17,688052
20,688167.SH,光纤概念;共封装光学(CPO);光刻机;存储芯片;先进封装;OLED;MicroLED概念;芯片概念;消费电子概念;可控核聚变;3D打印;MR(混合现实);智能座舱;无人驾驶;机器视觉;虚拟现实;医美概念;西部大开发;沪股通;融资融券,17,688167
21,002085.SZ,两轮车;共同富裕示范区;独角兽概念;飞行汽车(eVTOL);航空发动机;低空经济;碳纤维;同花顺新质50;一体化压铸;华为汽车;无人机;碳中和;海工装备;特斯拉概念;新能源汽车;风电;比亚迪概念;锂电池概念;融资融券;深股通;5G,33,002085
13,603386.SH,人形机器人;毫米波雷达;比亚迪概念;小米概念;机器人概念;汽车电子;华为概念;5G;卫星导航;PCB概念;医疗器械概念;共封装光学(CPO);光纤概念,17,603386
17,300102.SZ,卫星导航;商业航天;军工;福建自贸区;海峡两岸;光伏概念;汽车电子;消费电子概念;芯片概念;智能家居;人脸识别;家用电器;第三代半导体;共封装光学(CPO);MicroLED概念;MiniLED;深股通,33,300102
5,605599.SH,高股息精选;国企改革;IP经济(谷子经济);黄金概念;沪股通,17,605599
13,300011.SZ,高铁;人工智能;语音技术;低空经济;一带一路;高端装备;空气能热泵;机器人概念;汽车热管理;国企改革;储能;动力电池回收;高压快充,33,300011
9,600892.SH,网络游戏;手机游戏;创投;粤港澳大湾区;文化传媒概念;短剧游戏;抖音概念(字节概念);国企改革;摘帽,17,600892
31,002886.SZ,PEEK材料;人形机器人;毫米波雷达;小米概念;PCB概念;先进封装;富士康概念;3D打印;特斯拉概念;新型烟草(电子烟);华为汽车;机器人概念;芯片概念;5G;小米汽车;新能源汽车;华为概念;碳纤维;专精特新;粤港澳大湾区;石墨烯;无人机;低空经济;军工;6G概念;商业航天;光伏概念;合成生物;核电;特高压;深股通,33,002886
13,300693.SZ,数据中心(AIDC);高压快充;虚拟电厂;充电桩;换电概念;储能;宁德时代概念;比亚迪概念;专精特新;新能源汽车;锂电池概念;深股通;融资融券,33,300693
13,301389.SZ,PET铜箔;富士康概念;苹果概念;消费电子概念;汽车电子;智能穿戴;智能座舱;专精特新;新能源汽车;海峡两岸;股权转让(并购重组);深股通;融资融券,33,301389
16,002166.SZ,禽流感;合成生物;啤酒概念;宠物经济;工业大麻;农业种植;参股银行;乡村振兴;西部大开发;代糖概念;人民币贬值受益;专精特新;新型烟草(电子烟);股权转让(并购重组);深股通;融资融券,33,002166
7,600594.SH,医药电商;流感;创新药;民营医院;医美概念;西部大开发;融资融券,17,600594
7,002910.SZ,网红经济;乳业;宠物经济;生态农业;乡村振兴;西部大开发;国企改革,33,002910
3,600381.SH,白酒概念;ST板块;西部大开发,22,600381
13,300593.SZ,芯片概念;5G;数据中心(AIDC);卫星导航;商业航天;比亚迪概念;专精特新;信创;储能;军工;军民融合;融资融券;深股通,33,300593
14,300709.SZ,柔性屏(折叠屏);消费电子概念;无线耳机;智能穿戴;液冷服务器;AI眼镜;智能音箱;比亚迪概念;共封装光学(CPO);特斯拉概念;机器人概念;减速器;深股通;融资融券,33,300709
5,301303.SZ,物联网;专精特新;新能源汽车;深股通;融资融券,33,301303
23,300199.SZ,华为概念;粤港澳大湾区;CRO概念;区块链;人民币贬值受益;人工智能;智能医疗;创投;细胞免疫治疗;医疗器械概念;减肥药;幽门螺杆菌概念;辅助生殖;工业大麻;深股通;融资融券;合成生物;猴痘概念;创新药;三胎概念;肝炎概念;流感;仿制药一致性评价,33,300199
9,600848.SH,上海国企改革;自由贸易港;国企改革;独角兽概念;上海自贸区;创投;氢能源;融资融券;沪股通,17,600848
9,600834.SH,上海国企改革;物业管理;国企改革;光伏建筑一体化;碳交易;绿色电力;无人驾驶;充电桩;股权转让(并购重组),17,600834
6,600780.SH,绿色电力;风电;国企改革;证金持股;沪股通;融资融券,17,600780
10,688083.SH,数字孪生;信创;鸿蒙概念;新型工业化;AI应用;职业教育;人工智能;智能电网;沪股通;融资融券,17,688083
9,300705.SZ,医药电商;创新药;流感;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;维生素;CRO概念;深股通,33,300705
6,300841.SZ,动物疫苗;生物疫苗;合成生物;西部大开发;融资融券;深股通,33,300841
3,603697.SH,预制菜;西部大开发;沪股通,17,603697
4,688108.SH,医疗器械概念;专精特新;沪股通;融资融券,17,688108
8,688314.SH,牙科医疗;医美概念;医疗器械概念;西部大开发;PEEK材料;3D打印;专精特新;融资融券,17,688314
9,002208.SZ,独角兽概念;租售同权;新型城镇化;创投;养老概念;长三角一体化;物业管理;国企改革;深股通,33,002208
12,600256.SH,煤化工概念;煤炭概念;页岩气;俄乌冲突概念;天然气;新疆振兴;碳中和;氢能源;西部大开发;一带一路;融资融券;沪股通,17,600256
18,300676.SZ,基因测序;猴痘概念;肝炎概念;智能医疗;辅助生殖;阿尔茨海默概念;三胎概念;流感;合成生物;医疗器械概念;数据要素;区块链;创投;医药电商;粤港澳大湾区;一带一路;深股通;融资融券,33,300676
16,000981.SZ,减速器;华为汽车;智能物流;西部大开发;高端装备;汽车拆解概念;无人驾驶;新能源汽车;比亚迪概念;物联网;阿里巴巴概念;汽车电子;芯片概念;深股通;先进封装;融资融券,33,000981
32,688207.SH,MLOps概念;空间计算;人脸识别;华为昇腾;多模态AI;信创;智慧政务;机器视觉;元宇宙;AIGC概念;AI智能体;百度概念;数据要素;AI应用;安防;车联网(车路协同);AI PC;智慧城市;虚拟现实;华为概念;机器人概念;人工智能;无人驾驶;高铁;DeepSeek概念;无人机;消费电子概念;互联网金融;智能穿戴;军工;体育产业;融资融券,17,688207
