所属概念数量,股票代码,所属概念,market_code,code
14,300398.SZ,存储芯片;光纤概念;中芯国际概念;先进封装;第三代半导体;光刻胶;OLED;芯片概念;电子纸;光伏概念;新能源汽车;深股通;玻璃基板;融资融券,33,300398
6,301056.SZ,中俄贸易概念;新型城镇化;一带一路;物联网;人脸识别;融资融券,33,301056
6,000655.SZ,金属铜;小金属概念;钒电池;国企改革;深股通;融资融券,33,000655
4,600984.SH,一带一路;西部大开发;国企改革;沪股通,17,600984
27,002527.SZ,减速器;数字孪生;区块链;新型工业化;阿里巴巴概念;智能物流;长安汽车概念;人形机器人;工业互联网;空气能热泵;机器视觉;工业母机;机器人概念;物联网;高端装备;新能源汽车;燃料电池;比亚迪概念;海工装备;大飞机;数据中心(AIDC);液冷服务器;锂电池概念;深股通;芯片概念;股权转让(并购重组);融资融券,33,002527
6,002293.SZ,高股息精选;三胎概念;网红经济;深股通;融资融券;智能家居,33,002293
6,600520.SH,先进封装;芯片概念;股权转让(并购重组);机器人概念;国企改革;沪股通,17,600520
7,002531.SZ,氢能源;海工装备;风电;绿色电力;深股通;储能;融资融券,33,002531
31,300624.SZ,AI视频;ChatGPT概念;多模态AI;AIGC概念;Web3.0;虚拟数字人;云办公;百度概念;数据安全;短剧游戏;AI应用;AI智能体;信创;阿里巴巴概念;鸿蒙概念;元宇宙;DeepSeek概念;人工智能;物联网;虚拟现实;华为概念;网红经济;创投;机器人概念;智能家居;同花顺新质50;一带一路;人民币贬值受益;西部大开发;融资融券;深股通,33,300624
13,600874.SH,证金持股;PPP概念;固废处理;国企改革;污水处理;雄安新区;地下管网;绿色电力;京津冀一体化;储能;机器人概念;沪股通;融资融券,17,600874
6,600992.SH,国企改革;国产航母;西部大开发;海工装备;军工;商业航天,17,600992
12,603293.SH,小米汽车;注册制次新股;无人驾驶;智能座舱;新能源汽车;专精特新;毫米波雷达;汽车电子;MCU芯片;汽车芯片;新股与次新股;融资融券,17,603293
10,000807.SZ,俄乌冲突概念;西部大开发;国企改革;央企国企改革;燃料电池;碳交易;工业互联网;深股通;融资融券;新能源汽车,33,000807
21,002506.SZ,HJT电池;BC电池;TOPCON电池;钙钛矿电池;光伏建筑一体化;光热发电;钒电池;绿色电力;光伏概念;碳中和;碳交易;储能;华为数字能源;雄安新区;蚂蚁集团概念;区块链;数字经济;空气能热泵;华为概念;深股通;融资融券,33,002506
12,300355.SZ,化债概念(AMC概念);生态农业;新型城镇化;土壤修复;PPP概念;一带一路;碳中和;西部大开发;碳交易;足球概念;深股通;融资融券,33,300355
10,600515.SH,免税店;自由贸易港;海南自贸区;物业管理;土地流转;国企改革;跨境电商;低空经济;融资融券;沪股通,17,600515
11,603869.SH,ST板块;西部大开发;ETC;物联网;数字经济;人工智能;智慧城市;DeepSeek概念;华为概念;多模态AI;算力租赁,22,603869
17,002153.SZ,区块链;腾讯概念;AI应用;云计算;移动支付;AI智能体;抖音概念(字节概念);阿里巴巴概念;DeepSeek概念;ERP概念;人工智能;跨境支付(CIPS);京津冀一体化;旅游概念;证金持股;深股通;融资融券,33,002153
9,600737.SH,农业种植;新疆振兴;乡村振兴;国企改革;央企国企改革;西部大开发;沪股通;融资融券;中字头股票,17,600737
13,603418.SH,注册制次新股;一体化压铸;小米汽车;华为汽车;宁德时代概念;机器人概念;无人驾驶;特斯拉概念;新能源汽车;比亚迪概念;小米概念;新股与次新股;融资融券,17,603418
4,920177.BJ,新能源汽车;专精特新;新股与次新股;融资融券,151,920177
6,300025.SZ,元宇宙;虚拟现实;华为概念;IP经济(谷子经济);5G;融资融券,33,300025
15,002004.SZ,转基因;毛发医疗;医药电商;仿制药一致性评价;民营医院;创新药;医美概念;煤化工概念;细胞免疫治疗;三胎概念;旅游概念;西部大开发;氟化工概念;深股通;融资融券,33,002004
21,000777.SZ,核污染防治;高端装备;核电;商业航天;可控核聚变;安防;水利;一带一路;燃料电池;储能;氢能源;央企国企改革;国企改革;抽水蓄能;幽门螺杆菌概念;超超临界发电;天然气;煤化工概念;融资融券;深股通;中字头股票,33,000777
10,603267.SH,共封装光学(CPO);汽车电子;芯片概念;卫星导航;商业航天;专精特新;军工;京津冀一体化;融资融券;沪股通,17,603267
6,600054.SH,旅游概念;参股券商;国企改革;区块链;DeepSeek概念;沪股通,17,600054
13,920186.BJ,存储芯片;量子科技;5G;中字头股票;国家大基金持股;中芯国际概念;第三代半导体;芯片概念;专精特新;新股与次新股;融资融券;国企改革;2026一季报预增,151,920186
6,600369.SH,期货概念;国企改革;西部大开发;融资融券;股权转让(并购重组);沪股通,17,600369
9,002532.SZ,俄乌冲突概念;钠离子电池;新疆振兴;2026一季报预增;锂电池概念;西部大开发;2026中报预增;融资融券;深股通,33,002532
6,300215.SZ,柔性直流输电;智能电网;特高压;核电;储能;深股通,33,300215
21,605069.SH,智谱AI;水利;元宇宙;土壤修复;智慧城市;碳中和;新型城镇化;AI智能体;AIGC概念;人工智能;污水处理;数字经济;数字孪生;雄安新区;乡村振兴;PPP概念;京津冀一体化;IP经济(谷子经济);物业管理;旅游概念;机器人概念,17,605069
10,600386.SH,文化传媒概念;物业管理;京津冀一体化;汽车拆解概念;独角兽概念;国企改革;动力电池回收;新能源汽车;充电桩;融资融券,17,600386
5,002948.SZ,高股息精选;跨境支付(CIPS);一带一路;融资融券;深股通,33,002948
11,920682.BJ,光纤概念;海工装备;军工;金属铜;风电;融资融券;特高压;核电;光伏概念;充电桩;专精特新,151,920682
16,600598.SH,大豆;粮食概念;玉米;农业种植;土地流转;生态农业;俄乌冲突概念;化肥;高股息精选;乡村振兴;黑龙江自贸区;参股银行;国企改革;区块链;沪股通;融资融券,17,600598
15,301175.SZ,固废处理;乡村振兴;碳中和;一带一路;国企改革;人工智能;生物质能发电;绿色电力;海峡两岸;华为概念;专精特新;商业航天;深股通;中字头股票;融资融券,33,301175
17,601139.SH,天然气;证金持股;绿色电力;POE胶膜;国企改革;深圳国企改革;氢能源;DeepSeek概念;华为数字能源;燃料电池;智慧城市;沪股通;融资融券;百度概念;固态电池;光伏概念;数据中心(AIDC),17,601139
9,688247.SH,流感;维生素;仿制药一致性评价;创新药;CRO概念;上海国企改革;国企改革;沪股通;融资融券,17,688247
4,688016.SH,医疗器械概念;专精特新;沪股通;融资融券,17,688016
28,603888.SH,知识产权保护;AI视频;虚拟数字人;AI语料;在线教育;AIGC概念;文化传媒概念;Web3.0;AI应用;元宇宙;数据确权;多模态AI;数据要素;AI智能体;数字经济;区块链;DeepSeek概念;京津冀一体化;人工智能;阿里巴巴概念;云计算;数据安全;网络安全;乡村振兴;创投;国企改革;沪股通;融资融券,17,603888
3,001215.SZ,三胎概念;海峡两岸;预制菜,33,001215
19,300383.SZ,算力租赁;MLOps概念;华为昇腾;云计算;东数西算(算力);华为鲲鹏;数据中心(AIDC);抖音概念(字节概念);百度概念;液冷服务器;区块链;AIGC概念;华为概念;数字经济;DeepSeek概念;工业互联网;京津冀一体化;深股通;融资融券,33,300383
14,001319.SZ,一体化压铸;华为汽车;飞行汽车(eVTOL);人形机器人;汽车热管理;低空经济;机器人概念;特斯拉概念;新能源汽车;比亚迪概念;中俄贸易概念;粤港澳大湾区;一带一路;储能,33,001319
34,601727.SH,智能电网;充电桩;可控核聚变;虚拟电厂;核电;储能;华为概念;特高压;高端装备;工业互联网;大飞机;光伏概念;核污染防治;独角兽概念;氢能源;航空发动机;超导概念;风电;机器人概念;燃料电池;钒电池;特斯拉概念;锂电池概念;人形机器人;固废处理;超超临界发电;化债概念(AMC概念);固态电池;国企改革;工业母机;上海国企改革;减速器;沪股通;融资融券,17,601727
51,002065.SZ,DRG/DIP;智慧政务;智谱AI;AI应用;华为鲲鹏;AI智能体;ChatGPT概念;百度概念;数据安全;数据要素;区块链;腾讯概念;鸿蒙概念;信创;抖音概念(字节概念);云计算;数字乡村;华为昇腾;互联网金融;华为欧拉;网络安全;元宇宙;DeepSeek概念;人脸识别;智慧城市;人工智能;车联网(车路协同);跨境支付(CIPS);数字孪生;智能医疗;算力租赁;工业互联网;东数西算(算力);虚拟现实;华为概念;水利;低空经济;数据中心(AIDC);无人驾驶;养老概念;军民融合;乡村振兴;卫星导航;储能;旅游概念;华为数字能源;传感器;新疆振兴;芯片概念;深股通;融资融券,33,002065
6,600221.SH,自由贸易港;海南自贸区;雄安新区;融资融券;股权转让(并购重组);沪股通,17,600221
13,002219.SZ,民营医院;养老概念;三胎概念;西部大开发;智能医疗;创新药;AI应用;DeepSeek概念;人工智能;AI智能体;机器人概念;深股通;融资融券,33,002219
24,301262.SZ,短剧游戏;文化传媒概念;IP经济(谷子经济);AIGC概念;在线教育;AI应用;抖音概念(字节概念);DeepSeek概念;腾讯概念;人工智能;数字经济;旅游概念;智慧政务;数字乡村;养老概念;数字孪生;语音技术;人脸识别;宠物经济;国企改革;虚拟现实;东数西算(算力);深股通;融资融券,33,301262
6,603311.SH,PM2.5;新能源汽车;家用电器;专精特新;大飞机;人民币贬值受益,17,603311
22,000607.SZ,NFT概念;文化传媒概念;职业教育;知识产权保护;短剧游戏;虚拟数字人;在线教育;三胎概念;共同富裕示范区;AI应用;数字经济;数据确权;托育服务;快手概念;创投;蚂蚁集团概念;国企改革;百度概念;阿里巴巴概念;长三角一体化;低空经济;融资融券,33,000607
9,600819.SH,建筑节能;钙钛矿电池;光伏概念;新能源汽车;比亚迪概念;上海自贸区;国企改革;上海国企改革;沪股通,17,600819
1,002763.SZ,跨境电商,33,002763
2,600159.SH,京津冀一体化;国企改革,17,600159
18,688567.SH,钠离子电池;动力电池回收;两轮车;固态电池;锂电池概念;飞行汽车(eVTOL);储能;人形机器人;高压快充;机器人概念;低空经济;人民币贬值受益;新能源汽车;无人机;数据中心(AIDC);国企改革;沪股通;融资融券,17,688567
19,002358.SZ,柔性直流输电;智能电网;特高压;风电;核电;充电桩;垃圾分类;储能;数据中心(AIDC);一带一路;智慧灯杆;高压快充;国企改革;光伏概念;商业航天;智能物流;机器人概念;新能源汽车;深股通,33,002358
17,600308.SH,环氧丙烷;生物质能发电;一带一路;智能物流;绿色电力;数字经济;AI应用;DeepSeek概念;元宇宙;数据要素;数字孪生;AI语料;工业互联网;新型工业化;光伏概念;沪股通;融资融券,17,600308
35,300793.SZ,星闪概念;智能家居;智能音箱;换电概念;车联网(车路协同);脑机接口;虚拟现实;语音技术;人工智能;华为概念;机器人概念;人民币贬值受益;无人机;鸿蒙概念;小米概念;阿里巴巴概念;创投;新型工业化;智能穿戴;机器视觉;元宇宙;一带一路;储能;血氧仪;无线耳机;医疗器械概念;消费电子概念;空间计算;AI眼镜;汽车电子;两轮车;苹果概念;芯片概念;粤港澳大湾区;深股通,33,300793
22,603773.SH,MicroLED概念;PET铜箔;先进封装;MiniLED;柔性屏(折叠屏);OLED;共封装光学(CPO);消费电子概念;光刻机;6G概念;汽车电子;存储芯片;智能穿戴;芯片概念;钙钛矿电池;小米概念;华为概念;商业航天;卫星导航;锂电池概念;玻璃基板;沪股通,17,603773
6,603273.SH,装配式建筑;水泥概念;氢能源;机器人概念;新型工业化;融资融券,17,603273
6,920351.BJ,融资融券;中韩自贸区;一带一路;航运概念;跨境电商;统一大市场,151,920351
8,920906.BJ,比亚迪概念;机器人概念;长安汽车概念;融资融券;无人驾驶;智能座舱;高端装备;新能源汽车,151,920906
7,001212.SZ,芯片概念;有机硅概念;先进封装;粤港澳大湾区;装配式建筑;深股通;股权转让(并购重组),33,001212
10,600717.SH,统一大市场;航运概念;自由贸易港;旅游概念;天津自贸区;国企改革;雄安新区;京津冀一体化;沪股通;融资融券,17,600717
16,300562.SZ,三胎概念;养老概念;无人零售;体育产业;医疗器械概念;智能医疗;血氧仪;AI应用;人工智能;区块链;人民币贬值受益;华为概念;传感器;智能穿戴;无线耳机;芯片概念,33,300562
25,600502.SH,高股息精选;同花顺中特估100;物业管理;房屋检测;装配式建筑;PPP概念;乡村振兴;新型城镇化;雅下水电概念;国企改革;水利;土壤修复;新疆振兴;建筑节能;雄安新区;污水处理;一带一路;抽水蓄能;绿色电力;数字经济;光伏建筑一体化;低空经济;智能电网;沪股通;融资融券,17,600502
18,002517.SZ,电子竞技;手机游戏;网络游戏;NFT概念;IP经济(谷子经济);AIGC概念;AI应用;元宇宙;区块链;人工智能;腾讯概念;数字经济;鸿蒙概念;虚拟现实;华为概念;AI眼镜;深股通;融资融券,33,002517
10,300305.SZ,PET铜箔;OLED;BC电池;光伏概念;锂电池概念;专精特新;新能源汽车;虚拟电厂;PCB概念;比亚迪概念,33,300305
6,601163.SH,人民币贬值受益;新能源汽车;军工;大飞机;沪股通;融资融券,17,601163
23,000030.SZ,飞行汽车(eVTOL);长安汽车概念;华为汽车;汽车热管理;低空经济;参股保险;小米汽车;车联网(车路协同);换电概念;动力电池回收;无人驾驶;新能源汽车;国企改革;比亚迪概念;宁德时代概念;小米概念;储能;证金持股;智能座舱;锂电池概念;汽车电子;深股通;融资融券,33,000030
5,002982.SZ,养鸡;猪肉;预制菜;冷链物流;乡村振兴,33,002982
29,600170.SH,参股券商;证金持股;上海国企改革;水泥概念;PPP概念;乡村振兴;物业管理;地下管网;国企改革;装配式建筑;新型城镇化;雄安新区;房屋检测;土壤修复;水利;一带一路;绿色电力;光伏建筑一体化;DeepSeek概念;碳中和;人工智能;数字孪生;黄金概念;核电;低空经济;机器人概念;数据中心(AIDC);融资融券;沪股通,17,600170
31,603927.SH,跨境支付(CIPS);AIGC概念;AI应用;区块链;鸿蒙概念;数据要素;智慧政务;互联网保险;AI智能体;数字乡村;数字货币;华为鲲鹏;DeepSeek概念;百度概念;信创;数据安全;人工智能;阿里巴巴概念;腾讯概念;国资云;智能医疗;网络安全;车联网(车路协同);乡村振兴;工业互联网;国企改革;华为概念;新型工业化;中字头股票;融资融券;沪股通,17,603927
9,301229.SZ,华为汽车;减速器;机器人概念;小米汽车;特斯拉概念;新能源汽车;华为概念;小米概念;融资融券,33,301229
12,300507.SZ,汽车热管理;比亚迪概念;新能源汽车;飞行汽车(eVTOL);华为汽车;传感器;低空经济;高压快充;芯片概念;股权转让(并购重组);深股通;融资融券,33,300507
28,000701.SZ,物联网;车联网(车路协同);军工信息化;海峡两岸;无人机;智慧城市;无人零售;低空经济;石墨烯;小米概念;专精特新;智能物流;创投;数字经济;福建自贸区;小米汽车;互联网金融;华为汽车;一带一路;Web3.0;AIGC概念;统一大市场;国企改革;MiniLED;金属镍;小金属概念;IP经济(谷子经济);金属铜,33,000701
5,601990.SH,期货概念;国企改革;创投;沪股通;融资融券,17,601990
11,603330.SH,芯片概念;共封装光学(CPO);消费电子概念;汽车电子;光伏概念;POE胶膜;华为概念;比亚迪概念;专精特新;股权转让(并购重组);融资融券,17,603330
12,605299.SH,足球概念;冰雪产业;体育产业;跨境电商;养老概念;海峡两岸;AIGC概念;人工智能;DeepSeek概念;鸿蒙概念;华为概念;沪股通,17,605299
24,688561.SH,华为欧拉;华为鲲鹏;数字货币;数据安全;鸿蒙概念;AI应用;信创;AIGC概念;AI智能体;区块链;云计算;网络安全;跨境支付(CIPS);DeepSeek概念;数字经济;人工智能;车联网(车路协同);国资云;物联网;星闪概念;量子科技;军工;沪股通;融资融券,17,688561
11,000920.SZ,盐湖提锂;芯片概念;液冷服务器;央企国企改革;净水概念;西部大开发;污水处理;参股银行;国企改革;参股券商;深股通,33,000920
23,002460.SZ,盐湖提锂;金属钴;小金属概念;动力电池回收;固态电池;化肥;锂电池概念;同花顺漂亮100;燃料电池;储能;光伏概念;比亚迪概念;深股通;融资融券;无线耳机;特斯拉概念;无人机;消费电子概念;新能源汽车;低空经济;充电桩;长安汽车概念;人形机器人,33,002460
10,000670.SZ,存储芯片;芯片概念;小米概念;虚拟现实;无人机;机器人概念;海峡两岸;智能家居;人民币贬值受益;深股通,33,000670
5,000545.SZ,钛白粉概念;磷化工;锂电池概念;股权转让(并购重组);融资融券,33,000545
11,600676.SH,汽车拆解概念;自由贸易港;冷链物流;统一大市场;上海国企改革;上海自贸区;国企改革;比亚迪概念;融资融券;股权转让(并购重组);沪股通,17,600676
22,300482.SZ,芬太尼;基因测序;猴痘概念;流感;宠物经济;辅助生殖;肝炎概念;智能医疗;工业大麻;幽门螺杆菌概念;AI应用;医药电商;三胎概念;DeepSeek概念;医疗器械概念;食品安全;腾讯概念;人工智能;粤港澳大湾区;芯片概念;深股通;融资融券,33,300482
9,920418.BJ,商业航天;减速器;机器人概念;融资融券;军工;新能源汽车;国企改革;军民融合;专精特新,151,920418
10,603010.SH,OLED;PCB概念;芯片概念;比亚迪概念;新能源汽车;磷化工;锂电池概念;合成生物;融资融券;沪股通,17,603010
7,601002.SH,高铁;海峡两岸;核电;新能源汽车;长三角一体化;沪股通;融资融券,17,601002
9,600558.SH,水利;西部大开发;国企改革;海工装备;核电;超超临界发电;军工;可控核聚变;沪股通,17,600558
14,301551.SZ,短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;在线教育;智能医疗;抖音概念(字节概念);百度概念;人工智能;国企改革;智能音箱;华为概念;深股通;融资融券,33,301551
5,603676.SH,维生素;仿制药一致性评价;三胎概念;西部大开发;沪股通,17,603676
16,002721.SZ,互联网金融;AI应用;数字货币;区块链;移动支付;数字经济;人工智能;DeepSeek概念;AI智能体;智慧政务;阿里巴巴概念;国企改革;黄金概念;小金属概念;3D打印;深股通,33,002721
8,301592.SZ,存储芯片;芯片概念;无人机;军工;军工信息化;西部大开发;深股通;融资融券,33,301592
11,002100.SZ,猪肉;动物疫苗;禽流感;预制菜;玉米;宠物经济;新疆振兴;国企改革;西部大开发;深股通;融资融券,33,002100
8,600648.SH,自由贸易港;物业管理;国企改革;跨境电商;创投;上海自贸区;沪股通;融资融券,17,600648
13,301042.SZ,人脸识别;算力租赁;DeepSeek概念;智慧城市;人工智能;安防;跨境电商;智能家居;机器人概念;机器视觉;人民币贬值受益;深股通;融资融券,33,301042
10,300946.SZ,工业母机;人形机器人;新型工业化;机器人概念;高端装备;专精特新;海峡两岸;跨境电商;深股通;融资融券,33,300946
7,301205.SZ,共封装光学(CPO);5G;芯片概念;数据中心(AIDC);人民币贬值受益;深股通;融资融券,33,301205
10,920475.BJ,一带一路;虚拟现实;数字孪生;金属铜;智能物流;AIGC概念;融资融券;机器人概念;无人驾驶;专精特新,151,920475
11,002522.SZ,光纤概念;传感器;专精特新;5G;PVDF概念;华为概念;长三角一体化;共同富裕示范区;国企改革;深股通;融资融券,33,002522
1,301088.SZ,融资融券,33,301088
22,002960.SZ,人工智能;智慧城市;跨境电商;安防;物联网;快手概念;智能家居;新型城镇化;阿里巴巴概念;机器视觉;无人机;机器人概念;传感器;人形机器人;核电;氢能源;储能;数据中心(AIDC);芯片概念;MCU芯片;融资融券;深股通,33,002960
17,002073.SZ,参股银行;智能物流;一带一路;知识产权保护;数字经济;证金持股;生物质能发电;工业互联网;绿色电力;物联网;机器视觉;锂电池概念;宁德时代概念;传感器;固态电池;深股通;融资融券,33,002073
7,603558.SH,冰雪产业;足球概念;高股息精选;体育产业;光伏建筑一体化;绿色电力;人民币贬值受益,17,603558
24,300691.SZ,MicroLED概念;虚拟现实;消费电子概念;智能穿戴;机器视觉;汽车电子;毫米波雷达;智能座舱;比亚迪概念;AI眼镜;新能源汽车;机器人概念;无人驾驶;安防;华为概念;物联网;元宇宙;无人机;车联网(车路协同);智慧城市;人工智能;智能物流;深股通;融资融券,33,300691
29,688262.SH,汽车芯片;MCU芯片;存储芯片;国家大基金持股;先进封装;芯片概念;无线充电;汽车电子;智能座舱;商业航天;东数西算(算力);星闪概念;量子科技;物联网;智能电网;无人驾驶;安防;网络安全;比亚迪概念;车联网(车路协同);信创;数据安全;电子身份证;数字货币;鸿蒙概念;长安汽车概念;AI PC;沪股通;融资融券,17,688262
11,000408.SZ,金属铜;黄金概念;小金属概念;盐湖提锂;化肥;锂电池概念;西部大开发;国企改革;2026中报预增;融资融券;深股通,33,000408
10,603508.SH,高股息精选;高铁;车联网(车路协同);安防;机器视觉;无人驾驶;无人机;5G;沪股通;融资融券,17,603508
6,000045.SZ,粤港澳大湾区;虚拟现实;深圳国企改革;国企改革;OLED;深股通,33,000045
10,301607.SZ,第三代半导体;高压快充;小米概念;比亚迪概念;专精特新;小米汽车;新能源汽车;充电桩;深股通;融资融券,33,301607
17,300350.SZ,中俄贸易概念;跨境电商;广东自贸区;数字经济;数据要素;创投;智慧城市;智能物流;统一大市场;碳中和;时空大数据;一带一路;物联网;航运概念;粤港澳大湾区;军工;卫星导航,33,300350
23,002090.SZ,电力物联网;虚拟电厂;智能电网;换电概念;智慧城市;信创;光伏建筑一体化;智慧政务;安防;储能;人工智能;数字经济;垃圾分类;核电;风电;建筑节能;数据中心(AIDC);碳中和;华为概念;机器人概念;氢能源;5G;股权转让(并购重组),33,002090
5,001202.SZ,一带一路;统一大市场;粤港澳大湾区;新疆振兴;航运概念,33,001202
12,601949.SH,NFT概念;文化传媒概念;知识产权保护;虚拟数字人;同花顺中特估100;国企改革;数字经济;数据要素;一带一路;沪股通;中字头股票;融资融券,17,601949
41,300012.SZ,高铁;海工装备;医疗器械概念;人工智能;低空经济;数字经济;宠物经济;食品安全;星闪概念;无人机;商业航天;车联网(车路协同);核电;房屋检测;水利;航运概念;网络安全;基因测序;华为概念;物联网;核污染防治;机器人概念;土壤修复;新能源汽车;互联网金融;雅下水电概念;数据中心(AIDC);小米概念;辅助生殖;碳中和;流感;CRO概念;猴痘概念;创新药;汽车电子;芯片概念;汽车芯片;PCB概念;先进封装;深股通;融资融券,33,300012
11,300514.SZ,智慧灯杆;物联网;智能家居;电力物联网;粤港澳大湾区;智能电网;充电桩;虚拟电厂;传感器;5G;芯片概念,33,300514
27,301213.SZ,军工信息化;军民融合;航空发动机;数字孪生;电子身份证;卫星导航;军工;Web3.0;商业航天;信创;高端装备;机器视觉;低空经济;物联网;无人机;人工智能;专精特新;AI应用;机器人概念;区块链;虚拟现实;传感器;东数西算(算力);西部大开发;第三代半导体;深股通;融资融券,33,301213
12,002859.SZ,PCB概念;PET铜箔;消费电子概念;超导概念;可控核聚变;专精特新;宁德时代概念;固态电池;锂电池概念;一带一路;深股通;融资融券,33,002859
11,688249.SH,汽车芯片;MCU芯片;OLED;芯片概念;MiniLED;MicroLED概念;消费电子概念;量子科技;国企改革;沪股通;融资融券,17,688249
8,920278.BJ,养老概念;智能医疗;阿里巴巴概念;跨境电商;宠物经济;人民币贬值受益;融资融券;医疗器械概念,151,920278
24,300712.SZ,虚拟电厂;抽水蓄能;绿色电力;智能电网;风电;电力物联网;柔性直流输电;区块链;核电;充电桩;储能;网络安全;福建自贸区;DeepSeek概念;一带一路;创投;特高压;工业互联网;海峡两岸;数据中心(AIDC);光伏概念;宁德时代概念;融资融券;深股通,33,300712
24,002182.SZ,小金属概念;无人机;军工;飞行汽车(eVTOL);3D打印;低空经济;商业航天;特斯拉概念;比亚迪概念;宁德时代概念;一体化压铸;机器人概念;华为概念;5G;消费电子概念;苹果概念;华为汽车;长安汽车概念;氢能源;富士康概念;央企国企改革;国企改革;深股通;融资融券,33,002182
16,002438.SZ,航空发动机;无人机;商业航天;军工;核电;液冷服务器;海工装备;可控核聚变;芯片概念;军民融合;风电;超超临界发电;燃料电池;氢能源;深股通;融资融券,33,002438
6,920701.BJ,专精特新;智能穿戴;融资融券;小米概念;华为概念;消费电子概念,151,920701
7,000761.SZ,特钢概念;煤化工概念;国企改革;央企国企改革;绿色电力;深股通;融资融券,33,000761
12,002481.SZ,预制菜;化肥;人造肉;网红经济;宠物经济;合成生物;跨境电商;国企改革;一带一路;绿色电力;深股通;融资融券,33,002481
14,600151.SH,军民融合;军工;汽车热管理;比亚迪概念;新能源汽车;光伏概念;上海自贸区;央企国企改革;人民币贬值受益;TOPCON电池;绿色电力;国企改革;融资融券;沪股通,17,600151
4,605055.SH,减速器;共同富裕示范区;机器人概念;长三角一体化,17,605055
9,301102.SZ,文化传媒概念;AIGC概念;小红书概念;数字经济;数据要素;腾讯概念;抖音概念(字节概念);华为概念;融资融券,33,301102
8,002267.SZ,天然气;证金持股;地下管网;国企改革;西部大开发;氢能源;深股通;融资融券,33,002267
15,688380.SH,存储芯片;汽车芯片;MCU芯片;芯片概念;消费电子概念;汽车电子;传感器;小米概念;专精特新;机器人概念;人形机器人;华为汽车;长安汽车概念;沪股通;融资融券,17,688380
38,601929.SH,AI视频;短剧游戏;文化传媒概念;在线教育;AIGC概念;智慧政务;云计算;AI应用;时空大数据;AI智能体;数据要素;数据安全;网络安全;数字乡村;数字孪生;IP经济(谷子经济);DeepSeek概念;智慧城市;人工智能;物联网;车联网(车路协同);智能医疗;算力租赁;虚拟现实;安防;东数西算(算力);食品安全;旅游概念;低空经济;乡村振兴;数据中心(AIDC);卫星导航;国企改革;5G;参股银行;芯片概念;融资融券;沪股通,17,601929
14,600479.SH,医药电商;流感;仿制药一致性评价;肝炎概念;创新药;农业种植;高股息精选;三胎概念;国企改革;数字经济;DeepSeek概念;人工智能;工业互联网;沪股通,17,600479
11,300576.SZ,光刻胶;先进封装;OLED;第三代半导体;PCB概念;芯片概念;MicroLED概念;专精特新;粤港澳大湾区;深股通;融资融券,33,300576
8,688349.SH,绿色电力;氢能源;风电;DeepSeek概念;海工装备;数字经济;沪股通;融资融券,17,688349
7,688337.SH,芯片概念;量子科技;DeepSeek概念;跨境电商;2026中报预增;沪股通;融资融券,17,688337
14,600183.SH,PCB概念;先进封装;共封装光学(CPO);存储芯片;MiniLED;芯片概念;5G;汽车电子;毫米波雷达;商业航天;华为概念;新能源汽车;沪股通;融资融券,17,600183
27,603466.SH,AI视频;手机游戏;ChatGPT概念;空间计算;虚拟数字人;AIGC概念;NFT概念;数字孪生;文化传媒概念;数据要素;IP经济(谷子经济);百度概念;元宇宙;数字经济;抖音概念(字节概念);DeepSeek概念;旅游概念;网红经济;人形机器人;乡村振兴;机器人概念;虚拟现实;华为概念;MR(混合现实);商业航天;融资融券;沪股通,17,603466
3,000789.SZ,水泥概念;国企改革;融资融券,33,000789
9,002210.SZ,生物质能发电;固废处理;统一大市场;绿色电力;粤港澳大湾区;PPP概念;深股通;融资融券;股权转让(并购重组),33,002210
5,300967.SZ,养鸡;乡村振兴;西部大开发;绿色电力;融资融券,33,300967
17,000513.SZ,生物疫苗;创新药;仿制药一致性评价;重组蛋白;减肥药;流感;辅助生殖;猴痘概念;宠物经济;基因测序;智能医疗;横琴新区;DeepSeek概念;AI应用;深股通;融资融券;AI智能体,33,000513
9,688552.SH,军工信息化;军民融合;军工;低空经济;专精特新;央企国企改革;国企改革;沪股通;融资融券,17,688552
35,000156.SZ,短剧游戏;文化传媒概念;虚拟数字人;IP经济(谷子经济);AI应用;AIGC概念;AI智能体;旅游概念;DeepSeek概念;养老概念;多模态AI;数字乡村;智慧政务;腾讯概念;阿里巴巴概念;抖音概念(字节概念);数字经济;人工智能;智慧城市;乡村振兴;网络安全;信创;车联网(车路协同);国企改革;算力租赁;物联网;虚拟现实;智能家居;东数西算(算力);机器人概念;智能音箱;5G;深股通;融资融券;低空经济,33,000156
14,002277.SZ,第三代半导体;NMN概念;芯片概念;机器人概念;农村电商;免税店;跨境电商;参股银行;乡村振兴;互联网金融;深股通;融资融券;证金持股;股权转让(并购重组),33,002277
23,688381.SH,汽车芯片;共封装光学(CPO);AI手机;芯片概念;AI眼镜;5G;汽车电子;消费电子概念;传感器;智能座舱;数据中心(AIDC);小米概念;虚拟现实;比亚迪概念;专精特新;安防;海峡两岸;人形机器人;小米汽车;机器人概念;人民币贬值受益;沪股通;融资融券,17,688381
