所属概念数量,market_code,股票代码,所属概念,code
13,33,301185.SZ,数据要素;在线教育;华为鲲鹏;AIGC概念;数字水印;数据安全;多模态AI;人工智能;虚拟现实;AI应用;数据中心;国企改革;融资融券,301185
21,17,600710.SH,央企国企改革;土壤修复;可降解塑料;固废处理;污水处理;光伏概念;储能;新能源汽车;人民币贬值受益;数据中心;光伏建筑一体化;国企改革;华为数字能源;机器人概念;工业互联网;乡村振兴;创投;航运概念;阿里巴巴概念;沪股通;融资融券,600710
23,33,000665.SZ,短剧游戏;文化传媒概念;数据确权;在线教育;元宇宙;国资云;腾讯概念;AI智能体;智慧政务;数据要素;云计算;数字乡村;算力租赁;人工智能;智慧城市;虚拟现实;华为概念;物业管理;数据中心;国企改革;5G;深股通;融资融券,000665
34,33,300542.SZ,数字货币;跨境支付(CIPS);互联网金融;财税数字化;鸿蒙概念;数据要素;信创;华为鲲鹏;智慧城市;区块链;Web3.0;网络安全;华为欧拉;华为昇腾;云计算;军工信息化;百度概念;DeepSeek概念;低空经济;虚拟数字人;人工智能;元宇宙;军民融合;商业航天;NFT概念;军工;华为概念;同花顺新质50;数据中心;华为海思概念股;一带一路;AI应用;深股通;股权转让(并购重组),300542
39,33,000070.SZ,F5G概念;光纤概念;共封装光学(CPO);6G概念;成飞概念;军工信息化;5G;卫星导航;军工;数据中心;大飞机;无人机;深圳国企改革;东数西算(算力);低空经济;算力租赁;华为概念;国资云;特高压;高铁;智慧灯杆;光伏概念;传感器;信创;百度概念;阿里巴巴概念;抖音概念(字节概念);一带一路;智慧城市;腾讯概念;粤港澳大湾区;人工智能;创投;智能电网;国企改革;绿色电力;物业管理;深股通;摘帽,000070
6,33,301071.SZ,培育钻石;第三代半导体;芯片概念;海峡两岸;深股通;融资融券,301071
8,33,002299.SZ,养鸡;预制菜;参股银行;食品安全;海峡两岸;2025年报预增;深股通;融资融券,002299
6,33,301025.SZ,知识产权保护;文化传媒概念;IP经济(谷子经济);抖音概念(字节概念);华为概念;融资融券,301025
10,22,600289.SH,ST板块;黑龙江自贸区;智能物流;工业互联网;东数西算(算力);智慧城市;车联网(车路协同);网络安全;数据安全;人工智能,600289
29,33,002400.SZ,快手概念;小红书概念;短剧游戏;AIGC概念;AI应用;抖音概念(字节概念);文化传媒概念;云计算;阿里巴巴概念;腾讯概念;百度概念;数据要素;元宇宙;国资云;区块链;DeepSeek概念;职业教育;IP经济(谷子经济);人工智能;体育产业;数据中心;跨境电商;横琴新区;创投;粤港澳大湾区;长安汽车概念;国企改革;深股通;融资融券,002400
7,17,600732.SH,BC电池;TOPCON电池;光伏概念;光伏建筑一体化;风电;沪股通;融资融券,600732
16,33,002227.SZ,钒电池;虚拟电厂;换电概念;人工智能;智能电网;高压快充;储能;风电;粤港澳大湾区;充电桩;核电;阿里巴巴概念;比亚迪概念;数据中心;柔性直流输电;特高压,002227
27,33,300687.SZ,华为盘古;财税数字化;华为欧拉;ChatGPT概念;ERP概念;华为鲲鹏;华为昇腾;多模态AI;信创;AI智能体;AIGC概念;鸿蒙概念;DeepSeek概念;人工智能;智能医疗;华为概念;C2M概念;工业互联网;创投;机器人概念;新型工业化;粤港澳大湾区;AI应用;宁德时代概念;PCB概念;融资融券;深股通,300687
11,33,301141.SZ,稀土永磁;5G;消费电子概念;智能音箱;专精特新;机器人概念;2025年报预增;新能源汽车;一带一路;深股通;融资融券,301141
12,17,688030.SH,数据安全;信创;网络安全;AI智能体;阿里巴巴概念;DeepSeek概念;华为概念;工业互联网;比亚迪概念;AI应用;芯片概念;融资融券,688030
3,17,600333.SH,天然气;国企改革;融资融券,600333
10,17,688719.SH,可控核聚变;数据中心;华为概念;智能电网;比亚迪概念;储能;新能源汽车;燃料电池;西部大开发;融资融券,688719
11,33,300421.SZ,减速器;人形机器人;工业母机;卫星导航;机器人概念;新能源汽车;高端装备;高铁;海工装备;风电;深股通,300421
7,17,603040.SH,汽车热管理;新能源汽车;比亚迪概念;长安汽车概念;专精特新;污水处理;沪股通,603040
7,17,600032.SH,绿色电力;抽水蓄能;风电;氢能源;国企改革;沪股通;融资融券,600032
13,33,300394.SZ,共封装光学(CPO);光纤概念;先进封装;5G;英伟达概念;数据中心;无人驾驶;同花顺新质50;华为概念;专精特新;人民币贬值受益;深股通;融资融券,300394
3,151,920792.BJ,小金属概念;融资融券;专精特新,920792
18,17,600010.SH,稀土永磁;特钢概念;氟化工概念;雅下水电概念;人工智能;回购增持再贷款概念;西部大开发;数据中心;工业互联网;抽水蓄能;国企改革;风电;一带一路;储能;中俄贸易概念;证金持股;沪股通;融资融券,600010
23,33,002090.SZ,智能电网;电力物联网;虚拟电厂;风电;换电概念;核电;垃圾分类;光伏建筑一体化;储能;碳中和;建筑节能;氢能源;数据中心;机器人概念;智慧城市;安防;华为概念;数字经济;人工智能;5G;智慧政务;信创;股权转让(并购重组),002090
12,33,301225.SZ,PEEK材料;汽车热管理;华为汽车;新能源汽车;比亚迪概念;燃料电池;专精特新;车联网(车路协同);氢能源;医疗器械概念;深股通;融资融券,301225
15,33,300092.SZ,核污染防治;高端装备;核电;光伏概念;商业航天;军工;硅能源;氢能源;水利;超超临界发电;中俄贸易概念;一带一路;可降解塑料;西部大开发;天然气,300092
34,33,000938.SZ,东数西算(算力);网络安全;中国AI 50;国产操作系统;物联网;数据中心;英伟达概念;5G;车联网(车路协同);WiFi 6;阿里巴巴概念;数据安全;算力租赁;云计算;智慧政务;抖音概念(字节概念);人工智能;智慧城市;液冷服务器;机器人概念;数字孪生;AI智能体;DeepSeek概念;数据要素;国资云;芯片概念;数字乡村;AIGC概念;6G概念;储能;共封装光学(CPO);AI应用;深股通;融资融券,000938
15,17,688790.SH,科创次新股;WiFi 6;卫星导航;6G概念;商业航天;AI眼镜;汽车芯片;5G;芯片概念;智能穿戴;小米概念;华为概念;注册制次新股;新股与次新股;融资融券,688790
15,33,300066.SZ,稀土永磁;DeepSeek概念;数字经济;互联网金融;华为概念;智慧城市;工业互联网;净水概念;物联网;污水处理;2025年报预增;新型工业化;储能;深股通;融资融券,300066
34,33,301536.SZ,汽车芯片;芯片概念;汽车电子;AI眼镜;毫米波雷达;消费电子概念;传感器;小米概念;智能穿戴;机器视觉;星闪概念;专精特新;无人机;无人驾驶;新能源汽车;机器人概念;卫星导航;东数西算(算力);安防;低空经济;车联网(车路协同);虚拟现实;人脸识别;网络安全;智能家居;海峡两岸;数据安全;人工智能;腾讯概念;移动支付;多模态AI;福建自贸区;融资融券;深股通,301536
8,33,300810.SZ,军工;数据中心;海工装备;人工智能;芯片概念;机器人概念;专精特新;深股通,300810
19,17,688365.SH,小红书概念;拼多多概念;智谱AI;AIGC概念;AI应用;ChatGPT概念;云办公;ERP概念;AI智能体;抖音概念(字节概念);财税数字化;云计算;阿里巴巴概念;DeepSeek概念;人工智能;数字经济;跨境电商;沪股通;融资融券,688365
7,22,603268.SH,股权转让(并购重组);ST板块;高端装备;人民币贬值受益;海工装备;跨境电商;在线教育,603268
10,33,300082.SZ,固态电池;锂电池概念;宁德时代概念;污水处理;碳中和;新能源汽车;柔性屏(折叠屏);一带一路;深股通;融资融券,300082
11,17,688299.SH,专精特新;比亚迪概念;华为概念;MiniLED;固态电池;锂电池概念;储能;DeepSeek概念;POE胶膜;沪股通;融资融券,688299
1,17,600719.SH,国企改革,600719
14,33,002953.SZ,风电;高压快充;充电桩;储能;新能源汽车;机器人概念;数据中心;5G;家用电器;物联网;粤港澳大湾区;华为概念;东数西算(算力);深股通,002953
25,33,300250.SZ,云办公;Web3.0;华为鲲鹏;数据安全;信创;网络安全;AI智能体;智慧政务;鸿蒙概念;数字乡村;东数西算(算力);WiFi 6;人工智能;数字经济;虚拟现实;物联网;6G概念;卫星导航;华为概念;工业互联网;5G;AI应用;智能家居;F5G概念;共同富裕示范区,300250
19,17,600552.SH,商业航天;柔性屏(折叠屏);无线充电;OLED;芯片概念;消费电子概念;华为概念;光伏概念;先进封装;汽车电子;新能源汽车;固态电池;PCB概念;锂电池概念;有机硅概念;央企国企改革;国企改革;沪股通;融资融券,600552
24,33,300712.SZ,柔性直流输电;智能电网;虚拟电厂;电力物联网;特高压;抽水蓄能;风电;绿色电力;充电桩;储能;光伏概念;福建自贸区;核电;海峡两岸;数据中心;工业互联网;宁德时代概念;一带一路;创投;DeepSeek概念;区块链;网络安全;融资融券;深股通,300712
16,33,300836.SZ,苹果概念;新型工业化;PCB概念;机器视觉;传感器;新能源汽车;机器人概念;工业互联网;商业航天;2025年报预增;充电桩;人工智能;2025三季报预增;数字经济;绿色电力;民爆概念,300836
9,17,600593.SH,冰雪产业;旅游概念;IP经济(谷子经济);体育产业;参股银行;国企改革;露营经济;元宇宙;股权转让(并购重组),600593
26,33,300785.SZ,快手概念;Sora概念(文生视频);拼多多概念;AI语料;智谱AI;AIGC概念;ChatGPT概念;多模态AI;AI智能体;AI应用;抖音概念(字节概念);NFT概念;阿里巴巴概念;数据要素;腾讯概念;百度概念;鸿蒙概念;电子竞技;DeepSeek概念;人工智能;同花顺新质50;华为概念;京津冀一体化;小米概念;苹果概念;深股通,300785
10,33,002067.SZ,机器人概念;长三角一体化;创投;托育服务;数字经济;一带一路;光伏建筑一体化;绿色电力;深股通;融资融券,002067
19,17,688244.SH,数据安全;华为鲲鹏;财税数字化;网络安全;智谱AI;军工信息化;信创;云计算;数据要素;抖音概念(字节概念);DeepSeek概念;人工智能;商业航天;职业教育;军工;华为概念;专精特新;AI应用;融资融券,688244
26,33,300768.SZ,数字水印;数据安全;国产操作系统;信创;鸿蒙概念;华为鲲鹏;网络安全;智慧政务;云计算;财税数字化;AI智能体;腾讯概念;DeepSeek概念;人工智能;安防;物联网;东数西算(算力);ETC;华为概念;工业互联网;数据中心;新型工业化;5G;智能电网;深股通;融资融券,300768
7,33,300246.SZ,血氧仪;智能医疗;横琴新区;民营医院;医疗器械概念;三胎概念;智能穿戴,300246
11,17,603211.SH,毫米波雷达;卫星导航;特斯拉概念;机器人概念;比亚迪概念;无人驾驶;新能源汽车;专精特新;长三角一体化;智能家居;沪股通,603211
21,17,688599.SH,钙钛矿电池;TOPCON电池;BC电池;HJT电池;光伏概念;商业航天;光伏建筑一体化;虚拟电厂;储能;华为概念;DeepSeek概念;锂电池概念;东数西算(算力);氢能源;机器人概念;绿色电力;一带一路;智能家居;同花顺漂亮100;沪股通;融资融券,688599
11,17,605218.SH,智能家居;虚拟现实;MiniLED;长安汽车概念;汽车电子;智能座舱;消费电子概念;元宇宙;比亚迪概念;OLED;特斯拉概念,605218
11,17,603256.SH,PCB概念;华为手机;苹果概念;5G;消费电子概念;芯片概念;2025年报预增;专精特新;海峡两岸;华为概念;沪股通,603256
24,33,300337.SZ,商业航天;航空发动机;大飞机;国产航母;军工;3D打印;核污染防治;海工装备;华为手机;华为概念;富士康概念;高铁;消费电子概念;专精特新;比亚迪概念;小米概念;牙科医疗;特斯拉概念;汽车热管理;新能源汽车;宁德时代概念;医疗器械概念;深股通;融资融券,300337
8,17,688096.SH,污水处理;超导概念;人工智能;DeepSeek概念;东数西算(算力);算力租赁;云计算;融资融券,688096
15,33,002389.SZ,军民融合;军工;无人机;央企国企改革;低空经济;碳纤维;柔性屏(折叠屏);光伏概念;MiniLED;国企改革;人工智能;智能物流;人民币贬值受益;深股通;融资融券,002389
14,33,002547.SZ,一体化压铸;减速器;机器人概念;特斯拉概念;比亚迪概念;新能源汽车;储能;绿色电力;军工;5G;光伏概念;华为手机;深股通;融资融券,002547
5,33,300920.SZ,人形机器人;新能源汽车;机器人概念;三胎概念;融资融券,300920
11,33,301217.SZ,PET铜箔;PCB概念;宁德时代概念;固态电池;5G;锂电池概念;比亚迪概念;储能;国企改革;深股通;融资融券,301217
12,33,300661.SZ,汽车芯片;汽车电子;消费电子概念;芯片概念;无线耳机;传感器;OLED;专精特新;锂电池概念;人工智能;融资融券;深股通,300661
2,33,300915.SZ,IP经济(谷子经济);融资融券,300915
9,151,920056.BJ,固态电池;POE胶膜;3D打印;锂电池概念;钙钛矿电池;光伏概念;专精特新;新股与次新股;融资融券,920056
13,33,301007.SZ,减速器;人形机器人;汽车热管理;新能源汽车;机器人概念;专精特新;无人驾驶;无人机;燃料电池;氢能源;深股通;股权转让(并购重组);融资融券,301007
14,33,300748.SZ,稀土永磁;2025三季报预增;人形机器人;特斯拉概念;回购增持再贷款概念;低空经济;比亚迪概念;机器人概念;新能源汽车;风电;2025年报预增;绿色电力;融资融券;深股通,300748
25,33,300378.SZ,多模态AI;ChatGPT概念;AIGC概念;AI智能体;ERP概念;华为鲲鹏;抖音概念(字节概念);数据安全;阿里巴巴概念;百度概念;数据要素;DeepSeek概念;人工智能;数字经济;华为概念;AI应用;工业互联网;C2M概念;新型工业化;创投;芯片概念;海峡两岸;富士康概念;深股通;融资融券,300378
11,33,300488.SZ,航空发动机;工业母机;军民融合;减速器;人形机器人;专精特新;机器人概念;比亚迪概念;长三角一体化;共同富裕示范区;深股通,300488
6,17,603826.SH,钛白粉概念;福建自贸区;海峡两岸;专精特新;沪股通;融资融券,603826
31,33,301218.SZ,数据安全;智慧政务;阿里巴巴概念;时空大数据;数据要素;空间计算;网络安全;DeepSeek概念;人工智能;智慧城市;人脸识别;卫星导航;智能医疗;数据中心;华为概念;物联网;低空经济;智能电网;安防;无人机;水利;机器视觉;AI应用;传感器;共同富裕示范区;机器人概念;专精特新;一带一路;人形机器人;股权转让(并购重组);融资融券,301218
