股票代码,所属概念,market_code,code,所属概念数量
002049.SZ,汽车芯片;MCU芯片;存储芯片;第三代半导体;芯片概念;5G;消费电子概念;智能穿戴;汽车电子;共封装光学(CPO);卫星导航;商业航天;物联网;军工;ETC;车联网(车路协同);大飞机;数字货币;移动支付;人工智能;区块链;京津冀一体化;深股通;融资融券;同花顺漂亮100,33,002049,25
300797.SZ,大飞机;海工装备;核电;食品安全;一带一路;新能源汽车;职业教育;稀土永磁;京津冀一体化;国企改革;央企国企改革;光刻胶;深股通,33,300797,13
688459.SH,中俄贸易概念;黑龙江自贸区;国企改革;一带一路;高铁;人工智能;机器人概念;华为概念;专精特新;卫星导航;传感器;芯片概念;MCU芯片;融资融券,17,688459,15
603689.SH,天然气;高股息精选;国企改革;氢能源;换电概念,17,603689,5
600822.SH,统一大市场;上海国企改革;国企改革;上海自贸区;智能物流;数据要素;融资融券,17,600822,7
300725.SZ,CRO概念;创新药;合成生物;智能医疗;人民币贬值受益;人工智能;AI应用;深股通;融资融券,33,300725,9
002482.SZ,装配式建筑;国企改革;新型城镇化;建筑节能;深圳国企改革;光伏建筑一体化;智能家居;DeepSeek概念;粤港澳大湾区;深股通,33,002482,10
000927.SZ,统一大市场;水泥概念;冷链物流;中俄贸易概念;国企改革;高铁;央企国企改革;智能物流;一带一路;人工智能;充电桩;机器人概念;中字头股票;融资融券;深股通,33,000927,16
300827.SZ,绿色电力;储能;智能电网;光伏概念;氢能源;宁德时代概念;数据中心(AIDC);一带一路;可控核聚变;专精特新;融资融券;深股通,33,300827,12
603418.SH,注册制次新股;一体化压铸;小米汽车;华为汽车;宁德时代概念;机器人概念;无人驾驶;特斯拉概念;新能源汽车;比亚迪概念;小米概念;新股与次新股;融资融券,17,603418,13
601595.SH,上海国企改革;IP经济(谷子经济);网络游戏;手机游戏;文化传媒概念;乡村振兴;国企改革;抖音概念(字节概念);沪股通,17,601595,9
603617.SH,水利;共同富裕示范区;跨境电商;人民币贬值受益;机器人概念,17,603617,5
002648.SZ,煤化工概念;环氧丙烷;丙烯酸;POE胶膜;氢能源;三胎概念;锂电池概念;燃料电池;互联网金融;长三角一体化;融资融券;深股通;2026中报预增,33,002648,13
301019.SZ,染料;专精特新;POE胶膜;3D打印;消费电子概念;融资融券,33,301019,6
605199.SH,创新药;仿制药一致性评价;肝炎概念;医药电商;流感;三胎概念;幽门螺杆菌概念;海南自贸区;ST板块;专精特新,22,605199,10
920039.BJ,军工;碳交易;碳中和;区块链;人工智能;数据要素;国企改革;新型城镇化;融资融券,151,920039,9
300957.SZ,三胎概念;医美概念;跨境电商;创新药;西部大开发;医疗器械概念;智能医疗;创投;AI应用;人工智能;深股通;融资融券,33,300957,12
002562.SZ,丙烯酸;中俄贸易概念;合成生物;人民币贬值受益;维生素;NMN概念;长三角一体化;PEEK材料;仿制药一致性评价;小金属概念;深股通,33,002562,11
301320.SZ,物联网;无人机;智能家居;人工智能;语音技术;鸿蒙概念;小米概念;机器人概念;新型工业化;医疗器械概念;跨境电商;养老概念;汽车电子;PCB概念;融资融券,33,301320,15
603050.SH,金属回收;高压快充;智能电网;虚拟电厂;充电桩;储能;京津冀一体化;雄安新区;光伏概念;绿色电力;特斯拉概念;沪股通;融资融券,17,603050,13
300205.SZ,ST板块;财税数字化;跨境支付(CIPS);互联网金融;华为鲲鹏;区块链;ETC;移动支付;数据安全;数字货币;人工智能;网络安全;物联网;华为概念;量子科技;专精特新;5G,33,300205,17
000663.SZ,乡村振兴;土地流转;国企改革;碳中和;天然气;海峡两岸;央企国企改革;碳交易;绿色电力,33,000663,9
002757.SZ,算力租赁;云计算;东数西算(算力);网络安全;抖音概念(字节概念);数据中心(AIDC);腾讯概念;阿里巴巴概念;AIGC概念;AI智能体;华为概念;AI应用;数字经济;数字孪生;人工智能;专精特新;新型工业化;粤港澳大湾区;海峡两岸;工业母机;机器人概念;工业互联网;智能家居;中俄贸易概念;深股通,33,002757,25
001206.SZ,宠物经济;三胎概念;养老概念;跨境电商;京津冀一体化;一带一路;人民币贬值受益,33,001206,7
300705.SZ,医药电商;创新药;流感;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;维生素;CRO概念;深股通,33,300705,9
688186.SH,特钢概念;雅下水电概念;核电;高铁;大飞机;风电;海工装备;航空发动机;军工;储能;高端装备;专精特新;可控核聚变;人形机器人;芯片概念;绿色电力;沪股通;融资融券,17,688186,18
603948.SH,中俄贸易概念;共同富裕示范区;光伏概念;芯片概念;高股息精选,17,603948,5
920086.BJ,华为汽车;新能源汽车;比亚迪概念;华为概念;专精特新;新股与次新股;融资融券,151,920086,7
600316.SH,军民融合;大飞机;央企国企改革;乡村振兴;国企改革;军工;低空经济;高端装备;无人机;融资融券;沪股通,17,600316,11
603887.SH,算力租赁;东数西算(算力);腾讯概念;阿里巴巴概念;抖音概念(字节概念);数据中心(AIDC);华为概念;液冷服务器;PPP概念;融资融券;沪股通;股权转让(并购重组),17,603887,12
600962.SH,房屋检测;人民币贬值受益;芯片概念;智慧城市;工业互联网;中芯国际概念;央企国企改革;国企改革;沪股通;股权转让(并购重组),17,600962,10
300021.SZ,地下管网;乡村振兴;生态农业;农业种植;PPP概念;新型城镇化;土地流转;粮食概念;新疆振兴;水利;污水处理;土壤修复;西部大开发;京津冀一体化;雅下水电概念;一带一路;光伏建筑一体化;数字乡村;数字经济;DeepSeek概念;人工智能;智慧城市;AI应用;数字孪生;鸿蒙概念;物联网;数据安全;云计算;机器人概念;华为概念,33,300021,30
002641.SZ,地下管网;新型城镇化;京津冀一体化;水利;共同富裕示范区;天然气;光伏建筑一体化;机器人概念;储能;光伏概念;工业互联网;融资融券;深股通,33,002641,13
601222.SH,虚拟电厂;绿色电力;光伏建筑一体化;华为数字能源;风电;电力物联网;智能电网;储能;TOPCON电池;充电桩;东数西算(算力);蚂蚁集团概念;区块链;光伏概念;氢能源;量子科技;人工智能;物联网;华为概念;锂电池概念;低空经济;飞行汽车(eVTOL);沪股通;融资融券,17,601222,24
002594.SZ,超级品牌;同花顺漂亮100;盐湖提锂;钠离子电池;汽车拆解概念;深股通;融资融券;动力电池回收;碳交易;DeepSeek概念;锂电池概念;储能;充电桩;车联网(车路协同);粤港澳大湾区;同花顺出海50;机器人概念;高压快充;光伏概念;新能源汽车;无人驾驶;数据中心(AIDC);比亚迪概念;芯片概念,33,002594,24
603156.SH,创投;超级品牌;高股息精选;沪股通;融资融券,17,603156,5
920508.BJ,数字孪生;人工智能;AI应用;融资融券;机器人概念;物联网;固态电池;智能电网;特高压;无人机,151,920508,10
600853.SH,冰雪产业;体育产业;新型城镇化;旅游概念;雅下水电概念;农村电商;乡村振兴;PPP概念;生态农业;黑龙江自贸区;地下管网;一带一路;水利;国企改革;创投;智慧城市;商业航天;抽水蓄能,17,600853,18
600650.SH,网约车;自由贸易港;旅游概念;上海国企改革;数字经济;航运概念;上海自贸区;冷链物流;参股券商;国企改革;预制菜;无人驾驶;沪股通,17,600650,13
300253.SZ,DRG/DIP;AIGC概念;AI应用;ChatGPT概念;AI智能体;数据要素;鸿蒙概念;互联网保险;区块链;虚拟数字人;华为鲲鹏;阿里巴巴概念;腾讯概念;蚂蚁集团概念;信创;家庭医生;DeepSeek概念;人工智能;智慧城市;智能医疗;养老概念;华为概念;中国AI 50;融资融券;深股通,33,300253,25
920978.BJ,液冷服务器;融资融券;比亚迪概念;汽车电子;新能源汽车;长安汽车概念;汽车热管理;储能;小米汽车;机器人概念;传感器;专精特新,151,920978,12
000735.SZ,海南自贸区;生态农业;猪肉;宠物经济;乡村振兴;动物疫苗;自由贸易港;养鸡;冷链物流;统一大市场;职业教育;深股通;融资融券,33,000735,13
002472.SZ,减速器;机器人概念;高端装备;新能源汽车;比亚迪概念;智能家居;高铁;创投;绿色电力;融资融券;深股通,33,002472,11
000506.SZ,黄金概念;金属铜;小金属概念;一带一路;股权转让(并购重组);人民币贬值受益;国企改革;2026中报预增;深股通,33,000506,9
603000.SH,AI语料;知识产权保护;AIGC概念;数据确权;文化传媒概念;AI应用;区块链;智谱AI;数据要素;AI智能体;百度概念;国资云;蚂蚁集团概念;云办公;鸿蒙概念;DeepSeek概念;独角兽概念;数据安全;网络安全;人工智能;京津冀一体化;体育产业;算力租赁;创投;东数西算(算力);华为概念;国企改革;数据中心(AIDC);证金持股;沪股通;融资融券,17,603000,31
300452.SZ,合成生物;医美概念;专精特新,33,300452,3
300833.SZ,人民币贬值受益;专精特新;粤港澳大湾区;机器视觉;文化传媒概念;深股通,33,300833,6
301398.SZ,减速器;特斯拉概念;无人驾驶;专精特新;新能源汽车;一带一路;深股通;融资融券,33,301398,8
300251.SZ,短剧游戏;文化传媒概念;IP经济(谷子经济);AI视频;网络游戏;虚拟数字人;AIGC概念;AI应用;抖音概念(字节概念);DeepSeek概念;虚拟现实;英伟达概念;深股通;融资融券,33,300251,14
002282.SZ,中俄贸易概念;雄安新区;一带一路;国企改革;高铁;绿色电力,33,002282,6
688055.SH,电子纸;智能座舱;MiniLED;消费电子概念;新能源汽车;人民币贬值受益;芯片概念;一带一路;国企改革;沪股通;融资融券,17,688055,11
688049.SH,MCU芯片;芯片概念;AI眼镜;智能穿戴;无线耳机;消费电子概念;智能音箱;小米概念;星闪概念;专精特新;华为概念;物联网;语音技术;机器人概念;粤港澳大湾区;人工智能;独角兽概念;沪股通;融资融券,17,688049,19
603173.SH,共同富裕示范区;长三角一体化;专精特新;海工装备;一带一路;核电;氢能源;天然气;芯片概念;沪股通,17,603173,10
002373.SZ,AI应用;AIGC概念;AI智能体;蚂蚁集团概念;数据要素;元宇宙;多模态AI;百度概念;互联网金融;云计算;数字经济;阿里巴巴概念;DeepSeek概念;人脸识别;人工智能;数字孪生;时空大数据;车联网(车路协同);智慧城市;ETC;安防;低空经济;物联网;京津冀一体化;智能物流;跨境电商;水利;小米汽车;华为概念;体育产业;大飞机;无人机;无人驾驶;机器视觉;一带一路;东数西算(算力);雄安新区;商业航天;充电桩;数据中心(AIDC);小米概念;储能;毫米波雷达;足球概念;汽车电子;深股通;融资融券,33,002373,47
600736.SH,特色小镇;航空发动机;净水概念;新型城镇化;污水处理;工业母机;地下管网;乡村振兴;军民融合;水利;固废处理;参股银行;冰雪产业;旅游概念;建筑节能;国企改革;风电;大飞机;军工;证金持股;绿色电力;创投;商业航天;卫星导航;低空经济;虚拟电厂;医疗器械概念;华为概念;储能;华为数字能源;芯片概念;2026中报预增;沪股通;融资融券,17,600736,34
600630.SH,网红经济;三胎概念;跨境电商;物业管理;一带一路;上海自贸区;参股银行;国企改革;上海国企改革;融资融券,17,600630,10
002736.SZ,高股息精选;国企改革;深圳国企改革;融资融券;深股通,33,002736,5
300597.SZ,智慧政务;网络安全;车联网(车路协同);AI应用;军工信息化;DeepSeek概念;新型城镇化;创投;无人机;养老概念;军工;东数西算(算力);一带一路;数据中心(AIDC);5G,33,300597,15
001337.SZ,黄金概念;西部大开发;国企改革;2026中报预增;融资融券;深股通,33,001337,6
300919.SZ,盐湖提锂;钠离子电池;金属钴;动力电池回收;磷化工;固态电池;小金属概念;金属镍;金属回收;2026一季报预增;锂电池概念;宁德时代概念;储能;西部大开发;特斯拉概念;新能源汽车;低空经济;机器人概念;2026中报预增;深股通;融资融券,33,300919,21
601456.SH,国企改革;互联网金融;股权转让(并购重组);融资融券;沪股通,17,601456,5
301173.SZ,长安汽车概念;新能源汽车;比亚迪概念;汽车电子;融资融券,33,301173,5
002692.SZ,核电;智能电网;充电桩;专精特新;数字孪生;风电;新能源汽车;储能;光伏概念;国企改革;芯片概念,33,002692,11
300667.SZ,光纤概念;第三代半导体;芯片概念;可控核聚变;传感器;消费电子概念;钙钛矿电池;光伏概念;量子科技;商业航天;专精特新;军工;海工装备;数据中心(AIDC);安防;食品安全;虚拟现实;新型工业化;物联网;低空经济;智能电网;水利;工业互联网;医美概念;数字经济,33,300667,25
301607.SZ,第三代半导体;高压快充;小米概念;比亚迪概念;专精特新;小米汽车;新能源汽车;充电桩;深股通;融资融券,33,301607,10
603275.SH,减速器;新型工业化;机器人概念;专精特新;新能源汽车;工业互联网;物联网;风电;沪股通;融资融券,17,603275,10
300011.SZ,高铁;人工智能;语音技术;低空经济;一带一路;高端装备;空气能热泵;机器人概念;汽车热管理;国企改革;储能;动力电池回收;高压快充,33,300011,13
600153.SH,高股息精选;白酒概念;物业管理;新型城镇化;国企改革;一带一路;福建自贸区;DeepSeek概念;海峡两岸;沪股通;融资融券;小米汽车;金属铜;新能源汽车;光伏概念,17,600153,15
300142.SZ,生物疫苗;流感;创新药;合成生物;西部大开发;深股通;融资融券,33,300142,7
000893.SZ,化肥;供销社;一带一路;2026中报预增;融资融券;深股通,33,000893,6
301587.SZ,固态电池;锂电池概念;特斯拉概念;新能源汽车;储能;低空经济;商业航天;融资融券,33,301587,8
002613.SZ,建筑节能;高铁;装配式建筑;高端装备;苹果概念;钙钛矿电池;一带一路;光伏概念,33,002613,8
920351.BJ,融资融券;中韩自贸区;一带一路;航运概念;跨境电商;统一大市场,151,920351,6
688615.SH,财税数字化;AIGC概念;智慧政务;云计算;AI应用;抖音概念(字节概念);华为昇腾;数据安全;数据要素;AI智能体;鸿蒙概念;互联网金融;数字经济;人工智能;华为概念;机器人概念;沪股通;融资融券,17,688615,18
000935.SZ,创投;职业教育;西部大开发;水泥概念;辅助生殖;减肥药;CRO概念;深股通;融资融券,33,000935,9
002076.SZ,宁德时代概念;锂电池概念;新能源汽车;粤港澳大湾区;芯片概念;智能家居;储能;光伏概念;创投;网络安全;数据中心(AIDC);跨境电商;量子科技;数据安全;数据要素;云计算;绿色电力;智慧城市;摘帽,33,002076,19
603810.SH,合成生物;创投;钒电池;锂电池概念;钠离子电池;固态电池,17,603810,6
601901.SH,期货概念;证金持股;互联网金融;沪股通;融资融券,17,601901,5
002391.SZ,化肥;乡村振兴;人民币贬值受益,33,002391,3
920060.BJ,商业航天;一带一路;无人驾驶;毫米波雷达;共封装光学(CPO);充电桩;AI PC;机器人概念;融资融券;消费电子概念;汽车电子;家用电器;PCB概念,151,920060,13
001313.SZ,合成生物;数据要素;粤港澳大湾区;一带一路;乡村振兴;预制菜;2026中报预增;深股通,33,001313,8
000705.SZ,流感;仿制药一致性评价;医药电商;肝炎概念;民营医院;合成生物;阿尔茨海默概念;三胎概念;创新药;幽门螺杆菌概念;冷链物流;医疗器械概念;参股银行;共同富裕示范区;国企改革;数字经济,33,000705,16
002402.SZ,智能座舱;卫星导航;智能穿戴;小米概念;机器视觉;比亚迪概念;商业航天;军工;汽车电子;长安汽车概念;汽车热管理;物联网;机器人概念;语音技术;人形机器人;智能家居;5G;新型工业化;家用电器;人民币贬值受益;汽车芯片;芯片概念;粤港澳大湾区;人工智能;华为海思概念股;储能;AI智能体;DeepSeek概念;智能医疗;一带一路;第三代半导体;深股通;融资融券,33,002402,33
601200.SH,生物质能发电;碳交易;PPP概念;绿色电力;国企改革;上海国企改革;固废处理;垃圾分类;土壤修复;污水处理;上海自贸区;沪股通;融资融券,17,601200,13
920098.BJ,无人机;液冷服务器;低空经济;商业航天;新疆振兴;专精特新;高端装备;煤炭概念;高铁;风电;军工;军民融合;融资融券;西部大开发,151,920098,14
600658.SH,京津冀一体化;数字经济;数据要素;人工智能;云计算;创投;国企改革;量子科技;芯片概念;沪股通,17,600658,10
300364.SZ,AI视频;快手概念;AI语料;短剧游戏;智谱AI;ChatGPT概念;知识产权保护;AIGC概念;抖音概念(字节概念);多模态AI;虚拟数字人;NFT概念;Web3.0;百度概念;文化传媒概念;数据确权;腾讯概念;AI应用;阿里巴巴概念;AI智能体;数据要素;元宇宙;在线教育;区块链;鸿蒙概念;数字乡村;IP经济(谷子经济);DeepSeek概念;数字经济;职业教育;人工智能;京津冀一体化;虚拟现实;华为概念;乡村振兴;同花顺出海50;深股通;融资融券,33,300364,38
300453.SZ,医疗器械概念;工业互联网,33,300453,2
600406.SH,虚拟电厂;电力物联网;抽水蓄能;柔性直流输电;智能电网;特高压;雅下水电概念;央企国企改革;核电;充电桩;换电概念;水利;同花顺漂亮100;量子科技;PPP概念;国企改革;储能;氢能源;证金持股;数据中心(AIDC);车联网(车路协同);一带一路;光伏概念;沪股通;融资融券;芯片概念;东数西算(算力),17,600406,27
300644.SZ,PEEK材料;人形机器人;飞行汽车(eVTOL);汽车热管理;碳纤维;机器人概念;特斯拉概念;家用电器;比亚迪概念;无人机;低空经济;高铁;新能源汽车;有机硅概念;高端装备;专精特新;3D打印;可降解塑料;小米概念;毫米波雷达;两轮车;5G;储能;充电桩;特高压,33,300644,25
605500.SH,共同富裕示范区,17,605500,1
603007.SH,储能;新型城镇化;PPP概念;新能源汽车;机器人概念;传感器;汽车芯片;沪股通;无人驾驶;低空经济;摘帽;股权转让(并购重组),17,603007,12
688562.SH,军工信息化;大飞机;数据要素;信创;网络安全;卫星导航;军工;DeepSeek概念;商业航天;华为概念;央企国企改革;数据中心(AIDC);国企改革;沪股通;融资融券,17,688562,15
002859.SZ,PCB概念;PET铜箔;消费电子概念;超导概念;可控核聚变;专精特新;宁德时代概念;固态电池;锂电池概念;一带一路;深股通;融资融券,33,002859,12
600755.SH,参股券商;航运概念;统一大市场;高股息精选;养老概念;参股银行;国企改革;期货概念;中俄贸易概念;医疗器械概念;福建自贸区;一带一路;智能医疗;DeepSeek概念;海峡两岸;风电;动力电池回收;锂电池概念;小金属概念;华为数字能源;沪股通;融资融券,17,600755,22
688232.SH,AI应用;虚拟数字人;鸿蒙概念;数据要素;智慧政务;智谱AI;AI智能体;区块链;百度概念;数字经济;DeepSeek概念;云计算;阿里巴巴概念;腾讯概念;人工智能;智慧城市;MLOps概念;房屋检测;华为概念;沪股通;融资融券,17,688232,21
301208.SZ,数字货币;蚂蚁集团概念;信创;云计算;鸿蒙概念;网络安全;数据要素;阿里巴巴概念;腾讯概念;AI智能体;互联网金融;东数西算(算力);数字经济;AI应用;人工智能;跨境支付(CIPS);DeepSeek概念;华为概念;数据中心(AIDC);商业航天;深股通;融资融券,33,301208,22
300112.SZ,新型工业化;人工智能;机器人概念;物联网;专精特新;机器视觉;军工;华为概念;新能源汽车;工业母机;氢能源;传感器;核电;光热发电;毫米波雷达;太赫兹,33,300112,16
688410.SH,医疗器械概念;智能医疗;专精特新;西部大开发;沪股通;融资融券,17,688410,6
603165.SH,污水处理;参股银行;高股息精选;长三角一体化;传感器;芯片概念;2026中报预增,17,603165,7
603062.SH,碳中和;专精特新;海工装备;光伏概念;储能;风电;高股息精选;沪股通;融资融券,17,603062,9
300155.SZ,食品安全;物业管理;语音技术;智慧城市;区块链;AI应用;人脸识别;DeepSeek概念;智能家居;安防,33,300155,10
002356.SZ,共享单车;天然气;数字经济;氢能源;绿色电力;风电;充电桩;深股通,33,002356,8
920720.BJ,专精特新;特斯拉概念;比亚迪概念;新能源汽车;融资融券;家用电器;5G;华为汽车;小米概念;宁德时代概念;富士康概念;减速器,151,920720,12
600536.SH,华为欧拉;电子身份证;智慧政务;数据安全;华为鲲鹏;云计算;财税数字化;信创;国产操作系统;数字经济;网络安全;智慧城市;阿里巴巴概念;人工智能;DeepSeek概念;水利;中国AI 50;京津冀一体化;机器人概念;华为概念;数据中心(AIDC);AI PC;低空经济;乡村振兴;商业航天;国企改革;央企国企改革;中字头股票;沪股通;融资融券,17,600536,30
603126.SH,生物质能发电;光热发电;绿色电力;光伏建筑一体化;储能;碳交易;固废处理;碳中和;央企国企改革;雄安新区;一带一路;京津冀一体化;工业互联网;建筑节能;国企改革;中字头股票;融资融券,17,603126,17
002302.SZ,装配式建筑;水泥概念;雄安新区;国企改革;西部大开发;新疆振兴;同花顺中特估100;一带一路;央企国企改革;数字经济;核电;风电;3D打印;深股通;融资融券,33,002302,15
605055.SH,减速器;共同富裕示范区;机器人概念;长三角一体化,17,605055,4
920118.BJ,储能;柔性直流输电;智能电网;新能源汽车;光伏概念;工业互联网;专精特新;融资融券,151,920118,9
002403.SZ,减速器;家用电器;共同富裕示范区;新型工业化;智能物流;跨境电商;C2M概念;人形机器人;机器人概念;独角兽概念;工业互联网;机器视觉;特斯拉概念;互联网保险;参股保险;土地流转,33,002403,16
920175.BJ,比亚迪概念;中俄贸易概念;3D打印;融资融券;风电;燃料电池;石墨电极;光伏概念;芯片概念;专精特新,151,920175,10
300988.SZ,新型工业化;充电桩;汽车热管理;专精特新;智能电网;机器人概念;光伏概念;比亚迪概念;小米概念;新能源汽车;数据中心(AIDC);储能;小米汽车;汽车电子;风电;一带一路;锂电池概念;融资融券,33,300988,18
002942.SZ,磷化工;乡村振兴,33,002942,2
300306.SZ,人工智能;人脸识别;专精特新;机器人概念;军工;华为概念;基因测序;充电桩;眼科医疗;汽车电子;OLED,33,300306,11
920405.BJ,数据中心(AIDC);工业互联网;融资融券;固态电池;储能,151,920405,5
301212.SZ,可降解塑料;共同富裕示范区;专精特新;消毒剂;锂电池概念;融资融券,33,301212,6
600758.SH,煤炭概念;绿色电力;风电;国企改革;沪股通;融资融券,17,600758,6
600809.SH,白酒概念;同花顺漂亮100;国企改革;沪股通;融资融券,17,600809,5
600579.SH,跨境电商;核污染防治;人民币贬值受益;新型工业化;机器人概念;新能源汽车;高端装备;低空经济;氢能源;飞行汽车(eVTOL);碳纤维;储能;国企改革;化肥;光热发电;央企国企改革;煤化工概念;中字头股票;股权转让(并购重组),17,600579,19
601231.SH,共封装光学(CPO);同花顺果指数;WiFi 6;苹果概念;5G;AI眼镜;汽车电子;芯片概念;消费电子概念;智能穿戴;无线耳机;智能座舱;新能源汽车;物联网;沪股通;融资融券;元宇宙;一带一路;医疗器械概念,17,601231,19
600999.SH,证金持股;国企改革;央企国企改革;沪股通;融资融券;2026中报预增,17,600999,6
000798.SZ,预制菜;参股保险;国企改革;央企国企改革;人工智能;中字头股票,33,000798,6
002867.SZ,高股息精选;IP经济(谷子经济);创投;黄金概念;深股通;融资融券,33,002867,6
601918.SH,煤炭概念;煤化工概念;超超临界发电;国企改革;央企国企改革;风电;沪股通;融资融券,17,601918,8
920970.BJ,融资融券;食品安全;专精特新;猪肉,151,920970,4
000599.SZ,一带一路;石墨烯;中韩自贸区;工业互联网;国企改革;军民融合;大飞机;新型工业化;机器人概念;军工;物联网;人民币贬值受益;长安汽车概念;新能源汽车;比亚迪概念;华为概念;超级品牌;股权转让(并购重组);深股通,33,000599,19
002773.SZ,创新药;阿尔茨海默概念;眼科医疗;合成生物;医疗器械概念;西部大开发;深股通;融资融券,33,002773,9
301309.SZ,共同富裕示范区;人民币贬值受益;智能家居;3D打印;专精特新;融资融券,33,301309,6
603529.SH,共享单车;两轮车;虚拟数字人;AIGC概念;钠离子电池;AI智能体;鸿蒙概念;人工智能;百度概念;抖音概念(字节概念);换电概念;新能源汽车;融资融券;沪股通,17,603529,14
001872.SZ,高股息精选;航运概念;同花顺中特估100;国企改革;央企国企改革;一带一路;融资融券;深股通;粤港澳大湾区,33,001872,9
688275.SH,钠离子电池;磷化工;固态电池;锂电池概念;宁德时代概念;储能;碳中和;充电桩;污水处理;比亚迪概念;新能源汽车;专精特新;沪股通;融资融券,17,688275,14
002420.SZ,农机;广东自贸区;医疗器械概念;家用电器;低空经济;飞行汽车(eVTOL);华为汽车;粤港澳大湾区;机器人概念;汽车热管理;华为概念;新能源汽车;比亚迪概念;锂电池概念;储能;充电桩;小米概念;人形机器人;宁德时代概念;光伏概念;富士康概念;股权转让(并购重组),33,002420,22
000818.SZ,算力租赁;云计算;东数西算(算力);数据中心(AIDC);英伟达概念;卫星导航;DeepSeek概念;5G;军工;人工智能;军民融合;创投;燃料电池;氢能源;芯片概念;国企改革;铜缆高速连接;共封装光学(CPO);环氧丙烷;存储芯片;深股通;2026中报预增;融资融券,33,000818,23
603406.SH,参股银行;一带一路;注册制次新股;新股与次新股;融资融券,17,603406,5
002313.SZ,智慧灯杆;智慧城市;东数西算(算力);阿里巴巴概念;物联网;数据中心(AIDC);车联网(车路协同);DeepSeek概念;华为概念;人工智能;工业互联网;粤港澳大湾区;充电桩;智能家居;新疆振兴;储能;机器人概念;小米概念;无人机;5G;卫星导航;比亚迪概念;国企改革;无人驾驶;智能座舱;汽车电子;股权转让(并购重组),33,002313,27
002238.SZ,文化传媒概念;短剧游戏;虚拟数字人;在线教育;养老概念;数据要素;AI智能体;智慧政务;腾讯概念;国资云;智慧城市;足球概念;网络安全;国企改革;算力租赁;数据中心(AIDC);5G;深股通;融资融券,33,002238,19
300700.SZ,光刻胶;第三代半导体;芯片概念;消费电子概念;专精特新;光伏概念;机器人概念;燃料电池;氢能源;深股通;融资融券,33,300700,11
300248.SZ,空间计算;华为鲲鹏;华为盘古;智慧政务;AI应用;AI语料;数据要素;元宇宙;鸿蒙概念;虚拟数字人;AI智能体;在线教育;人脸识别;移动支付;云计算;数字乡村;区块链;数字经济;智慧城市;数字货币;职业教育;网络安全;阿里巴巴概念;DeepSeek概念;蚂蚁集团概念;人工智能;物联网;虚拟现实;水利;算力租赁;机器人概念;养老概念;人形机器人;华为概念;创投;乡村振兴;食品安全;智能电网;深股通,33,300248,39
600892.SH,网络游戏;手机游戏;创投;粤港澳大湾区;文化传媒概念;短剧游戏;抖音概念(字节概念);国企改革;摘帽,17,600892,9
002060.SZ,抽水蓄能;绿色电力;PPP概念;高股息精选;国企改革;风电;水利;新型城镇化;乡村振兴;污水处理;一带一路;氢能源;智慧城市;储能;粤港澳大湾区;燃料电池;深股通;融资融券,33,002060,18
000090.SZ,租售同权;物业管理;深圳国企改革;新型城镇化;国企改革;人工智能;粤港澳大湾区;数字孪生;机器人概念;深股通;融资融券;装配式建筑;智慧城市,33,000090,13
920036.BJ,多模态AI;物联网;AI应用;AI智能体;新股与次新股;融资融券;人民币贬值受益,151,920036,7
300594.SZ,空气能热泵;农机;汽车热管理;高铁;数据中心(AIDC);风电;换电概念;烟草;新能源汽车;液冷服务器;充电桩;比亚迪概念;储能;低空经济;专精特新;飞行汽车(eVTOL);光伏概念;ST板块;芯片概念,33,300594,19
603898.SH,IP经济(谷子经济);智能家居,17,603898,2
300707.SZ,新型工业化;新能源汽车;储能;特斯拉概念;锂电池概念,33,300707,5
600993.SH,医药电商;仿制药一致性评价;创新药;眼科医疗;民营医院;基因测序;数字经济;沪股通;融资融券,17,600993,9
688811.SH,科创次新股;注册制次新股;卫星导航;商业航天;军工;核电;智能电网;央企国企改革;国企改革;芯片概念;消费电子概念;新股与次新股;融资融券,17,688811,15
301301.SZ,维生素;肝炎概念;合成生物;土地流转;农业种植;玉米;粮食概念;乡村振兴;智能医疗;西部大开发;新疆振兴;人工智能;深股通;融资融券,33,301301,14
600866.SH,玉米;代糖概念;合成生物;国企改革;高股息精选;沪股通;融资融券,17,600866,7
920370.BJ,西部大开发;融资融券;垃圾分类;物业管理;乡村振兴;DeepSeek概念;新型城镇化,151,920370,7
002431.SZ,土地流转;新疆振兴;地下管网;ST板块;PPP概念;横琴新区;特色小镇;新型城镇化;土壤修复;雄安新区;碳交易;水利;乡村振兴;旅游概念;职业教育;国企改革;体育产业;元宇宙;粤港澳大湾区;虚拟现实,33,002431,20
300613.SZ,汽车芯片;芯片概念;智能音箱;AI眼镜;消费电子概念;智能穿戴;汽车电子;机器视觉;安防;比亚迪概念;专精特新;人脸识别;东数西算(算力);智能家居;人形机器人;机器人概念;鸿蒙概念;人工智能;深股通;融资融券,33,300613,20
300723.SZ,重组蛋白;减肥药;创新药;仿制药一致性评价;肝炎概念;猴痘概念;流感;生物疫苗;医药电商;三胎概念;智能医疗;DeepSeek概念;粤港澳大湾区;英伟达概念;融资融券;深股通,33,300723,16
600548.SH,参股券商;参股银行;PPP概念;国企改革;深圳国企改革;固废处理;汽车拆解概念;风电;百度概念;沪股通;融资融券;粤港澳大湾区,17,600548,12
