name,code,open,涨停价,跌停价
和顺电气,300141,13.0,15.25,10.17
德赛电池,49,27.18,29.9,24.46
华民股份,300345,6.35,7.61,5.07
芯朋微,688508,61.75,73.9,49.26
福立旺,688678,24.56,29.34,19.56
鼎信通讯,603421,7.2,7.96,6.52
新农开发,600359,7.21,7.95,6.51
皇台酒业,995,12.65,13.92,11.39
开润股份,300577,21.61,25.93,17.29
王力安防,605268,10.77,11.87,9.71
贝肯能源,2828,10.79,11.86,9.7
陕西煤业,601225,21.47,23.72,19.4
赛分科技,688758,0.0,21.52,14.34
东方智造,2175,4.49,4.93,4.03
红四方,603395,29.48,32.52,26.6
卓胜微,300782,82.0,98.88,65.92
特锐德,300001,25.94,31.16,20.78
圣泉集团,605589,28.65,31.48,25.76
瑞丰新材,300910,57.18,68.63,45.75
鄂尔多斯,600295,12.49,13.75,11.25
宏力达,688330,36.65,43.85,29.23
儒竞科技,301525,87.22,104.78,69.86
南方精工,2553,27.63,30.38,24.86
唐人神,2567,4.44,4.9,4.01
欧亚集团,600697,13.49,14.67,12.01
思瑞浦,688536,161.62,194.04,129.36
三钢闽光,2110,4.44,4.88,4.0
京源环保,688096,8.03,9.59,6.39
四方新材,605122,12.02,14.63,11.97
万盛股份,603010,10.65,11.7,9.58
光智科技,300489,51.5,61.66,41.1
迪阿股份,301177,29.24,35.04,23.36
中策橡胶,603049,56.56,62.25,50.93
新联电子,2546,7.05,7.78,6.36
中国汽研,601965,16.8,18.47,15.11
三棵树,603737,46.6,51.48,42.12
中油资本,617,9.65,10.68,8.74
德新科技,603032,19.34,21.32,17.44
老百姓,603883,14.95,16.47,13.47
博雅生物,300294,22.84,27.43,18.29
信德新材,301349,47.45,56.94,37.96
海博思创,688411,252.14,303.5,202.34
景嘉微,300474,72.95,87.24,58.16
伊力特,600197,14.0,15.4,12.6
双环科技,707,6.14,6.73,5.51
三环集团,300408,46.28,55.54,37.02
华阳变速,920146,8.75,11.34,6.12
哈药股份,600664,3.48,3.84,3.14
宁波韵升,600366,13.93,15.35,12.56
捷强装备,300875,40.87,49.15,32.77
ST联创,300343,6.07,7.32,4.88
华宏科技,2645,14.82,16.29,13.33
江苏华辰,603097,28.78,31.6,25.86
惠天热电,692,3.48,3.83,3.13
利通电子,603629,26.96,29.66,24.26
福莱新材,605488,34.74,38.23,31.28
第一创业,2797,6.96,7.65,6.26
科陆电子,2121,7.79,8.57,7.01
美迪西,688202,57.03,68.47,45.65
博汇纸业,600966,6.89,7.6,6.22
卓郎智能,600545,2.59,2.85,2.33
三生国健,688336,60.3,72.32,48.22
奥瑞金,2701,5.99,6.62,5.42
孚日股份,2083,12.26,13.24,10.84
长城证券,2939,10.32,11.35,9.29
常山北明,158,20.61,22.69,18.57
华阳集团,2906,31.13,34.03,27.85
创新新材,600361,4.28,4.72,3.86
滨化股份,601678,4.28,4.72,3.86
兰剑智能,688557,37.18,44.23,29.49
天德钰,688252,21.49,25.7,17.14
铁建重工,688425,5.12,6.16,4.1
万朗磁塑,603150,38.59,42.27,34.59
盟固利,301487,22.24,26.63,17.75
ST起步,603557,2.56,2.69,2.43
奕瑞科技,688301,103.0,122.77,81.85
一彬科技,1278,19.6,21.53,17.61
*ST惠程,2168,4.32,4.46,4.04
厚普股份,300471,12.79,15.3,10.2
中源协和,600645,25.44,28.05,22.95
宝馨科技,2514,6.0,6.55,5.36
花园生物,300401,15.23,18.36,12.24
中钨高新,657,28.06,30.84,25.24
华钰矿业,601020,27.26,29.9,24.46
安德利,605198,38.28,41.88,34.26
光华科技,2741,20.39,22.33,18.27
海南橡胶,601118,6.01,6.51,5.33
芯碁微装,688630,137.0,163.37,108.91
奥锐特,605116,25.86,27.89,22.82
麦捷科技,300319,11.87,14.2,9.46
新疆交建,2941,16.09,17.64,14.44
北矿检测,920160,26.63,33.96,18.3
乐创技术,920425,21.07,27.39,14.75
天风证券,601162,4.21,4.63,3.79
华海诚科,688535,117.43,136.12,90.74
闰土股份,2440,7.57,8.32,6.8
达仁堂,600329,46.17,50.79,41.55
晨化股份,300610,11.75,14.1,9.4
哈投股份,600864,6.73,7.38,6.04
精工科技,2006,23.55,25.78,21.1
拓荆科技,688072,343.5,400.79,267.19
ST德豪,2005,2.5,2.64,2.38
华升股份,600156,8.37,9.2,7.52
华光环能,600475,18.32,20.23,16.55
永冠新材,603681,19.11,21.13,17.29
赣能股份,899,10.08,11.02,9.02
富瑞特装,300228,10.02,12.01,8.01
上海艾录,301062,8.37,10.01,6.67
浙江华业,301616,51.83,62.04,41.36
迈普医学,301033,68.42,81.98,54.66
云南能投,2053,11.66,12.83,10.49
太龙药业,600222,6.65,7.33,5.99
健民集团,600976,33.98,37.38,30.58
富特科技,301607,40.93,48.72,32.48
黄河旋风,600172,5.78,6.36,5.2
海特生物,300683,28.07,33.68,22.46
松原安全,300893,24.04,28.72,19.14
金龙羽,2882,30.54,33.58,27.48
云天化,600096,33.66,37.2,30.44
万顺新材,300057,5.76,6.91,4.61
隆达股份,688231,26.39,31.58,21.06
信捷电气,603416,55.8,61.5,50.32
东华能源,2221,8.19,9.02,7.38
贵研铂业,600459,18.85,20.72,16.96
和胜股份,2824,19.61,21.6,17.68
湘佳股份,2982,13.9,15.3,12.52
华昌化工,2274,5.72,6.29,5.15
新乳业,2946,18.67,20.64,16.88
杭叉集团,603298,26.93,29.59,24.21
国盾量子,688027,509.95,612.07,408.05
鹏鼎控股,2938,51.3,56.33,46.09
美诺华,603538,19.45,21.43,17.53
银都股份,603277,17.01,18.74,15.34
赤峰黄金,600988,31.61,34.79,28.47
帝科股份,300842,60.31,72.01,48.01
飞凯材料,300398,22.83,27.23,18.15
大北农,2385,4.03,4.46,3.65
朗特智能,300916,33.29,39.83,26.55
争光股份,301092,35.52,42.72,28.48
*ST景峰,908,7.24,7.64,6.92
银河磁体,300127,30.72,36.85,24.57
超声电子,823,13.76,15.1,12.36
同力天启,605286,41.0,45.23,37.01
永臻股份,603381,20.11,22.12,18.1
赤天化,600227,2.41,2.65,2.17
首航新能,301658,28.91,34.7,23.14
万向德农,600371,8.83,9.71,7.95
亿联网络,300628,36.28,43.32,28.88
南京证券,601990,8.01,8.82,7.22
中创智领,601717,24.93,27.35,22.37
四方股份,601126,30.64,33.51,27.41
中天精装,2989,31.4,34.35,28.11
则成电子,920821,26.9,34.34,18.5
百济神州,688235,271.0,326.4,217.6
巨一科技,688162,31.61,37.43,24.95
康龙化成,300759,28.64,34.55,23.03
中环海陆,301040,28.81,34.5,23.0
太龙股份,300650,16.74,20.12,13.42
诺德股份,600110,7.15,7.9,6.46
恒立钻具,920942,31.12,40.44,21.78
新乡化纤,949,5.55,6.13,5.01
瑞泰新材,301238,20.68,24.79,16.53
东威科技,688700,35.79,42.88,28.58
美锦能源,723,4.76,5.24,4.28
保税科技,600794,3.93,4.35,3.56
联影医疗,688271,127.26,152.53,101.69
中电环保,300172,5.53,6.62,4.42
斯莱克,300382,15.64,18.91,12.61
中煤能源,601898,12.51,13.86,11.34
铁大科技,920541,13.42,17.39,9.37
迎驾贡酒,603198,40.0,44.08,36.06
宏柏新材,605366,6.28,6.91,5.65
通润装备,2150,20.61,22.4,18.32
奥普科技,603551,11.74,12.91,10.57
华通线缆,605196,35.33,38.71,31.67
强达电路,301628,90.1,107.88,71.92
冰轮环境,811,18.67,20.64,16.88
泰和新材,2254,10.15,11.17,9.14
常宝股份,2478,8.58,9.44,7.72
道生天合,601026,20.42,22.3,18.24
大明电子,603376,37.57,41.13,33.65
三佳科技,600520,25.0,27.41,22.43
东亚机械,301028,14.77,17.72,11.82
金瑞矿业,600714,12.44,13.66,11.18
国盛证券,2670,17.06,18.77,15.35
智能自控,2877,9.32,10.23,8.37
金能科技,603113,6.2,6.81,5.57
金诚信,603979,77.48,84.87,69.44
优迅股份,688807,189.74,227.71,151.81
杰普特,688025,150.0,172.12,114.74
中青旅,600138,9.99,11.01,9.01
派特尔,920871,15.4,20.02,10.78
联赢激光,688518,24.41,29.53,19.69
隆基绿能,601012,18.42,20.28,16.6
酒鬼酒,799,55.3,60.83,49.77
新锦动力,300157,4.59,5.52,3.68
海澜之家,600398,6.14,6.74,5.52
跨境通,2640,4.58,5.05,4.13
圣龙股份,603178,19.45,21.03,17.21
杭齿前进,601177,17.67,19.34,15.82
博汇股份,300839,12.22,14.64,9.76
道恩股份,2838,24.5,26.84,21.96
天合光能,688599,16.78,20.12,13.42
新柴股份,301032,12.19,14.63,9.75
鸿富瀚,301086,113.41,136.06,90.7
东方园林,2310,2.28,2.51,2.05
安阳钢铁,600569,2.28,2.51,2.05
通鼎互联,2491,6.07,6.69,5.47
福元医药,601089,24.41,26.75,21.89
南华期货,603093,19.72,21.73,17.78
中盐化工,600328,8.37,9.19,7.52
中自科技,688737,23.11,27.29,18.19
江中药业,600750,23.4,25.83,21.13
煜邦电力,688597,0.0,9.98,6.66
五粮液,858,107.19,118.1,96.62
天壕能源,300332,5.29,6.35,4.23
博源化工,683,7.6,8.29,6.79
艾罗能源,688717,62.53,74.92,49.94
创新医疗,2173,21.8,23.98,19.62
威博液压,920245,28.55,37.11,19.99
福瑞医科,300049,71.34,85.63,57.09
宏昌电子,603002,7.52,8.24,6.74
萃华珠宝,2731,12.73,14.0,11.46
凤竹纺织,600493,7.48,8.23,6.73
大庆华科,985,19.5,21.31,17.43
艾布鲁,301259,33.84,40.2,26.8
中元股份,300018,11.21,13.38,8.92
天汽模,2510,7.39,8.17,6.69
东兴证券,601198,14.06,15.48,12.66
大博医疗,2901,48.2,52.82,43.22
川发龙蟒,2312,11.09,12.19,9.97
龙迅股份,688486,75.1,90.4,60.26
辽宁能源,600758,3.69,4.06,3.32
迈威生物,688062,38.99,46.8,31.2
华鑫股份,600621,15.44,17.0,13.91
诚邦股份,603316,14.71,16.17,13.23
利尔达,920249,13.38,17.19,9.27
陕西黑猫,601015,3.67,4.04,3.3
登云股份,2715,17.54,19.36,15.84
博士眼镜,300622,32.65,37.79,25.19
天宸股份,600620,6.6,7.25,5.93
奕帆传动,301023,43.11,52.68,35.12
洽洽食品,2557,21.95,24.11,19.73
汉宇集团,300403,14.52,17.53,11.69
泰山石油,554,6.55,7.23,5.91
药明康德,603259,91.9,101.09,82.71
中岩大地,3001,20.36,22.45,18.37
共进股份,603118,11.64,12.83,10.49
高乐股份,2348,5.87,6.41,5.25
新天然气,603393,27.0,29.66,24.26
昊华能源,601101,7.26,7.99,6.53
陕鼓动力,601369,10.1,11.17,9.14
凌钢股份,600231,2.18,2.39,1.95
锐明技术,2970,49.33,54.1,44.26
东微半导,688261,81.95,99.79,66.53
泸州老窖,568,117.53,129.64,106.07
卧龙新能,600173,7.21,7.95,6.51
华电科工,601226,7.94,8.75,7.16
福莱特,601865,15.89,17.48,14.3
大连友谊,679,7.22,7.94,6.5
清源股份,603628,13.7,15.06,12.32
合兴股份,605005,19.48,21.4,17.51
厦门象屿,600057,8.62,9.5,7.78
海信家电,921,25.27,27.68,22.64
吉大正元,3029,26.1,29.21,23.9
空港股份,600463,11.42,12.63,10.33
华海药业,600521,17.15,18.93,15.49
华菱线缆,1208,24.45,26.82,21.94
弘业期货,1236,10.74,11.83,9.68
科力尔,2892,13.66,14.97,12.25
众泰汽车,980,3.57,3.94,3.22
大全能源,688303,27.07,32.64,21.76
建发合诚,603909,11.45,12.6,10.31
龙图光罩,688721,47.26,56.63,37.75
西磁科技,920061,0.0,37.18,20.02
金徽酒,603919,20.65,22.78,18.64
佰奥智能,300836,55.99,66.82,44.54
万润科技,2654,14.6,15.7,12.84
利安隆,300596,42.78,51.37,34.25
华软科技,2453,6.4,7.06,5.78
温氏股份,300498,17.07,20.54,13.7
常青科技,603125,17.15,18.83,15.41
佐力药业,300181,16.39,19.67,13.11
盖世食品,920826,13.55,17.57,9.47
*ST返利,600228,5.64,5.97,5.41
博实股份,2698,17.1,18.76,15.35
永和智控,2795,6.46,7.03,5.75
天山电子,301379,26.29,31.46,20.98
兆新股份,2256,3.53,3.89,3.19
联得装备,300545,31.39,37.36,24.9
齐翔腾达,2408,4.94,5.45,4.46
梓橦宫,920566,11.27,14.66,7.9
易成新能,300080,4.94,5.92,3.94
浪潮信息,977,67.8,74.32,60.8
威奥股份,605001,7.73,8.51,6.97
长联科技,301618,48.65,58.24,38.82
富满微,300671,32.5,38.82,25.88
财富趋势,688318,133.6,161.08,107.38
同心传动,920454,16.96,21.9,11.8
欧福蛋业,920371,10.6,13.66,7.36
武汉天源,301127,15.48,18.49,12.33
赛微微电,688325,89.27,106.56,71.04
巨人网络,2558,43.74,48.31,39.53
光启技术,2625,49.71,54.42,44.52
苏试试验,300416,17.6,21.72,14.48
五洲医疗,301234,43.19,51.74,34.5
威唐工业,300707,16.65,20.03,13.35
罗莱生活,2293,10.42,11.46,9.38
华瓷股份,1216,17.3,19.1,15.62
克来机电,603960,20.12,22.14,18.12
科士达,2518,49.75,54.15,44.31
崇达技术,2815,13.92,15.25,12.47
华培动力,603121,21.8,23.62,19.32
沃森生物,300142,11.07,13.28,8.86
沧州明珠,2108,4.87,5.32,4.36
金达威,2626,19.99,22.0,18.0
中钢天源,2057,10.3,11.37,9.31
永茂泰,605208,13.78,15.16,12.4
华脉科技,603042,17.08,18.94,15.5
华利集团,300979,50.95,61.14,40.76
奥普特,688686,125.98,151.15,100.77
森马服饰,2563,5.49,6.05,4.95
华依科技,688071,33.77,40.39,26.93
惠云钛业,300891,8.91,10.72,7.14
时代出版,600551,8.23,9.06,7.42
徐家汇,2561,8.91,9.8,8.02
兴业证券,601377,7.5,8.28,6.78
惠同新材,920751,21.03,27.53,14.83
珠海冠宇,688772,21.86,26.22,17.48
帝奥微,688381,23.25,27.78,18.52
钱江摩托,913,15.71,17.22,14.09
珂玛科技,301611,88.57,104.41,69.61
宁波华翔,2048,31.62,35.12,28.74
日科化学,300214,6.77,8.14,5.42
梅雁吉祥,600868,3.38,3.73,3.05
联瑞新材,688300,63.6,75.62,50.42
立中集团,300428,23.81,28.44,18.96
迈得医疗,688310,15.56,18.67,12.45
大中矿业,1203,31.1,34.22,28.0
东北证券,686,9.45,10.41,8.51
依米康,300249,14.93,17.82,11.88
坤博精工,920570,34.45,44.68,24.06
*ST华微,600360,8.08,8.48,7.68
沪光股份,605333,30.27,33.31,27.25
有方科技,688159,49.07,58.88,39.26
微电生理,688351,23.43,28.2,18.8
福成股份,600965,6.09,6.64,5.44
新朋股份,2328,6.73,7.38,6.04
氯碱化工,600618,12.05,13.27,10.85
强瑞技术,301128,103.36,122.93,81.95
宏辉果蔬,603336,8.69,9.56,7.82
润阳科技,300920,46.5,56.12,37.42
大禹节水,300021,4.66,5.6,3.74
厦门信达,701,6.67,7.34,6.0
汇川技术,300124,76.49,91.78,61.18
弘亚数控,2833,16.64,18.28,14.96
海鸥股份,603269,13.45,14.62,11.96
新能泰山,720,3.3,3.65,2.99
德赛西威,2920,122.16,134.35,109.93
家联科技,301193,21.93,26.28,17.52
海泰新能,920985,7.32,9.49,5.11
庄园牧场,2910,11.35,12.41,10.15
瑞星股份,920717,11.34,14.65,7.89
豫光金铅,600531,12.0,13.12,10.74
百川股份,2455,7.26,8.01,6.55
品茗科技,688109,128.96,154.86,103.24
横店东磁,2056,19.8,21.78,17.82
莱茵生物,2166,8.61,9.44,7.72
佰仁医疗,688198,108.02,130.39,86.93
禾望电气,603063,33.59,36.94,30.22
派瑞股份,300831,11.2,13.43,8.95
杰华特,688141,44.89,52.92,35.28
广东明珠,600382,7.27,7.96,6.52
聚合顺,605166,10.58,11.58,9.48
广大特材,688186,23.12,27.64,18.42
赛轮轮胎,601058,16.34,18.07,14.79
林州重机,2535,3.95,4.33,3.55
中国电研,688128,29.53,35.44,23.62
联特科技,301205,171.39,205.34,136.9
爱博医疗,688050,61.63,73.92,49.28
乖宝宠物,301498,66.15,79.39,52.93
瑞康医药,2589,3.28,3.6,2.94
浩淼科技,920856,16.95,22.1,11.9
晋亿实业,601002,5.2,5.74,4.7
凯迪股份,605288,90.54,100.32,82.08
三博脑科,301293,59.66,71.88,47.92
微导纳米,688147,66.01,76.52,51.02
通富微电,2156,38.39,42.12,34.46
惠博普,2554,3.25,3.56,2.92
捷佳伟创,300724,97.1,116.52,77.68
新安股份,600596,11.7,12.82,10.49
斯达半导,603290,97.99,107.36,87.84
致尚科技,301486,123.25,151.2,100.8
普源精电,688337,37.5,44.96,29.98
梦百合,603313,9.04,9.94,8.14
全新好,7,11.72,12.78,10.46
瑞松科技,688090,44.96,54.22,36.14
大胜达,603687,9.73,10.65,8.71
艾力斯,688578,105.55,126.95,84.63
森远股份,300210,9.06,10.84,7.22
美邦科技,920471,12.84,16.75,9.03
粤万年青,301111,19.37,23.2,15.46
利元亨,688499,58.5,70.36,46.9
兆龙互连,300913,53.55,64.15,42.77
天永智能,603895,29.84,32.58,26.66
概伦电子,688206,35.46,42.46,28.3
怡合达,301029,26.94,32.33,21.55
*ST金泰,300225,5.75,6.92,4.62
华自科技,300490,12.2,14.62,9.74
铭普光磁,2902,23.05,25.36,20.75
风范股份,601700,5.8,6.33,5.18
泰和科技,300801,28.04,33.68,22.46
超频三,300647,7.01,8.4,5.6
乔锋智能,301603,77.52,92.29,61.53
扬农化工,600486,70.24,77.55,63.45
新迅达,300518,17.9,21.34,14.22
伊戈尔,2922,31.41,34.22,28.0
南都电源,300068,15.9,18.95,12.63
粤高速A,429,11.99,13.17,10.77
腾达科技,1379,23.72,26.33,21.55
中信博,688408,42.85,51.35,34.23
*ST金刚,300093,16.99,20.36,13.58
凌玮科技,301373,32.61,39.14,26.1
百龙创园,605016,21.93,24.15,19.76
长荣股份,300195,8.18,9.77,6.51
厦门空港,600897,17.66,19.23,15.73
五洲特纸,605007,13.8,15.1,12.36
倍杰特,300774,19.36,23.17,15.45
富淼科技,688350,26.0,31.38,20.92
迅捷兴,688655,17.37,20.89,13.93
康众医疗,688607,43.43,52.2,34.8
影石创新,688775,240.38,286.5,191.0
弘元绿能,603185,31.0,34.1,27.9
利群股份,601366,4.99,5.46,4.46
舍得酒业,600702,56.88,62.7,51.3
圣诺生物,688117,37.9,46.09,30.73
先导智能,300450,50.73,60.96,40.64
曼恩斯特,301325,51.27,61.66,41.1
格力博,301260,17.42,20.8,13.86
台基股份,300046,35.55,42.32,28.22
江特电机,2176,9.9,10.89,8.91
旺成科技,920896,21.55,28.09,15.13
万泰生物,603392,45.68,50.25,41.11
聚辰股份,688123,128.5,153.18,102.12
财达证券,600906,6.78,7.46,6.1
漳州发展,753,7.98,8.8,7.2
新世界,600628,8.07,8.79,7.19
英集芯,688209,20.38,24.32,16.22
赞宇科技,2637,10.41,11.46,9.38
广西广电,600936,4.28,4.72,3.86
晶澳科技,2459,11.64,12.8,10.48
金石资源,603505,18.92,20.89,17.09
翔鹭钨业,2842,14.71,16.17,13.23
海大集团,2311,56.3,61.93,50.67
江山股份,600389,25.65,28.27,23.13
禾元生物,688765,70.01,84.31,56.21
苏轴股份,920418,30.81,39.66,21.36
甬矽电子,688362,33.16,39.54,26.36
ST汇洲,2122,3.05,3.2,2.9
中嘉博创,889,3.67,4.03,3.29
阳光乳业,1318,15.84,17.42,14.26
天力锂能,301152,31.1,37.28,24.86
一品红,300723,34.15,40.93,27.29
三羊马,1317,55.3,61.63,50.43
金雷股份,300443,28.6,34.32,22.88
沃尔核材,2130,26.7,29.44,24.08
六国化工,600470,6.1,6.69,5.47
博杰股份,2975,78.66,86.13,70.47
国货航,1391,6.03,6.62,5.42
雅创电子,301099,43.95,51.94,34.62
中泰证券,600918,6.59,7.27,5.95
祥鑫科技,2965,41.3,45.51,37.23
ST智知,603869,10.69,11.31,10.23
星华新材,301077,26.3,31.58,21.06
奥特维,688516,46.26,55.24,36.82
乐鑫科技,688018,176.0,207.48,138.32
硕世生物,688399,0.0,83.6,55.74
白银有色,601212,5.98,6.55,5.36
特变电工,600089,22.58,24.86,20.34
瑞泰科技,2066,19.01,20.9,17.1
*ST国华,4,11.3,11.83,10.71
屹唐股份,688729,25.22,29.88,19.92
跃岭股份,2725,17.19,18.91,15.47
南京新百,600682,8.9,9.78,8.0
大唐发电,601991,3.54,3.91,3.2
拉普拉斯,688726,36.75,43.94,29.3
长缆科技,2879,18.67,20.78,17.0
大族激光,2008,41.75,46.09,37.71
海尔智家,600690,26.54,29.19,23.89
天臣医疗,688013,49.37,58.69,39.13
维远股份,600955,16.48,18.13,14.83
浔兴股份,2098,10.05,10.99,8.99
依顿电子,603328,11.16,12.27,10.04
中银证券,601696,15.3,16.78,13.73
华东数控,2248,11.69,12.9,10.56
杭电股份,603618,8.21,9.02,7.38
众生药业,2317,19.31,21.24,17.38
两面针,600249,5.86,6.44,5.27
华工科技,988,81.0,88.78,72.64
中微半导,688380,32.99,39.25,26.17
大洋电机,2249,11.09,12.2,9.98
三友科技,920475,17.45,22.75,12.25
皇马科技,603181,14.59,15.99,13.09
龙高股份,605086,47.98,51.11,41.81
ST京蓝,711,1.73,1.83,1.65
北京文化,802,4.61,5.09,4.17
九鼎投资,600053,20.16,22.24,18.2
明阳科技,920663,18.33,24.02,12.94
京粮控股,505,8.8,9.53,7.79
祥源文旅,600576,6.34,6.99,5.72
吉林化纤,420,4.61,5.07,4.15
赫美集团,2356,4.04,4.43,3.63
润禾材料,300727,36.38,43.52,29.02
云天励飞,688343,77.89,92.92,61.94
法尔胜,890,5.23,5.68,4.64
金银河,300619,44.7,53.62,35.74
丰林集团,601996,2.3,2.52,2.06
运达股份,300772,19.33,23.28,15.52
浦东建设,600284,8.47,9.41,7.7
恒玄科技,688608,236.0,277.2,184.8
尤安设计,300983,27.24,32.74,21.82
澜起科技,688008,121.0,143.89,95.93
德力佳,603092,63.72,69.97,57.25
曲江文旅,600706,10.79,11.87,9.71
锦浪科技,300763,72.7,87.23,58.15
芯联集成,688469,6.8,8.17,5.45
国科恒泰,301370,11.81,14.27,9.51
和晶科技,300279,7.35,8.82,5.88
顺钠股份,533,8.45,9.33,7.63
洁雅股份,301108,33.61,40.63,27.09
天齐锂业,2466,56.3,62.02,50.74
哈焊华通,301137,47.08,57.43,38.29
奥美森,920080,28.23,36.5,19.66
阳谷华泰,300121,12.81,15.42,10.28
道氏技术,300409,22.88,27.48,18.32
中际联合,605305,42.2,46.66,38.18
恒进感应,920870,17.88,23.21,12.51
文峰股份,601010,2.8,3.06,2.5
章源钨业,2378,14.35,15.88,13.0
湘潭电化,2125,14.41,15.86,12.98
嵘泰股份,605133,34.9,38.41,31.43
晶华新材,603683,26.05,28.66,23.45
金博股份,688598,0.0,35.88,23.92
炬华科技,300360,17.76,21.25,14.17
硅宝科技,300019,21.06,25.24,16.82
殷图网联,920508,22.67,29.45,15.87
玉禾田,300815,23.19,27.84,18.56
华海清科,688120,155.88,183.42,122.28
福晶科技,2222,57.2,63.12,51.64
浙江荣泰,603119,117.0,129.59,106.03
露笑科技,2617,8.21,9.08,7.43
安培龙,301413,136.0,164.76,109.84
红棉股份,523,3.81,4.22,3.46
兄弟科技,2562,6.56,7.24,5.92
合盛硅业,603260,53.4,59.05,48.31
裕太微,688515,104.96,125.35,83.57
领益智造,2600,15.9,17.41,14.25
福鞍股份,603315,15.7,17.4,14.24
钧崴电子,301458,32.66,39.23,26.15
华康洁净,301235,37.44,45.07,30.05
华宝新能,301327,58.78,70.5,47.0
西部黄金,601069,27.17,29.9,24.46
成都先导,688222,23.99,28.67,19.11
歌力思,603808,8.76,9.55,7.81
致欧科技,301376,18.44,22.09,14.73
华虹公司,688347,110.02,131.88,87.92
腾龙股份,603158,10.77,11.88,9.72
爱仕达,2403,12.87,14.19,11.61
思泰克,301568,49.65,59.34,39.56
亚盛集团,600108,3.22,3.53,2.89
中仑新材,301565,24.59,29.52,19.68
越剑智能,603095,17.82,20.0,16.36
朗新集团,300682,15.49,18.6,12.4
妙可蓝多,600882,25.6,28.18,23.06
慧翰股份,301600,132.65,158.75,105.83
凌云光,688400,43.21,51.83,34.55
杭可科技,688006,29.88,35.82,23.88
博盈特焊,301468,52.93,63.94,42.62
野马电池,605378,23.1,25.2,20.62
易实精密,920221,17.49,22.82,12.3
东土科技,300353,20.75,24.9,16.6
百利科技,603959,5.85,6.44,5.27
双元科技,688623,94.09,114.84,76.56
汇纳科技,300609,39.31,47.17,31.45
欧派家居,603833,53.01,58.4,47.78
圣邦股份,300661,69.5,83.95,55.97
震安科技,300767,21.25,25.44,16.96
英利汽车,601279,5.36,5.83,4.77
达华智能,2512,6.35,6.99,5.72
哈三联,2900,12.76,13.97,11.43
长白山,603099,46.11,50.62,41.42
连城数控,920368,0.0,33.0,17.78
松井股份,688157,36.69,44.32,29.54
亚玛顿,2623,18.48,20.3,16.61
ST美晨,300237,2.63,3.16,2.1
灿能电力,920299,20.38,26.65,14.35
恒烁股份,688416,56.5,67.44,44.96
邦基科技,603151,18.34,20.21,16.53
莱美药业,300006,5.27,6.29,4.19
塞力医疗,603716,20.94,23.05,18.86
罗曼股份,605289,67.55,73.74,60.34
英特科技,301399,19.89,23.88,15.92
景兴纸业,2067,5.74,6.34,5.18
盈趣科技,2925,17.25,19.0,15.54
恒逸石化,703,10.61,12.08,9.88
晶科能源,688223,5.77,6.9,4.6
南王科技,301355,13.6,16.3,10.86
傲农生物,603363,4.68,5.17,4.23
中曼石油,603619,23.48,25.85,21.15
江海股份,2484,30.3,33.31,27.25
宝明科技,2992,48.5,53.39,43.69
瑞华泰,688323,22.02,27.54,18.36
翰宇药业,300199,18.39,21.9,14.6
上海电影,601595,29.0,32.11,26.27
金太阳,300606,24.05,28.76,19.18
欧科亿,688308,32.56,38.71,25.81
川金诺,300505,22.77,27.4,18.26
中科电气,300035,21.81,26.05,17.37
荣旗科技,301360,73.2,86.76,57.84
澄星股份,600078,9.78,10.76,8.8
利扬芯片,688135,28.31,33.97,22.65
林泰新材,920106,80.3,104.33,56.19
均普智能,688306,11.8,14.2,9.46
新锐股份,688257,34.8,41.95,27.97
中衡设计,603017,11.04,12.43,10.17
特瑞斯,920014,11.88,15.34,8.26
新疆火炬,603080,24.0,26.5,21.68
中芯国际,688981,125.99,150.34,100.22
华勤技术,603296,93.02,101.81,83.3
炬芯科技,688049,54.44,64.38,42.92
中欣氟材,2915,24.63,27.49,22.49
华东重机,2685,7.66,8.4,6.88
赣锋锂业,2460,64.15,70.57,57.74
凯添燃气,920010,11.2,14.56,7.84
农发种业,600313,6.56,7.23,5.91
新疆天业,600075,5.02,5.56,4.55
德昌股份,605555,18.66,20.54,16.8
卡倍亿,300863,51.07,61.7,41.14
天原股份,2386,5.56,6.09,4.99
逸豪新材,301176,25.65,30.82,20.54
日上集团,2593,6.06,6.63,5.43
江苏索普,600746,7.02,7.72,6.32
汇创达,300909,48.66,58.9,39.26
华丰科技,688629,102.03,122.52,81.68
骄成超声,688392,117.41,137.39,91.59
特发信息,70,11.88,13.18,10.78
金螳螂,2081,3.5,3.84,3.14
春光科技,603657,30.75,33.45,27.37
聚和材料,688503,62.5,74.7,49.8
仕佳光子,688313,90.0,108.72,72.48
皇氏集团,2329,4.01,4.38,3.58
南宁百货,600712,7.0,7.66,6.26
亿嘉和,603666,30.61,33.34,27.28
美力科技,300611,27.88,33.38,22.26
梦网科技,2123,12.39,13.65,11.17
重药控股,950,5.99,6.53,5.35
创世纪,300083,9.41,11.28,7.52
阿莱德,301419,34.62,41.5,27.66
英飞特,300582,16.3,19.56,13.04
远达环保,600292,13.36,14.65,11.99
扬杰科技,300373,69.0,83.29,55.53
海通发展,603162,12.39,13.52,11.06
比亚迪,2594,99.98,109.73,89.78
硅烷科技,920402,10.36,13.4,7.22
中铝国际,601068,5.4,5.94,4.86
生益电子,688183,98.5,117.22,78.14
沪电股份,2463,75.43,82.05,67.13
联芸科技,688449,46.34,55.34,36.9
