股票代码,股票简称,最高价,收盘价,涨跌幅,成交额,涨停价,跌停价
300120,经纬辉开,9.06,9.05,3.08,252808690.0,10.54,7.02
300155,安居宝,7.12,7.04,3.07,181555920.0,8.2,5.46
000592,平潭发展,15.58,15.43,3.07,5671571400.0,16.47,13.47
688479,友车科技,20.32,20.13,3.07,48746421.55,23.44,15.62
688162,巨一科技,33.8,33.24,3.07,107988022.97,38.7,25.8
002903,宇环数控,24.96,24.85,3.07,237434850.0,26.52,21.7
002278,神开股份,15.05,14.44,3.07,1828897300.0,15.41,12.61
601811,新华文轩,15.35,15.12,3.07,177309812.78,16.14,13.2
002099,海翔药业,7.51,7.4,3.06,427938910.0,7.9,6.46
300798,锦鸡股份,7.79,7.74,3.06,112248178.0,9.01,6.01
300298,三诺生物,19.5,19.22,3.06,512267750.0,22.38,14.92
920471,美邦科技,13.86,13.83,3.06,24546846.16,17.44,9.4
600977,中国电影,16.88,16.87,3.05,1238346049.16,18.01,14.73
300951,博硕科技,36.98,36.8,3.05,119351643.0,42.85,28.57
300444,双杰电气,10.96,10.81,3.05,995587870.0,12.59,8.39
300797,钢研纳克,18.65,18.58,3.05,288262640.0,21.64,14.42
301328,维峰电子,51.92,51.69,3.05,143310370.0,60.19,40.13
300504,天邑股份,15.97,15.89,3.05,135090380.0,18.5,12.34
002129,TCL中环,9.28,9.13,3.05,1531738400.0,9.75,7.97
688359,三孚新科,70.88,70.72,3.05,196715101.38,82.36,54.9
003031,中瓷电子,82.0,80.89,3.04,1341723210.0,86.35,70.65
688778,厦钨新能,86.6,84.28,3.04,763450778.59,98.15,65.43
603290,斯达半导,104.58,104.3,3.04,665816195.79,111.34,91.1
002865,钧达股份,75.77,72.81,3.04,3433184400.0,77.73,63.59
002204,大连重工,8.18,8.13,3.04,801510500.0,8.68,7.1
002677,浙江美大,9.78,9.49,3.04,434577150.0,10.13,8.29
301339,通行宝,15.64,15.6,3.04,203618060.0,18.17,12.11
920429,康比特,15.95,15.95,3.04,56732674.11,20.12,10.84
920701,豪声电子,19.5,19.37,3.03,69548589.63,24.44,13.16
002902,铭普光磁,23.11,23.11,3.03,374043390.0,24.67,20.19
300948,冠中生态,27.16,26.85,3.03,467133270.0,31.27,20.85
300468,四方精创,37.44,37.4,3.03,2096453800.0,43.56,29.04
301259,艾布鲁,36.96,36.38,3.03,263905850.0,42.37,28.25
000750,国海证券,4.45,4.42,3.03,813591160.0,4.72,3.86
603613,国联股份,29.7,29.59,3.03,661002953.97,31.59,25.85
688528,秦川物联,11.24,11.24,3.02,24986365.93,13.09,8.73
603499,翔港科技,23.53,22.83,3.02,225088430.64,24.38,19.94
000559,万向钱潮,21.8,20.45,3.02,7328936400.0,21.84,17.87
300660,江苏雷利,57.0,56.98,3.02,1089782100.0,66.37,44.25
600545,卓郎智能,2.74,2.73,3.02,87007463.22,2.92,2.39
600864,哈投股份,7.22,7.17,3.02,604815358.64,7.66,6.26
300048,合康新能,7.21,7.17,3.02,838559050.0,8.35,5.57
000062,深圳华强,26.18,25.95,3.02,610741000.0,27.71,22.67
301199,迈赫股份,26.26,24.93,3.02,191768490.0,29.04,19.36
001287,中电港,24.29,24.25,3.02,737630390.0,25.89,21.19
603809,豪能股份,15.52,15.37,3.02,1278797241.26,16.41,13.43
301592,六九一二,132.35,131.34,3.01,274386390.0,153.0,102.0
300236,上海新阳,81.8,80.05,3.01,2161509000.0,93.25,62.17
002042,华孚时尚,4.49,4.45,3.01,183892390.0,4.75,3.89
301003,江苏博云,48.37,46.92,3.01,135691780.0,54.66,36.44
000881,中广核技,9.69,9.59,3.01,414855300.0,10.24,8.38
920122,中纺标,35.82,35.67,3.0,49224016.14,45.01,24.25
920436,大地电气,18.48,18.18,3.0,52209325.59,22.94,12.36
300238,冠昊生物,17.98,17.85,3.0,529772730.0,20.8,13.86
605299,舒华体育,12.06,12.03,3.0,183860118.0,12.85,10.51
600785,新华百货,14.58,14.44,3.0,222596196.0,15.42,12.62
301377,鼎泰高科,155.8,153.0,3.0,1427637200.0,178.26,118.84
002409,雅克科技,92.1,89.4,3.0,2445668000.0,95.48,78.12
600862,中航高科,28.5,27.88,2.99,2976505409.51,29.78,24.36
300845,捷安高科,12.16,12.05,2.99,111473235.0,14.04,9.36
300998,宁波方正,24.51,24.1,2.99,108639772.0,28.08,18.72
920455,汇隆活塞,8.99,8.96,2.99,28405809.96,11.31,6.09
000543,皖能电力,8.73,8.63,2.98,606437170.0,9.22,7.54
920204,沪江材料,19.0,19.0,2.98,41020949.56,23.98,12.92
001300,三柏硕,17.5,17.28,2.98,85630547.0,18.46,15.1
603977,国泰集团,15.83,15.57,2.98,520932376.74,16.63,13.61
002643,万润股份,16.36,16.28,2.97,907268100.0,17.39,14.23
920627,力王股份,24.25,24.25,2.97,73259066.61,30.61,16.49
920496,许昌智能,10.77,10.74,2.97,58514316.44,13.55,7.31
300365,恒华科技,6.95,6.93,2.97,192342910.0,8.08,5.38
688273,麦澜德,57.1,54.82,2.97,510470733.88,63.89,42.59
603933,睿能科技,25.05,24.99,2.97,314943739.2,26.7,21.84
002197,证通电子,10.79,10.76,2.97,343359310.0,11.5,9.41
002015,协鑫能科,10.81,10.78,2.96,416280060.0,11.52,9.42
688116,天奈科技,50.78,50.44,2.96,849808147.48,58.79,39.19
002242,九阳股份,10.79,10.79,2.96,178302610.0,11.53,9.43
301563,云汉芯城,179.66,179.28,2.96,577660710.0,208.96,139.3
000825,太钢不锈,5.7,5.57,2.96,1266115310.0,5.95,4.87
301618,长联科技,51.69,51.58,2.95,83417074.0,60.12,40.08
300543,朗科智能,11.57,11.52,2.95,135369430.0,13.43,8.95
300532,今天国际,12.64,12.59,2.94,144199150.0,14.68,9.78
600330,天通股份,14.67,14.34,2.94,2175150435.74,15.32,12.54
002730,电光科技,16.1,16.09,2.94,197470850.0,17.19,14.07
000596,古井贡酒,142.1,141.73,2.94,675378840.0,151.45,123.91
600456,宝钛股份,41.8,41.3,2.94,1528666239.53,44.13,36.11
300752,隆利科技,19.36,19.26,2.94,163059000.0,22.45,14.97
603096,新经典,18.6,18.58,2.94,55525567.0,19.86,16.25
301413,安培龙,145.56,143.49,2.93,893403420.0,167.28,111.52
002905,金逸影视,11.6,11.58,2.93,268437230.0,12.38,10.13
002526,山东矿机,3.87,3.86,2.93,356335820.0,4.13,3.38
601608,中信重工,7.9,7.72,2.93,1658661317.62,8.25,6.75
920167,同享科技,18.87,18.6,2.93,59407179.06,23.49,12.65
600831,广电网络,4.61,4.57,2.93,100848373.72,4.88,4.0
301195,北路智控,37.29,37.29,2.93,171778830.0,43.48,28.98
603556,海兴电力,36.85,36.59,2.93,221345264.02,39.11,32.0
603105,芯能科技,9.87,9.86,2.92,225856990.04,10.54,8.62
920146,华阳变速,9.22,9.16,2.92,49735719.92,11.57,6.23
300106,西部牧业,11.3,11.29,2.92,144269470.0,13.16,8.78
600178,东安动力,13.54,13.41,2.92,319597962.31,14.33,11.73
300350,华鹏飞,6.73,6.71,2.91,228379550.0,7.82,5.22
688512,慧智微,12.03,12.03,2.91,135095439.92,14.03,9.35
301023,奕帆传动,43.3,43.17,2.91,153381770.0,50.34,33.56
301176,逸豪新材,26.2,26.2,2.91,99969235.0,30.55,20.37
301152,天力锂能,32.27,31.88,2.91,231189950.0,37.18,24.78
688728,格科微,16.65,16.65,2.9,322838197.27,19.42,12.94
688510,航亚科技,33.13,31.9,2.9,547727988.22,37.2,24.8
920221,易实精密,18.15,18.09,2.9,44117223.98,22.85,12.31
300647,超频三,7.46,7.45,2.9,323897370.0,8.69,5.79
301575,艾芬达,53.62,53.59,2.9,119667765.0,62.5,41.66
603023,威帝股份,5.7,5.68,2.9,317080164.85,6.07,4.97
002005,ST德豪,2.89,2.84,2.9,110777496.0,2.9,2.62
301099,雅创电子,48.48,48.28,2.9,457291350.0,56.3,37.54
603060,国检集团,6.4,6.39,2.9,82258645.74,6.83,5.59
600390,五矿资本,6.09,6.04,2.9,737706475.33,6.46,5.28
300042,朗科科技,29.21,29.15,2.89,469860090.0,34.0,22.66
600416,湘电股份,17.59,17.42,2.89,1400356373.5,18.62,15.24
920873,中设咨询,8.19,8.19,2.89,37608145.11,10.34,5.58
920357,雅葆轩,25.23,25.01,2.88,39003241.53,31.6,17.02
688733,壹石通,32.24,32.22,2.87,323026523.17,37.58,25.06
300062,中能电气,9.39,9.31,2.87,714341090.0,10.86,7.24
002176,江特电机,10.53,10.39,2.87,929122290.0,11.11,9.09
603500,祥和实业,12.58,12.56,2.87,116850717.83,13.43,10.99
603317,天味食品,13.43,13.28,2.87,112229338.8,14.2,11.62
603876,鼎胜新材,16.68,16.52,2.86,789377008.58,17.67,14.45
301103,何氏眼科,20.86,20.84,2.86,64580640.0,24.31,16.21
000526,学大教育,40.99,40.99,2.86,186993070.0,43.84,35.87
600821,金开新能,5.5,5.4,2.86,304509113.77,5.78,4.73
002328,新朋股份,7.23,7.2,2.86,329879440.0,7.7,6.3
600547,山东黄金,46.09,45.01,2.86,2409194313.09,48.14,39.38
920060,万源通,34.58,34.58,2.86,182517229.36,43.7,23.54
688525,佰维存储,131.46,129.76,2.85,3135318218.61,151.39,100.93
920519,万德股份,13.05,12.98,2.85,28666097.38,16.4,8.84
603486,科沃斯,86.31,85.86,2.85,798530279.95,91.83,75.13
920833,美心翼申,17.8,17.68,2.85,42692962.59,22.34,12.04
300642,透景生命,21.89,20.93,2.85,274664320.0,24.42,16.28
002105,信隆健康,7.6,7.58,2.85,102668980.0,8.11,6.63
688750,金天钛业,21.39,21.3,2.85,292195763.78,24.85,16.57
300195,长荣股份,8.75,8.67,2.85,133828972.0,10.12,6.74
002976,瑞玛精密,28.93,28.93,2.84,155181100.0,30.94,25.32
600817,宇通重工,11.86,11.58,2.84,85446235.32,12.39,10.13
920725,惠丰钻石,36.59,36.57,2.84,185594763.64,46.22,24.9
603019,中科曙光,96.87,95.99,2.84,7359897237.15,102.67,84.01
600257,大湖股份,7.65,7.61,2.84,243734079.71,8.14,6.66
002355,兴民智通,6.96,6.89,2.84,447063030.0,7.37,6.03
600955,维远股份,18.28,17.78,2.83,253148793.5,19.02,15.56
300069,金利华电,19.13,18.9,2.83,115657785.0,22.06,14.7
002654,万润科技,15.75,15.63,2.83,1047503940.0,16.72,13.68
002583,海能达,12.4,12.36,2.83,1473269900.0,13.22,10.82
688686,奥普特,132.38,132.16,2.82,193995143.6,154.24,102.82
000815,美利云,12.45,12.38,2.82,404155970.0,13.24,10.84
920370,新安洁,4.38,4.37,2.82,32399426.04,5.52,2.98
300066,三川智慧,6.92,6.92,2.82,382063590.0,8.08,5.38
601882,海天精工,20.99,20.77,2.82,139175050.83,22.22,18.18
688021,奥福科技,19.77,19.68,2.82,25885776.16,22.97,15.31
600143,金发科技,22.0,21.51,2.82,7922106891.87,23.01,18.83
600658,电子城,6.25,6.2,2.82,261705301.08,6.63,5.43
603101,汇嘉时代,10.58,10.58,2.82,199948289.13,11.32,9.26
300837,浙矿股份,40.22,38.33,2.82,403069820.0,44.74,29.82
688582,芯动联科,80.58,77.1,2.81,1449310539.34,89.99,59.99
600794,保税科技,4.02,4.02,2.81,133530617.9,4.3,3.52
603309,维力医疗,13.63,13.54,2.81,214619877.56,14.49,11.85
600682,南京新百,9.27,9.15,2.81,445272451.07,9.79,8.01
300975,商络电子,13.95,13.91,2.81,579490960.0,16.24,10.82
920422,润普食品,13.96,13.92,2.81,67808890.01,17.6,9.48
603667,五洲新春,82.0,80.3,2.8,5567621904.91,85.92,70.3
002651,利君股份,12.88,12.84,2.8,703731340.0,13.74,11.24
600736,苏州高新,8.04,7.71,2.8,792459797.48,8.25,6.75
301308,江波龙,288.0,285.32,2.8,5120121600.0,333.06,222.04
002912,中新赛克,34.8,34.54,2.8,339670870.0,36.96,30.24
688332,中科蓝讯,150.88,149.4,2.79,1075602626.86,174.41,116.27
920834,三维装备,16.2,16.2,2.79,61316615.76,20.48,11.04
600129,太极集团,19.27,19.16,2.79,278424433.64,20.5,16.78
603007,*ST花王,5.93,5.9,2.79,173258223.1,6.03,5.45
300681,英搏尔,27.45,27.29,2.79,330628830.0,31.86,21.24
301499,维科精密,31.35,31.35,2.79,125935063.0,36.6,24.4
688289,圣湘生物,20.89,20.68,2.78,207539652.85,24.14,16.1
301596,瑞迪智驱,81.97,80.92,2.78,161284260.0,94.48,62.98
300945,曼卡龙,17.4,17.37,2.78,190795900.0,20.28,13.52
300427,红相股份,14.5,14.05,2.78,2079719800.0,16.4,10.94
300471,厚普股份,13.73,13.7,2.78,302422870.0,16.0,10.66
920118,太湖远大,24.19,24.09,2.77,22656749.87,30.47,16.41
002745,木林森,9.68,9.66,2.77,496540820.0,10.34,8.46
600398,海澜之家,6.4,6.32,2.76,485995177.05,6.77,5.54
300617,安靠智电,35.25,34.96,2.76,170365120.0,40.82,27.22
301536,星宸科技,65.65,65.14,2.76,770117120.0,76.07,50.71
301077,星华新材,31.99,31.7,2.76,409529330.0,37.02,24.68
300790,宇瞳光学,32.1,32.1,2.75,710137120.0,37.49,24.99
301498,乖宝宠物,69.5,69.14,2.75,372609210.0,80.75,53.83
002398,垒知集团,6.01,5.98,2.75,208779860.0,6.4,5.24
688570,天玛智控,19.55,19.45,2.75,55083513.79,22.72,15.14
300319,麦捷科技,12.78,12.72,2.75,518971610.0,14.86,9.9
300311,ST任子行,4.89,4.87,2.74,84079881.0,5.69,3.79
002229,鸿博股份,17.3,17.25,2.74,1014126810.0,18.47,15.11
300390,天华新能,54.66,52.9,2.74,2593239400.0,61.79,41.19
920000,安徽凤凰,20.38,20.26,2.74,44512647.47,25.63,13.81
603955,大千生态,31.19,30.77,2.74,91570336.0,32.95,26.96
003010,若羽臣,40.91,39.46,2.73,508172020.0,42.25,34.57
920942,恒立钻具,33.7,33.5,2.73,68725940.56,42.39,22.83
000338,潍柴动力,19.1,18.84,2.73,2838312300.0,20.17,16.51
920371,欧福蛋业,10.97,10.94,2.72,36132622.62,13.84,7.46
301678,新恒汇,71.86,71.83,2.72,310319980.0,83.92,55.94
300715,凯伦股份,11.98,11.72,2.72,88172303.0,13.69,9.13
000977,浪潮信息,71.38,70.77,2.71,5843510200.0,75.79,62.01
920971,天马新材,32.97,32.97,2.71,146301736.64,41.73,22.47
605186,健麾信息,21.07,20.88,2.71,84658479.0,22.36,18.3
920111,聚星科技,24.88,24.68,2.7,97068500.2,31.23,16.83
002980,华盛昌,22.46,22.41,2.7,98527747.0,24.0,19.64
000639,西王食品,3.42,3.42,2.7,256088090.0,3.66,3.0
002819,东方中科,30.92,30.81,2.7,467940620.0,33.0,27.0
301320,豪江智能,18.43,18.28,2.7,100839472.0,21.36,14.24
603042,华脉科技,18.29,18.29,2.7,320234970.88,19.59,16.03
001268,联合精密,36.31,35.82,2.69,121550022.0,38.37,31.39
300706,阿石创,38.9,38.88,2.69,364654040.0,45.43,30.29
688381,帝奥微,24.78,24.78,2.69,139500312.67,28.96,19.3
603666,亿嘉和,32.57,32.42,2.69,298053735.17,34.73,28.41
920035,精创电气,41.98,41.98,2.69,89906390.7,53.14,28.62
300190,维尔利,4.59,4.58,2.69,148746290.0,5.35,3.57
002933,新兴装备,37.8,37.8,2.69,260024740.0,40.49,33.13
920046,亿能电力,14.59,14.51,2.69,85619594.97,18.36,9.9
920469,富恒新材,12.76,12.62,2.69,65438805.0,15.97,8.61
600386,北巴传媒,4.59,4.59,2.68,66341459.62,4.92,4.02
300201,海伦哲,7.74,7.66,2.68,654550780.0,8.95,5.97
600355,*ST精伦,2.35,2.3,2.68,45741737.0,2.35,2.13
688468,科美诊断,8.08,8.06,2.68,62363982.86,9.42,6.28
300580,贝斯特,26.95,26.92,2.67,327612740.0,31.46,20.98
605055,迎丰股份,10.5,10.39,2.67,156266948.0,11.13,9.11
920807,奔朗新材,16.65,16.56,2.67,150511988.56,20.96,11.3
600703,三安光电,15.98,15.8,2.66,2956283679.95,16.93,13.85
002192,融捷股份,58.81,57.46,2.66,1151593860.0,61.57,50.37
920634,新威凌,26.82,26.62,2.66,66671367.58,33.7,18.16
603118,共进股份,12.35,12.35,2.66,423852993.52,13.23,10.83
600382,广东明珠,7.76,7.72,2.66,162880688.32,8.27,6.77
920304,迪尔化工,14.29,14.29,2.66,83461760.45,18.09,9.75
002239,奥特佳,3.09,3.09,2.66,392973530.0,3.31,2.71
300381,溢多利,6.98,6.96,2.65,76265851.0,8.14,5.42
000021,深科技,27.73,27.5,2.65,3183046500.0,29.47,24.11
300635,中达安,17.24,17.05,2.65,134451300.0,19.93,13.29
600520,三佳科技,26.37,26.36,2.65,146760582.0,28.25,23.11
300052,ST中青宝,13.21,13.18,2.65,106962435.0,15.41,10.27
301157,华塑科技,58.0,57.0,2.65,146184610.0,66.64,44.42
002565,顺灏股份,23.4,22.89,2.65,7540059300.0,24.53,20.07
688329,艾隆科技,23.13,22.92,2.64,55324880.1,26.8,17.86
601137,博威合金,22.95,22.94,2.64,971951975.13,24.59,20.12
002139,拓邦股份,14.42,14.41,2.64,651153480.0,15.44,12.64
300671,富满微,35.15,35.06,2.63,244856380.0,40.99,27.33
301376,致欧科技,19.17,19.09,2.63,61199325.0,22.32,14.88
001223,欧克科技,56.56,55.75,2.63,98447252.0,59.75,48.89
002861,瀛通通讯,19.33,19.14,2.63,147750260.0,20.52,16.79
000628,高新发展,53.0,52.49,2.62,976726160.0,56.27,46.04
688496,清越科技,6.29,6.27,2.62,47648272.69,7.33,4.89
300696,爱乐达,33.05,32.93,2.62,702042880.0,38.51,25.67
920242,建邦科技,31.25,30.97,2.62,39418005.69,39.23,21.13
600155,华创云信,7.1,7.06,2.62,369425274.14,7.57,6.19
300272,开能健康,7.88,7.85,2.61,237149560.0,9.18,6.12
300820,英杰电气,56.43,55.98,2.6,497775480.0,65.47,43.65
688170,德龙激光,36.5,36.27,2.6,203064323.89,42.42,28.28
688067,爱威科技,26.9,26.89,2.59,36032778.24,31.45,20.97
300587,天铁科技,6.43,6.33,2.59,233293610.0,7.4,4.94
300056,中创环保,8.72,8.71,2.59,210447190.0,10.19,6.79
300599,雄塑科技,10.47,10.3,2.59,224693360.0,12.05,8.03
300847,中船汉光,18.71,18.63,2.59,252418880.0,21.79,14.53
300595,欧普康视,16.66,16.65,2.59,351596770.0,19.48,12.98
605009,豪悦护理,32.57,32.52,2.59,124264983.99,34.87,28.53
600258,首旅酒店,17.8,17.46,2.59,563453634.4,18.72,15.32
002945,华林证券,18.64,18.26,2.58,1552329300.0,19.58,16.02
920395,朗鸿科技,12.32,12.31,2.58,43759703.93,15.6,8.4
603066,音飞储存,11.12,11.12,2.58,49384656.0,11.92,9.76
300068,南都电源,17.1,17.1,2.58,1057696210.0,20.0,13.34
600148,长春一东,20.89,20.73,2.57,70311490.71,22.23,18.19
600861,北京人力,18.83,18.74,2.57,126649689.6,20.1,16.44
600967,内蒙一机,20.02,19.54,2.57,2446668115.6,20.96,17.15
301503,智迪科技,38.4,38.32,2.57,47191762.0,44.83,29.89
688677,海泰新光,47.81,47.56,2.57,94799298.79,55.64,37.1
600759,洲际油气,3.81,3.6,2.56,2909276252.52,3.86,3.16
002184,海得控制,14.03,14.0,2.56,221150630.0,15.02,12.29
603327,福蓉科技,11.68,11.6,2.56,453975199.57,12.44,10.18
002203,海亮股份,14.79,14.41,2.56,1553415600.0,15.46,12.65
600697,欧亚集团,14.01,14.01,2.56,170950984.0,15.03,12.29
603025,大豪科技,18.85,18.85,2.56,263653274.73,20.22,16.54
002451,摩恩电气,11.4,11.23,2.56,878012300.0,12.05,9.86
688429,时创能源,14.08,14.04,2.56,38148743.76,16.43,10.95
600770,综艺股份,5.65,5.62,2.55,164840229.4,6.03,4.93
605080,浙江自然,24.51,24.1,2.55,60376696.2,25.85,21.15
002513,蓝丰生化,7.32,7.24,2.55,176087420.0,7.77,6.35
301045,天禄科技,32.0,31.4,2.55,191520570.0,36.74,24.5
603777,来伊份,14.09,14.09,2.55,258171099.93,15.11,12.37
300466,赛摩智能,10.49,10.47,2.55,140446790.0,12.25,8.17
301006,迈拓股份,17.4,17.32,2.55,35491160.0,20.27,13.51
601828,美凯龙,2.85,2.82,2.55,162835656.93,3.03,2.48
000563,陕国投A,3.65,3.63,2.54,460520910.0,3.89,3.19
688595,芯海科技,36.06,35.91,2.54,145319381.96,42.02,28.02
002888,惠威科技,20.6,20.6,2.54,131252579.0,22.1,18.08
002598,山东章鼓,9.8,9.71,2.53,168620470.0,10.42,8.52
600055,万东医疗,17.65,17.4,2.53,251759179.4,18.67,15.27
603045,福达合金,23.16,23.07,2.53,212081593.94,24.75,20.25
002187,广百股份,9.21,8.91,2.53,1156187800.0,9.56,7.82
301280,珠城科技,60.0,58.75,2.53,410494780.0,68.76,45.84
300895,铜牛信息,55.92,55.53,2.53,858319950.0,64.99,43.33
300019,硅宝科技,22.71,22.71,2.53,537015660.0,26.58,17.72
300351,永贵电器,19.09,19.09,2.52,424740920.0,22.34,14.9
300771,智莱科技,17.13,17.07,2.52,523132850.0,19.98,13.32
920871,派特尔,16.38,16.27,2.52,43261033.14,20.63,11.11
600779,水井坊,40.47,40.3,2.52,309346675.03,43.24,35.38
002251,步步高,5.7,5.7,2.52,1240806480.0,6.12,5.0
920419,路斯股份,16.75,16.7,2.52,29976418.74,21.17,11.41
000663,永安林业,7.86,7.75,2.51,122524337.0,8.32,6.8
600636,*ST国化,9.14,8.98,2.51,110737147.86,9.2,8.32
603098,森特股份,14.31,14.29,2.51,127494328.8,15.33,12.55
605336,帅丰电器,17.35,17.15,2.51,89513219.4,18.4,15.06
600686,金龙汽车,18.8,18.39,2.51,414215362.31,19.73,16.15
300406,九强生物,13.96,13.92,2.5,128310326.0,16.3,10.86
002612,朗姿股份,21.0,20.9,2.5,305991330.0,22.43,18.35
688165,埃夫特,23.98,23.82,2.5,376366990.21,27.89,18.59
300247,融捷健康,5.53,5.34,2.5,238919680.0,6.25,4.17
300740,水羊股份,27.65,26.29,2.5,721895560.0,30.78,20.52
002081,金螳螂,3.71,3.7,2.49,262940240.0,3.97,3.25
301086,鸿富瀚,124.0,120.32,2.49,531058280.0,140.88,93.92
920273,一致魔芋,34.68,34.66,2.48,102261211.8,43.96,23.68
600215,派斯林,9.2,8.67,2.48,780890728.73,9.31,7.61
002676,顺威股份,8.68,8.68,2.48,251199230.0,9.32,7.62
920037,广信科技,87.95,87.62,2.47,119097977.99,111.16,59.86
600379,宝光股份,12.5,12.46,2.47,100367669.8,13.38,10.94
300769,德方纳米,46.96,46.54,2.47,1068361600.0,54.5,36.34
301314,科瑞思,44.8,44.47,2.47,48164134.0,52.08,34.72
688589,力合微,24.56,24.54,2.46,137423221.71,28.74,19.16
002867,周大生,12.49,12.48,2.46,170357150.0,13.4,10.96
688161,威高骨科,30.87,30.87,2.46,63193505.62,36.16,24.1
301047,义翘神州,74.98,73.86,2.46,123390078.0,86.51,57.67
603596,伯特利,57.88,56.49,2.45,1578149453.56,60.65,49.63
603355,莱克电气,31.64,31.42,2.45,127891735.91,33.74,27.6
001298,好上好,31.5,31.47,2.44,427387100.0,33.79,27.65
301361,众智科技,35.77,35.7,2.44,132801852.0,41.82,27.88
603726,朗迪集团,26.25,25.65,2.44,319428148.32,27.54,22.54
600858,银座股份,7.25,7.16,2.43,592938959.83,7.69,6.29
920445,龙竹科技,12.25,12.22,2.43,73905531.86,15.5,8.36
920237,力佳科技,25.78,25.72,2.43,103723982.56,32.64,17.58
600288,大恒科技,16.04,16.03,2.43,258887889.36,17.22,14.09
600761,安徽合力,22.84,22.36,2.43,663816088.01,24.01,19.65
920974,凯大催化,8.48,8.44,2.43,33691615.39,10.71,5.77
002981,朝阳科技,30.47,30.43,2.42,136368130.0,32.68,26.74
300403,汉宇集团,14.82,14.8,2.42,440458970.0,17.34,11.56
300303,聚飞光电,7.2,7.19,2.42,595415470.0,8.42,5.62
688398,赛特新材,18.98,18.61,2.42,65839615.92,21.8,14.54
002379,宏创控股,30.47,28.37,2.42,960437780.0,30.47,24.93
920779,武汉蓝电,36.93,36.86,2.42,52665848.2,46.78,25.2
688380,中微半导,35.75,35.61,2.42,383076748.94,41.72,27.82
920810,春光智能,13.59,13.58,2.41,41156172.71,17.23,9.29
000636,风华高科,17.9,17.85,2.41,709930340.0,19.17,15.69
002175,东方智造,4.68,4.68,2.41,357067560.0,5.03,4.11
301525,儒竞科技,90.63,90.63,2.41,178327960.0,106.2,70.8
603900,莱绅通灵,8.94,8.94,2.41,75321960.8,9.6,7.86
300960,通业科技,25.99,25.98,2.4,82201580.0,30.44,20.3
300586,美联新材,11.98,11.95,2.4,551892280.0,14.0,9.34
688195,腾景科技,173.28,172.93,2.4,1719557669.84,202.66,135.1
002073,软控股份,8.56,8.55,2.4,309449290.0,9.19,7.52
002272,川润股份,17.28,17.1,2.4,1110899700.0,18.37,15.03
603511,爱慕股份,16.8,16.72,2.39,61826152.0,17.96,14.7
601187,厦门银行,7.31,7.29,2.39,160080750.52,7.83,6.41
300016,北陆药业,9.55,9.44,2.39,439356880.0,11.06,7.38
300320,海达股份,9.9,9.87,2.39,146535210.0,11.57,7.71
920837,华原股份,15.49,15.46,2.38,41459987.83,19.63,10.57
000534,万泽股份,23.69,23.21,2.38,703607610.0,24.94,20.4
600117,西宁特钢,3.03,3.01,2.38,146376261.78,3.23,2.65
600728,佳都科技,7.36,7.32,2.38,1180337074.07,7.87,6.44
301305,朗坤科技,27.11,25.85,2.38,415509470.0,30.3,20.2
002322,理工能科,12.93,12.93,2.38,118747011.0,13.89,11.37
920866,绿亨科技,8.62,8.62,2.38,19373377.7,10.94,5.9
920022,世昌股份,31.04,31.04,2.37,50783892.61,39.41,21.23
920110,雷特科技,37.94,37.94,2.37,19691119.43,48.17,25.95
688628,优利德,33.29,33.23,2.37,58493871.42,38.95,25.97
920703,广厦环能,15.62,15.55,2.37,36128472.15,19.74,10.64
301186,超达装备,50.5,48.9,2.37,125208211.0,57.32,38.22
920132,泰鹏智能,16.9,16.9,2.36,21192382.95,21.46,11.56
301487,盟固利,23.0,23.0,2.36,422630120.0,26.96,17.98
920163,方大新材,15.19,15.19,2.36,14993930.74,19.29,10.39
605098,行动教育,44.58,44.35,2.35,85714605.67,47.66,39.0
002188,中天服务,6.57,6.53,2.35,163983290.0,7.02,5.74
002403,爱仕达,13.09,13.06,2.35,96436120.0,14.04,11.48
300206,理邦仪器,14.94,14.82,2.35,301556770.0,17.38,11.58
301168,通灵股份,45.86,45.34,2.35,105786611.0,53.16,35.44
002633,申科股份,16.59,16.57,2.35,61880888.0,17.81,14.57
600391,航发科技,47.1,45.44,2.34,1754268663.54,48.84,39.96
300908,仲景食品,28.88,28.85,2.34,63760556.0,33.83,22.55
300249,依米康,16.75,16.62,2.34,779227760.0,19.49,12.99
603759,海天股份,11.04,10.95,2.34,148812695.55,11.77,9.63
002939,长城证券,10.58,10.52,2.33,686814730.0,11.31,9.25
600038,中直股份,39.16,39.05,2.33,1072207266.7,41.98,34.34
300823,建科智能,16.33,16.25,2.33,44480612.0,19.06,12.7
300510,金冠股份,4.4,4.4,2.33,113379456.0,5.16,3.44
920230,欧康医药,13.24,13.2,2.33,25814513.66,16.77,9.03
002245,蔚蓝锂芯,18.98,18.49,2.32,1480155300.0,19.88,16.26
920719,宁新新材,13.7,13.65,2.32,66883071.44,17.34,9.34
688678,福立旺,25.13,25.12,2.32,245249497.81,29.46,19.64
301017,漱玉平民,17.98,17.64,2.32,615343640.0,20.69,13.79
002524,光正眼科,4.42,4.41,2.32,67513548.0,4.74,3.88
920792,东和新材,12.8,12.79,2.32,32124076.3,16.25,8.75
688565,力源科技,12.68,12.37,2.32,73027432.55,14.51,9.67
920080,奥美森,28.73,28.73,2.31,48126328.11,36.5,19.66
