日期,竞价_总额,竞价_上海额,竞价_创业额,竞价_涨停,竞价_跌停,竞价_强力,竞价_极弱,竞价_上涨,竞价_下跌,竞价_全场涨跌比,竞价_上海涨跌比,竞价_创业涨跌比,竞价_前15占比,竞价_上证涨跌幅,竞价_深证涨跌幅,竞价_创业涨跌幅,竞价_核心溢价,竞价_妖股溢价,收盘_总额,收盘_上海额,收盘_创业额,收盘_涨停,收盘_跌停,收盘_强力,收盘_极弱,收盘_上涨,收盘_下跌,收盘_全场涨跌比,收盘_上海涨跌比,收盘_创业涨跌比,收盘_前15占比,收盘_上证涨跌幅,收盘_深证涨跌幅,收盘_创业涨跌幅,收盘_核心溢价,收盘_核心赚钱,收盘_核心承接,收盘_妖股溢价,收盘_妖股赚钱,收盘_妖股承接,竞价_资金增减,竞价_增减幅,竞价_上海额_diff,竞价_创业额_diff,竞价_涨停_diff,竞价_跌停_diff,竞价_强力_diff,竞价_极弱_diff,收盘_资金增减,收盘_增减幅,收盘_上海额_diff,收盘_创业额_diff,收盘_涨停_diff,收盘_跌停_diff,收盘_强力_diff,收盘_极弱_diff
2025-06-12,107.72,40.37,27.32,8,0,14,3,1257,3130,0.40,0.46,0.31,11.93,-0.13,-0.37,-0.23,,,13031.22,5011.05,3785.72,64.00,0.00,118.00,8.00,2268.00,2759.00,0.82,0.72,1.17,6.29,0.01,-0.11,0.26,,,,,,,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-06-13,137.59,49.79,35.07,11,1,31,8,1030,3601,0.29,0.33,0.19,13.49,-0.15,-0.39,-0.59,-0.70,-3.09,15032.50,6046.72,4105.06,57.00,8.00,96.00,99.00,819.00,4334.00,0.19,0.21,0.16,5.14,-0.75,-1.10,-1.13,-0.70,-0.75,-0.06,-3.09,-7.74,-4.85,29.87,0.28,9.42,7.75,3,1,17,5,2001.28,0.15,1035.67,319.34,-7.00,8.00,-22.00,91.00
2025-06-16,129.17,47.87,31.38,8,0,20,4,1155,3477,0.33,0.38,0.30,15.07,-0.23,-0.25,-0.25,0.13,2.00,12431.43,4810.62,3576.47,55.00,3.00,138.00,16.00,3441.00,1589.00,2.17,1.79,3.49,6.22,0.35,0.41,0.66,0.13,2.41,2.24,2.00,5.36,3.33,-8.42,-0.06,-1.92,-3.69,-3,-1,-11,-4,-2601.07,-0.17,-1236.10,-528.59,-2.00,-5.00,42.00,-83.00
2025-06-17,105.86,31.55,33.83,10,0,24,1,2508,1691,1.48,1.43,1.44,14.30,-0.02,0.14,0.20,0.38,0.62,12366.81,4575.33,3729.92,46.00,6.00,80.00,44.00,2173.00,2828.00,0.77,0.82,0.64,5.74,-0.04,-0.12,-0.36,0.38,0.97,0.61,0.62,2.81,2.48,-23.31,-0.18,-16.32,2.45,2,0,4,-3,-64.62,-0.01,-235.29,153.45,-9.00,3.00,-58.00,28.00
2025-06-18,104.52,34.03,28.48,7,1,10,2,1085,3406,0.32,0.44,0.17,15.50,-0.04,-0.09,-0.16,-0.96,-1.79,12213.44,4405.61,3718.48,41.00,9.00,88.00,47.00,1760.00,3353.00,0.52,0.50,0.70,6.36,0.04,0.24,0.23,-0.96,-0.71,0.24,-1.79,-2.65,-0.90,-1.34,-0.01,2.48,-5.35,-3,1,-14,1,-153.37,-0.01,-169.72,-11.44,-5.00,3.00,8.00,3.00
2025-06-19,101.37,30.47,29.71,4,0,11,7,1259,3092,0.41,0.46,0.34,16.18,-0.13,-0.19,-0.27,0.35,-1.05,12803.85,4727.34,3868.61,34.00,13.00,58.00,92.00,691.00,4493.00,0.15,0.17,0.16,5.41,-0.79,-1.21,-1.36,0.35,-1.88,-2.18,-1.05,-0.63,0.39,-3.15,-0.03,-3.56,1.23,-3,-1,1,5,590.41,0.05,321.73,150.13,-7.00,4.00,-30.00,45.00
2025-06-20,90.38,28.01,25.61,7,0,17,8,1734,2439,0.71,0.86,0.66,16.65,-0.10,-0.13,0.00,-1.37,0.40,10913.43,4104.78,3263.86,45.00,14.00,72.00,77.00,1499.00,3518.00,0.43,0.51,0.31,5.85,-0.07,-0.47,-0.84,-1.37,-2.42,-1.05,0.40,-1.12,-1.58,-10.99,-0.11,-2.46,-4.10,3,0,6,1,-1890.42,-0.15,-622.56,-604.75,11.00,1.00,14.00,-15.00
2025-06-23,112.63,40.00,29.71,7,1,24,11,822,3965,0.21,0.23,0.18,12.98,-0.31,-0.55,-0.64,-1.00,-3.51,11464.99,4423.11,3403.28,71.00,0.00,147.00,7.00,4311.00,802.00,5.38,4.01,7.91,5.62,0.65,0.43,0.39,-1.00,2.96,4.02,-3.51,-2.13,1.48,22.25,0.25,11.99,4.10,0,1,7,3,551.56,0.05,318.33,139.42,26.00,-14.00,75.00,-70.00
2025-06-24,123.53,44.59,34.15,11,20,28,41,3043,1390,2.19,2.25,2.07,12.90,-0.04,0.26,0.35,-0.64,-0.27,14475.68,5442.01,4416.60,70.00,18.00,163.00,47.00,4624.00,555.00,8.33,7.66,8.64,5.97,1.15,1.68,2.30,-0.64,0.81,1.48,-0.27,1.55,1.80,10.90,0.10,4.59,4.44,4,19,4,30,3010.69,0.26,1018.90,1013.32,-1.00,18.00,16.00,40.00
2025-06-25,133.93,44.19,39.45,9,2,21,8,2746,1512,1.82,2.02,1.41,12.19,-0.04,0.22,0.44,-0.29,1.50,16387.50,6193.38,5184.21,68.00,2.00,132.00,17.00,3838.00,1196.00,3.21,3.38,2.91,8.04,1.03,1.72,3.11,-0.29,4.88,5.27,1.50,1.96,0.50,10.40,0.08,-0.40,5.30,-2,-18,-7,-33,1911.82,0.13,751.37,767.61,-2.00,-16.00,-31.00,-30.00
2025-06-26,168.44,60.94,49.77,12,0,27,6,1775,2377,0.75,0.78,0.62,19.25,-0.12,-0.04,0.02,-0.05,1.50,16223.06,6020.78,5101.82,64.00,1.00,98.00,16.00,1539.00,3518.00,0.44,0.41,0.49,7.54,-0.22,-0.48,-0.66,-0.05,-0.90,-0.86,1.50,3.33,1.80,34.51,0.26,16.75,10.32,3,-2,6,-2,-164.44,-0.01,-172.60,-82.39,-4.00,-1.00,-34.00,-1.00
2025-06-27,143.92,49.32,38.39,11,1,30,3,2885,1501,1.92,1.82,1.84,13.74,0.06,0.27,0.54,-0.22,-0.38,15751.05,6050.80,4645.62,54.00,3.00,105.00,20.00,3298.00,1691.00,1.95,1.97,1.79,7.06,-0.70,0.34,0.47,-0.22,0.51,0.73,-0.38,-1.93,-1.38,-24.52,-0.15,-11.62,-11.38,-1,1,3,-3,-472.01,-0.03,30.02,-456.20,-10.00,2.00,7.00,4.00
2025-06-30,142.27,47.70,38.85,5,2,19,5,2996,1309,2.29,2.25,2.20,12.43,-0.02,0.26,0.40,0.19,0.72,15162.68,5659.62,4621.40,78.00,5.00,170.00,6.00,3923.00,1087.00,3.61,3.01,7.46,5.96,0.59,0.83,1.35,0.19,2.21,2.02,0.72,5.06,4.36,-1.65,-0.01,-1.62,0.46,-6,1,-11,2,-588.37,-0.04,-391.18,-24.22,24.00,2.00,65.00,-14.00
2025-07-01,123.53,40.59,35.89,11,0,25,0,2196,1923,1.14,1.18,0.92,13.03,0.04,-0.06,-0.18,-0.77,2.40,14953.53,5523.52,4444.90,63.00,5.00,111.00,29.00,2518.00,2485.00,1.01,1.18,0.73,5.03,0.39,0.11,-0.24,-0.77,-2.46,-1.70,2.40,-0.19,-2.44,-18.74,-0.13,-7.11,-2.96,6,-2,6,-5,-209.15,-0.01,-136.10,-176.50,-15.00,0.00,-59.00,23.00
2025-07-02,139.83,49.42,40.61,10,1,21,5,1627,2711,0.60,0.68,0.49,12.07,0.01,-0.20,-0.36,-1.66,0.28,14039.96,5420.39,3937.80,60.00,8.00,92.00,58.00,1863.00,3199.00,0.58,0.69,0.33,4.60,-0.09,-0.61,-1.13,-1.66,-4.98,-3.38,0.28,-1.61,-1.83,16.30,0.13,8.83,4.72,-1,1,-4,5,-913.57,-0.06,-103.13,-507.10,-3.00,3.00,-19.00,29.00
2025-07-03,111.83,41.61,26.22,9,1,14,7,2028,2182,0.93,0.94,0.75,13.61,0.04,0.18,0.33,-0.23,-1.38,7352.28,2455.24,2319.77,60.00,0.00,115.00,16.00,3181.00,1788.00,1.78,1.50,2.21,10.94,0.18,1.17,1.90,0.91,3.32,2.38,0.73,3.69,2.97,-28.00,-0.20,-7.81,-14.39,-1,0,-7,2,-6687.68,-0.48,-2965.15,-1618.03,0.00,-8.00,23.00,-42.00
2025-07-04,117.83,43.67,29.71,9,0,11,3,1808,2446,0.74,0.88,0.62,14.76,-0.05,0.00,0.20,0.67,-0.35,14537.93,5665.60,4204.52,38.00,10.00,64.00,45.00,1127.00,3985.00,0.28,0.36,0.21,6.31,0.32,-0.25,-0.36,0.67,0.36,-0.32,-0.35,0.35,0.60,6.00,0.05,2.06,3.49,0,-1,-3,-4,7185.65,0.98,3210.36,1884.75,-22.00,10.00,-51.00,29.00
2025-07-07,123.36,47.76,32.45,7,1,16,5,1552,2805,0.55,0.64,0.41,12.57,-0.12,-0.20,-0.34,-0.59,0.05,12257.42,4748.71,3465.06,67.00,2.00,119.00,16.00,3174.00,1891.00,1.68,1.69,1.71,5.83,0.02,-0.70,-1.21,-0.59,-0.60,-0.02,0.05,1.40,1.39,5.53,0.05,4.09,2.74,-2,1,5,2,-2280.51,-0.16,-916.89,-739.46,29.00,-8.00,55.00,-29.00
2025-07-08,100.59,39.75,23.96,9,1,23,1,1982,2124,0.93,0.95,0.88,14.73,0.04,-0.04,-0.03,-0.12,-0.38,14736.64,5665.29,4365.37,67.00,1.00,127.00,6.00,4159.00,937.00,4.44,3.60,5.98,5.92,0.70,1.46,2.39,-0.12,3.26,3.41,-0.38,1.14,1.76,-22.77,-0.18,-8.01,-8.49,2,0,7,-4,2479.22,0.20,916.58,900.31,0.00,-1.00,8.00,-10.00
2025-07-09,135.05,52.40,35.61,11,0,25,1,2154,2009,1.07,1.12,0.78,11.59,0.04,0.04,-0.08,0.19,-0.35,15264.77,5950.84,4355.01,54.00,2.00,86.00,9.00,1796.00,3215.00,0.56,0.60,0.52,5.70,-0.13,-0.06,0.16,0.19,0.49,0.30,-0.35,2.15,2.47,34.46,0.34,12.65,11.65,2,-1,2,0,528.13,0.04,285.55,-10.36,-13.00,1.00,-41.00,3.00
2025-07-10,124.76,44.58,32.29,9,0,16,2,1523,2825,0.54,0.56,0.44,16.07,-0.04,0.11,0.38,0.37,1.78,15139.96,6123.52,4191.88,62.00,5.00,97.00,35.00,2850.00,2209.00,1.29,1.51,0.73,6.84,0.48,0.47,0.22,0.37,-1.15,-1.52,1.78,2.76,1.04,-10.29,-0.08,-7.82,-3.32,-2,0,-9,1,-124.81,-0.01,172.68,-163.13,8.00,3.00,11.00,26.00
2025-07-11,134.57,57.16,28.66,15,0,25,0,2109,2025,1.04,1.17,0.79,16.20,0.05,0.06,0.02,0.62,0.60,17338.97,7510.87,4597.30,61.00,6.00,113.00,22.00,2885.00,2109.00,1.37,1.42,1.25,7.38,0.01,0.61,0.80,0.62,1.26,0.62,0.60,0.29,-0.32,9.81,0.08,12.58,-3.63,6,0,9,-2,2199.01,0.15,1387.35,405.42,-1.00,1.00,16.00,-13.00
2025-07-14,167.14,75.04,37.43,12,2,22,6,2132,2137,1.00,1.09,0.83,15.05,0.09,0.09,0.02,-0.27,2.46,14795.84,6218.72,3870.92,62.00,10.00,118.00,30.00,3105.00,1962.00,1.58,1.48,1.60,6.22,0.27,-0.11,-0.45,-0.27,-1.86,-1.59,2.46,1.94,-0.52,32.57,0.24,17.88,8.77,-3,2,-3,6,-2543.13,-0.15,-1292.15,-726.38,1.00,4.00,5.00,8.00
2025-07-15,143.07,57.27,34.32,10,4,13,15,1552,2810,0.55,0.61,0.42,15.82,0.00,0.15,0.65,0.06,-0.20,16341.72,6460.98,4472.87,44.00,16.00,94.00,51.00,1269.00,3900.00,0.33,0.36,0.36,6.52,-0.42,0.56,1.73,0.06,-0.33,-0.42,-0.20,1.09,1.32,-24.07,-0.14,-17.77,-3.11,-2,2,-9,9,1545.88,0.10,242.26,601.95,-18.00,6.00,-24.00,21.00
2025-07-16,129.04,47.56,36.50,4,1,15,4,2184,2031,1.08,1.10,0.93,22.25,-0.06,0.05,0.28,0.30,-0.00,14609.23,5717.73,4288.81,55.00,5.00,99.00,22.00,3151.00,1882.00,1.67,1.77,1.70,7.53,-0.03,-0.22,-0.22,0.30,-1.09,-1.40,-0.00,3.10,3.29,-14.03,-0.10,-9.71,2.18,-6,-3,2,-11,-1732.49,-0.11,-743.25,-184.06,11.00,-11.00,5.00,-29.00
2025-07-17,112.37,39.82,30.73,7,0,14,3,2039,2195,0.93,0.98,0.79,14.31,-0.10,-0.02,-0.07,-1.21,-0.02,15594.69,6090.61,4429.90,58.00,1.00,134.00,8.00,3454.00,1526.00,2.26,2.00,3.61,6.85,0.37,1.43,1.76,-1.21,2.22,3.47,-0.02,1.82,1.81,-16.67,-0.13,-7.74,-5.77,3,-1,-1,-1,985.46,0.07,372.88,141.09,3.00,-4.00,35.00,-14.00
2025-07-18,136.48,48.99,34.84,7,0,16,1,2764,1455,1.90,1.98,1.50,13.60,0.08,0.27,0.46,-0.17,1.80,15915.67,6427.53,4323.71,45.00,1.00,90.00,11.00,2530.00,2474.00,1.02,1.26,0.85,7.27,0.50,0.37,0.34,-0.17,-0.10,0.07,1.80,1.08,-0.65,24.11,0.21,9.17,4.11,0,0,2,-2,320.98,0.02,336.92,-106.19,-13.00,0.00,-44.00,3.00
2025-07-21,183.81,78.10,39.53,31,1,64,4,2412,1981,1.22,1.33,0.90,13.44,0.24,0.22,0.36,0.07,-0.44,17251.22,7292.11,4440.17,122.00,1.00,209.00,5.00,3921.00,1209.00,3.24,3.15,2.34,6.39,0.72,0.86,0.87,0.07,0.96,0.87,-0.44,2.17,2.61,47.33,0.35,29.11,4.69,24,1,48,3,1335.55,0.08,864.58,116.46,77.00,0.00,119.00,-6.00
2025-07-22,176.87,81.51,33.92,34,0,58,1,1963,2321,0.85,0.90,0.58,17.85,0.05,-0.03,-0.07,0.27,10.93,19271.02,8392.55,4812.58,106.00,4.00,177.00,17.00,2494.00,2597.00,0.96,1.16,0.56,6.40,0.62,0.84,0.61,0.27,0.58,0.30,10.93,15.12,3.97,-6.94,-0.04,3.41,-5.61,3,-1,-6,-3,2019.80,0.12,1100.44,372.41,-16.00,3.00,-32.00,12.00
2025-07-23,212.33,98.70,41.38,31,0,57,5,1909,2548,0.75,0.85,0.48,13.05,0.20,0.01,-0.12,-0.63,6.70,18968.87,8559.87,4487.38,51.00,6.00,94.00,60.00,1224.00,3909.00,0.31,0.41,0.28,6.18,0.01,-0.37,-0.01,-0.63,-0.81,-0.15,6.70,1.08,-5.26,35.46,0.20,17.19,7.46,-3,0,-1,4,-302.15,-0.02,167.32,-325.20,-55.00,2.00,-83.00,43.00
2025-07-24,180.25,85.44,31.78,7,0,15,10,1949,2338,0.83,0.78,0.81,25.35,-0.09,0.10,0.37,-0.72,-0.85,18727.53,8513.02,4582.37,73.00,0.00,153.00,14.00,4279.00,864.00,4.95,4.52,4.55,7.15,0.65,1.21,1.50,-0.72,2.38,3.17,-0.85,3.90,4.77,-32.08,-0.15,-13.26,-9.60,-24,0,-42,5,-241.34,-0.01,-46.85,94.99,22.00,-6.00,59.00,-46.00
2025-07-25,179.40,90.57,31.70,8,0,17,4,2319,1776,1.31,1.32,1.05,22.93,-0.04,0.03,0.12,-0.06,0.26,18141.96,8205.09,4358.73,46.00,11.00,109.00,39.00,2447.00,2638.00,0.93,0.94,1.26,6.58,-0.33,-0.22,-0.23,-0.06,-1.91,-1.88,0.26,-0.67,-0.92,-0.85,-0.00,5.13,-0.08,1,0,2,-6,-585.57,-0.03,-307.93,-223.64,-27.00,11.00,-44.00,25.00
2025-07-28,172.77,77.45,34.12,3,2,7,6,2639,1740,1.52,1.50,1.48,13.00,0.02,0.07,0.27,-0.68,-0.85,17652.04,7603.86,4543.89,55.00,4.00,125.00,18.00,2707.00,2340.00,1.16,0.96,1.93,7.36,0.12,0.44,0.96,-0.68,0.53,1.22,-0.85,1.33,2.21,-6.63,-0.04,-13.12,2.42,-5,2,-10,2,-489.92,-0.03,-601.23,185.16,9.00,-7.00,16.00,-21.00
