market_code,股票代码,涨停原因类别[20260514],code
22,600238.SH,保健酒+海南国资+一季报扭亏+ST板块,600238
33,001215.SZ,,001215
33,002667.SZ,,002667
33,002124.SZ,生猪养殖+预重整延期+绿色电力,002124
17,600539.SH,,600539
33,000078.SZ,,000078
33,002856.SZ,国资背景+建筑装饰+ST摘帽预期,002856
22,600187.SH,,600187
33,002208.SZ,间接持有长鑫科技+房地产+合肥国资,002208
17,603093.SH,算力期货催化+期货经纪+境外清算+一季报高增,603093
33,000925.SZ,,000925
33,002506.SZ,TOPCon电池+储能系统+绿色能源,002506
22,603398.SH,,603398
22,600745.SH,,600745
33,000639.SZ,,000639
33,002514.SZ,人形机器人+光伏+智能制造,002514
17,688478.SH,碳化硅+半导体设备+并购为准智能,688478
22,603959.SH,,603959
33,003018.SZ,液冷并购+瓶盖龙头+北美客户,003018
33,000056.SZ,,000056
22,600289.SH,算力转型+GPU定制+ST保壳,600289
33,002199.SZ,碳酸锂+石英晶体+申请撤销退市风险警,002199
17,600819.SH,TCO玻璃+钙钛矿+上海国资,600819
17,605086.SH,高岭土龙头+提锂中试+紫金入股+福建国资,605086
33,001223.SZ,PI膜+锂电隔膜设备+机器人,001223
33,002650.SZ,减盐酱油+ST摘帽预期+一季度扭亏,002650
17,603090.SH,,603090
