market_code,股票代码,涨停原因类别[20260202],code
33,002830.SZ,AI传媒+住宅装饰+数字化平台,002830
17,600497.SH,,600497
33,002648.SZ,,002648
33,000737.SZ,,000737
22,600243.SH,,600243
17,603578.SH,,603578
33,000949.SZ,,000949
33,000610.SZ,,000610
17,600331.SH,,600331
17,688228.SH,,688228
33,002207.SZ,,002207
33,002654.SZ,,002654
22,600421.SH,业绩预盈+股权转让终止+风电模具,600421
33,002168.SZ,,002168
33,002575.SZ,智算业务+腾讯概念+酒类销售+重组推进,002575
17,600232.SH,工业大麻+纺织机械+锂电池+注塑机,600232
33,000990.SZ,,000990
17,600610.SH,,600610
33,002305.SZ,,002305
17,603618.SH,特高压+光通信+超薄铜箔,603618
17,600759.SH,,600759
33,002160.SZ,,002160
17,601168.SH,,601168
33,000021.SZ,,000021
33,001326.SZ,机器人+LED照明+北美市场,001326
33,000820.SZ,,000820
33,300215.SZ,特高压检测+新能源检测+直流技改,300215
33,000975.SZ,,000975
33,000711.SZ,ITO靶材+有色金属+金属铟+资产注入,000711
33,002183.SZ,,002183
17,603988.SH,,603988
22,600355.SH,,600355
33,002678.SZ,赛马概念+文旅转型+广州国资,002678
17,605196.SH,,605196
17,601600.SH,,601600
17,600785.SH,零售+黄金零售+股权转让,600785
17,603132.SH,,603132
33,002314.SZ,,002314
17,600722.SH,,600722
33,000995.SZ,白酒+区域强牌+控股股东增持,000995
33,001287.SZ,,001287
17,600382.SH,,600382
17,603919.SH,白酒+高端产品增长+全国化布局,603919
17,603718.SH,,603718
33,002289.SZ,,002289
22,600696.SH,,600696
17,600593.SH,,600593
33,300212.SZ,,300212
33,000708.SZ,,000708
17,688335.SH,年报扭亏+绿色甲醇+氢能,688335
17,600916.SH,,600916
33,002543.SZ,,002543
33,002339.SZ,电网设备+中标+特高压,002339
33,000668.SZ,扭亏为盈+房地产去化+跨境物流转型,000668
22,600358.SH,,600358
22,603813.SH,,603813
17,603429.SH,,603429
17,600230.SH,,600230
33,002038.SZ,,002038
17,600490.SH,,600490
17,600828.SH,REITs调整+百货零售+川超消费,600828
17,601388.SH,,601388
33,000911.SZ,,000911
33,000698.SZ,,000698
33,002667.SZ,,002667
22,603580.SH,,603580
33,002237.SZ,,002237
17,600301.SH,,600301
33,000736.SZ,,000736
22,605081.SH,,605081
33,002808.SZ,,002808
33,002630.SZ,,002630
33,000608.SZ,控制权变更+商业地产+ST板块,000608
33,002358.SZ,电网设备+特高压+河南国资,002358
17,600745.SH,,600745
17,600988.SH,,600988
17,603900.SH,,603900
17,600057.SH,,600057
33,002064.SZ,,002064
17,600476.SH,,600476
17,600403.SH,,600403
22,603843.SH,智算服务+基建转型+有色金属,603843
17,600550.SH,业绩预增+核电变压器+特高压+央企,600550
33,000639.SZ,,000639
33,002514.SZ,,002514
33,000056.SZ,,000056
17,603172.SH,分散染料涨价+聚酰亚胺+越南子公司,603172
33,000821.SZ,钙钛矿设备+北美突破+锂电订单新高,000821
33,002214.SZ,,002214
33,002780.SZ,年报预增+冰雪产业+X-BIONIC,002780
17,600459.SH,,600459
17,600352.SH,,600352
33,000603.SZ,,000603
33,002092.SZ,,002092
33,301362.SZ,PCB钻针+LED照明+一带一路,301362
17,605086.SH,,605086
17,600618.SH,,600618
33,002545.SZ,,002545
17,600547.SH,,600547
