code,股票代码,market_code,涨停原因类别[20260810]
002458,002458.SZ,33,鸡苗景气+种鸡龙头+种猪放量
002951,002951.SZ,33,超级电容+储能+中报预计减亏
002762,002762.SZ,33,
601199,601199.SH,17,智慧水务+供排水一体化+国企改革
600984,600984.SH,17,建筑起重机械租赁+煤矿智能装备+陕西国资
301080,301080.SZ,33,AI蛋白质设计+创新药+CGT+回购注销
001258,001258.SZ,33,半年报增长+风电+光伏+新疆国资
001388,001388.SZ,33,拟认购股权+物理AI+防冰除冰机器人+电网设备
600449,600449.SH,17,
603151,603151.SH,17,猪饲料+生猪养殖+股东人数减少
600815,600815.SH,17,工程机械+地下管网+厦门国资
300862,300862.SZ,33,拟重大资产重组+复牌+真空镀膜设备+环境监测
002696,002696.SZ,33,水产饲料+鱼粉涨价+青岛国资
600698,600698.SH,17,兵装重组概念+涡轮增压器+电子水泵+央企
600186,600186.SH,17,算力租赁+阶跃星辰+类ABF膜+调味品
000779,000779.SZ,33,
600356,600356.SH,17,卷烟纸龙头+HNB+黑龙江国资
002541,002541.SZ,33,中报预增+机器人+钢结构+新能源订单
002153,002153.SZ,33,AI智能体+酒店SaaS+并购重组获批
002552,002552.SZ,33,覆铜板+黄金+业绩预增+地方国资
002437,002437.SZ,33,创新药+集采放量+医药制造
002626,002626.SZ,33,辅酶Q10+NMN概念+外销
603020,603020.SH,17,香精香料+Omega-3鱼油+收购整合
603269,603269.SH,17,数据中心液冷+核电冷却+冷却塔
600326,600326.SH,17,水泥+矿产+西藏国资
002248,002248.SZ,33,工业母机+谐波减速器
601606,601606.SH,17,军工+弹药装备+兵装重组+央企
600936,600936.SH,17,AI应用+智慧交通+平陆运河+资产注入
301357,301357.SZ,33,军工智能装备+军车复合材料+资产重组完成
600722,600722.SH,17,甲醇+风电+河北国资
605336,605336.SH,22,重大资产重组+智能电网+保壳
000026,000026.SZ,33,设立长空事业部+航空航天表+机器人+激光器
002885,002885.SZ,33,AI算力+中报预增+磁性元器件
002300,002300.SZ,33,海缆+电网设备+储能电缆
002289,002289.SZ,33,算力租赁+IDC+定增
001376,001376.SZ,33,热电联产+电力+安哥拉电解铝+定增
002589,002589.SZ,33,创新药+AI应用+医药流通
688073,688073.SH,17,创新药+药物分子砌块+ADC
600337,600337.SH,22,家居零售+AI应用+重整投资
002298,002298.SZ,33,算力基础设施+智能输配电+半年报预增
603221,603221.SH,17,拟收购存储测试+小盘炒作+PVC地板
600490,600490.SH,17,黄金+铜+半年度预增+回购
603758,603758.SH,17,人形机器人+真空镀膜+发动机核心零部件+回购注销
600641,600641.SH,17,铟+铋材料+离子注入设备+半导体设备
000973,000973.SZ,33,锂电池隔膜+限售解禁+广东国资
600683,600683.SH,17,资产重组+北京国资+拟购光电子资产+TOD
603580,603580.SH,17,控制权拟变更+轻型输送带+精密金属结构件
002667,002667.SZ,33,钨锡铅锌矿+碳酸锂+ST板块
002647,002647.SZ,33,AI算力芯片+第三方支付+半年报扣非增长
600272,600272.SH,17,SPD+医药商业+资产收购+上海国资
605033,605033.SH,17,农药+半年报增长+西部大开发
002370,002370.SZ,33,创新药+化学制药+股份回购
001300,001300.SZ,33,蹦床龙头+健身器材+外销为主
603382,603382.SH,17,尼龙6+涤纶工业丝+智能制造
300246,300246.SZ,33,
002842,002842.SZ,33,钨全产业链+光伏钨丝+定增获批+中报预增
603797,603797.SH,17,污水处理+PPP项目+估值提升计划
605179,605179.SH,17,乳业+烘焙食品+冷链物流
000537,000537.SZ,33,风电投资+绿电交易+央企
600793,600793.SH,17,醋酸纤维素+TAC膜+造纸+宜宾国资
600363,600363.SH,17,
603161,603161.SH,17,定增实施+涡轮增压器+混合动力
603130,603130.SH,17,革基布龙头+入股商业卫星+股份回购+定增获批
002828,002828.SZ,33,油服工程+控制权变更+暂缓加拿大投资
600833,600833.SH,17,医药商业+中报预增+上海国资
301051,301051.SZ,33,玻璃盖板+储能调频+车载玻璃
000656,000656.SZ,33,不动产综合运营+代建+摘帽+中报预计扭亏
601700,601700.SH,17,特高压+中报预增+国企改革
601886,601886.SH,17,BIPV+海外订单+民营医院
002044,002044.SZ,33,AI医疗+体检龙头+AI收入增长
002474,002474.SZ,33,AI政务+信创+数据要素
