涨停原因类别[20260618],market_code,股票代码,code
医用敷料出口第一+员工持股计划+拟实施分红,33,002950.SZ,002950
电子特气+六氟化钨+减持+大宗气体,33,002971.SZ,002971
FCBGA封装基板+HBM+半导体转型+浙江国资,33,002989.SZ,002989
光通信陶瓷外壳+SiC功率器件+央企,33,003031.SZ,003031
算力租赁+智算中心+AI云平台,33,300166.SZ,300166
英伟达电感+光模块+深圳国资,33,300319.SZ,300319
,33,300411.SZ,300411
电子级碳氢树脂+PCB概念+光刻胶,33,300522.SZ,300522
碳化硅切割+钨丝金刚线+一季报增长,33,300861.SZ,300861
高速铜缆连接+人形机器人线缆+可控核聚变,33,301310.SZ,301310
氧化锆替代+口腔种植医保+外销龙头,33,301580.SZ,301580
PCB+特种膜+新能源材料+国产替代,33,301687.SZ,301687
半导体并购+集装箱地板+无锡国资,17,600076.SH,600076
豪宅项目获奖+家居商贸+广州地产,17,600162.SH,600162
,22,600180.SH,600180
铜箔增资+PCB概念+电解铜箔,17,600226.SH,600226
稀土涨价+广东稀土矿+央企+一季报增长,17,600259.SH,600259
,22,600289.SH,600289
,22,600302.SH,600302
氮化铝+可控核聚变+定增受理,17,600353.SH,600353
阴极铜龙头+新材料+中期票据,17,600362.SH,600362
摘帽预期+听花酒+大健康+西部大开发,22,600381.SH,600381
稀土+江阴加华投产+央企+一季报增长,17,600392.SH,600392
钨钽铌并购+磁选装备+江西国资,17,600397.SH,600397
商业航天+军工特钢+不锈钢,17,600399.SH,600399
,22,600491.SH,600491
,22,600537.SH,600537
,17,600539.SH,600539
电子布设备+华为合作+纺织机械,17,600545.SH,600545
HBM后工序+存储芯片+先进封装+无锡国资,17,600667.SH,600667
青岛国资+眼科医疗+中药+年报增长,17,600671.SH,600671
存算基地+供水+武汉国资,17,600769.SH,600769
AI算力供电+人形机器人+电梯+上海国资,17,600835.SH,600835
创新药+APDC三期+医药制造,17,600851.SH,600851
,22,601010.SH,601010
,17,601991.SH,601991
质押解除+皮鞋+C2M+扭亏,17,603001.SH,603001
,22,603008.SH,603008
PCB层压设备+光模块结构件+核聚变概念,17,603011.SH,603011
,17,603070.SH,603070
机器人+智能物流+收购穗柯智能+央企,17,603082.SH,603082
PCB铜基新材料+铜球扩产+液冷散热,17,603124.SH,603124
创新药CRO+实验猴涨价+股权激励,17,603127.SH,603127
大气治理出海+钠离子电池+注册资本减少,17,603177.SH,603177
千斤顶龙头+跨境电商+泰国产能,17,603201.SH,603201
人形机器人+机器人零部件+汽车零部件,17,603211.SH,603211
,17,603212.SH,603212
港口物流+LNG+一季报增长,17,603223.SH,603223
摘帽+航空装备+无人机,17,603261.SH,603261
,22,603272.SH,603272
智能床+美国产能+实控人代偿应收款,17,603313.SH,603313
半导体附属装备+电子化学品+股权激励,17,603324.SH,603324
分红派息+人形机器人+新能源车零部件,17,603358.SH,603358
AI服务器+机器人+海外扩产+EMS,17,603380.SH,603380
锆钛矿选矿+申请摘帽+或资产注入,22,603389.SH,603389
氧氯化锆+陶瓷载板+光通讯+业绩增长,17,603407.SH,603407
算力服务+华为钻石伙伴+中标中国移动,17,603496.SH,603496
,22,603517.SH,603517
童装童鞋+铝业+ST板块,22,603557.SH,603557
摘帽进展+新能源电池配件+扭亏为盈,22,603580.SH,603580
一季报增长+碳化硅+减持落地,22,603595.SH,603595
拟收购PEEK材料+中标水利大单+PCCP管材,17,603616.SH,603616
锆铪分离+锆系新材+半导体材料+固态电池,17,603663.SH,603663
股份转让+华为超充+低空经济,17,603679.SH,603679
,17,603778.SH,603778
,22,603825.SH,603825
绿色算力+智算科技+预重整+矿业,22,603843.SH,603843
液冷泵+智慧水务+六张网建设,17,603956.SH,603956
MLPC+AI服务器+铝电解电容+薄膜电容,17,603989.SH,603989
半导体引线框架+半导体设备+资产重组,17,603991.SH,603991
,17,605006.SH,605006
提锂量产+高岭土+紫金矿业入股+福建国资,17,605086.SH,605086
递表港交所+MLCC镍粉+AI算力+业绩增长,17,605376.SH,605376
算力租赁+AI芯片+云计算,17,688227.SH,688227
碳化硅+半导体设备+订单增长,17,688478.SH,688478
硅光+半导体+金刚石+轨交减振降噪,17,688485.SH,688485
定增+高速通信芯片+人形机器人,17,688515.SH,688515
氮化铝+碳陶制动盘+人形机器人,17,688598.SH,688598
数字水利+物联网+AI应用,17,688671.SH,688671
干法刻蚀设备+干法去胶+募投完成+北京国资,17,688729.SH,688729
