股票代码,涨停原因类别[20260522],code,market_code
002667.SZ,控制权拟变更+锂矿+ST反弹,002667,33
002717.SZ,,002717,33
002725.SZ,暂不推进转让中石光芯挂牌工作+磷化铟+铝轮毂出口,002725,33
002733.SZ,AIDC先锋奖+算力UPS+氢能,002733,33
002741.SZ,PCB化学品+股权激励,002741,33
002762.SZ,摘帽申请+母婴用品+医美并表,002762,33
002806.SZ,此前实控人变更+SiC控制器+新能源重卡+无人驾驶,002806,33
002823.SZ,人形机器人+800V高压连接器+换向器龙头,002823,33
002826.SZ,米格列醇片+姚劲波入主+业绩增长,002826,33
002856.SZ,,002856,33
002859.SZ,MLCC离型膜+PET铜箔+一季度业绩,002859,33
002885.SZ,电源类产品+磁性元器件+数据中心+储能,002885,33
002888.SZ,,002888,33
002897.SZ,800G高速连接器+华为链+CPO+液冷,002897,33
002916.SZ,PCB+AI算力+央企,002916,33
002931.SZ,优必选入主+机器人概念+园林机械+汽车零部件,002931,33
002938.SZ,PCB龙头+光模块+AI服务器+人形机器人,002938,33
002940.SZ,,002940,33
002975.SZ,AI服务器测试+MLCC设备+液冷,002975,33
002980.SZ,光通信测试+拟收购伽蓝特+AI眼镜+仪器仪表,002980,33
002993.SZ,AI服务器电源+机器人电源+分红,002993,33
300069.SZ,收购中科西光+商业航天+特高压玻璃绝缘子,300069,33
300174.SZ,超级电容炭+AI算力上游+新能源碳材料,300174,33
300179.SZ,CVD金刚石散热+PCD微钻钻头+超硬材料,300179,33
300243.SZ,PCB概念+CSR增韧剂+工程塑料助剂,300243,33
300907.SZ,机器人+电机+股权激励,300907,33
301013.SZ,半导体测试+MLCC+华为合作,301013,33
301312.SZ,光通信设备+半导体设备+AI算力,301312,33
301362.SZ,PCB钻针+AI服务器钻针+厦芝精密并购,301362,33
301377.SZ,PCB钻针+AI算力+业绩高增,301377,33
301588.SZ,塑木外销+募投产能+退税到账,301588,33
301628.SZ,AI PCB+PCB扩产+量子计算,301628,33
600160.SH,氟制冷剂涨价+液冷服务器+国企,600160,17
600172.SH,金刚石散热+培育钻石+半导体+重大突破,600172,17
600180.SH,,600180,22
600183.SH,覆铜板+AI服务器+业绩高增,600183,17
600186.SH,算力到货+半导体材料+味精龙头,600186,17
600191.SH,粮食深加工+黄原胶投产+制糖+参股券商,600191,17
600234.SH,算力租赁+抖音概念+建筑工程,600234,17
600243.SH,,600243,22
600303.SH,商用载客车+氢能源,600303,17
600416.SH,商业航天+航空电机+湖南国资,600416,17
600497.SH,锗资源+铅锌龙头+央企整合,600497,17
600503.SH,机器人+创新药+房地产,600503,17
600530.SH,保健品+宠物新品+益生菌+养老护理,600530,17
600539.SH,机器视觉+AI应用+锂电订单+收购利珀科技,600539,17
600545.SH,玻纤设备+华为合作+纺织机械+减亏,600545,17
600563.SH,薄膜电容器+AI硬件+机器人+新能源,600563,17
600596.SH,光纤上游+人形机器人+有机硅+草甘膦,600596,17
600601.SH,AI算力PCB+光模块+珠海国资,600601,17
600611.SH,间接投资长江存储+智能网联+上海出租车,600611,17
600683.SH,拟收购奇芯光电+TOD轨道物业+北京国资,600683,17
600714.SH,碳酸锶+硫磺涨价+30万吨天青石项目+国家电投入主,600714,17
600719.SH,热电联产+大连国资+一季报增长,600719,17
600759.SH,,600759,22
600888.SH,铝电子新材料+半导体上游+氧化铝项目+一季度净利增,600888,17
600892.SH,申请撤销退市风险警示+短剧+唐山国资,600892,22
601208.SH,高速树脂+AI服务器+商业航天+一季报大增,601208,17
601992.SH,水泥龙头+商业航天+北京国资,601992,17
603001.SH,皮鞋+C2M+一季报扭亏,603001,17
603021.SH,ST博弈+日用玻璃+委托贷款,603021,22
603115.SH,AI服务器电极箔+全球市占率第一+业绩高增,603115,17
603186.SH,覆铜板+AI算力+定增扩产,603186,17
603223.SH,LNG运输+港口业务+一季报翻倍,603223,17
603228.SH,AI PCB+汽车PCB+800G光模块,603228,17
603232.SH,量子科技+抗量子密码,603232,17
603256.SH,电子布+PCB+H股发行+业绩暴增,603256,17
603261.SH,申请撤销退市风险警示+无人机+低空经济,603261,22
603267.SH,MLCC+商业航天+军工芯片,603267,17
603269.SH,液冷服务器+核电冷却塔+订单高增,603269,17
603379.SH,氟化工龙头+制冷剂+PVDF+六氟磷酸锂,603379,17
603439.SH,创新药+中药+开喉剑,603439,17
603459.SH,PCB扩产+1.6T光模块+存储芯片,603459,17
603595.SH,碳化硅+股权转让进展+一季报增长,603595,22
603661.SH,投资GPU公司+家居用品+出口+越南产能,603661,17
603663.SH,半导体产业链+核级锆+锆铪分离,603663,17
603678.SH,MLCC+商业航天+军工电子,603678,17
603721.SH,AI语料+微短剧+长沙国资+摘帽预期,603721,22
603779.SH,,603779,17
603800.SH,PCB并购+光刻机+铜箔设备,603800,17
603806.SH,PCB感光干膜+光伏胶膜+员工持股,603806,17
603867.SH,精细化工+盐湖提锂+锂电回收,603867,17
603890.SH,液冷并购+人形机器人+镁合金结构件+AIPC,603890,17
603922.SH,超跌反弹+控制权变更+汽车零部件,603922,22
603931.SH,半导体材料+光刻胶+国产替代,603931,17
603936.SH,800G光模块PCB+AMB陶瓷衬板+AI算力,603936,17
603960.SH,机器人+AI应用+汽车电子,603960,17
603976.SH,药用玻璃管制瓶+医美包装+年度分红,603976,17
603989.SH,AI算力上游+AISHI产品+铝电解电容+新能源,603989,17
605006.SH,电子布+玻纤+风电纱+山东国资,605006,17
605180.SH,电容薄膜+塑胶复合材料+露营经济,605180,17
605336.SH,,605336,22
605366.SH,电子级硅烷+含硫硅烷+半导体材料+泰国扩产,605366,17
605376.SH,MLCC镍粉+扩产640吨+光伏+一季报高增,605376,17
605500.SH,造纸+数码喷墨纸+热电联产+绿色包装,605500,17
605580.SH,培育钻石+芯片散热+热电联产,605580,17
688020.SH,PCB+可剥铜+先进封装+电磁屏蔽膜,688020,17
688260.SH,MLCC扩产+陶瓷热沉+消费电子,688260,17
688512.SH,射频前端芯片+5G射频+三星订单+Phase8L量产,688512,17
688603.SH,PCB化学品+半导体电镀液+先进封装,688603,17
