code,股票代码,market_code,涨停原因类别[20260723]
002667,002667.SZ,33,ST板块+碳酸锂+多金属矿
000155,000155.SZ,33,锂矿采选+中报预增+四川国资
002539,002539.SZ,33,磷化工+磷酸铁+一季报增长
002856,002856.SZ,33,庭外重组+建筑装饰+佛山国资
600844,600844.SH,17,煤化工+草酸扩产+中报预计扭亏
002879,002879.SZ,33,回购+增持+液冷+电缆附件
002412,002412.SZ,33,中药+独家品种+中报预增
000608,000608.SZ,33,商业运营+数字科技+摘帽
002358,002358.SZ,33,新型电网+数据中心+河南国资
603212,603212.SH,17,半导体材料+光伏胶膜+锂电池材料+中报大幅减亏
600980,600980.SH,17,半年报增长+矿冶装备+机器人+央企
600550,600550.SH,17,电网设备+中报预增+央企
603843,603843.SH,22,绿色算力+矿业+预重整+ST板块
600219,600219.SH,17,铝全产业链+航空铝材+印尼扩产
601700,601700.SH,17,特高压中标+中报预增+国企改革
603956,603956.SH,17,液冷泵+六张网建设+智慧水务
002514,002514.SZ,33,智能制造+共享充电宝+退市风险博弈
002432,002432.SZ,33,
600289,600289.SH,22,算力卡定制+GPU
002199,002199.SZ,33,摘帽复牌+碳酸锂+石英晶体元器件
000603,000603.SZ,33,白银龙头+黄金概念+铅锌+中报预增
603331,603331.SH,17,人形机器人+汽车零部件+业绩预增
000815,000815.SZ,33,算力租赁+东数西算+中国诚通旗下
603727,603727.SH,17,油气开发+FPSO模块+重大合同
301158,301158.SZ,33,油气开采+可燃冰+海外布局
