code,股票代码,market_code,涨停原因类别[20260804]
002980,002980.SZ,33,CPO+光通信测试+AI眼镜+中报预增
603106,603106.SH,17,AI应用+金融信创+异常波动公告
301270,301270.SZ,33,AI应用+对外投资+字库+华为鸿蒙
600721,600721.SH,17,CRO+创新药+金华国资入主
601208,601208.SH,17,高速电子树脂+AI算力+超跌反弹
603061,603061.SH,17,半导体测试分选机+可转债受理+中报预增
600183,600183.SH,17,AI覆铜板+英伟达产业链+半年报预增
603661,603661.SH,17,培育钻石+投资GPU公司+家居用品+出口
600410,600410.SH,17,AI算力+Token工厂+阿里概念
600353,600353.SH,17,氮化铝+光刻机+可控核聚变+超跌反弹
000892,000892.SZ,33,AI应用+互动影游+短剧游戏
001266,001266.SZ,33,液冷储能+智能电控+半年报预增
603629,603629.SH,17,算力租赁+英伟达合作+中报预增
002303,002303.SZ,33,消费电子包装+海外产能释放+模切业务
605303,605303.SH,17,存储芯片+市政园林+文体旅
000533,000533.SZ,33,干式变压器+数据中心+核电+控制权变更预期
603459,603459.SH,17,HDI技改扩产+CPO+存储IC载板
603222,603222.SH,17,创新药+跨界芯片+资产收购推进
001388,001388.SZ,33,电网设备+防冰机器人+算力租赁
002425,002425.SZ,33,游戏IP+AI应用+半年报预计扭亏
603083,603083.SH,17,高速光模块+NPO/CPO+中报预增
688661,688661.SH,17,半导体测试探针+AI芯片+机器人概念
603938,603938.SH,17,高纯四氯化硅+光纤概念+存储芯片+半年报预增
600673,600673.SH,17,算力服务+制冷剂+回购增持
000595,000595.SZ,33,风光储+控股股东增持完成+扣非扭亏+宁夏国资
002348,002348.SZ,33,签署算力大单+AI玩具+塑胶玩具
600186,600186.SH,17,算力租赁+阶跃星辰+调味品+业绩预增
002484,002484.SZ,33,AI服务器电源+超级电容+元件+浙江国资
002354,002354.SZ,33,AI营销+具身智能数据集+3D视觉+算力租赁
000811,000811.SZ,33,数据中心液冷+烟台国资+超跌反弹
002912,002912.SZ,33,AI应用+算力+深圳国资
920092,920092.BJ,151,AI应用+智能驾驶+算力
002552,002552.SZ,33,覆铜板+PCB+黄金+国企
002080,002080.SZ,33,特种纤维布+PCB概念+定增过会+央企
002793,002793.SZ,33,创新药+P-CAB注射剂+中报预增
603269,603269.SH,17,数据中心液冷+核电冷却+冷却塔龙头
605167,605167.SH,17,核电+回购+员工持股
600530,600530.SH,22,
603567,603567.SH,17,中药+创新药+CXO概念
603435,603435.SH,17,BOPP电工膜+复合铜箔+次新股
001326,001326.SZ,33,机器人+植物照明+LED照明+北美业务
603936,603936.SH,17,AI服务器PCB+800G光模块+陶瓷衬板
000820,000820.SZ,33,摘帽+再生铜+储能
002693,002693.SZ,33,CXO+多肽药+许可协议+半年报预增
002428,002428.SZ,33,磷化铟+重大合同+锗业龙头
002938,002938.SZ,33,PCB龙头+AI算力+光模块+资产收购
002821,002821.SZ,33,创新药+多肽CDMO+增资子公司
600378,600378.SH,17,氟化工+AI液冷+电子特气+央企
002655,002655.SZ,33,增持+汽车电子+苹果概念
003032,003032.SZ,33,AI教育+具身智能+中报扭亏
001229,001229.SZ,33,AI视觉+边缘计算+光纤KVMS+商业航天
002929,002929.SZ,33,算力租赁+Token工厂+AI应用+股份回购
688808,688808.SH,17,CPO+半年度预增+存储芯片测试+超跌反弹
002796,002796.SZ,33,光模块+6G滤波器+精密箱体+定增
300270,300270.SZ,33,算电协同+算力+机器人+一季报扭亏
603306,603306.SH,17,CPO+资产重组+光模块
300052,300052.SZ,33,算力租赁+游戏+资产注入预期
600105,600105.SH,17,光芯片订单+中报预增+光通信+CPO
002921,002921.SZ,33,机器人+精密制造+中报预计扭亏
001267,001267.SZ,33,光模块+重大资产重组+CPO
002289,002289.SZ,33,算力租赁+IDC+定增
603203,603203.SH,17,先进封装+存储芯片+超跌反弹
000739,000739.SZ,33,CDMO+创新药+战略合作+回购注销
603400,603400.SH,17,机器人+液冷+电子水泵+新能源汽车
603773,603773.SH,17,TGV玻璃基板+先进封装+PET铜箔+超跌反弹
603358,603358.SH,17,人形机器人+新能源汽车零部件+宁德时代供应商
300209,300209.SZ,33,算力订单加价+AI算力+跨境数字贸易
603163,603163.SH,17,洁净室工程+中标PCB大单+半导体产业链
002281,002281.SZ,33,光模块+半年报预增+H股上市
002384,002384.SZ,33,中报预增+光模块+回购+AI PCB
002361,002361.SZ,33,商业航天+北斗导航+聚酯树脂+芜湖国资
000510,000510.SZ,33,钨锡钽铌+氯碱化工
300720,300720.SZ,33,跨界半导体+回购+自动衡器
300592,300592.SZ,33,拟收购半导体+跨境电商+AI应用+回购
603580,603580.SH,17,控制权拟变更+轻型输送带+精密金属结构件
002779,002779.SZ,33,机器人+智能割草机+园林机械
600892,600892.SH,17,短剧+游戏+摘帽+唐山国资
600712,600712.SH,17,零售+中报预计扭亏+国企改革
301396,301396.SZ,33,算力服务+回购股份+超跌反弹
600330,600330.SH,17,光模块上游+铌酸锂+软磁材料
300620,300620.SZ,33,CPO+薄膜铌酸锂+中报预增+珠海国资
300615,300615.SZ,33,控制权变更+高溢价转让+射频器件
603466,603466.SH,17,AI视频+具身智能+中报预增
002913,002913.SZ,33,PCB+AI服务器+回购完成+超跌反弹
603373,603373.SH,17,AI安防+低空安全+浙江国资
002463,002463.SZ,33,AI算力PCB+半年报预增+产能扩张
603738,603738.SH,17,光模块晶振+CPO+半年报预增
603931,603931.SH,17,湿电子化学品+先进封装+超跌反弹
002364,002364.SZ,33,HVDC+算力+宁德时代拟入股+员工持股
002421,002421.SZ,33,AI智能体+数据中心+AIoT平台+半年报减亏
601700,601700.SH,17,特高压+中报预增+国企改革
603990,603990.SH,17,康养机器人+AI医疗+券商看好+绵阳国资
003018,003018.SZ,33,液冷服务器+定增扩产+中报预增+饮料瓶盖
601858,601858.SH,17,AI应用+数字教育+出版+央企
002989,002989.SZ,33,FCBGA封装基板+半导体转型+浙江国资
002199,002199.SZ,33,石英晶体元器件+碳酸锂+摘帽
002975,002975.SZ,33,AI服务器测试+MLCC设备+中报预增
000815,000815.SZ,33,算力租赁+东数西算+央企
000962,000962.SZ,33,半导体靶材+央企+超跌反弹
603186,603186.SH,17,覆铜板+AI算力+半年报预增
002916,002916.SZ,33,AI算力PCB+半年报预增+央企
605287,605287.SH,17,AI应用+AI漫剧+火山引擎合作
