code,股票代码,market_code,涨停原因类别[20260515]
300878,300878.SZ,33,创新药+业绩改善预期+主营业务企稳
301081,301081.SZ,33,环保过滤+机织滤布+增持贷款
301139,301139.SZ,33,
301696,301696.SZ,33,人形机器人+机器人动力系统+无人机动力系统+次新股
600053,600053.SH,22,
600081,600081.SH,17,汽车电子+一体化压铸+东风汽车控股+央企
600082,600082.SH,22,
600088,600088.SH,17,微短剧+一季报扭亏+央企
600176,600176.SH,17,
600180,600180.SH,22,
600289,600289.SH,22,算力转型+GPU定制+ST保壳
600330,600330.SH,17,
600370,600370.SH,22,
600381,600381.SH,22,申请摘帽+酒水高增+虫草龙头
600386,600386.SH,17,广告传媒+汽车服务+北京国资
600488,600488.SH,17,
600491,600491.SH,22,
600510,600510.SH,17,新型城镇化+牛仔布+国企改革
600568,600568.SH,22,医药制造+地产去化+法院受理
600578,600578.SH,17,风光火储+绿电转型+北京国资
600678,600678.SH,22,
600745,600745.SH,22,
600759,600759.SH,22,
600784,600784.SH,17,人形机器人+新材料业务增长+盐化工+山东国资
600857,600857.SH,17,
601133,601133.SH,17,存储芯片+半导体洁净室+海外扩张
601678,601678.SH,17,氢氟酸+环氧丙烷龙头+股东增持
601991,601991.SH,17,蒙电入苏+绿电直供+央企
601996,601996.SH,17,回购+林业+人造板+碳中和
603008,603008.SH,22,ST板块+床垫主业+经营正常
603040,603040.SH,17,丝杠送样+汽车精密件+业绩增长
603078,603078.SH,17,氢氟酸涨价+湿电子化学品+上海国资入主
603082,603082.SH,17,人形机器人+智能物流+拟收购穗柯智能+央企
603093,603093.SH,17,
603118,603118.SH,17,
603248,603248.SH,17,风电齿轮箱+大兆瓦产品+高端装备+次新股
603278,603278.SH,17,人形机器人+腱绳+商业航天+胎圈钢丝
603310,603310.SH,17,氟化工+三氟甲基苯+一季报增长
603333,603333.SH,17,氢氟酸+特种电缆+锂电池材料
603359,603359.SH,22,
603363,603363.SH,17,生猪销量大增+产业链一体化
603370,603370.SH,17,机器人+精密冲压铁芯+次新股
603378,603378.SH,22,重整预期+涂装业务+ST反弹
603386,603386.SH,17,人形机器人+PCB+光模块HDI
603389,603389.SH,22,申请撤销退市风险警示+锆钛选矿+家居业务
603390,603390.SH,17,智慧交通+氢能源+比亚迪+一季报业绩大增
603505,603505.SH,17,氟化工概念+萤石龙头
603520,603520.SH,17,氟化工概念+六氟磷酸锂+碘造影剂
603559,603559.SH,22,摘帽申请+低空经济+扭亏为盈
603588,603588.SH,17,
603598,603598.SH,17,AI营销+短剧出海+业绩增长
603677,603677.SH,17,机器人+家电零部件+国企改革
603697,603697.SH,17,一季报高增+泡卤食品+预制菜+分红
603767,603767.SH,17,减速器+新能源汽车+长安汽车概念
603773,603773.SH,17,
603779,603779.SH,17,淄博国资入主+复牌+葡萄酒
605099,605099.SH,17,人造草坪+体育产业+业绩增长
605365,605365.SH,17,
688496,688496.SH,22,
688549,688549.SH,17,电子级氢氟酸+一季报扭亏为盈+电子特气+存储芯片材料
688697,688697.SH,17,人形机器人+工业母机+订单充足
