股票代码,market_code,code,涨停原因类别[20260713]
600992.SH,17,600992,商业航天+钢丝绳+贵州国资
002581.SZ,33,002581,创新药+干眼症滴眼液+神经生长因子
002910.SZ,33,002910,
002151.SZ,33,002151,
600671.SH,17,600671,中药+大健康+青岛国资
600396.SH,17,600396,
002361.SZ,33,002361,
603588.SH,17,603588,
002955.SZ,33,002955,
603135.SH,17,603135,
000510.SZ,33,000510,
605123.SH,17,605123,
000636.SZ,33,000636,
002217.SZ,33,002217,
300147.SZ,33,300147,
603636.SH,17,603636,
600539.SH,17,600539,
600330.SH,17,600330,
600391.SH,17,600391,
600793.SH,17,600793,
003030.SZ,33,003030,豆制品+预制菜+人造肉
600363.SH,17,600363,
605069.SH,17,605069,
600881.SH,17,600881,创新药+资产出售+长春国资
605598.SH,17,605598,
603698.SH,17,603698,
002989.SZ,33,002989,
001395.SZ,33,001395,中报预增+人造板装备+海外业务
002520.SZ,33,002520,
603928.SH,17,603928,
600176.SH,17,600176,
603186.SH,17,603186,
601991.SH,17,601991,
600522.SH,17,600522,
002739.SZ,33,002739,
600855.SH,17,600855,
002579.SZ,33,002579,
002149.SZ,33,002149,
603978.SH,17,603978,
600345.SH,17,600345,
600110.SH,17,600110,
603313.SH,17,603313,智能家居+跨境电商+美国产能
002745.SZ,33,002745,
002338.SZ,33,002338,
002636.SZ,33,002636,
000810.SZ,33,000810,
605060.SH,17,605060,
600552.SH,17,600552,
603950.SH,17,603950,
603778.SH,17,603778,
002465.SZ,33,002465,
002471.SZ,33,002471,
000524.SZ,33,000524,
002792.SZ,33,002792,
000593.SZ,33,000593,
603616.SH,17,603616,
002046.SZ,33,002046,
002413.SZ,33,002413,
600545.SH,17,600545,
603725.SH,17,603725,
603989.SH,17,603989,
000901.SZ,33,000901,
002980.SZ,33,002980,
603267.SH,17,603267,
002057.SZ,33,002057,
603131.SH,17,603131,
600058.SH,17,600058,
002861.SZ,33,002861,
000547.SZ,33,000547,
920305.BJ,151,920305,退市整理期+大数据存储+AI大模型
002544.SZ,33,002544,
002951.SZ,33,002951,
603669.SH,17,603669,创新药+阿尔茨海默+化学制药+一季报扭亏
002824.SZ,33,002824,
601608.SH,17,601608,商业航天+助力海上回收+矿山机器人+央企
002167.SZ,33,002167,
600206.SH,17,600206,
688143.SH,17,688143,
600667.SH,17,600667,
002830.SZ,33,002830,
001309.SZ,33,001309,
300534.SZ,33,300534,中药+医疗器械+国企
300214.SZ,33,300214,并购重组+锂电池电解液+算力租赁+化工
002023.SZ,33,002023,
603318.SH,17,603318,氦气+AI数据中心燃气轮机+国企
000811.SZ,33,000811,
002379.SZ,33,002379,中报预增+电解铝+铝全产业链
603949.SH,17,603949,
002552.SZ,33,002552,
603601.SH,17,603601,
002976.SZ,33,002976,
603618.SH,17,603618,
603137.SH,17,603137,拟收购存储公司+建筑幕墙+跨界转型
600888.SH,17,600888,
600707.SH,17,600707,
603936.SH,17,603936,
001270.SZ,33,001270,
002428.SZ,33,002428,
603596.SH,17,603596,
000969.SZ,33,000969,
600487.SH,17,600487,
603011.SH,17,603011,
002617.SZ,33,002617,
600785.SH,17,600785,
603948.SH,17,603948,
002787.SZ,33,002787,
600470.SH,17,600470,
600877.SH,17,600877,
605090.SH,17,605090,氦气+商业航天+清洁能源
000700.SZ,33,000700,
002056.SZ,33,002056,
603178.SH,17,603178,
600184.SH,17,600184,
002600.SZ,33,002600,
601127.SH,17,601127,
603272.SH,22,603272,
603859.SH,17,603859,
002935.SZ,33,002935,
301326.SZ,33,301326,
000551.SZ,33,000551,
688450.SH,17,688450,
603078.SH,17,603078,
600343.SH,17,600343,
603678.SH,17,603678,
600498.SH,17,600498,
600536.SH,17,600536,信创+麒麟OS+央企
600366.SH,17,600366,
600513.SH,17,600513,创新药+LH-1801申报+SGLT-2抑制剂+扬州国资
600629.SH,17,600629,子公司重整获批+工程设计+上海微电子相关+上海国资
002407.SZ,33,002407,
603150.SH,17,603150,
002865.SZ,33,002865,
000078.SZ,33,000078,miRNA肿瘤早筛+创新药+高管增持
002137.SZ,33,002137,
002446.SZ,33,002446,
603738.SH,17,603738,
603155.SH,17,603155,
002457.SZ,33,002457,
600977.SH,17,600977,
000920.SZ,33,000920,半导体超纯水膜+盐湖提锂+膜材料扩产+央企
600151.SH,17,600151,
605287.SH,17,605287,
002132.SZ,33,002132,
