market_code,code,股票代码,涨停原因类别[20260605]
17,603135,603135.SH,机器人+出海+新增订单+到期赎回
17,603159,603159.SH,特斯拉概念+新能源汽车+精密塑料模具+股东未减持
17,603166,603166.SH,机器人+减速器+新能源电驱齿轮
17,603270,603270.SH,人形机器人+减速器+柔轮初坯+新能源定转子
22,603272,603272.SH,ST板块+墙布+家居用品
17,603360,603360.SH,半导体设备+芯慧联+工业杀菌剂
17,603500,603500.SH,超级电容+轨交扣件+产能扩张
22,603559,603559.SH,
17,603578,603578.SH,光伏玻璃+低温储藏设备+战略转型预期
22,603595,603595.SH,
17,603629,603629.SH,
17,603681,603681.SH,
17,603725,603725.SH,机器人+电子皮肤+高分子新材料+承诺不减持
17,603790,603790.SH,参股PEEK+染助一体化+除权除息+业绩增长
17,603823,603823.SH,除权除息+PEEK材料+光刻胶颜料
22,603843,603843.SH,绿色算力+矿业+预重整
17,603859,603859.SH,物理AI+具身智能+商业航天+AI应用
17,603888,603888.SH,拟投资建设“新华语典”+时政资讯+AI智能体+国企改革
17,603938,603938.SH,光纤材料+存储芯片+硅基材料
17,603992,603992.SH,机器人概念+一季报增长+高分红
17,688017,688017.SH,“Serenity”发帖+具身智能+谐波减速器
17,688056,688056.SH,半导体检测+质谱仪+科学仪器
151,920510,920510.BJ,人形机器人+谐波减速器+精密制造+一季报增长
151,920961,920961.BJ,重大资产重组+卫星导航+通信测试
