market_code,所属概念,股票代码,code,所属概念数量
33,染料;人民币贬值受益;减肥药;仿制药一致性评价;创新药;生物疫苗;肝炎概念;深股通;融资融券,002099.SZ,002099,9
17,2025年报预增;储能;风电;专精特新;京津冀一体化;沪股通;融资融券,605305.SH,605305,7
151,工业互联网;无人驾驶;融资融券;回购增持再贷款概念;西部大开发,920599.BJ,920599,5
151,核污染防治;海峡两岸;光伏概念;融资融券;专精特新;高铁;商业航天;PCB概念,920665.BJ,920665,8
17,动物疫苗;禽流感;合成生物;宠物经济;人工智能;西部大开发;沪股通;融资融券,600201.SH,600201,8
17,免税店;福建自贸区;海峡两岸;物业管理;旅游概念;IP经济(谷子经济);冷链物流;跨境电商;数字经济;统一大市场;阿里巴巴概念;沪股通,600693.SH,600693,12
33,富士康概念;液冷服务器;苹果概念;消费电子概念;工业母机;专精特新;华为数字能源;新能源汽车;新型工业化;华为概念;储能;汽车热管理;锂电池概念;机器人概念;虚拟现实;回购增持再贷款概念;深股通;融资融券,301086.SZ,301086,18
17,传感器;芯片概念;专精特新;汽车芯片;比亚迪概念;机器人概念;低空经济;存储芯片;回购增持再贷款概念;PVDF概念;民爆概念;融资融券,603375.SH,603375,12
33,ST板块;光伏概念;POE胶膜;合成生物;宠物经济;股权转让(并购重组),002868.SZ,002868,6
17,超超临界发电;虚拟电厂;碳交易;绿色电力;风电;碳中和;煤炭概念;核电;央企国企改革;国企改革;融资融券;沪股通,600744.SH,600744,12
33,PEEK材料;3D打印;人形机器人;光伏概念;减速器;机器人概念;回购增持再贷款概念;一带一路;深股通;融资融券,301216.SZ,301216,10
33,血氧仪;流感;智能医疗;医疗器械概念;天津自贸区;AI应用;回购增持再贷款概念;创投;智能穿戴;京津冀一体化;人民币贬值受益;养老概念;跨境电商;小米概念;深股通;融资融券,002432.SZ,002432,16
33,减速器;人形机器人;工业母机;卫星导航;机器人概念;新能源汽车;高端装备;高铁;海工装备;风电;深股通,300421.SZ,300421,11
33,冰雪产业;露营经济;旅游概念;特色小镇;IP经济(谷子经济);体育产业;文化传媒概念;参股券商;国企改革,002159.SZ,002159,9
151,消费电子概念;低空经济;先进封装;房屋检测;芯片概念;地下管网;新型城镇化;融资融券,920427.BJ,920427,8
17,土地流转;玉米;统一大市场;农业种植;冷链物流;国企改革;乡村振兴;一带一路;福建自贸区;海峡两岸;智能物流;商业航天;DeepSeek概念;数据要素;沪股通;融资融券,600057.SH,600057,16
17,医药电商;流感;仿制药一致性评价;肝炎概念;生物疫苗;创新药;医美概念;医疗器械概念;参股银行;回购增持再贷款概念;融资融券;沪股通,603858.SH,603858,12
17,专精特新;数据中心;液冷服务器;海工装备;人民币贬值受益;冷链物流;装配式建筑;预制菜,603339.SH,603339,8
151,民爆概念;人民币贬值受益;一带一路;融资融券;国企改革,920019.BJ,920019,5
151,碳纤维;家用电器;3D打印;融资融券;小米概念;比亚迪概念;小米汽车,920089.BJ,920089,7
33,猪肉;预制菜;宠物经济;冷链物流;乡村振兴;网红经济;回购增持再贷款概念;绿色电力,002330.SZ,002330,8
17,风电;碳中和;期货概念;西部大开发;动力电池回收;央企国企改革;污水处理;土壤修复;PPP概念;国企改革;绿色电力;锂电池概念;乡村振兴;融资融券;沪股通;股权转让(并购重组),600292.SH,600292,16
17,沪股通;融资融券;证金持股;蚂蚁集团概念;同花顺中特估100;互联网保险;华为概念,601601.SH,601601,7
33,猴痘概念;肝炎概念;禽流感;流感;创新药;减肥药;幽门螺杆菌概念;辅助生殖;仿制药一致性评价;眼科医疗;医药电商;维生素;医疗器械概念;智能医疗;NMN概念;养老概念;粤港澳大湾区;数字经济;深股通;融资融券,002317.SZ,002317,20
33,汽车芯片;芯片概念;小米概念;雅下水电概念;汽车电子;数据中心;机器人概念;新能源汽车;无人机;华为概念;核电;星闪概念;物联网;低空经济;高铁;PCB概念;医疗器械概念;车联网(车路协同);人工智能;基因测序;海工装备;食品安全;水利;商业航天;房屋检测;辅助生殖;数字经济;网络安全;核污染防治;土壤修复;宠物经济;碳中和;互联网金融;CRO概念;创新药;猴痘概念;流感;航运概念;深股通;融资融券,300012.SZ,300012,40
151,专精特新;中俄贸易概念;股权转让(并购重组);一带一路;融资融券;雅下水电概念;水利,920174.BJ,920174,7
151,冷链物流;智能医疗;养老概念;阿里巴巴概念;物联网;毫米波雷达;融资融券;星闪概念;传感器;机器人概念;专精特新;人民币贬值受益,920374.BJ,920374,12
33,可降解塑料;回购增持再贷款概念;粤港澳大湾区;深股通,002986.SZ,002986,4
17,绿色电力;风电;央企国企改革;国企改革;沪股通;同花顺漂亮100;西部大开发;水利;DeepSeek概念;华为概念;融资融券,600025.SH,600025,11
33,国企改革;金属铜;金属铅;小金属概念;注册制次新股;新股与次新股;融资融券,001257.SZ,001257,7
33,ST板块;风电;光伏建筑一体化;股权转让(并购重组);横琴新区;装配式建筑;粤港澳大湾区;AI眼镜;一带一路;智能穿戴;智慧城市;国企改革;虚拟现实;元宇宙,002047.SZ,002047,14
33,预制菜;养鸡;宠物经济;乡村振兴;体育产业;深股通;融资融券,301116.SZ,301116,7
33,幽门螺杆菌概念;猴痘概念;肝炎概念;基因测序;医疗器械概念;智能医疗;共同富裕示范区;DeepSeek概念,300439.SZ,300439,8
151,存储芯片;先进封装;商业航天;芯片概念;专精特新;融资融券;光伏概念;锂电池概念,920971.BJ,920971,8
17,中字头股票;同花顺中特估100;证金持股;装配式建筑;地下管网;PPP概念;新型城镇化;国企改革;绿色电力;沪股通;融资融券;央企国企改革;水利;一带一路;风电;回购增持再贷款概念;数字孪生;核电,601668.SH,601668,18
17,新能源汽车;特斯拉概念;小米汽车;沪股通,605319.SH,605319,4
33,高端装备;汽车电子;新能源汽车;数据中心;比亚迪概念;农机;燃料电池;储能;无人驾驶;锂电池概念;人民币贬值受益;同花顺出海50;固态电池;氢能源;智能物流;车联网(车路协同);DeepSeek概念;国企改革;AI智能体;深股通;融资融券;同花顺漂亮100;证金持股;高股息精选,000338.SZ,000338,24
33,PCB概念;共封装光学(CPO);富士康概念;5G;汽车电子;消费电子概念;卫星导航;智能座舱;无人机;数据中心;商业航天;无人驾驶;军工;物联网;低空经济;华为概念;比亚迪概念;东数西算(算力);机器人概念;新能源汽车;车联网(车路协同);海峡两岸;高铁;华为汽车;智能家居;充电桩;创投;储能;宁德时代概念;固态电池;融资融券,301282.SZ,301282,31
17,信托概念;互联网金融;参股券商;物业管理;沪股通;融资融券,600643.SH,600643,6
151,国企改革;专精特新;融资融券;OLED;虚拟现实;AI眼镜,920001.BJ,920001,6
33,先进封装;富士康概念;芯片概念;低空经济;华为概念;比亚迪概念;专精特新;粤港澳大湾区;新能源汽车;光伏概念;融资融券,301319.SZ,301319,11
17,光纤概念;存储芯片;芯片概念;光伏概念;沪股通;融资融券,603688.SH,603688,6
17,流感;猴痘概念;幽门螺杆菌概念;肝炎概念;宠物经济;医疗器械概念;创投;沪股通;融资融券,603387.SH,603387,9
33,军民融合;高铁;商业航天;军工;低空经济;无人机;水利;飞行汽车(eVTOL);海工装备;人工智能;高端装备;核电;雅下水电概念;PM2.5;可控核聚变;共同富裕示范区;专精特新;深股通,300411.SZ,300411,18
151,小金属概念;融资融券;专精特新,920792.BJ,920792,3
17,证金持股;参股保险;沪股通;融资融券,601169.SH,601169,4
151,金属铜;金属回收;融资融券;特斯拉概念;新能源汽车;动力电池回收;充电桩;ERP概念;文化传媒概念;华为汽车;汽车拆解概念,920030.BJ,920030,11
17,工业互联网;3D打印;机器人概念;DeepSeek概念;光伏概念;新能源汽车;绿色电力;沪股通,603112.SH,603112,8
17,医药电商;仿制药一致性评价;流感;医美概念;肝炎概念;维生素;眼科医疗;养老概念;创新药;超级品牌;禽流感;减肥药;医疗器械概念;农业种植;乡村振兴;土地流转;西部大开发;国企改革;人工智能;AI智能体;百度概念;阿里巴巴概念;2025年报预增;央企国企改革;股权转让(并购重组);沪股通;融资融券,600129.SH,600129,27
33,创新药;仿制药一致性评价;眼科医疗;肝炎概念;阿尔茨海默概念;医疗器械概念;共同富裕示范区;深股通;融资融券,002020.SZ,002020,9
17,医药电商;流感;冷链物流;肝炎概念;创新药;三胎概念;西部大开发;智能医疗;人工智能;华为概念;沪股通;融资融券,603368.SH,603368,12
17,维生素;合成生物;专精特新;2025年报预增,603079.SH,603079,4
33,存储芯片;汽车芯片;芯片概念;锂电池概念;消费电子概念;PCB概念;比亚迪概念;粤港澳大湾区;新能源汽车;WiFi 6;无人驾驶;硅能源;创投;小金属概念;信创,002213.SZ,002213,15
17,生物质能发电;绿色电力;碳交易;固废处理;污水处理;垃圾分类;国企改革;天然气;氢能源;创投;粤港澳大湾区;沪股通;融资融券;智慧城市;股权转让(并购重组),600323.SH,600323,15
33,华为昇腾;数据安全;信创;云办公;阿里巴巴概念;智慧政务;时空大数据;AI智能体;腾讯概念;数据要素;云计算;鸿蒙概念;华为概念;人工智能;智慧城市;元宇宙;财税数字化;AIGC概念;数据确权;数字孪生;DeepSeek概念;数字乡村;数字经济;蚂蚁集团概念;互联网金融;烟草;苹果概念;跨境支付(CIPS);跨境电商;一带一路;融资融券,301169.SZ,301169,31
33,猴痘概念;流感;生物疫苗;肝炎概念;医疗器械概念;三胎概念;京津冀一体化;深股通,300318.SZ,300318,8
17,煤炭概念;煤化工概念;国企改革;沪股通;融资融券,600997.SH,600997,5
17,液冷服务器;芯片概念;工业母机;小米概念;新型工业化;专精特新;汽车热管理;比亚迪概念;高端装备;新能源汽车;机器人概念;特斯拉概念;宁德时代概念;空气能热泵;锂电池概念;氢能源;动力电池回收;国企改革;沪股通;融资融券,603088.SH,603088,20
151,融资融券;化肥;光热发电;储能,920304.BJ,920304,4
151,新股与次新股;融资融券;一带一路;光伏概念;人民币贬值受益,920007.BJ,920007,5
17,金属回收;高股息精选;锂电池概念;一带一路;宁德时代概念;证金持股;高铁;大飞机;沪股通;融资融券;人民币贬值受益;新能源汽车;机器人概念,600219.SH,600219,13
33,有机硅概念;先进封装;芯片概念;粤港澳大湾区;装配式建筑;回购增持再贷款概念;深股通;股权转让(并购重组),001212.SZ,001212,8
17,页岩气;天然气;氢能源;西部大开发;国企改革;沪股通;融资融券,600903.SH,600903,7
33,钙钛矿电池;HJT电池;硅能源;光伏建筑一体化;POE胶膜;绿色电力;光伏概念;充电桩;商业航天;卫星导航;储能;华为概念;粤港澳大湾区;新能源汽车;芯片概念;深股通;融资融券,002218.SZ,002218,17
151,环氧丙烷;氢能源;融资融券;煤化工概念,920832.BJ,920832,4
17,沪股通;融资融券,688758.SH,688758,2
33,啤酒概念;粮食概念;乡村振兴;国企改革;粤港澳大湾区;深股通,001338.SZ,001338,6
17,煤炭概念;煤化工概念;超超临界发电;民爆概念;绿色电力;国企改革;华为概念;融资融券;沪股通,600985.SH,600985,9
33,医药电商;维生素;宠物经济;三胎概念;跨境电商;人民币贬值受益;一带一路;石墨烯;氢能源;证金持股;深股通,002365.SZ,002365,11
33,减速器;机器人概念;比亚迪概念;专精特新;海工装备;宁德时代概念;融资融券,301255.SZ,301255,7
33,POE胶膜;消毒剂;央企国企改革;国企改革;深股通;融资融券,000819.SZ,000819,6
17,智慧灯杆;智慧城市;汽车电子;新能源汽车;人民币贬值受益;股权转让(并购重组);沪股通,603303.SH,603303,7
17,智能医疗;医疗器械概念;DeepSeek概念;京津冀一体化;AI智能体;阿里巴巴概念;云计算;机器人概念;一带一路;数据中心;绿色电力;超导概念;沪股通;融资融券,600055.SH,600055,14
17,流感;创新药;CRO概念;三胎概念;养老概念;农业种植;参股银行;乡村振兴;国企改革;融资融券;股权转让(并购重组),600222.SH,600222,11
33,代糖概念;一带一路;深股通;融资融券,002078.SZ,002078,4
17,减速器;人形机器人;机器人概念;高端装备;水利;海工装备;固废处理;光伏建筑一体化;融资融券;沪股通,603915.SH,603915,10
17,航运概念;俄乌冲突概念;中字头股票;高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;同花顺漂亮100;国企改革;一带一路;央企国企改革;回购增持再贷款概念;人民币贬值受益,601919.SH,601919,14
33,超级品牌;统一大市场;冷链物流;同花顺漂亮100;跨境电商;智能物流;深股通;区块链;数据要素;人工智能;低空经济;机器人概念;无人驾驶;无人机;融资融券,002352.SZ,002352,15
33,商业航天;卫星导航;减速器;人形机器人;低空经济;机器人概念;新能源汽车;消费电子概念;专精特新;海峡两岸;充电桩;人民币贬值受益;一带一路;深股通;融资融券,300885.SZ,300885,15
17,物业管理;参股券商;证金持股;养老概念;国企改革;创投;上海自贸区;沪股通;融资融券,600663.SH,600663,9
33,磷化工;化肥;盐湖提锂;西部大开发;参股银行;深股通;AI智能体;融资融券,002895.SZ,002895,8
151,粤港澳大湾区;新能源汽车;新股与次新股;融资融券,920124.BJ,920124,4
17,人形机器人;汽车热管理;华为汽车;特斯拉概念;长安汽车概念;比亚迪概念;新能源汽车;智能座舱;汽车电子;传感器;无人驾驶;机器人概念;EDR概念;无线充电;小米概念;芯片概念;汽车芯片;人民币贬值受益;5G;高压快充;充电桩;储能;车联网(车路协同);英伟达概念;华为概念;回购增持再贷款概念;创投;数字经济;DeepSeek概念;鸿蒙概念;阿里巴巴概念;AI智能体;AI应用;沪股通;融资融券,600699.SH,600699,35
33,物联网;数据要素;机器视觉;数字孪生;新型工业化;人工智能;专精特新;DeepSeek概念;数字经济;工业互联网;机器人概念;比亚迪概念;智能物流;新能源汽车;宁德时代概念;统一大市场;深股通;股权转让(并购重组),300486.SZ,300486,18
33,脑机接口;氟化工概念;PCB概念;芯片概念;固态电池;PEEK材料;锂电池概念;丙烯酸;钠离子电池;磷化工;消毒剂;人民币贬值受益;工业互联网;合成生物;净水概念;储能;化肥;深股通,300801.SZ,300801,18
