所属概念,market_code,所属概念数量,股票代码,code
新型工业化;工业母机;传感器;机器视觉;机器人概念;芯片概念;先进封装;物联网;工业互联网;专精特新;高端装备;粤港澳大湾区;智能物流;职业教育;创投;污水处理;深股通;融资融券,33,18,301510.SZ,301510
新型城镇化;房屋检测;建筑节能;装配式建筑;雄安新区;乡村振兴;智慧城市;数字孪生;光伏建筑一体化;车联网(车路协同);医疗废物处理;碳中和;DeepSeek概念;人工智能;华为概念;风电;华为昇腾;虚拟数字人;虚拟现实;数据中心;东数西算(算力);绿色电力;储能;AIGC概念;光伏概念,33,25,300500.SZ,300500
华为欧拉;国产操作系统;信创;鸿蒙概念;百度概念;AI智能体;智慧城市;DeepSeek概念;人工智能;星闪概念;物联网;虚拟现实;华为概念;独角兽概念;AI手机;机器视觉;无人驾驶;工业互联网;英伟达概念;智能穿戴;智能座舱;华为海思概念股;智能家居;小米概念;机器人概念;水利;长安汽车概念;汽车电子;比亚迪概念;华为汽车;AI应用;深股通;融资融券,33,33,300598.SZ,300598
农机;长安汽车概念;新能源汽车;燃料电池;机器人概念,17,5,603926.SH,603926
汽车电子;无人驾驶;智能座舱;网约车;粤港澳大湾区;新能源汽车;比亚迪概念;汽车热管理;创投;车联网(车路协同);充电桩;5G;华为概念;智慧城市;2025年报预增;人工智能;区块链;氢能源;云计算;ERP概念,17,20,603390.SH,603390
创投;统一大市场;人民币贬值受益;上海自贸区;上海国企改革;医疗器械概念;一带一路;国企改革;自由贸易港;参股券商;航运概念;沪股通;融资融券,17,13,600278.SH,600278
MCU芯片;芯片概念;中芯国际概念;传感器;5G;专精特新;物联网;智能家居;粤港澳大湾区;智慧灯杆;卫星导航;高铁;智慧城市;人工智能;光伏概念;电力物联网;阿里巴巴概念;智能电网;融资融券,17,19,688589.SH,688589
人形机器人;飞行汽车(eVTOL);新型工业化;机器人概念;低空经济;工业母机;无人机;比亚迪概念;新能源汽车;高端装备;机器视觉;工业互联网;华为欧拉;物联网;华为鲲鹏;人工智能;华为概念;粤港澳大湾区;智谱AI;宁德时代概念;阿里巴巴概念;富士康概念;一带一路;光伏概念;锂电池概念;融资融券;深股通,33,27,300607.SZ,300607
固态电池;宁德时代概念;比亚迪概念;注册制次新股;锂电池概念;粤港澳大湾区;钠离子电池;动力电池回收;深股通;新股与次新股;融资融券,33,11,301662.SZ,301662
央企国企改革;新能源汽车;国企改革;融资融券,17,4,600469.SH,600469
数字经济;创投;一带一路,33,3,002394.SZ,002394
短剧游戏;露营经济;空气能热泵;PPP概念;跨境电商;家用电器;宠物经济;医疗器械概念;新型烟草(电子烟);储能;军工;液冷服务器,33,12,002723.SZ,002723
冰雪产业;物业管理;体育产业;养老概念;家庭医生;三胎概念;粤港澳大湾区;智慧城市;土壤修复;国企改革;2025年报预增;AI应用;融资融券,17,13,600684.SH,600684
医药电商;创新药;流感;合成生物;减肥药;宠物经济;辅助生殖;猴痘概念;智能医疗;DeepSeek概念;人工智能;粤港澳大湾区;腾讯概念;沪股通;融资融券,17,15,600380.SH,600380
网红经济;医美概念;DeepSeek概念;创投;沪股通,17,5,603630.SH,603630
钠离子电池;固态电池;锂电池概念;宁德时代概念;有机硅概念;储能;新能源汽车;超级电容;2025年报预增;高压快充;汽车热管理;无人机;国企改革;股权转让(并购重组);深股通;融资融券,33,16,301238.SZ,301238
金属铅;金属锌;金属铜;小金属概念;西部大开发;国企改革;DeepSeek概念;沪股通,17,8,600301.SH,600301
基因测序;细胞免疫治疗;猴痘概念;重组蛋白;医疗器械概念;医药电商;跨境电商;合成生物;减肥药;海峡两岸;融资融券,33,11,301166.SZ,301166
汽车芯片;芯片概念;电子身份证;第三代半导体;传感器;机器视觉;华为概念;人工智能;无人机;海峡两岸;比亚迪概念;粤港澳大湾区;光伏概念;储能;特高压,33,15,300656.SZ,300656
光刻机;芯片概念;专精特新;回购增持再贷款概念;DeepSeek概念;沪股通;融资融券,17,7,688409.SH,688409
牙科医疗;高端装备;芯片概念;传感器;专精特新;医疗器械概念;沪股通;融资融券,17,8,688301.SH,688301
人工智能;创投;AI智能体;宠物经济;体育产业;机器人概念;上海国企改革;国企改革;参股银行;人形机器人;参股券商;证金持股;沪股通;融资融券,17,14,600826.SH,600826
ST板块;西部大开发;仿制药一致性评价;流感,33,4,002872.SZ,002872
预制菜;共同富裕示范区;IP经济(谷子经济);长三角一体化;虚拟数字人,17,5,603237.SH,603237
医疗器械概念;宠物经济;智能医疗;中俄贸易概念;融资融券;深股通,33,6,300633.SZ,300633
新型工业化;高端装备;中俄贸易概念;机器人概念;数字经济;沪股通;融资融券,17,7,603135.SH,603135
专精特新;水利;污水处理;PM2.5;雄安新区;工业互联网;华为概念;数字孪生;人工智能;一带一路;乡村振兴;碳中和;数字乡村;国产操作系统;AI智能体;AI应用,33,16,300800.SZ,300800
商业航天;军工;无人机;低空经济;毫米波雷达;芯片概念;传感器;机器人概念;无人驾驶;比亚迪概念;消费电子概念;汽车电子;汽车芯片;2025年报预增;沪股通;融资融券,17,16,688002.SH,688002
中芯国际概念;无线耳机;汽车电子;芯片概念;人形机器人;小米概念;传感器;AI眼镜;消费电子概念;智能穿戴;专精特新;新型烟草(电子烟);机器人概念;物联网;融资融券,17,15,688286.SH,688286
智慧城市;人脸识别;DeepSeek概念;安防;跨境电商;人工智能;机器人概念;智能家居;机器视觉;人民币贬值受益;融资融券,33,11,301042.SZ,301042
人脸识别;物联网;腾讯概念;在线教育;人工智能;信创;粤港澳大湾区;云办公;跨境电商;消费电子概念;一带一路;AI应用;融资融券,33,13,301318.SZ,301318
传感器;机器视觉;机器人概念;苹果概念;粤港澳大湾区;AI应用;锂电池概念;光伏建筑一体化;融资融券;沪股通,17,10,688686.SH,688686
融资融券;芯片概念;第三代半导体;培育钻石;6G概念;专精特新,151,6,920725.BJ,920725
工业母机;减速器;汽车电子;新型工业化;智能座舱;汽车热管理;华为汽车;长安汽车概念;新能源汽车;比亚迪概念;机器人概念;无人机;中俄贸易概念;氢能源;DeepSeek概念;国企改革;股权转让(并购重组),17,17,600960.SH,600960
MCU芯片;汽车芯片;芯片概念;消费电子概念;专精特新;电力物联网;充电桩;智能电网;储能;融资融券,17,10,688391.SH,688391
芯片概念;有机硅概念;光刻胶;专精特新;新股与次新股;融资融券;国企改革,151,7,920015.BJ,920015
存储芯片;先进封装;OLED;芯片概念;数据中心;回购增持再贷款概念;光伏建筑一体化;国企改革;绿色电力;沪股通;融资融券,17,11,600667.SH,600667
互联网金融;光伏概念;TOPCON电池,33,3,002634.SZ,002634
算力租赁;国资云;阿里巴巴概念;东数西算(算力);DeepSeek概念;数字经济;智慧城市;数据中心;汽车拆解概念;特钢概念;比亚迪概念;国企改革;绿色电力;沪股通;融资融券,17,15,600126.SH,600126
维生素;人民币贬值受益;沪股通,17,3,603235.SH,603235
MCU芯片;汽车芯片;存储芯片;先进封装;第三代半导体;芯片概念;消费电子概念;传感器;5G;专精特新;粤港澳大湾区;融资融券,17,12,688216.SH,688216
C2M概念;石墨烯;长三角一体化;工业互联网;柔性屏(折叠屏);核污染防治;智能家居;融资融券,33,8,002631.SZ,002631
人形机器人;新型工业化;华为汽车;特斯拉概念;长安汽车概念;富士康概念;机器人概念;新能源汽车;比亚迪概念;工业互联网;无人零售;腾讯概念;光伏概念;车联网(车路协同);无人驾驶;智能物流;储能;风电;汽车拆解概念;垃圾分类;锂电池概念;动力电池回收;固废处理;脑机接口;金属回收;金属镍;金属钴;小金属概念;深股通;融资融券,33,30,002009.SZ,002009
MicroLED概念;电子纸;MiniLED;光伏建筑一体化;回购增持再贷款概念;国企改革;民营医院;智能医疗;光伏概念;人工智能;工业互联网;长安汽车概念;柔性屏(折叠屏);机器人概念;医疗器械概念;钙钛矿电池;智能穿戴;虚拟现实;华为概念;物联网;AI眼镜;OLED;储能;充电桩;传感器;小米概念;智能座舱;芯片概念;苹果概念;同花顺漂亮100;同花顺果指数;光纤概念;深股通;融资融券,33,34,000725.SZ,000725
液冷服务器;有机硅概念;染料;东数西算(算力);医美概念;硅能源;深股通,33,7,300727.SZ,300727
食品安全;土壤修复;融资融券,33,3,301228.SZ,301228
中芯国际概念;存储芯片;第三代半导体;芯片概念;专精特新;高端装备;光伏概念;储能;氢能源;医疗器械概念;合成生物;沪股通;融资融券,17,13,688596.SH,688596
传感器;专精特新;华为汽车;长安汽车概念;车联网(车路协同);特斯拉概念;汽车电子;芯片概念;人民币贬值受益;深股通,33,10,300643.SZ,300643
煤化工概念;可降解塑料;锂电池概念;PET铜箔;同花顺漂亮100;沪股通;融资融券,17,7,600346.SH,600346
PCB概念;新能源汽车;专精特新;大飞机;军工;京津冀一体化;天津自贸区;深股通,33,8,002134.SZ,002134
高股息精选;风电;绿色电力;央企国企改革;国企改革;西部大开发;沪股通;融资融券,17,8,600236.SH,600236
云计算;算力租赁;智能医疗;DeepSeek概念;专精特新;2025年报预增;氢能源;燃料电池,33,8,300816.SZ,300816
ERP概念;数据要素;ChatGPT概念;数字经济;虚拟数字人;DeepSeek概念;抖音概念(字节概念);人工智能;跨境电商;算力租赁;华为概念;物联网;东数西算(算力);工业互联网;统一大市场;农村电商;新疆振兴;融资融券;沪股通,17,19,603613.SH,603613
车联网(车路协同);无人驾驶;英伟达概念;5G;华为昇腾;百度概念;物联网;东数西算(算力);数据要素;卫星导航;云计算;人工智能;阿里巴巴概念;算力租赁;数据中心;DeepSeek概念;比亚迪概念;网约车;液冷服务器;智能医疗;智能物流;光纤概念;一带一路;深股通,33,24,300698.SZ,300698
算力租赁;东数西算(算力);液冷服务器;英伟达概念;云计算;腾讯概念;华为概念;芯片概念;消费电子概念;军工;小米概念;2025年报预增;OLED;沪股通,17,14,603629.SH,603629
AI眼镜;虚拟现实;消费电子概念;智能家居;机器视觉;小米概念;智能座舱;无人驾驶;专精特新;粤港澳大湾区;机器人概念;比亚迪概念;人形机器人;深股通;融资融券,33,15,301479.SZ,301479
共封装光学(CPO);5G;6G概念;军工;储能;一带一路;医疗器械概念;融资融券,33,8,002796.SZ,002796
金属铜;小金属概念;稀土永磁;海南自贸区;央企国企改革;国企改革;粤港澳大湾区;融资融券;中字头股票;沪股通,17,10,600259.SH,600259
天津自贸区;航运概念;京津冀一体化;人民币贬值受益;融资融券;沪股通,17,6,600751.SH,600751
食品安全;高压快充;光伏概念;DeepSeek概念;商业航天;融资融券,33,6,301062.SZ,301062
家庭医生;数据要素;阿里巴巴概念;无人零售;百度概念;区块链;养老概念;辅助生殖;人工智能;智慧城市;食品安全;共同富裕示范区;电子纸;物联网;安防;机器人概念;人民币贬值受益;芯片概念;股权转让(并购重组);融资融券,33,20,300078.SZ,300078
华为欧拉;数据安全;华为鲲鹏;云办公;信创;云计算;网络安全;国产操作系统;DeepSeek概念;华为概念;养老概念;机器人概念;专精特新;商业航天;人形机器人;智能电网;融资融券,17,17,688152.SH,688152
人形机器人;新型工业化;机器人概念;小米概念;比亚迪概念;低空经济;富士康概念;华为概念;高端装备;专精特新;芯片概念;宁德时代概念;光伏概念;深股通,33,14,002979.SZ,002979
中芯国际概念;存储芯片;先进封装;第三代半导体;芯片概念;沪股通;融资融券,17,7,688082.SH,688082
统一大市场;冷链物流;一带一路;中俄贸易概念;PPP概念;智能物流;沪股通;融资融券,17,8,603871.SH,603871
数据安全;华为鲲鹏;数字水印;云计算;国产操作系统;财税数字化;网络安全;信创;云办公;智谱AI;智慧政务;华为盘古;鸿蒙概念;数字货币;区块链;ChatGPT概念;百度概念;量子科技;语音技术;智慧城市;DeepSeek概念;互联网金融;安防;人工智能;物联网;华为概念;军工信息化;工业互联网;低空经济;脑机接口;商业航天;军工;军民融合;智能家居;深股通;融资融券,33,36,300352.SZ,300352
商业航天;3D打印;低空经济;飞行汽车(eVTOL);高端装备;专精特新;机器人概念;沪股通;融资融券,17,9,688433.SH,688433
抖音概念(字节概念);智能音箱;人工智能;物联网;智能穿戴;5G;AI眼镜;智能医疗;无线耳机;汽车芯片;传感器;数据中心;芯片概念;智能家居;汽车电子;专精特新;海峡两岸;先进封装;养老概念;存储芯片;2025年报预增;深股通;融资融券,33,23,300493.SZ,300493
文化传媒概念;短剧游戏;手机游戏;网络游戏;NFT概念;虚拟现实;AI应用;国企改革;沪股通;摘帽;股权转让(并购重组),17,11,600715.SH,600715
净水概念;污水处理;锂电池概念;石墨烯;海峡两岸;核污染防治;代糖概念;西部大开发;福建自贸区;盐湖提锂;沪股通;融资融券,17,12,688101.SH,688101
高股息精选;西部大开发;融资融券;沪股通,17,4,603317.SH,603317
汽车电子;小米概念;传感器;新能源汽车;专精特新;PM2.5;储能;锂电池概念;固态电池;沪股通;融资融券,17,11,688665.SH,688665
商业航天;数据中心;量子科技;飞行汽车(eVTOL);阿里巴巴概念;长安汽车概念;融资融券;算力租赁;比亚迪概念;百度概念;智谱AI;在线教育;数字经济;华为鲲鹏;华为概念;华为昇腾;低空经济;云计算;东数西算(算力);DeepSeek概念;AIGC概念,151,21,920493.BJ,920493
量子科技;高端装备;风电;融资融券;芯片概念;第三代半导体;硅能源;海工装备;核电;机器人概念;新型工业化;工业母机;军工;光伏概念;专精特新,151,15,920570.BJ,920570
仿制药一致性评价;创新药;养老概念;雄安新区;创投;京津冀一体化;融资融券,33,7,000931.SZ,000931
比亚迪概念;新能源汽车;新型工业化;小米概念;小米汽车;特斯拉概念;专精特新;华为汽车;长安汽车概念;机器人概念;减速器;燃料电池;2025年报预增;固态电池;融资融券,17,15,688162.SH,688162
