股票代码,所属概念,code,所属概念数量,market_code
920553.BJ,融资融券;高端装备;烟草;工业母机,920553,4,151
002038.SZ,猴痘概念;肝炎概念;流感;幽门螺杆菌概念;生物疫苗;医药电商;创新药;辅助生殖;仿制药一致性评价;NMN概念;减肥药;基因测序;民营医院;工业大麻;医美概念;创投;京津冀一体化;深股通;融资融券,002038,19,33
300729.SZ,跨境电商;三胎概念;智能物流;智能家居;人民币贬值受益;机器人概念;人工智能;抖音概念(字节概念);航运概念;深股通,300729,10,33
600400.SH,养老概念;参股银行;互联网金融;独角兽概念;工业互联网;机器人概念;军工;沪股通;融资融券,600400,9,17
920132.BJ,跨境电商;一带一路;人民币贬值受益;融资融券;露营经济,920132,5,151
603809.SH,减速器;成飞概念;人形机器人;大飞机;航空发动机;军民融合;商业航天;军工;华为汽车;无人机;卫星导航;机器人概念;长安汽车概念;特斯拉概念;小米汽车;新能源汽车;比亚迪概念;专精特新;高铁;水利;西部大开发;融资融券;沪股通,603809,23,17
600420.SH,毛发医疗;维生素;医药电商;NMN概念;动物疫苗;芬太尼;仿制药一致性评价;流感;合成生物;肝炎概念;创新药;幽门螺杆菌概念;重组蛋白;三胎概念;猴痘概念;辅助生殖;国企改革;医美概念;央企国企改革;DeepSeek概念;虚拟数字人;沪股通;融资融券,600420,23,17
300423.SZ,智慧灯杆;可控核聚变;光热发电;商业航天;智能电网;光伏概念;虚拟电厂;风电;燃料电池;水利;氢能源;安防;储能;智慧城市;专精特新;数据中心;智能家居;冷链物流;锂电池概念;智慧政务;股权转让(并购重组),300423,21,33
300909.SZ,3D打印;MiniLED;智能座舱;华为概念;消费电子概念;小米概念;新能源汽车;专精特新;智能家居;富士康概念;创投;储能;深股通;融资融券,300909,14,33
300652.SZ,脑机接口;人形机器人;机器人概念;长安汽车概念;无人驾驶;芯片概念;专精特新;新能源汽车;深股通,300652,9,33
300795.SZ,跨境电商;体育产业;AIGC概念;数据要素;AI智能体;DeepSeek概念;人工智能;创投;AI应用;AI眼镜;一带一路,300795,11,33
600362.SH,黄金概念;金属铜;小金属概念;金属回收;锂电池概念;国企改革;证金持股;一带一路;参股券商;沪股通;融资融券,600362,11,17
301665.SZ,草甘膦;氟化工概念;注册制次新股;一带一路;2025年报预增;人民币贬值受益;深股通;新股与次新股;融资融券,301665,9,33
300584.SZ,固态电池;辅助生殖;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;创新药;锂电池概念;猴痘概念;深股通,300584,9,33
600078.SH,磷化工;绿色电力,600078,2,17
603344.SH,汽车热管理;比亚迪概念;新能源汽车;机器人概念;小米概念;家用电器;锂电池概念;沪股通;融资融券,603344,9,17
300180.SZ,数字货币;跨境支付(CIPS);移动支付;互联网金融;蚂蚁集团概念;区块链;数据要素;华为鲲鹏;信创;低空经济;参股券商;创投;腾讯概念;工业互联网;华为汽车;华为概念;长安汽车概念;一带一路;比亚迪概念;深股通;融资融券,300180,21,33
002302.SZ,水泥概念;同花顺中特估100;装配式建筑;新疆振兴;雄安新区;国企改革;一带一路;西部大开发;央企国企改革;数字经济;数据要素;风电;核电;3D打印;深股通;融资融券,002302,16,33
002550.SZ,仿制药一致性评价;创新药;肝炎概念;合成生物;深股通,002550,5,33
688777.SH,AI应用;AIGC概念;AI智能体;华为鲲鹏;数据要素;数据安全;网络安全;信创;DeepSeek概念;人工智能;鸿蒙概念;国产操作系统;数字孪生;智慧城市;华为概念;工业互联网;新型工业化;共同富裕示范区;航空发动机;核电;创投;大飞机;机器人概念;海工装备;传感器;智能物流;人形机器人;一带一路;碳中和;宁德时代概念;碳交易;沪股通;融资融券,688777,33,17
300352.SZ,数字水印;数据安全;华为鲲鹏;云计算;国产操作系统;财税数字化;网络安全;信创;智谱AI;云办公;智慧政务;华为盘古;鸿蒙概念;区块链;ChatGPT概念;数字货币;百度概念;量子科技;智慧城市;语音技术;DeepSeek概念;安防;互联网金融;物联网;人工智能;华为概念;军工信息化;工业互联网;低空经济;商业航天;军工;脑机接口;军民融合;智能家居;深股通;融资融券,300352,36,33
002004.SZ,煤化工概念;毛发医疗;西部大开发;医药电商;氟化工概念;民营医院;医美概念;仿制药一致性评价;创新药;三胎概念;转基因;细胞免疫治疗;旅游概念;深股通;融资融券,002004,15,33
002436.SZ,PCB概念;共封装光学(CPO);先进封装;存储芯片;芯片概念;毫米波雷达;5G;6G概念;军工;商业航天;机器人概念;低空经济;华为概念;粤港澳大湾区;深股通;融资融券,002436,16,33
688188.SH,高端装备;新型工业化;专精特新;人工智能;机器人概念;沪股通;融资融券,688188,7,17
300579.SZ,数字货币;电子身份证;数据确权;财税数字化;知识产权保护;华为鲲鹏;数据安全;智慧政务;云计算;信创;网络安全;鸿蒙概念;区块链;DRG/DIP;在线教育;互联网金融;阿里巴巴概念;车联网(车路协同);数字经济;东数西算(算力);量子科技;星闪概念;华为概念;京津冀一体化;芯片概念;雄安新区;国企改革;股权转让(并购重组);融资融券;深股通,300579,30,33
603170.SH,预制菜;沪股通,603170,2,17
300678.SZ,脑机接口;AIGC概念;多模态AI;信创;数据安全;华为鲲鹏;智慧政务;AI智能体;阿里巴巴概念;智能医疗;网络安全;数据要素;人脸识别;人工智能;DeepSeek概念;数字经济;智慧城市;安防;物联网;华为概念;智能穿戴;机器视觉;医疗器械概念;低空经济;数据中心;AI应用;工业互联网;无人驾驶;新型工业化;机器人概念;军工;专精特新;烟草;新型烟草(电子烟);比亚迪概念;西部大开发;国企改革;锂电池概念;融资融券;深股通;中字头股票,300678,41,33
688692.SH,AI语料;信创;数据要素;华为概念;智能电网;沪股通;融资融券,688692,7,17
300395.SZ,PCB概念;OLED;5G;芯片概念;光伏概念;同花顺新质50;融资融券;深股通,300395,8,33
000735.SZ,海南自贸区;自由贸易港;养鸡;猪肉;生态农业;统一大市场;动物疫苗;乡村振兴;冷链物流;宠物经济;职业教育;深股通;融资融券,000735,13,33
688085.SH,智能医疗;医疗器械概念;2025年报预增;专精特新;机器人概念;沪股通;融资融券,688085,7,17
300817.SZ,减速器;机器人概念;特斯拉概念;新能源汽车;专精特新;两轮车;长三角一体化;军工;商业航天;风电,300817,10,33
688089.SH,维生素;宠物经济;合成生物;三胎概念;2025三季报预增;绿色电力;DeepSeek概念;AIGC概念;融资融券,688089,9,17
002878.SZ,短剧游戏;小红书概念;快手概念;NFT概念;文化传媒概念;Sora概念(文生视频);虚拟数字人;AIGC概念;Web3.0;拼多多概念;ChatGPT概念;抖音概念(字节概念);IP经济(谷子经济);元宇宙;网红经济;腾讯概念;百度概念;阿里巴巴概念;数据要素;区块链;数字经济;人工智能;虚拟现实;体育产业;华为概念;冰雪产业;三胎概念;智能音箱;京津冀一体化;小米概念;无线耳机;消费电子概念;深股通,002878,33,33
301228.SZ,食品安全;土壤修复;融资融券,301228,3,33
002425.SZ,手机游戏;网络游戏;NFT概念;文化传媒概念;AIGC概念;元宇宙;抖音概念(字节概念);快手概念;IP经济(谷子经济);云游戏;阿里巴巴概念;腾讯概念;虚拟现实;人工智能;AI应用;华为概念;创投;摘帽,002425,18,33
301448.SZ,专精特新;人民币贬值受益;锂电池概念;跨境电商;融资融券,301448,5,33
300788.SZ,知识产权保护;文化传媒概念;AIGC概念;抖音概念(字节概念);AI智能体;元宇宙;数据要素;百度概念;IP经济(谷子经济);职业教育;DeepSeek概念;人工智能;三胎概念;AI应用;国企改革;深股通;中字头股票,300788,17,33
003027.SZ,钠离子电池;碳中和;储能;2025三季报预增;2025年报预增,003027,5,33
300967.SZ,养鸡;乡村振兴;西部大开发;2025年报预增;绿色电力;融资融券,300967,6,33
300984.SZ,2025年报预增;深股通;融资融券,300984,3,33
002530.SZ,数字货币;财税数字化;区块链;互联网金融;智慧政务;鸿蒙概念;华为鲲鹏;百度概念;数据要素;ERP概念;信创;AI智能体;ChatGPT概念;虚拟数字人;数字经济;云计算;AIGC概念;智慧城市;人工智能;华为概念;跨境电商;养老概念;机器人概念;比亚迪概念;AI应用;深股通;融资融券,002530,27,33
001298.SZ,汽车电子;存储芯片;智能穿戴;AI眼镜;小米概念;MCU芯片;消费电子概念;传感器;华为海思概念股;无线耳机;芯片概念;星闪概念;机器人概念;智能家居;物联网;人民币贬值受益;2025年报预增;海峡两岸;深股通,001298,19,33
600288.SH,机器视觉;机器人概念;专精特新;芯片概念;华为概念;无人机;量子科技;人工智能;6G概念;华为手机;太赫兹;元宇宙;宁德时代概念;京津冀一体化;腾讯概念;数据要素;智能医疗;眼科医疗;AIGC概念;虚拟数字人;Sora概念(文生视频);期货概念;融资融券;沪股通,600288,24,17
002103.SZ,IP经济(谷子经济);数字经济;腾讯概念;跨境电商;虚拟现实;创投;一带一路;深股通,002103,8,33
603127.SH,CRO概念;细胞免疫治疗;2025年报预增;基因测序;创新药;智能医疗;专精特新;生物疫苗;融资融券;沪股通,603127,10,17
000783.SZ,期货概念;深股通;融资融券;2025年报预增,000783,4,33
300466.SZ,网络安全;工业互联网;无人机;换电概念;人工智能;数据中心;数据安全;机器人概念;C2M概念;华为概念;鸿蒙概念;新型工业化;云计算;智能物流;机器视觉;光伏概念;新能源汽车;一带一路;燃料电池;比亚迪概念;国企改革;AI应用;深股通,300466,23,33
300891.SZ,钛白粉概念;融资融券,300891,2,33
600867.SH,重组蛋白;合成生物;创新药;减肥药;回购增持再贷款概念;沪股通;融资融券,600867,7,17
003039.SZ,净水概念;地下管网;污水处理;固废处理;水利;绿色电力;光伏建筑一体化;乡村振兴;垃圾分类;国企改革;数据确权;旅游概念;粤港澳大湾区;充电桩;氢能源;储能;高压快充;融资融券;深股通,003039,19,33
603567.SH,医药电商;智能医疗;创新药;仿制药一致性评价;流感;黑龙江自贸区;沪股通;融资融券,603567,8,17
300366.SZ,卫星导航;商业航天;智慧城市;数字乡村;军工;智慧政务;数字经济;国产操作系统;华为欧拉;人工智能;数据要素;华为盘古;信创;华为鲲鹏;网络安全;华为昇腾;AI智能体;物联网;数据安全;DeepSeek概念;华为概念;AIGC概念;云计算;MLOps概念;阿里巴巴概念;智谱AI;东数西算(算力);5G;电力物联网;西部大开发;智能电网;华为数字能源;ST板块;碳交易;特高压;AI应用,300366,36,33
002785.SZ,小金属概念;盐湖提锂;一带一路;核电;锂电池概念;中俄贸易概念;海峡两岸;俄乌冲突概念;福建自贸区;深股通,002785,10,33
002465.SZ,军工信息化;太赫兹;6G概念;卫星导航;脑机接口;时空大数据;商业航天;同花顺新质50;军民融合;国产航母;国产操作系统;人工智能;DeepSeek概念;大飞机;智慧城市;车联网(车路协同);军工;航空发动机;低空经济;成飞概念;无人机;虚拟现实;5G;物联网;无人驾驶;智能穿戴;芯片概念;机器人概念;粤港澳大湾区;回购增持再贷款概念;国企改革;深股通;融资融券,002465,33,33
600463.SH,物业管理;雄安新区;垃圾分类;创投;京津冀一体化;国企改革;军民融合,600463,7,17
603885.SH,上海自贸区;沪股通;融资融券,603885,3,17
300111.SZ,幽门螺杆菌概念;流感;深股通;股权转让(并购重组),300111,4,33
002889.SZ,冷链物流;统一大市场;自由贸易港;跨境电商;智能物流;广东自贸区;冰雪产业;粤港澳大湾区;互联网金融;机器人概念;一带一路;数字经济;特斯拉概念;区块链;华为概念;人工智能;DeepSeek概念;生物疫苗;航运概念;光刻机;深股通,002889,21,33
603153.SH,上海国企改革;新型城镇化;地下管网;装配式建筑;房屋检测;体育产业;PPP概念;雄安新区;化债概念(AMC概念);建筑节能;水利;智慧城市;数字经济;数字孪生;DeepSeek概念;人工智能;碳中和;国企改革;一带一路;阿里巴巴概念;自由贸易港;文化传媒概念;虚拟电厂;数据中心;无人机;核电;沪股通,603153,27,17
301047.SZ,CRO概念;细胞免疫治疗;重组蛋白;流感;猴痘概念;肝炎概念;合成生物;智能医疗;人工智能;京津冀一体化;人民币贬值受益;深股通;融资融券,301047,13,33
688721.SH,芯片概念;专精特新;沪股通;融资融券,688721,4,17
688029.SH,医疗器械概念;沪股通;融资融券,688029,3,17
601860.SH,沪股通;融资融券,601860,2,17
002188.SZ,养老概念;物业管理;共同富裕示范区;长三角一体化,002188,4,33
605183.SH,专精特新;一带一路;沪股通,605183,3,17
920112.BJ,比亚迪概念;阿里巴巴概念;新股与次新股;融资融券;人民币贬值受益,920112,5,151
301075.SZ,西部大开发;流感;三胎概念;仿制药一致性评价;创新药;融资融券,301075,6,33
920790.BJ,AI应用;数据要素;人民币贬值受益;水利;电力物联网;手机游戏;智慧城市;互联网金融;数字乡村;车联网(车路协同);云办公;融资融券;储能;DeepSeek概念;乡村振兴,920790,15,151
000852.SZ,可燃冰;页岩气;俄乌冲突概念;天然气;央企国企改革;氢能源;国企改革;海工装备;地下管网;一带一路;雄安新区;燃料电池;高端装备;数字经济;储能;工业互联网;专精特新;深股通;融资融券,000852,19,33
600223.SH,物业管理;宠物经济;三胎概念;旅游概念;合成生物;仿制药一致性评价;网红经济;流感;医美概念;眼科医疗;国企改革;创新药;医疗器械概念;重组蛋白;独角兽概念;DeepSeek概念;虚拟数字人;人工智能;海峡两岸;元宇宙;腾讯概念;融资融券;沪股通,600223,23,17
920003.BJ,数字经济;融资融券;新股与次新股,920003,3,151
688362.SH,先进封装;MCU芯片;芯片概念;汽车电子;消费电子概念;传感器;专精特新;5G;数字货币;沪股通;融资融券,688362,11,17
000932.SZ,特钢概念;同花顺中特估100;国企改革;回购增持再贷款概念;绿色电力;核电;海工装备;高铁;军工;新能源汽车;深股通;融资融券;华为概念,000932,13,33
300862.SZ,商业航天;智慧城市;军工;华为概念;毫米波雷达;PM2.5;传感器;专精特新;芯片概念;碳中和;PPP概念;融资融券,300862,12,33
002612.SZ,网红经济;IP经济(谷子经济);C2M概念;三胎概念;民营医院;毛发医疗;医美概念;虚拟数字人;医疗器械概念;牙科医疗;中韩自贸区;2025年报预增;融资融券;深股通,002612,14,33
300229.SZ,Sora概念(文生视频);AI语料;MLOps概念;ChatGPT概念;多模态AI;Web3.0;AIGC概念;华为昇腾;华为盘古;华为鲲鹏;AI智能体;虚拟数字人;智慧政务;数据安全;信创;知识产权保护;数据要素;阿里巴巴概念;腾讯概念;网络安全;蚂蚁集团概念;电子身份证;军工信息化;元宇宙;数字货币;DeepSeek概念;东数西算(算力);AI应用;人工智能;数字经济;互联网金融;华为概念;军民融合;数据中心;军工;小米概念;机器人概念;专精特新;乡村振兴;深股通;融资融券,300229,41,33
300299.SZ,手机游戏;网络游戏;文化传媒概念;AIGC概念;抖音概念(字节概念);IP经济(谷子经济);数据安全;人工智能;数字经济;虚拟现实;智慧城市;AI应用;福建自贸区;海峡两岸;机器人概念;5G;融资融券,300299,17,33
001206.SZ,宠物经济;三胎概念;跨境电商;养老概念;人民币贬值受益;京津冀一体化;一带一路,001206,7,33
002383.SZ,卫星导航;商业航天;无人机;低空经济;时空大数据;车联网(车路协同);无人驾驶;智慧灯杆;农机;机器人概念;智慧城市;京津冀一体化;数字乡村;芯片概念;华为概念;数字经济;水利;生态农业;汽车芯片;国企改革;新型城镇化;深股通;融资融券,002383,23,33
301616.SZ,注册制次新股;专精特新;机器人概念;高端装备;2025年报预增;可降解塑料;参股银行;新股与次新股;融资融券,301616,9,33
002343.SZ,短剧游戏;文化传媒概念;手机游戏;AI语料;IP经济(谷子经济);AIGC概念;元宇宙;腾讯概念;旅游概念;虚拟现实;AI应用;京津冀一体化;创投;国企改革,002343,14,33
002190.SZ,成飞概念;大飞机;航空发动机;军工;无人机;商业航天;低空经济;华为汽车;新能源汽车;西部大开发;专精特新;长安汽车概念;国企改革;储能;锂电池概念;融资融券;深股通,002190,17,33
000795.SZ,稀土永磁;小金属概念;专精特新;人形机器人;机器人概念;比亚迪概念;新能源汽车;风电;苹果概念;减速器;消费电子概念;新型工业化;无线耳机;医疗器械概念;养老概念;深股通;融资融券,000795,17,33
301212.SZ,消毒剂;可降解塑料;专精特新;共同富裕示范区;锂电池概念;融资融券,301212,6,33
920719.BJ,燃料电池;石墨烯;锂电池概念;氢能源;钠离子电池;石墨电极;光伏概念;宁德时代概念;融资融券;第三代半导体;固态电池;专精特新,920719,12,151
002248.SZ,工业母机;新型工业化;高端装备;2025年报预增,002248,4,33
002393.SZ,流感;仿制药一致性评价;维生素;肝炎概念;阿尔茨海默概念;创新药;合成生物;国企改革;核污染防治;专精特新;京津冀一体化;2025年报预增;短剧游戏;融资融券;深股通,002393,15,33
605089.SH,预制菜;冷链物流;长三角一体化,605089,3,17
688276.SH,流感;生物疫苗;阿尔茨海默概念;国企改革;沪股通;融资融券,688276,6,17
603528.SH,无人驾驶;车联网(车路协同);物联网;机器视觉;智慧城市;卫星导航;鸿蒙概念;信创;数据安全;低空经济;华为鲲鹏;数据要素;人工智能;机器人概念;华为昇腾;DeepSeek概念;职业教育;在线教育;专精特新;东数西算(算力);人形机器人;ChatGPT概念;比亚迪概念;芯片概念;新能源汽车;充电桩;高压快充;智能电网;光伏概念;储能;AI应用;参股银行;沪股通,603528,33,17
603816.SH,沪股通;跨境电商;智能家居;融资融券,603816,4,17
600405.SH,充电桩;换电概念;高压快充;储能;雄安新区;光伏概念;燃料电池;数据中心;新能源汽车;京津冀一体化;氢能源;东数西算(算力);华为概念;中俄贸易概念;百度概念;腾讯概念;5G;阿里巴巴概念;融资融券,600405,19,17
002022.SZ,猴痘概念;流感;肝炎概念;宠物经济;医疗器械概念;智能医疗;食品安全,002022,7,33
300045.SZ,军工信息化;卫星导航;商业航天;军民融合;6G概念;时空大数据;大飞机;军工;成飞概念;无人机;低空经济;网络安全;车联网(车路协同);毫米波雷达;智慧城市;人工智能;数字孪生;独角兽概念;飞行汽车(eVTOL);虚拟现实;无人驾驶;工业互联网;京津冀一体化;芯片概念;创投;消费电子概念;农机;深股通;融资融券,300045,29,33
300778.SZ,新型城镇化;低空经济;水利;智慧城市;粤港澳大湾区;地下管网;华为概念;换电概念;垃圾分类;乡村振兴;绿色电力,300778,11,33
688226.SH,共封装光学(CPO);智能电网;数据中心;专精特新;风电;储能;特斯拉概念;光伏概念;东数西算(算力);华为概念;HJT电池;钠离子电池;沪股通;融资融券,688226,14,17
300006.SZ,细胞免疫治疗;创新药;辅助生殖;仿制药一致性评价;幽门螺杆菌概念;肝炎概念;眼科医疗;医疗器械概念;医药电商;西部大开发;知识产权保护;国企改革;融资融券,300006,13,33
002557.SZ,乳业;农业种植;回购增持再贷款概念;深股通;融资融券,002557,5,33
300674.SZ,数字货币;跨境支付(CIPS);蚂蚁集团概念;华为欧拉;财税数字化;ChatGPT概念;华为鲲鹏;Web3.0;AI智能体;MLOps概念;智谱AI;区块链;互联网金融;鸿蒙概念;数据要素;云计算;信创;虚拟数字人;百度概念;阿里巴巴概念;腾讯概念;抖音概念(字节概念);DeepSeek概念;人工智能;华为概念;京津冀一体化;化债概念(AMC概念);创投;数据中心;AI应用;融资融券;深股通,300674,32,33
600820.SH,上海国企改革;国企改革;PPP概念;地下管网;天然气;雄安新区;新型城镇化;氢能源;回购增持再贷款概念;一带一路;风电;水利;沪股通;融资融券;数字经济;智慧城市;数据要素;专精特新;高端装备;机器人概念;人工智能;低空经济,600820,22,17
600868.SH,小金属概念;水泥概念;数据要素;时空大数据;绿色电力;智慧城市;职业教育;回购增持再贷款概念;氢能源;储能;水利;粤港澳大湾区;新型城镇化;融资融券;沪股通,600868,15,17
600598.SH,玉米;大豆;粮食概念;土地流转;俄乌冲突概念;化肥;农业种植;生态农业;乡村振兴;高股息精选;国企改革;黑龙江自贸区;参股银行;沪股通;融资融券;区块链,600598,16,17
300624.SZ,Sora概念(文生视频);多模态AI;ChatGPT概念;AIGC概念;Web3.0;虚拟数字人;云办公;AI智能体;阿里巴巴概念;数据安全;百度概念;鸿蒙概念;信创;元宇宙;AI应用;DeepSeek概念;人工智能;虚拟现实;同花顺新质50;网红经济;华为概念;物联网;创投;机器人概念;智能家居;人民币贬值受益;回购增持再贷款概念;西部大开发;融资融券;深股通,300624,30,33
603579.SH,脑机接口;养老概念;智能医疗;鸿蒙概念;人工智能;Web3.0;DeepSeek概念;虚拟现实;跨境电商;阿里巴巴概念;机器人概念;小米概念;专精特新;人民币贬值受益;长三角一体化;沪股通,603579,16,17
301077.SZ,AI应用;人工智能;东数西算(算力);专精特新;AI智能体;英伟达概念;跨境电商;量子科技;储能;融资融券,301077,10,33
002035.SZ,净水概念;空气能热泵;创投;家用电器;数字经济;智能家居;粤港澳大湾区;鸿蒙概念;深股通;无人机;融资融券,002035,11,33
002363.SZ,商业航天;军工;特斯拉概念;长安汽车概念;华为汽车;新能源汽车;比亚迪概念;华为概念;数字经济;百度概念,002363,10,33
300357.SZ,创新药;医疗器械概念;智能医疗;人工智能;专精特新;深股通;融资融券,300357,7,33
300327.SZ,MCU芯片;汽车芯片;芯片概念;消费电子概念;汽车电子;智能穿戴;OLED;柔性屏(折叠屏);无人机;机器人概念;物联网;智能家居;家用电器;储能;锂电池概念;深股通;股权转让(并购重组);融资融券,300327,18,33
600704.SH,国企改革;期货概念;参股保险;参股银行;统一大市场;小金属概念;汽车拆解概念;化债概念(AMC概念);大豆;一带一路;医美概念;养老概念;共同富裕示范区;跨境电商;辅助生殖;DeepSeek概念;脑机接口;储能;机器人概念;小米汽车;沪股通;融资融券,600704,22,17
600469.SH,央企国企改革;国企改革;新能源汽车;融资融券,600469,4,17
601512.SH,2025年报预增;新型城镇化;参股券商;污水处理;创投;国企改革;长三角一体化;一带一路;绿色电力;光伏概念;充电桩;沪股通,601512,12,17
688128.SH,比亚迪概念;新型工业化;汽车热管理;储能;特高压;锂电池概念;可控核聚变;固态电池;氢能源;回购增持再贷款概念;一带一路;无人机;无人驾驶;抽水蓄能;房屋检测;央企国企改革;国企改革;沪股通;中字头股票;融资融券,688128,20,17
603900.SH,黄金概念;IP经济(谷子经济);股权转让(并购重组),603900,3,17
003016.SZ,福建自贸区;海峡两岸;智能物流;跨境电商;数字经济;IP经济(谷子经济);流感;数据要素;网红经济;腾讯概念,003016,10,33
600338.SH,金属铅;金属锌;金属铜;小金属概念;盐湖提锂;锂电池概念;2025年报预增;西部大开发;一带一路;人民币贬值受益;免税店;沪股通;融资融券,600338,13,17
300563.SZ,EDR概念;汽车电子;消费电子概念;苹果概念;铜缆高速连接;芯片概念;5G;WiFi 6;新能源汽车;军工;无人机;专精特新;钙钛矿电池;虚拟现实;华为概念;商业航天;医疗器械概念;卫星导航;军工信息化;光伏概念;数字经济;深股通;融资融券,300563,23,33
300272.SZ,基因测序;细胞免疫治疗;辅助生殖;宠物经济;养老概念;数据要素;独角兽概念;净水概念;医美概念;家用电器;机器人概念;人民币贬值受益;冷链物流,300272,13,33
001213.SZ,统一大市场;冷链物流;国企改革;乡村振兴;一带一路;智能物流;中字头股票;深股通,001213,8,33
002641.SZ,地下管网;新型城镇化;水利;共同富裕示范区;光伏建筑一体化;京津冀一体化;储能;机器人概念;光伏概念;天然气;融资融券;深股通,002641,12,33
600633.SH,Sora概念(文生视频);AIGC概念;数据确权;多模态AI;NFT概念;文化传媒概念;手机游戏;云计算;AI智能体;华为昇腾;网络游戏;AI应用;阿里巴巴概念;腾讯概念;智慧政务;算力租赁;百度概念;数据要素;电子竞技;区块链;鸿蒙概念;元宇宙;DeepSeek概念;智能医疗;数字经济;东数西算(算力);人工智能;独角兽概念;智慧城市;华为概念;养老概念;体育产业;旅游概念;数据中心;创投;共同富裕示范区;国企改革;证金持股;绿色电力;沪股通;融资融券,600633,41,17
600839.SH,华为欧拉;多模态AI;财税数字化;AI智能体;ChatGPT概念;区块链;信创;百度概念;AI语料;DeepSeek概念;数字经济;人工智能;智慧城市;云游戏;星闪概念;NFT概念;跨境支付(CIPS);智能音箱;华为概念;虚拟现实;低空经济;物联网;智能医疗;工业互联网;军工信息化;血氧仪;华为海思概念股;军工;卫星导航;无人机;军民融合;航空发动机;养老概念;机器人概念;数据中心;小米概念;大飞机;毫米波雷达;跨境电商;芯片概念;智能家居;传感器;华为数字能源;消费电子概念;锂电池概念;回购增持再贷款概念;西部大开发;医疗器械概念;国企改革;储能;OLED;家用电器;苹果概念;汽车热管理;钒电池;AI应用;融资融券;沪股通,600839,58,17
920168.BJ,工业互联网;充电桩;新能源汽车;汽车电子;专精特新;新股与次新股;融资融券,920168,7,151
920693.BJ,液冷服务器;机器人概念;芯片概念;融资融券;专精特新;人民币贬值受益;医疗器械概念,920693,7,151
301408.SZ,AI应用;智能医疗;阿里巴巴概念;养老概念;医药电商;人工智能;流感;创新药;医疗器械概念;合成生物;深股通;融资融券,301408,12,33
688153.SH,汽车芯片;星闪概念;WiFi 6;卫星导航;芯片概念;5G;小米概念;消费电子概念;无人机;汽车电子;低空经济;机器人概念;比亚迪概念;专精特新;新能源汽车;人民币贬值受益;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,688153,20,17
603883.SH,养老概念;医药电商;智能医疗;医疗器械概念;AI智能体;腾讯概念;沪股通;融资融券,603883,8,17
600100.SH,网络安全;算力租赁;华为昇腾;国资云;国产操作系统;东数西算(算力);信创;区块链;数据要素;AI智能体;ChatGPT概念;鸿蒙概念;在线教育;智慧城市;AI语料;AIGC概念;DeepSeek概念;安防;数字经济;华为概念;人工智能;物联网;数据中心;工业互联网;机器视觉;互联网保险;可控核聚变;京津冀一体化;机器人概念;核电;创投;食品安全;液冷服务器;核污染防治;消费电子概念;工业母机;储能;土壤修复;央企国企改革;雄安新区;国企改革;AI应用;污水处理;锂电池概念;参股券商;沪股通;融资融券;股权转让(并购重组),600100,48,17
300247.SZ,医疗器械概念;养老概念;智能医疗;体育产业;跨境电商;宠物经济;机器人概念;智能家居;人民币贬值受益;2025年报预增,300247,10,33
301592.SZ,军工;军工信息化;无人机;芯片概念;西部大开发;存储芯片;深股通;融资融券,301592,8,33
603895.SH,新型工业化;工业互联网;数字孪生;华为概念;机器人概念;人形机器人;专精特新;长安汽车概念;特斯拉概念;新能源汽车;储能;锂电池概念;固态电池,603895,13,17
002761.SZ,装配式建筑;建筑节能;新型城镇化;PPP概念;乡村振兴;国企改革;固废处理;土壤修复;污水处理;水利;雅下水电概念;共同富裕示范区;一带一路;智慧城市;DeepSeek概念;深股通;融资融券,002761,17,33
688281.SH,航空发动机;军工;碳纤维;西部大开发;沪股通;融资融券,688281,6,17
003003.SZ,可降解塑料;跨境电商;工业互联网;冷链物流,003003,4,33
300644.SZ,PEEK材料;汽车热管理;碳纤维;人形机器人;新能源汽车;3D打印;特斯拉概念;比亚迪概念;专精特新;机器人概念;小米概念;家用电器;毫米波雷达;高铁;无人机;低空经济;5G;充电桩;可降解塑料;储能;特高压;2025年报预增;回购增持再贷款概念,300644,23,33
920726.BJ,乡村振兴;超级品牌;融资融券,920726,3,151
920175.BJ,中俄贸易概念;融资融券;3D打印;石墨电极;光伏概念;专精特新;风电;燃料电池;芯片概念,920175,9,151
920906.BJ,2025年报预增;长安汽车概念;高端装备;机器人概念;比亚迪概念;无人驾驶;新能源汽车;融资融券;智能座舱,920906,9,151
600452.SH,央企国企改革;水泥概念;西部大开发;国企改革;沪股通;融资融券,600452,6,17
688068.SH,重组蛋白;创新药;阿尔茨海默概念;智能医疗;肝炎概念;猴痘概念;医疗器械概念;食品安全;人工智能;流感;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,688068,14,17
002563.SZ,网红经济;三胎概念;跨境电商;体育产业;IP经济(谷子经济);足球概念;共同富裕示范区;数字经济;深股通;融资融券,002563,10,33
603087.SH,创新药;减肥药;医疗器械概念;2025年报预增;智能医疗;虚拟数字人;沪股通;融资融券,603087,8,17
600399.SH,特钢概念;航空发动机;商业航天;大飞机;军工;核电;回购增持再贷款概念;沪股通;融资融券,600399,9,17
603788.SH,小米汽车;新能源汽车;医疗器械概念;特斯拉概念;比亚迪概念;小米概念,603788,6,17
