股票代码,所属概念,code,所属概念数量,market_code
688365.SH,小红书概念;拼多多概念;智谱AI;AI应用;AIGC概念;ChatGPT概念;云办公;ERP概念;AI智能体;抖音概念(字节概念);财税数字化;云计算;阿里巴巴概念;DeepSeek概念;人工智能;数字经济;跨境电商;沪股通;融资融券,688365,19,17
301230.SZ,AI应用;ChatGPT概念;多模态AI;智能医疗;CRO概念;人工智能;创新药;流感;医疗器械概念;合成生物;2025年报预增;人民币贬值受益;融资融券,301230,13,33
300036.SZ,Web3.0;多模态AI;AIGC概念;AI智能体;时空大数据;华为昇腾;数据要素;智慧政务;华为鲲鹏;华为欧拉;信创;元宇宙;区块链;腾讯概念;阿里巴巴概念;空间计算;鸿蒙概念;DeepSeek概念;军工信息化;数字经济;卫星导航;人工智能;智慧城市;数字孪生;车联网(车路协同);商业航天;低空经济;华为概念;虚拟现实;军工;无人机;MR(混合现实);无人驾驶;水利;AI应用;英伟达概念;乡村振兴;土壤修复;地下管网;智能电网;雅下水电概念;深股通;融资融券,300036,43,33
001316.SZ,航空发动机;大飞机;商业航天;低空经济;海峡两岸;AI眼镜;2025年报预增;消毒剂,001316,8,33
002666.SZ,长安汽车概念;燃料电池;创投;新能源汽车;小米汽车;比亚迪概念;特斯拉概念;汽车热管理;核电;储能;有机硅概念;职业教育;金属回收,002666,13,33
002301.SZ,IP经济(谷子经济);文化传媒概念;虚拟数字人;在线教育;跨境电商;腾讯概念;云办公;智慧政务;数字经济;人工智能;百度概念;DeepSeek概念;医疗器械概念;信创;AI应用;华为概念;粤港澳大湾区;智能物流;AI眼镜;深股通;融资融券,002301,21,33
001211.SZ,露营经济;三胎概念;跨境电商;预制菜;IP经济(谷子经济),001211,5,33
301636.SZ,钙钛矿电池;光伏概念;注册制次新股;新能源汽车;专精特新;新股与次新股;融资融券,301636,7,33
002405.SZ,卫星导航;商业航天;车联网(车路协同);时空大数据;星闪概念;数据安全;智能座舱;低空经济;无人驾驶;数据要素;国产操作系统;鸿蒙概念;智慧城市;区块链;百度概念;无人机;华为概念;军工;人工智能;DeepSeek概念;智能穿戴;阿里巴巴概念;芯片概念;京津冀一体化;汽车电子;MCU芯片;抖音概念(字节概念);汽车芯片;小米汽车;小米概念;机器人概念;华为汽车;长安汽车概念;两轮车;比亚迪概念;特斯拉概念;人形机器人;共享单车;充电桩;参股保险;融资融券;深股通,002405,42,33
300301.SZ,ST板块;PPP概念;跨境电商;人民币贬值受益;储能,300301,5,33
603639.SH,生态农业;化肥;乡村振兴;一带一路;DeepSeek概念;沪股通;融资融券,603639,7,17
688800.SH,铜缆高速连接;液冷服务器;5G;毫米波雷达;6G概念;数据中心;高压快充;比亚迪概念;专精特新;新能源汽车;人形机器人;特斯拉概念;2025年报预增;光伏概念;充电桩;机器人概念;军工;储能;商业航天;卫星导航;换电概念;飞行汽车(eVTOL);军民融合;低空经济;医疗器械概念;沪股通;融资融券,688800,27,17
603968.SH,染料;代糖概念;维生素,603968,3,17
000705.SZ,医药电商;三胎概念;流感;仿制药一致性评价;民营医院;幽门螺杆菌概念;合成生物;肝炎概念;阿尔茨海默概念;创新药;冷链物流;共同富裕示范区;医疗器械概念;参股银行;国企改革;数字经济,000705,16,33
000070.SZ,F5G概念;光纤概念;共封装光学(CPO);6G概念;成飞概念;5G;军工信息化;数据中心;卫星导航;军工;大飞机;无人机;东数西算(算力);特高压;低空经济;算力租赁;高铁;智慧灯杆;华为概念;光伏概念;国资云;传感器;信创;智能电网;阿里巴巴概念;一带一路;抖音概念(字节概念);腾讯概念;智慧城市;百度概念;深圳国企改革;人工智能;粤港澳大湾区;创投;绿色电力;国企改革;深股通;物业管理;摘帽,000070,39,33
603519.SH,家用电器;创投;第三代半导体,603519,3,17
601121.SH,金属铜;金属铅;金属锌;黄金概念;新疆振兴;西部大开发;国企改革;股权转让(并购重组);沪股通,601121,9,17
300684.SZ,共封装光学(CPO);富士康概念;液冷服务器;同花顺果指数;AI PC;苹果概念;汽车电子;消费电子概念;5G;汽车热管理;小米概念;无线充电;比亚迪概念;数据中心;2025年报预增;新能源汽车;MR(混合现实);智能座舱;2025三季报预增;无人机;光伏概念;储能;华为概念;石墨烯;充电桩;虚拟现实;一带一路;京津冀一体化;深股通,300684,29,33
002116.SZ,装配式建筑;新型城镇化;污水处理;土壤修复;乡村振兴;固废处理;雄安新区;建筑节能;垃圾分类;特色小镇;啤酒概念;国企改革;参股券商;一带一路;央企国企改革;光伏建筑一体化;智能物流;机器人概念;动力电池回收;人工智能;DeepSeek概念;数据要素;固态电池;深股通;中字头股票,002116,25,33
688701.SH,土壤修复;污水处理;固废处理;融资融券,688701,4,17
300578.SZ,Sora概念(文生视频);Web3.0;云办公;多模态AI;虚拟数字人;在线教育;信创;AI应用;鸿蒙概念;元宇宙;国产操作系统;空间计算;东数西算(算力);DeepSeek概念;数字经济;智能医疗;人工智能;虚拟现实;华为概念;数据中心;5G,300578,21,33
301515.SZ,脑机接口;智能医疗;医疗器械概念;专精特新;西部大开发;回购增持再贷款概念;融资融券,301515,7,33
002161.SZ,信创;ETC;物联网;电子身份证;智慧城市;无人零售;车联网(车路协同);人工智能;食品安全;AI智能体;烟草;粤港澳大湾区;虚拟数字人;机器人概念;无人机;芯片概念;创投;宠物经济;IP经济(谷子经济);一带一路;融资融券;深股通,002161,22,33
000019.SZ,粮食概念;预制菜;国企改革;冷链物流;深圳国企改革;一带一路;数字乡村;深股通,000019,8,33
688070.SH,军民融合;无人机;时空大数据;低空经济;专精特新;智慧城市;职业教育;西部大开发;融资融券,688070,9,17
300852.SZ,共封装光学(CPO);PCB概念;5G;毫米波雷达;汽车电子;数据中心;无人机;比亚迪概念;人形机器人;机器人概念;粤港澳大湾区;人民币贬值受益;一带一路;深股通,300852,14,33
688788.SH,军工信息化;军工;无人机;芯片概念;华为昇腾;无人驾驶;人工智能;粤港澳大湾区;沪股通;融资融券,688788,10,17
300019.SZ,有机硅概念;硅能源;固态电池;锂电池概念;宁德时代概念;光伏概念;可控核聚变;比亚迪概念;芯片概念;新能源汽车;高铁;核电;小米概念;军工;5G;无人机;商业航天;特高压;水利;长安汽车概念;装配式建筑;雄安新区;西部大开发;深股通;融资融券,300019,25,33
600615.SH,智能家居;机器人概念;长安汽车概念;比亚迪概念;农机;新能源汽车;光伏概念;华为汽车;西部大开发;股权转让(并购重组),600615,10,17
920263.BJ,金属回收;小金属概念;数字孪生;京津冀一体化;工业互联网;天然气;农业种植;稀土永磁;机器人概念;AIGC概念;人工智能;碳交易;融资融券;碳中和;水泥概念;专精特新;人形机器人;页岩气;污水处理;新疆振兴;土壤修复,920263,21,151
002777.SZ,DRG/DIP;家庭医生;AI智能体;数据要素;智慧政务;华为鲲鹏;阿里巴巴概念;云计算;华为昇腾;区块链;蚂蚁集团概念;鸿蒙概念;数据安全;信创;智能医疗;数字乡村;网络安全;DeepSeek概念;人工智能;数字经济;人脸识别;智慧城市;移动支付;AI应用;养老概念;华为概念;安防;物联网;食品安全;军工信息化;数据中心;机器视觉;军民融合;军工;乡村振兴;西部大开发;国企改革;新疆振兴;深股通,002777,39,33
301192.SZ,新能源汽车;专精特新;融资融券,301192,3,33
688332.SH,智能音箱;星闪概念;2025年报预增;小米概念;无线耳机;芯片概念;智能穿戴;AI眼镜;物联网;专精特新;消费电子概念;语音技术;人工智能;百度概念;抖音概念(字节概念);独角兽概念;沪股通;融资融券,688332,18,17
301678.SZ,芯片概念;消费电子概念;注册制次新股;专精特新;物联网;人工智能;深股通;新股与次新股;融资融券,301678,9,33
301353.SZ,跨境电商;人民币贬值受益;专精特新;减速器;锂电池概念;融资融券,301353,6,33
603665.SH,人民币贬值受益;锂电池概念;一带一路;医疗器械概念,603665,4,17
301135.SZ,家用电器;传感器;汽车电子;消费电子概念;毫米波雷达;智能家居;机器人概念;空气能热泵;物联网;人脸识别;工业互联网;芯片概念;语音技术;PCB概念;医疗器械概念;海峡两岸;充电桩;人工智能;储能;三胎概念;腾讯概念;智能医疗;宠物经济;养老概念;DeepSeek概念;AI智能体;锂电池概念;回购增持再贷款概念;融资融券,301135,29,33
001314.SZ,空间计算;鸿蒙概念;多模态AI;物联网;DeepSeek概念;数字货币;人工智能;元宇宙;电子竞技;AIGC概念;智能音箱;虚拟现实;机器人概念;MR(混合现实);智能家居;AI PC;智能穿戴;专精特新;粤港澳大湾区;AI眼镜;消费电子概念;2025年报预增;先进封装;PCB概念;深股通,001314,25,33
600967.SH,军民融合;军工;无人机;高端装备;核电;央企国企改革;高铁;农机;减速器;数字孪生;机器人概念;人工智能;无人驾驶;中俄贸易概念;西部大开发;人形机器人;风电;工业互联网;新能源汽车;物联网;氢能源;国企改革;储能;沪股通;融资融券,600967,25,17
301068.SZ,固废处理;融资融券,301068,2,33
301314.SZ,专精特新;家用电器;粤港澳大湾区;5G;新型工业化;汽车电子;F5G概念;WiFi 6;新能源汽车;融资融券,301314,10,33
002681.SZ,体育产业;跨境电商;人工智能;智能家居;虚拟现实;智能音箱;星闪概念;机器人概念;华为概念;阿里巴巴概念;粤港澳大湾区;家用电器;人民币贬值受益;智能穿戴;小米概念;人形机器人;减速器;无线耳机;中俄贸易概念;传感器;无线充电;消费电子概念;血氧仪;汽车电子;储能;深股通;融资融券,002681,27,33
002155.SZ,金属锌;黄金概念;金属铅;小金属概念;2025年报预增;国企改革;乡村振兴;深股通;股权转让(并购重组);融资融券,002155,10,33
000960.SZ,金属铅;金属锌;金属铜;小金属概念;西部大开发;国企改革;深股通;融资融券,000960,8,33
000402.SZ,物业管理;特色小镇;参股券商;证金持股;装配式建筑;国企改革;京津冀一体化;碳交易;碳中和;深股通;融资融券,000402,11,33
605069.SH,水利;土壤修复;新型城镇化;污水处理;数字孪生;雄安新区;智慧城市;碳中和;人工智能;京津冀一体化;数字经济;PPP概念;智谱AI;元宇宙;AI智能体;乡村振兴;旅游概念;AIGC概念;IP经济(谷子经济);物业管理,605069,20,17
002534.SZ,钙钛矿电池;光热发电;核电;光伏概念;储能;高端装备;大飞机;商业航天;燃料电池;钒电池;碳中和;一带一路;绿色电力;固废处理;回购增持再贷款概念;创投;融资融券;深股通,002534,18,33
603566.SH,动物疫苗;禽流感;宠物经济;医药电商;中俄贸易概念;2025年报预增;创投;沪股通;融资融券,603566,9,17
603257.SH,金属铜;黄金概念;金属钴;稀土永磁;金属回收;盐湖提锂;宁德时代概念;固废处理;一带一路;土壤修复;污水处理;注册制次新股;参股保险;工业互联网;乡村振兴;数字孪生;新型城镇化;DeepSeek概念;AI智能体;文化传媒概念;新股与次新股;融资融券,603257,22,17
300686.SZ,柔性屏(折叠屏);新能源汽车;比亚迪概念;机器人概念;固态电池;石墨烯;OLED;小米概念;消费电子概念;智能穿戴;富士康概念;回购增持再贷款概念;华为概念;虚拟现实,300686,14,33
300074.SZ,智慧城市;安防;智慧政务;智能医疗;华为概念;在线教育;DRG/DIP;DeepSeek概念;AI智能体;创投;低空经济;云办公;无人机;家庭医生;充电桩;储能;AI应用,300074,17,33
688267.SH,环氧丙烷;回购增持再贷款概念;人民币贬值受益;专精特新;沪股通;融资融券,688267,6,17
300651.SZ,足球概念;体育产业;2025年报预增,300651,3,33
300792.SZ,快手概念;小红书概念;拼多多概念;AIGC概念;虚拟数字人;抖音概念(字节概念);AI智能体;阿里巴巴概念;腾讯概念;人工智能;网红经济;AI应用;跨境电商;深股通,300792,14,33
002573.SZ,煤化工概念;天然气;固废处理;碳中和;PPP概念;国企改革;雄安新区;土壤修复;污水处理;水利;京津冀一体化;金属回收;PM2.5;创投;数字孪生;金属铜;机器人概念;深股通;融资融券,002573,19,33
002191.SZ,IP经济(谷子经济);烟草;区块链;蚂蚁集团概念;物联网;粤港澳大湾区;新型烟草(电子烟);芯片概念;PET铜箔;深股通;融资融券,002191,11,33
605077.SH,代糖概念;合成生物;玉米;沪股通,605077,4,17
300765.SZ,减肥药;创新药;生物疫苗;回购增持再贷款概念;维生素;融资融券;深股通,300765,7,33
300192.SZ,AI应用;ChatGPT概念;在线教育;Sora概念(文生视频);人工智能;职业教育;DeepSeek概念;东数西算(算力);芯片概念;股权转让(并购重组);深股通,300192,11,33
600651.SH,网络安全;小米概念;上海国企改革;工业互联网;芯片概念;小米汽车;比亚迪概念;汽车电子;水利;医疗器械概念;特斯拉概念;新能源汽车;核电;国企改革;融资融券;沪股通,600651,16,17
300949.SZ,职业教育;人工智能;虚拟数字人;数据要素;元宇宙;智慧城市;IP经济(谷子经济);AIGC概念;体育产业;腾讯概念;时空大数据;三胎概念;虚拟现实;露营经济;NFT概念;粤港澳大湾区;算力租赁;东数西算(算力);新型城镇化;低空经济;旅游概念;冰雪产业;乡村振兴;融资融券,300949,24,33
600491.SH,光伏建筑一体化;房屋检测;水利;PPP概念;长三角一体化;新型城镇化;装配式建筑;沪股通;融资融券,600491,9,17
002902.SZ,F5G概念;共封装光学(CPO);铜缆高速连接;华为海思概念股;5G;第三代半导体;数据中心;汽车电子;芯片概念;消费电子概念;智能穿戴;华为概念;粤港澳大湾区;储能;充电桩;新能源汽车;光伏概念;车联网(车路协同);工业互联网;数字经济;露营经济;体育产业;一带一路;跨境电商;深股通;融资融券,002902,26,33
688691.SH,汽车芯片;MCU芯片;存储芯片;芯片概念;小米概念;5G;中芯国际概念;专精特新;卫星导航;上海自贸区;沪股通;融资融券,688691,12,17
600883.SH,人民币贬值受益;西部大开发;股权转让(并购重组),600883,3,17
920005.BJ,智能穿戴;AI眼镜;海峡两岸;专精特新;消费电子概念;汽车热管理;新股与次新股;融资融券;新能源汽车,920005,9,151
